gid	gname	chr	start	end	logCPM	logFC.A1.A2	absLogFC	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC14g11850	MvSl-1064-A1-R4_MC14	Chr14	263686	268372	7.832917072	-0.164027069	0.164027069	0.536490572	0.98095558	7.924399717	7.548342119	8.223847693	7.51498718
MvSl-1064-A1-R4_MC14g11851	MvSl-1064-A1-R4_MC14	Chr14	269409	269818	6.889946682	-0.103007104	0.103007104	0.617774753	0.99717106	6.997933985	6.657121785	7.094128133	6.768375079
MvSl-1064-A1-R4_MC14g11852	MvSl-1064-A1-R4_MC14	Chr14	270659	272420	3.89048611	-0.088397635	0.088397635	0.750181154	1	3.750660227	3.934352549	3.914963399	3.951647756
MvSl-1064-A1-R4_MC14g11853	MvSl-1064-A1-R4_MC14	Chr14	273011	274129	8.454814001	0.075320052	0.075320052	0.768904268	1	8.283944569	8.673745237	8.229638846	8.58224231
MvSl-1064-A1-R4_MC14g11854	MvSl-1064-A1-R4_MC14	Chr14	274175	275182	5.280588768	0.05361934	0.05361934	0.807987538	1	5.376279366	5.234692997	5.238281796	5.268890519
MvSl-1064-A1-R4_MC14g11855	MvSl-1064-A1-R4_MC14	Chr14	275972	277558	4.275887974	-0.088291831	0.088291831	0.729041157	1	4.225559766	4.236481933	4.353972267	4.282957097
MvSl-1064-A1-R4_MC14g11856	MvSl-1064-A1-R4_MC14	Chr14	277823	279629	5.851767287	-0.151917078	0.151917078	0.463851044	0.96718284	5.693754364	5.849519004	5.81251428	6.030234412
MvSl-1064-A1-R4_MC14g11857	MvSl-1064-A1-R4_MC14	Chr14	280151	280539	5.507157045	-0.012306878	0.012306878	0.959702305	1	5.26702545	5.702007053	5.274933943	5.717793061
MvSl-1064-A1-R4_MC14g11858	MvSl-1064-A1-R4_MC14	Chr14	280775	282212	-0.778679942	0.269187055	0.269187055	0.669880526	0.998466238	-0.771155869	-0.566536678	-0.832392134	-0.951465666
MvSl-1064-A1-R4_MC14g11859	MvSl-1064-A1-R4_MC14	Chr14	282600	284259	4.904687503	0.004883298	0.004883298	0.983307063	1	4.891853188	4.922212156	4.82332831	4.977116494
MvSl-1064-A1-R4_MC14g11860	MvSl-1064-A1-R4_MC14	Chr14	285864	286564	6.498594674	0.10243736	0.10243736	0.593803062	0.990276133	6.620429198	6.473740817	6.365810741	6.523072884
MvSl-1064-A1-R4_MC14g11861	MvSl-1064-A1-R4_MC14	Chr14	286717	287560	1.38823495	0.48307974	0.48307974	0.204921205	0.758563718	1.45929433	1.742624662	1.062021462	1.219395724
MvSl-1064-A1-R4_MC14g11862	MvSl-1064-A1-R4_MC14	Chr14	288108	290301	6.489095939	0.302821	0.302821	0.254660001	0.821628294	6.242670571	6.939136528	5.987819077	6.606581659
MvSl-1064-A1-R4_MC14g11863	MvSl-1064-A1-R4_MC14	Chr14	291113	292082	6.549961966	0.431373284	0.431373284	0.023003131	0.214399221	6.682529179	6.813767528	6.26790054	6.367838834
MvSl-1064-A1-R4_MC14g11864	MvSl-1064-A1-R4_MC14	Chr14	292421	294481	6.972791238	-0.124123207	0.124123207	0.527988822	0.979279424	7.053628803	6.749206396	6.961750272	7.101674545
MvSl-1064-A1-R4_MC14g11865	MvSl-1064-A1-R4_MC14	Chr14	294736	295985	9.185652558	0.496541663	0.496541663	0.067162608	0.433915619	9.433891128	9.391158291	9.039708622	8.781164563
MvSl-1064-A1-R4_MC14g11866	MvSl-1064-A1-R4_MC14	Chr14	296271	297487	5.513349033	-0.078777937	0.078777937	0.709186109	1	5.463760788	5.482971565	5.454564608	5.643332286
MvSl-1064-A1-R4_MC14g11867	MvSl-1064-A1-R4_MC14	Chr14	299416	301724	5.013947665	-0.316568817	0.316568817	0.185181565	0.726962114	4.912730714	4.778187362	4.998443948	5.310008729
MvSl-1064-A1-R4_MC14g11868	MvSl-1064-A1-R4_MC14	Chr14	302436	304412	5.988320476	0.054894611	0.054894611	0.780587794	1	6.027445778	6.003500613	5.896680966	6.022008829
MvSl-1064-A1-R4_MC14g11869	MvSl-1064-A1-R4_MC14	Chr14	307560	309943	5.703127873	0.136704467	0.136704467	0.587596003	0.990162992	5.510733789	5.989297156	5.347197837	5.872196214
MvSl-1064-A1-R4_MC14g11870	MvSl-1064-A1-R4_MC14	Chr14	310088	310279	6.845574394	0.114817696	0.114817696	0.552188579	0.984366338	6.752237008	7.037321298	6.858008038	6.712605959
MvSl-1064-A1-R4_MC14g11871	MvSl-1064-A1-R4_MC14	Chr14	313370	315680	3.506378419	-0.311238005	0.311238005	0.332656011	0.892210511	3.182505671	3.485800358	3.883661699	3.37345458
MvSl-1064-A1-R4_MC14g11872	MvSl-1064-A1-R4_MC14	Chr14	317011	318849	7.327499975	0.497235168	0.497235168	0.032065789	0.273373945	7.294380941	7.775346831	6.875161789	7.220108463
MvSl-1064-A1-R4_MC14g11873	MvSl-1064-A1-R4_MC14	Chr14	319982	321539	5.995805963	0.096619009	0.096619009	0.670760443	0.998466238	5.784333009	6.262624884	5.787363781	6.090475354
MvSl-1064-A1-R4_MC14g11874	MvSl-1064-A1-R4_MC14	Chr14	322347	326056	6.431367501	0.095130485	0.095130485	0.62323635	0.99837374	6.568749823	6.38158853	6.288533633	6.471903746
MvSl-1064-A1-R4_MC14g11875	MvSl-1064-A1-R4_MC14	Chr14	326301	329700	6.493429938	-0.059569445	0.059569445	0.755665978	1	6.548048833	6.373408893	6.576232202	6.467367283
MvSl-1064-A1-R4_MC14g11876	MvSl-1064-A1-R4_MC14	Chr14	333470	336953	6.216545419	-0.4290421	0.4290421	0.280972236	0.849055948	6.502294426	5.175288477	6.880268393	5.722876856
MvSl-1064-A1-R4_MC14g11877	MvSl-1064-A1-R4_MC14	Chr14	340239	340487	6.432924581	-0.000574903	0.000574903	0.9976508	1	6.384866843	6.47883301	6.291092144	6.562598618
MvSl-1064-A1-R4_MC14g11878	MvSl-1064-A1-R4_MC14	Chr14	341003	341770	0.236282704	-3.103219163	3.103219163	1.70E-07	6.06E-06	-1.664406887	-1.696186612	1.213568807	0.706468848
MvSl-1064-A1-R4_MC14g11879	MvSl-1064-A1-R4_MC14	Chr14	342456	347416	0.186070972	-0.279699368	0.279699368	0.581334424	0.990162992	0.425754155	-0.458758264	0.380287247	0.223234165
MvSl-1064-A1-R4_MC14g11880	MvSl-1064-A1-R4_MC14	Chr14	349359	349862	8.052141641	-0.503729466	0.503729466	0.021168478	0.202999759	7.729680232	7.825510279	8.284167784	8.279725781
MvSl-1064-A1-R4_MC14g11881	MvSl-1064-A1-R4_MC14	Chr14	350156	351490	-0.776899684	0.418116885	0.418116885	0.515664294	0.976550288	-0.418442198	-0.809744375	-1.241793746	-0.713122675
MvSl-1064-A1-R4_MC14g11882	MvSl-1064-A1-R4_MC14	Chr14	351923	353960	2.037706624	0.0489832	0.0489832	0.892361513	1	2.198167305	1.912820661	1.816236	2.188365593
MvSl-1064-A1-R4_MC14g11883	MvSl-1064-A1-R4_MC14	Chr14	354612	355578	6.236177	0.11148505	0.11148505	0.562528183	0.985998559	6.243700823	6.336483147	6.086363092	6.26703536
MvSl-1064-A1-R4_MC14g11884	MvSl-1064-A1-R4_MC14	Chr14	357164	361826	5.479774047	0.355222323	0.355222323	0.157357022	0.672291596	5.363066603	5.883195316	5.063740712	5.489262186
MvSl-1064-A1-R4_MC14g11885	MvSl-1064-A1-R4_MC14	Chr14	362490	365552	11.1603729	-0.514574386	0.514574386	0.193547993	0.740685701	10.44222631	11.21581256	11.22409881	11.54745227
MvSl-1064-A1-R4_MC14g11886	MvSl-1064-A1-R4_MC14	Chr14	366422	366811	7.021960397	0.115521779	0.115521779	0.534104402	0.980847349	7.034706637	7.121128561	6.981949397	6.944084493
MvSl-1064-A1-R4_MC14g11887	MvSl-1064-A1-R4_MC14	Chr14	367173	370081	5.03860284	0.259899863	0.259899863	0.335508887	0.89384984	5.260932395	5.0576997	5.20791351	4.517525491
MvSl-1064-A1-R4_MC14g11888	MvSl-1064-A1-R4_MC14	Chr14	370733	374169	7.644879625	0.209256734	0.209256734	0.302027022	0.868677606	7.710805878	7.779823627	7.567766311	7.504693027
MvSl-1064-A1-R4_MC14g11889	MvSl-1064-A1-R4_MC14	Chr14	375725	377819	5.84602655	-0.019187653	0.019187653	0.935239353	1	6.054704551	5.57936215	6.035391264	5.650019903
MvSl-1064-A1-R4_MC14g11890	MvSl-1064-A1-R4_MC14	Chr14	377945	378384	8.445984118	-0.003757433	0.003757433	0.987191718	1	8.374911064	8.510118277	8.406606994	8.48796848
MvSl-1064-A1-R4_MC14g11891	MvSl-1064-A1-R4_MC14	Chr14	378918	380330	4.432804836	0.328905661	0.328905661	0.190722282	0.735866874	4.601664053	4.574441983	4.383044046	4.12679209
MvSl-1064-A1-R4_MC14g11892	MvSl-1064-A1-R4_MC14	Chr14	380400	383202	4.990300124	0.02454684	0.02454684	0.917659996	1	5.072013485	4.929669348	5.110844168	4.831748424
MvSl-1064-A1-R4_MC14g11893	MvSl-1064-A1-R4_MC14	Chr14	385335	387415	7.045977228	0.035118572	0.035118572	0.851578031	1	7.108950287	7.016461788	7.060531247	6.995402193
MvSl-1064-A1-R4_MC14g11895	MvSl-1064-A1-R4_MC14	Chr14	387596	389214	6.702400533	-0.228055233	0.228055233	0.225639608	0.78229106	6.479736021	6.680883932	6.755517003	6.865813904
MvSl-1064-A1-R4_MC14g11896	MvSl-1064-A1-R4_MC14	Chr14	389478	393015	7.436356148	0.061241799	0.061241799	0.757592832	1	7.471038869	7.462263525	7.448301913	7.36127893
MvSl-1064-A1-R4_MC14g11897	MvSl-1064-A1-R4_MC14	Chr14	393800	394447	6.87845793	0.020895508	0.020895508	0.911802224	1	6.776643428	6.992925237	6.834229768	6.901001483
MvSl-1064-A1-R4_MC14g11898	MvSl-1064-A1-R4_MC14	Chr14	395025	396943	1.858095142	4.086508958	4.086508958	2.43E-15	2.09E-13	2.517263153	3.010836008	-2.071902355	-0.416315952
MvSl-1064-A1-R4_MC14g11899	MvSl-1064-A1-R4_MC14	Chr14	397612	399821	2.009396342	0.130997703	0.130997703	0.736687867	1	2.358932912	1.719865868	2.182411729	1.661984606
MvSl-1064-A1-R4_MC14g11901	MvSl-1064-A1-R4_MC14	Chr14	400215	402068	1.831853577	0.086001264	0.086001264	0.810268288	1	1.896637675	1.851325862	1.890101497	1.683005233
MvSl-1064-A1-R4_MC14g11902	MvSl-1064-A1-R4_MC14	Chr14	402942	405917	6.727397065	0.024800493	0.024800493	0.903370542	1	6.555535453	6.902972051	6.554390304	6.859480308
MvSl-1064-A1-R4_MC14g11903	MvSl-1064-A1-R4_MC14	Chr14	406677	408038	5.580693616	0.158177655	0.158177655	0.450227283	0.956746915	5.621088892	5.693271291	5.393967152	5.598399031
MvSl-1064-A1-R4_MC14g11904	MvSl-1064-A1-R4_MC14	Chr14	408672	409990	-3.16577448	-2.245037367	2.245037367	0.274232109	0.839992727	-3.335044318	-3.335044318	-2.782444626	-3.335044318
MvSl-1064-A1-R4_MC14g11905	MvSl-1064-A1-R4_MC14	Chr14	410592	410768	-3.164239922	2.407913679	2.407913679	0.227543641	0.78229106	-2.706608466	-3.335044318	-3.335044318	-3.335044318
MvSl-1064-A1-R4_MC14g11906	MvSl-1064-A1-R4_MC14	Chr14	411440	413482	-0.868811263	0.688804699	0.688804699	0.403502311	0.936629706	0.172353678	-2.294435337	-1.092042366	-1.237131354
MvSl-1064-A1-R4_MC14g11907	MvSl-1064-A1-R4_MC14	Chr14	416951	417628	4.910741958	0.663448586	0.663448586	0.010470357	0.120108673	5.422503879	4.949368781	4.38942565	4.683174929
MvSl-1064-A1-R4_MC14g11911	MvSl-1064-A1-R4_MC14	Chr14	418275	419309	-2.877464149	-3.612045592	3.612045592	0.067681189	0.434820108	-3.335044318	-3.335044318	-2.782444626	-2.38092321
MvSl-1064-A1-R4_MC14g11912	MvSl-1064-A1-R4_MC14	Chr14	419492	420587	7.396829531	-0.204021748	0.204021748	0.324991144	0.885382397	7.439914739	7.125464413	7.528190493	7.461245605
MvSl-1064-A1-R4_MC14g11913	MvSl-1064-A1-R4_MC14	Chr14	420906	421320	5.700412663	-0.056190348	0.056190348	0.786831585	1	5.73243356	5.609080725	5.700213707	5.75549191
MvSl-1064-A1-R4_MC14g11914	MvSl-1064-A1-R4_MC14	Chr14	421835	423993	5.628752342	-0.146541826	0.146541826	0.518927888	0.976550288	5.458445891	5.642743893	5.443873886	5.917244203
MvSl-1064-A1-R4_MC14g11915	MvSl-1064-A1-R4_MC14	Chr14	425522	428064	-1.430650066	-0.594533986	0.594533986	0.482991061	0.971878566	-1.664406887	-1.696186612	-2.071902355	-0.713122675
MvSl-1064-A1-R4_MC14g11916	MvSl-1064-A1-R4_MC14	Chr14	431351	431855	4.960354803	-0.956239658	0.956239658	9.07E-05	0.002092695	4.438486157	4.370376049	5.163922289	5.528986737
MvSl-1064-A1-R4_MC14g11917	MvSl-1064-A1-R4_MC14	Chr14	432122	433489	9.069943116	0.328062603	0.328062603	0.238845222	0.798876391	9.023278706	9.401362861	8.738054178	9.039568102
MvSl-1064-A1-R4_MC14g11918	MvSl-1064-A1-R4_MC14	Chr14	434183	434753	4.282154035	0.131720166	0.131720166	0.668903376	0.998466238	4.038762151	4.599593551	3.860880097	4.499864431
MvSl-1064-A1-R4_MC14g11919	MvSl-1064-A1-R4_MC14	Chr14	434986	436112	1.19919073	-0.226774332	0.226774332	0.567929629	0.987835251	0.871944052	1.265231832	1.154846041	1.432990287
MvSl-1064-A1-R4_MC14g11920	MvSl-1064-A1-R4_MC14	Chr14	436188	436512	4.627540855	0.025110205	0.025110205	0.918460995	1	4.562567048	4.713417497	4.478920433	4.739444076
MvSl-1064-A1-R4_MC14g11921	MvSl-1064-A1-R4_MC14	Chr14	437073	438657	2.814478247	0.198230589	0.198230589	0.544673919	0.983743418	2.823203008	2.991963655	2.756837192	2.671128755
MvSl-1064-A1-R4_MC14g11922	MvSl-1064-A1-R4_MC14	Chr14	438771	440325	4.672551107	0.004982644	0.004982644	0.984807971	1	4.491489268	4.837533487	4.451735588	4.859711506
MvSl-1064-A1-R4_MC14g11923	MvSl-1064-A1-R4_MC14	Chr14	441423	441827	3.889391088	0.095913024	0.095913024	0.755744854	1	3.691484318	4.145480087	3.572029121	4.068079552
MvSl-1064-A1-R4_MC14g11924	MvSl-1064-A1-R4_MC14	Chr14	442312	443079	3.151459001	0.379079417	0.379079417	0.234174175	0.79281671	3.298094053	3.358976301	2.786152814	3.104113511
MvSl-1064-A1-R4_MC14g11925	MvSl-1064-A1-R4_MC14	Chr14	443407	443892	5.907125123	0.263759846	0.263759846	0.179540496	0.715994391	6.034606565	6.031494786	5.77523148	5.764148352
MvSl-1064-A1-R4_MC14g11926	MvSl-1064-A1-R4_MC14	Chr14	450318	452065	4.656804167	0.142333857	0.142333857	0.593982852	0.990276133	4.402037052	4.990357742	4.582809733	4.586083986
MvSl-1064-A1-R4_MC14g11931	MvSl-1064-A1-R4_MC14	Chr14	452252	456230	-2.166475524	-0.374359222	0.374359222	0.735113647	1	-3.335044318	-1.696186612	-2.383864905	-1.811583723
MvSl-1064-A1-R4_MC14g11932	MvSl-1064-A1-R4_MC14	Chr14	456941	459379	4.278340164	-0.784383347	0.784383347	0.004822469	0.064909886	3.85681659	3.810569366	4.846705834	4.337005344
MvSl-1064-A1-R4_MC14g11934	MvSl-1064-A1-R4_MC14	Chr14	459631	460702	6.209731162	0.196383424	0.196383424	0.301809994	0.868677606	6.326744643	6.282175327	6.078485641	6.137871991
MvSl-1064-A1-R4_MC14g11935	MvSl-1064-A1-R4_MC14	Chr14	461039	463703	4.52446234	-0.120920773	0.120920773	0.623924401	0.998466238	4.562567048	4.355687966	4.543292397	4.621902925
MvSl-1064-A1-R4_MC14g11936	MvSl-1064-A1-R4_MC14	Chr14	463841	467568	4.759389372	-0.010934414	0.010934414	0.9654878	1	4.948554812	4.529343217	4.846705834	4.677949031
MvSl-1064-A1-R4_MC14g11937	MvSl-1064-A1-R4_MC14	Chr14	468382	469725	5.593518571	0.121492244	0.121492244	0.551020521	0.984366338	5.661738281	5.644255531	5.522913361	5.540549941
MvSl-1064-A1-R4_MC14g11938	MvSl-1064-A1-R4_MC14	Chr14	470123	470682	7.838136537	0.066830439	0.066830439	0.754103037	1	7.9661939	7.769471521	7.822149995	7.786354081
MvSl-1064-A1-R4_MC14g11939	MvSl-1064-A1-R4_MC14	Chr14	471493	472052	8.40355853	0.315670635	0.315670635	0.300985492	0.868677606	8.120260494	8.885075434	7.895440684	8.513313216
MvSl-1064-A1-R4_MC14g11940	MvSl-1064-A1-R4_MC14	Chr14	472899	475241	-1.94227962	-0.015538029	0.015538029	0.987433701	1	-1.436085193	-2.722882557	-1.597949656	-2.38092321
MvSl-1064-A1-R4_MC14g11941	MvSl-1064-A1-R4_MC14	Chr14	476722	478053	5.65846047	0.031365959	0.031365959	0.887626739	1	5.854801101	5.467684893	5.750656442	5.526081396
MvSl-1064-A1-R4_MC14g11942	MvSl-1064-A1-R4_MC14	Chr14	480065	485427	4.490077818	-0.275735142	0.275735142	0.287049602	0.856405706	4.108284789	4.548844137	4.640127441	4.599965943
MvSl-1064-A1-R4_MC14g11943	MvSl-1064-A1-R4_MC14	Chr14	486200	488994	7.846574156	0.086495974	0.086495974	0.683122309	0.998466238	7.838699317	7.937937739	7.747111554	7.856264431
MvSl-1064-A1-R4_MC14g11944	MvSl-1064-A1-R4_MC14	Chr14	489318	490761	6.101102784	0.263308532	0.263308532	0.200043194	0.752122397	6.044099327	6.388820589	5.920010907	6.006458302
MvSl-1064-A1-R4_MC14g11945	MvSl-1064-A1-R4_MC14	Chr14	491091	491468	6.255314573	0.070757903	0.070757903	0.728612338	1	6.447907296	6.113450377	6.329764889	6.10027542
MvSl-1064-A1-R4_MC14g11946	MvSl-1064-A1-R4_MC14	Chr14	491812	492127	4.144828854	0.419580738	0.419580738	0.113820871	0.584662154	4.229725412	4.441653752	3.941263277	3.903206027
MvSl-1064-A1-R4_MC14g11947	MvSl-1064-A1-R4_MC14	Chr14	492694	496682	5.417434611	-0.1482503	0.1482503	0.488460888	0.972779114	5.330465486	5.352192304	5.43618886	5.540549941
MvSl-1064-A1-R4_MC14g11948	MvSl-1064-A1-R4_MC14	Chr14	497096	498124	7.669699897	0.286628129	0.286628129	0.199382951	0.751517264	7.944814808	7.65228748	7.684267333	7.333297584
MvSl-1064-A1-R4_MC14g11949	MvSl-1064-A1-R4_MC14	Chr14	499704	500959	5.627841556	0.020352137	0.020352137	0.928239671	1	5.456669899	5.798841071	5.426912464	5.786172163
MvSl-1064-A1-R4_MC14g11950	MvSl-1064-A1-R4_MC14	Chr14	503219	504949	5.229513893	0.423501381	0.423501381	0.067246529	0.433915619	5.580892271	5.252642357	5.025328171	4.981365131
MvSl-1064-A1-R4_MC14g11951	MvSl-1064-A1-R4_MC14	Chr14	507684	512847	4.564290972	0.638597167	0.638597167	0.009211604	0.108585973	4.958628978	4.730596323	4.220750759	4.205171337
MvSl-1064-A1-R4_MC14g11954	MvSl-1064-A1-R4_MC14	Chr14	513916	514520	2.270473924	-0.260825434	0.260825434	0.460491645	0.964750794	2.32818111	1.912820661	2.437726193	2.341641903
MvSl-1064-A1-R4_MC14g11955	MvSl-1064-A1-R4_MC14	Chr14	515127	518022	2.543624624	-0.437834922	0.437834922	0.224782951	0.78229106	2.570785749	1.990937262	2.843055307	2.628421366
MvSl-1064-A1-R4_MC14g11956	MvSl-1064-A1-R4_MC14	Chr14	518895	519806	7.41029042	0.206251236	0.206251236	0.295783958	0.864267642	7.534292418	7.484796846	7.309236565	7.297965887
MvSl-1064-A1-R4_MC14g11957	MvSl-1064-A1-R4_MC14	Chr14	520428	522461	5.396573914	-0.050620385	0.050620385	0.814922102	1	5.398652038	5.342913201	5.347197837	5.492242551
MvSl-1064-A1-R4_MC14g11958	MvSl-1064-A1-R4_MC14	Chr14	522775	526162	6.684804449	0.051470891	0.051470891	0.786518593	1	6.571214099	6.837086829	6.631116508	6.686170821
MvSl-1064-A1-R4_MC14g11959	MvSl-1064-A1-R4_MC14	Chr14	526290	527397	6.062935146	0.073850866	0.073850866	0.70625744	0.999591541	6.020249271	6.17435553	6.021078114	6.030234412
MvSl-1064-A1-R4_MC14g11960	MvSl-1064-A1-R4_MC14	Chr14	529127	530265	5.22397371	-0.114462459	0.114462459	0.600475905	0.991679009	5.168478467	5.162686459	5.243575173	5.315067074
MvSl-1064-A1-R4_MC14g11961	MvSl-1064-A1-R4_MC14	Chr14	530544	531644	3.844020733	-0.435881281	0.435881281	0.117987599	0.59515955	3.61711231	3.602370897	4.116899614	3.964581648
MvSl-1064-A1-R4_MC14g11962	MvSl-1064-A1-R4_MC14	Chr14	532089	535474	5.807218458	-2.961813114	2.961813114	2.98E-35	6.51E-33	3.867549705	3.458565011	6.696266698	6.55976025
MvSl-1064-A1-R4_MC14g11963	MvSl-1064-A1-R4_MC14	Chr14	536214	537638	6.323183134	-0.021733157	0.021733157	0.908558305	1	6.233365043	6.38701597	6.360136074	6.307359889
MvSl-1064-A1-R4_MC14g11964	MvSl-1064-A1-R4_MC14	Chr14	538082	541861	3.33310265	-1.066048974	1.066048974	0.001277581	0.021549145	2.898398499	2.485071556	3.932549814	3.566799744
MvSl-1064-A1-R4_MC14g11965	MvSl-1064-A1-R4_MC14	Chr14	546722	550595	3.600815299	-2.067532351	2.067532351	3.25E-10	1.68E-08	2.32818111	2.135522731	4.009138867	4.508721986
MvSl-1064-A1-R4_MC14g11969	MvSl-1064-A1-R4_MC14	Chr14	550878	551151	7.912476538	-1.379383052	1.379383052	2.84E-10	1.49E-08	7.142479038	6.981011384	8.462531343	8.422685086
MvSl-1064-A1-R4_MC14g11970	MvSl-1064-A1-R4_MC14	Chr14	552263	553716	-1.293992451	-0.61769006	0.61769006	0.441312838	0.952477398	-1.664406887	-1.470020492	-0.612421849	-1.811583723
MvSl-1064-A1-R4_MC14g11971	MvSl-1064-A1-R4_MC14	Chr14	553891	554548	4.450000878	0.040177616	0.040177616	0.871369797	1	4.477544414	4.462368002	4.528912567	4.323681922
MvSl-1064-A1-R4_MC14g11972	MvSl-1064-A1-R4_MC14	Chr14	554862	557277	1.566422274	0.277877535	0.277877535	0.517653255	0.976550288	1.896637675	1.470038778	1.835059942	0.862025425
MvSl-1064-A1-R4_MC14g11973	MvSl-1064-A1-R4_MC14	Chr14	558424	558851	5.262612971	0.43130002	0.43130002	0.072261357	0.453040372	5.628995546	5.274281458	5.17689221	4.871204699
MvSl-1064-A1-R4_MC14g11974	MvSl-1064-A1-R4_MC14	Chr14	560646	560898	4.657421043	-0.478115478	0.478115478	0.04974944	0.360089356	4.505300622	4.283801617	4.90354419	4.845797713
MvSl-1064-A1-R4_MC14g11975	MvSl-1064-A1-R4_MC14	Chr14	563353	566084	-2.163178418	0.750398719	0.750398719	0.497806326	0.974902305	-1.664406887	-2.294435337	-1.815550095	-3.335044318
MvSl-1064-A1-R4_MC14g11977	MvSl-1064-A1-R4_MC14	Chr14	566578	567290	7.086302196	0.058383206	0.058383206	0.755352789	1	7.101013503	7.129247623	7.029201601	7.084003463
MvSl-1064-A1-R4_MC14g11978	MvSl-1064-A1-R4_MC14	Chr14	567354	571062	2.330852393	0.371864276	0.371864276	0.315050739	0.87804856	2.789736555	2.152618099	2.254100662	2.01684749
MvSl-1064-A1-R4_MC14g11979	MvSl-1064-A1-R4_MC14	Chr14	571151	572631	6.004730739	-0.816791332	0.816791332	4.08E-05	0.001024715	5.589021692	5.488031339	6.412773404	6.294612399
MvSl-1064-A1-R4_MC14g11980	MvSl-1064-A1-R4_MC14	Chr14	572936	573493	3.815463319	0.242589952	0.242589952	0.392330844	0.930838715	4.062310583	3.788865481	3.700762566	3.680913297
MvSl-1064-A1-R4_MC14g11982	MvSl-1064-A1-R4_MC14	Chr14	574762	577385	1.974837876	0.094726323	0.094726323	0.789255029	1	1.875524238	2.152618099	1.87198664	1.983346963
MvSl-1064-A1-R4_MC14g11984	MvSl-1064-A1-R4_MC14	Chr14	578466	581232	2.76073968	-1.866605983	1.866605983	1.16E-07	4.24E-06	1.594649883	1.523585178	3.532211255	3.237975675
MvSl-1064-A1-R4_MC14g11986	MvSl-1064-A1-R4_MC14	Chr14	583291	585385	0.904611019	-1.134993348	1.134993348	0.015559799	0.161291527	0.537508817	-0.093697362	1.656089124	0.898428197
MvSl-1064-A1-R4_MC14g11987	MvSl-1064-A1-R4_MC14	Chr14	585513	585905	-2.427195686	0.573344894	0.573344894	0.62608524	0.998466238	-2.270315873	-2.294435337	-2.383864905	-2.780505068
MvSl-1064-A1-R4_MC14g11988	MvSl-1064-A1-R4_MC14	Chr14	586157	590733	-2.427773573	0.565745597	0.565745597	0.644311899	0.998466238	-3.335044318	-1.696186612	-2.383864905	-2.780505068
MvSl-1064-A1-R4_MC14g11989	MvSl-1064-A1-R4_MC14	Chr14	591523	594158	1.244385026	-2.302092701	2.302092701	2.98E-07	1.04E-05	0.101382073	-0.683021628	2.075657745	1.764152603
MvSl-1064-A1-R4_MC14g11990	MvSl-1064-A1-R4_MC14	Chr14	594870	595328	1.310203653	-2.10215878	2.10215878	1.04E-05	0.000284078	0.239997013	-0.358474892	2.335674674	1.45759616
MvSl-1064-A1-R4_MC14g11991	MvSl-1064-A1-R4_MC14	Chr14	595791	600758	-2.087158192	-0.058876852	0.058876852	0.95385311	1	-1.935783428	-2.294435337	-1.815550095	-2.38092321
MvSl-1064-A1-R4_MC14g11992	MvSl-1064-A1-R4_MC14	Chr14	609339	609854	2.942262339	-0.373264511	0.373264511	0.249418788	0.815340818	2.743871657	2.743843749	3.210488732	3.007432472
MvSl-1064-A1-R4_MC14g11997	MvSl-1064-A1-R4_C26	random	24549	28153	1.488018097	6.177277951	6.177277951	1.54E-16	1.47E-14	1.620261189	3.010836008	-2.071902355	-3.335044318
MvSl-1064-A1-R4_MC14g12005	MvSl-1064-A1-R4_C24	random	24021	31104	-1.809073799	0.391563929	0.391563929	0.704714366	0.998948632	-0.910900353	-3.335044318	-2.071902355	-1.811583723
MvSl-1064-A1-R4_MC14g12006	MvSl-1064-A1-R4_C36	random	14543	18402	-0.622565942	1.592215679	1.592215679	0.012741456	0.138751671	-0.135243083	-0.015236482	-1.815550095	-1.087239506
MvSl-1064-A1-R4_MC15g12011	MvSl-1064-A1-R4_MC14	Chr14	624902	629578	-3.164239922	2.407913679	2.407913679	0.227543641	0.78229106	-2.706608466	-3.335044318	-3.335044318	-3.335044318
MvSl-1064-A1-R4_MC15g12012	MvSl-1064-A1-R4_MC14	Chr14	629824	632718	-0.47113309	0.888424457	0.888424457	0.179226754	0.715686853	-1.065647133	0.439494979	-0.718218638	-1.087239506
MvSl-1064-A1-R4_MC15g12013	MvSl-1064-A1-R4_MC15	Chr15	1	411	8.566365886	0.478288486	0.478288486	0.047732832	0.349804958	8.848749878	8.719994722	8.393967532	8.21580255
MvSl-1064-A1-R4_MC15g12014	MvSl-1064-A1-R4_MC15	Chr15	1532	2416	7.345565114	-0.044425884	0.044425884	0.82918227	1	7.439914739	7.196217258	7.463125649	7.26523599
MvSl-1064-A1-R4_MC15g12015	MvSl-1064-A1-R4_MC15	Chr15	2704	5072	9.213313095	0.331349003	0.331349003	0.217452449	0.77431196	9.340193594	9.398230674	8.960621999	9.111835069
MvSl-1064-A1-R4_MC15g12016	MvSl-1064-A1-R4_MC15	Chr15	5614	9517	7.411547167	0.290962724	0.290962724	0.160258015	0.677779328	7.433608519	7.657162224	7.143572513	7.365754762
