gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	DE	DE2	haploid 
MvSl-1064-A2-R4_MC08-1g08987	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09305	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09693	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09705	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09989	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10810	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06608	Auto	Auto	0	3	0	0	0	4	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09566	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10188	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11920	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09673	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02089	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05506	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-2g09045	Auto	Auto	0	0	0	1	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09867	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02325	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03851	Auto	Auto	0	0	0	0	2	0	3	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07050	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08079	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08985	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11916	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00068	bPAR	bPAR	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02840	Auto	Auto	0	0	0	0	3	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02965	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03409	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04582	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05116	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05801	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07181	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09416	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11696	Auto	Auto	1	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04039	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10511	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02970	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04458	Auto	Auto	0	0	0	2	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06552	Auto	Auto	3	1	6	0	3	3	2	3	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06910	Auto	Auto	0	0	1	3	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07605	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09331	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11031	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11477	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11933	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07568	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08367	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02093	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02986	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06747	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10114	Auto	Auto	5	1	4	6	2	4	1	3	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10879	Auto	Auto	0	0	0	0	0	4	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11887	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02135	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04951	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05420	Auto	Auto	0	2	2	3	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06675	Auto	Auto	0	0	1	1	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07919	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08705	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09351	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10551	Auto	Auto	0	0	0	0	0	0	0	4	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11347	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC15g12275	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00021	bPAR	bPAR	0	0	0	0	0	1	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02931	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03033	Auto	Auto	2	0	0	0	0	0	4	9	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04065	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04287	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05052	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05149	Auto	Auto	2	0	0	0	0	0	0	2	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07838	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08405	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-2g09105	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00169	Black	OldStrata	0	1	2	1	0	1	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g01608	Black	OldStrata	0	0	0	1	6	0	2	2	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g01982	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02084	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02151	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02162	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02166	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02757	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02823	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03924	Auto	Auto	0	2	1	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03948	Auto	Auto	0	0	3	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04146	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04392	Auto	Auto	2	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04584	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04668	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04870	Auto	Auto	1	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04911	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06146	Auto	Auto	0	0	0	0	0	0	3	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06199	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07045	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07230	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07564	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07831	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07850	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07910	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07990	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08326	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08430	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08821	Auto	Auto	0	0	0	0	0	0	0	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08932	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08935	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08945	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09834	Auto	Auto	0	0	0	0	0	0	1	3	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09966	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10298	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10535	Auto	Auto	1	1	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10567	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11209	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11775	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11825	Auto	Auto	0	0	0	2	2	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC14g12011	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03437	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02843	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06678	Auto	Auto	0	0	0	1	1	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02438	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04877	Auto	Auto	0	0	0	1	1	0	0	4	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06244	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11948	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07753	Auto	Auto	0	3	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04187	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06794	Auto	Auto	0	0	0	0	0	1	1	2	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11518	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00420	Black	OldStrata	0	0	2	0	2	2	1	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11028	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02543	Auto	Auto	0	2	0	0	0	5	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03541	Auto	Auto	0	0	0	1	0	0	2	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06463	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08350	Auto	Auto	0	0	0	1	3	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08890	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11317	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06194	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02615	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05504	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00775	Black	OldStrata	0	0	0	2	0	0	4	2	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02735	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02756	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02974	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03258	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03551	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03911	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04957	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05468	Auto	Auto	0	1	0	0	5	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06477	Auto	Auto	0	0	0	0	0	0	4	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06843	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06979	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07255	Auto	Auto	0	0	0	0	0	0	0	4	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07840	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08513	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-2g09084	Auto	Auto	0	0	0	0	0	0	0	1	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10416	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10657	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11215	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11306	Auto	Auto	0	2	0	0	0	2	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11382	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05832	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04785	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06650	Auto	Auto	0	1	5	3	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03343	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03736	Auto	Auto	0	0	1	2	1	0	1	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05514	Auto	Auto	0	0	1	0	0	0	0	3	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07474	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04276	Auto	Auto	2	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06106	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07029	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08126	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08296	Auto	Auto	1	0	2	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09346	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10828	Auto	Auto	0	0	2	2	1	0	0	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-2g06340	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08889	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11021	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11110	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05123	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09691	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00061	bPAR	bPAR	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g03265	Auto	Auto	0	0	0	0	0	0	1	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06966	Auto	Auto	0	0	0	6	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11631	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00129	Red	ColorStrata	0	0	0	0	0	0	2	1	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02085	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02381	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02654	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02820	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03465	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03815	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03990	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04682	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05440	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g06144	Auto	Auto	0	0	0	0	0	0	0	3	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06525	Auto	Auto	1	0	0	0	0	2	0	1	3	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07179	Auto	Auto	0	0	0	1	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC09g09768	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10781	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11107	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-1g07150	Auto	Auto	0	0	4	2	4	0	0	1	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC06-2g07592	Auto	Auto	0	0	3	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-1g08841	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03483	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05863	Auto	Auto	0	0	0	0	0	4	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07027	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC15g12302	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10049	Auto	Auto	0	5	1	0	9	3	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02566	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05005	Auto	Auto	0	0	0	0	0	4	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11164	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05333	Auto	Auto	1	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05077	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC08-2g09067	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02312	Auto	Auto	0	0	3	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03698	Auto	Auto	6	6	2	5	0	0	0	5	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g08478	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC13g11941	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_A2g00383	Red	ColorStrata	0	1	0	0	0	0	0	1	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02221	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03810	Auto	Auto	0	0	0	3	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g03926	Auto	Auto	0	0	2	2	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04030	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04405	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC02g04464	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04974	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g04989	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC03g05502	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A2
MvSl-1064-A2-R4_MC04-1g05889	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06449	Auto	Auto	0	6	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06807	Auto	Auto	0	0	1	2	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06816	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g06928	Auto	Auto	3	0	0	0	0	3	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC05g07030	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC07g07929	Auto	Auto	0	0	0	0	0	0	1	2	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g10029	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A2
MvSl-1064-A2-R4_MC11g10538	Auto	Auto	0	1	1	0	0	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC12g11398	Auto	Auto	0	0	0	0	0	0	6	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC01g02083	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A2
MvSl-1064-A2-R4_MC10g09960	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A2
