gene	location	chr	start	end	log2FC
MvSl-1064-A1-R4_MC12g11187	MvSl-1064-A1-R4_MC12	Chr12	1135520	1135678	-0.104385958967564
MvSl-1064-A1-R4_MC12g11188	MvSl-1064-A1-R4_MC12	Chr12	1135977	1137468	0.254165227891895
MvSl-1064-A1-R4_MC12g11189	MvSl-1064-A1-R4_MC12	Chr12	1137824	1144888	-0.0542722066980996
MvSl-1064-A1-R4_MC12g11190	MvSl-1064-A1-R4_MC12	Chr12	1145178	1146385	0.040596458382077
MvSl-1064-A1-R4_MC12g11191	MvSl-1064-A1-R4_MC12	Chr12	1146705	1148626	0.017120124003451
MvSl-1064-A1-R4_MC12g11192	MvSl-1064-A1-R4_MC12	Chr12	1148894	1152232	-0.0803763293670932
MvSl-1064-A1-R4_MC12g11194	MvSl-1064-A1-R4_MC12	Chr12	1158469	1162695	-0.353350318325638
MvSl-1064-A1-R4_MC12g11195	MvSl-1064-A1-R4_MC12	Chr12	1163230	1163758	0.136030746114401
MvSl-1064-A1-R4_MC12g11197	MvSl-1064-A1-R4_MC12	Chr12	1164984	1165583	-0.220518084471
MvSl-1064-A1-R4_MC12g11198	MvSl-1064-A1-R4_MC12	Chr12	1165908	1167842	0.365982341903194
MvSl-1064-A1-R4_MC12g11199	MvSl-1064-A1-R4_MC12	Chr12	1169162	1169320	0.323692357709646
MvSl-1064-A1-R4_MC12g11200	MvSl-1064-A1-R4_MC12	Chr12	1169807	1174883	0.121927598213926
MvSl-1064-A1-R4_MC12g11201	MvSl-1064-A1-R4_MC12	Chr12	1176013	1178040	0.149416276268691
MvSl-1064-A1-R4_MC12g11203	MvSl-1064-A1-R4_MC12	Chr12	1182037	1182306	-0.147929780612862
MvSl-1064-A1-R4_MC12g11204	MvSl-1064-A1-R4_MC12	Chr12	1182377	1182556	0.0225637263640046
MvSl-1064-A1-R4_MC12g11205	MvSl-1064-A1-R4_MC12	Chr12	1183135	1184684	-0.181246815140343
MvSl-1064-A1-R4_MC12g11206	MvSl-1064-A1-R4_MC12	Chr12	1185530	1188873	0.00123254885968168
MvSl-1064-A1-R4_MC12g11207	MvSl-1064-A1-R4_MC12	Chr12	1189400	1189830	-0.00124992451796647
MvSl-1064-A1-R4_MC12g11209	MvSl-1064-A1-R4_MC12	Chr12	1192868	1196393	0.100355145983426
MvSl-1064-A1-R4_MC12g11211	MvSl-1064-A1-R4_MC12	Chr12	1197879	1198118	0.171437169737908
MvSl-1064-A1-R4_MC12g11212	MvSl-1064-A1-R4_MC12	Chr12	1198659	1202147	0.163819283054225
MvSl-1064-A1-R4_MC12g11213	MvSl-1064-A1-R4_MC12	Chr12	1202897	1206204	-0.177220140896163
MvSl-1064-A1-R4_MC12g11214	MvSl-1064-A1-R4_MC12	Chr12	1206947	1212539	-0.183632298640964
MvSl-1064-A1-R4_MC12g11215	MvSl-1064-A1-R4_MC12	Chr12	1214610	1217525	-0.492794313227428
MvSl-1064-A1-R4_MC12g11216	MvSl-1064-A1-R4_MC12	Chr12	1218361	1228567	-0.460849154093882
MvSl-1064-A1-R4_MC12g11217	MvSl-1064-A1-R4_MC12	Chr12	1228610	1230165	0.0268696178333869
MvSl-1064-A1-R4_MC12g11218	MvSl-1064-A1-R4_MC12	Chr12	1230300	1230584	0.176376902646746
MvSl-1064-A1-R4_MC12g11221	MvSl-1064-A1-R4_MC12	Chr12	1236394	1237400	-0.0172079005614619
MvSl-1064-A1-R4_MC12g11223	MvSl-1064-A1-R4_MC12	Chr12	1242468	1247758	-0.0176817705177969
MvSl-1064-A1-R4_MC12g11224	MvSl-1064-A1-R4_MC12	Chr12	1248344	1250334	-0.12634451770167
MvSl-1064-A1-R4_MC12g11228	MvSl-1064-A1-R4_MC12	Chr12	1253940	1255052	0.353131710042297
MvSl-1064-A1-R4_MC12g11229	MvSl-1064-A1-R4_MC12	Chr12	1255245	1259467	0.102608177110954
MvSl-1064-A1-R4_MC12g11230	MvSl-1064-A1-R4_MC12	Chr12	1260510	1261515	-0.0924086658167736
MvSl-1064-A1-R4_MC12g11231	MvSl-1064-A1-R4_MC12	Chr12	1261614	1263971	0.475179618171035
MvSl-1064-A1-R4_MC12g11232	MvSl-1064-A1-R4_MC12	Chr12	1264236	1265555	0.224195589821879
MvSl-1064-A1-R4_MC12g11233	MvSl-1064-A1-R4_MC12	Chr12	1266526	1269975	0.884574740381894
MvSl-1064-A1-R4_MC12g11235	MvSl-1064-A1-R4_MC12	Chr12	1275322	1275612	-0.0910619765364792
MvSl-1064-A1-R4_MC12g11236	MvSl-1064-A1-R4_MC12	Chr12	1275785	1278383	0.0505933734273694
MvSl-1064-A1-R4_MC12g11238	MvSl-1064-A1-R4_MC12	Chr12	1278593	1281433	-0.0978021441575658
MvSl-1064-A1-R4_MC12g11240	MvSl-1064-A1-R4_MC12	Chr12	1281927	1284643	-0.601724063682525
MvSl-1064-A1-R4_MC12g11241	MvSl-1064-A1-R4_MC12	Chr12	1284871	1290338	-0.134897572904114
MvSl-1064-A1-R4_MC12g11242	MvSl-1064-A1-R4_MC12	Chr12	1290612	1291899	-0.418162257265623
MvSl-1064-A1-R4_MC12g11244	MvSl-1064-A1-R4_MC12	Chr12	1294632	1299753	0.0459738655161469
MvSl-1064-A1-R4_MC12g11245	MvSl-1064-A1-R4_MC12	Chr12	1299930	1304181	-0.324686764296684
MvSl-1064-A1-R4_MC12g11246	MvSl-1064-A1-R4_MC12	Chr12	1305028	1309996	-0.0177000951239665
MvSl-1064-A1-R4_MC12g11247	MvSl-1064-A1-R4_MC12	Chr12	1311324	1313820	0.231880241025855
MvSl-1064-A1-R4_MC12g11248	MvSl-1064-A1-R4_MC12	Chr12	1313886	1314246	0.112403510487769
MvSl-1064-A1-R4_MC12g11249	MvSl-1064-A1-R4_MC12	Chr12	1315168	1318257	0.118949874690106
MvSl-1064-A1-R4_MC12g11253	MvSl-1064-A1-R4_MC12	Chr12	1324292	1325184	-0.324443425977536
MvSl-1064-A1-R4_MC12g11254	MvSl-1064-A1-R4_MC12	Chr12	1325547	1330139	-1.08582084195937
MvSl-1064-A1-R4_MC12g11255	MvSl-1064-A1-R4_MC12	Chr12	1330935	1331363	0.165375453017897
MvSl-1064-A1-R4_MC12g11256	MvSl-1064-A1-R4_MC12	Chr12	1331880	1332870	0.307189984850207
MvSl-1064-A1-R4_MC12g11257	MvSl-1064-A1-R4_MC12	Chr12	1332923	1338223	0.0378643097643996
MvSl-1064-A1-R4_MC12g11258	MvSl-1064-A1-R4_MC12	Chr12	1338682	1340752	0.0308845288525611
MvSl-1064-A1-R4_MC12g11259	MvSl-1064-A1-R4_MC12	Chr12	1340833	1350325	0.091966915554096
MvSl-1064-A1-R4_MC12g11261	MvSl-1064-A1-R4_MC12	Chr12	1358127	1371866	-0.0927293483928796
MvSl-1064-A1-R4_MC12g11262	MvSl-1064-A1-R4_MC12	Chr12	1371948	1373282	-0.173025159400908
MvSl-1064-A1-R4_MC12g11263	MvSl-1064-A1-R4_MC12	Chr12	1373360	1374199	0.325838480787942
MvSl-1064-A1-R4_MC12g11264	MvSl-1064-A1-R4_MC13	Chr13	1	1597	-0.069383420877045
MvSl-1064-A1-R4_MC12g11265	MvSl-1064-A1-R4_MC13	Chr13	4198	6990	0.196090448769207
MvSl-1064-A1-R4_MC12g11266	MvSl-1064-A1-R4_MC13	Chr13	7145	9002	0.309653312616003
MvSl-1064-A1-R4_MC12g11267	MvSl-1064-A1-R4_MC13	Chr13	11170	13528	0.0998858803850171
MvSl-1064-A1-R4_MC12g11268	MvSl-1064-A1-R4_MC13	Chr13	13995	16440	-0.217314271423422
MvSl-1064-A1-R4_MC12g11269	MvSl-1064-A1-R4_MC13	Chr13	16773	21548	-0.635238424561339
MvSl-1064-A1-R4_MC12g11271	MvSl-1064-A1-R4_MC13	Chr13	22874	24136	-0.326305054198952
MvSl-1064-A1-R4_MC12g11272	MvSl-1064-A1-R4_MC13	Chr13	24376	26342	-0.315371312649764
MvSl-1064-A1-R4_MC12g11273	MvSl-1064-A1-R4_MC13	Chr13	26686	27404	0.241182262065422
MvSl-1064-A1-R4_MC12g11274	MvSl-1064-A1-R4_MC13	Chr13	30190	32387	-0.535897186655714
MvSl-1064-A1-R4_MC12g11277	MvSl-1064-A1-R4_MC13	Chr13	36371	37152	-0.17985145083475
MvSl-1064-A1-R4_MC13g11290	MvSl-1064-A1-R4_MC13	Chr13	53736	55376	-0.30672342039504
MvSl-1064-A1-R4_MC13g11291	MvSl-1064-A1-R4_MC13	Chr13	55659	56428	-0.239303867954608
MvSl-1064-A1-R4_MC13g11292	MvSl-1064-A1-R4_MC13	Chr13	56921	68560	-0.16200652415531
MvSl-1064-A1-R4_MC13g11293	MvSl-1064-A1-R4_MC13	Chr13	68621	69255	0.179213747295024
MvSl-1064-A1-R4_MC13g11294	MvSl-1064-A1-R4_MC13	Chr13	69326	69559	-0.255641099445053
MvSl-1064-A1-R4_MC13g11295	MvSl-1064-A1-R4_MC13	Chr13	69663	72872	0.0748093959724719
MvSl-1064-A1-R4_MC13g11296	MvSl-1064-A1-R4_MC13	Chr13	73742	75047	-0.130756083592647
MvSl-1064-A1-R4_MC13g11297	MvSl-1064-A1-R4_MC13	Chr13	75405	81613	0.127791025716132
MvSl-1064-A1-R4_MC13g11298	MvSl-1064-A1-R4_MC13	Chr13	82044	82761	-0.111553622327309
MvSl-1064-A1-R4_MC13g11299	MvSl-1064-A1-R4_MC13	Chr13	82805	83450	-0.686749575517999
MvSl-1064-A1-R4_MC13g11300	MvSl-1064-A1-R4_MC13	Chr13	84463	86934	0.479725094904786
MvSl-1064-A1-R4_MC13g11301	MvSl-1064-A1-R4_MC13	Chr13	87818	88973	-0.222955993445384
MvSl-1064-A1-R4_MC13g11302	MvSl-1064-A1-R4_MC13	Chr13	90685	93386	-0.154269219564912
MvSl-1064-A1-R4_MC13g11303	MvSl-1064-A1-R4_MC13	Chr13	94016	95246	-0.381044262224997
MvSl-1064-A1-R4_MC13g11304	MvSl-1064-A1-R4_MC13	Chr13	95998	97135	-8.90500312742321e-06
MvSl-1064-A1-R4_MC13g11305	MvSl-1064-A1-R4_MC13	Chr13	97213	97494	-0.568272677135445
MvSl-1064-A1-R4_MC13g11307	MvSl-1064-A1-R4_MC13	Chr13	103156	103770	-0.632037121121295
MvSl-1064-A1-R4_MC13g11308	MvSl-1064-A1-R4_MC13	Chr13	103846	105922	-0.23753944436046
MvSl-1064-A1-R4_MC13g11309	MvSl-1064-A1-R4_MC13	Chr13	105993	107860	0.00463463885297183
MvSl-1064-A1-R4_MC13g11310	MvSl-1064-A1-R4_MC13	Chr13	108136	108309	0.141480986865361
MvSl-1064-A1-R4_MC13g11311	MvSl-1064-A1-R4_MC13	Chr13	108542	109287	-0.161446662942878
MvSl-1064-A1-R4_MC13g11312	MvSl-1064-A1-R4_MC13	Chr13	109343	111790	-0.0872673396017789
MvSl-1064-A1-R4_MC13g11313	MvSl-1064-A1-R4_MC13	Chr13	119780	120002	-0.414655317859494
MvSl-1064-A1-R4_MC13g11317	MvSl-1064-A1-R4_MC13	Chr13	133183	134053	0.411665298717083
MvSl-1064-A1-R4_MC13g11320	MvSl-1064-A1-R4_MC13	Chr13	140619	141071	0.0315150251629569
MvSl-1064-A1-R4_MC13g11321	MvSl-1064-A1-R4_MC13	Chr13	141446	144203	0.336071829611486
MvSl-1064-A1-R4_MC13g11324	MvSl-1064-A1-R4_MC13	Chr13	144550	145184	0.357701091796306
MvSl-1064-A1-R4_MC13g11326	MvSl-1064-A1-R4_MC13	Chr13	147634	149080	0.212982164821365
MvSl-1064-A1-R4_MC13g11328	MvSl-1064-A1-R4_MC13	Chr13	152200	152525	0.611754940243916
MvSl-1064-A1-R4_MC13g11329	MvSl-1064-A1-R4_MC13	Chr13	153014	154010	-0.578736241008849
MvSl-1064-A1-R4_MC13g11333	MvSl-1064-A1-R4_MC13	Chr13	162370	163227	0.21678520795612
MvSl-1064-A1-R4_MC13g11334	MvSl-1064-A1-R4_MC13	Chr13	163595	166821	-0.308118288047338
MvSl-1064-A1-R4_MC13g11340	MvSl-1064-A1-R4_MC13	Chr13	169995	170454	-0.0928246069227837
MvSl-1064-A1-R4_MC13g11348	MvSl-1064-A1-R4_MC13	Chr13	173950	174407	0.0182527233953394
MvSl-1064-A1-R4_MC13g11349	MvSl-1064-A1-R4_MC13	Chr13	174509	175330	-0.168792675346572
MvSl-1064-A1-R4_MC13g11350	MvSl-1064-A1-R4_MC13	Chr13	175450	178220	0.0393598579529731
MvSl-1064-A1-R4_MC13g11351	MvSl-1064-A1-R4_MC13	Chr13	179876	181296	0.208381531103769
MvSl-1064-A1-R4_MC13g11353	MvSl-1064-A1-R4_MC13	Chr13	183829	185893	0.131133877607201
MvSl-1064-A1-R4_MC13g11354	MvSl-1064-A1-R4_MC13	Chr13	187969	188277	0.0303616429305189
MvSl-1064-A1-R4_MC13g11355	MvSl-1064-A1-R4_MC13	Chr13	189970	190390	0.114552977787725
MvSl-1064-A1-R4_MC13g11356	MvSl-1064-A1-R4_MC13	Chr13	190956	193259	1.44191390128756
MvSl-1064-A1-R4_MC13g11359	MvSl-1064-A1-R4_MC13	Chr13	199002	201778	-0.457994643595195
MvSl-1064-A1-R4_MC13g11360	MvSl-1064-A1-R4_MC13	Chr13	202413	202580	0.0686357778300622
MvSl-1064-A1-R4_MC13g11361	MvSl-1064-A1-R4_MC13	Chr13	202937	204868	0.733290297847735
MvSl-1064-A1-R4_MC13g11362	MvSl-1064-A1-R4_MC13	Chr13	205275	205989	-0.20926177701124
MvSl-1064-A1-R4_MC13g11363	MvSl-1064-A1-R4_MC13	Chr13	206752	207117	-0.139792793231903
MvSl-1064-A1-R4_MC13g11364	MvSl-1064-A1-R4_MC13	Chr13	208250	208969	0.220685582943564
MvSl-1064-A1-R4_MC13g11365	MvSl-1064-A1-R4_MC13	Chr13	210369	211775	0.56410087882489
MvSl-1064-A1-R4_MC13g11368	MvSl-1064-A1-R4_MC13	Chr13	217408	220374	-0.81970037382093
MvSl-1064-A1-R4_MC13g11369	MvSl-1064-A1-R4_MC13	Chr13	221344	221545	-0.440677080324553
MvSl-1064-A1-R4_MC13g11370	MvSl-1064-A1-R4_MC13	Chr13	221902	222415	-0.165820996807276
MvSl-1064-A1-R4_MC13g11371	MvSl-1064-A1-R4_MC13	Chr13	223207	224609	-0.123320529351344
MvSl-1064-A1-R4_MC13g11372	MvSl-1064-A1-R4_MC13	Chr13	225066	227736	0.00333005572322368
MvSl-1064-A1-R4_MC13g11373	MvSl-1064-A1-R4_MC13	Chr13	228741	229349	0.00629421847614767
MvSl-1064-A1-R4_MC13g11375	MvSl-1064-A1-R4_MC13	Chr13	231537	233376	-0.255264782254607
MvSl-1064-A1-R4_MC13g11376	MvSl-1064-A1-R4_MC13	Chr13	233621	235032	-0.196547388925635
MvSl-1064-A1-R4_MC13g11378	MvSl-1064-A1-R4_MC13	Chr13	239495	241783	-0.25802689512718
MvSl-1064-A1-R4_MC13g11379	MvSl-1064-A1-R4_MC13	Chr13	243471	247764	-0.1947970599587
MvSl-1064-A1-R4_MC13g11381	MvSl-1064-A1-R4_MC13	Chr13	251243	256887	-0.612265278395073
MvSl-1064-A1-R4_MC13g11382	MvSl-1064-A1-R4_MC13	Chr13	257560	258207	0.44928202398485
MvSl-1064-A1-R4_MC13g11385	MvSl-1064-A1-R4_MC13	Chr13	263170	265598	-0.100452010632803
MvSl-1064-A1-R4_MC13g11386	MvSl-1064-A1-R4_MC13	Chr13	266335	271177	0.544679693880019
MvSl-1064-A1-R4_MC13g11387	MvSl-1064-A1-R4_MC13	Chr13	272090	273993	-0.0676773235526389
MvSl-1064-A1-R4_MC13g11388	MvSl-1064-A1-R4_MC13	Chr13	274892	277321	0.000381765045175257
MvSl-1064-A1-R4_MC13g11389	MvSl-1064-A1-R4_MC13	Chr13	279301	279741	0.0262978394991222
MvSl-1064-A1-R4_MC13g11390	MvSl-1064-A1-R4_MC13	Chr13	280134	281318	-0.0283873771627966
MvSl-1064-A1-R4_MC13g11391	MvSl-1064-A1-R4_MC13	Chr13	282051	288692	-0.0577455362883993
MvSl-1064-A1-R4_MC13g11392	MvSl-1064-A1-R4_MC13	Chr13	289982	291788	-0.0690084715184639
MvSl-1064-A1-R4_MC13g11393	MvSl-1064-A1-R4_MC13	Chr13	292421	293086	-0.85085724226371
MvSl-1064-A1-R4_MC13g11395	MvSl-1064-A1-R4_MC13	Chr13	294393	296976	-0.222269960371189
MvSl-1064-A1-R4_MC13g11396	MvSl-1064-A1-R4_MC13	Chr13	297446	297763	-0.106808798688406
MvSl-1064-A1-R4_MC13g11397	MvSl-1064-A1-R4_MC13	Chr13	297846	298166	-0.0920177738999765
MvSl-1064-A1-R4_MC13g11398	MvSl-1064-A1-R4_MC13	Chr13	298216	299138	-0.37433331957315
MvSl-1064-A1-R4_MC13g11399	MvSl-1064-A1-R4_MC13	Chr13	299918	302275	0.174838564569932
MvSl-1064-A1-R4_MC13g11400	MvSl-1064-A1-R4_MC13	Chr13	302920	304385	-0.340668805319015
MvSl-1064-A1-R4_MC13g11401	MvSl-1064-A1-R4_MC13	Chr13	304599	306638	0.24314717934514
MvSl-1064-A1-R4_MC13g11404	MvSl-1064-A1-R4_MC13	Chr13	310957	312538	0.242427616444866
MvSl-1064-A1-R4_MC13g11405	MvSl-1064-A1-R4_MC13	Chr13	312829	313365	0.256097261122876
MvSl-1064-A1-R4_MC13g11406	MvSl-1064-A1-R4_MC13	Chr13	315684	315875	-0.102592170725831
MvSl-1064-A1-R4_MC13g11407	MvSl-1064-A1-R4_MC13	Chr13	316706	317374	-0.163981143377711
MvSl-1064-A1-R4_MC13g11408	MvSl-1064-A1-R4_MC13	Chr13	317638	318377	0.0625237755579696
MvSl-1064-A1-R4_MC13g11410	MvSl-1064-A1-R4_MC13	Chr13	319873	320372	-0.21901636383729
MvSl-1064-A1-R4_MC13g11411	MvSl-1064-A1-R4_MC13	Chr13	320961	321425	-0.060633983698012
MvSl-1064-A1-R4_MC13g11412	MvSl-1064-A1-R4_MC13	Chr13	323282	325612	0.0323810386162208
MvSl-1064-A1-R4_MC13g11413	MvSl-1064-A1-R4_MC13	Chr13	326617	326855	-0.0198076998943822
MvSl-1064-A1-R4_MC13g11414	MvSl-1064-A1-R4_MC13	Chr13	327441	331945	0.151748577111215
MvSl-1064-A1-R4_MC13g11415	MvSl-1064-A1-R4_MC13	Chr13	333261	335882	-0.080756416547441
MvSl-1064-A1-R4_MC13g11419	MvSl-1064-A1-R4_MC13	Chr13	346524	347257	-0.316048307155268
MvSl-1064-A1-R4_MC13g11420	MvSl-1064-A1-R4_MC13	Chr13	347527	348352	-0.0197572850425941
MvSl-1064-A1-R4_MC13g11422	MvSl-1064-A1-R4_MC13	Chr13	353076	355726	-0.0601390905864062
MvSl-1064-A1-R4_MC13g11423	MvSl-1064-A1-R4_MC13	Chr13	359425	362943	0.187176814304338
MvSl-1064-A1-R4_MC13g11424	MvSl-1064-A1-R4_MC13	Chr13	363364	365534	0.0930721681440954
MvSl-1064-A1-R4_MC13g11433	MvSl-1064-A1-R4_MC13	Chr13	389918	391268	0.234200589706004
MvSl-1064-A1-R4_MC13g11434	MvSl-1064-A1-R4_MC13	Chr13	391760	393080	-0.211962180090309
MvSl-1064-A1-R4_MC13g11435	MvSl-1064-A1-R4_MC13	Chr13	394766	397314	0.186923913497887
MvSl-1064-A1-R4_MC13g11436	MvSl-1064-A1-R4_MC13	Chr13	399597	402064	0.333548411007439
MvSl-1064-A1-R4_MC13g11437	MvSl-1064-A1-R4_MC13	Chr13	402325	402775	-0.412334646318697
MvSl-1064-A1-R4_MC13g11438	MvSl-1064-A1-R4_MC13	Chr13	403249	404902	0.211256068170517
MvSl-1064-A1-R4_MC13g11439	MvSl-1064-A1-R4_MC13	Chr13	405111	406160	0.0698395520552007
MvSl-1064-A1-R4_MC13g11440	MvSl-1064-A1-R4_MC13	Chr13	406414	408534	0.20913355789676
MvSl-1064-A1-R4_MC13g11441	MvSl-1064-A1-R4_MC13	Chr13	411275	413292	0.310628206612629
MvSl-1064-A1-R4_MC13g11442	MvSl-1064-A1-R4_MC13	Chr13	414288	414437	-0.0635389542960537
MvSl-1064-A1-R4_MC13g11444	MvSl-1064-A1-R4_MC13	Chr13	418164	420672	-0.170457661925657
MvSl-1064-A1-R4_MC13g11445	MvSl-1064-A1-R4_MC13	Chr13	421486	422366	0.34033924397003
MvSl-1064-A1-R4_MC13g11446	MvSl-1064-A1-R4_MC13	Chr13	423475	424452	0.0644636258342047
MvSl-1064-A1-R4_MC13g11447	MvSl-1064-A1-R4_MC13	Chr13	424599	427357	-0.0416671995390417
MvSl-1064-A1-R4_MC13g11448	MvSl-1064-A1-R4_MC13	Chr13	427982	430916	-0.0395868818950257
MvSl-1064-A1-R4_MC13g11450	MvSl-1064-A1-R4_MC13	Chr13	433303	435900	-0.253875295988481
MvSl-1064-A1-R4_MC13g11451	MvSl-1064-A1-R4_MC13	Chr13	436552	438084	0.242684561739873
MvSl-1064-A1-R4_MC13g11452	MvSl-1064-A1-R4_MC13	Chr13	438218	440998	0.326241128079389
MvSl-1064-A1-R4_MC13g11453	MvSl-1064-A1-R4_MC13	Chr13	441437	443010	0.0434569955891838
MvSl-1064-A1-R4_MC13g11454	MvSl-1064-A1-R4_MC13	Chr13	443294	445111	0.597457659825096
MvSl-1064-A1-R4_MC13g11456	MvSl-1064-A1-R4_MC13	Chr13	448276	449839	-0.0247860299423349
MvSl-1064-A1-R4_MC13g11457	MvSl-1064-A1-R4_MC13	Chr13	450856	461350	-0.0462867498556994
MvSl-1064-A1-R4_MC13g11458	MvSl-1064-A1-R4_MC13	Chr13	462239	463361	0.0444850027246276
MvSl-1064-A1-R4_MC13g11460	MvSl-1064-A1-R4_MC13	Chr13	464174	466871	-0.073901625518061
MvSl-1064-A1-R4_MC13g11461	MvSl-1064-A1-R4_MC13	Chr13	467145	468329	0.0696745539991955
MvSl-1064-A1-R4_MC13g11464	MvSl-1064-A1-R4_MC13	Chr13	472847	476610	-0.285018642766517
MvSl-1064-A1-R4_MC13g11465	MvSl-1064-A1-R4_MC13	Chr13	477355	477561	0.378410336004118
MvSl-1064-A1-R4_MC13g11466	MvSl-1064-A1-R4_MC13	Chr13	479410	480063	0.0150107885802816
MvSl-1064-A1-R4_MC13g11467	MvSl-1064-A1-R4_MC13	Chr13	480865	484675	-0.101146206701253
MvSl-1064-A1-R4_MC13g11468	MvSl-1064-A1-R4_MC13	Chr13	484987	486192	0.0306693997666492
MvSl-1064-A1-R4_MC13g11469	MvSl-1064-A1-R4_MC13	Chr13	487813	488208	0.0188333905702455
MvSl-1064-A1-R4_MC13g11470	MvSl-1064-A1-R4_MC13	Chr13	488577	490064	0.315277285590087
MvSl-1064-A1-R4_MC13g11471	MvSl-1064-A1-R4_MC13	Chr13	491594	492614	0.0745948387387488
MvSl-1064-A1-R4_MC13g11473	MvSl-1064-A1-R4_MC13	Chr13	496950	497979	0.167723947149807
MvSl-1064-A1-R4_MC13g11474	MvSl-1064-A1-R4_MC13	Chr13	498178	498998	0.248973871381151
MvSl-1064-A1-R4_MC13g11475	MvSl-1064-A1-R4_MC13	Chr13	499100	500237	-0.157135422299362
MvSl-1064-A1-R4_MC13g11476	MvSl-1064-A1-R4_MC13	Chr13	500802	501266	-0.0338913745504513
MvSl-1064-A1-R4_MC13g11477	MvSl-1064-A1-R4_MC13	Chr13	501327	502006	0.236381793691787
MvSl-1064-A1-R4_MC13g11478	MvSl-1064-A1-R4_MC13	Chr13	502138	502428	0.193871339214447
MvSl-1064-A1-R4_MC13g11480	MvSl-1064-A1-R4_MC13	Chr13	503000	503605	0.140717358004125
MvSl-1064-A1-R4_MC13g11481	MvSl-1064-A1-R4_MC13	Chr13	507491	509867	0.214653784848093
MvSl-1064-A1-R4_MC13g11484	MvSl-1064-A1-R4_MC13	Chr13	510510	511970	0.341487646914473
MvSl-1064-A1-R4_MC13g11490	MvSl-1064-A1-R4_MC13	Chr13	521878	523234	0.498865341403438
MvSl-1064-A1-R4_MC13g11492	MvSl-1064-A1-R4_MC13	Chr13	526921	529691	-0.174234266110091
MvSl-1064-A1-R4_MC13g11494	MvSl-1064-A1-R4_MC13	Chr13	532980	533168	0.152969314264379
MvSl-1064-A1-R4_MC13g11495	MvSl-1064-A1-R4_MC13	Chr13	534301	536929	-0.0781449530224791
MvSl-1064-A1-R4_MC13g11496	MvSl-1064-A1-R4_MC13	Chr13	537280	541737	0.0674588510786367
MvSl-1064-A1-R4_MC13g11497	MvSl-1064-A1-R4_MC13	Chr13	542000	543821	0.0518229511278369
MvSl-1064-A1-R4_MC13g11499	MvSl-1064-A1-R4_MC13	Chr13	551126	552010	-0.147923167769113
MvSl-1064-A1-R4_MC13g11502	MvSl-1064-A1-R4_MC13	Chr13	555555	557519	0.29017676251016
MvSl-1064-A1-R4_MC13g11503	MvSl-1064-A1-R4_MC13	Chr13	557921	559640	0.115455259680784
MvSl-1064-A1-R4_MC13g11506	MvSl-1064-A1-R4_MC13	Chr13	565921	566232	0.0705692842679795
MvSl-1064-A1-R4_MC13g11507	MvSl-1064-A1-R4_MC13	Chr13	566344	567315	0.20241133361786
MvSl-1064-A1-R4_MC13g11508	MvSl-1064-A1-R4_MC13	Chr13	567560	569188	0.0826161315726074
MvSl-1064-A1-R4_MC13g11509	MvSl-1064-A1-R4_MC13	Chr13	570094	572110	0.523743755967044
MvSl-1064-A1-R4_MC13g11510	MvSl-1064-A1-R4_MC13	Chr13	574743	575414	0.0461278600979774
MvSl-1064-A1-R4_MC13g11511	MvSl-1064-A1-R4_MC13	Chr13	576191	578129	0.0357658031043406
MvSl-1064-A1-R4_MC13g11512	MvSl-1064-A1-R4_MC13	Chr13	578540	580195	-0.261975149900567
MvSl-1064-A1-R4_MC13g11513	MvSl-1064-A1-R4_MC13	Chr13	580444	582126	0.0479924071398759
MvSl-1064-A1-R4_MC13g11515	MvSl-1064-A1-R4_MC13	Chr13	586585	589680	0.0228883603673848
MvSl-1064-A1-R4_MC13g11516	MvSl-1064-A1-R4_MC13	Chr13	593543	595799	0.43802599792808
MvSl-1064-A1-R4_MC13g11517	MvSl-1064-A1-R4_MC13	Chr13	596213	597629	0.0266694979767975
MvSl-1064-A1-R4_MC13g11518	MvSl-1064-A1-R4_MC13	Chr13	597840	599259	0.0977749102770581
MvSl-1064-A1-R4_MC13g11519	MvSl-1064-A1-R4_MC13	Chr13	599408	602620	0.326576333771145
MvSl-1064-A1-R4_MC13g11522	MvSl-1064-A1-R4_MC13	Chr13	605472	607010	-0.0215541044129736
MvSl-1064-A1-R4_MC13g11523	MvSl-1064-A1-R4_MC13	Chr13	608130	610007	-0.544643068353252
MvSl-1064-A1-R4_MC13g11524	MvSl-1064-A1-R4_MC13	Chr13	610713	612452	-0.00395581468621828
MvSl-1064-A1-R4_MC13g11525	MvSl-1064-A1-R4_MC13	Chr13	612589	614080	0.0725784261841719
MvSl-1064-A1-R4_MC13g11527	MvSl-1064-A1-R4_MC13	Chr13	615909	617859	-0.209551868193472
MvSl-1064-A1-R4_MC13g11528	MvSl-1064-A1-R4_MC13	Chr13	618107	620842	0.131762902984393
MvSl-1064-A1-R4_MC13g11529	MvSl-1064-A1-R4_MC13	Chr13	621060	622052	-0.360562866370018
MvSl-1064-A1-R4_MC13g11531	MvSl-1064-A1-R4_MC13	Chr13	625869	627069	0.168789650441391
MvSl-1064-A1-R4_MC13g11532	MvSl-1064-A1-R4_MC13	Chr13	627795	628162	0.524432141971216
MvSl-1064-A1-R4_MC13g11534	MvSl-1064-A1-R4_MC13	Chr13	629096	629251	0.133675551487292
