gene genename chr start end gene_size
MvSl-1064-A2-R4_MC13g11812 MvSl-1064-A1-R4_A2 MAT 625860 627060 1201
MvSl-1064-A2-R4_MC13g11813 MvSl-1064-A1-R4_A2 MAT 627786 628153 368
MvSl-1064-A2-R4_MC13g11814 MvSl-1064-A1-R4_A2 MAT 628297 628665 369
MvSl-1064-A2-R4_MC13g11815 MvSl-1064-A1-R4_A2 MAT 629086 629241 156
MvSl-1064-A2-R4_MC13g11816 MvSl-1064-A1-R4_A2 MAT 629662 629897 236
MvSl-1064-A2-R4_MC13g11817 MvSl-1064-A1-R4_A2 MAT 631310 633123 1814
MvSl-1064-A2-R4_MC13g11818 MvSl-1064-A1-R4_A2 MAT 633173 633826 654
MvSl-1064-A2-R4_MC13g11819 MvSl-1064-A1-R4_A2 MAT 634284 635081 798
MvSl-1064-A2-R4_MC13g11820 MvSl-1064-A1-R4_A2 MAT 635906 636073 168
MvSl-1064-A2-R4_MC13g11821 MvSl-1064-A1-R4_A2 MAT 636427 638472 2046
MvSl-1064-A2-R4_MC13g11822 MvSl-1064-A1-R4_A2 MAT 638798 640015 1218
MvSl-1064-A2-R4_MC13g11823 MvSl-1064-A1-R4_A2 MAT 640440 641472 1033
MvSl-1064-A2-R4_MC13g11824 MvSl-1064-A1-R4_A2 MAT 643930 645621 1692
MvSl-1064-A2-R4_MC13g11825 MvSl-1064-A1-R4_A2 MAT 645798 650375 4578
MvSl-1064-A2-R4_MC13g11826 MvSl-1064-A1-R4_A2 MAT 650909 652885 1977
MvSl-1064-A2-R4_MC13g11827 MvSl-1064-A1-R4_A2 MAT 653418 656923 3506
MvSl-1064-A2-R4_MC13g11828 MvSl-1064-A1-R4_A2 MAT 658240 660468 2229
MvSl-1064-A2-R4_MC13g11829 MvSl-1064-A1-R4_A2 MAT 660614 661876 1263
MvSl-1064-A2-R4_MC13g11830 MvSl-1064-A1-R4_A2 MAT 662451 663580 1130
MvSl-1064-A2-R4_MC13g11831 MvSl-1064-A1-R4_A2 MAT 663704 665576 1873
MvSl-1064-A2-R4_MC13g11832 MvSl-1064-A1-R4_A2 MAT 665903 666580 678
MvSl-1064-A2-R4_MC13g11833 MvSl-1064-A1-R4_A2 MAT 667096 668830 1735
MvSl-1064-A2-R4_MC13g11834 MvSl-1064-A1-R4_A2 MAT 670938 674078 3141
MvSl-1064-A2-R4_MC13g11835 MvSl-1064-A1-R4_A2 MAT 674270 675742 1473
MvSl-1064-A2-R4_MC13g11836 MvSl-1064-A1-R4_A2 MAT 676826 680624 3799
MvSl-1064-A2-R4_MC13g11837 MvSl-1064-A1-R4_A2 MAT 680843 682926 2084
MvSl-1064-A2-R4_MC13g11838 MvSl-1064-A1-R4_A2 MAT 683376 684809 1434
MvSl-1064-A2-R4_MC13g11839 MvSl-1064-A1-R4_A2 MAT 685477 688041 2565
MvSl-1064-A2-R4_MC13g11840 MvSl-1064-A1-R4_A2 MAT 688579 689510 932
MvSl-1064-A2-R4_MC13g11841 MvSl-1064-A1-R4_A2 MAT 689802 690496 695
MvSl-1064-A2-R4_MC13g11842 MvSl-1064-A1-R4_A2 MAT 691458 694008 2551
MvSl-1064-A2-R4_MC13g11843 MvSl-1064-A1-R4_A2 MAT 694489 695944 1456
MvSl-1064-A2-R4_MC13g11844 MvSl-1064-A1-R4_A2 MAT 696544 699949 3406
MvSl-1064-A2-R4_MC13g11845 MvSl-1064-A1-R4_A2 MAT 700203 702801 2599
MvSl-1064-A2-R4_MC13g11846 MvSl-1064-A1-R4_A2 MAT 703677 705586 1910
MvSl-1064-A2-R4_MC13g11847 MvSl-1064-A1-R4_A2 MAT 705876 707206 1331
MvSl-1064-A2-R4_MC13g11848 MvSl-1064-A1-R4_A2 MAT 707593 708126 534
MvSl-1064-A2-R4_MC13g11849 MvSl-1064-A1-R4_A2 MAT 708366 708873 508
MvSl-1064-A2-R4_MC13g11850 MvSl-1064-A1-R4_A2 MAT 709576 710479 904
MvSl-1064-A2-R4_MC13g11851 MvSl-1064-A1-R4_A2 MAT 710945 712677 1733
MvSl-1064-A2-R4_MC13g11852 MvSl-1064-A1-R4_A2 MAT 712906 715919 3014
MvSl-1064-A2-R4_MC13g11853 MvSl-1064-A1-R4_A2 MAT 716510 719310 2801
MvSl-1064-A2-R4_MC13g11854 MvSl-1064-A1-R4_A2 MAT 719951 721631 1681
MvSl-1064-A2-R4_MC13g11855 MvSl-1064-A1-R4_A2 MAT 722123 723131 1009
MvSl-1064-A2-R4_MC13g11856 MvSl-1064-A1-R4_A2 MAT 723497 724175 679
MvSl-1064-A2-R4_MC13g11857 MvSl-1064-A1-R4_A2 MAT 724852 726983 2132
MvSl-1064-A2-R4_MC13g11858 MvSl-1064-A1-R4_A2 MAT 729676 731846 2171
MvSl-1064-A2-R4_MC13g11859 MvSl-1064-A1-R4_A2 MAT 732051 732395 345
MvSl-1064-A2-R4_MC13g11860 MvSl-1064-A1-R4_A2 MAT 732901 733450 550
MvSl-1064-A2-R4_MC13g11861 MvSl-1064-A1-R4_A2 MAT 733957 735829 1873
MvSl-1064-A2-R4_MC13g11862 MvSl-1064-A1-R4_A2 MAT 736794 738364 1571
MvSl-1064-A2-R4_MC13g11863 MvSl-1064-A1-R4_A2 MAT 738601 741086 2486
MvSl-1064-A2-R4_MC13g11864 MvSl-1064-A1-R4_A2 MAT 741130 746500 5371
MvSl-1064-A2-R4_MC13g11865 MvSl-1064-A1-R4_A2 MAT 746645 747829 1185
MvSl-1064-A2-R4_MC13g11866 MvSl-1064-A1-R4_A2 MAT 748377 750124 1748
MvSl-1064-A2-R4_MC13g11867 MvSl-1064-A1-R4_A2 MAT 750362 751017 656
MvSl-1064-A2-R4_MC13g11868 MvSl-1064-A1-R4_A2 MAT 751683 753565 1883
MvSl-1064-A2-R4_MC13g11869 MvSl-1064-A1-R4_A2 MAT 753637 754205 569
MvSl-1064-A2-R4_MC13g11870 MvSl-1064-A1-R4_A2 MAT 754384 754911 528
MvSl-1064-A2-R4_MC13g11871 MvSl-1064-A1-R4_A2 MAT 756177 756872 696
MvSl-1064-A2-R4_MC13g11872 MvSl-1064-A1-R4_A2 MAT 757778 760366 2589
MvSl-1064-A2-R4_MC13g11873 MvSl-1064-A1-R4_A2 MAT 761005 761214 210
MvSl-1064-A2-R4_MC13g11874 MvSl-1064-A1-R4_A2 MAT 763364 763614 251
MvSl-1064-A2-R4_MC13g11875 MvSl-1064-A1-R4_A2 MAT 764931 766005 1075
MvSl-1064-A2-R4_MC13g11876 MvSl-1064-A1-R4_A2 MAT 766617 770164 3548
MvSl-1064-A2-R4_MC13g11877 MvSl-1064-A1-R4_A2 MAT 772149 774447 2299
MvSl-1064-A2-R4_MC13g11878 MvSl-1064-A1-R4_A2 MAT 775007 777211 2205
MvSl-1064-A2-R4_MC13g11879 MvSl-1064-A1-R4_A2 MAT 777698 777926 229
MvSl-1064-A2-R4_MC13g11880 MvSl-1064-A1-R4_A2 MAT 778150 780961 2812
MvSl-1064-A2-R4_MC13g11881 MvSl-1064-A1-R4_A2 MAT 781263 781448 186
MvSl-1064-A2-R4_MC13g11882 MvSl-1064-A1-R4_A2 MAT 781911 787893 5983
MvSl-1064-A2-R4_MC13g11883 MvSl-1064-A1-R4_A2 MAT 788894 789075 182
MvSl-1064-A2-R4_MC13g11884 MvSl-1064-A1-R4_A2 MAT 789608 789858 251
MvSl-1064-A2-R4_MC13g11885 MvSl-1064-A1-R4_A2 MAT 791274 791713 440
MvSl-1064-A2-R4_MC13g11886 MvSl-1064-A1-R4_A2 MAT 792401 793948 1548
MvSl-1064-A2-R4_MC13g11887 MvSl-1064-A1-R4_A2 MAT 794327 795432 1106
MvSl-1064-A2-R4_MC13g11888 MvSl-1064-A1-R4_A2 MAT 795789 796936 1148
MvSl-1064-A2-R4_MC13g11889 MvSl-1064-A1-R4_A2 MAT 797991 800231 2241
MvSl-1064-A2-R4_MC13g11890 MvSl-1064-A1-R4_A2 MAT 800571 801929 1359
MvSl-1064-A2-R4_MC13g11891 MvSl-1064-A1-R4_A2 MAT 802965 804066 1102
MvSl-1064-A2-R4_MC13g11892 MvSl-1064-A1-R4_A2 MAT 804241 805571 1331
MvSl-1064-A2-R4_MC13g11893 MvSl-1064-A1-R4_A2 MAT 805856 806280 425
MvSl-1064-A2-R4_MC13g11894 MvSl-1064-A1-R4_A2 MAT 806723 806908 186
MvSl-1064-A2-R4_MC13g11895 MvSl-1064-A1-R4_A2 MAT 807178 808717 1540
MvSl-1064-A2-R4_MC13g11896 MvSl-1064-A1-R4_A2 MAT 808970 810322 1353
MvSl-1064-A2-R4_MC13g11897 MvSl-1064-A1-R4_A2 MAT 810586 811658 1073
MvSl-1064-A2-R4_MC13g11898 MvSl-1064-A1-R4_A2 MAT 812613 813265 653
MvSl-1064-A2-R4_MC13g11899 MvSl-1064-A1-R4_A2 MAT 814241 815251 1011
MvSl-1064-A2-R4_MC13g11900 MvSl-1064-A1-R4_A2 MAT 816026 816932 907
MvSl-1064-A2-R4_MC13g11901 MvSl-1064-A1-R4_A2 MAT 818025 819312 1288
MvSl-1064-A2-R4_MC13g11902 MvSl-1064-A1-R4_A2 MAT 819721 822052 2332
MvSl-1064-A2-R4_MC13g11903 MvSl-1064-A1-R4_A2 MAT 822545 825561 3017
MvSl-1064-A2-R4_MC13g11904 MvSl-1064-A1-R4_A2 MAT 825670 827963 2294
MvSl-1064-A2-R4_MC13g11905 MvSl-1064-A1-R4_A2 MAT 828629 832427 3799
MvSl-1064-A2-R4_MC13g11906 MvSl-1064-A1-R4_A2 MAT 832617 836755 4139
MvSl-1064-A2-R4_MC13g11907 MvSl-1064-A1-R4_A2 MAT 837607 839175 1569
MvSl-1064-A2-R4_MC13g11908 MvSl-1064-A1-R4_A2 MAT 839785 841818 2034
MvSl-1064-A2-R4_MC13g11909 MvSl-1064-A1-R4_A2 MAT 842238 843205 968
MvSl-1064-A2-R4_MC13g11910 MvSl-1064-A1-R4_A2 MAT 843905 844220 316
MvSl-1064-A2-R4_MC13g11911 MvSl-1064-A1-R4_A2 MAT 844324 845294 971
MvSl-1064-A2-R4_MC13g11912 MvSl-1064-A1-R4_A2 MAT 845393 846211 819
MvSl-1064-A2-R4_MC13g11913 MvSl-1064-A1-R4_A2 MAT 846525 852077 5553
MvSl-1064-A2-R4_MC13g11914 MvSl-1064-A1-R4_A2 MAT 852416 853490 1075
MvSl-1064-A2-R4_MC13g11915 MvSl-1064-A1-R4_A2 MAT 853997 856178 2182
MvSl-1064-A2-R4_MC13g11916 MvSl-1064-A1-R4_A2 MAT 856383 859547 3165
MvSl-1064-A2-R4_MC13g11917 MvSl-1064-A1-R4_A2 MAT 860180 860716 537
MvSl-1064-A2-R4_MC13g11918 MvSl-1064-A1-R4_A2 MAT 861202 863294 2093
MvSl-1064-A2-R4_MC13g11919 MvSl-1064-A1-R4_A2 MAT 863596 867514 3919
MvSl-1064-A2-R4_MC13g11920 MvSl-1064-A1-R4_A2 MAT 868176 869348 1173
MvSl-1064-A2-R4_MC13g11921 MvSl-1064-A1-R4_A2 MAT 869615 872031 2417
MvSl-1064-A2-R4_MC13g11922 MvSl-1064-A1-R4_A2 MAT 872582 874542 1961
MvSl-1064-A2-R4_MC13g11923 MvSl-1064-A1-R4_A2 MAT 875350 877229 1880
MvSl-1064-A2-R4_MC13g11924 MvSl-1064-A1-R4_A2 MAT 877761 881586 3826
MvSl-1064-A2-R4_MC13g11925 MvSl-1064-A1-R4_A2 MAT 881728 883404 1677
MvSl-1064-A2-R4_MC13g11926 MvSl-1064-A1-R4_A2 MAT 884432 885547 1116
MvSl-1064-A2-R4_MC13g11927 MvSl-1064-A1-R4_A2 MAT 885942 887585 1644
MvSl-1064-A2-R4_MC13g11928 MvSl-1064-A1-R4_A2 MAT 888451 888845 395
MvSl-1064-A2-R4_MC13g11929 MvSl-1064-A1-R4_A2 MAT 888949 890205 1257
MvSl-1064-A2-R4_MC13g11930 MvSl-1064-A1-R4_A2 MAT 890362 891938 1577
MvSl-1064-A2-R4_MC13g11931 MvSl-1064-A1-R4_A2 MAT 892235 893614 1380
MvSl-1064-A2-R4_MC13g11932 MvSl-1064-A1-R4_A2 MAT 893934 894595 662
MvSl-1064-A2-R4_MC13g11933 MvSl-1064-A1-R4_A2 MAT 894849 896959 2111
MvSl-1064-A2-R4_MC13g11934 MvSl-1064-A1-R4_A2 MAT 897278 900228 2951
MvSl-1064-A2-R4_MC13g11935 MvSl-1064-A1-R4_A2 MAT 900542 902314 1773
MvSl-1064-A2-R4_MC13g11936 MvSl-1064-A1-R4_A2 MAT 902681 902854 174
MvSl-1064-A2-R4_MC13g11937 MvSl-1064-A1-R4_A2 MAT 902907 903191 285
MvSl-1064-A2-R4_MC13g11938 MvSl-1064-A1-R4_A2 MAT 903750 905749 2000
MvSl-1064-A2-R4_MC13g11939 MvSl-1064-A1-R4_A2 MAT 906201 908890 2690
MvSl-1064-A2-R4_MC13g11940 MvSl-1064-A1-R4_A2 MAT 910959 912689 1731
MvSl-1064-A2-R4_MC13g11941 MvSl-1064-A1-R4_A2 MAT 913052 914233 1182
MvSl-1064-A2-R4_MC13g11942 MvSl-1064-A1-R4_A2 MAT 915768 917306 1539
MvSl-1064-A2-R4_MC13g11943 MvSl-1064-A1-R4_A2 MAT 917649 918560 912
MvSl-1064-A2-R4_MC13g11944 MvSl-1064-A1-R4_A2 MAT 918889 920077 1189
MvSl-1064-A2-R4_MC13g11945 MvSl-1064-A1-R4_A2 MAT 920254 922733 2480
MvSl-1064-A2-R4_MC13g11946 MvSl-1064-A1-R4_A2 MAT 923871 924396 526
MvSl-1064-A2-R4_MC13g11947 MvSl-1064-A1-R4_A2 MAT 924920 926347 1428
MvSl-1064-A2-R4_MC13g11948 MvSl-1064-A1-R4_A2 MAT 926677 927843 1167
MvSl-1064-A2-R4_MC13g11949 MvSl-1064-A1-R4_A2 MAT 928694 930553 1860
MvSl-1064-A2-R4_MC13g11950 MvSl-1064-A1-R4_A2 MAT 932075 933982 1908
MvSl-1064-A2-R4_MC13g11951 MvSl-1064-A1-R4_A2 MAT 934889 935167 279
MvSl-1064-A2-R4_MC13g11952 MvSl-1064-A1-R4_A2 MAT 935307 936310 1004
MvSl-1064-A2-R4_MC13g11953 MvSl-1064-A1-R4_A2 MAT 937166 939079 1914
MvSl-1064-A2-R4_MC13g11954 MvSl-1064-A1-R4_A2 MAT 939361 941527 2167
MvSl-1064-A2-R4_MC13g11955 MvSl-1064-A1-R4_A2 MAT 941991 944759 2769
MvSl-1064-A2-R4_MC13g11956 MvSl-1064-A1-R4_A2 MAT 945148 949371 4224
MvSl-1064-A2-R4_MC13g11957 MvSl-1064-A1-R4_A2 MAT 949812 951026 1215
MvSl-1064-A2-R4_MC13g11958 MvSl-1064-A1-R4_A2 MAT 951195 952570 1376
MvSl-1064-A2-R4_MC13g11959 MvSl-1064-A1-R4_A2 MAT 953225 956027 2803
MvSl-1064-A2-R4_MC13g11960 MvSl-1064-A1-R4_A2 MAT 957991 959301 1311
MvSl-1064-A2-R4_MC13g11961 MvSl-1064-A1-R4_A2 MAT 960265 961842 1578
MvSl-1064-A2-R4_MC13g11962 MvSl-1064-A1-R4_A2 MAT 961979 965874 3896
MvSl-1064-A2-R4_MC13g11963 MvSl-1064-A1-R4_A2 MAT 966085 967451 1367
MvSl-1064-A2-R4_MC13g11964 MvSl-1064-A1-R4_A2 MAT 967972 969762 1791
MvSl-1064-A2-R4_MC13g11965 MvSl-1064-A1-R4_A2 MAT 971763 974015 2253
MvSl-1064-A2-R4_MC13g11966 MvSl-1064-A1-R4_A2 MAT 974321 980921 6601
MvSl-1064-A2-R4_MC13g11967 MvSl-1064-A1-R4_A2 MAT 981115 984000 2886
MvSl-1064-A2-R4_MC13g11968 MvSl-1064-A1-R4_A2 MAT 984306 985273 968
MvSl-1064-A2-R4_MC13g11969 MvSl-1064-A1-R4_A2 MAT 986231 987817 1587
MvSl-1064-A2-R4_MC13g11970 MvSl-1064-A1-R4_A2 MAT 988366 989511 1146
MvSl-1064-A2-R4_MC13g11971 MvSl-1064-A1-R4_A2 MAT 989812 992093 2282
MvSl-1064-A2-R4_MC13g11972 MvSl-1064-A1-R4_A2 MAT 992961 995786 2826
MvSl-1064-A2-R4_MC13g11973 MvSl-1064-A1-R4_A2 MAT 996126 997556 1431
MvSl-1064-A2-R4_MC13g11974 MvSl-1064-A1-R4_A2 MAT 998477 1000420 1944
MvSl-1064-A2-R4_MC13g11975 MvSl-1064-A1-R4_A2 MAT 1001050 1001241 192
MvSl-1064-A2-R4_MC13g11976 MvSl-1064-A1-R4_A2 MAT 1001779 1002701 923
MvSl-1064-A2-R4_MC13g11977 MvSl-1064-A1-R4_A2 MAT 1002919 1003636 718
MvSl-1064-A2-R4_MC13g11978 MvSl-1064-A1-R4_A2 MAT 1003834 1007790 3957
MvSl-1064-A2-R4_MC13g11979 MvSl-1064-A1-R4_A2 MAT 1008071 1012678 4608
MvSl-1064-A2-R4_MC13g11980 MvSl-1064-A1-R4_A2 MAT 1012778 1014945 2168
MvSl-1064-A2-R4_MC13g11981 MvSl-1064-A1-R4_A2 MAT 1015211 1016413 1203
MvSl-1064-A2-R4_MC13g11982 MvSl-1064-A1-R4_A2 MAT 1016513 1017022 510
MvSl-1064-A2-R4_MC13g11983 MvSl-1064-A1-R4_A2 MAT 1017945 1019000 1056
MvSl-1064-A2-R4_MC13g11984 MvSl-1064-A1-R4_A2 MAT 1019350 1023789 4440
MvSl-1064-A2-R4_MC13g11985 MvSl-1064-A1-R4_A2 MAT 1024057 1025888 1832
MvSl-1064-A2-R4_MC13g11986 MvSl-1064-A1-R4_A2 MAT 1026068 1030762 4695
MvSl-1064-A2-R4_MC13g11987 MvSl-1064-A1-R4_A2 MAT 1031210 1034782 3573
MvSl-1064-A2-R4_MC13g11988 MvSl-1064-A1-R4_A2 MAT 1035063 1036040 978
MvSl-1064-A2-R4_MC13g11989 MvSl-1064-A1-R4_A2 MAT 1036140 1040457 4318
MvSl-1064-A2-R4_MC14g11990 MvSl-1064-A1-R4_A2 MAT 1 443 443
MvSl-1064-A2-R4_MC14g11991 MvSl-1064-A1-R4_A2 MAT 1207 1389 183
MvSl-1064-A2-R4_MC14g11992 MvSl-1064-A1-R4_A2 MAT 1886 2631 746
MvSl-1064-A2-R4_MC14g11993 MvSl-1064-A1-R4_A2 MAT 2772 3236 465
MvSl-1064-A2-R4_MC14g11994 MvSl-1064-A1-R4_A2 MAT 3677 4636 960
MvSl-1064-A2-R4_MC14g11995 MvSl-1064-A1-R4_A2 MAT 4721 6267 1547
MvSl-1064-A2-R4_MC14g11996 MvSl-1064-A1-R4_A2 MAT 7054 10130 3077
MvSl-1064-A2-R4_MC14g11997 MvSl-1064-A1-R4_A2 MAT 10766 11325 560
MvSl-1064-A2-R4_MC14g11998 MvSl-1064-A1-R4_A2 MAT 14835 17709 2875
MvSl-1064-A2-R4_MC14g11999 MvSl-1064-A1-R4_A2 MAT 18143 19424 1282
MvSl-1064-A2-R4_MC14g12000 MvSl-1064-A1-R4_A2 MAT 19943 20284 342
MvSl-1064-A2-R4_MC14g12001 MvSl-1064-A1-R4_A2 MAT 20553 21759 1207
MvSl-1064-A2-R4_MC14g12002 MvSl-1064-A1-R4_A2 MAT 22044 23301 1258
MvSl-1064-A2-R4_MC14g12003 MvSl-1064-A1-R4_A2 MAT 23878 24559 682
MvSl-1064-A2-R4_MC14g12004 MvSl-1064-A1-R4_A2 MAT 24795 25811 1017
MvSl-1064-A2-R4_MC14g12005 MvSl-1064-A1-R4_A2 MAT 25924 28314 2391
MvSl-1064-A2-R4_MC14g12006 MvSl-1064-A1-R4_A2 MAT 29020 30793 1774
MvSl-1064-A2-R4_MC14g12007 MvSl-1064-A1-R4_A2 MAT 31204 32452 1249
MvSl-1064-A2-R4_MC14g12008 MvSl-1064-A1-R4_A2 MAT 34126 35020 895
MvSl-1064-A2-R4_MC14g12009 MvSl-1064-A1-R4_A2 MAT 35144 38060 2917
MvSl-1064-A2-R4_MC14g12010 MvSl-1064-A1-R4_A2 MAT 38953 40515 1563
MvSl-1064-A2-R4_MC14g12011 MvSl-1064-A1-R4_A2 MAT 42645 44853 2209
MvSl-1064-A2-R4_MC14g12012 MvSl-1064-A1-R4_A2 MAT 45505 47263 1759
MvSl-1064-A2-R4_MC14g12013 MvSl-1064-A1-R4_A2 MAT 47392 49985 2594
MvSl-1064-A2-R4_MC14g12014 MvSl-1064-A1-R4_A2 MAT 50466 52137 1672
MvSl-1064-A2-R4_MC14g12015 MvSl-1064-A1-R4_A2 MAT 52239 53792 1554
MvSl-1064-A2-R4_MC14g12016 MvSl-1064-A1-R4_A2 MAT 54240 54830 591
MvSl-1064-A2-R4_MC14g12017 MvSl-1064-A1-R4_A2 MAT 55016 60138 5123
MvSl-1064-A2-R4_MC14g12018 MvSl-1064-A1-R4_A2 MAT 62394 64458 2065
MvSl-1064-A2-R4_MC14g12019 MvSl-1064-A1-R4_A2 MAT 65070 66499 1430
MvSl-1064-A2-R4_MC14g12020 MvSl-1064-A1-R4_A2 MAT 67394 70265 2872
MvSl-1064-A2-R4_MC14g12021 MvSl-1064-A1-R4_A2 MAT 70419 72764 2346
MvSl-1064-A2-R4_MC14g12022 MvSl-1064-A1-R4_A2 MAT 73408 75081 1674
MvSl-1064-A2-R4_MC14g12023 MvSl-1064-A1-R4_A2 MAT 78836 79612 777
MvSl-1064-A2-R4_MC14g12024 MvSl-1064-A1-R4_A2 MAT 79849 80448 600
MvSl-1064-A2-R4_MC14g12025 MvSl-1064-A1-R4_A2 MAT 80535 80786 252
MvSl-1064-A2-R4_MC14g12026 MvSl-1064-A1-R4_A2 MAT 81013 83077 2065
MvSl-1064-A2-R4_MC14g12027 MvSl-1064-A1-R4_A2 MAT 83149 83495 347
MvSl-1064-A2-R4_MC14g12028 MvSl-1064-A1-R4_A2 MAT 84039 86959 2921
MvSl-1064-A2-R4_MC14g12029 MvSl-1064-A1-R4_A2 MAT 87789 90554 2766
MvSl-1064-A2-R4_MC14g12030 MvSl-1064-A1-R4_A2 MAT 91152 96447 5296
MvSl-1064-A2-R4_MC14g12031 MvSl-1064-A1-R4_A2 MAT 96757 98222 1466
MvSl-1064-A2-R4_MC14g12032 MvSl-1064-A1-R4_A2 MAT 98511 100710 2200
MvSl-1064-A2-R4_MC14g12033 MvSl-1064-A1-R4_A2 MAT 101574 101810 237
MvSl-1064-A2-R4_MC14g12034 MvSl-1064-A1-R4_A2 MAT 102251 104512 2262
MvSl-1064-A2-R4_MC14g12035 MvSl-1064-A1-R4_A2 MAT 105360 105554 195
MvSl-1064-A2-R4_MC14g12036 MvSl-1064-A1-R4_A2 MAT 105838 108008 2171
MvSl-1064-A2-R4_MC14g12037 MvSl-1064-A1-R4_A2 MAT 109485 110604 1120
MvSl-1064-A2-R4_MC14g12038 MvSl-1064-A1-R4_A2 MAT 110742 112109 1368
MvSl-1064-A2-R4_MC14g12039 MvSl-1064-A1-R4_A2 MAT 112427 113444 1018
MvSl-1064-A2-R4_MC14g12040 MvSl-1064-A1-R4_A2 MAT 113797 115838 2042
MvSl-1064-A2-R4_MC14g12041 MvSl-1064-A1-R4_A2 MAT 117057 117221 165
MvSl-1064-A2-R4_MC14g12042 MvSl-1064-A1-R4_A2 MAT 118646 118801 156
MvSl-1064-A2-R4_MC14g12043 MvSl-1064-A1-R4_A2 MAT 118926 119316 391
MvSl-1064-A2-R4_MC14g12044 MvSl-1064-A1-R4_A2 MAT 119799 120801 1003
MvSl-1064-A2-R4_MC14g12045 MvSl-1064-A1-R4_A2 MAT 120850 121080 231
MvSl-1064-A2-R4_MC14g12046 MvSl-1064-A1-R4_A2 MAT 121436 122695 1260
MvSl-1064-A2-R4_MC14g12047 MvSl-1064-A1-R4_A2 MAT 122943 123098 156
MvSl-1064-A2-R4_MC14g12048 MvSl-1064-A1-R4_A2 MAT 123542 123739 198
MvSl-1064-A2-R4_MC14g12049 MvSl-1064-A1-R4_A2 MAT 124099 124496 398
MvSl-1064-A2-R4_MC14g12050 MvSl-1064-A1-R4_A2 MAT 124769 125261 493
MvSl-1064-A2-R4_MC14g12051 MvSl-1064-A1-R4_A2 MAT 125373 125689 317
MvSl-1064-A2-R4_MC14g12052 MvSl-1064-A1-R4_A2 MAT 127491 130957 3467
MvSl-1064-A2-R4_MC14g12053 MvSl-1064-A1-R4_A2 MAT 131557 132684 1128
MvSl-1064-A2-R4_MC14g12054 MvSl-1064-A1-R4_A2 MAT 133277 135159 1883
MvSl-1064-A2-R4_MC14g12055 MvSl-1064-A1-R4_A2 MAT 137768 138599 832
MvSl-1064-A2-R4_MC14g12056 MvSl-1064-A1-R4_A2 MAT 138846 141918 3073
MvSl-1064-A2-R4_MC14g12057 MvSl-1064-A1-R4_A2 MAT 142224 143826 1603
MvSl-1064-A2-R4_MC14g12058 MvSl-1064-A1-R4_A2 MAT 144445 149920 5476
MvSl-1064-A2-R4_MC14g12059 MvSl-1064-A1-R4_A2 MAT 150409 152032 1624
MvSl-1064-A2-R4_MC14g12060 MvSl-1064-A1-R4_A2 MAT 153847 156278 2432
MvSl-1064-A2-R4_MC14g12061 MvSl-1064-A1-R4_A2 MAT 157265 158927 1663
MvSl-1064-A2-R4_MC14g12062 MvSl-1064-A1-R4_A2 MAT 159783 159992 210
MvSl-1064-A2-R4_MC14g12063 MvSl-1064-A1-R4_A2 MAT 160489 161075 587
MvSl-1064-A2-R4_MC14g12064 MvSl-1064-A1-R4_A2 MAT 161310 161521 212
MvSl-1064-A2-R4_MC14g12065 MvSl-1064-A1-R4_A2 MAT 162482 164146 1665
MvSl-1064-A2-R4_MC14g12066 MvSl-1064-A1-R4_A2 MAT 164333 166711 2379
MvSl-1064-A2-R4_MC14g12067 MvSl-1064-A1-R4_A2 MAT 167049 167405 357
MvSl-1064-A2-R4_MC14g12068 MvSl-1064-A1-R4_A2 MAT 169394 170558 1165
MvSl-1064-A2-R4_MC14g12069 MvSl-1064-A1-R4_A2 MAT 170782 171507 726
MvSl-1064-A2-R4_MC14g12070 MvSl-1064-A1-R4_A2 MAT 172076 172285 210
MvSl-1064-A2-R4_MC14g12071 MvSl-1064-A1-R4_A2 MAT 172483 173405 923
MvSl-1064-A2-R4_MC14g12072 MvSl-1064-A1-R4_A2 MAT 173776 175803 2028
MvSl-1064-A2-R4_MC14g12073 MvSl-1064-A1-R4_A2 MAT 175948 176451 504
MvSl-1064-A2-R4_MC14g12074 MvSl-1064-A1-R4_A2 MAT 176583 177319 737
MvSl-1064-A2-R4_MC14g12075 MvSl-1064-A1-R4_A2 MAT 177437 178548 1112
MvSl-1064-A2-R4_MC14g12076 MvSl-1064-A1-R4_A2 MAT 179024 180561 1538
MvSl-1064-A2-R4_MC14g12077 MvSl-1064-A1-R4_A2 MAT 182110 184543 2434
MvSl-1064-A2-R4_MC14g12078 MvSl-1064-A1-R4_A2 MAT 184730 186495 1766
MvSl-1064-A2-R4_MC14g12079 MvSl-1064-A1-R4_A2 MAT 186653 186823 171
MvSl-1064-A2-R4_MC14g12080 MvSl-1064-A1-R4_A2 MAT 187417 187593 177
MvSl-1064-A2-R4_MC14g12081 MvSl-1064-A1-R4_A2 MAT 187875 188420 546
MvSl-1064-A2-R4_MC14g12082 MvSl-1064-A1-R4_A2 MAT 188752 190342 1591
MvSl-1064-A2-R4_MC14g12083 MvSl-1064-A1-R4_A2 MAT 190739 193417 2679
MvSl-1064-A2-R4_MC14g12084 MvSl-1064-A1-R4_A2 MAT 193637 195134 1498
MvSl-1064-A2-R4_MC14g12085 MvSl-1064-A1-R4_A2 MAT 197317 197529 213
MvSl-1064-A2-R4_MC14g12086 MvSl-1064-A1-R4_A2 MAT 197582 198005 424
