gene	water1	water2	rich1	rich2	di1	di2
MvSl-1064-A1-R4_MC09-2g09058	9540	13225	889	1851	6703	15962
MvSl-1064-A1-R4_MC09-2g09059	7	4	13	12	2	7
MvSl-1064-A1-R4_MC09-2g09060	2626	2126	2677	2859	4001	3818
MvSl-1064-A1-R4_MC09-2g09061	747	1196	3120	4376	1383	1179
MvSl-1064-A1-R4_MC09-2g09062	2345	1886	1662	1666	2821	3081
MvSl-1064-A1-R4_MC09-2g09063	179	117	91	76	135	138
MvSl-1064-A1-R4_MC09-2g09064	929	834	867	1519	1195	1303
MvSl-1064-A1-R4_MC09-2g09065	1479	1727	3039	3407	3320	2336
MvSl-1064-A1-R4_MC09-2g09066	10	9	23	24	25	15
MvSl-1064-A1-R4_MC09-2g09067	17	11	22	27	928	266
MvSl-1064-A1-R4_MC09-2g09068	1306	1354	3951	6913	2435	1919
MvSl-1064-A1-R4_MC09-2g09069	1378	1125	605	379	4013	3358
MvSl-1064-A1-R4_MC09-2g09070	1438	1340	1268	2026	2671	2383
MvSl-1064-A1-R4_MC09-2g09071	241	223	513	721	351	372
MvSl-1064-A1-R4_MC09-2g09072	2847	1668	6141	8480	4975	5294
MvSl-1064-A1-R4_MC09-2g09073	786	1083	1005	1479	777	751
MvSl-1064-A1-R4_MC09-2g09074	1003	1242	4082	8990	1431	1177
MvSl-1064-A1-R4_MC09-2g09075	161	139	198	147	138	120
MvSl-1064-A1-R4_MC09-2g09076	2121	1789	1848	3348	3073	3621
MvSl-1064-A1-R4_MC09-2g09077	500	361	588	951	604	576
MvSl-1064-A1-R4_MC09-2g09078	31	32	60.4591	33	106	101
MvSl-1064-A1-R4_MC09-2g09079	2340	2554	3006	4582	2889	2714
MvSl-1064-A1-R4_MC09-2g09080	4583	5150	4092	6488	7120	6590
MvSl-1064-A1-R4_MC09-2g09081	3858.02	6090.78	11994.4	21570.8	6977.14	5994.07
MvSl-1064-A1-R4_MC09-2g09082	4053	4718	5005	7151	3584	3986
MvSl-1064-A1-R4_MC09-2g09083	13	15	12	14	15	16
MvSl-1064-A1-R4_MC09-2g09084	917	982	3204	3838	1990	1603
MvSl-1064-A1-R4_MC09-2g09085	424	416	421	360	682	646
MvSl-1064-A1-R4_MC09-2g09086	24	29	48	54	40	19
MvSl-1064-A1-R4_MC09-2g09087	542	746	685	1011	765	655
MvSl-1064-A1-R4_MC09-2g09088	9036	10215	6928	10440	7924	9695
MvSl-1064-A1-R4_MC09-2g09089	1010	680	5390	9746	2364	1861
MvSl-1064-A1-R4_MC09-2g09090	1575	1050	3858	8140	1891	2981
MvSl-1064-A1-R4_MC09-2g09091	1693	1371	1099	1483	2800	2607
MvSl-1064-A1-R4_MC09-2g09092	429	371	594	496	880	807
MvSl-1064-A1-R4_MC09-2g09093	2055	1375	5259	8493	2081	2103
MvSl-1064-A1-R4_MC09-2g09094	3431	2768	7221	12176	3258	3822
MvSl-1064-A1-R4_MC09-2g09095	4198	3489	1126	1329	5268	5957
MvSl-1064-A1-R4_MC09-2g09096	1066	1037	1275	1329	2198	1515
MvSl-1064-A1-R4_MC09-2g09097	1003	1007	1031	1098	1588	1540
MvSl-1064-A1-R4_MC09-2g09098	189	164	71	74	117	182
MvSl-1064-A1-R4_MC09-2g09099	1.01081	0	1.01996	0	0	0
MvSl-1064-A1-R4_MC09-2g09100	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09101	0	1.6288	4.11401	16.5546	3.61087	2.94495
MvSl-1064-A1-R4_MC09-2g09102	2307	2423	2293	3154	3341	3176
MvSl-1064-A1-R4_MC09-2g09103	1170	1282	2352	3576	2627	2172
MvSl-1064-A1-R4_MC09-2g09104	787	1160	484	489	2741	1380
MvSl-1064-A1-R4_MC09-2g09105	667	508	980	1624	662	592
MvSl-1064-A1-R4_MC09-2g09106	712	1012	16191	45776	1548	1492
MvSl-1064-A1-R4_MC09-2g09107	1204	1587	4183	6449	1797	1431
MvSl-1064-A1-R4_MC09-2g09108	1045	917	308	403	1541	1842
MvSl-1064-A1-R4_MC09-2g09109	439	334	150	183	560	712
MvSl-1064-A1-R4_MC09-2g09110	98	100	84	98	195	200
MvSl-1064-A1-R4_MC09-2g09111	3578	3753	2050	3400	3999	4581
MvSl-1064-A1-R4_MC09-2g09112	805	906	1211	590	2542	1669
MvSl-1064-A1-R4_MC09-2g09113	316	552	1208	2123	537	332
MvSl-1064-A1-R4_MC09-2g09114	1214	1233	1333	2659	1528	1641
MvSl-1064-A1-R4_MC09-2g09115	2551	1961	741	938	1405	1552
MvSl-1064-A1-R4_MC09-2g09116	517	430	251	181	555	525
MvSl-1064-A1-R4_MC09-2g09117	532	483	227	201	548	585
MvSl-1064-A1-R4_MC09-2g09118	3567	3520	1813	1211	4621	4494
MvSl-1064-A1-R4_MC09-2g09119	1447	986	1338	592	2365	1822
MvSl-1064-A1-R4_MC09-2g09120	351	252	432	443	809	939
MvSl-1064-A1-R4_MC09-2g09121	995	1289	1545	809	1736	1753
MvSl-1064-A1-R4_MC09-2g09122	1500.66	2675.08	2340.56	3337.46	2100.72	1818.95
MvSl-1064-A1-R4_MC09-2g09123	3509	3459	3285	2178	16505	10616
MvSl-1064-A1-R4_MC09-2g09124	4938	4033	6572	9926	4726	4459
MvSl-1064-A1-R4_MC09-2g09125	574	573.282	1880.69	4749.74	841.672	835.605
MvSl-1064-A1-R4_MC09-2g09126	4615	5966	8729	15204	5756	5561
MvSl-1064-A1-R4_MC09-2g09127	7.99881	5.85744	2.81489	9.05932	32.3329	43.882
MvSl-1064-A1-R4_MC09-2g09128	2333.86	2270.52	1411.2	1876.5	2788.37	3147.97
MvSl-1064-A1-R4_MC09-2g09129	179.255	199.36	113.94	221.861	241.114	294.141
MvSl-1064-A1-R4_MC09-2g09130	48.4138	50.3493	33.9819	51.8178	74.3836	118.845
MvSl-1064-A1-R4_MC09-2g09131	19	15	226	46	255	171
MvSl-1064-A1-R4_MC09-2g09132	69	62	963	187	1038	681
MvSl-1064-A1-R4_MC09-2g09133	445	484	412	489	524	544
MvSl-1064-A1-R4_MC09-2g09134	1277	1267	1292	1766	1787	1654
MvSl-1064-A1-R4_MC09-2g09135	890	1566	2083	2448	1549	1250
MvSl-1064-A1-R4_MC09-2g09136	1577	1921	1490	1970	1674	2045
MvSl-1064-A1-R4_MC09-2g09137	6954	6629	3781	2985	9352	10997
MvSl-1064-A1-R4_MC09-2g09138	847	847	897	1041	1172	1193
MvSl-1064-A1-R4_MC09-2g09139	1143	1305	1481	2523	2093	1438
MvSl-1064-A1-R4_MC09-2g09140	2338	2497	3241	4128	3242	2879
MvSl-1064-A1-R4_MC09-2g09141	4087	3624	5606	7804	14895	14189
MvSl-1064-A1-R4_MC09-2g09142	5284	5024	3281	2712	3200	3131
MvSl-1064-A1-R4_MC09-2g09143	552	593	389	322	1102	924
MvSl-1064-A1-R4_MC09-2g09144	105.89	162.345	70.0419	101.605	2648.3	2777.93
MvSl-1064-A1-R4_MC09-2g09145	48	70	50	43	46	45
MvSl-1064-A1-R4_MC09-2g09146	713	749	2426	2766	1146	1125
MvSl-1064-A1-R4_MC09-2g09147	28051	51192	12465	24780	14783	31581
MvSl-1064-A1-R4_MC09-2g09148	56	96	6	2	82	76
MvSl-1064-A1-R4_MC09-2g09149	6014	5133	4436	4837	6878	5683
MvSl-1064-A1-R4_MC09-2g09150	4736	4417	3754	5210	5024	4847
MvSl-1064-A1-R4_MC09-2g09151	4310	4130	1672	1457	5776	5459
MvSl-1064-A1-R4_MC09-2g09152	289	268	769	941	543	389
MvSl-1064-A1-R4_MC09-2g09153	371	497	746	1121	510	530
MvSl-1064-A1-R4_MC09-2g09154	1345	1719	1850	2909	1912	1967
MvSl-1064-A1-R4_MC09-2g09155	3404	4053	3085	3409	4095	6572
MvSl-1064-A1-R4_MC09-2g09156	9089	6523	5406	4809	13748	13625
MvSl-1064-A1-R4_MC09-2g09157	43	52	75	117	108	150
MvSl-1064-A1-R4_MC09-2g09158	513	429	584	752	813	705
MvSl-1064-A1-R4_MC09-2g09159	5952	7587	6158	3881	19893	21375
MvSl-1064-A1-R4_MC09-2g09160	916	1147	2006	2615	3514	2295
MvSl-1064-A1-R4_MC09-2g09161	1512	2429	1211	1306	1733	2371
MvSl-1064-A1-R4_MC09-2g09162	959	1299	2029	2656	1706	1504
MvSl-1064-A1-R4_MC09-2g09163	1903	1981	2621	2744	4004	3264
MvSl-1064-A1-R4_MC09-2g09164	1468	1898	871	1120	1501	1652
MvSl-1064-A1-R4_MC09-2g09165	562	756	810	1288	1453	1268
MvSl-1064-A1-R4_MC09-2g09166	54	60	59	53	136	136
MvSl-1064-A1-R4_MC09-2g09167	2448	2017	1995	2954	3003	3000
MvSl-1064-A1-R4_MC09-2g09168	3739	4765	8798	14812	6015	5734
MvSl-1064-A1-R4_MC09-2g09169	2594	3078	4966	8364	3065	2926
MvSl-1064-A1-R4_MC09-2g09170	1332	1412	1611	1434	2229	1647
MvSl-1064-A1-R4_MC09-2g09171	463	655	2106	2578	972	736
MvSl-1064-A1-R4_MC09-2g09172	1693	1648	1828	2411	2442	1974
MvSl-1064-A1-R4_MC09-2g09173	3914	3130	4142	4067	6822	5377
MvSl-1064-A1-R4_MC09-2g09174	457	433	1078	1368	765	496
MvSl-1064-A1-R4_MC09-2g09175	237.37	277.289	295.112	303.429	512.406	530.021
MvSl-1064-A1-R4_MC09-2g09176	8150	8382	7858	9142	9879	6822
MvSl-1064-A1-R4_MC09-2g09177	12	7	2	1	24	28
MvSl-1064-A1-R4_MC09-2g09178	279.652	287.752	16.1473	6.03426	271.06	235.526
MvSl-1064-A1-R4_MC09-2g09179	2094	2043	10302	27556	4255	5657
MvSl-1064-A1-R4_MC09-2g09180	580	621	927	1159	909	732
MvSl-1064-A1-R4_MC09-2g09181	13	12	38	30	8	20
MvSl-1064-A1-R4_MC09-2g09182	12	12	18	41	19	21
MvSl-1064-A1-R4_MC09-2g09183	1041	1004	1144	1505	1552	1859
MvSl-1064-A1-R4_MC09-2g09184	1553	1671	2043	3419	2214	2583
MvSl-1064-A1-R4_MC09-2g09185	196	270	257	426	176	266
MvSl-1064-A1-R4_MC09-2g09186	181	266	392	640	174	276
MvSl-1064-A1-R4_MC09-2g09187	1080	1065	3224	4049	2389	2130
MvSl-1064-A1-R4_MC09-2g09188	3776	4528	7993	12639	6533	6294
MvSl-1064-A1-R4_MC09-2g09189	1926	1721	2884	4191	2456	2349
MvSl-1064-A1-R4_MC09-2g09190	626	523	646	859	894	630
MvSl-1064-A1-R4_MC09-2g09191	2201	2322	2323	2377	8197	7219
MvSl-1064-A1-R4_MC09-2g09192	789	882	1539	1533	1158	1379
MvSl-1064-A1-R4_MC09-2g09193	2425	2889	2124	3567	2628	2907
MvSl-1064-A1-R4_MC09-2g09194	497.793	556.688	511.812	494.134	918.768	1053.88
MvSl-1064-A1-R4_MC09-2g09195	1043	646	266	89	3000	1700
MvSl-1064-A1-R4_MC09-2g09196	2164	1881	1367	1494	2671	2288
MvSl-1064-A1-R4_MC09-2g09197	2799	2231	2552	3632	5086	4372
MvSl-1064-A1-R4_MC09-2g09198	2	4	3	5	8	3
MvSl-1064-A1-R4_MC09-2g09199	392	526	384	665	487	376
MvSl-1064-A1-R4_MC09-2g09200	1808	2549	1431	2468	2291	1956
MvSl-1064-A1-R4_MC09-2g09201	2453	3023	2719	5518	1691	2440
MvSl-1064-A1-R4_MC09-2g09202	664	645	695	965	805	828
MvSl-1064-A1-R4_MC09-2g09203	6790	5866	1470	2400	8272	9783
MvSl-1064-A1-R4_MC09-2g09204	1138	1047	1107	1730	1771	1646
MvSl-1064-A1-R4_MC09-2g09205	2781	4829	14436	22302	6147	3890
MvSl-1064-A1-R4_MC09-2g09206	20	8	26	25	23	16
MvSl-1064-A1-R4_MC09-2g09207	358	512	738	1028	664	552
MvSl-1064-A1-R4_MC09-2g09208	210	197	161	284	184	189
MvSl-1064-A1-R4_MC09-2g09209	596	646	752	1024	800	613
MvSl-1064-A1-R4_MC09-2g09210	5634	4793	5386	6979	8416	6531
MvSl-1064-A1-R4_MC09-2g09211	1625	2799	3165	4944	2375	1946
MvSl-1064-A1-R4_MC09-2g09212	709	378	974	529	871	625
MvSl-1064-A1-R4_MC09-2g09213	1545	1741	1513	1732	1893	1973
MvSl-1064-A1-R4_MC09-2g09214	2540	2263	1874	2585	3747	3531
MvSl-1064-A1-R4_MC09-2g09215	2811.59	4478.14	834.506	1565.37	2163.36	4015.31
MvSl-1064-A1-R4_MC09-2g09216	2828.47	3951.84	1028.1	1796.71	2222.82	3678.13
MvSl-1064-A1-R4_MC09-2g09217	443	960	1282	2264	510	514
MvSl-1064-A1-R4_MC09-2g09218	408	753	1136	1983	585	529
MvSl-1064-A1-R4_MC09-2g09219	1021	1184	1045	1246	2002	1966
MvSl-1064-A1-R4_MC09-2g09220	1623	1745	2467	4103	2573	2376
MvSl-1064-A1-R4_MC09-2g09221	1	2	0	1	2	2
MvSl-1064-A1-R4_MC09-2g09222	3208	3272	3320	4411	4729	4366
MvSl-1064-A1-R4_MC09-2g09223	992	1101	1099	1516	1199	1475
MvSl-1064-A1-R4_MC09-2g09224	1451	1541	2881	2909	3175	2519
MvSl-1064-A1-R4_MC09-2g09225	1267	1355	2384	2334	3493	2590
MvSl-1064-A1-R4_MC09-2g09226	589	578	825	1646	1193	1323
MvSl-1064-A1-R4_MC09-2g09227	702	896	1254	2125	1264	1185
MvSl-1064-A1-R4_MC09-2g09228	959	891	1140	1800	1585	1294
MvSl-1064-A1-R4_MC09-2g09229	1214	1250	1890	3406	1712	1773
MvSl-1064-A1-R4_MC09-2g09230	2997	2421	2237	3173	4011	3871
MvSl-1064-A1-R4_MC09-2g09231	170	225	601	553	198	211
MvSl-1064-A1-R4_MC09-2g09232	734	531	83588	19817	350	225
MvSl-1064-A1-R4_MC09-2g09233	3725	3961	9885	10591	6128	4000
MvSl-1064-A1-R4_MC09-2g09234	279	339	776	741	457	401
MvSl-1064-A1-R4_MC09-2g09235	1809	2021	2266	2056	3205	2695
MvSl-1064-A1-R4_MC09-2g09236	1423	1574	2120	2774	1721	1850
MvSl-1064-A1-R4_MC09-2g09237	891	866	1565	2398	2011	1737
MvSl-1064-A1-R4_MC09-2g09238	260	202	397	604	504	463
MvSl-1064-A1-R4_MC09-2g09239	546	385	591	654	994	748
MvSl-1064-A1-R4_MC09-2g09240	414	860	381	925	612	397
MvSl-1064-A1-R4_MC09-2g09241	14	12.0128	14	11	7	15.0058
MvSl-1064-A1-R4_MC09-2g09242	1296.49	1211.73	1375.12	2181.06	1395.31	1840.92
MvSl-1064-A1-R4_MC09-2g09243	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09244	83.3393	90.8851	29.1755	18.0277	55.7321	60.8451
MvSl-1064-A1-R4_MC09-2g09245	353.308	413.975	231.654	197.617	406.836	426.032
MvSl-1064-A1-R4_MC09-2g09246	2632.87	2157.45	1746.24	1633.83	2839.58	2978.75
MvSl-1064-A1-R4_MC09-2g09247	279	249	377	466	645	577
MvSl-1064-A1-R4_MC09-2g09248	24	22	22	28	16	20
MvSl-1064-A1-R4_MC09-2g09249	804.064	1015.67	469.66	843.082	1201.18	1509.74
MvSl-1064-A1-R4_MC09-2g09250	432.936	612.327	290.34	456.918	690.815	729.258
MvSl-1064-A1-R4_MC09-2g09251	1287	1425	1417	1979	1497	1276
MvSl-1064-A1-R4_MC09-2g09252	211	216	361	534	393	310
MvSl-1064-A1-R4_MC09-2g09253	1368	1626	1500	2704	2402	2369
MvSl-1064-A1-R4_MC09-2g09254	3212	3134	5034	10380	2942	3099
MvSl-1064-A1-R4_MC09-2g09255	1152	1069	3161	4721	3077	2584
MvSl-1064-A1-R4_MC09-2g09256	466	651	956	1091	1830	1143
MvSl-1064-A1-R4_MC09-2g09257	2180	2345	2583	4766	2773	3138
MvSl-1064-A1-R4_MC09-2g09258	970	1152	592	886	1286	1067
MvSl-1064-A1-R4_MC09-2g09259	1.15143	3.7639	0	2.31323	1.26473	5.03105
MvSl-1064-A1-R4_MC09-2g09260	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09261	796.08	648.37	745.118	717.282	1056.97	1042.55
MvSl-1064-A1-R4_MC09-2g09262	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09263	592	494	709	943	727	642
MvSl-1064-A1-R4_MC09-2g09264	0	1	0	0	2	0
MvSl-1064-A1-R4_MC09-2g09265	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09266	0	0	0	0	0	0
MvSl-1064-A1-R4_MC09-2g09267	0	0	1.00616	0	1.0083	0
MvSl-1064-A1-R4_MC09-2g09268	1402	959	3432	6156	2863	1778
MvSl-1064-A1-R4_MC09-2g09269	37	44	64	43	232	155
MvSl-1064-A1-R4_MC09-2g09270	3670	3260	3251	4907	4953	4729
MvSl-1064-A1-R4_MC09-2g09271	1346	1213	2464	3293	2080	1428
MvSl-1064-A1-R4_MC09-2g09272	2659	2529	2148	3190	3295	2870
MvSl-1064-A1-R4_MC09-2g09273	949	1049	1232	1799	1161	1141
MvSl-1064-A1-R4_MC09-2g09274	3094	2679	1399	1712	3359	3190
MvSl-1064-A1-R4_MC09-2g09275	940	555	100	42	2006	1228
MvSl-1064-A1-R4_MC09-2g09276	606	447	621	775	700	744
MvSl-1064-A1-R4_MC09-2g09277	1344	1407	2913	2908	2984	2047
MvSl-1064-A1-R4_MC09-2g09278	621	784	1322	1886	1084	884
MvSl-1064-A1-R4_MC09-2g09279	1815	1958	1527	2061	2230	2048
MvSl-1064-A1-R4_MC09-2g09280	1261	1670	494	646	2186	2546
MvSl-1064-A1-R4_MC09-2g09281	2	2	1	0	0	0
MvSl-1064-A1-R4_MC09-2g09282	1	2	3	3	1	0
MvSl-1064-A1-R4_MC09-2g09283	2460	1607	9995	15465	6810	6308
MvSl-1064-A1-R4_MC09-2g09284	1050	1272	1292	1446	2014	1258
MvSl-1064-A1-R4_MC09-2g09285	140	148	54	35	365	343
MvSl-1064-A1-R4_MC09-2g09286	9558	8609	2840	3958	13463	14532
MvSl-1064-A1-R4_MC09-2g09287	7568	11723	9431	15509	9413	10529
MvSl-1064-A1-R4_MC09-2g09288	1811	1966	1009	1872	1928	2891
MvSl-1064-A1-R4_MC09-2g09289	1378	837	2498	6814	3524	3631
MvSl-1064-A1-R4_MC09-2g09290	3654	4447	965	1269	8058	6288
MvSl-1064-A1-R4_MC09-2g09291	536	528	859	1277	948	774
MvSl-1064-A1-R4_MC09-2g09292	217	156	394	584	531	434
MvSl-1064-A1-R4_MC09-2g09293	1315	971	847	875	2385	2054
MvSl-1064-A1-R4_MC09-2g09294	1419	1800	3993	5166	2610	2046
MvSl-1064-A1-R4_MC09-2g09295	1	4	4	3	0	1
MvSl-1064-A1-R4_MC09-2g09296	1219	1343	2304	3462	2028	1807
MvSl-1064-A1-R4_MC09-2g09297	481	660	916	1516	843	673
MvSl-1064-A1-R4_MC09-2g09298	4268	4320	4215	5175	6098	4738
MvSl-1064-A1-R4_MC09-2g09299	134	117	442	906	155	113
MvSl-1064-A1-R4_MC09-2g09300	587	838.449	2359.79	4680	1089	933.399
MvSl-1064-A1-R4_MC09-2g09301	1061	1247	1291	1467	1643	1615
MvSl-1064-A1-R4_MC09-2g09302	1179	1895	909	1378	1534	1794
MvSl-1064-A1-R4_MC09-2g09303	7180	8314	2971	5009	4973	5638
MvSl-1064-A1-R4_MC09-2g09304	7435	8010	14826	31583	7280	8187
MvSl-1064-A1-R4_MC09-2g09305	1592	1516	5751	9821	2740	7650
MvSl-1064-A1-R4_MC09-2g09306	3	6	44	74	13	62
MvSl-1064-A1-R4_MC09-2g09307	4672	3538	3959	4356	7075	5582
MvSl-1064-A1-R4_MC09-2g09308	2030	1829	1979	2186	2817	1716
MvSl-1064-A1-R4_MC09-2g09309	13516	13107	4212	6416	10727	13213
MvSl-1064-A1-R4_MC09-2g09310	724	846	654	718	798	977
MvSl-1064-A1-R4_MC09-2g09311	2443	2088	877	904	3052	3661
MvSl-1064-A1-R4_MC09-2g09312	4	9	2	0	11	5
MvSl-1064-A1-R4_MC09-2g09313	1883	1839	2309	2896	3732	3653
MvSl-1064-A1-R4_MC09-2g09314	2405	1875	3211	4264	3925	2860
MvSl-1064-A1-R4_MC09-2g09315	2226	2666	8299	10976	3621	2466
MvSl-1064-A1-R4_MC09-2g09316	918	979	1433	1727	1280	1186
MvSl-1064-A1-R4_MC09-2g09317	1007	1081	858	1171	1386	1232
MvSl-1064-A1-R4_MC09-2g09318	3120	2564	1912	2282	3166	2506
MvSl-1064-A1-R4_MC09-2g09319	2410.68	2100.57	1530.87	1104.79	3007.84	2642.91
MvSl-1064-A1-R4_MC09-2g09320	411.782	353.613	371.238	435.292	533.68	383.123
MvSl-1064-A1-R4_MC09-2g09321	1937	2065	1048	1299	2946	3029
MvSl-1064-A1-R4_MC09-2g09322	0	0	3	3	0	0
MvSl-1064-A1-R4_MC09-2g09323	1805	2214	4124	5134	3255	2636
MvSl-1064-A1-R4_MC09-2g09324	3143	3123	4362	5039	6649	6675
MvSl-1064-A1-R4_MC09-2g09325	5	8	1	0	2	6
MvSl-1064-A1-R4_MC09-2g09326	742.251	1105.55	326.093	532.191	514.335	1156.99
MvSl-1064-A1-R4_MC09-2g09327	700	1154	2817	3959	1512	875
MvSl-1064-A1-R4_MC09-2g09328	11	9	10	21	23	31
MvSl-1064-A1-R4_MC09-2g09329	3	2	2	1	2	8
MvSl-1064-A1-R4_MC09-2g09330	186	149	151	241	157	230
MvSl-1064-A1-R4_MC09-2g09331	143	135	241	287	187	178
MvSl-1064-A1-R4_MC09-2g09332	9.82237	16.0719	22.4302	24.449	10.3866	7.85382
MvSl-1064-A1-R4_MC09-2g09333	2294	1940	950	1142	2988	3582
MvSl-1064-A1-R4_MC09-2g09334	2050	2764	1799	1998	2626	3476
MvSl-1064-A1-R4_MC09-2g09335	3189	3623	2667	3535	3049	3803
MvSl-1064-A1-R4_MC09-2g09336	5636	7468	1847	3818	4054	8066
MvSl-1064-A1-R4_MC09-2g09337	2143	2558	1061	1906	2096	3160
MvSl-1064-A1-R4_MC09-2g09338	151	173	309	508	200	214
MvSl-1064-A1-R4_MC09-2g09339	977	928	682	775	1108	881
MvSl-1064-A1-R4_MC09-2g09340	3653	4765	1943	3425	2463	5101
MvSl-1064-A1-R4_MC09-2g09341	993	1334	2032	3484	1303	1420
MvSl-1064-A1-R4_MC09-2g09342	4928	4936	2059	2328	2934	4659
MvSl-1064-A1-R4_MC09-2g09343	225	312	148	130	117	169
MvSl-1064-A1-R4_MC09-2g09344	1621	1396	2054	1331	3214	3339
MvSl-1064-A1-R4_MC09-2g09345	9	8	3	0	3	9
MvSl-1064-A1-R4_MC09-2g09346	611	526	1050	1758	850	796
MvSl-1064-A1-R4_MC09-2g09347	868	992	1809	3131	1099	1184
MvSl-1064-A1-R4_MC09-2g09348	2022	2190	2074	2869	2700	2505
MvSl-1064-A1-R4_MC09-2g09349	2090	1828	461	482	2931	2779
MvSl-1064-A1-R4_MC09-2g09350	1646	1697	1500	2114	2131	1843
MvSl-1064-A1-R4_MC09-2g09351	737	1103	433	644	694	1299
MvSl-1064-A1-R4_MC09-2g09352	953	1140	837	1227	795	1392
MvSl-1064-A1-R4_MC09-2g09353	1057	976	1344	1789	2227	2127
MvSl-1064-A1-R4_MC09-2g09354	649	758	1419	2800	848	736
MvSl-1064-A1-R4_MC09-2g09355	1481	1903	2565	4233	1742	1867
MvSl-1064-A1-R4_MC09-2g09356	6144	6171	4645	6139	7085	6899
MvSl-1064-A1-R4_MC09-2g09357	232	489	420	687	211	238
MvSl-1064-A1-R4_MC09-2g09358	731	854	904	1437	846	807
MvSl-1064-A1-R4_MC09-2g09359	1443	1505	1354	1885	2184	1886
MvSl-1064-A1-R4_MC09-2g09360	2	3	3	6	4	1
MvSl-1064-A1-R4_MC09-2g09361	32	44	41	19	22	34
MvSl-1064-A1-R4_MC09-2g09362	167	185	306	473	296	259
MvSl-1064-A1-R4_MC09-2g09363	366	319	591	924	508	413
MvSl-1064-A1-R4_MC09-2g09364	3036	2217	2103	2104	4038	4843
MvSl-1064-A1-R4_MC09-2g09365	2920	2955	4478	8321	4275	3947
MvSl-1064-A1-R4_MC09-2g09366	8889	7329	8117	9242	10048	7894
MvSl-1064-A1-R4_MC09-2g09367	1187	879	808	916	1930	1696
MvSl-1064-A1-R4_MC09-2g09368	770	724	1099	1559	1180	835
MvSl-1064-A1-R4_MC09-2g09369	734	896	953	1588	1283	1095
MvSl-1064-A1-R4_MC09-2g09370	1591	1638	3488	5482	2223	1848
MvSl-1064-A1-R4_MC09-2g09371	1041	969	1169	1451	1676	1688
MvSl-1064-A1-R4_MC09-2g09372	0	0	5	1	3	1
MvSl-1064-A1-R4_MC09-2g09373	17	21	1	6	135	118
MvSl-1064-A1-R4_MC09-2g09374	547	709	685	1125	1532	1262
MvSl-1064-A1-R4_MC09-2g09375	954	872	790	839	1153	1166
MvSl-1064-A1-R4_MC09-2g09376	1384	1240	1591	2338	2378	2235
MvSl-1064-A1-R4_MC09-2g09377	3609	3511	2517	3852	4939	4791
MvSl-1064-A1-R4_MC09-2g09378	716	826	1011	1373	1140	828
MvSl-1064-A1-R4_MC09-2g09379	7	3	0	0	0	1
MvSl-1064-A1-R4_MC09-2g09380	375	310	4	4	148	149
MvSl-1064-A1-R4_MC09-2g09381	215	339	396	697	318	241
MvSl-1064-A1-R4_MC09-2g09382	467	341	1461	2585	538	613
MvSl-1064-A1-R4_MC09-2g09383	704	878	1757	3334	1006	863
MvSl-1064-A1-R4_MC09-2g09384	1722.66	1587.72	1754.3	2324.97	2390.25	2210.22
MvSl-1064-A1-R4_MC09-2g09385	1339	1435	1323	1731	1864	2004
MvSl-1064-A1-R4_MC09-2g09386	262	348	570	675	670	539
MvSl-1064-A1-R4_MC09-2g09387	1754	1613	1035	1058	1540	1444
MvSl-1064-A1-R4_MC09-2g09388	2613	3268	2573	3930	4140	4462
MvSl-1064-A1-R4_MC09-2g09389	2193	4477	4240	6468	3378	2820
MvSl-1064-A1-R4_MC09-2g09390	1268	1739	2098	2940	1385	1330
MvSl-1064-A1-R4_MC09-2g09391	1420	3092	9795	18201	2893	1987
MvSl-1064-A1-R4_MC09-2g09392	2169	2675	4933	7961	3066	2989
MvSl-1064-A1-R4_MC09-2g09393	17288	29592	4771	11509	33805	30646
MvSl-1064-A1-R4_MC09-2g09394	91	73	6	9	73	109
MvSl-1064-A1-R4_MC09-2g09395	375	474	523	645	665	740
MvSl-1064-A1-R4_MC09-2g09396	3649	3249	1891	2163	9462	7626
MvSl-1064-A1-R4_MC09-2g09397	3219	3505	2650	3151	4709	5009
MvSl-1064-A1-R4_MC09-2g09398	1577	1938	2697	4543	3448	3577
MvSl-1064-A1-R4_MC09-2g09399	7119	9373	15540	23885	10771	8800
MvSl-1064-A1-R4_MC09-2g09400	128	284	369	419	271	276
MvSl-1064-A1-R4_MC09-2g09401	26.7419	40.5796	76.7527	93.4592	43.8742	62.3447
MvSl-1064-A1-R4_MC09-2g09402	1479	1356	1001	1052	1907	1719
MvSl-1064-A1-R4_MC09-2g09403	3095	4355	3004	5517	3183	4060
MvSl-1064-A1-R4_MC09-2g09404	1524	1691	3472	5460	2324	2136
MvSl-1064-A1-R4_MC09-2g09405	135	163	191	295	184	267
MvSl-1064-A1-R4_MC09-2g09406	242	2133	4903	3036	190	868
MvSl-1064-A1-R4_MC09-2g09407	1161	1351	3010	2893	2242	1305
MvSl-1064-A1-R4_MC09-2g09408	331	446	737	918	517	434
MvSl-1064-A1-R4_MC09-2g09409	1621	1772	571	794	2622	2926
MvSl-1064-A1-R4_MC09-2g09410	1831	1722	1915	2208	2467	2098
