gene	A1_1	A1_2	A2_1	A2_2
MvSl-1064-A1-R4_MC10-1g09765	117	195	163	116
MvSl-1064-A1-R4_MC10-1g09766	2411	5129	2748	2630
MvSl-1064-A1-R4_MC10-1g09767	409	547	535	469
MvSl-1064-A1-R4_MC10-1g09768	13309	23141	31498	29473
MvSl-1064-A1-R4_MC10-1g09769	10067	17005	12212	12448
MvSl-1064-A1-R4_MC10-1g09770	1679	1990	1869	2218
MvSl-1064-A1-R4_MC10-1g09771	842	947	1376	1370
MvSl-1064-A1-R4_MC10-1g09772	473.822	553.261	520.978	583.676
MvSl-1064-A1-R4_MC10-1g09774	1126.08	1230.87	1040.06	1020.86
MvSl-1064-A1-R4_MC10-1g09775	2	0	0	0
MvSl-1064-A1-R4_MC10-1g09776	979.286	1151.25	874.881	850.849
MvSl-1064-A1-R4_MC10-1g09777	2285	2598	3299	3596
MvSl-1064-A1-R4_MC10-1g09778	3768	6314	3466	2674
MvSl-1064-A1-R4_MC10-1g09779	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09781	8641	11714	5056	4575
MvSl-1064-A1-R4_MC10-1g09782	20745	29124	10696	9523
MvSl-1064-A1-R4_MC10-1g09783	3429	4915	4965	4768
MvSl-1064-A1-R4_MC10-1g09784	755.56	794.323	1211.25	1359.35
MvSl-1064-A1-R4_MC10-1g09785	38	72	14	8
MvSl-1064-A1-R4_MC10-1g09786	0	1	2	0
MvSl-1064-A1-R4_MC10-1g09787	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09788	3579	6649	4329	4581
MvSl-1064-A1-R4_MC10-1g09789	289.651	407.192	257	226.216
MvSl-1064-A1-R4_MC10-1g09790	3971.96	6753.95	4924.95	5080.99
MvSl-1064-A1-R4_MC10-1g09791	5664	8816	9469	7641
MvSl-1064-A1-R4_MC10-1g09792	59927	62453	94091	75393
MvSl-1064-A1-R4_MC10-1g09793	1795.31	2749.44	2027.33	2142.7
MvSl-1064-A1-R4_MC10-1g09794	224.6	327.26	198.167	222.717
MvSl-1064-A1-R4_MC10-1g09795	31949	26198	37310	52078
MvSl-1064-A1-R4_MC10-1g09796	252.825	197.972	285.087	260.913
MvSl-1064-A1-R4_MC10-1g09797	2653	3110.65	3259	3008
MvSl-1064-A1-R4_MC10-1g09798	2241	3100	3135	2937
MvSl-1064-A1-R4_MC10-1g09799	3225	5933	4989	4878
MvSl-1064-A1-R4_MC10-1g09800	1168	1905	2376	2540
MvSl-1064-A1-R4_MC10-1g09803	40.1498	45.4242	48.4691	35.6352
MvSl-1064-A1-R4_MC10-1g09804	680.277	1270.75	893.89	830.326
MvSl-1064-A1-R4_MC10-1g09805	15	9.24282	19.0875	23.7538
MvSl-1064-A1-R4_MC10-1g09806	362.78	328.179	506.661	685.033
MvSl-1064-A1-R4_MC10-1g09808	3237	5813	4538	4329
MvSl-1064-A1-R4_MC10-1g09809	102	88	85	97
MvSl-1064-A1-R4_MC10-1g09810	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09811	2713	3365	3464	3114
MvSl-1064-A1-R4_MC10-1g09812	368	467	340	411
MvSl-1064-A1-R4_MC10-1g09813	13.1926	17.9536	13.7475	11.9518
MvSl-1064-A1-R4_MC10-1g09814	1225.18	2874.89	294.69	407.882
MvSl-1064-A1-R4_MC10-1g09815	40.0737	65.0803	53.0963	62.1151
MvSl-1064-A1-R4_MC10-1g09816	8	9	7	13
MvSl-1064-A1-R4_MC10-1g09817	1005.19	1469.05	1191.42	1191.2
MvSl-1064-A1-R4_MC10-1g09818	1578	1892	2668	2434
MvSl-1064-A1-R4_MC10-1g09819	22	10.0061	18.5685	16
MvSl-1064-A1-R4_MC10-1g09820	0	0	2.00271	0
MvSl-1064-A1-R4_MC10-1g09821	6	4	4	10
MvSl-1064-A1-R4_MC10-1g09822	0	0	3	2
MvSl-1064-A1-R4_MC10-1g09823	1	3	2	3
MvSl-1064-A1-R4_MC10-1g09824	1	2	2	4
MvSl-1064-A1-R4_MC10-1g09825	2	1	5	2
MvSl-1064-A1-R4_MC10-1g09826	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09827	0	0	1.08459	0
MvSl-1064-A1-R4_MC10-1g09828	1	0	2	1
MvSl-1064-A1-R4_MC10-1g09829	16.1684	5.04207	9.08635	11.2253
MvSl-1064-A1-R4_MC10-1g09830	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09831	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09832	11.0417	6.01515	11.0631	6.0663
MvSl-1064-A1-R4_MC10-1g09833	65.1272	60.6843	128.786	99.7186
MvSl-1064-A1-R4_MC10-1g09834	16.1274	19.5701	14.2953	13.0134
MvSl-1064-A1-R4_MC10-1g09835	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09836	0	0	0	1.02043
MvSl-1064-A1-R4_MC10-1g09837	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09838	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09839	5.02255	5.67877	2.39303	8.07462
MvSl-1064-A1-R4_MC10-1g09840	36.9157	1.39428e-06	21.31	11.8036
MvSl-1064-A1-R4_MC10-1g09841	6.0072	41.9452	0	0.0372494
MvSl-1064-A1-R4_MC10-1g09842	10.4424	4.28147	5.86883	4.91352
MvSl-1064-A1-R4_MC10-1g09843	3.37501	3.63728	0	0
MvSl-1064-A1-R4_MC10-1g09844	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09845	1.12215	1.20688	1.08703	1.0893
MvSl-1064-A1-R4_MC10-1g09846	2.33815	0	0	2.34834
MvSl-1064-A1-R4_MC10-1g09847	53.2532	54.8672	107.685	144.913
MvSl-1064-A1-R4_MC10-1g09848	1.33401	0	0	0
MvSl-1064-A1-R4_MC10-1g09849	0	1.41606	0	0
MvSl-1064-A1-R4_MC10-1g09850	99.5086	85.2202	60.9426	39.041
MvSl-1064-A1-R4_MC10-1g09851	0	0.979094	0	1.08554
MvSl-1064-A1-R4_MC10-1g09852	0	0	0	0
MvSl-1064-A1-R4_MC10-1g09854	2.48365	4.51512	120.524	174.47
MvSl-1064-A1-R4_MC10-2g09858	63.9702	55.495	6.46368	11.3681
MvSl-1064-A1-R4_MC10-2g09859	1.32899	0	0	1.31523
MvSl-1064-A1-R4_MC10-2g09860	0	0	1.00186	1.80917
MvSl-1064-A1-R4_MC10-2g09861	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09863	9.85668	8.92052	8.03413	7.50269
MvSl-1064-A1-R4_MC10-2g09864	5.44893	2.87473	7.90664	2.1405
MvSl-1064-A1-R4_MC10-2g09865	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09867	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09868	21.0619	10.0524	9.0654	6.03224
MvSl-1064-A1-R4_MC10-2g09869	0	0	1.00585	0
MvSl-1064-A1-R4_MC10-2g09870	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09871	18.6494	15.8303	25.2875	27.5443
MvSl-1064-A1-R4_MC10-2g09873	84.9017	75.8886	89.7688	120.87
MvSl-1064-A1-R4_MC10-2g09874	6.01874	2.00467	1	5.00578
MvSl-1064-A1-R4_MC10-2g09875	425.786	405.588	311	359.741
MvSl-1064-A1-R4_MC10-2g09876	20	17	9	21
MvSl-1064-A1-R4_MC10-2g09877	362	333.746	282	328
MvSl-1064-A1-R4_MC10-2g09878	238.469	220.481	205	226
MvSl-1064-A1-R4_MC10-2g09879	496.847	327.34	442.885	444.4
MvSl-1064-A1-R4_MC10-2g09880	83.7898	78	56	72
MvSl-1064-A1-R4_MC10-2g09881	24259	42769	29989	34047
MvSl-1064-A1-R4_MC10-2g09882	2541	3150	4211	4067
MvSl-1064-A1-R4_MC10-2g09883	4451	6134	7669	7058
MvSl-1064-A1-R4_MC10-2g09884	1677	2469	3197	3212
MvSl-1064-A1-R4_MC10-2g09885	263.821	415.369	48.5249	33.9917
MvSl-1064-A1-R4_MC10-2g09886	385	517.656	782.522	723
MvSl-1064-A1-R4_MC10-2g09887	1826	2772	2741	2616
MvSl-1064-A1-R4_MC10-2g09888	0	5.62913	0	1.87606
MvSl-1064-A1-R4_MC10-2g09889	71.128	72.9189	64.9789	83.3441
MvSl-1064-A1-R4_MC10-2g09890	301.959	320.167	440.719	472.037
MvSl-1064-A1-R4_MC10-2g09891	3785	4871	5121	4886
MvSl-1064-A1-R4_MC10-2g09892	4288	5457	4145	4219
MvSl-1064-A1-R4_MC10-2g09893	1737	2767	3152	2941
MvSl-1064-A1-R4_MC10-2g09894	2047	2513	2686	2795
MvSl-1064-A1-R4_MC10-2g09895	9853	11314	11902	14661
MvSl-1064-A1-R4_MC10-2g09896	579	803	701	732
MvSl-1064-A1-R4_MC10-2g09897	571	633	618	616
MvSl-1064-A1-R4_MC10-2g09898	8830	13067	23194	14883
MvSl-1064-A1-R4_MC10-2g09899	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09901	243.366	459.606	229.217	196.138
MvSl-1064-A1-R4_MC10-2g09902	679.747	796.798	717.166	1014.55
MvSl-1064-A1-R4_MC10-2g09903	3870	6216	4852	5167
MvSl-1064-A1-R4_MC10-2g09904	626	737	606	524
MvSl-1064-A1-R4_MC10-2g09905	13128	21170	25503	20675
MvSl-1064-A1-R4_MC10-2g09906	9865	17180	21935	19583
MvSl-1064-A1-R4_MC10-2g09907	1976	2399	2727	2943
MvSl-1064-A1-R4_MC10-2g09908	31.9218	36.2479	34.8863	32.1797
MvSl-1064-A1-R4_MC10-2g09909	0	1.06439	2	2
MvSl-1064-A1-R4_MC10-2g09910	14.8108	26.9725	28.38	20.399
MvSl-1064-A1-R4_MC10-2g09911	35.2043	27.0054	39.6215	39.6504
MvSl-1064-A1-R4_MC10-2g09913	279.367	488.807	242.833	262.311
MvSl-1064-A1-R4_MC10-2g09914	2560	2264	3200	3171
MvSl-1064-A1-R4_MC10-2g09915	7541	12578	5468	6054
MvSl-1064-A1-R4_MC10-2g09916	1373	1495	2466	1834
MvSl-1064-A1-R4_MC10-2g09917	16544	25978	37472	30441
MvSl-1064-A1-R4_MC10-2g09918	38.9279	63.3734	64.8421	45.3906
MvSl-1064-A1-R4_MC10-2g09920	0	0	1	2
MvSl-1064-A1-R4_MC10-2g09921	25	54	13	17
MvSl-1064-A1-R4_MC10-2g09922	19	47	15	14
MvSl-1064-A1-R4_MC10-2g09923	5.15634	0	0	1.17874
MvSl-1064-A1-R4_MC10-2g09924	117	138	78	91
MvSl-1064-A1-R4_MC10-2g09925	2046	2212	2067	2511
MvSl-1064-A1-R4_MC10-2g09926	66	96	140	175
MvSl-1064-A1-R4_MC10-2g09927	464	568	1082	1538
MvSl-1064-A1-R4_MC10-2g09928	9132	14721	19020	18250
MvSl-1064-A1-R4_MC10-2g09929	6902	13282	8853	8882
MvSl-1064-A1-R4_MC10-2g09930	1463	2030	1761	1626
MvSl-1064-A1-R4_MC10-2g09931	3010	5049	5362	5746
MvSl-1064-A1-R4_MC10-2g09932	172.079	237.281	253.12	205.544
MvSl-1064-A1-R4_MC10-2g09933	371.011	543.092	45.1438	36.1152
MvSl-1064-A1-R4_MC10-2g09934	2540	3934	5009	4354
MvSl-1064-A1-R4_MC10-2g09935	3876	6401	4283	3803
MvSl-1064-A1-R4_MC10-2g09936	883	1612	1797	1606
MvSl-1064-A1-R4_MC10-2g09937	2469	3553	3412	3149
MvSl-1064-A1-R4_MC10-2g09938	426.402	374.603	444.945	527.64
MvSl-1064-A1-R4_MC10-2g09939	25	16	15.6707	23
MvSl-1064-A1-R4_MC10-2g09940	74.715	55.0293	65.7926	48.8422
MvSl-1064-A1-R4_MC10-2g09941	42.2699	37	18	15
MvSl-1064-A1-R4_MC10-2g09942	777.58	755.013	600.48	619.006
MvSl-1064-A1-R4_MC10-2g09943	178	144	173	133
MvSl-1064-A1-R4_MC10-2g09944	1017.11	958.539	1087.39	986.669
MvSl-1064-A1-R4_MC10-2g09945	584	594	524	569
MvSl-1064-A1-R4_MC10-2g09946	49	41	30	37
MvSl-1064-A1-R4_MC10-2g09947	249.246	187.172	142	152.534
MvSl-1064-A1-R4_MC10-2g09948	1854.64	2468.62	1858.8	2017.47
MvSl-1064-A1-R4_MC10-2g09949	1016.89	1283.08	926.854	848.016
MvSl-1064-A1-R4_MC10-2g09950	275	627	416	417
MvSl-1064-A1-R4_MC10-2g09951	938	1389	1393	1606
MvSl-1064-A1-R4_MC10-2g09952	1011	1522	1469	1223
MvSl-1064-A1-R4_MC10-2g09953	1697	1675	2140	1958
MvSl-1064-A1-R4_MC10-2g09954	5580	13370	4126	6200
MvSl-1064-A1-R4_MC10-2g09955	3958	5187	5035	5831
MvSl-1064-A1-R4_MC10-2g09956	3868	4299	5658	5605
MvSl-1064-A1-R4_MC10-2g09957	1793	2682	2823	3109
MvSl-1064-A1-R4_MC10-2g09958	46550	54880	49052	37602
MvSl-1064-A1-R4_MC10-2g09959	621	1189	1370	1569
MvSl-1064-A1-R4_MC10-2g09960	2366	3178	4569	5119
MvSl-1064-A1-R4_MC10-2g09961	540	669	813	1100
MvSl-1064-A1-R4_MC10-2g09962	127	105	292	213
MvSl-1064-A1-R4_MC10-2g09963	140	150	372	325
MvSl-1064-A1-R4_MC10-2g09964	8	5	29	27
MvSl-1064-A1-R4_MC10-2g09965	19	23	35	33
MvSl-1064-A1-R4_MC10-2g09966	958	1316	1044	1042
MvSl-1064-A1-R4_MC10-2g09967	500	605	1278	1544
MvSl-1064-A1-R4_MC10-2g09968	634	508	1025	656
MvSl-1064-A1-R4_MC10-2g09969	3187	4540	4778	4292
MvSl-1064-A1-R4_MC10-2g09970	15	9	15	13
MvSl-1064-A1-R4_MC10-2g09971	1	2	1	1
MvSl-1064-A1-R4_MC10-2g09972	10.6346	8.15287	6.14466	4.01336
MvSl-1064-A1-R4_MC10-2g09973	0	1.00824	1.21846	0
MvSl-1064-A1-R4_MC10-2g09974	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09975	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09976	1464	2059	2048	2034
MvSl-1064-A1-R4_MC10-2g09977	1939	2525	2370	2287
MvSl-1064-A1-R4_MC10-2g09978	5939	7432	7919	8027
MvSl-1064-A1-R4_MC10-2g09979	105	89	117	104
MvSl-1064-A1-R4_MC10-2g09980	100	98	109	97
MvSl-1064-A1-R4_MC10-2g09981	1029	940	1239	1309
MvSl-1064-A1-R4_MC10-2g09982	4	2	0	1
MvSl-1064-A1-R4_MC10-2g09983	1252	1148	1613	1554
MvSl-1064-A1-R4_MC10-2g09984	899	1037	1677	1465
MvSl-1064-A1-R4_MC10-2g09985	1534	2849	2618	2037
MvSl-1064-A1-R4_MC10-2g09986	922	2164	754	1171
MvSl-1064-A1-R4_MC10-2g09987	12770	13239	14597	22936
MvSl-1064-A1-R4_MC10-2g09988	468	671	502	577
MvSl-1064-A1-R4_MC10-2g09989	414	435	506	631
MvSl-1064-A1-R4_MC10-2g09990	12759	20195	24216	19936
MvSl-1064-A1-R4_MC10-2g09991	30.6581	62.8844	0	4.41276
MvSl-1064-A1-R4_MC10-2g09992	510.437	627.69	665.482	626.253
MvSl-1064-A1-R4_MC10-2g09993	2392	3725	3837	3887
MvSl-1064-A1-R4_MC10-2g09994	17	18	19	15
MvSl-1064-A1-R4_MC10-2g09995	262	308	487	497
MvSl-1064-A1-R4_MC10-2g09996	44	34	70	70
MvSl-1064-A1-R4_MC10-2g09997	1600	1358	1717	1622
MvSl-1064-A1-R4_MC10-2g09998	2769	3246	2829	2419
MvSl-1064-A1-R4_MC10-2g09999	735	1121	990	1282
MvSl-1064-A1-R4_MC10-2g10000	996.982	1469.6	1676.81	2227.37
MvSl-1064-A1-R4_MC10-2g10001	33.2955	28.1163	28.7891	18.0283
MvSl-1064-A1-R4_MC10-2g10002	75.2026	38.6955	47.1051	47.5
MvSl-1064-A1-R4_MC10-2g10003	1612	626	946	424
MvSl-1064-A1-R4_MC10-2g10004	1442	1908	1561	1551
MvSl-1064-A1-R4_MC10-2g10005	2695	2959	3131	3314
MvSl-1064-A1-R4_MC10-2g10006	10256	18058	26623	20713
MvSl-1064-A1-R4_MC10-2g10007	14546	23734	31622	25011
MvSl-1064-A1-R4_MC10-2g10008	1817	2669	1965	1991
MvSl-1064-A1-R4_MC10-2g10009	16680	32721	24253	23417
MvSl-1064-A1-R4_MC10-2g10010	14	23	15	9
MvSl-1064-A1-R4_MC10-2g10011	11833	19867	13828	13530
MvSl-1064-A1-R4_MC10-2g10012	2676	2779	3755	3113
MvSl-1064-A1-R4_MC10-2g10013	421	511	483	459
MvSl-1064-A1-R4_MC10-2g10014	31	21	36	29
MvSl-1064-A1-R4_MC10-2g10015	2242	2714	2670	2621
MvSl-1064-A1-R4_MC10-2g10016	1405	819	1388	1517
MvSl-1064-A1-R4_MC10-2g10017	322	485	774	952
MvSl-1064-A1-R4_MC10-2g10018	780	842	880	781
MvSl-1064-A1-R4_MC10-2g10019	1871	2322	2440	2554
MvSl-1064-A1-R4_MC10-2g10020	3	1	2	8
MvSl-1064-A1-R4_MC10-2g10021	961	1170	1217	1054
MvSl-1064-A1-R4_MC10-2g10022	1775	3151	2325	2388
MvSl-1064-A1-R4_MC10-2g10023	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10024	1	0	1	0
MvSl-1064-A1-R4_MC10-2g10025	21816	32662	16434	31697
MvSl-1064-A1-R4_MC10-2g10026	1488	2335	1215	1803
MvSl-1064-A1-R4_MC10-2g10027	1493	2478	1250	1502
MvSl-1064-A1-R4_MC10-2g10028	302	461	901	713
MvSl-1064-A1-R4_MC10-2g10029	2099	2373	2400	2701
MvSl-1064-A1-R4_MC10-2g10030	3012	3226	5564	6855
MvSl-1064-A1-R4_MC10-2g10031	514	667	772	706
MvSl-1064-A1-R4_MC10-2g10032	1209	2030	2626	2087
MvSl-1064-A1-R4_MC10-2g10033	1439	2290	1704	1788
MvSl-1064-A1-R4_MC10-2g10034	485	849	722	724
MvSl-1064-A1-R4_MC10-2g10035	2479	3565	2891	2540
MvSl-1064-A1-R4_MC10-2g10036	1669	972	641	886
MvSl-1064-A1-R4_MC10-2g10037	237	193	138	100
MvSl-1064-A1-R4_MC10-2g10038	2192	669	452	559
MvSl-1064-A1-R4_MC10-2g10039	1631	2221	1802	2127
MvSl-1064-A1-R4_MC10-2g10040	346	702	469	360
MvSl-1064-A1-R4_MC10-2g10041	2627	3617	2860	3016
MvSl-1064-A1-R4_MC10-2g10042	596	909	1140	1297
MvSl-1064-A1-R4_MC10-2g10043	1857	2023	4281	3409
MvSl-1064-A1-R4_MC10-2g10044	622	820	818	653
MvSl-1064-A1-R4_MC10-2g10045	1231	630	710	326
MvSl-1064-A1-R4_MC10-2g10046	98.3088	136.565	111.252	93.6336
MvSl-1064-A1-R4_MC10-2g10047	3.63617	12.8837	11.3837	13.6392
MvSl-1064-A1-R4_MC10-2g10048	1602	2411	2343	2505
MvSl-1064-A1-R4_MC10-2g10049	119	64	47	63
MvSl-1064-A1-R4_MC10-2g10050	11	2	5	10
MvSl-1064-A1-R4_MC10-2g10051	24	22	49	85
MvSl-1064-A1-R4_MC10-2g10052	3909	5528	4763	5234
MvSl-1064-A1-R4_MC10-2g10053	3571	5086	4791	4660
MvSl-1064-A1-R4_MC10-2g10054	2203.29	3313.87	2328.68	2140.5
MvSl-1064-A1-R4_MC10-2g10055	14.7905	10.1237	25.2164	20.012
MvSl-1064-A1-R4_MC10-2g10056	1.26041	1.45737	3.48664	5.25857
MvSl-1064-A1-R4_MC10-2g10057	3297.73	1232.88	2904.23	2080.29
MvSl-1064-A1-R4_MC10-2g10058	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10059	852	1672	1721	1641
MvSl-1064-A1-R4_MC10-2g10060	1941	2908	2849	2688
MvSl-1064-A1-R4_MC10-2g10061	6230	6224	6807	8122
MvSl-1064-A1-R4_MC10-2g10062	265	258	315	367
MvSl-1064-A1-R4_MC10-2g10063	689	915	951	902
MvSl-1064-A1-R4_MC10-2g10064	2289	2949	2748	3248
MvSl-1064-A1-R4_MC10-2g10065	1442	2134	3194	3231
MvSl-1064-A1-R4_MC10-2g10066	30	34	40	61
MvSl-1064-A1-R4_MC10-2g10067	159.283	65.7935	962.808	974.78
MvSl-1064-A1-R4_MC10-2g10068	597.717	134.207	554.192	545.22
MvSl-1064-A1-R4_MC10-2g10069	8180	13542	9610	9571
MvSl-1064-A1-R4_MC10-2g10070	2746	3813	3537	3390
MvSl-1064-A1-R4_MC10-2g10071	2656	5074	3540	3789
MvSl-1064-A1-R4_MC10-2g10072	1406	2656	2662	2663
MvSl-1064-A1-R4_MC10-2g10073	933	1246	1322	1640
MvSl-1064-A1-R4_MC10-2g10074	581	964	562	692
MvSl-1064-A1-R4_MC10-2g10075	8	4	8	17
MvSl-1064-A1-R4_MC10-2g10076	6119	6191	9050	9739
MvSl-1064-A1-R4_MC10-2g10077	1011.41	1248.25	957.737	1072.41
MvSl-1064-A1-R4_MC10-2g10078	64.9509	64.6997	126.096	188.321
MvSl-1064-A1-R4_MC10-2g10079	363.324	338.213	795.596	682.606
MvSl-1064-A1-R4_MC10-2g10080	6399	9678	13899	11602
MvSl-1064-A1-R4_MC10-2g10081	866.706	855.133	958.316	758.498
MvSl-1064-A1-R4_MC10-2g10082	6477	8283	8622	8572
MvSl-1064-A1-R4_MC10-2g10083	1750	2655	3053	3001
MvSl-1064-A1-R4_MC10-2g10084	7077	12476	6538	7855
MvSl-1064-A1-R4_MC10-2g10085	2518	3326	4939	5091
MvSl-1064-A1-R4_MC10-2g10086	404	588	990	1145
MvSl-1064-A1-R4_MC10-2g10087	1011	1429	848	1234
MvSl-1064-A1-R4_MC10-2g10088	397	545	774	605
MvSl-1064-A1-R4_MC10-2g10089	331	258	394	361
MvSl-1064-A1-R4_MC10-2g10090	206	129	80	98
MvSl-1064-A1-R4_MC10-2g10091	3301	5496	4446	4060
MvSl-1064-A1-R4_MC10-2g10092	49	17	23	21
MvSl-1064-A1-R4_MC10-2g10093	4250	2696	2945	3203
MvSl-1064-A1-R4_MC10-2g10094	423.657	383.602	445.687	433.559
MvSl-1064-A1-R4_MC10-2g10095	4119	5541	5873	5098
MvSl-1064-A1-R4_MC10-2g10096	4878	6829	6968	6686
MvSl-1064-A1-R4_MC10-2g10097	5864	7656	8453	6656
MvSl-1064-A1-R4_MC10-2g10098	6472	13672	4217	7336
MvSl-1064-A1-R4_MC10-2g10099	2154	3273	3628	3456
MvSl-1064-A1-R4_MC10-2g10100	32.1329	61.0975	41.3559	47.7356
MvSl-1064-A1-R4_MC10-2g10101	9	5	14	18
MvSl-1064-A1-R4_MC10-2g10102	14019	15178	16556	16769
MvSl-1064-A1-R4_MC10-2g10103	2646	3899	3437	3306
MvSl-1064-A1-R4_MC10-2g10104	3032	4427	4164	4339
MvSl-1064-A1-R4_MC10-2g10105	1159	790	1426	2254
MvSl-1064-A1-R4_MC10-2g10106	1892	1882	2842	2909
MvSl-1064-A1-R4_MC10-2g10107	3941	6657	5875	6194
MvSl-1064-A1-R4_MC10-2g10108	554	792	864	1023
MvSl-1064-A1-R4_MC10-2g10109	444.839	456.639	510.726	589.969
MvSl-1064-A1-R4_MC10-2g10110	10202	26568	15284	15795
MvSl-1064-A1-R4_MC10-2g10111	4589	6146	6649	6156
MvSl-1064-A1-R4_MC10-2g10112	2585	4681	4875	3954
MvSl-1064-A1-R4_MC10-2g10113	859	1543	858	986
MvSl-1064-A1-R4_MC10-2g10114	276	117	165	175
MvSl-1064-A1-R4_MC10-2g10115	11	5	23	23
MvSl-1064-A1-R4_MC10-2g10116	76	33	125	143
MvSl-1064-A1-R4_MC10-2g10117	3218	3912	3687	4293
MvSl-1064-A1-R4_MC10-2g10118	85	198	108	161
MvSl-1064-A1-R4_MC10-2g10119	1486.51	2277.77	1586.49	1703.49
MvSl-1064-A1-R4_MC10-2g10121	12.0799	6.02158	6.36342	4.02096
MvSl-1064-A1-R4_MC10-2g10122	175.27	275.011	160.517	262.633
MvSl-1064-A1-R4_MC10-2g10123	184.003	382.771	113.96	195.306
MvSl-1064-A1-R4_MC10-2g10124	3	1	2	3
MvSl-1064-A1-R4_MC10-2g10125	44.4899	40.2275	55.5072	56.5115
MvSl-1064-A1-R4_MC10-2g10126	2637	2737	3218	4723
MvSl-1064-A1-R4_MC10-2g10127	3414	3822	5004	4684
MvSl-1064-A1-R4_MC10-2g10128	498	802	889	934
MvSl-1064-A1-R4_MC10-2g10130	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10132	906.94	1121.23	3338.63	4202.72
MvSl-1064-A1-R4_MC10-2g10133	232.471	127.005	219.318	146.522
MvSl-1064-A1-R4_MC10-2g10134	9.90708	20.4856	71.3195	136.625
MvSl-1064-A1-R4_MC10-2g10135	2.4267	0	8.94106	0
MvSl-1064-A1-R4_MC10-2g10136	663.127	1285.07	589.044	726.357
MvSl-1064-A1-R4_MC10-2g10138	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10139	0	0	0	0
MvSl-1064-A1-R4_MC11g10154	17.0534	22.7482	40.4124	25.3187
MvSl-1064-A1-R4_MC11g10156	9.34494	4.05348	5.097	4.09249
MvSl-1064-A1-R4_MC11g10157	2428	3968	3403	3283
MvSl-1064-A1-R4_MC11g10158	1797	3346	2969	2919
MvSl-1064-A1-R4_MC11g10159	3431	6522	4201	4063
MvSl-1064-A1-R4_MC11g10160	977	1589	1964	1704
MvSl-1064-A1-R4_MC11g10161	0	1.11476	0	0
MvSl-1064-A1-R4_MC11g10162	606	1086	1118	1086
MvSl-1064-A1-R4_MC11g10163	2500	4618	3630	3959
MvSl-1064-A1-R4_MC11g10164	6924	12021	7845	8447
MvSl-1064-A1-R4_MC11g10165	0	0	2	1
MvSl-1064-A1-R4_MC11g10166	380.326	393.153	410.131	430.708
MvSl-1064-A1-R4_MC11g10167	0	0	0	0
MvSl-1064-A1-R4_MC11g10168	2	1	0	1
MvSl-1064-A1-R4_MC11g10169	1563	2388	2013	1819
MvSl-1064-A1-R4_MC11g10170	2183	2769	2768	2783
MvSl-1064-A1-R4_MC11g10171	1537	2650	2190	1972
MvSl-1064-A1-R4_MC11g10172	1	2	0	0
MvSl-1064-A1-R4_MC11g10173	1	1	1	0
MvSl-1064-A1-R4_MC11g10174	2	2	0	2
MvSl-1064-A1-R4_MC11g10175	18.4351	15	18	13
MvSl-1064-A1-R4_MC11g10176	214	330	263	320
MvSl-1064-A1-R4_MC11g10177	503.768	991.995	511.9	410.835
MvSl-1064-A1-R4_MC11g10178	5.25395	1.4739	6.39065	13.5973
MvSl-1064-A1-R4_MC11g10179	48.1953	109.556	67.9738	74.8249
MvSl-1064-A1-R4_MC11g10180	18.5033	22.8082	35.2665	34.5141
MvSl-1064-A1-R4_MC11g10181	49.3745	54.4811	106.153	159.612
MvSl-1064-A1-R4_MC11g10183	1.02696	1.02781	3.17688	0
MvSl-1064-A1-R4_MC11g10184	3	2	2	1
MvSl-1064-A1-R4_MC11g10185	0	0	0	1.54581e-07
MvSl-1064-A1-R4_MC11g10186	5	0	6.88831	1.25853
MvSl-1064-A1-R4_MC11g10187	27.0661	21.1946	18.2926	15.0769
MvSl-1064-A1-R4_MC11g10188	94.3754	81	94.5857	66.5833
MvSl-1064-A1-R4_MC11g10189	125.089	139.271	146.582	157.141
MvSl-1064-A1-R4_MC11g10190	0	0	0	2.75214
MvSl-1064-A1-R4_MC11g10191	1.22586	8.33113	6.41225	2.79011
MvSl-1064-A1-R4_MC11g10192	1249.68	1334.8	1313.28	1174.79
MvSl-1064-A1-R4_MC11g10193	11.2563	8.21916	11.372	8.23706
MvSl-1064-A1-R4_MC11g10194	89	102	82	76
MvSl-1064-A1-R4_MC11g10195	0	0	0	0
