gene	M1	M2	M3
MinSal-1389-A1-17072018_C011g06604	475	568	424
MinSal-1389-A1-17072018_C011g06605	13	19	6
MinSal-1389-A1-17072018_C011g06607	317	361	165
MinSal-1389-A1-17072018_C011g06608	58	108	45
MinSal-1389-A1-17072018_C011g06609	6	5	1
MinSal-1389-A1-17072018_C011g06611	554	721	370
MinSal-1389-A1-17072018_C011g06612	125	235	90
MinSal-1389-A1-17072018_C011g06613	598	855	314
MinSal-1389-A1-17072018_C011g06614	0	0	0
MinSal-1389-A1-17072018_C011g06615	17	7	10
MinSal-1389-A1-17072018_C011g06616	566	640	441
MinSal-1389-A1-17072018_C011g06617	302	331	232
MinSal-1389-A1-17072018_C011g06619	0	0	0
MinSal-1389-A1-17072018_C011g06620	96	49	66
MinSal-1389-A1-17072018_C011g06621	3671	4016	2452
MinSal-1389-A1-17072018_C011g06622	0	0	0
MinSal-1389-A1-17072018_C011g06623	0	0	0
MinSal-1389-A1-17072018_C011g06624	180	178	120
MinSal-1389-A1-17072018_C011g06626	5305	3978	5793
MinSal-1389-A1-17072018_C011g06627	314	381	289
MinSal-1389-A1-17072018_C011g06629	5097	5721	3361
MinSal-1389-A1-17072018_C011g06630	0	0	0
MinSal-1389-A1-17072018_C011g06631	158	172	75
MinSal-1389-A1-17072018_C011g06632	0	0	0
MinSal-1389-A1-17072018_C011g06633	455	571	156
MinSal-1389-A1-17072018_C011g06634	558	608	339
MinSal-1389-A1-17072018_C011g06635	225	316	125
MinSal-1389-A1-17072018_C011g06636	4926	5929	2960
MinSal-1389-A1-17072018_C011g06637	314	391	208
MinSal-1389-A1-17072018_C011g06638	6754	8424	4402
MinSal-1389-A1-17072018_C011g06639	0	0	0
MinSal-1389-A1-17072018_C011g06640	239	344	209
MinSal-1389-A1-17072018_C011g06641	3	1	1
MinSal-1389-A1-17072018_C011g06642	7804	7807	6141
MinSal-1389-A1-17072018_C011g06643	0	0	0
MinSal-1389-A1-17072018_C011g06644	0	0	0
MinSal-1389-A1-17072018_C011g06645	642.482	766.295	416.047
MinSal-1389-A1-17072018_C011g06646	0	1	0
MinSal-1389-A1-17072018_C011g06648	0	0	0
MinSal-1389-A1-17072018_C011g06649	269	381	163
MinSal-1389-A1-17072018_C011g06652	251	380	202
MinSal-1389-A1-17072018_C011g06653	6277	8418	4149
MinSal-1389-A1-17072018_C011g06654	224	249	151
MinSal-1389-A1-17072018_C011g06655	448	632	285
MinSal-1389-A1-17072018_C011g06656	1285	1340	860
MinSal-1389-A1-17072018_C011g06657	182	236	145
MinSal-1389-A1-17072018_C011g06658	130	130	88
MinSal-1389-A1-17072018_C011g06659	677	741	430
MinSal-1389-A1-17072018_C011g06660	0	0	0
MinSal-1389-A1-17072018_C011g06661	0	0	0
MinSal-1389-A1-17072018_C011g06662	0	0	0
MinSal-1389-A1-17072018_C011g06663	1458	1782	942
MinSal-1389-A1-17072018_C011g06664	3638	3967	2000
MinSal-1389-A1-17072018_C011g06665	0	0	0
MinSal-1389-A1-17072018_C011g06666	20034.7	19342	16513.4
MinSal-1389-A1-17072018_C011g06668	5	0	0
MinSal-1389-A1-17072018_C011g06669	6	4	3
MinSal-1389-A1-17072018_C011g06670	0	0	0
MinSal-1389-A1-17072018_C011g06671	420	532	143
MinSal-1389-A1-17072018_C011g06674	175	235	82
MinSal-1389-A1-17072018_C011g06675	97	163	65
MinSal-1389-A1-17072018_C011g06676	919	1215	696
MinSal-1389-A1-17072018_C011g06677	570	684	345
MinSal-1389-A1-17072018_C011g06678	521	584	229
MinSal-1389-A1-17072018_C011g06686	319	343	232
MinSal-1389-A1-17072018_C011g06690	131	118	89
MinSal-1389-A1-17072018_C011g06691	131	142	58
MinSal-1389-A1-17072018_C011g06692	0	0	0
MinSal-1389-A1-17072018_C011g06693	3	5	5
MinSal-1389-A1-17072018_C011g06694	1439	1683	1033
MinSal-1389-A1-17072018_C011g06695	1837	1985	1092
MinSal-1389-A1-17072018_C011g06696	214	303	225
MinSal-1389-A1-17072018_C011g06697	31321	23084	20764
MinSal-1389-A1-17072018_C011g06699	2	3	0
MinSal-1389-A1-17072018_C011g06709	867	646	728
MinSal-1389-A1-17072018_C011g06710	5521	6212	2536
MinSal-1389-A1-17072018_C011g06711	352	430	239
MinSal-1389-A1-17072018_C011g06712	7	5	5
MinSal-1389-A1-17072018_C011g06713	657	619	272
MinSal-1389-A1-17072018_C011g06714	2653	2400	1815
MinSal-1389-A1-17072018_C011g06715	10346	7573	7135
MinSal-1389-A1-17072018_C011g06716	428	479	248
MinSal-1389-A1-17072018_C011g06717	1	0	0
MinSal-1389-A1-17072018_C011g06718	1587	1489	910
MinSal-1389-A1-17072018_C011g06720	0	0	0
MinSal-1389-A1-17072018_C011g06721	2516	3394	971
MinSal-1389-A1-17072018_C011g06722	249	309	100
MinSal-1389-A1-17072018_C011g06723	435	528	366
MinSal-1389-A1-17072018_C011g06724	734	796	282
MinSal-1389-A1-17072018_C011g06725	0	0	0
MinSal-1389-A1-17072018_C011g06726	494	655	259
MinSal-1389-A1-17072018_C011g06727	100	65	46
MinSal-1389-A1-17072018_C011g06728	945	1010	498
MinSal-1389-A1-17072018_C011g06729	707	731	501
MinSal-1389-A1-17072018_C011g06730	150	127	75
MinSal-1389-A1-17072018_C011g06731	0	2	0
MinSal-1389-A1-17072018_C011g06732	1473	1773	1013
MinSal-1389-A1-17072018_C011g06733	5451	4778	2716
MinSal-1389-A1-17072018_C011g06735	1994	1880	1406
MinSal-1389-A1-17072018_C011g06736	545	585	347
MinSal-1389-A1-17072018_C011g06737	1325	1659	867
MinSal-1389-A1-17072018_C011g06738	426	706	202
MinSal-1389-A1-17072018_C011g06739	7668	9572	3520
MinSal-1389-A1-17072018_C011g06740	9424	10700	4989
MinSal-1389-A1-17072018_C011g06741	428	524	244
MinSal-1389-A1-17072018_C011g06742	382	384	179
MinSal-1389-A1-17072018_C011g06743	1029	1090	780
MinSal-1389-A1-17072018_C011g06744	0	0	0
MinSal-1389-A1-17072018_C011g06746	219	328	104
MinSal-1389-A1-17072018_C011g06747	3335	3115	3110
MinSal-1389-A1-17072018_C011g06748	0	0	0
MinSal-1389-A1-17072018_C011g06751	31	41	7
MinSal-1389-A1-17072018_C011g06752	5374	4781	3579
MinSal-1389-A1-17072018_C011g06753	18011	16916	10498
MinSal-1389-A1-17072018_C011g06755	434	452	346
MinSal-1389-A1-17072018_C011g06759	0	0	0
MinSal-1389-A1-17072018_C011g06761	330	478	201
MinSal-1389-A1-17072018_C011g06762	1133	1496	854
MinSal-1389-A1-17072018_C011g06763	577	389	247
MinSal-1389-A1-17072018_C011g06764	3102	3482	1609
MinSal-1389-A1-17072018_C011g06765	107	110	87
MinSal-1389-A1-17072018_C011g06766	788	990	375
MinSal-1389-A1-17072018_C011g06767	462	787	332
MinSal-1389-A1-17072018_C011g06768	0	2	0
MinSal-1389-A1-17072018_C011g06769	4584	4008	3792
MinSal-1389-A1-17072018_C011g06770	720	876	464
MinSal-1389-A1-17072018_C011g06771	4982	5993	3636
MinSal-1389-A1-17072018_C011g06774	1	0	0
MinSal-1389-A1-17072018_C011g06775	577	762	451
MinSal-1389-A1-17072018_C011g06776	0	0	0
MinSal-1389-A1-17072018_C011g06778	0	0	0
MinSal-1389-A1-17072018_C011g06779	1	0	0
MinSal-1389-A1-17072018_C011g06781	0	0	0
MinSal-1389-A1-17072018_C011g06782	763	806	349
MinSal-1389-A1-17072018_C011g06783	1	0	0
MinSal-1389-A1-17072018_C011g06784	930	1018	448
MinSal-1389-A1-17072018_C011g06786	0	0	0
MinSal-1389-A1-17072018_C011g06800	27498	22577	15650
MinSal-1389-A1-17072018_C011g06801	2096	2188	1425
MinSal-1389-A1-17072018_C011g06802	1	0	2
MinSal-1389-A1-17072018_C011g06803	3452	2271	2703
MinSal-1389-A1-17072018_C011g06804	194	133	200
MinSal-1389-A1-17072018_C011g06805	0	0	0
MinSal-1389-A1-17072018_C011g06806	0	0	0
MinSal-1389-A1-17072018_C011g06807	1618	2046	1017
MinSal-1389-A1-17072018_C011g06808	1634	2094	902
MinSal-1389-A1-17072018_C011g06809	7731	8590	5439
MinSal-1389-A1-17072018_C011g06810	3791	3818	2246
MinSal-1389-A1-17072018_C011g06811	815	1017	502
MinSal-1389-A1-17072018_C011g06813	0	0	0
MinSal-1389-A1-17072018_C011g06814	1053	1125	703
MinSal-1389-A1-17072018_C011g06815	168	219	102
MinSal-1389-A1-17072018_C011g06816	266	223	106
MinSal-1389-A1-17072018_C011g06817	806	1116	537
MinSal-1389-A1-17072018_C011g06818	180	222	73
MinSal-1389-A1-17072018_C011g06819	0	0	0
MinSal-1389-A1-17072018_C011g06822	569	527	449
MinSal-1389-A1-17072018_C011g06823	737.824	790.672	555.815
MinSal-1389-A1-17072018_C011g06824	310	260	306
MinSal-1389-A1-17072018_C011g06827	805.009	528.072	357.051
MinSal-1389-A1-17072018_C011g06829	992	1057	708
MinSal-1389-A1-17072018_C011g06830	619.085	359.928	147.853
MinSal-1389-A1-17072018_C011g06831	380	497	211
MinSal-1389-A1-17072018_C011g06832	773.422	784.091	367.55
MinSal-1389-A1-17072018_C011g06833	378	444	292
MinSal-1389-A1-17072018_C011g06835	774	1050	505
MinSal-1389-A1-17072018_C011g06836	0	0	0
MinSal-1389-A1-17072018_C011g06837	0	0	0
MinSal-1389-A1-17072018_C011g06838	1934	1879	1602
MinSal-1389-A1-17072018_C011g06839	0	0	0
MinSal-1389-A1-17072018_C011g06840	238	156	108
MinSal-1389-A1-17072018_C011g06848	48	36	37
MinSal-1389-A1-17072018_C011g06849	1122	1252	707
MinSal-1389-A1-17072018_C011g06850	186	269	135
MinSal-1389-A1-17072018_C011g06853	0	0	0
MinSal-1389-A1-17072018_C011g06854	715	594	568
MinSal-1389-A1-17072018_C011g06855	0	0	0
MinSal-1389-A1-17072018_C011g06860	947	986	632
MinSal-1389-A1-17072018_C011g06861	831	964	503
MinSal-1389-A1-17072018_C011g06863	1326	1843	785
MinSal-1389-A1-17072018_C011g06864	0	0	0
MinSal-1389-A1-17072018_C011g06866	255	275	143
MinSal-1389-A1-17072018_C011g06867	2273	2214	1897
MinSal-1389-A1-17072018_C011g06868	0	0	0
MinSal-1389-A1-17072018_C011g06869	1506	1685	1231
MinSal-1389-A1-17072018_C011g06871	1879.76	1960.27	1156.31
MinSal-1389-A1-17072018_C011g06872	0	0	0
MinSal-1389-A1-17072018_C011g06873	1120	1431	775
MinSal-1389-A1-17072018_C011g06874	16	30	10
MinSal-1389-A1-17072018_C011g06876	607	756	293
MinSal-1389-A1-17072018_C011g06877	46	70	23
MinSal-1389-A1-17072018_C011g06879	98	101	31
MinSal-1389-A1-17072018_C011g06880	96	131	51
MinSal-1389-A1-17072018_C011g06881	33	34	19
MinSal-1389-A1-17072018_C011g06882	1	1	1
MinSal-1389-A1-17072018_C011g06883	928	1227	626
MinSal-1389-A1-17072018_C011g06884	0	2	0
MinSal-1389-A1-17072018_C011g06885	0	0	1
MinSal-1389-A1-17072018_C011g06886	3073	2653	2205
MinSal-1389-A1-17072018_C011g06887	1680	1587	1280
MinSal-1389-A1-17072018_C011g06888	1632	1770	1422
MinSal-1389-A1-17072018_C011g06889	0	0	0
MinSal-1389-A1-17072018_C011g06890	830	850	543
MinSal-1389-A1-17072018_C011g06894	75	74	67
MinSal-1389-A1-17072018_C011g06904	0	0	0
MinSal-1389-A1-17072018_C011g06905	275	441	185
MinSal-1389-A1-17072018_C011g06906	81	93	33
MinSal-1389-A1-17072018_C011g06907	0	0	0
MinSal-1389-A1-17072018_C011g06908	425	439	269
MinSal-1389-A1-17072018_C011g06909	1090	1329	897
MinSal-1389-A1-17072018_C011g06910	763	934	519
MinSal-1389-A1-17072018_C011g06911	4754	6288	2749
MinSal-1389-A1-17072018_C011g06912	3816	4612	2044
MinSal-1389-A1-17072018_C011g06913	375	485	205
MinSal-1389-A1-17072018_C011g06914	1739	1938	1102
MinSal-1389-A1-17072018_C011g06915	0	0	0
MinSal-1389-A1-17072018_C011g06916	589	638	576
MinSal-1389-A1-17072018_C011g06917	0	0	0
MinSal-1389-A1-17072018_C011g06918	50	56	52
MinSal-1389-A1-17072018_C011g06919	825	869	680
MinSal-1389-A1-17072018_C011g06920	1089	1263	784
MinSal-1389-A1-17072018_C012g07259	210	266	123
MinSal-1389-A1-17072018_C012g07260	0	0	0
MinSal-1389-A1-17072018_C012g07261	0	1	0
MinSal-1389-A1-17072018_C012g07262	1	0	0
MinSal-1389-A1-17072018_C012g07263	3364	3683	1621
MinSal-1389-A1-17072018_C012g07264	0	0	0
MinSal-1389-A1-17072018_C012g07265	1607	1331	777
MinSal-1389-A1-17072018_C012g07267	508	622	275
MinSal-1389-A1-17072018_C012g07268	311	360	151
MinSal-1389-A1-17072018_C012g07269	0	1	4
MinSal-1389-A1-17072018_C012g07272	26	63	17
MinSal-1389-A1-17072018_C012g07273	3	11	4
MinSal-1389-A1-17072018_C012g07274	0	0	0
MinSal-1389-A1-17072018_C012g07275	0	0	0
MinSal-1389-A1-17072018_C012g07276	0	0	0
MinSal-1389-A1-17072018_C012g07277	0	0	0
MinSal-1389-A1-17072018_C012g07278	417	514	260
MinSal-1389-A1-17072018_C012g07279	1721	1403	1671
MinSal-1389-A1-17072018_C012g07280	635	732	520
MinSal-1389-A1-17072018_C012g07281	0	0	0
MinSal-1389-A1-17072018_C012g07288	101	89	110
MinSal-1389-A1-17072018_C012g07290	0	0	0
MinSal-1389-A1-17072018_C012g07291	0	0	0
MinSal-1389-A1-17072018_C012g07292	121	125	55
MinSal-1389-A1-17072018_C012g07293	179	198	77
MinSal-1389-A1-17072018_C012g07294	395	477	170
MinSal-1389-A1-17072018_C012g07295	898	1336	809
MinSal-1389-A1-17072018_C012g07296	0	0	0
MinSal-1389-A1-17072018_C012g07297	0	0	0
MinSal-1389-A1-17072018_C012g07305	0	0	0
MinSal-1389-A1-17072018_C012g07308	746	1168	622
MinSal-1389-A1-17072018_C012g07309	178	238	69
MinSal-1389-A1-17072018_C012g07310	228	309	134
MinSal-1389-A1-17072018_C012g07311	0	0	2
MinSal-1389-A1-17072018_C012g07312	172	86	73
MinSal-1389-A1-17072018_C012g07313	194	199	121
MinSal-1389-A1-17072018_C012g07314	53	66	37
MinSal-1389-A1-17072018_C012g07315	1303	1819	572
MinSal-1389-A1-17072018_C012g07316	1627	1276	962
MinSal-1389-A1-17072018_C012g07317	0	0	0
MinSal-1389-A1-17072018_C012g07318	0	0	0
MinSal-1389-A1-17072018_C012g07320	526	727	290
MinSal-1389-A1-17072018_C012g07321	0	0	0
MinSal-1389-A1-17072018_C012g07322	549	633	275
MinSal-1389-A1-17072018_C012g07323	1480	1709	971
MinSal-1389-A1-17072018_C012g07325	0	0	0
MinSal-1389-A1-17072018_C012g07326	41	62	22
MinSal-1389-A1-17072018_C012g07327	2796	3381	1236
MinSal-1389-A1-17072018_C012g07328	150	128	70
MinSal-1389-A1-17072018_C012g07329	237	273	145
MinSal-1389-A1-17072018_C012g07330	0	0	0
MinSal-1389-A1-17072018_C012g07331	85	23	33
MinSal-1389-A1-17072018_C012g07332	0	0	0
MinSal-1389-A1-17072018_C012g07333	130	179	85
MinSal-1389-A1-17072018_C012g07334	0	0	0
MinSal-1389-A1-17072018_C012g07335	11931	10169	11173
MinSal-1389-A1-17072018_C012g07336	2280	1861	1245
MinSal-1389-A1-17072018_C012g07337	232	409	176
MinSal-1389-A1-17072018_C012g07338	118	153	86
MinSal-1389-A1-17072018_C012g07339	239	265	105
MinSal-1389-A1-17072018_C012g07340	0	0	0
MinSal-1389-A1-17072018_C012g07341	73	116	85
MinSal-1389-A1-17072018_C012g07342	0	1	0
MinSal-1389-A1-17072018_C012g07343	0	0	0
MinSal-1389-A1-17072018_C012g07345	112	171	58
MinSal-1389-A1-17072018_C012g07346	1329	1234	883
MinSal-1389-A1-17072018_C012g07347	105	132	59
MinSal-1389-A1-17072018_C012g07348	8	3	12
MinSal-1389-A1-17072018_C012g07349	0	0	0
MinSal-1389-A1-17072018_C012g07350	713	987	248
MinSal-1389-A1-17072018_C012g07351	0	0	0
MinSal-1389-A1-17072018_C012g07353	115	136	47
MinSal-1389-A1-17072018_C012g07354	0	0	0
MinSal-1389-A1-17072018_C012g07355	71	116	47
MinSal-1389-A1-17072018_C012g07356	41.2498	35.3011	15.0866
MinSal-1389-A1-17072018_C012g07358	0	0	0
MinSal-1389-A1-17072018_C012g07359	491	683	320
MinSal-1389-A1-17072018_C012g07360	1516	1724	1031
MinSal-1389-A1-17072018_C012g07361	1	0	0
MinSal-1389-A1-17072018_C012g07362	134	207	107
MinSal-1389-A1-17072018_C012g07363	500	529	253
MinSal-1389-A1-17072018_C012g07364	0	0	0
MinSal-1389-A1-17072018_C012g07365	0	0	0
MinSal-1389-A1-17072018_C012g07366	413	584	252
MinSal-1389-A1-17072018_C012g07367	537	432	249
MinSal-1389-A1-17072018_C012g07368	3092	3776	1765
MinSal-1389-A1-17072018_C012g07369	80	91	49
MinSal-1389-A1-17072018_C012g07370	132	164	107
MinSal-1389-A1-17072018_C012g07371	676	583	406
MinSal-1389-A1-17072018_C012g07372	1	0	2
MinSal-1389-A1-17072018_C012g07373	268	457	126
MinSal-1389-A1-17072018_C012g07374	0	0	0
MinSal-1389-A1-17072018_C012g07376	144.434	218.837	118.847
MinSal-1389-A1-17072018_C012g07377	0	0	0
MinSal-1389-A1-17072018_C012g07379	537	568	230
MinSal-1389-A1-17072018_C012g07381	0	2	0
MinSal-1389-A1-17072018_C012g07382	0	0	0
MinSal-1389-A1-17072018_C012g07383	589	720	344
MinSal-1389-A1-17072018_C012g07384	1103	1157	710
MinSal-1389-A1-17072018_C012g07385	331	437	225
MinSal-1389-A1-17072018_C012g07386	0	0	1
MinSal-1389-A1-17072018_C012g07388	0	0	0
MinSal-1389-A1-17072018_C012g07389	360	481	249
MinSal-1389-A1-17072018_C012g07390	576	508	589
MinSal-1389-A1-17072018_C012g07392	335	496	235
MinSal-1389-A1-17072018_C012g07393	7811	7917	5750
MinSal-1389-A1-17072018_C012g07394	364	355	192
MinSal-1389-A1-17072018_C012g07398	603	586	346
MinSal-1389-A1-17072018_C012g07399	574	792	352
MinSal-1389-A1-17072018_C012g07400	80	155	59
MinSal-1389-A1-17072018_C012g07401	0	0	0
MinSal-1389-A1-17072018_C012g07402	0	0	0
MinSal-1389-A1-17072018_C012g07403	682	731	670
MinSal-1389-A1-17072018_C012g07404	475	568	265
MinSal-1389-A1-17072018_C012g07405	0	0	1
MinSal-1389-A1-17072018_C012g07406	5238	5514	4218
MinSal-1389-A1-17072018_C012g07407	0	0	1
MinSal-1389-A1-17072018_C012g07408	1128	1521	708
MinSal-1389-A1-17072018_C012g07409	3279	3461	1946
MinSal-1389-A1-17072018_C012g07410	0	0	0
MinSal-1389-A1-17072018_C012g07411	0	0	0
MinSal-1389-A1-17072018_C012g07412	620	866	325
MinSal-1389-A1-17072018_C012g07414	182	335	173
MinSal-1389-A1-17072018_C012g07415	1048	1379	508
MinSal-1389-A1-17072018_C012g07416	589	588	403
MinSal-1389-A1-17072018_C012g07417	536	655	320
MinSal-1389-A1-17072018_C012g07418	783	1227	480
MinSal-1389-A1-17072018_C012g07419	2991	3060	2425
MinSal-1389-A1-17072018_C012g07422	260	327	154
MinSal-1389-A1-17072018_C012g07426	0	0	0
MinSal-1389-A1-17072018_C012g07427	0	0	0
MinSal-1389-A1-17072018_C012g07428	46	25	31
MinSal-1389-A1-17072018_C012g07430	1861	2460	1098
MinSal-1389-A1-17072018_C012g07431	122	161	58
MinSal-1389-A1-17072018_C012g07432	232	201	119
MinSal-1389-A1-17072018_C012g07433	0	1	0
MinSal-1389-A1-17072018_C012g07438	4176	5033	2400
MinSal-1389-A1-17072018_C012g07439	161	278	158
MinSal-1389-A1-17072018_C012g07440	0	0	1
MinSal-1389-A1-17072018_C012g07441	772	791	526
MinSal-1389-A1-17072018_C012g07442	0	0	0
MinSal-1389-A1-17072018_C012g07443	951	828	496
MinSal-1389-A1-17072018_C012g07444	182.373	241.448	127.513
MinSal-1389-A1-17072018_C012g07445	713	790	151
MinSal-1389-A1-17072018_C012g07446	0	0	0
MinSal-1389-A1-17072018_C012g07447	3	0	0
MinSal-1389-A1-17072018_C012g07448	9.44925	4	7.76742
MinSal-1389-A1-17072018_C012g07449	549	384	577
MinSal-1389-A1-17072018_C012g07450	569	475	597
MinSal-1389-A1-17072018_C012g07451	347	326	149
MinSal-1389-A1-17072018_C012g07452	1023	850	884
MinSal-1389-A1-17072018_C012g07453	0	0	0
MinSal-1389-A1-17072018_C012g07454	1111	1146	862
MinSal-1389-A1-17072018_C012g07456	0	0	0
MinSal-1389-A1-17072018_C012g07457	764	963	422
MinSal-1389-A1-17072018_C012g07458	0	1	0
MinSal-1389-A1-17072018_C012g07459	2089	1847	2649
MinSal-1389-A1-17072018_C012g07460	104	103	80
MinSal-1389-A1-17072018_C012g07461	1525	1837	1336
MinSal-1389-A1-17072018_C012g07462	69	105	65
MinSal-1389-A1-17072018_C012g07463	1	2	0
MinSal-1389-A1-17072018_C012g07464	0	0	0
MinSal-1389-A1-17072018_C012g07465	0	0	0
MinSal-1389-A1-17072018_C012g07466	313	352	156
MinSal-1389-A1-17072018_C012g07467	0	1	0
MinSal-1389-A1-17072018_C012g07468	246	318	184
MinSal-1389-A1-17072018_C012g07469	116	119	38
MinSal-1389-A1-17072018_C012g07470	1541	1439	876
MinSal-1389-A1-17072018_C012g07474	0	0	0
MinSal-1389-A1-17072018_C012g07475	1	0	0
MinSal-1389-A1-17072018_C012g07476	0	0	0
MinSal-1389-A1-17072018_C012g07477	970	1060	579
MinSal-1389-A1-17072018_C012g07479	1270	1266	1264
MinSal-1389-A1-17072018_C012g07480	17244	17746	11837
MinSal-1389-A1-17072018_C012g07481	0	0	0
MinSal-1389-A1-17072018_C012g07482	227	159	111
MinSal-1389-A1-17072018_C012g07483	119	152	66
MinSal-1389-A1-17072018_C012g07484	352	455	186
MinSal-1389-A1-17072018_C012g07486	135	163	66
MinSal-1389-A1-17072018_C012g07487	33	52	31
MinSal-1389-A1-17072018_C012g07488	553	626	434
MinSal-1389-A1-17072018_C012g07489	48	60	47
MinSal-1389-A1-17072018_C012g07491	208	243	112
MinSal-1389-A1-17072018_C012g07494	0	0	0
MinSal-1389-A1-17072018_C012g07495	1452	1485	779
MinSal-1389-A1-17072018_C012g07496	2102	2865	1152
MinSal-1389-A1-17072018_C012g07497	1376	1605	1076
MinSal-1389-A1-17072018_C012g07498	1278	1290	1035
MinSal-1389-A1-17072018_C012g07499	0	0	0
MinSal-1389-A1-17072018_C012g07500	0	0	0
MinSal-1389-A1-17072018_C012g07501	163	242	102
MinSal-1389-A1-17072018_C012g07502	1339	1456	768
MinSal-1389-A1-17072018_C012g07503	3771	4112	2749
MinSal-1389-A1-17072018_C012g07504	663	772	351
MinSal-1389-A1-17072018_C012g07505	440	599	248
MinSal-1389-A1-17072018_C012g07507	1	1	0
MinSal-1389-A1-17072018_C012g07508	585	787	345
MinSal-1389-A1-17072018_C012g07509	577	644	343
MinSal-1389-A1-17072018_C012g07510	1725	2103	966
MinSal-1389-A1-17072018_C012g07511	644	778	445
MinSal-1389-A1-17072018_C012g07528	5.01464	7.00561	2.00558
MinSal-1389-A1-17072018_C012g07542	0	0	0
MinSal-1389-A1-17072018_C012g07545	0	0	0
MinSal-1389-A1-17072018_C012g07546	2	0	1
MinSal-1389-A1-17072018_C012g07547	4249	4313	1552
MinSal-1389-A1-17072018_C012g07548	10244	11705	8194
MinSal-1389-A1-17072018_C012g07549	329	363	190
MinSal-1389-A1-17072018_C012g07550	10226	8010	9168
MinSal-1389-A1-17072018_C012g07551	3137	2960	1758
MinSal-1389-A1-17072018_C012g07552	5	1	5
MinSal-1389-A1-17072018_C012g07553	1665	1780	1091
MinSal-1389-A1-17072018_C012g07556	758	687	514
MinSal-1389-A1-17072018_C012g07557	901	685	848
MinSal-1389-A1-17072018_C012g07558	3152	2623	1122
MinSal-1389-A1-17072018_C012g07559	729	859	383
MinSal-1389-A1-17072018_C012g07561	369	430	213
MinSal-1389-A1-17072018_C012g07562	3	0	0
MinSal-1389-A1-17072018_C012g07564	0	0	0
MinSal-1389-A1-17072018_C012g07566	573	696	303
MinSal-1389-A1-17072018_C012g07568	0	0	0
MinSal-1389-A1-17072018_C012g07569	15094	13807	10502
MinSal-1389-A1-17072018_C012g07571	0	0	1
MinSal-1389-A1-17072018_C012g07572	760	942	460
MinSal-1389-A1-17072018_C012g07573	0	0	0
MinSal-1389-A1-17072018_C012g07574	0	0	0
MinSal-1389-A1-17072018_C012g07575	0	0	0
MinSal-1389-A1-17072018_C012g07576	109	92	52
MinSal-1389-A1-17072018_C012g07577	3559	3548	1819
MinSal-1389-A1-17072018_C012g07578	0	2	0
MinSal-1389-A1-17072018_C012g07579	2	10	1
MinSal-1389-A1-17072018_C012g07580	1	0	0
MinSal-1389-A1-17072018_C012g07581	3304	3789	2448
MinSal-1389-A1-17072018_C012g07582	3091	2591	1853
MinSal-1389-A1-17072018_C012g07583	15539	10238	10956
MinSal-1389-A1-17072018_C012g07584	578.758	607.373	406.987
MinSal-1389-A1-17072018_C012g07585	505	509	236
MinSal-1389-A1-17072018_C012g07586	0	0	0
MinSal-1389-A1-17072018_C012g07587	610	401	685
MinSal-1389-A1-17072018_C012g07589	188	306	56
MinSal-1389-A1-17072018_C012g07590	51	84	23
MinSal-1389-A1-17072018_C012g07591	567	654	362
MinSal-1389-A1-17072018_C012g07595	3272	4657	2478
MinSal-1389-A1-17072018_C012g07596	308	377	154
MinSal-1389-A1-17072018_C012g07597	2664	3230	1962
MinSal-1389-A1-17072018_C012g07598	0	1	0
MinSal-1389-A1-17072018_C012g07599	3	2	1
MinSal-1389-A1-17072018_C012g07600	1009	1179	664
MinSal-1389-A1-17072018_C012g07604	0	0	0
MinSal-1389-A1-17072018_C012g07605	64	81	32
MinSal-1389-A1-17072018_C012g07606	73	64	48
MinSal-1389-A1-17072018_C012g07607	619	483	483
MinSal-1389-A1-17072018_C012g07608	0	0	0
MinSal-1389-A1-17072018_C012g07609	0	0	0
MinSal-1389-A1-17072018_C012g07610	0	0	0
MinSal-1389-A1-17072018_C012g07612	2173	2687	1426
MinSal-1389-A1-17072018_C012g07613	605	751	731
MinSal-1389-A1-17072018_C012g07614	0	1	0
MinSal-1389-A1-17072018_C012g07619	409	379	238
MinSal-1389-A1-17072018_C012g07623	0	0	0
MinSal-1389-A1-17072018_C012g07624	1935	1725	941
MinSal-1389-A1-17072018_C012g07627	292	350	144
MinSal-1389-A1-17072018_C012g07630	0	0	0
MinSal-1389-A1-17072018_C012g07631	12908	12837	8245
MinSal-1389-A1-17072018_C012g07633	13	4	2
MinSal-1389-A1-17072018_C012g07634	14571	12840	9969
MinSal-1389-A1-17072018_C012g07635	0	1	0
MinSal-1389-A1-17072018_C012g07636	19	12	1
MinSal-1389-A1-17072018_C012g07637	0	0	0
MinSal-1389-A1-17072018_C012g07638	109	229	123
MinSal-1389-A1-17072018_C012g07639	342	263	229
MinSal-1389-A1-17072018_C012g07641	0	0	0
MinSal-1389-A1-17072018_C012g07643	96	114	30
MinSal-1389-A1-17072018_C012g07645	0	0	0
MinSal-1389-A1-17072018_C012g07646	0.000237915	0	0
MinSal-1389-A1-17072018_C012g07647	0	0	1
MinSal-1389-A1-17072018_C013g08324	0	0	0
MinSal-1389-A1-17072018_C013g08335	345.027	412.036	207.01
MinSal-1389-A1-17072018_C013g08336	0	0	0
MinSal-1389-A1-17072018_C013g08337	2582	3146	1551
MinSal-1389-A1-17072018_C013g08338	843	843	527
MinSal-1389-A1-17072018_C013g08339	977	1041	547
MinSal-1389-A1-17072018_C013g08340	0	0	0
