gene	genename	chr	start	end	length
MvSl-1064-A1-R4_MC11g10174	MvSl-1064-A1-R4_MC11	Chr11	43495	43734	240
MvSl-1064-A1-R4_MC11g10176	MvSl-1064-A1-R4_MC11	Chr11	44416	45640	993
MvSl-1064-A1-R4_MC11g10177	MvSl-1064-A1-R4_MC11	Chr11	46557	47724	660
MvSl-1064-A1-R4_MC11g10178	MvSl-1064-A1-R4_MC11	Chr11	48028	48769	471
MvSl-1064-A1-R4_MC11g10179	MvSl-1064-A1-R4_MC11	Chr11	49866	50178	249
MvSl-1064-A1-R4_MC11g10183	MvSl-1064-A1-R4_MC11	Chr11	56006	58599	2214
MvSl-1064-A1-R4_MC11g10184	MvSl-1064-A1-R4_MC11	Chr11	59225	59634	213
MvSl-1064-A1-R4_MC11g10185	MvSl-1064-A1-R4_MC11	Chr11	60159	60922	483
MvSl-1064-A1-R4_MC11g10186	MvSl-1064-A1-R4_MC11	Chr11	61149	61523	327
MvSl-1064-A1-R4_MC11g10187	MvSl-1064-A1-R4_MC11	Chr11	62550	63003	405
MvSl-1064-A1-R4_MC11g10188	MvSl-1064-A1-R4_MC11	Chr11	63055	63806	480
MvSl-1064-A1-R4_MC11g10192	MvSl-1064-A1-R4_MC11	Chr11	68118	72083	3186
MvSl-1064-A1-R4_MC11g10193	MvSl-1064-A1-R4_MC11	Chr11	72177	72682	387
MvSl-1064-A1-R4_MC11g10194	MvSl-1064-A1-R4_MC11	Chr11	72732	73126	351
MvSl-1064-A1-R4_MC11g10195	MvSl-1064-A1-R4_MC11	Chr11	73721	74589	612
MvSl-1064-A1-R4_MC11g10196	MvSl-1064-A1-R4_MC11	Chr11	75762	76065	225
MvSl-1064-A1-R4_MC11g10197	MvSl-1064-A1-R4_MC11	Chr11	78083	78397	198
MvSl-1064-A1-R4_MC11g10200	MvSl-1064-A1-R4_MC11	Chr11	80414	80689	276
MvSl-1064-A1-R4_MC11g10204	MvSl-1064-A1-R4_MC11	Chr11	87785	88684	771
MvSl-1064-A1-R4_MC11g10207	MvSl-1064-A1-R4_MC11	Chr11	92212	93820	1134
MvSl-1064-A1-R4_MC11g10208	MvSl-1064-A1-R4_MC11	Chr11	94784	98117	3009
MvSl-1064-A1-R4_MC11g10209	MvSl-1064-A1-R4_MC11	Chr11	98495	99967	1323
MvSl-1064-A1-R4_MC11g10210	MvSl-1064-A1-R4_MC11	Chr11	100461	104594	3945
MvSl-1064-A1-R4_MC11g10212	MvSl-1064-A1-R4_MC11	Chr11	107133	107430	255
MvSl-1064-A1-R4_MC11g10213	MvSl-1064-A1-R4_MC11	Chr11	107478	111383	3606
MvSl-1064-A1-R4_MC11g10214	MvSl-1064-A1-R4_MC11	Chr11	111768	112617	594
MvSl-1064-A1-R4_MC11g10215	MvSl-1064-A1-R4_MC11	Chr11	112748	117329	3726
MvSl-1064-A1-R4_MC11g10216	MvSl-1064-A1-R4_MC11	Chr11	117886	118818	315
MvSl-1064-A1-R4_MC11g10219	MvSl-1064-A1-R4_MC11	Chr11	121781	122734	612
MvSl-1064-A1-R4_MC11g10221	MvSl-1064-A1-R4_MC11	Chr11	130259	133130	1860
MvSl-1064-A1-R4_MC11g10222	MvSl-1064-A1-R4_MC11	Chr11	134631	136614	1272
MvSl-1064-A1-R4_MC11g10225	MvSl-1064-A1-R4_MC11	Chr11	139344	142002	1944
MvSl-1064-A1-R4_MC11g10226	MvSl-1064-A1-R4_MC11	Chr11	142449	143379	606
MvSl-1064-A1-R4_MC11g10227	MvSl-1064-A1-R4_MC11	Chr11	144280	144774	321
MvSl-1064-A1-R4_MC11g10228	MvSl-1064-A1-R4_MC11	Chr11	145705	147628	1245
MvSl-1064-A1-R4_MC11g10229	MvSl-1064-A1-R4_MC11	Chr11	148134	149544	987
MvSl-1064-A1-R4_MC11g10230	MvSl-1064-A1-R4_MC11	Chr11	149662	150980	870
MvSl-1064-A1-R4_MC11g10231	MvSl-1064-A1-R4_MC11	Chr11	151848	152616	606
MvSl-1064-A1-R4_MC11g10232	MvSl-1064-A1-R4_MC11	Chr11	153045	154124	501
MvSl-1064-A1-R4_MC11g10233	MvSl-1064-A1-R4_MC11	Chr11	155304	155860	408
MvSl-1064-A1-R4_MC11g10234	MvSl-1064-A1-R4_MC11	Chr11	156662	164820	7206
MvSl-1064-A1-R4_MC11g10236	MvSl-1064-A1-R4_MC11	Chr11	165456	166548	855
MvSl-1064-A1-R4_MC11g10237	MvSl-1064-A1-R4_MC11	Chr11	167004	168471	1116
MvSl-1064-A1-R4_MC11g10238	MvSl-1064-A1-R4_MC11	Chr11	170819	173644	2361
MvSl-1064-A1-R4_MC11g10239	MvSl-1064-A1-R4_MC11	Chr11	174537	177515	2430
MvSl-1064-A1-R4_MC11g10240	MvSl-1064-A1-R4_MC11	Chr11	178233	179425	996
MvSl-1064-A1-R4_MC11g10241	MvSl-1064-A1-R4_MC11	Chr11	180286	181133	378
MvSl-1064-A1-R4_MC11g10242	MvSl-1064-A1-R4_MC11	Chr11	181482	183273	897
MvSl-1064-A1-R4_MC11g10243	MvSl-1064-A1-R4_MC11	Chr11	183760	185279	1227
MvSl-1064-A1-R4_MC11g10244	MvSl-1064-A1-R4_MC11	Chr11	186103	188903	2187
MvSl-1064-A1-R4_MC11g10245	MvSl-1064-A1-R4_MC11	Chr11	189374	190790	1089
MvSl-1064-A1-R4_MC11g10246	MvSl-1064-A1-R4_MC11	Chr11	191785	194540	1464
MvSl-1064-A1-R4_MC11g10247	MvSl-1064-A1-R4_MC11	Chr11	194788	197062	1647
MvSl-1064-A1-R4_MC11g10248	MvSl-1064-A1-R4_MC11	Chr11	197454	199123	1227
MvSl-1064-A1-R4_MC11g10249	MvSl-1064-A1-R4_MC11	Chr11	199496	199678	183
MvSl-1064-A1-R4_MC11g10250	MvSl-1064-A1-R4_MC11	Chr11	200050	203177	2934
MvSl-1064-A1-R4_MC11g10251	MvSl-1064-A1-R4_MC11	Chr11	203470	205831	2298
MvSl-1064-A1-R4_MC11g10252	MvSl-1064-A1-R4_MC11	Chr11	205972	208056	1617
MvSl-1064-A1-R4_MC11g10253	MvSl-1064-A1-R4_MC11	Chr11	208344	208699	165
MvSl-1064-A1-R4_MC11g10254	MvSl-1064-A1-R4_MC11	Chr11	208751	210219	1059
MvSl-1064-A1-R4_MC11g10255	MvSl-1064-A1-R4_MC11	Chr11	211104	212018	438
MvSl-1064-A1-R4_MC11g10256	MvSl-1064-A1-R4_MC11	Chr11	212721	213915	891
MvSl-1064-A1-R4_MC11g10257	MvSl-1064-A1-R4_MC11	Chr11	215845	216855	597
MvSl-1064-A1-R4_MC11g10258	MvSl-1064-A1-R4_MC11	Chr11	219624	221850	1911
MvSl-1064-A1-R4_MC11g10259	MvSl-1064-A1-R4_MC11	Chr11	222331	224365	1899
MvSl-1064-A1-R4_MC11g10260	MvSl-1064-A1-R4_MC11	Chr11	224902	225393	393
MvSl-1064-A1-R4_MC11g10261	MvSl-1064-A1-R4_MC11	Chr11	225785	226512	543
MvSl-1064-A1-R4_MC11g10263	MvSl-1064-A1-R4_MC11	Chr11	227427	227917	435
MvSl-1064-A1-R4_MC11g10264	MvSl-1064-A1-R4_MC11	Chr11	229072	231316	1905
MvSl-1064-A1-R4_MC11g10265	MvSl-1064-A1-R4_MC11	Chr11	232164	233171	570
MvSl-1064-A1-R4_MC11g10266	MvSl-1064-A1-R4_MC11	Chr11	233927	234142	216
MvSl-1064-A1-R4_MC11g10267	MvSl-1064-A1-R4_MC11	Chr11	234233	235729	813
MvSl-1064-A1-R4_MC11g10268	MvSl-1064-A1-R4_MC11	Chr11	235782	235985	204
MvSl-1064-A1-R4_MC11g10269	MvSl-1064-A1-R4_MC11	Chr11	236491	238827	1701
MvSl-1064-A1-R4_MC11g10270	MvSl-1064-A1-R4_MC11	Chr11	239514	241362	1662
MvSl-1064-A1-R4_MC11g10271	MvSl-1064-A1-R4_MC11	Chr11	242201	242398	198
MvSl-1064-A1-R4_MC11g10272	MvSl-1064-A1-R4_MC11	Chr11	242804	244837	1866
MvSl-1064-A1-R4_MC11g10274	MvSl-1064-A1-R4_MC11	Chr11	245327	246606	1116
MvSl-1064-A1-R4_MC11g10276	MvSl-1064-A1-R4_MC11	Chr11	247896	248281	339
MvSl-1064-A1-R4_MC11g10277	MvSl-1064-A1-R4_MC11	Chr11	248480	250334	996
MvSl-1064-A1-R4_MC11g10278	MvSl-1064-A1-R4_MC11	Chr11	250669	252335	996
MvSl-1064-A1-R4_MC11g10279	MvSl-1064-A1-R4_MC11	Chr11	252727	253366	228
MvSl-1064-A1-R4_MC11g10280	MvSl-1064-A1-R4_MC11	Chr11	253433	255145	1713
MvSl-1064-A1-R4_MC11g10281	MvSl-1064-A1-R4_MC11	Chr11	255388	256714	1140
MvSl-1064-A1-R4_MC11g10282	MvSl-1064-A1-R4_MC11	Chr11	257655	263242	4932
MvSl-1064-A1-R4_MC11g10284	MvSl-1064-A1-R4_MC11	Chr11	264382	265100	552
MvSl-1064-A1-R4_MC11g10285	MvSl-1064-A1-R4_MC11	Chr11	265167	265508	216
MvSl-1064-A1-R4_MC11g10287	MvSl-1064-A1-R4_MC11	Chr11	266774	274504	6576
MvSl-1064-A1-R4_MC11g10288	MvSl-1064-A1-R4_MC11	Chr11	275040	276361	942
MvSl-1064-A1-R4_MC11g10289	MvSl-1064-A1-R4_MC11	Chr11	276464	278987	1965
MvSl-1064-A1-R4_MC11g10290	MvSl-1064-A1-R4_MC11	Chr11	279475	280431	558
MvSl-1064-A1-R4_MC11g10291	MvSl-1064-A1-R4_MC11	Chr11	280899	282328	807
MvSl-1064-A1-R4_MC11g10292	MvSl-1064-A1-R4_MC11	Chr11	282495	284618	1716
MvSl-1064-A1-R4_MC11g10293	MvSl-1064-A1-R4_MC11	Chr11	284858	286517	1353
MvSl-1064-A1-R4_MC11g10294	MvSl-1064-A1-R4_MC11	Chr11	286794	288134	1125
MvSl-1064-A1-R4_MC11g10295	MvSl-1064-A1-R4_MC11	Chr11	288979	290933	1638
MvSl-1064-A1-R4_MC11g10296	MvSl-1064-A1-R4_MC11	Chr11	291260	296708	4341
MvSl-1064-A1-R4_MC11g10297	MvSl-1064-A1-R4_MC11	Chr11	297327	299207	963
MvSl-1064-A1-R4_MC11g10299	MvSl-1064-A1-R4_MC11	Chr11	299790	300316	366
MvSl-1064-A1-R4_MC11g10300	MvSl-1064-A1-R4_MC11	Chr11	300535	302062	1203
MvSl-1064-A1-R4_MC11g10301	MvSl-1064-A1-R4_MC11	Chr11	302520	304658	1881
MvSl-1064-A1-R4_MC11g10303	MvSl-1064-A1-R4_MC11	Chr11	305733	306353	486
MvSl-1064-A1-R4_MC11g10304	MvSl-1064-A1-R4_MC11	Chr11	306678	310722	3591
MvSl-1064-A1-R4_MC11g10305	MvSl-1064-A1-R4_MC11	Chr11	311208	313451	1953
MvSl-1064-A1-R4_MC11g10306	MvSl-1064-A1-R4_MC11	Chr11	314171	315245	738
MvSl-1064-A1-R4_MC11g10307	MvSl-1064-A1-R4_MC11	Chr11	315681	317856	1950
MvSl-1064-A1-R4_MC11g10308	MvSl-1064-A1-R4_MC11	Chr11	322076	324798	2133
MvSl-1064-A1-R4_MC11g10309	MvSl-1064-A1-R4_MC11	Chr11	325558	326816	807
MvSl-1064-A1-R4_MC11g10310	MvSl-1064-A1-R4_MC11	Chr11	327591	332415	4269
MvSl-1064-A1-R4_MC11g10311	MvSl-1064-A1-R4_MC11	Chr11	333353	335422	1566
MvSl-1064-A1-R4_MC11g10312	MvSl-1064-A1-R4_MC11	Chr11	336562	336729	168
MvSl-1064-A1-R4_MC11g10313	MvSl-1064-A1-R4_MC11	Chr11	338504	342792	3846
MvSl-1064-A1-R4_MC11g10314	MvSl-1064-A1-R4_MC11	Chr11	343236	345568	2106
MvSl-1064-A1-R4_MC11g10315	MvSl-1064-A1-R4_MC11	Chr11	346693	346905	213
MvSl-1064-A1-R4_MC11g10317	MvSl-1064-A1-R4_MC11	Chr11	348779	349204	258
MvSl-1064-A1-R4_MC11g10319	MvSl-1064-A1-R4_MC11	Chr11	350780	353278	2187
MvSl-1064-A1-R4_MC11g10320	MvSl-1064-A1-R4_MC11	Chr11	353528	354809	1062
MvSl-1064-A1-R4_MC11g10321	MvSl-1064-A1-R4_MC11	Chr11	355491	355826	336
MvSl-1064-A1-R4_MC11g10322	MvSl-1064-A1-R4_MC11	Chr11	356110	356418	177
MvSl-1064-A1-R4_MC11g10323	MvSl-1064-A1-R4_MC11	Chr11	356586	357679	870
MvSl-1064-A1-R4_MC11g10324	MvSl-1064-A1-R4_MC11	Chr11	357965	358742	501
MvSl-1064-A1-R4_MC11g10325	MvSl-1064-A1-R4_MC11	Chr11	359075	367214	7326
MvSl-1064-A1-R4_MC11g10326	MvSl-1064-A1-R4_MC11	Chr11	367633	369061	1137
MvSl-1064-A1-R4_MC11g10327	MvSl-1064-A1-R4_MC11	Chr11	373677	374969	1023
MvSl-1064-A1-R4_MC11g10328	MvSl-1064-A1-R4_MC11	Chr11	375644	377693	1095
MvSl-1064-A1-R4_MC11g10329	MvSl-1064-A1-R4_MC11	Chr11	378661	379363	537
MvSl-1064-A1-R4_MC11g10330	MvSl-1064-A1-R4_MC11	Chr11	379512	381134	1239
MvSl-1064-A1-R4_MC11g10331	MvSl-1064-A1-R4_MC11	Chr11	381908	383809	1068
MvSl-1064-A1-R4_MC11g10332	MvSl-1064-A1-R4_MC11	Chr11	385464	387273	1629
MvSl-1064-A1-R4_MC11g10333	MvSl-1064-A1-R4_MC11	Chr11	389813	390861	621
MvSl-1064-A1-R4_MC11g10334	MvSl-1064-A1-R4_MC11	Chr11	391203	394988	3498
MvSl-1064-A1-R4_MC11g10335	MvSl-1064-A1-R4_MC11	Chr11	395275	395941	546
MvSl-1064-A1-R4_MC11g10336	MvSl-1064-A1-R4_MC11	Chr11	396265	398470	2139
MvSl-1064-A1-R4_MC11g10337	MvSl-1064-A1-R4_MC11	Chr11	399698	402224	2145
MvSl-1064-A1-R4_MC11g10338	MvSl-1064-A1-R4_MC11	Chr11	403477	405342	1788
MvSl-1064-A1-R4_MC11g10339	MvSl-1064-A1-R4_MC11	Chr11	406527	407230	651
MvSl-1064-A1-R4_MC11g10340	MvSl-1064-A1-R4_MC11	Chr11	407357	408007	651
MvSl-1064-A1-R4_MC11g10341	MvSl-1064-A1-R4_MC11	Chr11	408072	409725	1581
MvSl-1064-A1-R4_MC11g10342	MvSl-1064-A1-R4_MC11	Chr11	410089	411459	1032
MvSl-1064-A1-R4_MC11g10343	MvSl-1064-A1-R4_MC11	Chr11	411542	412266	483
MvSl-1064-A1-R4_MC11g10344	MvSl-1064-A1-R4_MC11	Chr11	413049	415809	1893
MvSl-1064-A1-R4_MC11g10346	MvSl-1064-A1-R4_MC11	Chr11	416544	418506	1185
MvSl-1064-A1-R4_MC11g10347	MvSl-1064-A1-R4_MC11	Chr11	420365	421083	669
MvSl-1064-A1-R4_MC11g10348	MvSl-1064-A1-R4_MC11	Chr11	421333	421740	408
MvSl-1064-A1-R4_MC11g10349	MvSl-1064-A1-R4_MC11	Chr11	421941	422633	693
MvSl-1064-A1-R4_MC11g10350	MvSl-1064-A1-R4_MC11	Chr11	423074	423741	483
MvSl-1064-A1-R4_MC11g10351	MvSl-1064-A1-R4_MC11	Chr11	424370	425950	1305
MvSl-1064-A1-R4_MC11g10352	MvSl-1064-A1-R4_MC11	Chr11	427173	428212	882
MvSl-1064-A1-R4_MC11g10353	MvSl-1064-A1-R4_MC11	Chr11	429838	430080	243
MvSl-1064-A1-R4_MC11g10354	MvSl-1064-A1-R4_MC11	Chr11	430649	432589	1587
MvSl-1064-A1-R4_MC11g10355	MvSl-1064-A1-R4_MC11	Chr11	433853	435131	660
MvSl-1064-A1-R4_MC11g10356	MvSl-1064-A1-R4_MC11	Chr11	436999	440225	2763
MvSl-1064-A1-R4_MC11g10357	MvSl-1064-A1-R4_MC11	Chr11	440491	443869	3183
MvSl-1064-A1-R4_MC11g10358	MvSl-1064-A1-R4_MC11	Chr11	444488	448921	3360
MvSl-1064-A1-R4_MC11g10359	MvSl-1064-A1-R4_MC11	Chr11	449737	452062	1572
MvSl-1064-A1-R4_MC11g10360	MvSl-1064-A1-R4_MC11	Chr11	452792	455391	1887
MvSl-1064-A1-R4_MC11g10361	MvSl-1064-A1-R4_MC11	Chr11	458488	460955	1356
MvSl-1064-A1-R4_MC11g10362	MvSl-1064-A1-R4_MC11	Chr11	461467	461709	243
MvSl-1064-A1-R4_MC11g10363	MvSl-1064-A1-R4_MC11	Chr11	464760	467355	2283
MvSl-1064-A1-R4_MC11g10364	MvSl-1064-A1-R4_MC11	Chr11	470305	473195	1788
MvSl-1064-A1-R4_MC11g10365	MvSl-1064-A1-R4_MC11	Chr11	473612	476242	1800
MvSl-1064-A1-R4_MC11g10366	MvSl-1064-A1-R4_MC11	Chr11	477769	480112	1545
MvSl-1064-A1-R4_MC11g10367	MvSl-1064-A1-R4_MC11	Chr11	481194	484431	2997
MvSl-1064-A1-R4_MC11g10368	MvSl-1064-A1-R4_MC11	Chr11	484809	488305	3105
MvSl-1064-A1-R4_MC11g10369	MvSl-1064-A1-R4_MC11	Chr11	488502	490988	2253
MvSl-1064-A1-R4_MC11g10370	MvSl-1064-A1-R4_MC11	Chr11	491321	493060	1140
MvSl-1064-A1-R4_MC11g10371	MvSl-1064-A1-R4_MC11	Chr11	493995	495900	1116
MvSl-1064-A1-R4_MC11g10372	MvSl-1064-A1-R4_MC11	Chr11	496257	498627	1746
MvSl-1064-A1-R4_MC11g10373	MvSl-1064-A1-R4_MC11	Chr11	499321	501537	2115
MvSl-1064-A1-R4_MC11g10374	MvSl-1064-A1-R4_MC11	Chr11	502116	503718	1164
MvSl-1064-A1-R4_MC11g10375	MvSl-1064-A1-R4_MC11	Chr11	504062	506618	2070
MvSl-1064-A1-R4_MC11g10376	MvSl-1064-A1-R4_MC11	Chr11	507916	509171	1089
MvSl-1064-A1-R4_MC11g10377	MvSl-1064-A1-R4_MC11	Chr11	509773	510724	585
MvSl-1064-A1-R4_MC11g10378	MvSl-1064-A1-R4_MC11	Chr11	511198	512248	630
MvSl-1064-A1-R4_MC11g10379	MvSl-1064-A1-R4_MC11	Chr11	512623	513692	651
MvSl-1064-A1-R4_MC11g10380	MvSl-1064-A1-R4_MC11	Chr11	514579	517095	1440
MvSl-1064-A1-R4_MC11g10381	MvSl-1064-A1-R4_MC11	Chr11	517406	518087	525
MvSl-1064-A1-R4_MC11g10382	MvSl-1064-A1-R4_MC11	Chr11	518598	521307	2490
MvSl-1064-A1-R4_MC11g10383	MvSl-1064-A1-R4_MC11	Chr11	521649	526111	3213
MvSl-1064-A1-R4_MC11g10384	MvSl-1064-A1-R4_MC11	Chr11	528264	532770	4320
MvSl-1064-A1-R4_MC11g10385	MvSl-1064-A1-R4_MC11	Chr11	535207	536036	669
MvSl-1064-A1-R4_MC11g10386	MvSl-1064-A1-R4_MC11	Chr11	536673	539120	2205
MvSl-1064-A1-R4_MC11g10387	MvSl-1064-A1-R4_MC11	Chr11	540353	542555	1641
MvSl-1064-A1-R4_MC11g10388	MvSl-1064-A1-R4_MC11	Chr11	542995	544571	1071
MvSl-1064-A1-R4_MC11g10389	MvSl-1064-A1-R4_MC11	Chr11	545544	547160	1560
MvSl-1064-A1-R4_MC11g10390	MvSl-1064-A1-R4_MC11	Chr11	547292	547710	273
MvSl-1064-A1-R4_MC11g10391	MvSl-1064-A1-R4_MC11	Chr11	548385	561582	11973
MvSl-1064-A1-R4_MC11g10392	MvSl-1064-A1-R4_MC11	Chr11	564884	566298	915
MvSl-1064-A1-R4_MC11g10393	MvSl-1064-A1-R4_MC11	Chr11	566417	566773	357
MvSl-1064-A1-R4_MC11g10394	MvSl-1064-A1-R4_MC11	Chr11	567138	569006	1266
MvSl-1064-A1-R4_MC11g10395	MvSl-1064-A1-R4_MC11	Chr11	569892	573755	3666
MvSl-1064-A1-R4_MC11g10396	MvSl-1064-A1-R4_MC11	Chr11	574852	576047	768
MvSl-1064-A1-R4_MC11g10397	MvSl-1064-A1-R4_MC11	Chr11	576325	579379	2409
MvSl-1064-A1-R4_MC11g10398	MvSl-1064-A1-R4_MC11	Chr11	579759	582711	2658
MvSl-1064-A1-R4_MC11g10399	MvSl-1064-A1-R4_MC11	Chr11	583486	585879	2031
MvSl-1064-A1-R4_MC11g10400	MvSl-1064-A1-R4_MC11	Chr11	586334	587108	411
MvSl-1064-A1-R4_MC11g10401	MvSl-1064-A1-R4_MC11	Chr11	587212	588114	903
MvSl-1064-A1-R4_MC11g10402	MvSl-1064-A1-R4_MC11	Chr11	588298	588865	528
MvSl-1064-A1-R4_MC11g10403	MvSl-1064-A1-R4_MC11	Chr11	588914	590872	1638
MvSl-1064-A1-R4_MC11g10404	MvSl-1064-A1-R4_MC11	Chr11	591246	592186	786
MvSl-1064-A1-R4_MC11g10405	MvSl-1064-A1-R4_MC11	Chr11	592566	593817	486
MvSl-1064-A1-R4_MC11g10406	MvSl-1064-A1-R4_MC11	Chr11	594593	595936	1344
MvSl-1064-A1-R4_MC11g10407	MvSl-1064-A1-R4_MC11	Chr11	596389	597234	660
MvSl-1064-A1-R4_MC11g10408	MvSl-1064-A1-R4_MC11	Chr11	597526	598953	1428
MvSl-1064-A1-R4_MC11g10409	MvSl-1064-A1-R4_MC11	Chr11	599576	600903	1170
MvSl-1064-A1-R4_MC11g10410	MvSl-1064-A1-R4_MC11	Chr11	601371	603372	1881
MvSl-1064-A1-R4_MC11g10411	MvSl-1064-A1-R4_MC11	Chr11	603763	605769	1866
MvSl-1064-A1-R4_MC11g10412	MvSl-1064-A1-R4_MC11	Chr11	605976	607184	903
MvSl-1064-A1-R4_MC11g10413	MvSl-1064-A1-R4_MC11	Chr11	607907	608940	756
MvSl-1064-A1-R4_MC11g10414	MvSl-1064-A1-R4_MC11	Chr11	609115	611386	1419
MvSl-1064-A1-R4_MC11g10415	MvSl-1064-A1-R4_MC11	Chr11	611909	614283	2082
MvSl-1064-A1-R4_MC11g10416	MvSl-1064-A1-R4_MC11	Chr11	614585	615908	909
MvSl-1064-A1-R4_MC11g10417	MvSl-1064-A1-R4_MC11	Chr11	616255	617782	1029
MvSl-1064-A1-R4_MC11g10418	MvSl-1064-A1-R4_MC11	Chr11	618602	621913	2601
MvSl-1064-A1-R4_MC11g10419	MvSl-1064-A1-R4_MC11	Chr11	622866	626594	2754
MvSl-1064-A1-R4_MC11g10420	MvSl-1064-A1-R4_MC11	Chr11	627783	629297	777
MvSl-1064-A1-R4_MC11g10421	MvSl-1064-A1-R4_MC11	Chr11	629713	632520	2277
MvSl-1064-A1-R4_MC11g10422	MvSl-1064-A1-R4_MC11	Chr11	634144	634476	333
MvSl-1064-A1-R4_MC11g10423	MvSl-1064-A1-R4_MC11	Chr11	634644	634843	111
MvSl-1064-A1-R4_MC11g10424	MvSl-1064-A1-R4_MC11	Chr11	636035	639053	2319
MvSl-1064-A1-R4_MC11g10425	MvSl-1064-A1-R4_MC11	Chr11	639310	640439	873
MvSl-1064-A1-R4_MC11g10426	MvSl-1064-A1-R4_MC11	Chr11	640770	644240	2919
MvSl-1064-A1-R4_MC11g10427	MvSl-1064-A1-R4_MC11	Chr11	647010	649321	1455
MvSl-1064-A1-R4_MC11g10428	MvSl-1064-A1-R4_MC11	Chr11	649882	651812	1473
MvSl-1064-A1-R4_MC11g10429	MvSl-1064-A1-R4_MC11	Chr11	652380	655835	2808
MvSl-1064-A1-R4_MC11g10432	MvSl-1064-A1-R4_MC11	Chr11	660478	661497	672
MvSl-1064-A1-R4_MC11g10433	MvSl-1064-A1-R4_MC11	Chr11	662933	664265	1041
MvSl-1064-A1-R4_MC11g10434	MvSl-1064-A1-R4_MC11	Chr11	664928	666367	840
MvSl-1064-A1-R4_MC11g10435	MvSl-1064-A1-R4_MC11	Chr11	666919	668236	984
MvSl-1064-A1-R4_MC11g10436	MvSl-1064-A1-R4_MC11	Chr11	668606	670940	1827
MvSl-1064-A1-R4_MC11g10437	MvSl-1064-A1-R4_MC11	Chr11	671822	672878	981
MvSl-1064-A1-R4_MC11g10438	MvSl-1064-A1-R4_MC11	Chr11	672954	673790	837
MvSl-1064-A1-R4_MC11g10439	MvSl-1064-A1-R4_MC11	Chr11	674098	674799	597
MvSl-1064-A1-R4_MC11g10440	MvSl-1064-A1-R4_MC11	Chr11	674857	676646	1461
MvSl-1064-A1-R4_MC11g10441	MvSl-1064-A1-R4_MC11	Chr11	676728	677200	312
MvSl-1064-A1-R4_MC11g10442	MvSl-1064-A1-R4_MC11	Chr11	677484	681068	3120
MvSl-1064-A1-R4_MC11g10443	MvSl-1064-A1-R4_MC11	Chr11	681530	683839	2157
MvSl-1064-A1-R4_MC11g10444	MvSl-1064-A1-R4_MC11	Chr11	685098	687797	2592
MvSl-1064-A1-R4_MC11g10445	MvSl-1064-A1-R4_MC11	Chr11	688699	690197	807
MvSl-1064-A1-R4_MC11g10446	MvSl-1064-A1-R4_MC11	Chr11	690453	692924	1965
MvSl-1064-A1-R4_MC11g10447	MvSl-1064-A1-R4_MC11	Chr11	693328	695276	1608
MvSl-1064-A1-R4_MC11g10448	MvSl-1064-A1-R4_MC11	Chr11	695500	696979	843
MvSl-1064-A1-R4_MC11g10449	MvSl-1064-A1-R4_MC11	Chr11	697590	698355	417
MvSl-1064-A1-R4_MC11g10450	MvSl-1064-A1-R4_MC11	Chr11	698919	699983	618
MvSl-1064-A1-R4_MC11g10451	MvSl-1064-A1-R4_MC11	Chr11	700609	701453	672
MvSl-1064-A1-R4_MC11g10452	MvSl-1064-A1-R4_MC11	Chr11	702613	703831	963
MvSl-1064-A1-R4_MC11g10453	MvSl-1064-A1-R4_MC11	Chr11	704630	706944	2097
MvSl-1064-A1-R4_MC11g10454	MvSl-1064-A1-R4_MC11	Chr11	708244	710787	1554
MvSl-1064-A1-R4_MC11g10455	MvSl-1064-A1-R4_MC11	Chr11	710940	714453	2823
MvSl-1064-A1-R4_MC11g10456	MvSl-1064-A1-R4_MC11	Chr11	715208	716800	1137
MvSl-1064-A1-R4_MC11g10457	MvSl-1064-A1-R4_MC11	Chr11	717261	719055	1278
MvSl-1064-A1-R4_MC11g10458	MvSl-1064-A1-R4_MC11	Chr11	719105	720098	915
MvSl-1064-A1-R4_MC11g10459	MvSl-1064-A1-R4_MC11	Chr11	720330	723248	2496
MvSl-1064-A1-R4_MC11g10460	MvSl-1064-A1-R4_MC11	Chr11	723704	724232	429
MvSl-1064-A1-R4_MC11g10461	MvSl-1064-A1-R4_MC11	Chr11	724528	727769	2829
MvSl-1064-A1-R4_MC11g10462	MvSl-1064-A1-R4_MC11	Chr11	727992	729911	1305
MvSl-1064-A1-R4_MC11g10463	MvSl-1064-A1-R4_MC11	Chr11	730682	731387	636
MvSl-1064-A1-R4_MC11g10464	MvSl-1064-A1-R4_MC11	Chr11	731631	733893	2112
MvSl-1064-A1-R4_MC11g10465	MvSl-1064-A1-R4_MC11	Chr11	734379	736597	1776
MvSl-1064-A1-R4_MC11g10466	MvSl-1064-A1-R4_MC11	Chr11	737461	738316	636
MvSl-1064-A1-R4_MC11g10467	MvSl-1064-A1-R4_MC11	Chr11	738826	740641	1377
MvSl-1064-A1-R4_MC11g10468	MvSl-1064-A1-R4_MC11	Chr11	741165	743339	1962
MvSl-1064-A1-R4_MC11g10469	MvSl-1064-A1-R4_MC11	Chr11	743416	743734	273
MvSl-1064-A1-R4_MC11g10470	MvSl-1064-A1-R4_MC11	Chr11	744639	745535	330
MvSl-1064-A1-R4_MC11g10471	MvSl-1064-A1-R4_MC11	Chr11	745786	749930	3609
MvSl-1064-A1-R4_MC11g10472	MvSl-1064-A1-R4_MC11	Chr11	750267	750651	222
