gene	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C010g05744	736	590	371	2289	2323
MinSal-1389-A1-17072018_C010g05745	0	0	0	441	402
MinSal-1389-A1-17072018_C010g05746	481	570	325	1477	1345
MinSal-1389-A1-17072018_C010g05748	0	0	0	17	35
MinSal-1389-A1-17072018_C010g05749	22	47	17	2003	2260.61
MinSal-1389-A1-17072018_C010g05750	0	1	0	644	733
MinSal-1389-A1-17072018_C010g05751	221	287	116	1589	1533
MinSal-1389-A1-17072018_C010g05754	374	268	320	1393	1602
MinSal-1389-A1-17072018_C010g05755	1	0	0	312	276
MinSal-1389-A1-17072018_C010g05756	78	63	37	1170	1107
MinSal-1389-A1-17072018_C010g05757	0	0	0	336	253
MinSal-1389-A1-17072018_C010g05758	658	835	387	6071	5504
MinSal-1389-A1-17072018_C010g05759	1	2	2	1904	2231
MinSal-1389-A1-17072018_C010g05760	1123	1337	771	9145	9907
MinSal-1389-A1-17072018_C010g05761	25.55	28.8109	21.4292	4230	4634
MinSal-1389-A1-17072018_C010g05762	1833	1805	1142	2821	2205
MinSal-1389-A1-17072018_C010g05763	0	0	0	22.1849	17.2983
MinSal-1389-A1-17072018_C010g05765	0	0	0	5574	5641
MinSal-1389-A1-17072018_C010g05767	896.617	883.1	950.87	4101	3313
MinSal-1389-A1-17072018_C010g05768	695	634	451	490	420
MinSal-1389-A1-17072018_C010g05769	119	204	107	2331	2294
MinSal-1389-A1-17072018_C010g05770	9082	8403	5944	13101	18956
MinSal-1389-A1-17072018_C010g05771	1874	1667	1606	7002	7012
MinSal-1389-A1-17072018_C010g05772	1426	1224	1518	4264	5660
MinSal-1389-A1-17072018_C010g05773	59	63	62	1605	1141
MinSal-1389-A1-17072018_C010g05774	2679	2817	1406	4212	3639
MinSal-1389-A1-17072018_C010g05775	273	294	233	4736	4114
MinSal-1389-A1-17072018_C010g05776	111	139	73	7440	8728
MinSal-1389-A1-17072018_C010g05777	3361	3611	2038	5322	5802
MinSal-1389-A1-17072018_C010g05778	750	880	575	1341	1071
MinSal-1389-A1-17072018_C010g05779	0	0	1	904	849
MinSal-1389-A1-17072018_C010g05780	431	281	180	207	173
MinSal-1389-A1-17072018_C010g05781	2	0	0	5600	6066
MinSal-1389-A1-17072018_C010g05782	1229	1298	703	1585	1591
MinSal-1389-A1-17072018_C010g05783	0	0	0	3065	3018
MinSal-1389-A1-17072018_C010g05784	1511	1792	769	8886.2	4851.71
MinSal-1389-A1-17072018_C010g05785	228	235	149	648	577
MinSal-1389-A1-17072018_C010g05786	92	93	70	588	624
MinSal-1389-A1-17072018_C010g05787	0	0	0	20040	14803
MinSal-1389-A1-17072018_C010g05788	708	476	517	4130	4046
MinSal-1389-A1-17072018_C010g05789	0	3	0	1572	1711
MinSal-1389-A1-17072018_C010g05790	0	0	0	2	2
MinSal-1389-A1-17072018_C010g05791	458	626	556	185	108
MinSal-1389-A1-17072018_C010g05792	0	1	0	82	60
MinSal-1389-A1-17072018_C010g05793	322	388	335	2877	2505
MinSal-1389-A1-17072018_C010g05794	79	87	28	962	901
MinSal-1389-A1-17072018_C010g05795	0	0	0	2604	2664
MinSal-1389-A1-17072018_C010g05796	328	340	210	1761	1466
MinSal-1389-A1-17072018_C010g05797	0	0	0	36	27
MinSal-1389-A1-17072018_C010g05799	3206	2815	2020	18099	18750
MinSal-1389-A1-17072018_C010g05800	0	0	0	925.741	927.323
MinSal-1389-A1-17072018_C010g05801	235	146	110	1244	1092
MinSal-1389-A1-17072018_C010g05802	429	418	176	4682	3642
MinSal-1389-A1-17072018_C010g05803	0	0	0	1157	1110
MinSal-1389-A1-17072018_C010g05808	0	0	0	42	38
MinSal-1389-A1-17072018_C010g05810	2747	3895	1662	6359	5810
MinSal-1389-A1-17072018_C010g05811	0	0	0	2553	1968
MinSal-1389-A1-17072018_C010g05812	0	0	0	2743	2159
MinSal-1389-A1-17072018_C010g05813	0	0	0	3526	3944
MinSal-1389-A1-17072018_C010g05814	577	575	556	6699	6303
MinSal-1389-A1-17072018_C010g05815	0	0	0	4322	4588
MinSal-1389-A1-17072018_C010g05816	0	0	0	13751	10671
MinSal-1389-A1-17072018_C010g05817	69	105	30	1371	1211
MinSal-1389-A1-17072018_C010g05818	0	0	0	2371	1962
MinSal-1389-A1-17072018_C010g05819	0	0	0	0	1
MinSal-1389-A1-17072018_C010g05820	0	0	0	27	20
MinSal-1389-A1-17072018_C010g05821	0	0	0	577	412
MinSal-1389-A1-17072018_C010g05822	666	632	356	2647	1787
MinSal-1389-A1-17072018_C010g05824	0	0	0	723	678
MinSal-1389-A1-17072018_C010g05825	0	0	0	368	304
MinSal-1389-A1-17072018_C010g05826	0	0	0	627	570
MinSal-1389-A1-17072018_C010g05827	449	559	277	4247	4387
MinSal-1389-A1-17072018_C010g05828	0	0	0	1311	1385
MinSal-1389-A1-17072018_C010g05829	1	1	0	2898	3158
MinSal-1389-A1-17072018_C010g05830	0	0	3	715	714
MinSal-1389-A1-17072018_C010g05831	5	0	0	5108	4452
MinSal-1389-A1-17072018_C010g05832	1	0	0	1489	1098
MinSal-1389-A1-17072018_C010g05833	408	522	264	1276	1123
MinSal-1389-A1-17072018_C010g05834	1	0	0	3755	3152
MinSal-1389-A1-17072018_C010g05835	8	7	5	3590	3961
MinSal-1389-A1-17072018_C010g05837	535	519	437	3194	2621
MinSal-1389-A1-17072018_C010g05839	0	0	0	1963	2027
MinSal-1389-A1-17072018_C010g05840	2014	2741	1249	9935	8684
MinSal-1389-A1-17072018_C010g05841	1	1	0	199	220
MinSal-1389-A1-17072018_C010g05842	474	591	235	2652	3290
MinSal-1389-A1-17072018_C011g06416	18	24	16	4141	4337
MinSal-1389-A1-17072018_C011g06417	5470	6976	3177	2686	2789
MinSal-1389-A1-17072018_C011g06418	205	202	131	64	117
MinSal-1389-A1-17072018_C011g06419	0	4	1	159	128
MinSal-1389-A1-17072018_C011g06420	0	0	0	1	0
MinSal-1389-A1-17072018_C011g06421	992	976	620	1097.76	925.628
MinSal-1389-A1-17072018_C011g06422	620	652	292	1153	1235
MinSal-1389-A1-17072018_C011g06423	423	472	232	1824	1366
MinSal-1389-A1-17072018_C011g06424	0	0	0	850	732
MinSal-1389-A1-17072018_C011g06425	174	213	135	4397	4248
MinSal-1389-A1-17072018_C011g06426	0	0	0	5941.16	6948.52
MinSal-1389-A1-17072018_C011g06429	4624	5124	2435	2997	2420
MinSal-1389-A1-17072018_C011g06430	224	309	124	1812	1930
MinSal-1389-A1-17072018_C011g06431	0	1	0	2465	2455
MinSal-1389-A1-17072018_C011g06433	5	8	2	82	100
MinSal-1389-A1-17072018_C011g06435	0	0	0	50	57
MinSal-1389-A1-17072018_C011g06436	545	596	486	1634	1961
MinSal-1389-A1-17072018_C011g06437	0	0	0	910	775
MinSal-1389-A1-17072018_C011g06438	589	528	375	1603	1466
MinSal-1389-A1-17072018_C011g06439	0	1	0	557973	805156
MinSal-1389-A1-17072018_C011g06441	1	0	0	707	825
MinSal-1389-A1-17072018_C011g06442	545	531	443	3325	2691
MinSal-1389-A1-17072018_C011g06443	255	353	133	1017	1056
MinSal-1389-A1-17072018_C011g06444	1008	1133	386	786	355
MinSal-1389-A1-17072018_C011g06445	73	101	36	1987	1956
MinSal-1389-A1-17072018_C011g06446	0	0	0	481	549
MinSal-1389-A1-17072018_C011g06447	710	810	332	888	674
MinSal-1389-A1-17072018_C011g06448	2491	2998	1627	6616	4927
MinSal-1389-A1-17072018_C011g06449	305	396	148	932	987
MinSal-1389-A1-17072018_C011g06450	4433	4195	3353	16184	14452
MinSal-1389-A1-17072018_C011g06451	48	75	30	578	567
MinSal-1389-A1-17072018_C011g06452	1	0	0	2800	2675
MinSal-1389-A1-17072018_C011g06454	261	459	172	989	872
MinSal-1389-A1-17072018_C011g06455	2995	2507	2559	5068	4166
MinSal-1389-A1-17072018_C011g06456	490	548	243	1285	810
MinSal-1389-A1-17072018_C011g06457	112	154	104	2047	1527
MinSal-1389-A1-17072018_C011g06459	187	103	102	252	241
MinSal-1389-A1-17072018_C011g06460	1	0	0	338	339
MinSal-1389-A1-17072018_C011g06461	0	1	0	1460	1430
MinSal-1389-A1-17072018_C011g06463	2	0	0	877.876	871.827
MinSal-1389-A1-17072018_C011g06466	0	0	0	0	2
MinSal-1389-A1-17072018_C011g06467	0	0	0	742	731
MinSal-1389-A1-17072018_C011g06468	2308	1841	1931	4008	3445
MinSal-1389-A1-17072018_C011g06469	243	263	128	1367	1462
MinSal-1389-A1-17072018_C011g06470	0	0	0	639	613
MinSal-1389-A1-17072018_C011g06472	3337	3687	1850	2561	2323
MinSal-1389-A1-17072018_C011g06473	931	928	562	2469	2319
MinSal-1389-A1-17072018_C011g06474	0	7	0	7	6
MinSal-1389-A1-17072018_C011g06475	0	0	0	34	43
MinSal-1389-A1-17072018_C011g06476	1	0	0	1	0
MinSal-1389-A1-17072018_C011g06477	1126	1485	594	5153	5458
MinSal-1389-A1-17072018_C011g06478	1012	1611	477	3887	3237
MinSal-1389-A1-17072018_C011g06479	383	548	164	528	468
MinSal-1389-A1-17072018_C011g06480	813	994	448	2881	2786
MinSal-1389-A1-17072018_C011g06481	7842	9554	3892	8857	9519
MinSal-1389-A1-17072018_C011g06482	5076	5364	2686	5534	4650
MinSal-1389-A1-17072018_C011g06483	965	1255	532	1946	1956
MinSal-1389-A1-17072018_C011g06486	372	451	224	1583	1131
MinSal-1389-A1-17072018_C011g06487	168	115	103	877	720
MinSal-1389-A1-17072018_C011g06488	457	496	304	3951	3891
MinSal-1389-A1-17072018_C011g06489	1409	1543	779	1656	1482
MinSal-1389-A1-17072018_C011g06490	0	0	0	627	526
MinSal-1389-A1-17072018_C011g06492	452	428	322	6199	4646
MinSal-1389-A1-17072018_C011g06493	43	52	31	301	216
MinSal-1389-A1-17072018_C011g06494	0	1	1	476	460
MinSal-1389-A1-17072018_C011g06495	97	173	49	2234	2362
MinSal-1389-A1-17072018_C011g06496	461	525	214	531	457
MinSal-1389-A1-17072018_C011g06497	60	82	43	438	453
MinSal-1389-A1-17072018_C011g06498	0	3	0	6415.81	5217.23
MinSal-1389-A1-17072018_C011g06499	0	0	0	866	642
MinSal-1389-A1-17072018_C011g06500	1169	1306	1026	2864	2343
MinSal-1389-A1-17072018_C011g06501	321	484	236	3384	2815
MinSal-1389-A1-17072018_C011g06502	189	273	102	4491	4012
MinSal-1389-A1-17072018_C011g06503	2072	2255	1228	1805	1703
MinSal-1389-A1-17072018_C011g06505	5063	4608	3401	1954	1700
MinSal-1389-A1-17072018_C011g06507	382	579	221	203	137
MinSal-1389-A1-17072018_C011g06508	16	7	6	1948	1313
MinSal-1389-A1-17072018_C011g06509	61	67	31	548	426
MinSal-1389-A1-17072018_C011g06510	125	154	62	486	533
MinSal-1389-A1-17072018_C011g06511	1	1	0	2265	2076
MinSal-1389-A1-17072018_C011g06512	408	530	256	3277	3886
MinSal-1389-A1-17072018_C011g06513	542	674	370	1819	1547
MinSal-1389-A1-17072018_C011g06514	0	0	0	2187	2473
MinSal-1389-A1-17072018_C011g06517	0	0	0	2358	2231
MinSal-1389-A1-17072018_C011g06518	1484	1455	1161	8246	8012
MinSal-1389-A1-17072018_C011g06519	183	289	102	2606	1911
MinSal-1389-A1-17072018_C011g06520	524	482	368	22412	16023
MinSal-1389-A1-17072018_C011g06521	1138	1443	690	5467	3938
MinSal-1389-A1-17072018_C011g06522	0	0	0	700	866
MinSal-1389-A1-17072018_C011g06523	0	0	0	1508	1563
MinSal-1389-A1-17072018_C011g06524	1856	2421	1226	2766	2355
MinSal-1389-A1-17072018_C011g06525	1211	1785	165	1157	934
MinSal-1389-A1-17072018_C011g06526	0	0	0	2912	3152
MinSal-1389-A1-17072018_C011g06527	0	0	0	40	47
MinSal-1389-A1-17072018_C011g06528	144	193	106	3780	3780
MinSal-1389-A1-17072018_C011g06529	2682	2636	2021	4509	7039
MinSal-1389-A1-17072018_C011g06530	0	0	0	602.978	343.307
MinSal-1389-A1-17072018_C011g06531	0	0	0	1155	1105
MinSal-1389-A1-17072018_C011g06532	1	0	0	2312	2088
MinSal-1389-A1-17072018_C011g06534	396	460	174	3999	4011
MinSal-1389-A1-17072018_C011g06535	175	168	69	1363	1346
MinSal-1389-A1-17072018_C011g06536	1016	940	550	1814	1560
MinSal-1389-A1-17072018_C011g06537	1293	1644	927	1718	1054
MinSal-1389-A1-17072018_C011g06538	0	0	0	156	126
MinSal-1389-A1-17072018_C011g06539	196	251	176	2691	2326
MinSal-1389-A1-17072018_C011g06540	0	0	0	3	1
MinSal-1389-A1-17072018_C011g06541	2	1	0	752	639
MinSal-1389-A1-17072018_C011g06542	78	39	32	191	186
MinSal-1389-A1-17072018_C011g06543	679	673	375	1722	1862
MinSal-1389-A1-17072018_C011g06544	705	997	352	1215	1204
MinSal-1389-A1-17072018_C011g06545	4263	5181	3172	9984	7087.26
MinSal-1389-A1-17072018_C011g06546	0	0	0	809	1024
MinSal-1389-A1-17072018_C011g06547	550	507	321	1017	1121
MinSal-1389-A1-17072018_C011g06548	637	794	544	2476	2345
MinSal-1389-A1-17072018_C011g06549	50	91	46	2760	2481
MinSal-1389-A1-17072018_C011g06550	1308	1495	873	2608	2373
MinSal-1389-A1-17072018_C011g06552	1607	1484	1071	2342	2023
MinSal-1389-A1-17072018_C011g06553	1408	1090	1107	279	166
MinSal-1389-A1-17072018_C011g06554	0	1	0	1938	1892
MinSal-1389-A1-17072018_C011g06555	7351	7342	7310	4775	7810
MinSal-1389-A1-17072018_C011g06556	8724	7314	7210	3134	5069
MinSal-1389-A1-17072018_C011g06557	0	0	0	808	790
MinSal-1389-A1-17072018_C011g06558	274	390	261	8899	8702
MinSal-1389-A1-17072018_C011g06559	11	4	4	16699.4	21739.3
MinSal-1389-A1-17072018_C011g06560	0	0	0	97.2611	114.333
MinSal-1389-A1-17072018_C011g06561	0	0	0	1473	2343
MinSal-1389-A1-17072018_C011g06563	0	0	0	810	678
MinSal-1389-A1-17072018_C011g06564	0	0	0	889	695
MinSal-1389-A1-17072018_C011g06565	669	809	320	2323	2113
MinSal-1389-A1-17072018_C011g06566	953	1053	536	1196	1127
MinSal-1389-A1-17072018_C011g06568	174	126	79	74	95
MinSal-1389-A1-17072018_C011g06570	0	0	0	484.635	462.482
MinSal-1389-A1-17072018_C011g06571	200	258	111	1649	1545
MinSal-1389-A1-17072018_C011g06572	75	146	44	2509	3265
MinSal-1389-A1-17072018_C011g06573	0	0	0	698	552
MinSal-1389-A1-17072018_C011g06574	0	0	0	1613	1587
MinSal-1389-A1-17072018_C011g06575	3074	3885	1667	4168	3954
MinSal-1389-A1-17072018_C011g06576	1	2	0	1825	1486
MinSal-1389-A1-17072018_C011g06577	1006	1388	744	4223	3410
MinSal-1389-A1-17072018_C011g06578	1221	1355	670	1307	1297
MinSal-1389-A1-17072018_C011g06579	1713	2219	1247	8668	7980
MinSal-1389-A1-17072018_C011g06581	23	51	15	662	562
MinSal-1389-A1-17072018_C011g06582	415	595	301	2121	2023
MinSal-1389-A1-17072018_C011g06583	4008	4604	2211	950	691
MinSal-1389-A1-17072018_C011g06584	0	0	0	44.0383	63.0453
MinSal-1389-A1-17072018_C011g06587	874	1084	390	3327	2964
MinSal-1389-A1-17072018_C011g06588	0	0	0	1249	1158
MinSal-1389-A1-17072018_C011g06589	960	1281	569	1903	1957
MinSal-1389-A1-17072018_C011g06590	203	249	175	1102	756
MinSal-1389-A1-17072018_C011g06591	1461	1886	744	798	815
MinSal-1389-A1-17072018_C011g06592	4	0	0	4880	5423
MinSal-1389-A1-17072018_C011g06593	3918	4469	3230	18999	15387
MinSal-1389-A1-17072018_C011g06594	772	1003	501	3779	3920
MinSal-1389-A1-17072018_C011g06595	0	0	0	2376	2145
MinSal-1389-A1-17072018_C011g06597	0	0	0	2505	2348
MinSal-1389-A1-17072018_C011g06598	0	0	0	1081	500
MinSal-1389-A1-17072018_C011g06599	941	1022	670	586	531
MinSal-1389-A1-17072018_C011g06603	2	0	0	35769	48512
MinSal-1389-A1-17072018_C011g06604	475	568	424	3074	2194
MinSal-1389-A1-17072018_C011g06605	13	19	6	1000	775
MinSal-1389-A1-17072018_C011g06607	317	361	165	1456	1456
MinSal-1389-A1-17072018_C011g06608	58	108	45	1692	1506
MinSal-1389-A1-17072018_C011g06609	6	5	1	436	364
MinSal-1389-A1-17072018_C011g06611	554	721	370	2310	2049
MinSal-1389-A1-17072018_C011g06612	125	235	90	727	551
MinSal-1389-A1-17072018_C011g06613	598	855	314	3660	3302
MinSal-1389-A1-17072018_C011g06614	0	0	0	778	714
MinSal-1389-A1-17072018_C011g06615	17	7	10	18	25
MinSal-1389-A1-17072018_C011g06616	566	640	441	3677.17	2932.07
MinSal-1389-A1-17072018_C011g06617	302	331	232	3457.93	2643.66
MinSal-1389-A1-17072018_C011g06619	0	0	0	2073	2074
MinSal-1389-A1-17072018_C011g06620	96	49	66	1598	1615
MinSal-1389-A1-17072018_C011g06621	3671	4016	2452	2970	3245
MinSal-1389-A1-17072018_C011g06622	0	0	0	3146	3078
MinSal-1389-A1-17072018_C011g06623	0	0	0	1366	1475
MinSal-1389-A1-17072018_C011g06624	180	178	120	1642.26	1365.24
MinSal-1389-A1-17072018_C011g06626	5305	3978	5793	313	358
MinSal-1389-A1-17072018_C011g06627	314	381	289	2584	2680
MinSal-1389-A1-17072018_C011g06629	5097	5721	3361	5044	5279
MinSal-1389-A1-17072018_C011g06630	0	0	0	1433	1234
MinSal-1389-A1-17072018_C011g06631	158	172	75	832	886
MinSal-1389-A1-17072018_C011g06632	0	0	0	74	102
MinSal-1389-A1-17072018_C011g06633	455	571	156	2284	2087
MinSal-1389-A1-17072018_C011g06634	558	608	339	1926	1278
MinSal-1389-A1-17072018_C011g06635	225	316	125	1903	1264
MinSal-1389-A1-17072018_C011g06636	4926	5929	2960	3350	3055
MinSal-1389-A1-17072018_C011g06637	314	391	208	2110	1881
MinSal-1389-A1-17072018_C011g06638	6754	8424	4402	4140	3487
MinSal-1389-A1-17072018_C011g06639	0	0	0	276	325
MinSal-1389-A1-17072018_C011g06640	239	344	209	1439	1072
MinSal-1389-A1-17072018_C011g06641	3	1	1	21908	18311
MinSal-1389-A1-17072018_C011g06642	7804	7807	6141	16107	14874
MinSal-1389-A1-17072018_C011g06643	0	0	0	1640	1506
MinSal-1389-A1-17072018_C011g06644	0	0	0	288	178
MinSal-1389-A1-17072018_C011g06645	642.482	766.295	416.047	1252	1149
MinSal-1389-A1-17072018_C011g06646	0	1	0	2286	2482
MinSal-1389-A1-17072018_C011g06648	0	0	0	1370	1308
MinSal-1389-A1-17072018_C011g06649	269	381	163	5387	4916
MinSal-1389-A1-17072018_C011g06652	251	380	202	760	710
MinSal-1389-A1-17072018_C011g06653	6277	8418	4149	2107	1855
MinSal-1389-A1-17072018_C011g06654	224	249	151	1075	1034
MinSal-1389-A1-17072018_C011g06655	448	632	285	6965	6012
MinSal-1389-A1-17072018_C011g06656	1285	1340	860	4249	3268
MinSal-1389-A1-17072018_C011g06657	182	236	145	1680	1678
MinSal-1389-A1-17072018_C011g06658	130	130	88	1683	1433
MinSal-1389-A1-17072018_C011g06659	677	741	430	2575	1692
MinSal-1389-A1-17072018_C011g06660	0	0	0	20	13
MinSal-1389-A1-17072018_C011g06661	0	0	0	2368	4673
MinSal-1389-A1-17072018_C011g06662	0	0	0	1372	1819
MinSal-1389-A1-17072018_C011g06663	1458	1782	942	6395	6935
MinSal-1389-A1-17072018_C011g06664	3638	3967	2000	5813	6188
MinSal-1389-A1-17072018_C011g06665	0	0	0	1304	1424
MinSal-1389-A1-17072018_C011g06666	20034.7	19342	16513.4	28693	23035
MinSal-1389-A1-17072018_C011g06668	5	0	0	10720	10231
MinSal-1389-A1-17072018_C011g06669	6	4	3	24	40
MinSal-1389-A1-17072018_C011g06670	0	0	0	301	232
MinSal-1389-A1-17072018_C011g06671	420	532	143	828	873
MinSal-1389-A1-17072018_C011g06674	175	235	82	5936	7258
MinSal-1389-A1-17072018_C011g06675	97	163	65	1525	1167
MinSal-1389-A1-17072018_C011g06676	919	1215	696	744	383
MinSal-1389-A1-17072018_C011g06677	570	684	345	5861	4429
MinSal-1389-A1-17072018_C011g06678	521	584	229	2048.98	1475.94
MinSal-1389-A1-17072018_C011g06686	319	343	232	1018	1024
MinSal-1389-A1-17072018_C011g06690	131	118	89	527	460
MinSal-1389-A1-17072018_C011g06691	131	142	58	684	801
MinSal-1389-A1-17072018_C011g06692	0	0	0	1247	1167
MinSal-1389-A1-17072018_C011g06693	3	5	5	1711	1394
MinSal-1389-A1-17072018_C011g06694	1439	1683	1033	3830	3430
MinSal-1389-A1-17072018_C011g06695	1837	1985	1092	3438	2644
MinSal-1389-A1-17072018_C011g06696	214	303	225	4975	4882
MinSal-1389-A1-17072018_C011g06697	31321	23084	20764	13410	12672
MinSal-1389-A1-17072018_C011g06699	2	3	0	57	90
MinSal-1389-A1-17072018_C011g06709	867	646	728	3801	6005
MinSal-1389-A1-17072018_C011g06710	5521	6212	2536	4891	4194
MinSal-1389-A1-17072018_C011g06711	352	430	239	1041	1000
MinSal-1389-A1-17072018_C011g06712	7	5	5	1799	7423
MinSal-1389-A1-17072018_C011g06713	657	619	272	3891	2434
MinSal-1389-A1-17072018_C011g06714	2653	2400	1815	3595	4228
MinSal-1389-A1-17072018_C011g06715	10346	7573	7135	14757	13922
MinSal-1389-A1-17072018_C011g06716	428	479	248	2796	2650
MinSal-1389-A1-17072018_C011g06717	1	0	0	18562	21593
MinSal-1389-A1-17072018_C011g06718	1587	1489	910	2172	1592
MinSal-1389-A1-17072018_C011g06720	0	0	0	2	1
MinSal-1389-A1-17072018_C011g06721	2516	3394	971	5838	4086
MinSal-1389-A1-17072018_C011g06722	249	309	100	1593	1365
MinSal-1389-A1-17072018_C011g06723	435	528	366	341.999	694.991
MinSal-1389-A1-17072018_C011g06724	734	796	282	509	378
MinSal-1389-A1-17072018_C011g06725	0	0	0	1151	1208
MinSal-1389-A1-17072018_C011g06726	494	655	259	1081	1011
MinSal-1389-A1-17072018_C011g06727	100	65	46	1343	1168
MinSal-1389-A1-17072018_C011g06728	945	1010	498	1404	1294
MinSal-1389-A1-17072018_C011g06729	707	731	501	5134.93	5152.09
MinSal-1389-A1-17072018_C011g06730	150	127	75	398	313
MinSal-1389-A1-17072018_C011g06731	0	2	0	3183	3563
MinSal-1389-A1-17072018_C011g06732	1473	1773	1013	2825	2787
MinSal-1389-A1-17072018_C011g06733	5451	4778	2716	3496	3043
MinSal-1389-A1-17072018_C011g06735	1994	1880	1406	9921	10146
MinSal-1389-A1-17072018_C011g06736	545	585	347	2857.89	2988.86
MinSal-1389-A1-17072018_C011g06737	1325	1659	867	6725	5555
MinSal-1389-A1-17072018_C011g06738	426	706	202	5080	4553
MinSal-1389-A1-17072018_C011g06739	7668	9572	3520	3484	3227
MinSal-1389-A1-17072018_C011g06740	9424	10700	4989	9933	10607
MinSal-1389-A1-17072018_C011g06741	428	524	244	1225	1076
MinSal-1389-A1-17072018_C011g06742	382	384	179	2120	1887
MinSal-1389-A1-17072018_C011g06743	1029	1090	780	7131	8001
MinSal-1389-A1-17072018_C011g06744	0	0	0	30	57
MinSal-1389-A1-17072018_C011g06746	219	328	104	1608	1134
MinSal-1389-A1-17072018_C011g06747	3335	3115	3110	4342	4700
MinSal-1389-A1-17072018_C011g06748	0	0	0	1213.07	1263.41
MinSal-1389-A1-17072018_C011g06751	31	41	7	1662	5008
MinSal-1389-A1-17072018_C011g06752	5374	4781	3579	4162	4410
MinSal-1389-A1-17072018_C011g06753	18011	16916	10498	5898	6395
MinSal-1389-A1-17072018_C011g06755	434	452	346	1179	1680
MinSal-1389-A1-17072018_C011g06759	0	0	0	1915	1860
MinSal-1389-A1-17072018_C011g06761	330	478	201	1381	1257
MinSal-1389-A1-17072018_C011g06762	1133	1496	854	1506	1275
MinSal-1389-A1-17072018_C011g06763	577	389	247	2288	1765
MinSal-1389-A1-17072018_C011g06764	3102	3482	1609	2382	2161
MinSal-1389-A1-17072018_C011g06765	107	110	87	1519	1683
MinSal-1389-A1-17072018_C011g06766	788	990	375	17127	33688
MinSal-1389-A1-17072018_C011g06767	462	787	332	3738	3433
MinSal-1389-A1-17072018_C011g06768	0	2	0	2209	2168
MinSal-1389-A1-17072018_C011g06769	4584	4008	3792	6250	7033
MinSal-1389-A1-17072018_C011g06770	720	876	464	5573	5835
MinSal-1389-A1-17072018_C011g06771	4982	5993	3636	4219	2934
MinSal-1389-A1-17072018_C011g06774	1	0	0	1319	1053
MinSal-1389-A1-17072018_C011g06775	577	762	451	2482	2078
MinSal-1389-A1-17072018_C011g06776	0	0	0	1700	1766
MinSal-1389-A1-17072018_C011g06778	0	0	0	1682	1543
MinSal-1389-A1-17072018_C011g06779	1	0	0	2313	2345
MinSal-1389-A1-17072018_C011g06781	0	0	0	542.358	471.3
MinSal-1389-A1-17072018_C011g06782	763	806	349	2389	2462
MinSal-1389-A1-17072018_C011g06783	1	0	0	4841	4937
MinSal-1389-A1-17072018_C011g06784	930	1018	448	4000	3673
MinSal-1389-A1-17072018_C011g06786	0	0	0	6017	5984.29
MinSal-1389-A1-17072018_C011g06800	27498	22577	15650	3619	3871
MinSal-1389-A1-17072018_C011g06801	2096	2188	1425	1570	1344
MinSal-1389-A1-17072018_C011g06802	1	0	2	1542	1662
MinSal-1389-A1-17072018_C011g06803	3452	2271	2703	5774	8070
MinSal-1389-A1-17072018_C011g06804	194	133	200	1380	1539
MinSal-1389-A1-17072018_C011g06805	0	0	0	0	7.16294
MinSal-1389-A1-17072018_C011g06806	0	0	0	1483	1661
MinSal-1389-A1-17072018_C011g06807	1618	2046	1017	2664	2176
MinSal-1389-A1-17072018_C011g06808	1634	2094	902	5671	4370
MinSal-1389-A1-17072018_C011g06809	7731	8590	5439	19737.6	16369.8
MinSal-1389-A1-17072018_C011g06810	3791	3818	2246	2698	2500
MinSal-1389-A1-17072018_C011g06811	815	1017	502	1062	937
MinSal-1389-A1-17072018_C011g06813	0	0	0	716	663
MinSal-1389-A1-17072018_C011g06814	1053	1125	703	4451	4985
MinSal-1389-A1-17072018_C011g06815	168	219	102	804	757
MinSal-1389-A1-17072018_C011g06816	266	223	106	254	296
MinSal-1389-A1-17072018_C011g06817	806	1116	537	5409	4846
MinSal-1389-A1-17072018_C011g06818	180	222	73	667	605
MinSal-1389-A1-17072018_C011g06819	0	0	0	0	0
MinSal-1389-A1-17072018_C011g06822	569	527	449	3596	4091
MinSal-1389-A1-17072018_C011g06823	737.824	790.672	555.815	6060	4771
MinSal-1389-A1-17072018_C011g06824	310	260	306	1676	3209
MinSal-1389-A1-17072018_C011g06827	805.009	528.072	357.051	45	68
MinSal-1389-A1-17072018_C011g06829	992	1057	708	1122	975
MinSal-1389-A1-17072018_C011g06830	619.085	359.928	147.853	56	46
MinSal-1389-A1-17072018_C011g06831	380	497	211	985	834
MinSal-1389-A1-17072018_C011g06832	773.422	784.091	367.55	514	340
MinSal-1389-A1-17072018_C011g06833	378	444	292	1944	1346
MinSal-1389-A1-17072018_C011g06835	774	1050	505	811	595
MinSal-1389-A1-17072018_C011g06836	0	0	0	105	68
MinSal-1389-A1-17072018_C011g06837	0	0	0	10	3
MinSal-1389-A1-17072018_C011g06838	1934	1879	1602	5241	6748
MinSal-1389-A1-17072018_C011g06839	0	0	0	60	49
MinSal-1389-A1-17072018_C011g06840	238	156	108	139	115
MinSal-1389-A1-17072018_C011g06848	48	36	37	27	36
MinSal-1389-A1-17072018_C011g06849	1122	1252	707	1281	1707
MinSal-1389-A1-17072018_C011g06850	186	269	135	1583	1685
MinSal-1389-A1-17072018_C011g06853	0	0	0	1510	2453
