gene	MintM1	MintM2	MintM3	gene2	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C011g06463	2	0	0	MvSl-1064-A1-R4_MC01-1g02047	877.876	871.827
MinSal-1389-A1-17072018_C011g06466	0	0	0	MvSl-1064-A1-R4_MC05-3g06759	0	2
MinSal-1389-A1-17072018_C011g06467	0	0	0	MvSl-1064-A1-R4_MC05-3g06758	742	731
MinSal-1389-A1-17072018_C011g06468	2308	1841	1931	MvSl-1064-A1-R4_MC05-3g06757	4008	3445
MinSal-1389-A1-17072018_C011g06469	243	263	128	MvSl-1064-A1-R4_MC05-3g06756	1367	1462
MinSal-1389-A1-17072018_C011g06470	0	0	0	MvSl-1064-A1-R4_MC05-3g06755	639	613
MinSal-1389-A1-17072018_C011g06472	3337	3687	1850	MvSl-1064-A1-R4_MC05-3g06752	2561	2323
MinSal-1389-A1-17072018_C011g06473	931	928	562	MvSl-1064-A1-R4_MC05-3g06751	2469	2319
MinSal-1389-A1-17072018_C011g06474	0	7	0	MvSl-1064-A1-R4_MC05-3g06750	7	6
MinSal-1389-A1-17072018_C011g06475	0	0	0	MvSl-1064-A1-R4_MC05-3g06749	34	43
MinSal-1389-A1-17072018_C011g06476	1	0	0	MvSl-1064-A1-R4_MC05-3g06748	1	0
MinSal-1389-A1-17072018_C011g06477	1126	1485	594	MvSl-1064-A1-R4_MC05-3g06741	5153	5458
MinSal-1389-A1-17072018_C011g06478	1012	1611	477	MvSl-1064-A1-R4_MC05-3g06740	3887	3237
MinSal-1389-A1-17072018_C011g06479	383	548	164	MvSl-1064-A1-R4_MC05-3g06739	528	468
MinSal-1389-A1-17072018_C011g06480	813	994	448	MvSl-1064-A1-R4_MC05-3g06738	2881	2786
MinSal-1389-A1-17072018_C011g06481	7842	9554	3892	MvSl-1064-A1-R4_MC05-3g06737	8857	9519
MinSal-1389-A1-17072018_C011g06482	5076	5364	2686	MvSl-1064-A1-R4_MC05-3g06736	5534	4650
MinSal-1389-A1-17072018_C011g06483	965	1255	532	MvSl-1064-A1-R4_MC05-3g06735	1946	1956
MinSal-1389-A1-17072018_C011g06486	372	451	224	MvSl-1064-A1-R4_MC05-3g06730	1583	1131
MinSal-1389-A1-17072018_C011g06487	168	115	103	MvSl-1064-A1-R4_MC05-3g06729	877	720
MinSal-1389-A1-17072018_C011g06488	457	496	304	MvSl-1064-A1-R4_MC05-3g06728	3951	3891
MinSal-1389-A1-17072018_C011g06489	1409	1543	779	MvSl-1064-A1-R4_MC05-3g06727	1656	1482
MinSal-1389-A1-17072018_C011g06490	0	0	0	MvSl-1064-A1-R4_MC05-3g06726	627	526
MinSal-1389-A1-17072018_C011g06492	452	428	322	MvSl-1064-A1-R4_MC05-3g06724	6199	4646
MinSal-1389-A1-17072018_C011g06493	43	52	31	MvSl-1064-A1-R4_MC05-3g06723	301	216
MinSal-1389-A1-17072018_C011g06494	0	1	1	MvSl-1064-A1-R4_MC05-3g06722	476	460
MinSal-1389-A1-17072018_C011g06495	97	173	49	MvSl-1064-A1-R4_MC05-3g06721	2234	2362
MinSal-1389-A1-17072018_C011g06496	461	525	214	MvSl-1064-A1-R4_MC05-3g06720	531	457
MinSal-1389-A1-17072018_C011g06497	60	82	43	MvSl-1064-A1-R4_MC05-3g06719	438	453
MinSal-1389-A1-17072018_C011g06498	0	3	0	MvSl-1064-A1-R4_MC05-3g06713	6415.81	5217.23
MinSal-1389-A1-17072018_C011g06499	0	0	0	MvSl-1064-A1-R4_MC05-3g06712	866	642
MinSal-1389-A1-17072018_C011g06500	1169	1306	1026	MvSl-1064-A1-R4_MC05-3g06711	2864	2343
MinSal-1389-A1-17072018_C011g06501	321	484	236	MvSl-1064-A1-R4_MC05-3g06710	3384	2815
MinSal-1389-A1-17072018_C011g06502	189	273	102	MvSl-1064-A1-R4_MC05-3g06709	4491	4012
MinSal-1389-A1-17072018_C011g06503	2072	2255	1228	MvSl-1064-A1-R4_MC05-3g06708	1805	1703
MinSal-1389-A1-17072018_C011g06505	5063	4608	3401	MvSl-1064-A1-R4_MC05-3g06707	1954	1700
MinSal-1389-A1-17072018_C011g06507	382	579	221	MvSl-1064-A1-R4_MC05-3g06706	203	137
MinSal-1389-A1-17072018_C011g06508	16	7	6	MvSl-1064-A1-R4_MC05-3g06705	1948	1313
MinSal-1389-A1-17072018_C011g06509	61	67	31	MvSl-1064-A1-R4_MC05-3g06703	548	426
MinSal-1389-A1-17072018_C011g06510	125	154	62	MvSl-1064-A1-R4_MC05-3g06702	486	533
MinSal-1389-A1-17072018_C011g06511	1	1	0	MvSl-1064-A1-R4_MC05-3g06701	2265	2076
MinSal-1389-A1-17072018_C011g06512	408	530	256	MvSl-1064-A1-R4_MC05-3g06700	3277	3886
MinSal-1389-A1-17072018_C011g06513	542	674	370	MvSl-1064-A1-R4_MC05-3g06699	1819	1547
MinSal-1389-A1-17072018_C011g06514	0	0	0	MvSl-1064-A1-R4_MC05-3g06698	2187	2473
MinSal-1389-A1-17072018_C011g06517	0	0	0	MvSl-1064-A1-R4_MC05-3g06691	2358	2231
MinSal-1389-A1-17072018_C011g06518	1484	1455	1161	MvSl-1064-A1-R4_MC05-3g06690	8246	8012
MinSal-1389-A1-17072018_C011g06519	183	289	102	MvSl-1064-A1-R4_MC05-3g06689	2606	1911
MinSal-1389-A1-17072018_C011g06520	524	482	368	MvSl-1064-A1-R4_MC05-3g06688	22412	16023
MinSal-1389-A1-17072018_C011g06521	1138	1443	690	MvSl-1064-A1-R4_MC05-3g06687	5467	3938
MinSal-1389-A1-17072018_C011g06522	0	0	0	MvSl-1064-A1-R4_MC05-3g06686	700	866
MinSal-1389-A1-17072018_C011g06523	0	0	0	MvSl-1064-A1-R4_MC05-3g06685	1508	1563
MinSal-1389-A1-17072018_C011g06524	1856	2421	1226	MvSl-1064-A1-R4_MC05-3g06684	2766	2355
MinSal-1389-A1-17072018_C011g06525	1211	1785	165	MvSl-1064-A1-R4_MC05-3g06683	1157	934
MinSal-1389-A1-17072018_C011g06526	0	0	0	MvSl-1064-A1-R4_MC05-3g06682	2912	3152
MinSal-1389-A1-17072018_C011g06527	0	0	0	MvSl-1064-A1-R4_MC05-3g06681	40	47
MinSal-1389-A1-17072018_C011g06528	144	193	106	MvSl-1064-A1-R4_MC05-3g06680	3780	3780
MinSal-1389-A1-17072018_C011g06529	2682	2636	2021	MvSl-1064-A1-R4_MC05-3g06679	4509	7039
MinSal-1389-A1-17072018_C011g06530	0	0	0	MvSl-1064-A1-R4_MC05-3g06678	602.978	343.307
MinSal-1389-A1-17072018_C011g06531	0	0	0	MvSl-1064-A1-R4_MC05-3g06677	1155	1105
MinSal-1389-A1-17072018_C011g06532	1	0	0	MvSl-1064-A1-R4_MC05-3g06676	2312	2088
MinSal-1389-A1-17072018_C011g06534	396	460	174	MvSl-1064-A1-R4_MC05-3g06674	3999	4011
MinSal-1389-A1-17072018_C011g06535	175	168	69	MvSl-1064-A1-R4_MC05-3g06673	1363	1346
MinSal-1389-A1-17072018_C011g06536	1016	940	550	MvSl-1064-A1-R4_MC05-3g06672	1814	1560
MinSal-1389-A1-17072018_C011g06537	1293	1644	927	MvSl-1064-A1-R4_MC05-3g06671	1718	1054
MinSal-1389-A1-17072018_C011g06538	0	0	0	MvSl-1064-A1-R4_MC05-3g06670	156	126
MinSal-1389-A1-17072018_C011g06539	196	251	176	MvSl-1064-A1-R4_MC05-3g06669	2691	2326
MinSal-1389-A1-17072018_C011g06540	0	0	0	MvSl-1064-A1-R4_MC05-3g06668	3	1
MinSal-1389-A1-17072018_C011g06541	2	1	0	MvSl-1064-A1-R4_MC05-3g06664	752	639
MinSal-1389-A1-17072018_C011g06542	78	39	32	MvSl-1064-A1-R4_MC05-3g06663	191	186
MinSal-1389-A1-17072018_C011g06543	679	673	375	MvSl-1064-A1-R4_MC05-3g06662	1722	1862
MinSal-1389-A1-17072018_C011g06544	705	997	352	MvSl-1064-A1-R4_MC05-3g06661	1215	1204
MinSal-1389-A1-17072018_C011g06545	4263	5181	3172	MvSl-1064-A1-R4_MC05-3g06660	9984	7087.26
MinSal-1389-A1-17072018_C011g06546	0	0	0	MvSl-1064-A1-R4_MC05-3g06659	809	1024
MinSal-1389-A1-17072018_C011g06547	550	507	321	MvSl-1064-A1-R4_MC05-3g06658	1017	1121
MinSal-1389-A1-17072018_C011g06548	637	794	544	MvSl-1064-A1-R4_MC05-3g06657	2476	2345
MinSal-1389-A1-17072018_C011g06549	50	91	46	MvSl-1064-A1-R4_MC05-3g06656	2760	2481
MinSal-1389-A1-17072018_C011g06550	1308	1495	873	MvSl-1064-A1-R4_MC05-3g06655	2608	2373
MinSal-1389-A1-17072018_C011g06552	1607	1484	1071	MvSl-1064-A1-R4_MC05-3g06654	2342	2023
MinSal-1389-A1-17072018_C011g06553	1408	1090	1107	MvSl-1064-A1-R4_MC05-3g06653	279	166
MinSal-1389-A1-17072018_C011g06554	0	1	0	MvSl-1064-A1-R4_MC05-3g06652	1938	1892
MinSal-1389-A1-17072018_C011g06555	7351	7342	7310	MvSl-1064-A1-R4_MC05-3g06651	4775	7810
MinSal-1389-A1-17072018_C011g06556	8724	7314	7210	MvSl-1064-A1-R4_MC05-3g06650	3134	5069
MinSal-1389-A1-17072018_C011g06557	0	0	0	MvSl-1064-A1-R4_MC05-3g06649	808	790
MinSal-1389-A1-17072018_C011g06558	274	390	261	MvSl-1064-A1-R4_MC05-3g06648	8899	8702
MinSal-1389-A1-17072018_C011g06559	11	4	4	MvSl-1064-A1-R4_MC05-3g06647	16699.4	21739.3
MinSal-1389-A1-17072018_C011g06560	0	0	0	MvSl-1064-A1-R4_MC05-3g06646	97.2611	114.333
MinSal-1389-A1-17072018_C011g06561	0	0	0	MvSl-1064-A1-R4_MC05-3g06641	1473	2343
MinSal-1389-A1-17072018_C011g06563	0	0	0	MvSl-1064-A1-R4_MC05-3g06639	810	678
MinSal-1389-A1-17072018_C011g06564	0	0	0	MvSl-1064-A1-R4_MC05-3g06638	889	695
MinSal-1389-A1-17072018_C011g06565	669	809	320	MvSl-1064-A1-R4_MC05-3g06637	2323	2113
MinSal-1389-A1-17072018_C011g06566	953	1053	536	MvSl-1064-A1-R4_MC05-3g06635	1196	1127
MinSal-1389-A1-17072018_C011g06568	174	126	79	MvSl-1064-A1-R4_MC05-3g06634	74	95
MinSal-1389-A1-17072018_C011g06570	0	0	0	MvSl-1064-A1-R4_MC04-1g05742	484.635	462.482
MinSal-1389-A1-17072018_C011g06571	200	258	111	MvSl-1064-A1-R4_MC05-3g06633	1649	1545
MinSal-1389-A1-17072018_C011g06572	75	146	44	MvSl-1064-A1-R4_MC05-3g06632	2509	3265
MinSal-1389-A1-17072018_C011g06573	0	0	0	MvSl-1064-A1-R4_MC05-3g06631	698	552
MinSal-1389-A1-17072018_C011g06574	0	0	0	MvSl-1064-A1-R4_MC05-3g06630	1613	1587
MinSal-1389-A1-17072018_C011g06575	3074	3885	1667	MvSl-1064-A1-R4_MC05-3g06628	4168	3954
MinSal-1389-A1-17072018_C011g06576	1	2	0	MvSl-1064-A1-R4_MC05-3g06627	1825	1486
MinSal-1389-A1-17072018_C011g06577	1006	1388	744	MvSl-1064-A1-R4_MC05-3g06626	4223	3410
MinSal-1389-A1-17072018_C011g06578	1221	1355	670	MvSl-1064-A1-R4_MC05-3g06625	1307	1297
MinSal-1389-A1-17072018_C011g06579	1713	2219	1247	MvSl-1064-A1-R4_MC05-3g06624	8668	7980
MinSal-1389-A1-17072018_C011g06581	23	51	15	MvSl-1064-A1-R4_MC05-3g06621	662	562
MinSal-1389-A1-17072018_C011g06582	415	595	301	MvSl-1064-A1-R4_MC05-3g06620	2121	2023
MinSal-1389-A1-17072018_C011g06583	4008	4604	2211	MvSl-1064-A1-R4_MC05-3g06619	950	691
MinSal-1389-A1-17072018_C011g06584	0	0	0	MvSl-1064-A1-R4_MC05-3g06618	44.0383	63.0453
MinSal-1389-A1-17072018_C011g06587	874	1084	390	MvSl-1064-A1-R4_MC05-3g06616	3327	2964
MinSal-1389-A1-17072018_C011g06588	0	0	0	MvSl-1064-A1-R4_MC05-3g06615	1249	1158
MinSal-1389-A1-17072018_C011g06589	960	1281	569	MvSl-1064-A1-R4_MC05-3g06614	1903	1957
MinSal-1389-A1-17072018_C011g06590	203	249	175	MvSl-1064-A1-R4_MC05-3g06613	1102	756
MinSal-1389-A1-17072018_C011g06591	1461	1886	744	MvSl-1064-A1-R4_MC05-3g06612	798	815
MinSal-1389-A1-17072018_C011g06592	4	0	0	MvSl-1064-A1-R4_MC05-3g06611	4880	5423
MinSal-1389-A1-17072018_C011g06593	3918	4469	3230	MvSl-1064-A1-R4_MC05-3g06610	18999	15387
MinSal-1389-A1-17072018_C011g06594	772	1003	501	MvSl-1064-A1-R4_MC05-3g06609	3779	3920
MinSal-1389-A1-17072018_C011g06595	0	0	0	MvSl-1064-A1-R4_MC05-3g06607	2376	2145
MinSal-1389-A1-17072018_C011g06597	0	0	0	MvSl-1064-A1-R4_MC05-3g06603	2505	2348
MinSal-1389-A1-17072018_C011g06598	0	0	0	MvSl-1064-A1-R4_MC05-3g06602	1081	500
MinSal-1389-A1-17072018_C011g06599	941	1022	670	MvSl-1064-A1-R4_MC05-3g06601	586	531
MinSal-1389-A1-17072018_C011g06603	2	0	0	MvSl-1064-A1-R4_MC05-3g06594	35769	48512
MinSal-1389-A1-17072018_C011g06604	475	568	424	MvSl-1064-A1-R4_MC05-3g06592	3074	2194
MinSal-1389-A1-17072018_C011g06605	13	19	6	MvSl-1064-A1-R4_MC05-3g06591	1000	775
MinSal-1389-A1-17072018_C011g06607	317	361	165	MvSl-1064-A1-R4_MC05-3g06588	1456	1456
MinSal-1389-A1-17072018_C011g06608	58	108	45	MvSl-1064-A1-R4_MC05-3g06587	1692	1506
MinSal-1389-A1-17072018_C011g06609	6	5	1	MvSl-1064-A1-R4_MC05-3g06586	436	364
MinSal-1389-A1-17072018_C011g06611	554	721	370	MvSl-1064-A1-R4_MC05-3g06583	2310	2049
MinSal-1389-A1-17072018_C011g06612	125	235	90	MvSl-1064-A1-R4_MC05-3g06582	727	551
MinSal-1389-A1-17072018_C011g06613	598	855	314	MvSl-1064-A1-R4_MC05-3g06581	3660	3302
MinSal-1389-A1-17072018_C011g06614	0	0	0	MvSl-1064-A1-R4_MC05-3g06580	778	714
MinSal-1389-A1-17072018_C011g06615	17	7	10	MvSl-1064-A1-R4_MC05-3g06579	18	25
MinSal-1389-A1-17072018_C011g06616	566	640	441	MvSl-1064-A1-R4_MC05-3g06578	3677.17	2932.07
MinSal-1389-A1-17072018_C011g06617	302	331	232	MvSl-1064-A1-R4_MC05-3g06577	3457.93	2643.66
MinSal-1389-A1-17072018_C011g06619	0	0	0	MvSl-1064-A1-R4_MC05-3g06574	2073	2074
MinSal-1389-A1-17072018_C011g06620	96	49	66	MvSl-1064-A1-R4_MC05-3g06573	1598	1615
MinSal-1389-A1-17072018_C011g06621	3671	4016	2452	MvSl-1064-A1-R4_MC05-3g06572	2970	3245
MinSal-1389-A1-17072018_C011g06622	0	0	0	MvSl-1064-A1-R4_MC05-3g06571	3146	3078
MinSal-1389-A1-17072018_C011g06623	0	0	0	MvSl-1064-A1-R4_MC05-3g06570	1366	1475
MinSal-1389-A1-17072018_C011g06624	180	178	120	MvSl-1064-A1-R4_MC05-3g06569	1642.26	1365.24
MinSal-1389-A1-17072018_C011g06626	5305	3978	5793	MvSl-1064-A1-R4_MC05-3g06568	313	358
MinSal-1389-A1-17072018_C011g06627	314	381	289	MvSl-1064-A1-R4_MC05-3g06567	2584	2680
MinSal-1389-A1-17072018_C011g06629	5097	5721	3361	MvSl-1064-A1-R4_MC05-3g06562	5044	5279
MinSal-1389-A1-17072018_C011g06630	0	0	0	MvSl-1064-A1-R4_MC05-3g06561	1433	1234
MinSal-1389-A1-17072018_C011g06631	158	172	75	MvSl-1064-A1-R4_MC05-3g06560	832	886
MinSal-1389-A1-17072018_C011g06632	0	0	0	MvSl-1064-A1-R4_MC05-3g06557	74	102
MinSal-1389-A1-17072018_C011g06633	455	571	156	MvSl-1064-A1-R4_MC05-3g06556	2284	2087
MinSal-1389-A1-17072018_C011g06634	558	608	339	MvSl-1064-A1-R4_MC05-3g06555	1926	1278
MinSal-1389-A1-17072018_C011g06635	225	316	125	MvSl-1064-A1-R4_MC05-3g06553	1903	1264
MinSal-1389-A1-17072018_C011g06636	4926	5929	2960	MvSl-1064-A1-R4_MC05-3g06552	3350	3055
MinSal-1389-A1-17072018_C011g06637	314	391	208	MvSl-1064-A1-R4_MC05-3g06551	2110	1881
MinSal-1389-A1-17072018_C011g06638	6754	8424	4402	MvSl-1064-A1-R4_MC05-3g06550	4140	3487
MinSal-1389-A1-17072018_C011g06639	0	0	0	MvSl-1064-A1-R4_MC05-3g06549	276	325
MinSal-1389-A1-17072018_C011g06640	239	344	209	MvSl-1064-A1-R4_MC05-3g06548	1439	1072
MinSal-1389-A1-17072018_C011g06641	3	1	1	MvSl-1064-A1-R4_MC05-3g06547	21908	18311
MinSal-1389-A1-17072018_C011g06642	7804	7807	6141	MvSl-1064-A1-R4_MC05-3g06546	16107	14874
MinSal-1389-A1-17072018_C011g06643	0	0	0	MvSl-1064-A1-R4_MC05-3g06545	1640	1506
MinSal-1389-A1-17072018_C011g06644	0	0	0	MvSl-1064-A1-R4_MC05-3g06544	288	178
MinSal-1389-A1-17072018_C011g06645	642.482	766.295	416.047	MvSl-1064-A1-R4_MC05-3g06543	1252	1149
MinSal-1389-A1-17072018_C011g06646	0	1	0	MvSl-1064-A1-R4_MC05-3g06542	2286	2482
MinSal-1389-A1-17072018_C011g06648	0	0	0	MvSl-1064-A1-R4_MC05-3g06540	1370	1308
MinSal-1389-A1-17072018_C011g06649	269	381	163	MvSl-1064-A1-R4_MC05-3g06539	5387	4916
MinSal-1389-A1-17072018_C011g06652	251	380	202	MvSl-1064-A1-R4_MC05-3g06535	760	710
MinSal-1389-A1-17072018_C011g06653	6277	8418	4149	MvSl-1064-A1-R4_MC05-3g06531	2107	1855
MinSal-1389-A1-17072018_C011g06654	224	249	151	MvSl-1064-A1-R4_MC05-3g06530	1075	1034
MinSal-1389-A1-17072018_C011g06655	448	632	285	MvSl-1064-A1-R4_MC05-3g06529	6965	6012
MinSal-1389-A1-17072018_C011g06656	1285	1340	860	MvSl-1064-A1-R4_MC05-3g06528	4249	3268
MinSal-1389-A1-17072018_C011g06657	182	236	145	MvSl-1064-A1-R4_MC05-3g06527	1680	1678
MinSal-1389-A1-17072018_C011g06658	130	130	88	MvSl-1064-A1-R4_MC05-3g06526	1683	1433
MinSal-1389-A1-17072018_C011g06659	677	741	430	MvSl-1064-A1-R4_MC05-3g06525	2575	1692
MinSal-1389-A1-17072018_C011g06660	0	0	0	MvSl-1064-A1-R4_MC05-3g06524	20	13
MinSal-1389-A1-17072018_C011g06661	0	0	0	MvSl-1064-A1-R4_MC05-3g06520	2368	4673
MinSal-1389-A1-17072018_C011g06662	0	0	0	MvSl-1064-A1-R4_MC05-3g06519	1372	1819
MinSal-1389-A1-17072018_C011g06663	1458	1782	942	MvSl-1064-A1-R4_MC05-3g06518	6395	6935
MinSal-1389-A1-17072018_C011g06664	3638	3967	2000	MvSl-1064-A1-R4_MC05-3g06517	5813	6188
MinSal-1389-A1-17072018_C011g06665	0	0	0	MvSl-1064-A1-R4_MC05-3g06516	1304	1424
MinSal-1389-A1-17072018_C011g06666	20034.7	19342	16513.4	MvSl-1064-A1-R4_MC05-3g06515	28693	23035
MinSal-1389-A1-17072018_C011g06668	5	0	0	MvSl-1064-A1-R4_MC05-3g06514	10720	10231
MinSal-1389-A1-17072018_C011g06669	6	4	3	MvSl-1064-A1-R4_MC05-3g06512	24	40
MinSal-1389-A1-17072018_C011g06670	0	0	0	MvSl-1064-A1-R4_MC05-3g06511	301	232
MinSal-1389-A1-17072018_C011g06671	420	532	143	MvSl-1064-A1-R4_MC05-3g06510	828	873
MinSal-1389-A1-17072018_C011g06674	175	235	82	MvSl-1064-A1-R4_MC05-3g06509	5936	7258
MinSal-1389-A1-17072018_C011g06675	97	163	65	MvSl-1064-A1-R4_MC05-3g06508	1525	1167
MinSal-1389-A1-17072018_C011g06676	919	1215	696	MvSl-1064-A1-R4_MC05-3g06507	744	383
MinSal-1389-A1-17072018_C011g06677	570	684	345	MvSl-1064-A1-R4_MC05-3g06506	5861	4429
MinSal-1389-A1-17072018_C011g06678	521	584	229	MvSl-1064-A1-R4_MC05-3g06505	2048.98	1475.94
MinSal-1389-A1-17072018_C011g06686	319	343	232	MvSl-1064-A1-R4_MC05-2g06470	1018	1024
MinSal-1389-A1-17072018_C011g06690	131	118	89	MvSl-1064-A1-R4_MC05-2g06472	527	460
MinSal-1389-A1-17072018_C011g06691	131	142	58	MvSl-1064-A1-R4_MC05-2g06473	684	801
MinSal-1389-A1-17072018_C011g06692	0	0	0	MvSl-1064-A1-R4_MC05-2g06474	1247	1167
MinSal-1389-A1-17072018_C011g06693	3	5	5	MvSl-1064-A1-R4_MC05-2g06475	1711	1394
MinSal-1389-A1-17072018_C011g06694	1439	1683	1033	MvSl-1064-A1-R4_MC05-2g06477	3830	3430
MinSal-1389-A1-17072018_C011g06695	1837	1985	1092	MvSl-1064-A1-R4_MC05-2g06478	3438	2644
MinSal-1389-A1-17072018_C011g06696	214	303	225	MvSl-1064-A1-R4_MC05-2g06479	4975	4882
MinSal-1389-A1-17072018_C011g06697	31321	23084	20764	MvSl-1064-A1-R4_MC05-2g06480	13410	12672
MinSal-1389-A1-17072018_C011g06699	2	3	0	MvSl-1064-A1-R4_MC05-2g06484	57	90
MinSal-1389-A1-17072018_C011g06709	867	646	728	MvSl-1064-A1-R4_MC05-2g06468	3801	6005
MinSal-1389-A1-17072018_C011g06710	5521	6212	2536	MvSl-1064-A1-R4_MC05-2g06467	4891	4194
MinSal-1389-A1-17072018_C011g06711	352	430	239	MvSl-1064-A1-R4_MC05-2g06466	1041	1000
MinSal-1389-A1-17072018_C011g06712	7	5	5	MvSl-1064-A1-R4_MC05-2g06465	1799	7423
MinSal-1389-A1-17072018_C011g06713	657	619	272	MvSl-1064-A1-R4_MC05-2g06464	3891	2434
MinSal-1389-A1-17072018_C011g06714	2653	2400	1815	MvSl-1064-A1-R4_MC05-2g06463	3595	4228
MinSal-1389-A1-17072018_C011g06715	10346	7573	7135	MvSl-1064-A1-R4_MC05-2g06459	14757	13922
MinSal-1389-A1-17072018_C011g06716	428	479	248	MvSl-1064-A1-R4_MC05-2g06458	2796	2650
MinSal-1389-A1-17072018_C011g06717	1	0	0	MvSl-1064-A1-R4_MC05-2g06454	18562	21593
MinSal-1389-A1-17072018_C011g06718	1587	1489	910	MvSl-1064-A1-R4_MC05-2g06453	2172	1592
MinSal-1389-A1-17072018_C011g06720	0	0	0	MvSl-1064-A1-R4_MC05-2g06447	2	1
MinSal-1389-A1-17072018_C011g06721	2516	3394	971	MvSl-1064-A1-R4_MC05-2g06446	5838	4086
MinSal-1389-A1-17072018_C011g06722	249	309	100	MvSl-1064-A1-R4_MC05-2g06445	1593	1365
MinSal-1389-A1-17072018_C011g06723	435	528	366	MvSl-1064-A1-R4_MC05-2g06425	341.999	694.991
MinSal-1389-A1-17072018_C011g06724	734	796	282	MvSl-1064-A1-R4_MC05-2g06426	509	378
MinSal-1389-A1-17072018_C011g06725	0	0	0	MvSl-1064-A1-R4_MC05-2g06427	1151	1208
MinSal-1389-A1-17072018_C011g06726	494	655	259	MvSl-1064-A1-R4_MC05-2g06434	1081	1011
MinSal-1389-A1-17072018_C011g06727	100	65	46	MvSl-1064-A1-R4_MC05-2g06435	1343	1168
MinSal-1389-A1-17072018_C011g06728	945	1010	498	MvSl-1064-A1-R4_MC05-2g06436	1404	1294
MinSal-1389-A1-17072018_C011g06729	707	731	501	MvSl-1064-A1-R4_MC05-2g06440	5134.93	5152.09
MinSal-1389-A1-17072018_C011g06730	150	127	75	MvSl-1064-A1-R4_MC05-2g06443	398	313
MinSal-1389-A1-17072018_C011g06731	0	2	0	MvSl-1064-A1-R4_MC05-2g06417	3183	3563
MinSal-1389-A1-17072018_C011g06732	1473	1773	1013	MvSl-1064-A1-R4_MC05-2g06416	2825	2787
MinSal-1389-A1-17072018_C011g06733	5451	4778	2716	MvSl-1064-A1-R4_MC05-2g06415	3496	3043
MinSal-1389-A1-17072018_C011g06735	1994	1880	1406	MvSl-1064-A1-R4_MC05-2g06355	9921	10146
MinSal-1389-A1-17072018_C011g06736	545	585	347	MvSl-1064-A1-R4_MC05-2g06356	2857.89	2988.86
MinSal-1389-A1-17072018_C011g06737	1325	1659	867	MvSl-1064-A1-R4_MC05-2g06357	6725	5555
MinSal-1389-A1-17072018_C011g06738	426	706	202	MvSl-1064-A1-R4_MC05-2g06358	5080	4553
MinSal-1389-A1-17072018_C011g06739	7668	9572	3520	MvSl-1064-A1-R4_MC05-2g06360	3484	3227
MinSal-1389-A1-17072018_C011g06740	9424	10700	4989	MvSl-1064-A1-R4_MC05-2g06361	9933	10607
MinSal-1389-A1-17072018_C011g06741	428	524	244	MvSl-1064-A1-R4_MC05-2g06362	1225	1076
MinSal-1389-A1-17072018_C011g06742	382	384	179	MvSl-1064-A1-R4_MC05-2g06363	2120	1887
MinSal-1389-A1-17072018_C011g06743	1029	1090	780	MvSl-1064-A1-R4_MC05-2g06364	7131	8001
MinSal-1389-A1-17072018_C011g06744	0	0	0	MvSl-1064-A1-R4_MC05-2g06376	30	57
MinSal-1389-A1-17072018_C011g06746	219	328	104	MvSl-1064-A1-R4_MC05-2g06378	1608	1134
MinSal-1389-A1-17072018_C011g06747	3335	3115	3110	MvSl-1064-A1-R4_MC05-2g06379	4342	4700
MinSal-1389-A1-17072018_C011g06748	0	0	0	MvSl-1064-A1-R4_MC05-2g06380	1213.07	1263.41
MinSal-1389-A1-17072018_C011g06751	31	41	7	MvSl-1064-A1-R4_MC05-2g06381	1662	5008
MinSal-1389-A1-17072018_C011g06752	5374	4781	3579	MvSl-1064-A1-R4_MC05-2g06384	4162	4410
MinSal-1389-A1-17072018_C011g06753	18011	16916	10498	MvSl-1064-A1-R4_MC05-2g06385	5898	6395
MinSal-1389-A1-17072018_C011g06755	434	452	346	MvSl-1064-A1-R4_MC05-2g06387	1179	1680
MinSal-1389-A1-17072018_C011g06759	0	0	0	MvSl-1064-A1-R4_MC05-2g06392	1915	1860
MinSal-1389-A1-17072018_C011g06761	330	478	201	MvSl-1064-A1-R4_MC05-2g06399	1381	1257
MinSal-1389-A1-17072018_C011g06762	1133	1496	854	MvSl-1064-A1-R4_MC05-2g06400	1506	1275
MinSal-1389-A1-17072018_C011g06763	577	389	247	MvSl-1064-A1-R4_MC05-2g06401	2288	1765
MinSal-1389-A1-17072018_C011g06764	3102	3482	1609	MvSl-1064-A1-R4_MC05-2g06406	2382	2161
MinSal-1389-A1-17072018_C011g06765	107	110	87	MvSl-1064-A1-R4_MC05-2g06403	1519	1683
MinSal-1389-A1-17072018_C011g06766	788	990	375	MvSl-1064-A1-R4_MC05-2g06408	17127	33688
MinSal-1389-A1-17072018_C011g06767	462	787	332	MvSl-1064-A1-R4_MC05-2g06409	3738	3433
MinSal-1389-A1-17072018_C011g06768	0	2	0	MvSl-1064-A1-R4_MC05-2g06353	2209	2168
MinSal-1389-A1-17072018_C011g06769	4584	4008	3792	MvSl-1064-A1-R4_MC05-2g06341	6250	7033
MinSal-1389-A1-17072018_C011g06770	720	876	464	MvSl-1064-A1-R4_MC05-2g06340	5573	5835
MinSal-1389-A1-17072018_C011g06771	4982	5993	3636	MvSl-1064-A1-R4_MC05-2g06339	4219	2934
MinSal-1389-A1-17072018_C011g06774	1	0	0	MvSl-1064-A1-R4_MC05-2g06325	1319	1053
