gene A1 A2 location chr start end log2FC intron_nr mean sum group ave_count
MvSl-1064-A1-R4_MC12g10800 1.74258491218306 1.39109179928443 MvSl-1064-A1-R4_MC12 Chr12 192109 194915 -0.22771617 1 138592 247 NONDE 1.56684
MvSl-1064-A1-R4_MC12g10801 1.40816104589918 1.00314234555998 MvSl-1064-A1-R4_MC12 Chr12 195633 197548 0.133507188 1 139583 54 NONDE 1.20565
MvSl-1064-A1-R4_MC12g10804 1.1897801079485 0.523547080653121 MvSl-1064-A1-R4_MC12 Chr12 201483 204387 0.222603104 1 145169 133 NONDE 0.856664
MvSl-1064-A1-R4_MC12g10805 7.22438637743803 6.95343041958295 MvSl-1064-A1-R4_MC12 Chr12 204967 206064 -0.121993085 9 151670 72.4444 NONDE 7.08891
MvSl-1064-A1-R4_MC12g10806 5.87614321304069 4.86860768837666 MvSl-1064-A1-R4_MC12 Chr12 206345 206569 0.096237753 11 156651 86.5455 NONDE 5.37238
MvSl-1064-A1-R4_MC12g10808 5.44304171110314 5.46296096850115 MvSl-1064-A1-R4_MC12 Chr12 208941 209560 0.432571682 1 161467 138 NONDE 5.453
MvSl-1064-A1-R4_MC12g10810 5.22207112924031 4.99522106039016 MvSl-1064-A1-R4_MC12 Chr12 211548 214912 3.067786419 1 55 55 DE 5.10865
MvSl-1064-A1-R4_MC12g10811 9.76233416057444 9.89846113826326 MvSl-1064-A1-R4_MC12 Chr12 216291 216806 -0.30551903 1 166456 81 NONDE 9.8304
MvSl-1064-A1-R4_MC12g10812 1.85305054713234 1.84876613672186 MvSl-1064-A1-R4_MC12 Chr12 217216 219179 -0.83314221 2 172073 169 NONDE 1.85091
MvSl-1064-A1-R4_MC12g10813 1.49249972666089 0.670919777197402 MvSl-1064-A1-R4_MC12 Chr12 219699 221552 0.03291399 3 174883 88.3333 NONDE 1.08171
MvSl-1064-A1-R4_MC12g10814 5.7260041546208 5.8674698799774 MvSl-1064-A1-R4_MC12 Chr12 222968 224754 -0.134672217 4 178123 87.75 NONDE 5.79674
MvSl-1064-A1-R4_MC12g10815 6.82499194772143 6.76462761980375 MvSl-1064-A1-R4_MC12 Chr12 227225 229919 0.135179536 1 179139 68 NONDE 6.79481
MvSl-1064-A1-R4_MC12g10816 5.59701586390052 5.63440336761569 MvSl-1064-A1-R4_MC12 Chr12 231599 237012 0.21369524 2 180678 82 NONDE 5.61571
MvSl-1064-A1-R4_MC12g10819 2.32116142429844 2.30503902256079 MvSl-1064-A1-R4_MC12 Chr12 248812 249511 0.159277379 2 185331 127 NONDE 2.3131
MvSl-1064-A1-R4_MC12g10821 5.71141414775309 5.78627267201621 MvSl-1064-A1-R4_MC12 Chr12 250649 256821 -0.043341908 2 188746 129 NONDE 5.74884
MvSl-1064-A1-R4_MC12g10822 3.55595408248505 3.36476306466945 MvSl-1064-A1-R4_MC12 Chr12 258175 260640 -0.236442696 1 190091 118 NONDE 3.46036
MvSl-1064-A1-R4_MC12g10823 6.35301073362094 6.89027850927654 MvSl-1064-A1-R4_MC12 Chr12 261474 264218 0.243994926 3 192434 162.667 NONDE 6.62164
MvSl-1064-A1-R4_MC12g10824 0.149911178452034 0.0359221013491793 MvSl-1064-A1-R4_MC12 Chr12 264468 265894 0.121551492 4 195826 89.75 NONDE 0.0929166
MvSl-1064-A1-R4_MC12g10825 4.64821538588034 5.08776304976417 MvSl-1064-A1-R4_MC12 Chr12 266722 271900 0.113408981 5 199340 75.2 NONDE 4.86799
MvSl-1064-A1-R4_MC12g10826 3.20237615475696 3.72107448436007 MvSl-1064-A1-R4_MC12 Chr12 272443 272941 -0.286544839 3 200386 86.6667 NONDE 3.46173
MvSl-1064-A1-R4_MC12g10827 4.68452426433342 4.44923208885935 MvSl-1064-A1-R4_MC12 Chr12 273063 274967 0.23503603 4 204243 106 NONDE 4.56688
MvSl-1064-A1-R4_MC12g10828 2.78965326601158 2.16285477107809 MvSl-1064-A1-R4_MC12 Chr12 275752 278071 -0.207582516 4 205977 87 NONDE 2.47625
MvSl-1064-A1-R4_MC12g10830 6.75201940011801 6.89153145034797 MvSl-1064-A1-R4_MC12 Chr12 281503 282946 -0.011519837 4 208646 84.5 NONDE 6.82178
MvSl-1064-A1-R4_MC12g10831 5.60018720714959 5.53528392243056 MvSl-1064-A1-R4_MC12 Chr12 283527 284787 -0.114874651 3 209081 117.667 NONDE 5.56774
MvSl-1064-A1-R4_MC12g10832 7.57924785729155 8.04244353975383 MvSl-1064-A1-R4_MC12 Chr12 285202 287104 0.007072461 6 210898 95.1667 NONDE 7.81085
MvSl-1064-A1-R4_MC12g10833 2.03279051105365 1.88946899420337 MvSl-1064-A1-R4_MC12 Chr12 287569 290279 0.102244897 6 214097 75.3333 NONDE 1.96113
MvSl-1064-A1-R4_MC12g10834 4.76867322847514 5.45789528401717 MvSl-1064-A1-R4_MC12 Chr12 290429 290801 0.213696975 1 216469 99 NONDE 5.11328
MvSl-1064-A1-R4_MC12g10835 5.52875468439243 5.71162627656323 MvSl-1064-A1-R4_MC12 Chr12 291402 293605 0.096239717 5 218962 88.6 NONDE 5.62019
MvSl-1064-A1-R4_MC12g10836 7.59324177884722 7.3600607979246 MvSl-1064-A1-R4_MC12 Chr12 293696 295151 -0.035469785 6 219837 83.5 NONDE 7.47665
MvSl-1064-A1-R4_MC12g10837 7.65019510901524 7.01047778433104 MvSl-1064-A1-R4_MC12 Chr12 295945 298438 -0.320078661 3 223045 61.6667 NONDE 7.33034
MvSl-1064-A1-R4_MC12g10838 6.7844435307706 6.76736013495479 MvSl-1064-A1-R4_MC12 Chr12 300094 300348 -0.069491289 2 227508 129.5 NONDE 6.7759
MvSl-1064-A1-R4_MC12g10839 7.11168246450158 6.96359283766761 MvSl-1064-A1-R4_MC12 Chr12 300469 301033 -0.068714228 5 232428 75.4 NONDE 7.03764
MvSl-1064-A1-R4_MC12g10840 2.93739136877805 3.22862572922508 MvSl-1064-A1-R4_MC12 Chr12 301834 302129 -0.303005695 5 242017 76.2 NONDE 3.08301
MvSl-1064-A1-R4_MC12g10841 8.13542165750469 8.59624972740383 MvSl-1064-A1-R4_MC12 Chr12 302261 302656 0.411707756 4 244186 75.5 NONDE 8.36584
MvSl-1064-A1-R4_MC12g10844 8.5441036406679 8.35237094082161 MvSl-1064-A1-R4_MC12 Chr12 306762 308914 0.201743282 10 251913 67.7 NONDE 8.44824
MvSl-1064-A1-R4_MC12g10845 8.93575278642597 8.68002514656422 MvSl-1064-A1-R4_MC12 Chr12 308991 310020 -0.060989419 4 258454 187.5 NONDE 8.80789
MvSl-1064-A1-R4_MC12g10846 6.80657720939758 6.75088686847583 MvSl-1064-A1-R4_MC12 Chr12 310162 310850 0.096400179 1 263426 66 NONDE 6.77873
MvSl-1064-A1-R4_MC12g10847 4.06299628295133 4.26429404774503 MvSl-1064-A1-R4_MC12 Chr12 311206 312801 -0.21930265 8 264565 74.875 NONDE 4.16365
MvSl-1064-A1-R4_MC12g10848 8.01316186053294 7.72163553506069 MvSl-1064-A1-R4_MC12 Chr12 312945 314717 0.449269251 6 267771 70.6667 NONDE 7.8674
MvSl-1064-A1-R4_MC12g10849 3.75118347475488 3.70406096136346 MvSl-1064-A1-R4_MC12 Chr12 315412 315903 1.854980751 2 98 196 DE 3.72762
MvSl-1064-A1-R4_MC12g10850 0.460262101031234 0.238559882256371 MvSl-1064-A1-R4_MC12 Chr12 316703 317522 0.731715849 3 274822 75 NONDE 0.349411
MvSl-1064-A1-R4_MC12g10851 5.89046181808471 5.91136634448685 MvSl-1064-A1-R4_MC12 Chr12 317807 319233 -0.203512909 3 277800 65.3333 NONDE 5.90091
MvSl-1064-A1-R4_MC12g10852 6.6097913810101 6.69816103696607 MvSl-1064-A1-R4_MC12 Chr12 320089 320298 -0.01058168 6 279946 96.5 NONDE 6.65398
MvSl-1064-A1-R4_MC12g10853 7.18427032975567 7.15728789435574 MvSl-1064-A1-R4_MC12 Chr12 320741 321381 0.080521133 7 281567 82.4286 NONDE 7.17078
MvSl-1064-A1-R4_MC12g10854 8.60338563474218 9.21476453864443 MvSl-1064-A1-R4_MC12 Chr12 322187 325219 0.172636375 4 283721 83.5 NONDE 8.90908
MvSl-1064-A1-R4_MC12g10855 6.50794050239982 6.48396678564688 MvSl-1064-A1-R4_MC12 Chr12 325323 327043 0.195377042 4 286917 91 NONDE 6.49595
MvSl-1064-A1-R4_MC12g10856 7.44061219999223 7.36096562271021 MvSl-1064-A1-R4_MC12 Chr12 327317 330593 0.018900909 2 289881 92.5 NONDE 7.40079
MvSl-1064-A1-R4_MC12g10857 3.07139595208367 3.18841285113583 MvSl-1064-A1-R4_MC12 Chr12 330898 335863 -0.111884926 1 290523 139 NONDE 3.1299
MvSl-1064-A1-R4_MC12g10858 5.66522405779068 5.50449726932257 MvSl-1064-A1-R4_MC12 Chr12 337916 341443 -0.029502873 2 292316 58 NONDE 5.58486
MvSl-1064-A1-R4_MC12g10859 2.7784982823651 2.5907279064522 MvSl-1064-A1-R4_MC12 Chr12 341753 343110 -0.19484018 3 294942 80.3333 NONDE 2.68461
MvSl-1064-A1-R4_MC12g10860 3.34530849345426 3.0694610825003 MvSl-1064-A1-R4_MC12 Chr12 343236 343601 -0.457367812 7 296517 69.5714 NONDE 3.20738
MvSl-1064-A1-R4_MC12g10862 1.83162373285738 1.84876613672186 MvSl-1064-A1-R4_MC12 Chr12 348571 349462 -0.397546165 1 300826 58 NONDE 1.84019
MvSl-1064-A1-R4_MC12g10863 3.46146448190727 3.57275874396862 MvSl-1064-A1-R4_MC12 Chr12 349601 351277 0.063570018 1 302062 59 NONDE 3.51711
MvSl-1064-A1-R4_MC12g10866 6.28763365215815 6.14152130092345 MvSl-1064-A1-R4_MC12 Chr12 356385 360472 0.03530243 6 305233 92.5 NONDE 6.21458
MvSl-1064-A1-R4_MC12g10867 5.96123149764342 6.36362876905837 MvSl-1064-A1-R4_MC12 Chr12 361035 361671 0.074886469 7 307161 80.4286 NONDE 6.16243
MvSl-1064-A1-R4_MC12g10868 4.46900400730175 4.90628507005137 MvSl-1064-A1-R4_MC12 Chr12 361760 363454 0.150016753 2 309766 78.5 NONDE 4.68764
MvSl-1064-A1-R4_MC12g10869 1.7877911147268 2.82908702920807 MvSl-1064-A1-R4_MC12 Chr12 363955 364415 0.105811791 2 310567 211 NONDE 2.30844
MvSl-1064-A1-R4_MC12g10870 6.09088452708792 5.79030858477787 MvSl-1064-A1-R4_MC12 Chr12 364585 366185 -0.011945131 6 311653 88.5 NONDE 5.9406
MvSl-1064-A1-R4_MC12g10874 2.06986432787582 2.21182312807785 MvSl-1064-A1-R4_MC12 Chr12 375039 377081 -0.275818419 5 318056 56.2 NONDE 2.14084
MvSl-1064-A1-R4_MC12g10876 2.3813875119415 2.50163951280521 MvSl-1064-A1-R4_MC12 Chr12 379463 380133 0.030070078 1 321211 92 NONDE 2.44151
MvSl-1064-A1-R4_MC12g10879 3.73972583948847 3.32821754083852 MvSl-1064-A1-R4_MC12 Chr12 384354 385962 -0.476723479 2 326428 70 NONDE 3.53397
MvSl-1064-A1-R4_MC12g10880 6.49777367045451 6.21041068274551 MvSl-1064-A1-R4_MC12 Chr12 386182 388207 0.047452181 14 330401 73.3571 NONDE 6.35409
MvSl-1064-A1-R4_MC12g10881 7.08589767169628 6.47312814104646 MvSl-1064-A1-R4_MC12 Chr12 388763 389136 0.282411867 16 331412 72.625 NONDE 6.77951
MvSl-1064-A1-R4_MC12g10882 6.47980747048821 6.02075938006988 MvSl-1064-A1-R4_MC12 Chr12 390767 392843 -0.158292871 10 338557 93.3 NONDE 6.25028
MvSl-1064-A1-R4_MC12g10883 3.33772861008346 3.13016258248154 MvSl-1064-A1-R4_MC12 Chr12 395107 396714 -0.313585015 3 342007 66.6667 NONDE 3.23395
MvSl-1064-A1-R4_MC12g10885 8.88659878927069 8.4721483449979 MvSl-1064-A1-R4_MC12 Chr12 397872 400017 -0.340876246 3 345383 82.3333 NONDE 8.67937
MvSl-1064-A1-R4_MC12g10886 2.93739136877805 2.95906293913852 MvSl-1064-A1-R4_MC12 Chr12 400337 402545 -0.42462247 4 349346 78.25 NONDE 2.94823
MvSl-1064-A1-R4_MC12g10888 5.44127442243973 5.46464558503359 MvSl-1064-A1-R4_MC12 Chr12 405720 408192 -0.077113133 4 352346 92.5 NONDE 5.45296
MvSl-1064-A1-R4_MC12g10889 7.82267490985074 7.61493419534438 MvSl-1064-A1-R4_MC12 Chr12 408341 408688 -0.120994004 7 353108 86.4286 NONDE 7.7188
MvSl-1064-A1-R4_MC12g10890 6.99906504822377 6.85024333169212 MvSl-1064-A1-R4_MC12 Chr12 409346 410726 0.075222967 5 360021 145 NONDE 6.92465
MvSl-1064-A1-R4_MC12g10892 3.56247231779281 3.01531774134838 MvSl-1064-A1-R4_MC12 Chr12 412894 415158 0.430227845 3 361991 67 NONDE 3.2889
MvSl-1064-A1-R4_MC12g10893 3.02495301921296 2.47514149002321 MvSl-1064-A1-R4_MC12 Chr12 415612 416756 0.355128706 2 364228 92.5 NONDE 2.75005
MvSl-1064-A1-R4_MC12g10894 3.5818521647638 3.32079601814878 MvSl-1064-A1-R4_MC12 Chr12 417044 417848 -0.2118435 5 364803 83.2 NONDE 3.45132
MvSl-1064-A1-R4_MC12g10896 6.4307741507521 6.17483430913965 MvSl-1064-A1-R4_MC12 Chr12 420451 425303 -0.029634727 11 372247 83 NONDE 6.3028
MvSl-1064-A1-R4_MC12g10897 6.23249845372207 6.15096859432646 MvSl-1064-A1-R4_MC12 Chr12 426410 429140 0.008511608 5 372766 112.2 NONDE 6.19173
MvSl-1064-A1-R4_MC12g10898 7.26990370902445 7.22445195277624 MvSl-1064-A1-R4_MC12 Chr12 430802 434887 -0.062652578 6 376960 83.5 NONDE 7.24718
MvSl-1064-A1-R4_MC12g10901 2.75592617963624 3.63990309317581 MvSl-1064-A1-R4_MC12 Chr12 439342 440790 0.30617788 2 383437 76 NONDE 3.19791
MvSl-1064-A1-R4_MC12g10902 4.28418474935747 4.23300587823382 MvSl-1064-A1-R4_MC12 Chr12 441074 442055 0.190110688 6 384546 78.1667 NONDE 4.2586
MvSl-1064-A1-R4_MC12g10903 7.28130912880636 7.11178481776436 MvSl-1064-A1-R4_MC12 Chr12 442541 442852 0.215114887 5 387994 113 NONDE 7.19655
MvSl-1064-A1-R4_MC12g10904 5.89563354968557 6.22837109282549 MvSl-1064-A1-R4_MC12 Chr12 442990 446108 -0.102697876 1 388905 119 NONDE 6.062
MvSl-1064-A1-R4_MC12g10905 7.8802262591157 7.31967602016463 MvSl-1064-A1-R4_MC12 Chr12 446579 446942 -0.444962681 7 390941 128.286 NONDE 7.59995
MvSl-1064-A1-R4_MC12g10906 7.69166736616276 7.50749065700696 MvSl-1064-A1-R4_MC12 Chr12 447023 447334 0.140614552 1 395962 87 NONDE 7.59958
MvSl-1064-A1-R4_MC12g10907 4.78548698394136 5.00914021663443 MvSl-1064-A1-R4_MC12 Chr12 447745 453554 0.124312336 1 397319 86 NONDE 4.89731
MvSl-1064-A1-R4_MC12g10908 4.50328754856179 4.57621045421942 MvSl-1064-A1-R4_MC12 Chr12 454369 457003 -0.013311453 3 398972 70.3333 NONDE 4.53975
MvSl-1064-A1-R4_MC12g10909 7.07225953745316 7.05644555812989 MvSl-1064-A1-R4_MC12 Chr12 457253 459704 0.014742098 4 402164 99.25 NONDE 7.06435
MvSl-1064-A1-R4_MC12g10910 4.46900400730175 5.14351439898174 MvSl-1064-A1-R4_MC12 Chr12 460157 463372 0.254207279 7 403111 86.4286 NONDE 4.80626
MvSl-1064-A1-R4_MC12g10911 8.53936154563587 8.371129829691 MvSl-1064-A1-R4_MC12 Chr12 464238 465376 -0.159676619 3 407973 483.333 NONDE 8.45525
MvSl-1064-A1-R4_MC12g10913 4.41959574526585 4.76030069193716 MvSl-1064-A1-R4_MC12 Chr12 468093 468797 0.123495036 5 410350 78.8 NONDE 4.58995
MvSl-1064-A1-R4_MC12g10914 2.62504183321005 2.19568431759486 MvSl-1064-A1-R4_MC12 Chr12 469485 473908 -0.603017421 1 412198 147 NONDE 2.41036
MvSl-1064-A1-R4_MC12g10915 5.62686581784439 5.59187399730171 MvSl-1064-A1-R4_MC12 Chr12 474444 476627 -0.21470807 4 413028 72 NONDE 5.60937
MvSl-1064-A1-R4_MC12g10916 7.32939803187568 7.46856250119834 MvSl-1064-A1-R4_MC12 Chr12 476820 480348 -0.131702914 4 415804 146.75 NONDE 7.39898
MvSl-1064-A1-R4_MC12g10917 4.47246925596584 4.6871508418408 MvSl-1064-A1-R4_MC12 Chr12 480716 482527 0.13872785 4 417684 93.25 NONDE 4.57981
MvSl-1064-A1-R4_MC12g10918 4.07216115485571 4.60093094090356 MvSl-1064-A1-R4_MC12 Chr12 482741 483801 -0.249994424 2 419137 60.5 NONDE 4.33655
MvSl-1064-A1-R4_MC12g10919 8.80064525723582 8.56223329895488 MvSl-1064-A1-R4_MC12 Chr12 484279 485935 -0.07204346 3 425005 76.6667 NONDE 8.68144
MvSl-1064-A1-R4_MC12g10920 3.9875027183545 3.25222620494815 MvSl-1064-A1-R4_MC12 Chr12 486838 489205 -0.647585133 6 428908 98.1667 NONDE 3.61986
MvSl-1064-A1-R4_MC12g10921 3.34530849345426 2.80800907850463 MvSl-1064-A1-R4_MC12 Chr12 489469 493998 -0.722331755 1 432186 111 NONDE 3.07666
MvSl-1064-A1-R4_MC12g10922 2.46725985858851 1.69651952565221 MvSl-1064-A1-R4_MC12 Chr12 494901 496468 -1.001925474 5 436350 80.8 NONDE 2.08189
MvSl-1064-A1-R4_MC12g10924 0.0789418431268078 1.24190124495121 MvSl-1064-A1-R4_MC12 Chr12 500353 501562 -0.69846552 6 439575 81 NONDE 0.660422
MvSl-1064-A1-R4_MC12g10925 4.69642695767737 4.57309039614635 MvSl-1064-A1-R4_MC12 Chr12 501722 502498 -0.160338683 1 441834 97 NONDE 4.63476
MvSl-1064-A1-R4_MC12g10927 6.40652407639247 6.58500267016627 MvSl-1064-A1-R4_MC12 Chr12 505365 506762 -0.007583446 7 445625 84.2857 NONDE 6.49576
MvSl-1064-A1-R4_MC12g10928 1.76536507072371 1.92905493857872 MvSl-1064-A1-R4_MC12 Chr12 507641 510428 -0.373417627 1 446934 52 NONDE 1.84721
MvSl-1064-A1-R4_MC12g10930 6.45637435957922 5.93221501088291 MvSl-1064-A1-R4_MC12 Chr12 512346 514637 -0.298797674 6 452183 66.8333 NONDE 6.19429
MvSl-1064-A1-R4_MC12g10931 6.76267276368907 7.30846292243923 MvSl-1064-A1-R4_MC12 Chr12 516868 517269 0.257721742 2 455402 66.5 NONDE 7.03557
MvSl-1064-A1-R4_MC12g10932 6.62154403565934 6.93532023451102 MvSl-1064-A1-R4_MC12 Chr12 517351 519341 0.223508812 2 459486 122 NONDE 6.77843
MvSl-1064-A1-R4_MC12g10933 6.30036340383641 6.12137150991565 MvSl-1064-A1-R4_MC12 Chr12 519578 521227 -0.034538277 6 460619 83 NONDE 6.21087
MvSl-1064-A1-R4_MC12g10934 6.21812101204203 5.77681140177666 MvSl-1064-A1-R4_MC12 Chr12 521672 525740 -0.308669285 3 465002 75.6667 NONDE 5.99747
MvSl-1064-A1-R4_MC12g10935 5.3687466569185 5.16853669824253 MvSl-1064-A1-R4_MC12 Chr12 528043 530107 0.125574558 4 467274 79 NONDE 5.26864
MvSl-1064-A1-R4_MC12g10936 5.02613820187389 5.24698589510889 MvSl-1064-A1-R4_MC12 Chr12 530471 531903 0.15264462 1 468429 90 NONDE 5.13656
MvSl-1064-A1-R4_MC12g10937 7.08306700598019 6.90834050811127 MvSl-1064-A1-R4_MC12 Chr12 532256 534262 -0.12750055 3 471277 76.6667 NONDE 6.9957
MvSl-1064-A1-R4_MC12g10938 3.86101704808021 3.99264017603711 MvSl-1064-A1-R4_MC12 Chr12 535398 536087 0.186654813 2 476061 78 NONDE 3.92683
MvSl-1064-A1-R4_MC12g10939 5.94635608089695 6.32334515041684 MvSl-1064-A1-R4_MC12 Chr12 537865 540699 -0.02108264 5 479260 72.8 NONDE 6.13485
MvSl-1064-A1-R4_MC12g10940 5.6981557841356 5.62539488187282 MvSl-1064-A1-R4_MC12 Chr12 540944 541109 -0.083438725 4 481101 102 NONDE 5.66178
MvSl-1064-A1-R4_MC12g10941 3.79058344109301 4.22109563281114 MvSl-1064-A1-R4_MC12 Chr12 541320 543281 -0.035893426 4 483612 94.25 NONDE 4.00584
MvSl-1064-A1-R4_MC12g10942 5.7590115749962 6.36813608527973 MvSl-1064-A1-R4_MC12 Chr12 543412 545612 -0.270476421 6 485760 106.667 NONDE 6.06357
MvSl-1064-A1-R4_MC12g10943 5.71141414775309 5.9789356286613 MvSl-1064-A1-R4_MC12 Chr12 545862 546582 -0.036091329 7 486982 119.286 NONDE 5.84517
MvSl-1064-A1-R4_MC12g10944 7.00744993475994 6.93896050420164 MvSl-1064-A1-R4_MC12 Chr12 546673 550881 0.55107965 4 493478 85.5 NONDE 6.97321
MvSl-1064-A1-R4_MC12g10945 3.29922006285481 4.33966863349818 MvSl-1064-A1-R4_MC12 Chr12 551633 552784 0.819113452 1 495840 74 NONDE 3.81944
MvSl-1064-A1-R4_MC12g10946 2.98669125628264 2.93981309487148 MvSl-1064-A1-R4_MC12 Chr12 552901 554685 -0.292080311 6 497521 71.8333 NONDE 2.96325
MvSl-1064-A1-R4_MC12g10947 4.20724060056664 4.47286156203091 MvSl-1064-A1-R4_MC12 Chr12 555127 556274 0.124724839 2 500852 98 NONDE 4.34005
MvSl-1064-A1-R4_MC12g10948 5.45360021981366 5.69018685102132 MvSl-1064-A1-R4_MC12 Chr12 556570 558515 -0.258982248 3 502171 90 NONDE 5.57189
MvSl-1064-A1-R4_MC12g10949 6.61920115152257 7.2119691957857 MvSl-1064-A1-R4_MC12 Chr12 559742 560716 -0.051083278 2 504468 62.5 NONDE 6.91559
MvSl-1064-A1-R4_MC12g10950 7.54139070464682 8.11476672834874 MvSl-1064-A1-R4_MC12 Chr12 561088 563492 0.21805924 5 505416 130.8 NONDE 7.82808
MvSl-1064-A1-R4_MC12g10951 7.92201072410205 8.21199581635014 MvSl-1064-A1-R4_MC12 Chr12 564119 564938 -0.255168571 7 508361 72.5714 NONDE 8.067
MvSl-1064-A1-R4_MC12g10952 5.78432679590608 6.21742187992618 MvSl-1064-A1-R4_MC12 Chr12 565656 566464 0.192536597 4 511561 110.25 NONDE 6.00087
MvSl-1064-A1-R4_MC12g10953 6.36424649590328 6.3344436146413 MvSl-1064-A1-R4_MC12 Chr12 567021 569276 0.01553904 3 512810 125 NONDE 6.34935
MvSl-1064-A1-R4_MC12g10956 5.8403830025599 5.78357577738959 MvSl-1064-A1-R4_MC12 Chr12 579325 581646 0.084168815 6 520671 70 NONDE 5.81198
MvSl-1064-A1-R4_MC12g10957 7.7384714715574 7.40856464407284 MvSl-1064-A1-R4_MC12 Chr12 581837 584741 -0.091594788 2 525380 75.5 NONDE 7.57352
MvSl-1064-A1-R4_MC12g10958 1.64768731410321 0.846572996932114 MvSl-1064-A1-R4_MC12 Chr12 585618 588654 0.218362773 8 528245 106.25 NONDE 1.24713
MvSl-1064-A1-R4_MC12g10959 5.69667508311525 5.96947447605579 MvSl-1064-A1-R4_MC12 Chr12 588738 590620 0.038751797 3 531642 74.6667 NONDE 5.83307
MvSl-1064-A1-R4_MC12g10960 7.11999188167835 7.41424215656451 MvSl-1064-A1-R4_MC12 Chr12 590835 591257 0.079457776 5 532730 106.2 NONDE 7.26712
MvSl-1064-A1-R4_MC12g10962 5.0951982993939 5.82350922229996 MvSl-1064-A1-R4_MC12 Chr12 594899 595056 0.135837345 4 538292 112.5 NONDE 5.45935
MvSl-1064-A1-R4_MC12g10964 7.30967650475668 7.29100348771743 MvSl-1064-A1-R4_MC12 Chr12 600766 601870 -0.422952181 1 541806 195 NONDE 7.30034
MvSl-1064-A1-R4_MC12g10965 7.34034442090733 7.34870234468898 MvSl-1064-A1-R4_MC12 Chr12 602160 602441 -0.043028749 4 545273 110.75 NONDE 7.34452
MvSl-1064-A1-R4_MC12g10966 1.91548531983386 1.67339663165314 MvSl-1064-A1-R4_MC12 Chr12 602942 605344 -0.418217713 2 546128 75.5 NONDE 1.79444
MvSl-1064-A1-R4_MC12g10967 5.02377828268451 4.52546124788211 MvSl-1064-A1-R4_MC12 Chr12 605462 605680 0.097237755 2 550587 76.5 NONDE 4.77462
MvSl-1064-A1-R4_MC12g10969 5.59065218665512 5.46296096850115 MvSl-1064-A1-R4_MC12 Chr12 608128 610402 -0.062664977 3 554500 113 NONDE 5.52681
MvSl-1064-A1-R4_MC12g10970 4.30765437446236 4.32861044612369 MvSl-1064-A1-R4_MC12 Chr12 610583 611894 0.218554329 2 555871 94 NONDE 4.31813
MvSl-1064-A1-R4_MC12g10971 6.91433386289737 6.80972826264106 MvSl-1064-A1-R4_MC12 Chr12 612164 613997 0.009858136 5 558183 102.4 NONDE 6.86203
MvSl-1064-A1-R4_MC12g10972 6.77815675818447 6.65675975013396 MvSl-1064-A1-R4_MC12 Chr12 614691 616049 0.076775898 2 560051 159 NONDE 6.71746
MvSl-1064-A1-R4_MC12g10973 5.20550805756622 4.93816133651713 MvSl-1064-A1-R4_MC12 Chr12 616374 617964 -0.019740707 5 561326 110.2 NONDE 5.07183
MvSl-1064-A1-R4_MC12g10974 0.972053696397208 0.10667802059155 MvSl-1064-A1-R4_MC12 Chr12 618260 618980 -0.698110092 3 564365 107.333 NONDE 0.539366
MvSl-1064-A1-R4_MC12g10976 6.10434854030475 6.00926276863873 MvSl-1064-A1-R4_MC12 Chr12 625634 626210 -0.017591824 5 568809 96.6 NONDE 6.05681
MvSl-1064-A1-R4_MC12g10977 6.62388312120564 7.9922292709021 MvSl-1064-A1-R4_MC12 Chr12 626476 626685 0.358408045 8 572695 92.375 NONDE 7.30806
MvSl-1064-A1-R4_MC12g10978 7.11001482247157 6.977229032747 MvSl-1064-A1-R4_MC12 Chr12 627055 628719 0.003184603 15 573563 74.8 NONDE 7.04362
MvSl-1064-A1-R4_MC12g10979 6.69827970360966 6.74466057427059 MvSl-1064-A1-R4_MC12 Chr12 628973 632341 -0.058361224 5 579723 104.4 NONDE 6.72147
MvSl-1064-A1-R4_MC12g10980 0.715526454853909 0.300239169580522 MvSl-1064-A1-R4_MC12 Chr12 632850 636199 -0.335652095 10 584100 68.2 NONDE 0.507883
MvSl-1064-A1-R4_MC12g10981 6.90794977302536 6.81699994698459 MvSl-1064-A1-R4_MC12 Chr12 636786 639915 -0.07435177 5 586050 68.6 NONDE 6.86247
MvSl-1064-A1-R4_MC12g10982 3.54282859092171 3.93547623373382 MvSl-1064-A1-R4_MC12 Chr12 640724 641019 0.042465349 4 589634 81.5 NONDE 3.73915
MvSl-1064-A1-R4_MC12g10983 3.40455518330013 3.59138292699043 MvSl-1064-A1-R4_MC12 Chr12 642413 645170 -0.058795676 1 591182 90 NONDE 3.49797
MvSl-1064-A1-R4_MC12g10984 6.61998253572868 6.2441503314045 MvSl-1064-A1-R4_MC12 Chr12 645445 647078 -0.281435545 6 593011 87.1667 NONDE 6.43207
MvSl-1064-A1-R4_MC12g10985 3.09856060617668 1.96758363392604 MvSl-1064-A1-R4_MC12 Chr12 647337 652899 -0.429549822 1 594952 44 NONDE 2.53307
MvSl-1064-A1-R4_MC12g10987 5.35379307146264 5.07679016008073 MvSl-1064-A1-R4_MC12 Chr12 656307 659732 -0.075164935 1 600945 115 NONDE 5.21529
MvSl-1064-A1-R4_MC12g10989 3.24352062591026 3.31333612011033 MvSl-1064-A1-R4_MC12 Chr12 662950 664875 0.105706458 2 603907 60 NONDE 3.27843
