a1	cdsa1	a2	cdsa2	cdsa2	prota1	prota2	protdiff
MvSl-1064-A1-R4_MC10-1g09778	1024	MvSl-1064-A2-R4_MC10g10045	1024	0	255	255	0
MvSl-1064-A1-R4_MC10-1g09781	485	MvSl-1064-A2-R4_MC10g10048	485	0	147	147	0
MvSl-1064-A1-R4_MC10-1g09782	2239	MvSl-1064-A2-R4_MC10g10049	2239	0	624	624	0
MvSl-1064-A1-R4_MC10-1g09783	714	MvSl-1064-A2-R4_MC10g10050	714	0	208	208	0
MvSl-1064-A1-R4_MC10-1g09785	1439	MvSl-1064-A2-R4_MC10g10052	1439	0	219	219	0
MvSl-1064-A1-R4_MC10-1g09786	403	MvSl-1064-A2-R4_MC10g10053	403	0	70	70	0
MvSl-1064-A1-R4_MC10-1g09787	239	MvSl-1064-A2-R4_MC10g10054	239	0	57	57	0
MvSl-1064-A1-R4_MC10-1g09788	1763	MvSl-1064-A2-R4_MC10g10055	1763	0	455	455	0
MvSl-1064-A1-R4_MC10-1g09789	807	MvSl-1064-A2-R4_MC10g10056	807	0	121	121	0
MvSl-1064-A1-R4_MC10-1g09790	532	MvSl-1064-A2-R4_MC10g10057	532	0	79	79	0
MvSl-1064-A1-R4_MC10-1g09791	712	MvSl-1064-A2-R4_MC10g10058	712	0	157	157	0
MvSl-1064-A1-R4_MC10-1g09792	4746	MvSl-1064-A2-R4_MC10g10059	4746	0	1191	1191	0
MvSl-1064-A1-R4_MC10-1g09795	1881	MvSl-1064-A2-R4_MC10g10062	1881	0	546	546	0
MvSl-1064-A1-R4_MC10-1g09796	1740	MvSl-1064-A2-R4_MC10g10063	1740	0	380	380	0
MvSl-1064-A1-R4_MC10-1g09797	1629	MvSl-1064-A2-R4_MC10g10064	1629	0	385	385	0
MvSl-1064-A1-R4_MC10-1g09798	2108	MvSl-1064-A2-R4_MC10g10065	2108	0	613	613	0
MvSl-1064-A1-R4_MC10-1g09799	1356	MvSl-1064-A2-R4_MC10g10066	1356	0	332	332	0
MvSl-1064-A1-R4_MC10-1g09800	1266	MvSl-1064-A2-R4_MC10g10067	1266	0	421	421	0
MvSl-1064-A1-R4_MC10-1g09801	714	MvSl-1064-A2-R4_MC10g10068	358	356	208	103	105
MvSl-1064-A1-R4_MC10-1g09802	1017	MvSl-1064-A2-R4_MC10g10069	1376	-359	195	257	-62
MvSl-1064-A1-R4_MC10-1g09803	764	MvSl-1064-A2-R4_MC10g10070	764	0	109	109	0
MvSl-1064-A1-R4_MC10-1g09804	1019	MvSl-1064-A2-R4_MC10g10071	1019	0	88	88	0
MvSl-1064-A1-R4_MC10-1g09805	759	MvSl-1064-A2-R4_MC10g10072	759	0	212	212	0
MvSl-1064-A1-R4_MC10-1g09806	5130	MvSl-1064-A2-R4_MC10g10073	5130	0	1491	1491	0
MvSl-1064-A1-R4_MC10-1g09808	1278	MvSl-1064-A2-R4_MC10g10075	1278	0	363	363	0
MvSl-1064-A1-R4_MC10-1g09809	589	MvSl-1064-A2-R4_MC10g10076	589	0	156	156	0
MvSl-1064-A1-R4_MC10-1g09810	186	MvSl-1064-A2-R4_MC10g10077	186	0	61	61	0
MvSl-1064-A1-R4_MC10-1g09811	2635	MvSl-1064-A2-R4_MC10g10078	2636	-1	683	683	0
MvSl-1064-A1-R4_MC10-1g09812	1205	MvSl-1064-A2-R4_MC10g10079	1205	0	294	294	0
MvSl-1064-A1-R4_MC10-1g09813	248	MvSl-1064-A2-R4_MC10g10080	248	0	66	66	0
MvSl-1064-A1-R4_MC10-1g09814	1148	MvSl-1064-A2-R4_MC10g10081	1148	0	195	195	0
MvSl-1064-A1-R4_MC10-1g09823	354	MvSl-1064-A2-R4_MC10g10090	354	0	117	117	0
MvSl-1064-A1-R4_MC10-1g09824	1156	MvSl-1064-A2-R4_MC10g10091	1156	0	295	295	0
MvSl-1064-A1-R4_MC10-1g09826	189	MvSl-1064-A2-R4_MC10g10093	189	0	62	62	0
MvSl-1064-A1-R4_MC10-1g09827	905	MvSl-1064-A2-R4_MC10g10094	905	0	254	254	0
MvSl-1064-A1-R4_MC10-1g09828	1687	MvSl-1064-A2-R4_MC10g10095	1687	0	515	515	0
MvSl-1064-A1-R4_MC10-1g09829	584	MvSl-1064-A2-R4_MC10g10096	584	0	72	72	0
MvSl-1064-A1-R4_MC10-1g09830	380	MvSl-1064-A2-R4_MC10g10097	380	0	78	78	0
MvSl-1064-A1-R4_MC10-1g09832	3375	MvSl-1064-A2-R4_MC10g10099	3375	0	861	871	-10
MvSl-1064-A1-R4_MC10-1g09834	6327	MvSl-1064-A2-R4_MC10g10101	6327	0	1931	1931	0
MvSl-1064-A1-R4_MC10-1g09835	2667	MvSl-1064-A2-R4_MC10g10102	2667	0	888	888	0
MvSl-1064-A1-R4_MC10-1g09837	957	MvSl-1064-A2-R4_MC10g10104	957	0	318	318	0
MvSl-1064-A1-R4_MC10-1g09838	1292	MvSl-1064-A2-R4_MC10g10105	1292	0	384	384	0
MvSl-1064-A1-R4_MC10-1g09839	7799	MvSl-1064-A2-R4_MC10g10106	7799	0	2368	2368	0
MvSl-1064-A1-R4_MC10-1g09840	3827	MvSl-1064-A2-R4_MC10g10107	3827	0	1089	1089	0
MvSl-1064-A1-R4_MC10-1g09841	4669	MvSl-1064-A2-R4_MC10g10108	4669	0	1354	1354	0
MvSl-1064-A1-R4_MC10-1g09842	3522	MvSl-1064-A2-R4_MC10g10109	3522	0	1025	1025	0
MvSl-1064-A1-R4_MC10-1g09843	884	MvSl-1064-A2-R4_MC10g10110	884	0	279	279	0
MvSl-1064-A1-R4_MC10-1g09844	618	MvSl-1064-A2-R4_MC10g10111	618	0	205	205	0
MvSl-1064-A1-R4_MC10-1g09845	6047	MvSl-1064-A2-R4_MC10g10112	6047	0	1949	1949	0
MvSl-1064-A1-R4_MC10-1g09846	12962	MvSl-1064-A2-R4_MC10g10113	12962	0	3709	3709	0
MvSl-1064-A1-R4_MC10-1g09847	9288	MvSl-1064-A2-R4_MC10g10114	9288	0	2732	2732	0
MvSl-1064-A1-R4_MC10-1g09850	8610	MvSl-1064-A2-R4_MC10g10117	8610	0	2344	2344	0
MvSl-1064-A1-R4_MC10-1g09851	669	MvSl-1064-A2-R4_MC10g10118	669	0	222	222	0
MvSl-1064-A1-R4_MC10-2g09858	7973	MvSl-1064-A2-R4_MC10g10122	7974	-1	2387	2415	-28
MvSl-1064-A1-R4_MC10-2g09860	900	MvSl-1064-A2-R4_MC10g10124	900	0	149	149	0
MvSl-1064-A1-R4_MC10-2g09861	357	MvSl-1064-A2-R4_MC10g10125	357	0	118	118	0
MvSl-1064-A1-R4_MC10-2g09864	3822	MvSl-1064-A2-R4_MC10g10128	3822	0	1011	1011	0
MvSl-1064-A1-R4_MC10-2g09869	1373	MvSl-1064-A2-R4_MC10g10133	1373	0	364	364	0
MvSl-1064-A1-R4_MC10-2g09874	970	MvSl-1064-A2-R4_MC10g10138	970	0	305	305	0
MvSl-1064-A1-R4_MC10-2g09875	3122	MvSl-1064-A2-R4_MC10g10139	3122	0	949	949	0
MvSl-1064-A1-R4_MC10-2g09876	993	MvSl-1064-A2-R4_MC10g10140	993	0	302	302	0
MvSl-1064-A1-R4_MC10-2g09879	1620	MvSl-1064-A2-R4_MC10g10143	1620	0	338	338	0
MvSl-1064-A1-R4_MC10-2g09880	325	MvSl-1064-A2-R4_MC10g10144	325	0	64	64	0
MvSl-1064-A1-R4_MC10-2g09881	4097	MvSl-1064-A2-R4_MC10g10145	4097	0	1049	1049	0
MvSl-1064-A1-R4_MC10-2g09882	1793	MvSl-1064-A2-R4_MC10g10146	1793	0	416	416	0
MvSl-1064-A1-R4_MC10-2g09883	2833	MvSl-1064-A2-R4_MC10g10147	2833	0	603	603	0
MvSl-1064-A1-R4_MC10-2g09884	1989	MvSl-1064-A2-R4_MC10g10148	1989	0	648	648	0
MvSl-1064-A1-R4_MC10-2g09885	564	MvSl-1064-A2-R4_MC10g10149	564	0	63	63	0
MvSl-1064-A1-R4_MC10-2g09886	399	MvSl-1064-A2-R4_MC10g10150	399	0	115	115	0
MvSl-1064-A1-R4_MC10-2g09887	1575	MvSl-1064-A2-R4_MC10g10151	1575	0	392	392	0
MvSl-1064-A1-R4_MC10-2g09888	210	MvSl-1064-A2-R4_MC10g10152	210	0	69	69	0
MvSl-1064-A1-R4_MC10-2g09889	320	MvSl-1064-A2-R4_MC10g10153	320	0	87	87	0
MvSl-1064-A1-R4_MC10-2g09890	1215	MvSl-1064-A2-R4_MC10g10154	1215	0	294	294	0
MvSl-1064-A1-R4_MC10-2g09891	3674	MvSl-1064-A2-R4_MC10g10155	3674	0	1154	1154	0
MvSl-1064-A1-R4_MC10-2g09892	3302	MvSl-1064-A2-R4_MC10g10156	3302	0	1038	1038	0
MvSl-1064-A1-R4_MC10-2g09893	715	MvSl-1064-A2-R4_MC10g10157	715	0	192	192	0
MvSl-1064-A1-R4_MC10-2g09894	4085	MvSl-1064-A2-R4_MC10g10158	4085	0	1316	1316	0
MvSl-1064-A1-R4_MC10-2g09895	12804	MvSl-1064-A2-R4_MC10g10159	12804	0	3819	3819	0
MvSl-1064-A1-R4_MC10-2g09896	1859	MvSl-1064-A2-R4_MC10g10160	1859	0	378	378	0
MvSl-1064-A1-R4_MC10-2g09897	1246	MvSl-1064-A2-R4_MC10g10161	1246	0	310	310	0
MvSl-1064-A1-R4_MC10-2g09898	2021	MvSl-1064-A2-R4_MC10g10162	2021	0	232	232	0
MvSl-1064-A1-R4_MC10-2g09899	261	MvSl-1064-A2-R4_MC10g10163	261	0	86	86	0
MvSl-1064-A1-R4_MC10-2g09901	1434	MvSl-1064-A2-R4_MC10g10165	1434	0	455	455	0
MvSl-1064-A1-R4_MC10-2g09902	3438	MvSl-1064-A2-R4_MC10g10166	3438	0	1095	1095	0
MvSl-1064-A1-R4_MC10-2g09903	2460	MvSl-1064-A2-R4_MC10g10167	2460	0	654	654	0
MvSl-1064-A1-R4_MC10-2g09904	1411	MvSl-1064-A2-R4_MC10g10168	1411	0	442	442	0
MvSl-1064-A1-R4_MC10-2g09905	960	MvSl-1064-A2-R4_MC10g10169	960	0	99	99	0
MvSl-1064-A1-R4_MC10-2g09906	875	MvSl-1064-A2-R4_MC10g10170	875	0	244	244	0
MvSl-1064-A1-R4_MC10-2g09907	2643	MvSl-1064-A2-R4_MC10g10171	2643	0	566	566	0
MvSl-1064-A1-R4_MC10-2g09908	601	MvSl-1064-A2-R4_MC10g10172	601	0	152	152	0
MvSl-1064-A1-R4_MC10-2g09909	189	MvSl-1064-A2-R4_MC10g10173	189	0	62	62	0
MvSl-1064-A1-R4_MC10-2g09910	765	MvSl-1064-A2-R4_MC10g10174	765	0	210	210	0
MvSl-1064-A1-R4_MC10-2g09913	1434	MvSl-1064-A2-R4_MC10g10177	1434	0	455	455	0
MvSl-1064-A1-R4_MC10-2g09914	2240	MvSl-1064-A2-R4_MC10g10178	2240	0	608	608	0
MvSl-1064-A1-R4_MC10-2g09915	1623	MvSl-1064-A2-R4_MC10g10179	1623	0	462	462	0
MvSl-1064-A1-R4_MC10-2g09916	4299	MvSl-1064-A2-R4_MC10g10180	4299	0	1063	1063	0
MvSl-1064-A1-R4_MC10-2g09917	1899	MvSl-1064-A2-R4_MC10g10181	1899	0	450	450	0
MvSl-1064-A1-R4_MC10-2g09918	504	MvSl-1064-A2-R4_MC10g10182	504	0	122	122	0
MvSl-1064-A1-R4_MC10-2g09920	637	MvSl-1064-A2-R4_MC10g10184	637	0	152	152	0
MvSl-1064-A1-R4_MC10-2g09921	401	MvSl-1064-A2-R4_MC10g10185	401	0	81	81	0
MvSl-1064-A1-R4_MC10-2g09922	318	MvSl-1064-A2-R4_MC10g10186	318	0	105	105	0
MvSl-1064-A1-R4_MC10-2g09923	258	MvSl-1064-A2-R4_MC10g10187	258	0	85	85	0
MvSl-1064-A1-R4_MC10-2g09924	446	MvSl-1064-A2-R4_MC10g10188	446	0	110	110	0
MvSl-1064-A1-R4_MC10-2g09925	10968	MvSl-1064-A2-R4_MC10g10189	10968	0	3374	3374	0
MvSl-1064-A1-R4_MC10-2g09926	193	MvSl-1064-A2-R4_MC10g10190	193	0	35	35	0
MvSl-1064-A1-R4_MC10-2g09927	1925	MvSl-1064-A2-R4_MC10g10191	1925	0	590	590	0
MvSl-1064-A1-R4_MC10-2g09928	1843	MvSl-1064-A2-R4_MC10g10192	1843	0	415	415	0
MvSl-1064-A1-R4_MC10-2g09929	1337	MvSl-1064-A2-R4_MC10g10193	1337	0	258	258	0
MvSl-1064-A1-R4_MC10-2g09930	1426	MvSl-1064-A2-R4_MC10g10194	1426	0	274	274	0
MvSl-1064-A1-R4_MC10-2g09931	1204	MvSl-1064-A2-R4_MC10g10195	1204	0	325	325	0
MvSl-1064-A1-R4_MC10-2g09932	604	MvSl-1064-A2-R4_MC10g10196	604	0	186	186	0
MvSl-1064-A1-R4_MC10-2g09933	460	MvSl-1064-A2-R4_MC10g10197	460	0	62	62	0
MvSl-1064-A1-R4_MC10-2g09934	1487	MvSl-1064-A2-R4_MC10g10198	1487	0	306	306	0
MvSl-1064-A1-R4_MC10-2g09935	1228	MvSl-1064-A2-R4_MC10g10199	1228	0	262	262	0
MvSl-1064-A1-R4_MC10-2g09936	1417	MvSl-1064-A2-R4_MC10g10200	1417	0	219	219	0
MvSl-1064-A1-R4_MC10-2g09937	3612	MvSl-1064-A2-R4_MC10g10201	3612	0	1016	1016	0
MvSl-1064-A1-R4_MC10-2g09938	2007	MvSl-1064-A2-R4_MC10g10202	2007	0	488	488	0
MvSl-1064-A1-R4_MC10-2g09939	316	MvSl-1064-A2-R4_MC10g10203	316	0	87	87	0
MvSl-1064-A1-R4_MC10-2g09940	345	MvSl-1064-A2-R4_MC10g10204	345	0	88	88	0
MvSl-1064-A1-R4_MC10-2g09943	633	MvSl-1064-A2-R4_MC10g10207	633	0	153	153	0
MvSl-1064-A1-R4_MC10-2g09944	1987	MvSl-1064-A2-R4_MC10g10208	1987	0	595	595	0
MvSl-1064-A1-R4_MC10-2g09945	1785	MvSl-1064-A2-R4_MC10g10209	1785	0	594	594	0
MvSl-1064-A1-R4_MC10-2g09946	447	MvSl-1064-A2-R4_MC10g10210	447	0	94	94	0
MvSl-1064-A1-R4_MC10-2g09947	1703	MvSl-1064-A2-R4_MC10g10211	1703	0	489	489	0
MvSl-1064-A1-R4_MC10-2g09948	1201	MvSl-1064-A2-R4_MC10g10212	1201	0	362	362	0
MvSl-1064-A1-R4_MC10-2g09949	1169	MvSl-1064-A2-R4_MC10g10213	1169	0	357	357	0
MvSl-1064-A1-R4_MC10-2g09950	880	MvSl-1064-A2-R4_MC10g10214	880	0	193	193	0
MvSl-1064-A1-R4_MC10-2g09951	2349	MvSl-1064-A2-R4_MC10g10215	2349	0	728	728	0
MvSl-1064-A1-R4_MC10-2g09952	1490	MvSl-1064-A2-R4_MC10g10216	1490	0	473	473	0
MvSl-1064-A1-R4_MC10-2g09953	4710	MvSl-1064-A2-R4_MC10g10217	4710	0	1282	1282	0
MvSl-1064-A1-R4_MC10-2g09954	809	MvSl-1064-A2-R4_MC10g10218	809	0	106	106	0
MvSl-1064-A1-R4_MC10-2g09955	1933	MvSl-1064-A2-R4_MC10g10219	1933	0	523	523	0
MvSl-1064-A1-R4_MC10-2g09956	5960	MvSl-1064-A2-R4_MC10g10220	5960	0	1847	1847	0
MvSl-1064-A1-R4_MC10-2g09957	2869	MvSl-1064-A2-R4_MC10g10221	2869	0	830	830	0
MvSl-1064-A1-R4_MC10-2g09958	3385	MvSl-1064-A2-R4_MC10g10222	3385	0	925	925	0
MvSl-1064-A1-R4_MC10-2g09959	1685	MvSl-1064-A2-R4_MC10g10223	1685	0	442	442	0
MvSl-1064-A1-R4_MC10-2g09960	2227	MvSl-1064-A2-R4_MC10g10224	2227	0	643	643	0
MvSl-1064-A1-R4_MC10-2g09961	3861	MvSl-1064-A2-R4_MC10g10225	3861	0	1009	1009	0
MvSl-1064-A1-R4_MC10-2g09962	309	MvSl-1064-A2-R4_MC10g10226	309	0	102	102	0
MvSl-1064-A1-R4_MC10-2g09963	755	MvSl-1064-A2-R4_MC10g10227	755	0	113	113	0
MvSl-1064-A1-R4_MC10-2g09964	815	MvSl-1064-A2-R4_MC10g10228	815	0	137	137	0
MvSl-1064-A1-R4_MC10-2g09965	1642	MvSl-1064-A2-R4_MC10g10229	1642	0	362	362	0
MvSl-1064-A1-R4_MC10-2g09966	2212	MvSl-1064-A2-R4_MC10g10230	1909	303	686	585	101
MvSl-1064-A1-R4_MC10-2g09967	2259	MvSl-1064-A2-R4_MC10g10231	2259	0	702	702	0
MvSl-1064-A1-R4_MC10-2g09968	2102	MvSl-1064-A2-R4_MC10g10232	2102	0	527	527	0
MvSl-1064-A1-R4_MC10-2g09969	2765	MvSl-1064-A2-R4_MC10g10233	2765	0	776	776	0
MvSl-1064-A1-R4_MC10-2g09970	854	MvSl-1064-A2-R4_MC10g10234	854	0	145	145	0
MvSl-1064-A1-R4_MC10-2g09971	198	MvSl-1064-A2-R4_MC10g10235	198	0	65	65	0
MvSl-1064-A1-R4_MC10-2g09972	1256	MvSl-1064-A2-R4_MC10g10236	1256	0	328	328	0
MvSl-1064-A1-R4_MC10-2g09973	325	MvSl-1064-A2-R4_MC10g10237	325	0	90	90	0
MvSl-1064-A1-R4_MC10-2g09974	159	MvSl-1064-A2-R4_MC10g10238	159	0	52	52	0
MvSl-1064-A1-R4_MC10-2g09975	288	MvSl-1064-A2-R4_MC10g10239	288	0	95	95	0
MvSl-1064-A1-R4_MC10-2g09976	1737	MvSl-1064-A2-R4_MC10g10240	1737	0	531	531	0
MvSl-1064-A1-R4_MC10-2g09977	2029	MvSl-1064-A2-R4_MC10g10241	2029	0	485	485	0
MvSl-1064-A1-R4_MC10-2g09978	6023	MvSl-1064-A2-R4_MC10g10242	6023	0	1468	1468	0
MvSl-1064-A1-R4_MC10-2g09979	174	MvSl-1064-A2-R4_MC10g10243	174	0	57	57	0
MvSl-1064-A1-R4_MC10-2g09980	551	MvSl-1064-A2-R4_MC10g10244	551	0	137	137	0
MvSl-1064-A1-R4_MC10-2g09981	5164	MvSl-1064-A2-R4_MC10g10245	5164	0	1353	1353	0
MvSl-1064-A1-R4_MC10-2g09982	335	MvSl-1064-A2-R4_MC10g10246	335	0	78	78	0
MvSl-1064-A1-R4_MC10-2g09983	2368	MvSl-1064-A2-R4_MC10g10247	2368	0	602	602	0
MvSl-1064-A1-R4_MC10-2g09984	2939	MvSl-1064-A2-R4_MC10g10248	2939	0	933	933	0
MvSl-1064-A1-R4_MC10-2g09985	1722	MvSl-1064-A2-R4_MC10g10249	1722	0	387	387	0
MvSl-1064-A1-R4_MC10-2g09986	1137	MvSl-1064-A2-R4_MC10g10250	1137	0	274	274	0
MvSl-1064-A1-R4_MC10-2g09987	2756	MvSl-1064-A2-R4_MC10g10251	2756	0	610	610	0
MvSl-1064-A1-R4_MC10-2g09988	825	MvSl-1064-A2-R4_MC10g10252	825	0	274	274	0
MvSl-1064-A1-R4_MC10-2g09989	668	MvSl-1064-A2-R4_MC10g10253	668	0	164	164	0
MvSl-1064-A1-R4_MC10-2g09990	695	MvSl-1064-A2-R4_MC10g10254	695	0	145	145	0
MvSl-1064-A1-R4_MC10-2g09993	1328	MvSl-1064-A2-R4_MC10g10257	1328	0	259	259	0
MvSl-1064-A1-R4_MC10-2g09994	2025	MvSl-1064-A2-R4_MC10g10258	2025	0	626	626	0
MvSl-1064-A1-R4_MC10-2g09995	2085	MvSl-1064-A2-R4_MC10g10259	2085	0	625	625	0
MvSl-1064-A1-R4_MC10-2g09996	3932	MvSl-1064-A2-R4_MC10g10260	3932	0	1137	1137	0
MvSl-1064-A1-R4_MC10-2g09997	2318	MvSl-1064-A2-R4_MC10g10261	2318	0	726	726	0
MvSl-1064-A1-R4_MC10-2g09998	2593	MvSl-1064-A2-R4_MC10g10262	2593	0	659	659	0
MvSl-1064-A1-R4_MC10-2g09999	1197	MvSl-1064-A2-R4_MC10g10263	1197	0	278	278	0
MvSl-1064-A1-R4_MC10-2g10000	3420	MvSl-1064-A2-R4_MC10g10264	3420	0	902	902	0
MvSl-1064-A1-R4_MC10-2g10001	262	MvSl-1064-A2-R4_MC10g10265	262	0	62	62	0
MvSl-1064-A1-R4_MC10-2g10002	1049	MvSl-1064-A2-R4_MC10g10266	1049	0	198	198	0
MvSl-1064-A1-R4_MC10-2g10003	2405	MvSl-1064-A2-R4_MC10g10267	2405	0	703	703	0
MvSl-1064-A1-R4_MC10-2g10004	2285	MvSl-1064-A2-R4_MC10g10268	2285	0	734	734	0
MvSl-1064-A1-R4_MC10-2g10005	3264	MvSl-1064-A2-R4_MC10g10269	3264	0	1022	1022	0
MvSl-1064-A1-R4_MC10-2g10006	1766	MvSl-1064-A2-R4_MC10g10270	1766	0	314	314	0
MvSl-1064-A1-R4_MC10-2g10007	1411	MvSl-1064-A2-R4_MC10g10271	1411	0	206	206	0
MvSl-1064-A1-R4_MC10-2g10008	2033	MvSl-1064-A2-R4_MC10g10272	2033	0	464	464	0
MvSl-1064-A1-R4_MC10-2g10009	959	MvSl-1064-A2-R4_MC10g10273	959	0	202	202	0
MvSl-1064-A1-R4_MC10-2g10010	162	MvSl-1064-A2-R4_MC10g10274	162	0	53	53	0
MvSl-1064-A1-R4_MC10-2g10011	3492	MvSl-1064-A2-R4_MC10g10275	3492	0	1010	1010	0
MvSl-1064-A1-R4_MC10-2g10012	2973	MvSl-1064-A2-R4_MC10g10276	2973	0	740	740	0
MvSl-1064-A1-R4_MC10-2g10013	1266	MvSl-1064-A2-R4_MC10g10277	1266	0	421	421	0
MvSl-1064-A1-R4_MC10-2g10014	2635	MvSl-1064-A2-R4_MC10g10278	2635	0	836	836	0
MvSl-1064-A1-R4_MC10-2g10015	4796	MvSl-1064-A2-R4_MC10g10279	4796	0	1398	1398	0
MvSl-1064-A1-R4_MC10-2g10016	2275	MvSl-1064-A2-R4_MC10g10280	2275	0	531	531	0
MvSl-1064-A1-R4_MC10-2g10017	1962	MvSl-1064-A2-R4_MC10g10281	1962	0	653	653	0
MvSl-1064-A1-R4_MC10-2g10018	1042	MvSl-1064-A2-R4_MC10g10282	1042	0	295	295	0
MvSl-1064-A1-R4_MC10-2g10019	2664	MvSl-1064-A2-R4_MC10g10283	2664	0	833	833	0
MvSl-1064-A1-R4_MC10-2g10020	720	MvSl-1064-A2-R4_MC10g10284	720	0	196	196	0
MvSl-1064-A1-R4_MC10-2g10021	1683	MvSl-1064-A2-R4_MC10g10285	1683	0	560	560	0
MvSl-1064-A1-R4_MC10-2g10022	1875	MvSl-1064-A2-R4_MC10g10286	1875	0	334	334	0
MvSl-1064-A1-R4_MC10-2g10023	525	MvSl-1064-A2-R4_MC10g10287	525	0	100	100	0
MvSl-1064-A1-R4_MC10-2g10024	717	MvSl-1064-A2-R4_MC10g10288	717	0	136	136	0
MvSl-1064-A1-R4_MC10-2g10025	1062	MvSl-1064-A2-R4_MC10g10289	1062	0	104	104	0
MvSl-1064-A1-R4_MC10-2g10026	1636	MvSl-1064-A2-R4_MC10g10290	1636	0	235	235	0
MvSl-1064-A1-R4_MC10-2g10027	1682	MvSl-1064-A2-R4_MC10g10291	1682	0	485	485	0
MvSl-1064-A1-R4_MC10-2g10028	745	MvSl-1064-A2-R4_MC10g10292	745	0	119	119	0
MvSl-1064-A1-R4_MC10-2g10029	5349	MvSl-1064-A2-R4_MC10g10293	5349	0	1648	1648	0
MvSl-1064-A1-R4_MC10-2g10030	3715	MvSl-1064-A2-R4_MC10g10294	3613	102	1075	1065	10
MvSl-1064-A1-R4_MC10-2g10031	1067	MvSl-1064-A2-R4_MC10g10295	1067	0	299	299	0
MvSl-1064-A1-R4_MC10-2g10032	2071	MvSl-1064-A2-R4_MC10g10296	2071	0	525	525	0
MvSl-1064-A1-R4_MC10-2g10033	1995	MvSl-1064-A2-R4_MC10g10297	1995	0	512	512	0
MvSl-1064-A1-R4_MC10-2g10034	1025	MvSl-1064-A2-R4_MC10g10298	1025	0	315	315	0
MvSl-1064-A1-R4_MC10-2g10035	1089	MvSl-1064-A2-R4_MC10g10299	1089	0	144	144	0
MvSl-1064-A1-R4_MC10-2g10036	2339	MvSl-1064-A2-R4_MC10g10300	2339	0	555	555	0
MvSl-1064-A1-R4_MC10-2g10037	258	MvSl-1064-A2-R4_MC10g10301	258	0	85	85	0
MvSl-1064-A1-R4_MC10-2g10038	2145	MvSl-1064-A2-R4_MC10g10302	2145	0	557	557	0
MvSl-1064-A1-R4_MC10-2g10039	1037	MvSl-1064-A2-R4_MC10g10303	1037	0	312	312	0
MvSl-1064-A1-R4_MC10-2g10040	1334	MvSl-1064-A2-R4_MC10g10304	1334	0	368	368	0
MvSl-1064-A1-R4_MC10-2g10041	2323	MvSl-1064-A2-R4_MC10g10305	2323	0	503	503	0
MvSl-1064-A1-R4_MC10-2g10042	2253	MvSl-1064-A2-R4_MC10g10306	2253	0	631	631	0
MvSl-1064-A1-R4_MC10-2g10043	4702	MvSl-1064-A2-R4_MC10g10307	4702	0	1439	1439	0
MvSl-1064-A1-R4_MC10-2g10044	2847	MvSl-1064-A2-R4_MC10g10308	2847	0	803	803	0
MvSl-1064-A1-R4_MC10-2g10045	5824	MvSl-1064-A2-R4_MC10g10309	5824	0	1774	1774	0
MvSl-1064-A1-R4_MC10-2g10046	1278	MvSl-1064-A2-R4_MC10g10310	1278	0	425	425	0
MvSl-1064-A1-R4_MC10-2g10047	305	MvSl-1064-A2-R4_MC10g10311	305	0	75	75	0
MvSl-1064-A1-R4_MC10-2g10048	1595	MvSl-1064-A2-R4_MC10g10312	1595	0	367	367	0
MvSl-1064-A1-R4_MC10-2g10049	231	MvSl-1064-A2-R4_MC10g10313	231	0	76	76	0
MvSl-1064-A1-R4_MC10-2g10050	854	MvSl-1064-A2-R4_MC10g10314	854	0	229	229	0
MvSl-1064-A1-R4_MC10-2g10051	3230	MvSl-1064-A2-R4_MC10g10315	3230	0	718	718	0
MvSl-1064-A1-R4_MC10-2g10052	3347	MvSl-1064-A2-R4_MC10g10316	3346	1	998	998	0
MvSl-1064-A1-R4_MC10-2g10053	1791	MvSl-1064-A2-R4_MC10g10317	1792	-1	442	442	0
MvSl-1064-A1-R4_MC10-2g10054	3123	MvSl-1064-A2-R4_MC10g10318	3123	0	946	946	0
MvSl-1064-A1-R4_MC10-2g10055	587	MvSl-1064-A2-R4_MC10g10319	587	0	170	170	0
MvSl-1064-A1-R4_MC10-2g10056	201	MvSl-1064-A2-R4_MC10g10320	201	0	66	66	0
MvSl-1064-A1-R4_MC10-2g10057	5524	MvSl-1064-A2-R4_MC10g10321	5524	0	1693	1693	0
MvSl-1064-A1-R4_MC10-2g10058	456	MvSl-1064-A2-R4_MC10g10322	456	0	90	90	0
MvSl-1064-A1-R4_MC10-2g10059	1838	MvSl-1064-A2-R4_MC10g10323	1838	0	545	545	0
MvSl-1064-A1-R4_MC10-2g10060	1437	MvSl-1064-A2-R4_MC10g10324	1437	0	361	361	0
MvSl-1064-A1-R4_MC10-2g10061	5742	MvSl-1064-A2-R4_MC10g10325	5742	0	1836	1836	0
MvSl-1064-A1-R4_MC10-2g10062	1006	MvSl-1064-A2-R4_MC10g10326	1006	0	239	239	0
MvSl-1064-A1-R4_MC10-2g10063	2474	MvSl-1064-A2-R4_MC10g10327	2474	0	716	716	0
MvSl-1064-A1-R4_MC10-2g10064	3750	MvSl-1064-A2-R4_MC10g10328	3750	0	1202	1202	0
MvSl-1064-A1-R4_MC10-2g10065	1386	MvSl-1064-A2-R4_MC10g10329	1386	0	343	343	0
MvSl-1064-A1-R4_MC10-2g10066	1686	MvSl-1064-A2-R4_MC10g10330	1686	0	409	409	0
