gene	haploid	cdslength	protleng	chr	chr1	DE_status	DE_status2	mean_exp	genelength	efflength	estcounts	meantpm
MvSl-1064-A2-R4_MC10g09900	A2	3595	890	aAutosome	aAutosome	NON	NON	7.95473	3595	3250.84	5963	26.7512
MvSl-1064-A2-R4_MC10g09901	A2	183	60	aAutosome	aAutosome	NON	NON	4.74524	183	28.8424	563	316.017
MvSl-1064-A2-R4_MC10g09902	A2	2590	587	aAutosome	aAutosome	NON	NON	4.71903	2590	2245.84	574	4.09347
MvSl-1064-A2-R4_MC10g09903	A2	1152	293	aAutosome	aAutosome	NON	NON	3.69191	1152	807.844	213	5.8298
MvSl-1064-A2-R4_MC10g09904	A2	457	129	aAutosome	aAutosome	NON	NON	2.16352	457	161.543	80	9.72338
MvSl-1064-A2-R4_MC10g09905	A2	1279	385	aAutosome	aAutosome	NON	NON	4.21377	1279	934.844	422	6.91071
MvSl-1064-A2-R4_MC10g09906	A2	1495	264	aAutosome	aAutosome	NON	NON	5.59997	1495	1150.84	1122	14.7252
MvSl-1064-A2-R4_MC10g09907	A2	3424	1013	aAutosome	aAutosome	NON	NON	7.53077	3424	3079.84	4299	21.0163
MvSl-1064-A2-R4_MC10g09908	A2	1840	464	aAutosome	aAutosome	NON	NON	5.77632	1840	1495.84	1217	12.8067
MvSl-1064-A2-R4_MC10g09909	A2	2401	748	aAutosome	aAutosome	NON	NON	4.39749	2401	2056.84	534	3.59333
MvSl-1064-A2-R4_MC10g09910	A2	399	132	aAutosome	aAutosome	NON	NON	5.29755	399	122.626	997	113.028
MvSl-1064-A2-R4_MC10g09911	A2	1925	344	aAutosome	aAutosome	NON	NON	5.84713	1925	1580.84	1416	12.7673
MvSl-1064-A2-R4_MC10g09912	A2	2964	898	aAutosome	aAutosome	NON	NON	6.75409	2964	2619.84	2827.2	14.56
MvSl-1064-A2-R4_MC10g09913	A2	1583	382	aAutosome	aAutosome	NON	NON	6.58796	1583	1238.84	2335	27.2147
MvSl-1064-A2-R4_MC10g09914	A2	1601	356	aAutosome	aAutosome	NON	NON	9.6636	1601	1256.84	19233	226.058
MvSl-1064-A2-R4_MC10g09915	A2	4649	1268	aAutosome	aAutosome	NON	NON	6.72714	4649	4304.84	2088	8.69566
MvSl-1064-A2-R4_MC10g09916	A2	1070	275	aAutosome	aAutosome	NON	NON	6.06512	1070	725.844	1586	32.2643
MvSl-1064-A2-R4_MC10g09917	A2	545	160	aAutosome	aAutosome	NON	NON	2.63785	545	229.342	111	9.56345
MvSl-1064-A2-R4_MC10g09918	A2	192	63	aAutosome	aAutosome	NON	NON	1.04055	192	31.5615	40	21.3073
MvSl-1064-A2-R4_MC10g09919	A2	833	212	aAutosome	aAutosome	NON	NON	2.87941	833	492.379	162	5.16458
MvSl-1064-A2-R4_MC10g09921	A2	557	145	aAutosome	aAutosome	NON	NON	0.496481	557	239.695	18.5858	2.07444
MvSl-1064-A2-R4_MC10g09922	A2	3820	1038	aAutosome	aAutosome	NON	NON	7.97433	3820	3475.84	4994	25.5531
MvSl-1064-A2-R4_MC10g09923	A2	2277	581	aAutosome	aAutosome	NON	NON	5.55701	2277	1932.84	1072	8.5096
MvSl-1064-A2-R4_MC10g09924	A2	4530	1191	aAutosome	aAutosome	NON	NON	7.54474	4530	4185.84	4023	15.6326
MvSl-1064-A2-R4_MC10g09925	A2	1304	177	aAutosome	aAutosome	NON	NON	8.00915	1304	959.844	6121	94.0036
MvSl-1064-A2-R4_MC10g09926	A2	922	174	aAutosome	aAutosome	NON	NON	8.74759	922	578.864	7706	266.978
MvSl-1064-A2-R4_MC10g09927	A2	815	178	aAutosome	aAutosome	NON	NON	9.38721	815	475.062	13920	495.368
MvSl-1064-A2-R4_MC10g09928	A2	3323	979	aAutosome	aAutosome	NON	NON	7.52139	3323	2978.84	3822	21.6664
MvSl-1064-A2-R4_MC10g09929	A2	2138	469	aAutosome	aAutosome	NON	NON	5.70245	2138	1793.84	1148	10.1475
MvSl-1064-A2-R4_MC10g09930	A2	1876	598	aAutosome	aAutosome	NON	NON	6.77696	1876	1531.84	2271	25.1458
MvSl-1064-A2-R4_MC10g09931	A2	342	113	aAutosome	aAutosome	NON	NON	5.07519	342	88.3348	806	132.893
MvSl-1064-A2-R4_MC10g09932	A2	1550	208	aAutosome	aAutosome	NON	NON	7.87672	1550	1205.84	5315	68.1994
MvSl-1064-A2-R4_MC10g09933	A2	5938	1834	aAutosome	aAutosome	NON	NON	4.67704	5938	5593.84	420	1.67808
MvSl-1064-A2-R4_MC10g09934	A2	716	124	aAutosome	aAutosome	NON	NON	7.42298	716	381.079	3808	157.534
MvSl-1064-A2-R4_MC10g09935	A2	704	211	aAutosome	aAutosome	NON	NON	2.16683	704	369.878	77	4.29321
MvSl-1064-A2-R4_MC10g09936	A2	2780	876	aAutosome	aAutosome	NON	NON	5.16543	2780	2435.84	822	5.14442
MvSl-1064-A2-R4_MC10g09937	A2	3389	978	aAutosome	aAutosome	NON	NON	7.21619	3389	3044.84	3279	17.0941
MvSl-1064-A2-R4_MC10g09938	A2	2551	828	aAutosome	aAutosome	NON	NON	8.89194	2551	2206.84	10589	75.362
MvSl-1064-A2-R4_MC10g09940	A2	766	104	aAutosome	aAutosome	NON	NON	1.74235	766	428.518	63.6927	2.682
MvSl-1064-A2-R4_MC10g09941	A2	671	207	aAutosome	aAutosome	NON	NON	2.66292	671	339.341	115	6.56575
MvSl-1064-A2-R4_MC10g09942	A2	1367	369	aAutosome	aAutosome	NON	NON	3.48323	1367	1022.84	231	3.80767
MvSl-1064-A2-R4_MC10g09943	A2	1297	406	aAutosome	aAutosome	NON	NON	1.34402	1297	952.844	51	0.899781
MvSl-1064-A2-R4_MC10g09944	A2	1482	300	aAutosome	aAutosome	NON	NON	6.81277	1482	1137.84	2494	34.5635
MvSl-1064-A2-R4_MC10g09950	A2	3148	945	aAutosome	aAutosome	NON	NON	7.78957	3148	2803.84	4259	27.9967
MvSl-1064-A2-R4_MC10g09951	A2	1380	428	aAutosome	aAutosome	NON	NON	5.74165	1380	1035.84	1109	18.1211
MvSl-1064-A2-R4_MC10g09952	A2	1289	358	aAutosome	aAutosome	NON	NON	4.78329	1289	944.844	661	10.1816
MvSl-1064-A2-R4_MC10g09953	A2	1410	288	aAutosome	aAutosome	NON	NON	6.79762	1410	1065.84	2766	36.6514
MvSl-1064-A2-R4_MC10g09954	A2	3580	1095	aAutosome	aAutosome	NON	NON	6.70024	3580	3235.84	2509	11.2613
MvSl-1064-A2-R4_MC10g09956	A2	2360	496	aAutosome	aAutosome	NON	NON	6.38284	2360	2015.84	1751	14.5209
MvSl-1064-A2-R4_MC10g09957	A2	4152	1328	aAutosome	aAutosome	NON	NON	6.36035	4152	3807.84	1831	7.54679
MvSl-1064-A2-R4_MC10g09958	A2	1148	307	aAutosome	aAutosome	NON	NON	4.38061	1148	803.844	462	9.02837
MvSl-1064-A2-R4_MC10g09959	A2	2710	682	aAutosome	aAutosome	NON	NON	8.25843	2710	2365.84	7476.61	45.4151
MvSl-1064-A2-R4_MC10g09960	A2	1808	417	aAutosome	aAutosome	NON	NON	10.1888	1808	1463.84	24609	279.883
MvSl-1064-A2-R4_MC10g09961	A2	1187	372	aAutosome	aAutosome	NON	NON	6.43296	1187	842.844	2016	35.8503
MvSl-1064-A2-R4_MC10g09962	A2	3484	1079	aAutosome	aAutosome	NON	NON	7.79993	3484	3139.84	4298	25.1735
MvSl-1064-A2-R4_MC10g09963	A2	814	243	aAutosome	aAutosome	NON	NON	6.56547	814	474.11	2228	69.9044
MvSl-1064-A2-R4_MC10g09964	A2	1145	302	aAutosome	aAutosome	NON	NON	5.71197	1145	800.844	977	23.3056
MvSl-1064-A2-R4_MC10g09965	A2	4036	1035	aAutosome	aAutosome	NON	NON	9.25886	4036	3691.84	12073	58.6837
MvSl-1064-A2-R4_MC10g09966	A2	2050	523	aAutosome	aAutosome	NON	NON	7.48014	2050	1705.84	4360	36.7168
MvSl-1064-A2-R4_MC10g09967	A2	1311	436	aAutosome	aAutosome	NON	NON	4.27993	1311	966.844	377	7.07887
MvSl-1064-A2-R4_MC10g09968	A2	2462	739	aAutosome	aAutosome	NON	NON	6.97386	2462	2117.84	3025	20.7978
MvSl-1064-A2-R4_MC10g09969	A2	2359	536	aAutosome	aAutosome	NON	NON	7.14308	2359	2014.84	3282	24.5487
MvSl-1064-A2-R4_MC10g09970	A2	1069	224	aAutosome	aAutosome	NON	NON	6.64118	1069	724.844	2296	48.1478
MvSl-1064-A2-R4_MC10g09971	A2	2472	702	aAutosome	aAutosome	NON	NON	5.79266	2472	2127.84	1123	9.16286
MvSl-1064-A2-R4_MC10g09972	A2	2536	724	aAutosome	aAutosome	NON	NON	5.98283	2536	2191.84	1320	10.1215
MvSl-1064-A2-R4_MC10g09973	A2	2878	908	aAutosome	aAutosome	NON	NON	8.29361	2878	2533.84	6181	43.7859
MvSl-1064-A2-R4_MC10g09976	A2	864	144	aAutosome	aAutosome	NON	NON	7.27924	864	522.457	3044	105.148
MvSl-1064-A2-R4_MC10g09977	A2	3741	1039	aAutosome	aAutosome	NON	NON	7.21938	3741	3396.84	3210	15.3719
MvSl-1064-A2-R4_MC10g09978	A2	1735	397	aAutosome	aAutosome	NON	NON	7.57535	1735	1390.84	4228	47.9929
MvSl-1064-A2-R4_MC10g09979	A2	679	144	aAutosome	aAutosome	NON	NON	4.37058	679	346.745	498	20.8098
MvSl-1064-A2-R4_MC10g09980	A2	873	290	aAutosome	aAutosome	NON	NON	7.81344	873	531.035	5406	148.412
MvSl-1064-A2-R4_MC10g09981	A2	1421	344	aAutosome	aAutosome	NON	NON	7.12423	1421	1076.84	3355	45.3899
MvSl-1064-A2-R4_MC10g09983	A2	1193	251	aAutosome	aAutosome	NON	NON	6.33363	1193	848.844	1985	33.322
MvSl-1064-A2-R4_MC10g09984	A2	1074	254	aAutosome	aAutosome	NON	NON	2.74287	1074	729.844	158	3.16719
MvSl-1064-A2-R4_MC10g09985	A2	2016	491	aAutosome	aAutosome	Up	DE	6.4711	2016	1671.84	2238	18.6587
MvSl-1064-A2-R4_MC10g09986	A2	1147	215	aAutosome	aAutosome	NON	NON	5.73052	1147	802.844	1275	23.1403
MvSl-1064-A2-R4_MC10g09987	A2	1320	307	aAutosome	aAutosome	NON	NON	5.58398	1320	975.844	1005	17.2237
MvSl-1064-A2-R4_MC10g09988	A2	1913	310	aAutosome	aAutosome	NON	NON	6.74396	1913	1568.84	2427	23.8955
MvSl-1064-A2-R4_MC10g09989	A2	1816	327	aAutosome	aAutosome	NON	NON	7.68966	1816	1471.84	4637	49.0825
MvSl-1064-A2-R4_MC10g09990	A2	2457	594	aAutosome	aAutosome	NON	NON	6.96495	2457	2112.84	2805	20.6856
MvSl-1064-A2-R4_MC10g09991	A2	1050	349	aAutosome	aAutosome	NON	NON	1.98151	1050	705.844	90	1.91017
MvSl-1064-A2-R4_MC10g09992	A2	3067	913	aAutosome	aAutosome	NON	NON	5.86959	3067	2722.84	1275	7.51154
MvSl-1064-A2-R4_MC10g09993	A2	5784	1714	aAutosome	aAutosome	NON	NON	5.84984	5784	5439.84	1148.65	3.73698
MvSl-1064-A2-R4_MC10g09994	A2	222	73	aAutosome	aAutosome	Down	DE	5.53138	222	39.7997	1003	394.284
MvSl-1064-A2-R4_MC10g09995	A2	285	94	aAutosome	aAutosome	NON	NON	3.94788	285	60.7523	303	87.7629
MvSl-1064-A2-R4_MC10g09996	A2	295	81	aAutosome	aAutosome	NON	NON	3.40945	295	64.7423	230	56.1121
MvSl-1064-A2-R4_MC10g09997	A2	1866	443	aAutosome	aAutosome	Down	DE	4.98225	1866	1521.84	579.191	7.41531
MvSl-1064-A2-R4_MC10g09999	A2	2407	578	aAutosome	aAutosome	Down	DE	5.10419	2407	2062.84	621	5.97201
MvSl-1064-A2-R4_MC10g10000	A2	782	180	aAutosome	aAutosome	Up	DE	1.87197	782	443.552	62.3247	2.92488
MvSl-1064-A2-R4_MC10g10003	A2	531	176	aAutosome	aAutosome	NON	NON	-0.588576	531	217.933	14	0.911674
MvSl-1064-A2-R4_MC10g10004	A2	1828	584	aAutosome	aAutosome	NON	NON	4.72571	1828	1483.84	625	6.2247
MvSl-1064-A2-R4_MC10g10005	A2	922	138	aAutosome	aAutosome	NON	NON	7.91686	922	578.864	6385	147.663
MvSl-1064-A2-R4_MC10g10006	A2	2536	505	aAutosome	aAutosome	NON	NON	8.63279	2536	2191.84	8764	63.4139
MvSl-1064-A2-R4_MC10g10008	A2	3596	1029	aAutosome	aAutosome	NON	NON	5.64697	3596	3251.84	1106	5.3866
MvSl-1064-A2-R4_MC10g10009	A2	3419	959	aAutosome	aAutosome	NON	NON	6.09061	3419	3074.84	1475	7.75744
MvSl-1064-A2-R4_MC10g10010	A2	1588	375	aAutosome	aAutosome	NON	NON	7.32136	1588	1243.84	3680	44.986
MvSl-1064-A2-R4_MC10g10012	A2	2072	456	aAutosome	aAutosome	NON	NON	6.70659	2072	1727.84	2242	21.1752
MvSl-1064-A2-R4_MC10g10013	A2	486	161	aAutosome	aAutosome	NON	NON	6.88696	486	182.23	2882	227.206
MvSl-1064-A2-R4_MC10g10014	A2	1302	334	aAutosome	aAutosome	NON	NON	5.3821	1302	957.844	922	15.2081
MvSl-1064-A2-R4_MC10g10015	A2	2155	692	aAutosome	aAutosome	NON	NON	6.71636	2155	1810.84	2572	20.366
MvSl-1064-A2-R4_MC10g10016	A2	1800	497	aAutosome	aAutosome	NON	NON	5.60817	1800	1455.84	1017	11.7471
MvSl-1064-A2-R4_MC10g10017	A2	1891	518	aAutosome	aAutosome	NON	NON	5.64604	1891	1546.84	1259	11.3702
MvSl-1064-A2-R4_MC10g10018	A2	1205	218	aAutosome	aAutosome	NON	NON	6.44148	1205	860.844	2139	35.4109
MvSl-1064-A2-R4_MC10g10020	A2	2104	509	aAutosome	aAutosome	NON	NON	6.9826	2104	1759.84	3073	25.1953
MvSl-1064-A2-R4_MC10g10021	A2	359	94	aAutosome	aAutosome	NON	NON	2.03979	359	97.3535	78	14.585
MvSl-1064-A2-R4_MC10g10022	A2	1512	351	aAutosome	aAutosome	NON	NON	8.51673	1512	1167.84	7765	110.014
MvSl-1064-A2-R4_MC10g10023	A2	405	134	aAutosome	aAutosome	NON	NON	6.36225	405	126.134	2033	229.465
MvSl-1064-A2-R4_MC10g10024	A2	2958	948	aAutosome	aAutosome	NON	NON	7.08015	2958	2613.84	2705	18.2595
MvSl-1064-A2-R4_MC10g10025	A2	457	83	aAutosome	aAutosome	NON	NON	6.56414	457	161.543	2309	205.394
MvSl-1064-A2-R4_MC10g10026	A2	2508	590	aAutosome	aAutosome	NON	NON	5.60593	2508	2163.84	1107	7.864
MvSl-1064-A2-R4_MC10g10027	A2	1571	288	aAutosome	aAutosome	NON	NON	5.83366	1571	1226.84	1309	16.2452
MvSl-1064-A2-R4_MC10g10028	A2	2056	420	aAutosome	aAutosome	NON	NON	7.25012	2056	1711.84	4468	32.1379
MvSl-1064-A2-R4_MC10g10029	A2	1958	537	aAutosome	aAutosome	NON	NON	5.9215	1958	1613.84	1308	13.143
MvSl-1064-A2-R4_MC10g10030	A2	1283	332	aAutosome	aAutosome	NON	NON	5.24387	1283	938.844	901	14.1063
MvSl-1064-A2-R4_MC10g10031	A2	354	117	aAutosome	aAutosome	NON	NON	5.44297	354	94.5809	988.353	160.293
MvSl-1064-A2-R4_MC10g10032	A2	192	45	aAutosome	aAutosome	NON	NON	3.08887	192	31.5615	163	91.986
MvSl-1064-A2-R4_MC10g10033	A2	1217	250	aAutosome	aAutosome	NON	NON	7.65134	1217	872.844	5366	81.6238
MvSl-1064-A2-R4_MC10g10034	A2	1298	209	aAutosome	aAutosome	NON	NON	4.64738	1298	953.844	569	9.16024
MvSl-1064-A2-R4_MC10g10035	A2	1223	374	aAutosome	aAutosome	NON	NON	7.39379	1223	878.844	4447	67.7092
MvSl-1064-A2-R4_MC10g10036	A2	2126	432	aAutosome	aAutosome	NON	NON	8.39694	2126	1781.84	6985	66.489
MvSl-1064-A2-R4_MC10g10037	A2	2343	729	aAutosome	aAutosome	NON	NON	7.0746	2343	1998.84	2899	23.6268
MvSl-1064-A2-R4_MC10g10038	A2	402	133	aAutosome	aAutosome	NON	NON	3.65934	402	124.246	276	35.4351
MvSl-1064-A2-R4_MC10g10043	A2	830	186	aAutosome	aAutosome	NON	NON	5.44397	830	489.528	941.18	31.1121
MvSl-1064-A2-R4_MC10g10044	A2	2842	796	aAutosome	aAutosome	NON	NON	7.13211	2842	2497.84	2977	19.6932
MvSl-1064-A2-R4_MC10g10045	A2	1024	255	aAutosome	aAutosome	NON	NON	8.33587	1024	679.844	7885	166.694
MvSl-1064-A2-R4_MC10g10048	A2	485	147	aAutosome	aAutosome	NON	NON	9.98965	485	181.482	23296	1957
MvSl-1064-A2-R4_MC10g10049	A2	2239	624	aAutosome	aAutosome	NON	NON	10.6501	2239	1894.84	29807	303.027
MvSl-1064-A2-R4_MC10g10050	A2	714	208	aAutosome	aAutosome	NON	NON	7.34139	714	379.117	4032	150.203
MvSl-1064-A2-R4_MC10g10052	A2	1439	219	aAutosome	aAutosome	Up	DE	0.654343	1439	1094.84	35.705	0.470919
MvSl-1064-A2-R4_MC10g10055	A2	1763	455	aAutosome	aAutosome	NON	NON	6.99527	1763	1418.84	2894	31.4531
MvSl-1064-A2-R4_MC10g10056	A2	807	121	aAutosome	aAutosome	NON	NON	6.18358	807	467.678	1540.51	54.4818
MvSl-1064-A2-R4_MC10g10057	A2	532	79	aAutosome	aAutosome	NON	NON	7.17716	532	218.453	3654.29	232.477
MvSl-1064-A2-R4_MC10g10058	A2	712	157	aAutosome	aAutosome	NON	NON	7.09921	712	377.194	3392	127.565
MvSl-1064-A2-R4_MC10g10059	A2	4746	1191	aAutosome	aAutosome	NON	NON	8.0882	4746	4401.84	6083	21.6419
MvSl-1064-A2-R4_MC10g10062	A2	1881	546	aAutosome	aAutosome	NON	NON	5.77732	1881	1536.84	1371	12.5292
MvSl-1064-A2-R4_MC10g10063	A2	1740	380	aAutosome	aAutosome	NON	NON	4.08885	1740	1395.84	362.51	4.24491
MvSl-1064-A2-R4_MC10g10064	A2	1629	385	aAutosome	aAutosome	NON	NON	7.05875	1629	1284.84	3001	36.2952
MvSl-1064-A2-R4_MC10g10065	A2	2108	613	aAutosome	aAutosome	NON	NON	6.97642	2108	1763.84	2877	24.9742
MvSl-1064-A2-R4_MC10g10066	A2	1356	332	aAutosome	aAutosome	NON	NON	6.51732	1356	1011.84	2051	31.6566
MvSl-1064-A2-R4_MC10g10067	A2	1266	421	aAutosome	aAutosome	NON	NON	6.06173	1266	921.844	1551	25.331
MvSl-1064-A2-R4_MC10g10070	A2	764	109	aAutosome	aAutosome	NON	NON	1.9492	764	426.604	73.2859	3.13409
MvSl-1064-A2-R4_MC10g10071	A2	1019	88	aAutosome	aAutosome	NON	NON	5.45176	1019	674.844	830.569	22.9951
MvSl-1064-A2-R4_MC10g10073	A2	5130	1491	aAutosome	aAutosome	NON	NON	5.18161	5130	4785.84	661.21	2.71274
MvSl-1064-A2-R4_MC10g10075	A2	1278	363	aAutosome	aAutosome	NON	NON	6.05819	1278	933.844	1344	25.1112
MvSl-1064-A2-R4_MC10g10076	A2	589	156	aAutosome	aAutosome	Down	DE	6.06555	589	266.916	1385	88.0436
MvSl-1064-A2-R4_MC10g10078	A2	2636	683	aAutosome	aAutosome	NON	NON	7.7107	2636	2291.84	4708	31.9877
MvSl-1064-A2-R4_MC10g10079	A2	1205	294	aAutosome	aAutosome	NON	NON	6.99838	1205	860.844	2756	52.013
MvSl-1064-A2-R4_MC10g10080	A2	248	66	aAutosome	aAutosome	NON	NON	1.10337	248	47.6387	42.4802	14.8919
MvSl-1064-A2-R4_MC10g10081	A2	1148	195	aAutosome	aAutosome	Up	DE	5.29366	1148	803.844	996.823	17.141
MvSl-1064-A2-R4_MC10g10090	A2	354	117	aAutosome	aAutosome	NON	NON	0.922421	354	94.5809	28	7.08313
MvSl-1064-A2-R4_MC10g10101	A2	6327	1931	aAutosome	aAutosome	NON	NON	0.619324	6327	5982.84	31.616	0.0841256
MvSl-1064-A2-R4_MC10g10107	A2	3827	1089	aAutosome	aAutosome	NON	NON	-0.232921	3827	3482.84	15.5103	0.0749071
MvSl-1064-A2-R4_MC10g10117	A2	8610	2344	aAutosome	aAutosome	NON	NON	1.88155	8610	8265.84	67.4936	0.155143
MvSl-1064-A2-R4_MC10g10122	A2	7974	2415	aAutosome	aAutosome	NON	NON	3.17398	7974	7629.84	112.723	0.480348
MvSl-1064-A2-R4_MC10g10139	A2	3122	949	aAutosome	aAutosome	NON	NON	6.34186	3122	2777.84	1589.19	10.3219
MvSl-1064-A2-R4_MC10g10140	A2	993	302	aAutosome	aAutosome	NON	NON	2.30964	993	648.844	102	2.62771
MvSl-1064-A2-R4_MC10g10143	A2	1620	338	aAutosome	aAutosome	NON	NON	5.48506	1620	1275.84	947.332	12.2931
MvSl-1064-A2-R4_MC10g10144	A2	325	64	aAutosome	aAutosome	NON	NON	2.95757	325	79.5311	150	33.8826
MvSl-1064-A2-R4_MC10g10145	A2	4097	1049	aAutosome	aAutosome	NON	NON	7.90813	4097	3752.84	4704	22.6497
MvSl-1064-A2-R4_MC10g10146	A2	1793	416	aAutosome	aAutosome	NON	NON	6.51123	1793	1448.84	1951	22.0553
MvSl-1064-A2-R4_MC10g10147	A2	2833	603	aAutosome	aAutosome	NON	NON	6.95362	2833	2488.84	2887	17.4279
MvSl-1064-A2-R4_MC10g10148	A2	1989	648	aAutosome	aAutosome	NON	NON	5.49991	1989	1644.84	1067	9.61748
MvSl-1064-A2-R4_MC10g10149	A2	564	63	aAutosome	aAutosome	Up	DE	0.575773	564	245.754	29.8362	1.97287
MvSl-1064-A2-R4_MC10g10150	A2	399	115	aAutosome	aAutosome	Down	DE	6.88855	399	122.626	2541	339.719
MvSl-1064-A2-R4_MC10g10151	A2	1575	392	aAutosome	aAutosome	NON	NON	6.20974	1575	1230.84	1598	21.048
MvSl-1064-A2-R4_MC10g10153	A2	320	87	aAutosome	aAutosome	NON	NON	2.68487	320	77.0163	154.614	28.6606
MvSl-1064-A2-R4_MC10g10154	A2	1215	294	aAutosome	aAutosome	NON	NON	3.95358	1215	870.844	312.559	6.22498
MvSl-1064-A2-R4_MC10g10155	A2	3674	1154	aAutosome	aAutosome	NON	NON	8.19312	3674	3329.84	6060	30.8963
MvSl-1064-A2-R4_MC10g10156	A2	3302	1038	aAutosome	aAutosome	NON	NON	8.44028	3302	2957.84	7334	41.2165
MvSl-1064-A2-R4_MC10g10157	A2	715	192	aAutosome	aAutosome	NON	NON	7.01493	715	380.079	2836	119.048
MvSl-1064-A2-R4_MC10g10158	A2	4085	1316	aAutosome	aAutosome	NON	NON	6.84383	4085	3740.84	2318	10.8173
MvSl-1064-A2-R4_MC10g10159	A2	12804	3819	aAutosome	aAutosome	NON	NON	9.8716	12804	12459.8	15862	27.4749
MvSl-1064-A2-R4_MC10g10160	A2	1859	378	aAutosome	aAutosome	NON	NON	4.90279	1859	1514.84	638	6.90309
MvSl-1064-A2-R4_MC10g10161	A2	1246	310	aAutosome	aAutosome	NON	NON	5.38231	1246	901.844	1011	16.1852
MvSl-1064-A2-R4_MC10g10162	A2	2021	232	aAutosome	aAutosome	NON	NON	7.33845	2021	1676.84	3757	33.7757
MvSl-1064-A2-R4_MC10g10165	A2	1434	455	aAutosome	aAutosome	NON	NON	3.45025	1434	1089.84	250.5	3.48523
MvSl-1064-A2-R4_MC10g10166	A2	3438	1095	aAutosome	aAutosome	NON	NON	7.03059	3438	3093.84	2559.81	14.9466
MvSl-1064-A2-R4_MC10g10167	A2	2460	654	aAutosome	aAutosome	NON	NON	6.91977	2460	2115.84	2686	20.0232
MvSl-1064-A2-R4_MC10g10168	A2	1411	442	aAutosome	aAutosome	NON	NON	6.18776	1411	1066.84	1432	24.134
MvSl-1064-A2-R4_MC10g10169	A2	960	99	aAutosome	aAutosome	NON	NON	7.99931	960	616.096	6594	146.393
MvSl-1064-A2-R4_MC10g10170	A2	875	244	aAutosome	aAutosome	NON	NON	6.85482	875	532.928	3251	77.66
MvSl-1064-A2-R4_MC10g10171	A2	2643	566	aAutosome	aAutosome	NON	NON	6.85864	2643	2298.84	2504	17.6826
MvSl-1064-A2-R4_MC10g10172	A2	601	152	aAutosome	aAutosome	NON	NON	2.1866	601	277.162	75.8688	5.85703
MvSl-1064-A2-R4_MC10g10174	A2	765	210	aAutosome	aAutosome	NON	NON	0.12945	765	427.561	18.9557	0.828106
MvSl-1064-A2-R4_MC10g10177	A2	1434	455	aAutosome	aAutosome	NON	NON	3.69136	1434	1089.84	330.957	4.15274
MvSl-1064-A2-R4_MC10g10178	A2	2240	608	aAutosome	aAutosome	NON	NON	7.37002	2240	1895.84	3397	30.6852
MvSl-1064-A2-R4_MC10g10179	A2	1623	462	aAutosome	aAutosome	NON	NON	9.43639	1623	1278.84	18301	191.768
MvSl-1064-A2-R4_MC10g10180	A2	4299	1063	aAutosome	aAutosome	NON	NON	6.00923	4299	3954.84	1307	5.7296
MvSl-1064-A2-R4_MC10g10181	A2	1899	450	aAutosome	aAutosome	NON	NON	8.51199	1899	1554.84	8830	82.3304
MvSl-1064-A2-R4_MC10g10185	A2	401	81	aAutosome	aAutosome	NON	NON	1.95433	401	123.689	76	10.8026
MvSl-1064-A2-R4_MC10g10186	A2	318	105	aAutosome	aAutosome	NON	NON	1.84438	318	75.9705	78	16.0087
MvSl-1064-A2-R4_MC10g10188	A2	446	110	aAutosome	aAutosome	NON	NON	4.18613	446	153.804	328	42.3451
MvSl-1064-A2-R4_MC10g10189	A2	10968	3374	aAutosome	aAutosome	NON	NON	8.47601	10968	10623.8	5792	12.3951
MvSl-1064-A2-R4_MC10g10191	A2	1925	590	aAutosome	aAutosome	NON	NON	3.50685	1925	1580.84	223	2.51959
MvSl-1064-A2-R4_MC10g10192	A2	1843	415	aAutosome	aAutosome	NON	NON	7.35021	1843	1498.84	4266	38.4626
MvSl-1064-A2-R4_MC10g10193	A2	1337	258	aAutosome	aAutosome	NON	NON	7.43341	1337	992.844	4030	60.9239
MvSl-1064-A2-R4_MC10g10194	A2	1426	274	aAutosome	aAutosome	NON	NON	5.83511	1426	1081.84	1355	18.4577
MvSl-1064-A2-R4_MC10g10195	A2	1204	325	aAutosome	aAutosome	NON	NON	7.33237	1204	859.844	3615	65.5649
MvSl-1064-A2-R4_MC10g10196	A2	604	186	aAutosome	aAutosome	NON	NON	2.85429	604	279.635	181.843	8.96861
MvSl-1064-A2-R4_MC10g10197	A2	460	62	aAutosome	aAutosome	Up	DE	0.110156	460	163.446	21.0179	2.09187
MvSl-1064-A2-R4_MC10g10198	A2	1487	306	aAutosome	aAutosome	NON	NON	5.39863	1487	1142.84	1012	12.9108
MvSl-1064-A2-R4_MC10g10199	A2	1228	262	aAutosome	aAutosome	NON	NON	7.80743	1228	883.844	5288	88.7336
MvSl-1064-A2-R4_MC10g10200	A2	1417	219	aAutosome	aAutosome	NON	NON	4.65659	1417	1072.84	519	8.23432
MvSl-1064-A2-R4_MC10g10201	A2	3612	1016	aAutosome	aAutosome	NON	NON	7.00271	3612	3267.84	2609	13.813
MvSl-1064-A2-R4_MC10g10202	A2	2007	488	aAutosome	aAutosome	NON	NON	5.47926	2007	1662.84	880.865	9.46033
MvSl-1064-A2-R4_MC10g10203	A2	316	87	aAutosome	aAutosome	NON	NON	1.08081	316	74.9552	50	9.37936
MvSl-1064-A2-R4_MC10g10204	A2	345	88	aAutosome	aAutosome	NON	NON	2.31599	345	89.7004	101.941	18.9492
