gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	bPARt8	youngold	DE	haploid
MvSl-1064-A1-R4_MC04-1g05502	219	72	216	1.013888889	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC04-1g05505	249	82	246	1.012195122	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC04-1g05511	6138	2045	6135	1.000488998	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05512	795	264	792	1.003787879	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05513	4863	1620	4860	1.000617284	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05514	3765	1254	3762	1.000797448	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05515	1425	474	1422	1.002109705	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05516	909	302	906	1.003311258	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05519	375	124	372	1.008064516	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05520	1050	349	1047	1.00286533	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05521	678	225	675	1.004444444	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05522	216	71	213	1.014084507	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC04-1g05523	927	308	924	1.003246753	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05524	360	119	357	1.008403361	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05525	1668	555	1665	1.001801802	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05526	1065	354	1062	1.002824859	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05527	561	186	558	1.005376344	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05528	282	93	279	1.010752688	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05529	1845	614	1842	1.001628664	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05530	585	194	582	1.005154639	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05531	588	195	585	1.005128205	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05532	1395	464	1392	1.002155172	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05533	420	139	417	1.007194245	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05534	2235	744	2232	1.001344086	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05535	1206	401	1203	1.002493766	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05536	2316	771	2313	1.001297017	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05537	1269	422	1266	1.002369668	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05538	1188	395	1185	1.002531646	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05539	189	62	186	1.016129032	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05540	1038	345	1035	1.002898551	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05541	468	155	465	1.006451613	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05542	999	332	996	1.003012048	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05546	702	233	699	1.004291845	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05547	1599	532	1596	1.001879699	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05548	1707	568	1704	1.001760563	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05549	639	212	636	1.004716981	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05550	1242	413	1239	1.002421308	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05551	1980	659	1977	1.001517451	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC04-1g05552	3570	1189	3567	1.000841043	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05553	471	156	468	1.006410256	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05554	258	85	255	1.011764706	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05555	1752	583	1749	1.001715266	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05556	1944	647	1941	1.001545595	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05557	1902	633	1899	1.001579779	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05558	2073	690	2070	1.001449275	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05559	1548	515	1545	1.001941748	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05560	795	264	792	1.003787879	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05562	1764	587	1761	1.001703578	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05563	1077	358	1074	1.002793296	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05564	2778	925	2775	1.001081081	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05565	786	261	783	1.003831418	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05566	798	265	795	1.003773585	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05567	1854	617	1851	1.001620746	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05568	3585	1194	3582	1.000837521	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05569	870	289	867	1.003460208	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05570	666	221	663	1.004524887	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05571	1092	363	1089	1.002754821	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05572	348	115	345	1.008695652	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05573	753	250	750	1.004	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05574	1005	334	1002	1.002994012	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05575	468	155	465	1.006451613	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05576	444	147	441	1.006802721	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05577	4122	1373	4119	1.000728332	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05578	1773	590	1770	1.001694915	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05579	1077	358	1074	1.002793296	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05580	300	99	297	1.01010101	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05581	315	104	312	1.009615385	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05582	1086	361	1083	1.002770083	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05583	975	324	972	1.00308642	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05584	834	277	831	1.003610108	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05585	1224	407	1221	1.002457002	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05587	654	217	651	1.004608295	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05589	1170	389	1167	1.002570694	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05590	984	327	981	1.003058104	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05591	531	176	528	1.005681818	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05592	1044	347	1041	1.002881844	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05593	6195	2064	6192	1.000484496	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05594	1116	371	1113	1.002695418	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05595	2706	901	2703	1.001109878	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05596	2043	680	2040	1.001470588	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05597	876	291	873	1.003436426	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05598	660	219	657	1.00456621	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05599	390	129	387	1.007751938	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05600	447	148	444	1.006756757	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05601	1128	375	1125	1.002666667	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05602	1347	448	1344	1.002232143	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05603	3609	1202	3606	1.000831947	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05604	225	74	222	1.013513514	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05605	2832	943	2829	1.001060445	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05606	5547	1848	5544	1.000541126	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05607	1332	443	1329	1.002257336	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05608	1110	369	1107	1.002710027	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05609	1074	357	1071	1.00280112	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05610	1155	384	1152	1.002604167	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05611	705	234	702	1.004273504	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05612	1362	453	1359	1.002207506	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05613	1152	383	1149	1.002610966	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05614	1983	660	1980	1.001515152	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05615	2667	888	2664	1.001126126	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05616	1077	358	1074	1.002793296	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05618	1281	426	1278	1.002347418	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05620	2979	992	2976	1.001008065	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05621	2157	718	2154	1.001392758	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC04-1g05622	1497	498	1494	1.002008032	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05623	1050	349	1047	1.00286533	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05624	927	308	924	1.003246753	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05625	792	263	789	1.003802281	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05626	528	175	525	1.005714286	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05627	2601	866	2598	1.001154734	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05628	1677	558	1674	1.001792115	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05629	1962	653	1959	1.001531394	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05630	2169	722	2166	1.001385042	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05631	786	261	783	1.003831418	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05632	645	214	642	1.004672897	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05633	900	299	897	1.003344482	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05634	2970	989	2967	1.001011122	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05635	2025	674	2022	1.00148368	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05637	7494	2497	7491	1.000400481	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05638	864	287	861	1.003484321	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05639	636	211	633	1.004739336	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05640	1809	602	1806	1.00166113	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05641	423	140	420	1.007142857	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05642	735	244	732	1.004098361	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05643	3366	1121	3363	1.000892061	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05645	246	81	243	1.012345679	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05646	1395	464	1392	1.002155172	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05647	561	186	558	1.005376344	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05648	1545	514	1542	1.001945525	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05649	297	98	294	1.010204082	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05650	1050	349	1047	1.00286533	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05651	1341	446	1338	1.002242152	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05652	1713	570	1710	1.001754386	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05653	780	259	777	1.003861004	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05654	441	146	438	1.006849315	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05655	1392	463	1389	1.002159827	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05658	5001	1666	4998	1.00060024	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05659	1044	347	1041	1.002881844	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05660	2163	720	2160	1.001388889	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05661	2145	714	2142	1.00140056	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05662	2163	720	2160	1.001388889	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05663	909	302	906	1.003311258	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05664	1743	580	1740	1.001724138	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05665	1464	487	1461	1.002053388	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05666	741	246	738	1.004065041	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05667	4200	1399	4197	1.000714796	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05669	3726	1241	3723	1.000805802	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05670	1110	369	1107	1.002710027	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05671	2193	730	2190	1.001369863	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05672	1686	561	1683	1.001782531	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05673	2961	986	2958	1.001014199	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05674	156	51	153	1.019607843	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05675	4086	1361	4083	1.000734754	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05676	2622	873	2619	1.001145475	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05677	174	57	171	1.01754386	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05678	630	209	627	1.004784689	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05679	534	177	531	1.005649718	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05680	1608	535	1605	1.001869159	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05681	879	292	876	1.003424658	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05682	1554	517	1551	1.001934236	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05683	645	214	642	1.004672897	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05684	438	145	435	1.006896552	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05685	3324	1107	3321	1.000903342	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05686	1539	512	1536	1.001953125	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05687	627	208	624	1.004807692	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05688	4158	1385	4155	1.000722022	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05689	720	239	717	1.0041841	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05690	1026	341	1023	1.002932551	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05691	1356	451	1353	1.002217295	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05692	456	151	453	1.006622517	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05693	1176	391	1173	1.002557545	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05694	567	188	564	1.005319149	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05695	435	144	432	1.006944444	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05696	921	306	918	1.003267974	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05697	1710	569	1707	1.001757469	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05698	957	318	954	1.003144654	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05699	1386	461	1383	1.002169197	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05700	1086	361	1083	1.002770083	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05701	2127	708	2124	1.001412429	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05702	2004	667	2001	1.00149925	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05703	354	117	351	1.008547009	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05704	417	138	414	1.007246377	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05705	1959	652	1956	1.001533742	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05708	864	287	861	1.003484321	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05709	1005	334	1002	1.002994012	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05710	1512	503	1509	1.001988072	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05711	669	222	666	1.004504505	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05712	2574	857	2571	1.001166861	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05713	831	276	828	1.003623188	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05715	1365	454	1362	1.002202643	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05716	1644	547	1641	1.001828154	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05717	4650	1549	4647	1.000645578	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05718	3288	1095	3285	1.000913242	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05719	2577	858	2574	1.001165501	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05720	246	81	243	1.012345679	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05721	411	136	408	1.007352941	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05722	2460	819	2457	1.001221001	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05723	885	294	882	1.003401361	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05724	552	183	549	1.005464481	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05726	639	212	636	1.004716981	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05727	3285	1094	3282	1.000914077	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05728	558	185	555	1.005405405	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05729	456	151	453	1.006622517	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC04-1g05730	807	268	804	1.003731343	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05731	1512	503	1509	1.001988072	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05732	2121	706	2118	1.001416431	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05733	1164	387	1161	1.002583979	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05734	285	94	282	1.010638298	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05735	5829	1942	5826	1.000514933	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05736	3051	1016	3048	1.000984252	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05737	5406	1801	5403	1.000555247	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05738	2574	857	2571	1.001166861	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05739	363	120	360	1.008333333	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05740	1329	442	1326	1.002262443	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05741	1125	374	1122	1.002673797	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05744	2607	868	2604	1.001152074	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05745	1338	445	1335	1.002247191	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05746	402	133	399	1.007518797	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05747	546	181	543	1.005524862	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05748	2238	745	2235	1.001342282	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05749	3030	1009	3027	1.00099108	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05750	876	291	873	1.003436426	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05751	1050	349	1047	1.00286533	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05752	2382	793	2379	1.001261034	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05754	7890	2629	7887	1.000380373	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05755	1308	435	1305	1.002298851	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05756	4935	1644	4932	1.000608273	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05757	597	198	594	1.005050505	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05759	573	190	570	1.005263158	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05760	2208	735	2205	1.001360544	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05761	1011	336	1008	1.00297619	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05762	4383	1460	4380	1.000684932	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05763	2580	859	2577	1.001164144	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05767	1878	625	1875	1.0016	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05768	657	218	654	1.004587156	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05769	2913	970	2910	1.001030928	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05770	1830	609	1827	1.001642036	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05771	138	45	135	1.022222222	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05772	327	108	324	1.009259259	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05773	321	106	318	1.009433962	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05774	777	258	774	1.003875969	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05775	159	52	156	1.019230769	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05776	2256	751	2253	1.001331558	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05777	993	330	990	1.003030303	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05778	1419	472	1416	1.002118644	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05780	522	173	519	1.005780347	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05781	2157	718	2154	1.001392758	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05782	2172	723	2169	1.001383126	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05783	1932	643	1929	1.00155521	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05784	576	191	573	1.005235602	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05785	2871	956	2868	1.001046025	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05786	489	162	486	1.00617284	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05787	615	204	612	1.004901961	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05788	1059	352	1056	1.002840909	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05789	1503	500	1500	1.002	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05791	3357	1118	3354	1.000894454	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05792	1281	426	1278	1.002347418	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05793	1524	507	1521	1.001972387	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05794	2166	721	2163	1.001386963	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05795	954	317	951	1.003154574	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05796	1242	413	1239	1.002421308	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05797	684	227	681	1.004405286	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05798	609	202	606	1.004950495	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05799	381	126	378	1.007936508	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05800	201	66	198	1.015151515	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05801	516	171	513	1.005847953	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05802	1002	333	999	1.003003003	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05804	435	144	432	1.006944444	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05805	498	165	495	1.006060606	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05806	810	269	807	1.003717472	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05807	1773	590	1770	1.001694915	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC04-1g05808	603	200	600	1.005	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05809	3009	1002	3006	1.000998004	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05811	3477	1158	3474	1.000863558	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05812	783	260	780	1.003846154	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05813	2595	864	2592	1.001157407	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05814	1275	424	1272	1.002358491	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC04-1g05815	1788	595	1785	1.001680672	Auto	Auto	Down	A1
