gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	gida1	cdsa1	prota1	reversecdsa1	cdsa1expest	cdsratioa1a2	protratioa1a2	bPARt8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A2-R4_MC05g06994	4253	1103	3309	1.285282563	MvSl-1064-A1-R4_MC05-3g06730	4253	1103	3309	1.285282563	1.000	1.000	Auto	Auto	651613	654637	5.92132594	-0.036437292	0.857850804	0.999948201	5.781955677	6.014518815	5.965161407	5.913138443	NON
MvSl-1064-A2-R4_MC05g06999	1196	255	765	1.563398693	MvSl-1064-A1-R4_MC05-3g06735	1196	255	765	1.563398693	1.000	1.000	Auto	Auto	665180	665842	6.232746379	-0.092911812	0.620261588	0.999948201	6.120193622	6.24797456	6.29665998	6.259788899	NON
MvSl-1064-A2-R4_MC05g07000	479	114	342	1.400584795	MvSl-1064-A1-R4_MC05-3g06736	479	114	342	1.400584795	1.000	1.000	Auto	Auto	665926	667018	7.559262194	-0.090076922	0.727132665	0.999948201	7.192453096	7.775902935	7.857215	7.295561246	NON
MvSl-1064-A2-R4_MC05g07002	2319	669	2007	1.155455904	MvSl-1064-A1-R4_MC05-3g06738	2319	669	2007	1.155455904	1.000	1.000	Auto	Auto	668583	672520	6.596602384	-0.058151145	0.764267724	0.999948201	6.662189214	6.465658088	6.533228051	6.711875666	NON
MvSl-1064-A2-R4_MC05g07004	3347	867	2601	1.286812764	MvSl-1064-A1-R4_MC05-3g06740	3347	867	2601	1.286812764	1.000	1.000	Auto	Auto	674463	674890	6.993181212	0.063735813	0.753295384	0.999948201	7.22493445	6.792271969	6.948770871	6.973126855	NON
MvSl-1064-A2-R4_MC05g07005	1260	302	906	1.390728477	MvSl-1064-A1-R4_MC05-3g06741	1260	302	906	1.390728477	1.000	1.000	Auto	Auto	675234	676111	7.551635158	0.039645114	0.843045678	0.999948201	7.61245741	7.528999483	7.491630909	7.570678845	NON
MvSl-1064-A2-R4_MC05g07013	3025	910	2730	1.108058608	MvSl-1064-A1-R4_MC05-3g06749	3025	910	2730	1.108058608	1.000	1.000	Auto	Auto	687412	690448	0.868748201	-0.105980137	0.814714759	0.999948201	0.795484859	0.835762276	0.587027488	1.184658705	NON
MvSl-1064-A2-R4_MC05g07019	1093	335	1005	1.087562189	MvSl-1064-A1-R4_MC05-3g06755	1093	335	1005	1.087562189	1.000	1.000	Auto	Auto	706370	708998	5.195023669	0.128929684	0.558814632	0.999948201	5.279705084	5.236172276	5.153458388	5.105080524	NON
MvSl-1064-A2-R4_MC05g07020	1254	417	1251	1.002398082	MvSl-1064-A1-R4_MC05-3g06756	1254	417	1251	1.002398082	1.000	1.000	Auto	Auto	709139	711599	6.174446579	0.113668181	0.617812606	0.999948201	6.134377034	6.319939909	6.382255283	5.79087366	NON
MvSl-1064-A2-R4_MC05g07021	3938	1223	3669	1.07331698	MvSl-1064-A1-R4_MC05-3g06757	3938	1223	3669	1.07331698	1.000	1.000	Auto	Auto	712301	715864	8.917508541	0.044892282	0.881389279	0.999948201	9.203297318	8.617166162	8.612828253	9.130738595	NON
MvSl-1064-A2-R4_MC05g07022	1304	404	1212	1.075907591	MvSl-1064-A1-R4_MC05-3g06758	1304	404	1212	1.075907591	1.000	1.000	Auto	Auto	716780	718382	5.20043277	-0.125587542	0.601642309	0.999948201	5.335545957	4.905354796	5.144241471	5.369970891	NON
MvSl-1064-A2-R4_MC05g07025	762	187	561	1.35828877	MvSl-1064-A1-R4_MC05-3g06761	762	187	561	1.35828877	1.000	1.000	Auto	Auto	723817	725663	2.372110578	-0.128881993	0.743702148	0.999948201	2.589201833	1.956771269	2.014609807	2.75735584	NON
MvSl-1064-A2-R4_MC05g07026	713	114	342	2.084795322	MvSl-1064-A1-R4_MC05-3g06762	713	114	342	2.084795322	1.000	1.000	Auto	Auto	725839	728600	3.487374861	-0.056346988	0.850310433	0.999948201	3.518870515	3.396616472	3.614205112	3.408071744	NON
MvSl-1064-A2-R4_MC05g07028	1221	381	1143	1.06824147	MvSl-1064-A1-R4_MC05-3g06764	1221	381	1143	1.06824147	1.000	1.000	Auto	Auto	731117	732553	5.746874367	0.151472233	0.458280866	0.999948201	5.836360724	5.804796805	5.659663049	5.679146234	NON
MvSl-1064-A2-R4_MC05g07032	2942	854	2562	1.148321624	MvSl-1064-A1-R4_MC05-3g06768	2942	854	2562	1.148321624	1.000	1.000	Auto	Auto	743181	744246	5.565711316	0.108555866	0.604763559	0.999948201	5.5063453	5.723335524	5.464638668	5.555255001	NON
MvSl-1064-A2-R4_MC05g07037	2461	769	2307	1.066753359	MvSl-1064-A1-R4_MC05-3g06773	2461	769	2307	1.066753359	1.000	1.000	Auto	Auto	751088	751612	4.75280148	-0.050963326	0.830716495	0.999948201	4.73236752	4.721789756	4.852117579	4.69960008	NON
MvSl-1064-A2-R4_MC05g07038	3564	842	2526	1.410926366	MvSl-1064-A1-R4_MC05-3g06774	3564	842	2526	1.410926366	1.000	1.000	Auto	Auto	752184	752578	8.932315563	0.044466107	0.866440212	0.999948201	9.104231333	8.787156019	8.850410601	8.967073742	NON
MvSl-1064-A2-R4_MC05g07039	1604	384	1152	1.392361111	MvSl-1064-A1-R4_MC05-3g06775	1603	384	1152	1.391493056	0.999	1.000	Auto	Auto	753339	755805	5.434505371	-0.020339922	0.93367748	0.999948201	5.124389481	5.672155328	5.561987031	5.316808347	NON
MvSl-1064-A2-R4_MC05g07040	3496	1100	3300	1.059393939	MvSl-1064-A1-R4_MC05-3g06776	3496	1100	3300	1.059393939	1.000	1.000	Auto	Auto	757920	758102	7.631653355	-0.045667207	0.823328052	0.999948201	7.656593669	7.559049353	7.724052284	7.580963928	NON
MvSl-1064-A2-R4_MC05g07041	652	124	372	1.752688172	MvSl-1064-A1-R4_MC05-3g06777	652	124	372	1.752688172	1.000	1.000	Auto	Auto	760971	761636	5.351783534	0.135738265	0.533977914	0.999948201	5.361749168	5.472234047	5.341009879	5.221852872	NON
MvSl-1064-A2-R4_MC05g07043	2762	872	2616	1.055810398	MvSl-1064-A1-R4_MC05-3g06779	2762	872	2616	1.055810398	1.000	1.000	Auto	Auto	764146	767025	6.244625998	-0.088361883	0.639730585	0.999948201	6.285746766	6.108420331	6.277397373	6.298529509	NON
MvSl-1064-A2-R4_MC05g07044	705	171	513	1.374269006	MvSl-1064-A1-R4_MC05-3g06780	705	171	513	1.374269006	1.000	1.000	Auto	Auto	768360	768584	4.472211752	0.145105162	0.734968628	0.999948201	3.740471457	5.054919572	4.863395089	3.70747413	NON
MvSl-1064-A2-R4_MC05g07046	4116	1271	3813	1.079464988	MvSl-1064-A1-R4_MC05-3g06782	4116	1271	3813	1.079464988	1.000	1.000	Auto	Auto	772111	772407	6.967140808	-0.035917782	0.846550554	0.999948201	7.026877545	6.866875167	6.936008926	7.032288393	NON
MvSl-1064-A2-R4_MC05g07049	1066	231	693	1.538239538	MvSl-1064-A1-R4_MC05-3g06785	1066	231	693	1.538239538	1.000	1.000	Auto	Auto	777425	778069	8.671121019	-0.171840181	0.483764208	0.999948201	8.575783462	8.589464572	8.671747756	8.83265325	NON
MvSl-1064-A2-R4_MC05g07059	666	109	327	2.036697248	MvSl-1064-A1-R4_MC05-3g06795	666	109	327	2.036697248	1.000	1.000	Auto	Auto	795401	798228	6.217690217	-0.081012135	0.752504504	0.999948201	6.168707273	6.184457273	6.632145176	5.750135019	NON
MvSl-1064-A2-R4_MC05g07060	1185	141	423	2.80141844	MvSl-1064-A1-R4_MC05-3g06796	1185	141	423	2.80141844	1.000	1.000	Auto	Auto	801056	801444	5.870550915	0.001001018	0.996126467	0.999948201	5.77361503	5.962216007	5.959917667	5.774238008	NON
MvSl-1064-A2-R4_MC05g07062	225	74	222	1.013513514	MvSl-1064-A1-R4_MC05-3g06798	225	74	222	1.013513514	1.000	1.000	Auto	Auto	805757	810935	4.607592153	0.027753873	0.910980102	0.999948201	4.529369803	4.707739078	4.681665164	4.50015577	NON
MvSl-1064-A2-R4_MC05g07063	2116	621	1863	1.135802469	MvSl-1064-A1-R4_MC05-3g06799	2116	621	1863	1.135802469	1.000	1.000	Auto	Auto	811284	814077	6.649485524	0.132318439	0.500380285	0.999948201	6.714688033	6.713599588	6.376756713	6.761551779	NON
MvSl-1064-A2-R4_MC05g07064	297	98	294	1.010204082	MvSl-1064-A1-R4_MC05-3g06800	297	98	294	1.010204082	1.000	1.000	Auto	Auto	814402	817095	2.896629483	-0.115103185	0.729023984	0.999948201	2.550670298	3.07625342	2.921544893	2.98094086	NON
MvSl-1064-A2-R4_MC05g07068	195	64	192	1.015625	MvSl-1064-A1-R4_MC05-3g06804	195	64	192	1.015625	1.000	1.000	Auto	Auto	824676	826912	2.929299036	-0.133836574	0.694599668	0.999948201	3.105678113	2.567520039	2.795336621	3.16721674	NON
MvSl-1064-A2-R4_MC05g07069	1306	185	555	2.353153153	MvSl-1064-A1-R4_MC05-3g06805	1306	185	555	2.353153153	1.000	1.000	Auto	Auto	828526	831690	2.067906378	-0.299320338	0.432242706	0.999948201	1.884259596	1.937635555	1.842937708	2.492650139	NON
MvSl-1064-A2-R4_MC05g07070	1238	251	753	1.644090305	MvSl-1064-A1-R4_MC05-3g06806	1238	251	753	1.644090305	1.000	1.000	Auto	Auto	838018	839392	1.186775165	-0.176280774	0.787183766	0.999948201	1.754652066	-0.127744564	0.129830326	1.896819094	NON
MvSl-1064-A2-R4_MC05g07072	1909	513	1539	1.240415854	MvSl-1064-A1-R4_MC05-3g06808	1909	513	1539	1.240415854	1.000	1.000	Auto	Auto	846444	848091	6.405898767	0.10558007	0.5810088	0.999948201	6.545383054	6.364504931	6.267244281	6.432543484	NON
MvSl-1064-A2-R4_MC05g07075	1986	588	1764	1.12585034	MvSl-1064-A1-R4_MC05-3g06811	1986	588	1764	1.12585034	1.000	1.000	Auto	Auto	850952	851158	5.313268187	0.031107674	0.886387176	0.999948201	5.343081278	5.314288758	5.32641475	5.268415674	NON
MvSl-1064-A2-R4_MC05g07077	2828	634	1902	1.486855941	MvSl-1064-A1-R4_MC05-3g06813	2828	634	1902	1.486855941	1.000	1.000	Auto	Auto	853409	860063	2.829870013	0.145576236	0.660647818	0.999948201	3.096790799	2.675418417	2.646613484	2.860024524	NON
MvSl-1064-A2-R4_MC05g07082	5179	1335	4005	1.293133583	MvSl-1064-A1-R4_MC05-3g06818	5179	1335	4005	1.293133583	1.000	1.000	Auto	Auto	864927	866755	6.681733795	0.124349412	0.498155651	0.999948201	6.794492034	6.688778647	6.586599599	6.649393265	NON
MvSl-1064-A2-R4_MC05g07084	2694	711	2133	1.263009845	MvSl-1064-A1-R4_MC05-3g06820	2694	711	2133	1.263009845	1.000	1.000	Auto	Auto	871053	872072	6.818863303	0.014666346	0.937234048	0.999948201	6.928253614	6.716409267	6.758931693	6.862246998	NON
MvSl-1064-A2-R4_MC05g07085	1063	232	696	1.527298851	MvSl-1064-A1-R4_MC05-3g06821	1063	232	696	1.527298851	1.000	1.000	Auto	Auto	872148	872447	4.84391247	-0.113167046	0.682989614	0.999948201	4.46175737	5.05047294	5.085743549	4.684417317	NON
MvSl-1064-A2-R4_MC05g07086	4394	1408	4224	1.040246212	MvSl-1064-A1-R4_MC05-3g06822	4394	1408	4224	1.040246212	1.000	1.000	Auto	Auto	873969	876650	6.274771583	0.02843332	0.903829483	0.999948201	5.918093568	6.583452411	6.386170042	6.122894429	NON
MvSl-1064-A2-R4_MC05g07087	627	139	417	1.503597122	MvSl-1064-A1-R4_MC05-3g06823	627	139	417	1.503597122	1.000	1.000	Auto	Auto	876770	877174	5.631868459	-0.144105867	0.478991654	0.999948201	5.583125757	5.532464007	5.765641193	5.635076672	NON
MvSl-1064-A2-R4_MC05g07088	2237	567	1701	1.31510876	MvSl-1064-A1-R4_MC05-3g06824	2237	567	1701	1.31510876	1.000	1.000	Auto	Auto	877641	877883	5.353255564	0.062903346	0.772370936	0.999948201	5.385661814	5.383096918	5.388620724	5.251344922	NON
MvSl-1064-A2-R4_MC05g07092	1648	346	1038	1.587668593	MvSl-1064-A1-R4_MC05-3g06828	1648	346	1038	1.587668593	1.000	1.000	Auto	Auto	19957	20265	6.860691951	0.06585775	0.720042311	0.999948201	6.967175396	6.815388407	6.794715587	6.859433231	NON
MvSl-1064-A2-R4_MC05g07093	1003	126	378	2.653439153	MvSl-1064-A1-R4_MC05-3g06829	1003	126	378	2.653439153	1.000	1.000	Auto	Auto	20624	21817	7.333768247	0.147298016	0.484551338	0.999948201	7.221361314	7.568798927	7.343665321	7.167649046	NON
MvSl-1064-A2-R4_MC05g07100	2628	726	2178	1.20661157	MvSl-1064-A1-R4_MC05-3g06836	2628	726	2178	1.20661157	1.000	1.000	Auto	Auto	28277	30139	1.214662562	-0.147637837	0.735172452	0.999948201	1.21236156	1.064673057	0.863517532	1.605893578	NON
MvSl-1064-A2-R4_MC05g07101	1829	412	1236	1.479773463	MvSl-1064-A1-R4_MC05-3g06837	1829	412	1236	1.479773463	1.000	1.000	Auto	Auto	31280	33684	4.032390659	-0.094743628	0.759689277	0.999948201	3.640052069	4.261197723	4.254803553	3.877323101	NON
MvSl-1064-A2-R4_MC06-1g07117	3860	1195	3585	1.076708508	MvSl-1064-A1-R4_C36g01618	3860	1195	3585	1.076708508	1.000	1.000	Auto	Auto	59393	60294	5.409614337	-0.147122946	0.562730832	0.999948201	5.39475447	5.270989253	5.106773431	5.777818974	NON
MvSl-1064-A2-R4_MC06-1g07135	2405	610	1830	1.31420765	MvSl-1064-A1-R4_MC06g06872	2405	610	1830	1.31420765	1.000	1.000	Auto	Auto	92064	92597	3.266948462	-0.003998335	0.990128876	0.999948201	3.52550872	2.948249879	3.181501702	3.351521898	NON
MvSl-1064-A2-R4_MC06-1g07149	2329	721	2163	1.076745261	MvSl-1064-A1-R4_MC06g06886	2329	721	2163	1.076745261	1.000	1.000	Auto	Auto	110326	111901	7.918503677	-0.08493703	0.692777343	0.999948201	7.961424313	7.783961028	7.916073298	8.003230972	NON
MvSl-1064-A2-R4_MC06-1g07151	5838	1869	5607	1.041198502	MvSl-1064-A1-R4_MC06g06888	5838	1869	5607	1.041198502	1.000	1.000	Auto	Auto	119889	120643	7.744544939	-0.109446237	0.651909171	0.999948201	7.886051475	7.460265175	7.545484542	8.013139217	NON
MvSl-1064-A2-R4_MC06-1g07152	1914	455	1365	1.402197802	MvSl-1064-A1-R4_MC06g06889	1914	455	1365	1.402197802	1.000	1.000	Auto	Auto	121840	126340	2.924209403	0.253118625	0.448966673	0.999948201	3.296292304	2.743113265	2.747445736	2.841892762	NON
MvSl-1064-A2-R4_MC06-1g07158	742	215	645	1.150387597	MvSl-1064-A1-R4_MC06g06895	742	215	645	1.150387597	1.000	1.000	Auto	Auto	137280	138690	4.978399838	-0.051199852	0.842588179	0.999948201	4.735233808	5.141089869	5.180761015	4.801627859	NON
MvSl-1064-A2-R4_MC06-1g07160	534	177	531	1.005649718	MvSl-1064-A1-R4_MC06g06897	534	177	531	1.005649718	1.000	1.000	Auto	Auto	139046	139318	4.12686173	-0.005823193	0.983188397	0.999948201	3.967070113	4.265040875	4.177397937	4.08042501	NON
MvSl-1064-A2-R4_MC06-1g07161	534	177	531	1.005649718	MvSl-1064-A1-R4_MC06g06898	534	177	531	1.005649718	1.000	1.000	Auto	Auto	139489	139896	4.854665951	0.102813177	0.705249345	0.999948201	4.634436127	5.13270079	5.006578339	4.565148357	NON
MvSl-1064-A2-R4_MC06-1g07162	1249	384	1152	1.084201389	MvSl-1064-A1-R4_MC06g06899	1249	384	1152	1.084201389	1.000	1.000	Auto	Auto	140577	142182	4.266873001	0.147727402	0.581492826	0.999948201	4.304681588	4.372259279	4.318466582	4.053103134	NON
MvSl-1064-A2-R4_MC06-1g07164	3071	862	2586	1.187548337	MvSl-1064-A1-R4_MC06g06901	3071	862	2586	1.187548337	1.000	1.000	Auto	Auto	145508	147624	5.443909853	-0.098038077	0.647621212	0.999948201	5.383836386	5.404161252	5.578504461	5.399713823	NON
MvSl-1064-A2-R4_MC06-1g07165	818	239	717	1.140864714	MvSl-1064-A1-R4_MC06g06902	818	239	717	1.140864714	1.000	1.000	Auto	Auto	148169	148422	7.2208721	-0.05321143	0.784172504	0.999948201	7.23762389	7.149076064	7.277761148	7.215965023	NON
MvSl-1064-A2-R4_MC06-1g07167	3103	934	2802	1.107423269	MvSl-1064-A1-R4_MC06g06904	3103	934	2802	1.107423269	1.000	1.000	Auto	Auto	152595	158936	6.722774568	0.095201286	0.601109245	0.999948201	6.732727977	6.805526682	6.607541516	6.738459771	NON
MvSl-1064-A2-R4_MC06-1g07173	4503	1414	4242	1.061527581	MvSl-1064-A1-R4_MC06g06910	4501	1414	4242	1.061056106	1.000	1.000	Auto	Auto	167362	167684	3.463463169	0.213730145	0.540078506	0.999948201	3.768723664	3.332133801	2.904177145	3.69742525	NON
MvSl-1064-A2-R4_MC06-1g07174	1575	400	1200	1.3125	MvSl-1064-A1-R4_MC06g06911	1575	400	1200	1.3125	1.000	1.000	Auto	Auto	167758	168212	1.468284124	0.071140913	0.874338837	0.999948201	1.820910787	1.099527591	0.967510674	1.787384094	NON
MvSl-1064-A2-R4_MC06-1g07182	1606	492	1476	1.088075881	MvSl-1064-A1-R4_MC06g06919	1606	492	1476	1.088075881	1.000	1.000	Auto	Auto	187971	189682	6.829469679	0.034610846	0.851743938	0.999948201	6.898517132	6.792937605	6.902508355	6.715614614	NON
MvSl-1064-A2-R4_MC06-1g07183	1179	173	519	2.271676301	MvSl-1064-A1-R4_MC06g06920	1179	173	519	2.271676301	1.000	1.000	Auto	Auto	189992	192141	10.01964448	0.131153269	0.719859209	0.999948201	9.660698625	10.41042587	10.24218964	9.58986882	NON
MvSl-1064-A2-R4_MC06-1g07186	1667	394	1182	1.410321489	MvSl-1064-A1-R4_MC06g06923	1666	373	1119	1.488829312	0.999	0.947	Auto	Auto	199907	203091	7.052402834	-0.132598306	0.477460992	0.999948201	6.978710546	6.990408176	7.162885675	7.06977416	NON
MvSl-1064-A2-R4_MC06-1g07187	6342	1941	5823	1.089129315	MvSl-1064-A1-R4_MC06g06924	6342	1941	5823	1.089129315	1.000	1.000	Auto	Auto	203306	204014	7.263524232	0.134445491	0.525445624	0.999948201	7.453588921	7.193109448	7.02657451	7.345481704	NON
MvSl-1064-A2-R4_MC06-1g07189	1494	357	1071	1.394957983	MvSl-1064-A1-R4_MC06g06926	1494	357	1071	1.394957983	1.000	1.000	Auto	Auto	207048	212375	4.696453256	0.098111406	0.69146351	0.999948201	4.609659314	4.867938014	4.726820722	4.562382647	NON
MvSl-1064-A2-R4_MC06-1g07190	2419	680	2040	1.185784314	MvSl-1064-A1-R4_MC06g06927	2419	680	2040	1.185784314	1.000	1.000	Auto	Auto	212961	215485	4.858285283	-0.003716251	0.988233555	0.999948201	5.059546627	4.620433995	4.829294596	4.890312971	NON
MvSl-1064-A2-R4_MC06-1g07191	323	91	273	1.183150183	MvSl-1064-A1-R4_MC06g06928	323	91	273	1.183150183	1.000	1.000	Auto	Auto	215725	216027	2.475190357	0.255844836	0.445945777	0.999948201	2.639026841	2.55501761	2.445194178	2.239198945	NON
MvSl-1064-A2-R4_MC06-1g07192	455	102	306	1.486928105	MvSl-1064-A1-R4_MC06g06929	455	102	306	1.486928105	1.000	1.000	Auto	Auto	216071	216223	3.56850721	0.225034745	0.503407661	0.999948201	3.717464458	3.635041639	2.988997665	3.804291236	NON
MvSl-1064-A2-R4_MC06-1g07193	2296	529	1587	1.446754883	MvSl-1064-A1-R4_MC06g06930	2296	529	1587	1.446754883	1.000	1.000	Auto	Auto	216269	217968	6.025157402	0.03311892	0.871791872	0.999948201	5.900326671	6.170182071	6.106643448	5.90333628	NON
MvSl-1064-A2-R4_MC06-1g07194	1846	531	1593	1.158819837	MvSl-1064-A1-R4_MC06g06931	1846	531	1593	1.158819837	1.000	1.000	Auto	Auto	218302	220035	7.300678081	0.078192822	0.726131324	0.999948201	7.146898869	7.508882903	7.445101869	7.050166273	NON
MvSl-1064-A2-R4_MC06-1g07197	2942	741	2223	1.323436797	MvSl-1064-A1-R4_MC06g06934	2942	741	2223	1.323436797	1.000	1.000	Auto	Auto	229052	230768	6.726604354	-0.010668278	0.953248592	0.999948201	6.764642094	6.676566918	6.685856843	6.776544775	NON
MvSl-1064-A2-R4_MC06-1g07198	2555	716	2148	1.189478585	MvSl-1064-A1-R4_MC06g06935	2555	716	2148	1.189478585	1.000	1.000	Auto	Auto	230960	231869	6.358024472	-0.038033025	0.8383102	0.999948201	6.395812339	6.279664552	6.360930041	6.392618272	NON
MvSl-1064-A2-R4_MC06-1g07199	3148	963	2889	1.089650398	MvSl-1064-A1-R4_MC06g06936	3148	963	2889	1.089650398	1.000	1.000	Auto	Auto	232660	235326	7.602639317	0.188758156	0.422562023	0.999948201	7.642921728	7.743212796	7.770318551	7.180331617	NON
MvSl-1064-A2-R4_MC06-1g07201	2150	496	1488	1.444892473	MvSl-1064-A1-R4_MC06g06938	2150	496	1488	1.444892473	1.000	1.000	Auto	Auto	238539	241005	5.766381046	0.15699905	0.445373489	0.999948201	5.841690068	5.843865074	5.755992128	5.612526572	NON
MvSl-1064-A2-R4_MC06-1g07204	3185	591	1773	1.796390299	MvSl-1064-A1-R4_MC06g06941	3185	591	1773	1.796390299	1.000	1.000	Auto	Auto	248279	250844	0.480456864	0.119549216	0.807842371	0.999948201	0.795484859	0.227750757	0.068785679	0.712255988	NON
MvSl-1064-A2-R4_MC06-1g07205	709	98	294	2.411564626	MvSl-1064-A1-R4_MC06g06942	709	98	294	2.411564626	1.000	1.000	Auto	Auto	251134	254662	3.780277463	-0.131061776	0.651045451	0.999948201	3.860842165	3.549394397	3.789971004	3.895017685	NON
MvSl-1064-A2-R4_MC06-1g07211	1700	403	1209	1.406120761	MvSl-1064-A1-R4_MC06g06948	1700	403	1209	1.406120761	1.000	1.000	Auto	Auto	267665	270157	4.5569927	0.101403088	0.682240463	0.999948201	4.664820494	4.54657455	4.437937985	4.570663921	NON
MvSl-1064-A2-R4_MC06-1g07212	1734	467	1401	1.237687366	MvSl-1064-A1-R4_MC06g06949	1734	467	1401	1.237687366	1.000	1.000	Auto	Auto	270429	270622	6.435813501	-0.072760882	0.696592328	0.999948201	6.383075898	6.414670972	6.537458548	6.402703636	NON
MvSl-1064-A2-R4_MC06-1g07213	1655	459	1377	1.201888163	MvSl-1064-A1-R4_MC06g06950	1655	459	1377	1.201888163	1.000	1.000	Auto	Auto	270832	271620	6.416602867	-0.104876297	0.572080868	0.999948201	6.332868549	6.392882768	6.438382293	6.496965614	NON
MvSl-1064-A2-R4_MC06-1g07214	5824	1671	5013	1.161779374	MvSl-1064-A1-R4_MC06g06951	5824	1671	5013	1.161779374	1.000	1.000	Auto	Auto	271993	273261	7.595723746	0.077645417	0.755737018	0.999948201	7.83285348	7.403428425	7.232380712	7.820860732	NON
MvSl-1064-A2-R4_MC06-1g07215	1717	470	1410	1.217730496	MvSl-1064-A1-R4_MC06g06952	1717	470	1410	1.217730496	1.000	1.000	Auto	Auto	273670	274948	5.948937318	-0.064802596	0.74919071	0.999948201	5.883630594	5.947942308	6.083684385	5.870172889	NON
MvSl-1064-A2-R4_MC06-1g07216	910	243	729	1.248285322	MvSl-1064-A1-R4_MC06g06953	910	243	729	1.248285322	1.000	1.000	Auto	Auto	275943	280723	5.05891037	-0.115958154	0.626820596	0.999948201	5.073203603	4.92248932	5.257991139	4.957112683	NON
MvSl-1064-A2-R4_MC06-1g07219	2466	774	2322	1.062015504	MvSl-1064-A1-R4_MC06g06956	2467	748	2244	1.099376114	1.000	0.966	Auto	Auto	287765	289283	1.883940125	-0.119035394	0.770881148	0.999948201	2.147870734	1.408352334	1.668760978	2.168211464	NON
MvSl-1064-A2-R4_MC06-1g07220	4168	1165	3495	1.192560801	MvSl-1064-A1-R4_MC06g06957	4168	1165	3495	1.192560801	1.000	1.000	Auto	Auto	289735	293030	5.624282712	0.183674831	0.452926186	0.999948201	5.974976258	5.393667529	5.342622483	5.695646881	NON
MvSl-1064-A2-R4_MC06-1g07222	2566	656	1968	1.303861789	MvSl-1064-A1-R4_MC06g06959	2566	656	1968	1.303861789	1.000	1.000	Auto	Auto	296205	297283	6.849171265	0.136508609	0.452043344	0.999948201	6.91567463	6.915976662	6.730267575	6.826962293	NON
MvSl-1064-A2-R4_MC06-1g07223	3529	962	2886	1.222799723	MvSl-1064-A1-R4_MC06g06960	3529	962	2886	1.222799723	1.000	1.000	Auto	Auto	297814	305157	5.208840933	-0.029663419	0.897611174	0.999948201	5.277740449	5.105094408	5.089590035	5.346048667	NON
MvSl-1064-A2-R4_MC06-1g07225	2374	461	1383	1.716558207	MvSl-1064-A1-R4_MC06g06962	2374	461	1383	1.716558207	1.000	1.000	Auto	Auto	310276	312714	5.000320584	-0.150763373	0.520321501	0.999948201	5.01542638	4.824325017	5.125629082	5.018939862	NON
MvSl-1064-A2-R4_MC06-1g07226	2899	745	2235	1.297091723	MvSl-1064-A1-R4_MC06g06963	2899	745	2235	1.297091723	1.000	1.000	Auto	Auto	312851	315049	7.15392438	0.048027343	0.802749249	0.999948201	7.155483706	7.199650254	7.16744232	7.091039428	NON
MvSl-1064-A2-R4_MC06-1g07227	2230	518	1554	1.435006435	MvSl-1064-A1-R4_MC06g06964	2230	518	1554	1.435006435	1.000	1.000	Auto	Auto	315132	316885	6.551228452	-0.09372398	0.631850071	0.999948201	6.640948546	6.351911916	6.540272003	6.651997248	NON
MvSl-1064-A2-R4_MC06-1g07228	1665	353	1059	1.57223796	MvSl-1064-A1-R4_MC06g06965	1667	353	1059	1.574126534	1.001	1.000	Auto	Auto	316951	318130	3.65706302	-0.061760247	0.838437373	0.999948201	3.845007498	3.368312707	3.682014156	3.69237444	NON
MvSl-1064-A2-R4_MC06-1g07229	2493	694	2082	1.19740634	MvSl-1064-A1-R4_MC06g06966	2493	694	2082	1.19740634	1.000	1.000	Auto	Auto	318795	320847	6.206083506	0.124185109	0.512201888	0.999948201	6.216668341	6.315314086	6.091378074	6.192517659	NON
MvSl-1064-A2-R4_MC06-1g07232	1269	369	1107	1.146341463	MvSl-1064-A1-R4_MC06g06969	1269	369	1107	1.146341463	1.000	1.000	Auto	Auto	324686	324882	6.359557571	0.075319465	0.689717321	0.999948201	6.38033197	6.412939974	6.410207284	6.226982022	NON
MvSl-1064-A2-R4_MC06-1g07235	1369	335	1005	1.362189055	MvSl-1064-A1-R4_MC06g06972	1369	335	1005	1.362189055	1.000	1.000	Auto	Auto	330221	330715	2.24027793	0.002611548	0.994020976	0.999948201	2.355852495	2.118448222	2.252784052	2.225278136	NON
MvSl-1064-A2-R4_MC06-1g07236	3544	935	2805	1.263458111	MvSl-1064-A1-R4_MC06g06973	3544	935	2805	1.263458111	1.000	1.000	Auto	Auto	331929	335355	6.986344281	0.017758366	0.924037429	0.999948201	7.078011077	6.907396075	6.943998361	7.010132441	NON
MvSl-1064-A2-R4_MC06-1g07237	1519	402	1206	1.259535655	MvSl-1064-A1-R4_MC06g06974	1519	402	1206	1.259535655	1.000	1.000	Auto	Auto	335970	336840	6.30482603	-0.002125966	0.991157538	0.999948201	6.365608892	6.239209642	6.414047025	6.188935851	NON
MvSl-1064-A2-R4_MC06-1g07241	7344	2280	6840	1.073684211	MvSl-1064-A1-R4_MC06g06978	7344	2280	6840	1.073684211	1.000	1.000	Auto	Auto	350830	351328	6.198105767	-0.178265383	0.51994054	0.999948201	6.388548147	5.755108332	5.838310609	6.624418155	NON
