gida1	part8	youngold	dndsa2	dna2	dsa2	DE	DE2	haploid
MvSl-1064-A2-R4_MC05g06938	Auto	Auto	0.5909	0.0316	0.0535	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06939	Auto	Auto	0.2991	0.0361	0.1207	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06940	Auto	Auto	0.194	0.0485	0.2502	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06941	Auto	Auto	0.209	0.0295	0.1413	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06942	Auto	Auto	0.115	0.0162	0.1409	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06943	Auto	Auto	0.2781	0.0332	0.1192	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06945	Auto	Auto	0.0887	0.0143	0.1608	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06946	Auto	Auto	0.3079	0.0427	0.1386	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06947	Auto	Auto	0.0568	0.0084	0.1488	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06948	Auto	Auto	0.4293	0.0717	0.1669	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06949	Auto	Auto	0.6882	0.0987	0.1434	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06950	Auto	Auto	0.0579	0.0076	0.1309	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06951	Auto	Auto	0.4379	0.0547	0.125	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06952	Auto	Auto	0.0405	0.0048	0.1196	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06953	Auto	Auto	0.1394	0.0141	0.1014	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06954	Auto	Auto	0.221	0.0281	0.1272	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06957	Auto	Auto	0.5383	0.0477	0.0887	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06962	Auto	Auto	0.2939	0.0329	0.1119	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06963	Auto	Auto	0.0411	0.0056	0.1363	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06964	Auto	Auto	0.212	0.0386	0.1819	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06965	Auto	Auto	0.2365	0.0524	0.2215	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06966	Auto	Auto	0.1171	0.0193	0.1644	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06967	Auto	Auto	0.2127	0.0348	0.1636	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06969	Auto	Auto	0.1489	0.0228	0.1533	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06970	Auto	Auto	0.3977	0.0383	0.0963	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06972	Auto	Auto	0.4935	0.042	0.085	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06973	Auto	Auto	0.2705	0.0319	0.1181	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06974	Auto	Auto	0.2502	0.022	0.0879	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06975	Auto	Auto	0.2102	0.0161	0.0768	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06976	Auto	Auto	0.2207	0.018	0.0816	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06977	Auto	Auto	0.2976	0.0375	0.1259	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06978	Auto	Auto	0.497	0.0418	0.0841	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06979	Auto	Auto	0.17	0.0157	0.0922	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06983	Auto	Auto	0.3235	0.0354	0.1093	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06984	Auto	Auto	0.0945	0.0089	0.0944	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06985	Auto	Auto	0.4357	0.0447	0.1026	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06986	Auto	Auto	0.1932	0.0279	0.1443	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06987	Auto	Auto	0.3348	0.0307	0.0916	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06988	Auto	Auto	0.289	0.0315	0.1089	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06989	Auto	Auto	0.1913	0.0185	0.0967	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06990	Auto	Auto	0.1845	0.0201	0.109	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06991	Auto	Auto	0.1232	0.0132	0.1071	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06992	Auto	Auto	0.1947	0.019	0.0976	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06993	Auto	Auto	0.2877	0.0264	0.0919	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06994	Auto	Auto	0.2036	0.0241	0.1182	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g06999	Auto	Auto	0.2817	0.0214	0.0761	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07000	Auto	Auto	0.2329	0.0358	0.1539	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07001	Auto	Auto	0.0292	0.0045	0.1534	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07002	Auto	Auto	0.1964	0.0319	0.1623	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07003	Auto	Auto	0.0837	0.0112	0.1341	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07004	Auto	Auto	0.0727	0.0123	0.1687	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07005	Auto	Auto	0.0989	0.0172	0.1744	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07013	Auto	Auto	0.4186	0.0349	0.0835	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07015	Auto	Auto	0.1438	0.0199	0.1382	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07016	Auto	Auto	0.03	0.0041	0.135	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07019	Auto	Auto	1.0865	0.0773	0.0711	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07020	Auto	Auto	0.7058	0.0657	0.093	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07021	Auto	Auto	0.1403	0.0176	0.1253	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07022	Auto	Auto	0.5139	0.0518	0.1009	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07026	Auto	Auto	0.0995	0.0061	0.0611	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07027	Auto	Auto	0.2264	0.0359	0.1587	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07028	Auto	Auto	0.3411	0.0513	0.1504	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07029	Auto	Auto	0.5953	0.0499	0.0838	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07030	Auto	Auto	0.2819	0.0297	0.1054	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07031	Auto	Auto	0.1059	0.0186	0.1755	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07032	Auto	Auto	0.1035	0.0188	0.1813	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07033	Auto	Auto	0.1438	0.0347	0.2417	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07036	Auto	Auto	0.2336	0.0376	0.1608	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07037	Auto	Auto	0.2644	0.0462	0.1746	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07038	Auto	Auto	0.0355	0.0057	0.1617	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07039	Auto	Auto	0.0959	0.0181	0.1885	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07040	Auto	Auto	0.1633	0.0339	0.2077	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07041	Auto	Auto	0.0483	0.0079	0.1629	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07042	Auto	Auto	0.4316	0.077	0.1783	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07043	Auto	Auto	0.1412	0.0227	0.1608	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07044	Auto	Auto	0.0102	0.0032	0.3134	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07045	Auto	Auto	0.0849	0.0178	0.2095	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07046	Auto	Auto	0.1808	0.0252	0.1394	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07048	Auto	Auto	0.2018	0.0331	0.164	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07060	Auto	Auto	0.1422	0.0288	0.2026	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07061	Auto	Auto	0.2154	0.0548	0.2545	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07063	Auto	Auto	0.3166	0.0653	0.2063	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07065	Auto	Auto	0.0771	0.0151	0.1961	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07070	Auto	Auto	0.118	0.2514	2.1302	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07071	Auto	Auto	0.0087	0.0035	0.403	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07072	Auto	Auto	0.0836	0.0336	0.4016	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07073	Auto	Auto	0.0069	0.0031	0.4447	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07083	Auto	Auto	0.1947	0.0477	0.2447	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07084	Auto	Auto	0.1406	0.0362	0.2573	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07085	Auto	Auto	0.0942	0.0298	0.316	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07086	Auto	Auto	0.1068	0.0264	0.247	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07087	Auto	Auto	0.0318	0.0095	0.2986	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07088	Auto	Auto	0.0162	0.0031	0.1896	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07090	Auto	Auto	0.148	0.0322	0.2175	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07091	Auto	Auto	0.2227	0.0475	0.2132	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07092	Auto	Auto	0.0487	0.0123	0.2526	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07093	Auto	Auto	0.0295	0.0036	0.1207	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07100	Auto	Auto	0.4543	0.0694	0.1527	NON	Neutral	A2
MvSl-1064-A2-R4_MC05g07101	Auto	Auto	0.9834	0.0852	0.0866	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07149	Auto	Auto	0.1902	0.0641	0.3367	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07150	Auto	Auto	0.2343	0.0997	0.4257	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07151	Auto	Auto	0.1939	0.0424	0.2186	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07152	Auto	Auto	0.2101	0.0428	0.2039	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07156	Auto	Auto	0.2128	0.021	0.0987	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07158	Auto	Auto	0.2582	0.0303	0.1174	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07162	Auto	Auto	0.3999	0.0404	0.1012	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07165	Auto	Auto	0.1713	0.0504	0.2944	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07166	Auto	Auto	0.1907	0.0242	0.1269	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07167	Auto	Auto	0.3704	0.0552	0.149	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07176	Auto	Auto	0.3063	0.0518	0.1692	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07177	Auto	Auto	0.1684	0.025	0.1485	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07178	Auto	Auto	0.3079	0.0419	0.1361	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07182	Auto	Auto	0.0748	0.0126	0.168	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07183	Auto	Auto	0.0692	0.011	0.1589	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07184	Auto	Auto	0.2431	0.0465	0.1911	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07186	Auto	Auto	0.1819	0.0424	0.2329	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07187	Auto	Auto	0.0851	0.0121	0.1419	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07189	Auto	Auto	0.1807	0.0299	0.1657	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07193	Auto	Auto	0.1806	0.0326	0.1804	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07194	Auto	Auto	0.287	0.0492	0.1713	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07196	Auto	Auto	0.367	0.1459	0.3974	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07197	Auto	Auto	0.1604	0.0264	0.1643	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07199	Auto	Auto	0.2939	0.0242	0.0823	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07200	Auto	Auto	0.179	0.0242	0.1355	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07201	Auto	Auto	0.2583	0.0324	0.1254	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07203	Auto	Auto	0.076	0.0122	0.1607	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07204	Auto	Auto	0.1382	0.0175	0.1266	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07211	Auto	Auto	0.1237	0.0227	0.1836	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07212	Auto	Auto	0.0667	0.0091	0.1362	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07213	Auto	Auto	0.1981	0.0255	0.129	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07214	Auto	Auto	0.0437	0.0056	0.1271	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07215	Auto	Auto	0.05	0.0073	0.1453	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07216	Auto	Auto	0.3336	0.0303	0.0907	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07217	Auto	Auto	0.1662	0.0159	0.0957	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07219	Auto	Auto	0.277	0.038	0.1373	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07220	Auto	Auto	0.3687	0.0324	0.0878	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07221	Auto	Auto	0.1268	0.0191	0.1509	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07222	Auto	Auto	0.3917	0.0273	0.0696	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07223	Auto	Auto	0.2732	0.0226	0.0827	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07225	Auto	Auto	0.0179	0.0027	0.1531	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07226	Auto	Auto	0.0431	0.0042	0.0976	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07227	Auto	Auto	0.1809	0.0216	0.1193	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07228	Auto	Auto	0.1721	0.0242	0.1405	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07229	Auto	Auto	0.1765	0.0258	0.1463	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07231	Auto	Auto	0.0817	0.0145	0.1776	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07233	Auto	Auto	0.1907	0.0272	0.1426	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07237	Auto	Auto	0.354	0.0425	0.1201	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07238	Auto	Auto	0.2244	0.0313	0.1396	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07240	Auto	Auto	0.289	0.0438	0.1515	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07241	Auto	Auto	0.2936	0.0396	0.1349	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07242	Auto	Auto	0.1751	0.0237	0.1352	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07243	Auto	Auto	0.3409	0.0466	0.1368	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07245	Auto	Auto	0.2266	0.0376	0.1661	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07246	Auto	Auto	0.2692	0.0468	0.1738	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07247	Auto	Auto	0.3874	0.0448	0.1157	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07249	Auto	Auto	0.1097	0.0171	0.1555	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07250	Auto	Auto	0.1376	0.0171	0.1243	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07251	Auto	Auto	0.2257	0.0429	0.1901	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07252	Auto	Auto	1.3504	0.1493	0.1105	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07254	Auto	Auto	1.2765	0.1295	0.1014	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07255	Auto	Auto	0.2511	0.0234	0.0933	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07256	Auto	Auto	0.2883	0.0393	0.1364	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07257	Auto	Auto	0.2268	0.0233	0.1026	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07258	Auto	Auto	0.262	0.0208	0.0794	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07262	Auto	Auto	0.0281	0.0044	0.1549	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07263	Auto	Auto	0.4334	0.0554	0.1279	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07264	Auto	Auto	0.0681	0.0089	0.1307	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07265	Auto	Auto	0.5393	0.0499	0.0926	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07266	Auto	Auto	0.3755	0.0871	0.232	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07268	Auto	Auto	0.1243	0.0158	0.1275	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07269	Auto	Auto	0.6354	0.0373	0.0587	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07273	Auto	Auto	0.0272	0.0025	0.0912	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07274	Auto	Auto	0.2727	0.0134	0.0492	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07275	Auto	Auto	0.1885	0.0191	0.1013	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07277	Auto	Auto	0.1396	0.0159	0.1138	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07278	Auto	Auto	0.1842	0.014	0.0758	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07279	Auto	Auto	0.2987	0.0274	0.0919	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07280	Auto	Auto	0.2901	0.0322	0.111	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07281	Auto	Auto	0.1878	0.0242	0.1288	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07283	Auto	Auto	0.0949	0.0189	0.1991	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07284	Auto	Auto	0.1561	0.0191	0.1223	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07286	Auto	Auto	0.4285	0.0568	0.1326	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07288	Auto	Auto	0.072	0.0094	0.1308	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07290	Auto	Auto	0.1879	0.0253	0.1346	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07291	Auto	Auto	0.1802	0.0337	0.1868	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07292	Auto	Auto	0.0441	0.0042	0.0957	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07293	Auto	Auto	0.2761	0.0279	0.101	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-1g07294	Auto	Auto	0.1087	0.0109	0.1004	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07302	Auto	Auto	0.5308	0.0337	0.0635	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07303	Auto	Auto	0.5018	0.0288	0.0575	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07304	Auto	Auto	0.172	0.0217	0.1259	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07305	Auto	Auto	0.1154	0.0225	0.1949	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07306	Auto	Auto	0.2948	0.0162	0.0551	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07307	Auto	Auto	0.2666	0.03	0.1124	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07308	Auto	Auto	0.2087	0.017	0.0817	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07309	Auto	Auto	0.2111	0.0178	0.0843	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07311	Auto	Auto	0.3992	0.0283	0.0709	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07312	Auto	Auto	0.2928	0.043	0.1469	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07319	Auto	Auto	0.302	0.0182	0.0601	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07320	Auto	Auto	0.3396	0.0301	0.0885	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07321	Auto	Auto	0.1454	0.0141	0.097	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07322	Auto	Auto	0.1714	0.0159	0.0927	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07351	Auto	Auto	0.0708	0.0895	1.2646	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07383	Auto	Auto	0.4502	0.0352	0.0782	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07384	Auto	Auto	0.4298	0.0299	0.0696	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07385	Auto	Auto	0.7209	0.0456	0.0633	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07393	Auto	Auto	0.5067	0.1	0.1973	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07396	Auto	Auto	0.1987	0.0107	0.054	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07397	Auto	Auto	0.205	0.0165	0.0806	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07398	Auto	Auto	0.3554	0.023	0.0648	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07399	Auto	Auto	0.1654	0.013	0.0786	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07404	Auto	Auto	0.2742	0.0227	0.0828	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07409	Auto	Auto	0.2721	0.0203	0.0744	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07410	Auto	Auto	0.3371	0.0366	0.1085	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07412	Auto	Auto	0.2364	0.0137	0.0578	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07417	Auto	Auto	0.3957	0.0264	0.0668	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07419	Auto	Auto	0.3688	0.0339	0.092	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07420	Auto	Auto	0.2182	0.0217	0.0996	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07421	Auto	Auto	0.001	0.0001	0.1341	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07422	Auto	Auto	0.2159	0.0328	0.1517	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07423	Auto	Auto	0.2066	0.0228	0.1103	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07424	Auto	Auto	0.3395	0.0406	0.1195	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07425	Auto	Auto	0.1151	0.0125	0.1086	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07426	Auto	Auto	0.2828	0.0279	0.0988	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07427	Auto	Auto	0.0991	0.0114	0.1154	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07433	Auto	Auto	0.2999	0.0404	0.1348	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07434	Auto	Auto	0.2595	0.0407	0.157	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07435	Auto	Auto	0.1165	0.0125	0.1073	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07436	Auto	Auto	0.5724	0.0493	0.0861	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07437	Auto	Auto	0.3778	0.0263	0.0696	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07438	Auto	Auto	0.3389	0.0367	0.1082	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07439	Auto	Auto	0.5628	0.0832	0.1479	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07442	Auto	Auto	0.1202	0.0141	0.1173	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07447	Auto	Auto	0.1221	0.0142	0.1164	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07448	Auto	Auto	0.1672	0.021	0.1255	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07449	Auto	Auto	0.1231	0.0159	0.1289	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07450	Auto	Auto	0.1729	0.0211	0.122	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07451	Auto	Auto	0.2189	0.0327	0.1495	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07452	Auto	Auto	0.2211	0.0439	0.1986	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07453	Auto	Auto	0.2024	0.0235	0.1161	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07457	Auto	Auto	0.0348	0.0049	0.1411	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07458	Auto	Auto	0.1617	0.0158	0.0979	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07459	Auto	Auto	0.1294	0.0234	0.1806	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07460	Auto	Auto	0.5055	0.113	0.2236	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07461	Auto	Auto	0.8396	0.141	0.168	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07466	Auto	Auto	0.1356	0.0163	0.1201	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07467	Auto	Auto	0.4033	0.048	0.1191	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07468	Auto	Auto	0.1824	0.0225	0.1234	NON	Neutral	A2
MvSl-1064-A2-R4_MC06-2g07469	Auto	Auto	0.1238	0.0184	0.1486	NON	Neutral	A2
