gid	gname	chr	start	end	logCPM	logFC.MvSl.Mint	PV.MvSl.Mint	FDR.MvSl.Mint	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C002g01315	MinSal-1389-A1-17072018_C012	Chr12	26535	27759	6.464953114	1.715029293	2.51E-14	5.21E-14	5.19193797	5.716134464	5.584603942	7.240665808	7.209780015
MinSal-1389-A1-17072018_C002g01316	MinSal-1389-A1-17072018_C012	Chr12	28024	29668	5.548937773	-6.745766421	1.09E-68	6.07E-68	6.460024641	6.572138514	5.78211146	-0.123128091	-0.210776717
MinSal-1389-A1-17072018_C002g01317	MinSal-1389-A1-17072018_C012	Chr12	36309	38269	8.509388479	-2.677610429	6.40E-19	1.55E-18	9.36915823	9.263613621	8.561955753	6.668528045	6.148351675
MinSal-1389-A1-17072018_C002g01318	MinSal-1389-A1-17072018_C012	Chr12	38355	40232	4.73518394	0.880240384	0.005216902	0.006678627	4.064341466	4.720534836	3.927222398	5.490206799	4.746645177
MinSal-1389-A1-17072018_C002g01319	MinSal-1389-A1-17072018_C012	Chr12	40479	41022	3.946942816	11.72229455	1.12E-50	4.80E-50	-2.638590112	-2.638590112	-2.638590112	5.384897509	4.718651756
MinSal-1389-A1-17072018_C002g01320	MinSal-1389-A1-17072018_C012	Chr12	41333	42762	5.403659241	13.28635464	1.37E-106	1.43E-105	-2.638590112	-2.638590112	-2.638590112	6.861125453	6.402227645
MinSal-1389-A1-17072018_C002g01321	MinSal-1389-A1-17072018_C012	Chr12	44090	45502	6.63422001	14.55979263	6.33E-146	3.13E-144	-2.638590112	-2.638590112	-2.638590112	7.769629191	8.060025143
MinSal-1389-A1-17072018_C002g01322	MinSal-1389-A1-17072018_C012	Chr12	46102	47388	8.817145184	-1.578564641	3.17E-12	6.15E-12	9.269278689	9.066181835	9.43984931	7.735342314	7.639435142
MinSal-1389-A1-17072018_C002g01324	MinSal-1389-A1-17072018_C012	Chr12	49312	51872	2.528157154	10.11809547	2.64E-28	8.05E-28	-2.638590112	-2.638590112	-2.638590112	3.131207798	3.792348176
MinSal-1389-A1-17072018_C002g01325	MinSal-1389-A1-17072018_C012	Chr12	52501	53274	6.875691052	1.853683274	4.65E-15	1.00E-14	5.702853462	5.705306774	6.06446995	7.401796946	7.915059312
MinSal-1389-A1-17072018_C002g01326	MinSal-1389-A1-17072018_C012	Chr12	54093	57096	6.470658244	0.868038171	3.31E-05	4.80E-05	5.887236	6.065680849	6.189712326	6.904168094	6.929680981
MinSal-1389-A1-17072018_C002g01327	MinSal-1389-A1-17072018_C012	Chr12	69667	72471	4.313755453	2.737958513	3.35E-22	8.93E-22	2.603628379	2.855130993	1.831671676	5.299318674	5.186405694
MinSal-1389-A1-17072018_C002g01329	MinSal-1389-A1-17072018_C012	Chr12	76415	78316	11.13477778	0.593881908	0.039013151	0.046508134	10.78732185	10.54489228	11.19382935	11.40454954	11.51513473
MinSal-1389-A1-17072018_C002g01330	MinSal-1389-A1-17072018_C012	Chr12	78979	80517	6.909819174	-1.357016803	1.05E-08	1.79E-08	7.594105134	7.273933313	7.036297929	5.961834735	5.970945945
MinSal-1389-A1-17072018_C002g01332	MinSal-1389-A1-17072018_C012	Chr12	89068	90585	8.294549441	-0.629052451	0.002058533	0.002710257	8.517499466	8.601304	8.422937196	7.936913074	7.836128674
MinSal-1389-A1-17072018_C002g01335	MinSal-1389-A1-17072018_C012	Chr12	99156	100634	8.201618392	-0.483534568	0.021747175	0.026550012	8.380757861	8.44356947	8.303854803	7.732624295	8.039598794
MinSal-1389-A1-17072018_C002g01336	MinSal-1389-A1-17072018_C012	Chr12	114072	114272	5.052107848	-0.681977965	0.010040237	0.012589599	5.433318375	5.363521575	5.073139151	4.924852221	4.241857985
MinSal-1389-A1-17072018_C002g01340	MinSal-1389-A1-17072018_C012	Chr12	128424	130744	6.483330599	1.410279093	1.20E-10	2.20E-10	5.817042369	5.499260284	5.874559771	7.24194061	7.038164252
MinSal-1389-A1-17072018_C002g01341	MinSal-1389-A1-17072018_C012	Chr12	131086	132023	3.415263341	2.52389013	6.91E-10	1.23E-09	1.419831821	1.088068687	2.581901702	4.417761548	4.038662687
MinSal-1389-A1-17072018_C002g01343	MinSal-1389-A1-17072018_C012	Chr12	134973	140190	3.665824797	-2.929934019	1.60E-22	4.29E-22	4.266387697	4.577446666	4.291523608	1.457000908	1.59523222
MinSal-1389-A1-17072018_C002g01345	MinSal-1389-A1-17072018_C012	Chr12	144917	147929	6.556436054	1.66334679	6.60E-15	1.41E-14	5.556342249	5.823505315	5.517372073	7.263441658	7.340769202
MinSal-1389-A1-17072018_C002g01346	MinSal-1389-A1-17072018_C012	Chr12	148497	151254	7.433783766	2.615584061	5.42E-26	1.58E-25	5.528868969	6.189982295	5.620644101	8.290059227	8.551745762
MinSal-1389-A1-17072018_C002g01347	MinSal-1389-A1-17072018_C012	Chr12	151980	154709	6.661227795	11.03111941	1.19E-149	6.71E-148	-1.131431696	-2.638590112	-2.638590112	7.897010073	7.998915843
MinSal-1389-A1-17072018_C002g01349	MinSal-1389-A1-17072018_C012	Chr12	158182	160480	5.098683617	12.96521562	7.21E-112	8.33E-111	-2.638590112	-2.638590112	-2.638590112	6.298009137	6.360017406
MinSal-1389-A1-17072018_C002g01350	MinSal-1389-A1-17072018_C012	Chr12	162396	165278	6.606235662	14.53111327	9.56E-152	5.72E-150	-2.638590112	-2.638590112	-2.638590112	7.951271995	7.833164693
MinSal-1389-A1-17072018_C002g01351	MinSal-1389-A1-17072018_C012	Chr12	165883	168471	7.637190785	2.272436671	7.83E-25	2.22E-24	6.237666759	6.220721299	6.403399289	8.770571208	8.308816107
MinSal-1389-A1-17072018_C002g01352	MinSal-1389-A1-17072018_C012	Chr12	169014	171725	3.354506355	8.38516653	4.88E-47	1.95E-46	-1.696546282	-2.638590112	-2.638590112	4.470916008	4.387975643
MinSal-1389-A1-17072018_C002g01357	MinSal-1389-A1-17072018_C012	Chr12	178716	180219	4.603883231	12.43760452	5.75E-91	4.54E-90	-2.638590112	-2.638590112	-2.638590112	5.777213697	5.828192938
MinSal-1389-A1-17072018_C002g01358	MinSal-1389-A1-17072018_C012	Chr12	180657	180818	5.363983287	13.24479335	5.79E-123	9.23E-122	-2.638590112	-2.638590112	-2.638590112	6.674834633	6.538754573
MinSal-1389-A1-17072018_C002g01359	MinSal-1389-A1-17072018_C012	Chr12	181070	182036	6.789248121	-3.143746143	7.37E-39	2.63E-38	7.450190179	7.570920584	7.269831035	4.32136021	4.284145633
MinSal-1389-A1-17072018_C002g01360	MinSal-1389-A1-17072018_C012	Chr12	182163	183767	5.689977274	0.709364936	0.001422777	0.001888702	5.249175867	5.443884087	5.35570267	5.787726431	6.288244545
MinSal-1389-A1-17072018_C002g01361	MinSal-1389-A1-17072018_C012	Chr12	185102	188839	7.547145959	0.449393555	0.037900576	0.045236418	7.266944343	7.560944957	7.185720667	7.66073187	7.922329533
MinSal-1389-A1-17072018_C002g01363	MinSal-1389-A1-17072018_C012	Chr12	192705	193392	3.93859143	11.71433655	2.34E-43	8.95E-43	-2.638590112	-2.638590112	-2.638590112	4.552636506	5.468995667
MinSal-1389-A1-17072018_C002g01364	MinSal-1389-A1-17072018_C012	Chr12	193663	195012	3.59729367	-1.955761782	1.31E-07	2.12E-07	4.694987191	3.865210142	3.80725135	2.377529225	2.146787202
MinSal-1389-A1-17072018_C002g01370	MinSal-1389-A1-17072018_C012	Chr12	199560	200799	4.251206389	9.380354806	6.40E-74	3.85E-73	-1.696546282	-2.638590112	-2.638590112	5.353790443	5.484191283
MinSal-1389-A1-17072018_C002g01371	MinSal-1389-A1-17072018_C012	Chr12	202361	205172	5.548750185	-0.877346972	6.34E-05	9.04E-05	5.981452578	5.978434168	5.540132601	5.003121696	4.955136393
MinSal-1389-A1-17072018_C002g01372	MinSal-1389-A1-17072018_C012	Chr12	206143	208130	6.4820406	-1.109922087	3.47E-06	5.28E-06	6.861613923	7.015100507	6.607552434	5.511504651	5.923799298
MinSal-1389-A1-17072018_C002g01374	MinSal-1389-A1-17072018_C012	Chr12	208376	210687	4.106451434	1.914565141	1.85E-13	3.74E-13	2.889392153	2.746658882	3.267381603	4.907819109	4.796191099
MinSal-1389-A1-17072018_C002g01375	MinSal-1389-A1-17072018_C012	Chr12	211429	212751	4.833054235	9.125122044	1.05E-79	6.88E-79	-1.131431696	-2.638590112	-2.638590112	5.774867094	6.272576396
MinSal-1389-A1-17072018_C002g01376	MinSal-1389-A1-17072018_C012	Chr12	213143	213965	6.727894047	-1.331201849	1.37E-07	2.21E-07	7.15009058	7.40015352	6.78000488	5.965954948	5.625205103
MinSal-1389-A1-17072018_C002g01377	MinSal-1389-A1-17072018_C012	Chr12	214068	214901	4.626546558	2.09690957	2.39E-18	5.71E-18	3.454190513	3.481080209	3.072976163	5.31555438	5.566449864
MinSal-1389-A1-17072018_C002g01378	MinSal-1389-A1-17072018_C012	Chr12	215631	217653	6.682335188	-1.265644311	1.13E-08	1.91E-08	7.037626266	7.020934149	7.166344335	5.952521007	5.656394621
MinSal-1389-A1-17072018_C002g01380	MinSal-1389-A1-17072018_C012	Chr12	218030	219967	11.0504867	3.537019067	6.39E-21	1.64E-20	8.670429149	8.790768282	8.501387524	11.33243211	12.73211848
MinSal-1389-A1-17072018_C002g01382	MinSal-1389-A1-17072018_C012	Chr12	220436	221209	5.850977703	1.352863823	2.10E-11	3.94E-11	5.024991708	5.21875738	5.154062109	6.545213536	6.419720623
MinSal-1389-A1-17072018_C002g01387	MinSal-1389-A1-17072018_C012	Chr12	231775	233461	3.427790307	11.14442158	1.07E-41	3.99E-41	-2.638590112	-2.638590112	-2.638590112	4.791914078	4.172259489
MinSal-1389-A1-17072018_C002g01390	MinSal-1389-A1-17072018_C012	Chr12	238865	239428	3.532610748	11.26242694	3.38E-51	1.46E-50	-2.638590112	-2.638590112	-2.638590112	4.761422075	4.490863174
MinSal-1389-A1-17072018_C002g01391	MinSal-1389-A1-17072018_C012	Chr12	240578	242265	7.774818807	-6.259061801	2.77E-37	9.66E-37	8.017105324	9.258993273	7.772557353	2.20699067	2.372615346
MinSal-1389-A1-17072018_C002g01392	MinSal-1389-A1-17072018_C012	Chr12	244769	249198	7.098801519	-1.006811151	5.60E-06	8.42E-06	7.386563777	7.29815591	7.588277254	6.553451241	6.278689801
MinSal-1389-A1-17072018_C002g01395	MinSal-1389-A1-17072018_C012	Chr12	256247	256736	7.027897382	0.516114109	0.014399291	0.017847772	6.585336207	6.905848113	6.875569987	7.396082696	7.220254424
MinSal-1389-A1-17072018_C002g01396	MinSal-1389-A1-17072018_C012	Chr12	262339	264115	6.500006828	1.346240394	5.51E-09	9.46E-09	5.42837061	5.966392213	5.933056659	7.201888337	7.071244251
MinSal-1389-A1-17072018_C002g01397	MinSal-1389-A1-17072018_C012	Chr12	264656	268619	5.423216948	-0.766833924	0.000716129	0.000968678	5.820823163	5.786313915	5.438800785	5.105647723	4.736528486
MinSal-1389-A1-17072018_C002g01398	MinSal-1389-A1-17072018_C012	Chr12	270928	273273	5.869133848	13.77183811	1.98E-121	2.97E-120	-2.638590112	-2.638590112	-2.638590112	7.317647591	6.925234089
MinSal-1389-A1-17072018_C002g01400	MinSal-1389-A1-17072018_C012	Chr12	275674	278259	3.731459799	11.48448774	2.00E-58	9.59E-58	-2.638590112	-2.638590112	-2.638590112	4.803472281	4.901814342
MinSal-1389-A1-17072018_C002g01401	MinSal-1389-A1-17072018_C012	Chr12	278807	280541	8.775400736	1.164547815	1.59E-08	2.68E-08	8.246649507	8.187600364	8.137204225	9.215816133	9.48292848
MinSal-1389-A1-17072018_C002g01403	MinSal-1389-A1-17072018_C012	Chr12	282630	283229	7.859118762	-1.451775661	3.75E-11	6.97E-11	8.351651835	8.393296757	8.092991318	6.914864267	6.751506147
MinSal-1389-A1-17072018_C002g01405	MinSal-1389-A1-17072018_C012	Chr12	289621	291820	10.37964577	-3.249150322	3.70E-24	1.03E-23	11.05716181	10.950338	11.05074775	8.09528819	7.354477908
MinSal-1389-A1-17072018_C002g01407	MinSal-1389-A1-17072018_C012	Chr12	292422	293835	4.822067273	2.046320161	1.19E-16	2.69E-16	3.602126737	3.563330145	3.648732357	5.868078995	5.356243143
MinSal-1389-A1-17072018_C002g01408	MinSal-1389-A1-17072018_C012	Chr12	294723	297583	5.572758821	-1.02168658	1.33E-06	2.06E-06	5.854411702	5.87272356	6.021981792	5.040719598	4.739064317
MinSal-1389-A1-17072018_C002g01409	MinSal-1389-A1-17072018_C012	Chr12	297747	300086	0.737645809	7.989990314	1.90E-13	3.84E-13	-2.638590112	-2.638590112	-2.638590112	1.282981623	1.572662868
MinSal-1389-A1-17072018_C002g01410	MinSal-1389-A1-17072018_C012	Chr12	300630	302346	9.768550163	-1.183427797	1.48E-06	2.28E-06	10.03506574	9.994758156	10.34994282	9.037291128	8.861599884
MinSal-1389-A1-17072018_C002g01411	MinSal-1389-A1-17072018_C012	Chr12	303270	305336	4.681302418	12.52068844	1.25E-93	1.02E-92	-2.638590112	-2.638590112	-2.638590112	5.9189099	5.85181663
MinSal-1389-A1-17072018_C002g01412	MinSal-1389-A1-17072018_C012	Chr12	306129	309058	5.51602295	9.84863866	1.87E-117	2.55E-116	-1.696546282	-1.777909711	-2.638590112	6.904168094	6.612521383
MinSal-1389-A1-17072018_C002g01413	MinSal-1389-A1-17072018_C012	Chr12	309882	314326	5.748830915	13.64696669	5.08E-131	1.12E-129	-2.638590112	-2.638590112	-2.638590112	6.951688453	7.06620413
MinSal-1389-A1-17072018_C002g01414	MinSal-1389-A1-17072018_C012	Chr12	319371	324702	6.278321998	14.19460142	2.63E-146	1.33E-144	-2.638590112	-2.638590112	-2.638590112	7.551532158	7.56277852
MinSal-1389-A1-17072018_C002g01415	MinSal-1389-A1-17072018_C012	Chr12	324958	327806	8.584627494	-1.871999472	1.89E-16	4.26E-16	8.990041543	9.160035416	9.095771347	7.368723831	7.037649357
MinSal-1389-A1-17072018_C002g01417	MinSal-1389-A1-17072018_C012	Chr12	330856	332331	9.685762299	-2.510591662	4.08E-22	1.09E-21	10.19928167	10.10080996	10.47012624	7.65850603	7.846160905
MinSal-1389-A1-17072018_C002g01418	MinSal-1389-A1-17072018_C012	Chr12	336357	338610	8.539935427	-2.422321658	1.79E-18	4.31E-18	9.412083747	9.036972343	8.822414256	6.946485052	6.380464987
MinSal-1389-A1-17072018_C002g01424	MinSal-1389-A1-17072018_C012	Chr12	344895	345996	6.880326306	0.87389402	4.48E-05	6.44E-05	6.282224957	6.662610124	6.403399289	7.404076323	7.256548591
MinSal-1389-A1-17072018_C002g01425	MinSal-1389-A1-17072018_C012	Chr12	348152	349253	7.407852759	0.758426931	0.001869568	0.002470798	7.093391972	7.362744355	6.585838938	7.822847691	7.796200726
MinSal-1389-A1-17072018_C002g01429	MinSal-1389-A1-17072018_C012	Chr12	352592	354450	8.4655351	-1.756706902	1.31E-14	2.76E-14	9.022415584	9.006424317	8.798227837	7.354258068	7.005888129
MinSal-1389-A1-17072018_C002g01430	MinSal-1389-A1-17072018_C012	Chr12	356370	357204	9.523657128	-2.465440182	3.66E-20	9.19E-20	10.05285683	9.967075131	10.25997288	7.874446705	7.344937128
MinSal-1389-A1-17072018_C002g01431	MinSal-1389-A1-17072018_C012	Chr12	357453	360002	3.683616545	11.43125221	3.70E-57	1.75E-56	-2.638590112	-2.638590112	-2.638590112	4.777920882	4.822733087
MinSal-1389-A1-17072018_C002g01433	MinSal-1389-A1-17072018_C012	Chr12	363004	368593	4.153423183	9.273512361	7.97E-71	4.55E-70	-1.696546282	-2.638590112	-2.638590112	5.287843978	5.339630165
MinSal-1389-A1-17072018_C002g01434	MinSal-1389-A1-17072018_C012	Chr12	369066	370683	1.407498081	8.796340644	1.25E-19	3.10E-19	-2.638590112	-2.638590112	-2.638590112	2.261643001	2.146787202
MinSal-1389-A1-17072018_C002g01435	MinSal-1389-A1-17072018_C012	Chr12	384152	385877	4.168215592	0.764972158	0.00122917	0.001639447	3.703903909	3.812370673	3.832056968	4.653157492	4.416771371
MinSal-1389-A1-17072018_C002g01438	MinSal-1389-A1-17072018_C012	Chr12	388780	391461	6.70340174	14.63053827	4.33E-152	2.62E-150	-2.638590112	-2.638590112	-2.638590112	7.875268425	8.101508996
MinSal-1389-A1-17072018_C002g01439	MinSal-1389-A1-17072018_C012	Chr12	391683	393156	4.178888097	1.483006607	0.002030052	0.002673947	3.473533642	2.206418807	3.927222398	4.17598939	5.260645577
MinSal-1389-A1-17072018_C002g01442	MinSal-1389-A1-17072018_C012	Chr12	397002	397791	7.126678376	15.06204847	9.01E-164	8.34E-162	-2.638590112	-2.638590112	-2.638590112	8.284502559	8.551385108
MinSal-1389-A1-17072018_C002g01443	MinSal-1389-A1-17072018_C012	Chr12	399382	404591	6.930446196	0.829596145	0.000133312	0.000187427	6.375148303	6.467090336	6.741243125	7.220545427	7.491251171
MinSal-1389-A1-17072018_C002g01445	MinSal-1389-A1-17072018_C012	Chr12	406285	408452	4.617300416	12.45206778	1.51E-89	1.15E-88	-2.638590112	-2.638590112	-2.638590112	5.729540732	5.900201896
MinSal-1389-A1-17072018_C002g01446	MinSal-1389-A1-17072018_C012	Chr12	410638	412747	5.631062522	1.971640635	1.20E-19	2.97E-19	4.20984209	4.545425601	4.681021496	6.523712502	6.369050066
MinSal-1389-A1-17072018_C002g01447	MinSal-1389-A1-17072018_C012	Chr12	414527	415489	7.525251526	1.172453405	6.98E-07	1.09E-06	6.883470998	6.566166473	7.272098849	8.185726727	8.018096273
MinSal-1389-A1-17072018_C002g01448	MinSal-1389-A1-17072018_C012	Chr12	415740	419260	6.961876168	-0.634656889	0.004026359	0.005190386	7.288947858	6.976595775	7.278880977	6.686117482	6.407816633
MinSal-1389-A1-17072018_C002g01453	MinSal-1389-A1-17072018_C012	Chr12	420444	421567	1.432609961	8.826518506	5.52E-20	1.38E-19	-2.638590112	-2.638590112	-2.638590112	2.248172785	2.221227707
MinSal-1389-A1-17072018_C002g01454	MinSal-1389-A1-17072018_C012	Chr12	421777	423134	5.213728631	-3.393212999	7.96E-20	1.99E-19	6.276729864	5.140536489	6.090403341	2.365103195	2.719350959
MinSal-1389-A1-17072018_C002g01455	MinSal-1389-A1-17072018_C012	Chr12	423185	423822	2.547649536	10.13954352	2.33E-34	7.81E-34	-2.638590112	-2.638590112	-2.638590112	3.521071216	3.518947146
MinSal-1389-A1-17072018_C002g01456	MinSal-1389-A1-17072018_C012	Chr12	423923	425581	4.751222813	12.59567794	1.29E-92	1.05E-91	-2.638590112	-2.638590112	-2.638590112	5.822225711	6.086968717
MinSal-1389-A1-17072018_C002g01457	MinSal-1389-A1-17072018_C012	Chr12	429040	430953	7.721127025	-0.81767508	9.84E-05	0.000139148	7.940113342	8.009077623	8.044730104	7.320466061	7.027312689
MinSal-1389-A1-17072018_C002g01458	MinSal-1389-A1-17072018_C012	Chr12	431714	433759	1.725649936	9.17447244	2.71E-22	7.24E-22	-2.638590112	-2.638590112	-2.638590112	2.727386577	2.398511617
MinSal-1389-A1-17072018_C002g01459	MinSal-1389-A1-17072018_C012	Chr12	434032	436290	6.739869238	3.0394208	3.74E-09	6.47E-09	4.873050875	4.444863637	4.931114526	8.580775243	5.944821757
MinSal-1389-A1-17072018_C002g01461	MinSal-1389-A1-17072018_C012	Chr12	439421	444367	4.644739812	-1.726028299	1.56E-05	2.29E-05	5.330987704	4.178745972	5.655805836	3.487070994	3.433852205
MinSal-1389-A1-17072018_C002g01462	MinSal-1389-A1-17072018_C012	Chr12	444881	453733	6.316720447	2.530686716	2.06E-31	6.63E-31	4.556729915	4.876671944	4.811480482	7.310374712	7.24410545
MinSal-1389-A1-17072018_C002g01465	MinSal-1389-A1-17072018_C012	Chr12	460690	461101	6.841475386	-2.110650593	3.65E-19	8.95E-19	7.347782288	7.162239938	7.611746165	5.264617106	5.290341627
MinSal-1389-A1-17072018_C002g01466	MinSal-1389-A1-17072018_C012	Chr12	466689	466922	5.659216562	10.87911741	5.70E-132	1.33E-130	-1.696546282	-2.638590112	-2.638590112	6.908456084	6.923562965
MinSal-1389-A1-17072018_C002g01468	MinSal-1389-A1-17072018_C012	Chr12	469373	470948	7.864086693	-2.959184365	3.18E-38	1.12E-37	8.522151289	8.395543749	8.547986522	5.487343181	5.580657787
MinSal-1389-A1-17072018_C002g01474	MinSal-1389-A1-17072018_C012	Chr12	477028	478790	5.496194708	0.536548054	0.009004779	0.011341619	5.156472501	5.452543081	5.093799394	5.83241665	5.7321767
MinSal-1389-A1-17072018_C002g01475	MinSal-1389-A1-17072018_C012	Chr12	479521	480984	7.742397423	-1.078554106	3.82E-07	6.04E-07	8.207474116	8.119226786	7.918675968	6.937071374	7.079272
MinSal-1389-A1-17072018_C002g01476	MinSal-1389-A1-17072018_C012	Chr12	481380	483042	6.088346127	13.99869952	1.07E-122	1.69E-121	-2.638590112	-2.638590112	-2.638590112	7.580372746	7.103090656
MinSal-1389-A1-17072018_C002g01478	MinSal-1389-A1-17072018_C012	Chr12	493998	496201	5.847937238	13.74999594	2.31E-115	2.93E-114	-2.638590112	-2.638590112	-2.638590112	6.847790753	7.337007745
MinSal-1389-A1-17072018_C002g01480	MinSal-1389-A1-17072018_C012	Chr12	496990	497909	5.4337013	9.763724446	1.11E-90	8.72E-90	-1.696546282	-1.777909711	-2.638590112	6.311024041	6.9734119
MinSal-1389-A1-17072018_C002g01481	MinSal-1389-A1-17072018_C012	Chr12	498247	500260	5.298191479	0.999034433	8.51E-07	1.33E-06	4.782893233	4.863745968	4.721412589	5.895339487	5.67372972
MinSal-1389-A1-17072018_C002g01483	MinSal-1389-A1-17072018_C012	Chr12	500531	501791	4.630985342	12.46655496	1.15E-81	7.72E-81	-2.638590112	-2.638590112	-2.638590112	6.017481518	5.618334617
MinSal-1389-A1-17072018_C002g01484	MinSal-1389-A1-17072018_C012	Chr12	502194	503263	5.970919067	0.534356093	0.009273545	0.011667734	5.635755946	5.799949249	5.73685412	6.370513491	6.137820477
MinSal-1389-A1-17072018_C002g01485	MinSal-1389-A1-17072018_C012	Chr12	504796	507296	6.677154633	1.487443723	1.44E-11	2.73E-11	5.605390105	5.917193373	6.090403341	7.316034561	7.414406102
MinSal-1389-A1-17072018_C002g01487	MinSal-1389-A1-17072018_C012	Chr12	507996	509974	9.431282953	-2.038666854	3.83E-17	8.82E-17	10.14055503	9.889683386	9.808161541	7.950752349	7.87901081
MinSal-1389-A1-17072018_C002g01488	MinSal-1389-A1-17072018_C012	Chr12	512960	513539	3.052813539	10.72026731	3.55E-41	1.31E-40	-2.638590112	-2.638590112	-2.638590112	4.207651594	3.971239498
MinSal-1389-A1-17072018_C002g01490	MinSal-1389-A1-17072018_C012	Chr12	514727	516665	6.15919236	14.07189103	1.58E-145	7.57E-144	-2.638590112	-2.638590112	-2.638590112	7.386124063	7.481440537
MinSal-1389-A1-17072018_C002g01491	MinSal-1389-A1-17072018_C012	Chr12	523515	525839	6.791767498	-0.762475105	0.000457351	0.000625926	7.234714512	6.897944869	7.014791308	6.383663425	6.199884517
MinSal-1389-A1-17072018_C002g01493	MinSal-1389-A1-17072018_C012	Chr12	530226	531796	6.806565616	2.483700564	1.26E-19	3.11E-19	4.985114691	5.04643562	5.730271312	7.461745623	8.015222338
MinSal-1389-A1-17072018_C002g01494	MinSal-1389-A1-17072018_C012	Chr12	532596	536290	1.184860347	8.529707967	1.90E-17	4.41E-17	-2.638590112	-2.638590112	-2.638590112	1.997544634	1.897208776
MinSal-1389-A1-17072018_C002g01495	MinSal-1389-A1-17072018_C012	Chr12	536535	539952	9.810246744	-0.773305274	0.001092394	0.001463275	10.05104732	9.925889285	10.22615926	9.295737457	9.303533606
MinSal-1389-A1-17072018_C002g01496	MinSal-1389-A1-17072018_C012	Chr12	543860	547358	6.124036351	10.48257292	1.49E-137	4.60E-136	-2.638590112	-1.242546265	-2.638590112	7.317244503	7.473086802
MinSal-1389-A1-17072018_C002g01500	MinSal-1389-A1-17072018_C012	Chr12	560001	562151	7.703386925	1.180146611	2.11E-07	3.38E-07	6.941924592	6.867511383	7.448890818	8.220630916	8.349005056
MinSal-1389-A1-17072018_C002g01501	MinSal-1389-A1-17072018_C012	Chr12	562588	564563	5.724006972	-0.871831019	0.000472503	0.00064562	5.894429967	6.323425714	5.788462438	5.361630315	4.915330751
MinSal-1389-A1-17072018_C002g01502	MinSal-1389-A1-17072018_C012	Chr12	565172	566132	6.363017405	0.605787449	0.002897898	0.003776763	6.116778571	6.158574061	5.961439044	6.709650942	6.666804638
MinSal-1389-A1-17072018_C002g01505	MinSal-1389-A1-17072018_C012	Chr12	577408	581027	2.489177275	3.814782948	3.32E-18	7.91E-18	-0.41054341	-0.293911405	0.178493578	3.11645644	3.565410272
MinSal-1389-A1-17072018_C002g01507	MinSal-1389-A1-17072018_C012	Chr12	586599	589159	4.627688431	-4.277859347	2.61E-39	9.43E-39	5.044524356	5.326315754	5.743407027	1.201456912	1.212846121
MinSal-1389-A1-17072018_C002g01509	MinSal-1389-A1-17072018_C012	Chr12	591160	593956	1.505473583	8.914078356	2.60E-20	6.57E-20	-2.638590112	-2.638590112	-2.638590112	2.178867993	2.448950033
MinSal-1389-A1-17072018_C002g01510	MinSal-1389-A1-17072018_C012	Chr12	594446	596480	4.807578313	2.265078994	1.40E-17	3.28E-17	3.199255614	3.798852783	3.114009525	5.508683038	5.819832401
MinSal-1389-A1-17072018_C002g01511	MinSal-1389-A1-17072018_C012	Chr12	596657	598268	2.913248338	6.998708636	7.11E-37	2.47E-36	-1.696546282	-1.777909711	-2.638590112	3.978051775	3.873066411
MinSal-1389-A1-17072018_C002g01512	MinSal-1389-A1-17072018_C012	Chr12	598513	602041	6.90360327	-0.74071228	0.001201602	0.00160376	7.055386006	7.012174816	7.391638488	6.256563904	6.569712966
MinSal-1389-A1-17072018_C002g01516	MinSal-1389-A1-17072018_C012	Chr12	602276	604139	4.071977518	9.184262547	4.91E-67	2.66E-66	-1.696546282	-2.638590112	-2.638590112	5.19962011	5.250016951
MinSal-1389-A1-17072018_C002g01519	MinSal-1389-A1-17072018_C012	Chr12	605053	608073	1.739635896	9.19226914	8.87E-23	2.39E-22	-2.638590112	-2.638590112	-2.638590112	2.46163782	2.709040357
MinSal-1389-A1-17072018_C002g01522	MinSal-1389-A1-17072018_C012	Chr12	616170	616827	11.88055995	-1.418222598	7.22E-06	1.08E-05	12.32185135	12.01528339	12.51006483	10.85221282	10.90412125
MinSal-1389-A1-17072018_C002g01523	MinSal-1389-A1-17072018_C012	Chr12	617459	618492	7.952438612	0.483746265	0.017474968	0.021484785	7.710764168	7.717323307	7.783726725	8.085380185	8.344640759
MinSal-1389-A1-17072018_C002g01524	MinSal-1389-A1-17072018_C012	Chr12	618692	619775	8.861768696	-2.061497231	1.54E-18	3.70E-18	9.519220794	9.147757724	9.470289555	7.284626968	7.369285777
MinSal-1389-A1-17072018_C002g01525	MinSal-1389-A1-17072018_C012	Chr12	620097	620512	4.541159811	-1.204331403	4.48E-05	6.43E-05	5.150475892	5.167084144	4.326858941	3.68999814	3.802082207
MinSal-1389-A1-17072018_C002g01528	MinSal-1389-A1-17072018_C012	Chr12	621543	623160	10.8369159	-0.650736898	0.038649517	0.046083911	11.02208141	10.63275529	11.42756936	10.12508195	10.65290475
MinSal-1389-A1-17072018_C002g01529	MinSal-1389-A1-17072018_C012	Chr12	624641	627181	4.844546413	12.6954926	3.99E-79	2.58E-78	-2.638590112	-2.638590112	-2.638590112	5.730751957	6.328371222
MinSal-1389-A1-17072018_C002g01532	MinSal-1389-A1-17072018_C012	Chr12	633661	634270	6.685022852	2.232647123	1.32E-24	3.71E-24	5.574371356	5.263731932	5.202426824	7.613580812	7.561704533
