gida1	dndsa1	dna1	dsa1	gida2	dndsa2	dna2	dsa2	dndiff	dsdiff	dndsdiff	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	DE
MvSl-1064-A1-R4_MC04-1g05992	0.4157	0	0	MvSl-1064-A2-R4_MC04-2g06274	0.001	0	0	0	0	0.4147	1662724	1664510	6.388160174	0.037677887	0.843401913	0.999949922	6.334202435	6.475987311	6.444775264	6.289353371	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05993	0.5227	0.0044	0.0084	MvSl-1064-A2-R4_MC04-2g06275	0.5227	0.0044	0.0084	0	0	0	1664929	1666377	9.066289354	0.130860193	0.677218765	0.999949922	9.365661909	8.848703778	8.61095229	9.30511922	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05996	0.7486	0.0034	0.0046	MvSl-1064-A2-R4_MC04-2g06278	0.7321	0.0035	0.0048	-0.0001	-0.0002	0.0165	1669156	1670595	6.999772789	-0.028771426	0.878276781	0.999949922	6.922785343	7.045301911	7.084750849	6.939740011	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05997	98.9996	0.0045	0	MvSl-1064-A2-R4_MC04-2g06279	98.9996	0.0045	0	0	0	0	1670858	1672699	5.639954441	0.057298058	0.778475615	0.999949922	5.592797104	5.739855571	5.634928504	5.586653744	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05999	0.9234	0.0063	0.0068	MvSl-1064-A2-R4_MC04-2g06281	0.9234	0.0063	0.0068	0	0	0	1674033	1674488	5.020340784	0.086111651	0.71784911	0.999949922	5.031746741	5.092596165	5.141079647	4.79059319	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06001	0.1951	0.0015	0.0079	MvSl-1064-A2-R4_MC04-2g06283	0.1951	0.0015	0.0079	0	0	0	1678182	1679649	8.07875467	0.097729378	0.656228411	0.999949922	8.174303614	8.077584064	8.003445769	8.054231711	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06002	1.0843	0.0023	0.0021	MvSl-1064-A2-R4_MC04-2g06284	1.0843	0.0023	0.0021	0	0	0	1680246	1682297	7.5482624	0.032671417	0.876497152	0.999949922	7.584154527	7.544538223	7.355869286	7.688705582	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06010	0.3804	0.0028	0.0073	MvSl-1064-A2-R4_MC04-2g06292	0.3804	0.0028	0.0073	0	0	0	1706201	1708080	6.439984149	0.013387103	0.945275687	0.999949922	6.526199615	6.362426819	6.305324613	6.550895133	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06018	0.4664	0.0023	0.005	MvSl-1064-A2-R4_MC04-2g06300	0.4663	0.0023	0.005	0	0	1E-04	1733366	1734853	2.710302276	-0.012030139	0.971899109	0.999949922	2.706745819	2.702444378	2.451304939	2.94136146	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06019	0.4627	0.0031	0.0066	MvSl-1064-A2-R4_MC04-2g06301	0.4627	0.0031	0.0066	0	0	0	1737002	1741264	1.500302028	0.111574905	0.777627255	0.999949922	1.355249339	1.724605488	1.463808231	1.423608167	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06031	0.1625	0.0014	0.0089	MvSl-1064-A2-R4_MC04-2g06313	0.1625	0.0014	0.0089	0	0	0	1757363	1758385	7.98627567	-0.041254997	0.84807493	0.999949922	7.964840358	7.966193127	7.935846194	8.074364728	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06032	0.9098	0.0055	0.006	MvSl-1064-A2-R4_MC04-2g06314	0.9098	0.0055	0.006	0	0	0	1758968	1759153	5.716606616	-0.008373818	0.966706807	0.999949922	5.677836817	5.746201906	5.69389036	5.747233986	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06033	0.4749	0.0048	0.0102	MvSl-1064-A2-R4_MC04-2g06315	0.4749	0.0048	0.0102	0	0	0	1760374	1762138	7.655271122	0.005742855	0.979098866	0.999949922	7.787943557	7.515482074	7.477028509	7.808789788	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06034	1.099	0.0069	0.0063	MvSl-1064-A2-R4_MC04-2g06316	1.099	0.0069	0.0063	0	0	0	1763728	1769167	8.609511851	-0.114513393	0.669678211	0.999949922	8.775684617	8.285120338	8.486061278	8.825335656	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06036	0.9406	0.0059	0.0063	MvSl-1064-A2-R4_MC04-2g06318	0.9407	0.0059	0.0063	0	0	-1E-04	1770211	1771934	4.435745531	0.115016777	0.653305212	0.999949922	4.611232005	4.36111661	4.316612205	4.435232541	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06039	0.5022	0.0024	0.0049	MvSl-1064-A2-R4_MC04-2g06321	0.5022	0.0024	0.0049	0	0	0	1777247	1782494	0.136044512	-0.234561299	0.65603506	0.999949922	0.358758952	-0.395107576	-0.243174442	0.612575144	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06043	0.6009	0.006	0.0099	MvSl-1064-A2-R4_MC04-2g06325	0.6008	0.006	0.0099	0	0	1E-04	1794734	1797046	7.465027208	0.081019647	0.687883956	0.999949922	7.590182561	7.414303798	7.421303751	7.426580044	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06045	0.001	0	0.0151	MvSl-1064-A2-R4_MC04-2g06327	0.001	0	0.0151	0	0	0	1800266	1801278	5.521874314	-0.052160234	0.80133254	0.999949922	5.461233886	5.529316233	5.553999217	5.541426286	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06057	0.2938	0.0087	0.0295	MvSl-1064-A2-R4_MC04-2g06339	0.2938	0.0087	0.0295	0	0	0	1826385	1828413	6.144442085	-0.079140809	0.685762338	0.999949922	6.028478998	6.176627624	6.257013233	6.1059188	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06061	98.9996	0.0075	0.0001	MvSl-1064-A2-R4_MC04-2g06343	98.9996	0.0075	0.0001	0	0	0	1841042	1846805	0.027130157	0.159813816	0.759432482	0.999949922	-0.391316731	0.457320064	-0.155154508	0.049071526	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06062	98.9996	0.0081	0.0001	MvSl-1064-A2-R4_MC04-2g06344	98.9996	0.0081	0.0001	0	0	0	1847357	1848616	1.868445116	0.030353096	0.936576519	0.999949922	2.122471675	1.595589162	1.830107123	1.876302765	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06065	1.5035	0.0194	0.0129	MvSl-1064-A2-R4_MC04-2g06347	1.5036	0.0194	0.0129	0	0	-1E-04	1855737	1859404	2.983335299	-0.157745013	0.657838348	0.999949922	3.105683054	2.670767618	2.671902297	3.367103949	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06066	0.5358	0.0063	0.0117	MvSl-1064-A2-R4_MC04-2g06348	0.5358	0.0063	0.0117	0	0	0	1893206	1897193	5.349831084	-0.062165432	0.772996169	0.999949922	5.333468572	5.303519225	5.35291097	5.407803064	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06092	1.0991	0.0111	0.0101	MvSl-1064-A2-R4_MC04-2g06363	1.0991	0.0111	0.0101	0	0	0	1920186	1920502	6.408771063	0.02304038	0.903744006	0.999949922	6.478058477	6.359946026	6.327455288	6.463793284	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06093	0.6315	0.0058	0.0091	MvSl-1064-A2-R4_MC04-2g06364	0.6315	0.0058	0.0091	0	0	0	1920608	1922496	6.9539222	-0.070088219	0.708822168	0.999949922	7.024225575	6.804447111	7.004609411	6.972292971	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06095	0.7463	0.0045	0.006	MvSl-1064-A2-R4_MC04-2g06366	0.7463	0.0045	0.006	0	0	0	1925102	1927569	5.928152	0.027441989	0.890152138	0.999949922	5.866124479	6.013633088	5.958431112	5.868845537	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06096	0.4211	0.0035	0.0084	MvSl-1064-A2-R4_MC04-2g06367	0.4211	0.0035	0.0084	0	0	0	1928143	1928568	6.462378322	-0.098656403	0.631570584	0.999949922	6.262296704	6.548225073	6.658730604	6.345982331	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06102	0.1915	0.0033	0.0172	MvSl-1064-A2-R4_MC04-2g06373	0.1915	0.0033	0.0172	0	0	0	1937672	1938118	5.751585707	0.030143839	0.882794501	0.999949922	5.691095368	5.838191758	5.743397536	5.729419671	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06103	0.3967	0.0046	0.0115	MvSl-1064-A2-R4_MC04-2g06374	0.3967	0.0046	0.0115	0	0	0	1938271	1943856	0.288714371	0.15457151	0.772044353	0.999949922	0.248288386	0.457320064	-0.661372867	0.760247891	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06118	0.5065	0.0019	0.0038	MvSl-1064-A2-R4_MC05g06390	0.5065	0.0019	0.0038	0	0	0	7868	8375	6.744084828	0.034892555	0.859936971	0.999949922	6.86429276	6.650560008	6.545900699	6.887149076	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06119	0.2582	0.0034	0.0132	MvSl-1064-A2-R4_MC05g06391	0.2582	0.0034	0.0132	0	0	0	8044	8370	6.440330711	-0.037620031	0.848164882	0.999949922	6.498564252	6.339944599	6.314988386	6.590084578	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06122	1.1817	0.0088	0.0074	MvSl-1064-A2-R4_MC05g06394	1.1817	0.0088	0.0074	0	0	0	9827	11674	5.119275098	-0.055251806	0.815438808	0.999949922	4.925814383	5.240181904	5.241788936	5.044611065	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06126	0.3924	0.0336	0.0856	MvSl-1064-A2-R4_MC05g06398	0.3924	0.0336	0.0856	0	0	0	14692	16885	5.114186452	0.020663652	0.927436068	0.999949922	5.174521441	5.072534401	5.158360338	5.047010222	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06129	0.5357	0.0058	0.0108	MvSl-1064-A2-R4_MC05g06401	0.5358	0.0058	0.0108	0	0	-0.0001	19288	25731	5.950543322	-0.093419405	0.638458956	0.999949922	5.956737977	5.847666546	5.928526931	6.061518719	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06131	0.3149	0.0026	0.0082	MvSl-1064-A2-R4_MC05g06403	0.3149	0.0026	0.0082	0	0	0	21644	23097	8.294296319	-0.017821287	0.937344888	0.999949922	8.301640396	8.268903064	8.33158228	8.274201374	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06133	98.9996	0.0068	0.0001	MvSl-1064-A2-R4_MC05g06405	98.9996	0.0068	0.0001	0	0	0	21920	22492	5.824571812	-0.034325725	0.867069544	0.999949922	5.835405857	5.778760204	5.746257486	5.931215714	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06136	0.8312	0.0033	0.0039	MvSl-1064-A2-R4_MC05g06408	0.8312	0.0033	0.0039	0	0	0	25884	28231	8.282837568	-0.006138529	0.97961923	0.999949922	8.419839006	8.124620754	8.141549652	8.417144012	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06139	0.1073	0.0011	0.01	MvSl-1064-A2-R4_MC05g06411	0.1073	0.0011	0.01	0	0	0	28860	30506	7.548477756	-0.031205238	0.888891631	0.999949922	7.64333058	7.413107744	7.327505115	7.767196569	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06147	1.1961	0.0052	0.0043	MvSl-1064-A2-R4_MC05g06419	1.1961	0.0052	0.0043	0	0	0	37573	38270	6.976122617	-0.016836374	0.928868127	0.999949922	7.026842347	6.906003039	6.885140364	7.077546664	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06148	0.7548	0.004	0.0052	MvSl-1064-A2-R4_MC05g06420	0.7548	0.004	0.0052	0	0	0	37675	39097	6.99828569	0.007201457	0.970295134	0.999949922	6.925031542	7.074848221	7.118252818	6.859434431	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06155	0.596	0.0053	0.009	MvSl-1064-A2-R4_MC05g06427	0.596	0.0053	0.009	0	0	0	45136	45363	5.942248243	-0.059170004	0.850972075	0.999949922	5.631823944	6.147196214	6.426169825	5.303303176	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06156	0.001	0	0.0147	MvSl-1064-A2-R4_MC05g06428	0.001	0	0.0147	0	0	0	45572	46027	1.678941385	0.037694583	0.940003208	0.999949922	1.530695885	1.843025364	2.256446123	0.612575144	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06168	0.6175	0.0053	0.0085	MvSl-1064-A2-R4_MC05g06440	0.6175	0.0053	0.0085	0	0	0	58164	58531	6.217475954	-0.033653642	0.881182315	0.999949922	6.407521205	5.958948069	6.02471011	6.417260536	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06170	0.5232	0.0047	0.009	MvSl-1064-A2-R4_MC05g06442	0.5232	0.0047	0.009	0	0	0	58707	60454	8.020846117	0.070963866	0.754833812	0.999949922	8.184183302	7.91500519	7.862618345	8.097696442	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06171	0.2308	0.0024	0.0103	MvSl-1064-A2-R4_MC05g06443	0.2308	0.0024	0.0103	0	0	0	60078	60317	6.633185331	-0.069339339	0.715269918	0.999949922	6.527678444	6.665369864	6.615590484	6.717544922	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06178	0.1974	0.0022	0.0113	MvSl-1064-A2-R4_MC05g06450	0.1974	0.0022	0.0113	0	0	0	66102	66329	8.096526896	-0.016140793	0.943002345	0.999949922	8.180192527	7.990453639	7.992948805	8.208206186	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06180	0.7678	0.0052	0.0068	MvSl-1064-A2-R4_MC05g06452	0.7678	0.0052	0.0068	0	0	0	67497	69802	7.344239974	-0.093389165	0.634979616	0.999949922	7.273740368	7.319603113	7.443940674	7.334325184	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06185	0.8952	0.0221	0.0247	MvSl-1064-A2-R4_MC05g06457	0.8952	0.0221	0.0247	0	0	0	72075	72266	5.253798975	-0.005211183	0.981468662	0.999949922	5.174521441	5.324028461	5.365985791	5.137595272	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06186	0.8559	0.0027	0.0032	MvSl-1064-A2-R4_MC05g06458	0.8559	0.0027	0.0032	0	0	0	72629	73341	5.752677054	-0.080933637	0.693145686	0.999949922	5.701615172	5.721935863	5.870728985	5.709869318	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06187	98.9996	0.0074	0.0001	MvSl-1064-A2-R4_MC05g06459	98.9996	0.0074	0.0001	0	0	0	73722	75747	2.034724151	0.010281504	0.978625344	0.999949922	2.13804633	1.934786068	1.67064591	2.318951758	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06198	0.6077	0.025	0.0412	MvSl-1064-A2-R4_MC05g06470	0.6077	0.025	0.0412	0	0	0	87196	89665	3.771901114	-0.109219384	0.715378874	0.999949922	3.878225923	3.535800115	3.604813123	4.017548038	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06216	1.3783	0.0061	0.0044	MvSl-1064-A2-R4_MC05g06488	1.3783	0.0061	0.0044	0	0	0	99865	100195	5.12612183	0.004296652	0.985257045	0.999949922	5.124578389	5.131901682	4.960766882	5.270828522	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06217	0.0545	0.0005	0.0096	MvSl-1064-A2-R4_MC05g06489	0.0545	0.0005	0.0096	0	0	0	100711	102384	6.50388666	0.070879076	0.711957968	0.999949922	6.580643787	6.495707567	6.374425357	6.555957717	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06218	0.2856	0.0034	0.0118	MvSl-1064-A2-R4_MC05g06490	0.2856	0.0034	0.0118	0	0	0	100959	103702	6.643432668	-0.04556757	0.808948051	0.999949922	6.578505015	6.661345866	6.702091815	6.629038474	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06220	0.8058	0.005	0.0062	MvSl-1064-A2-R4_MC05g06492	0.8058	0.005	0.0062	0	0	0	104091	109253	7.629379497	0.012897226	0.950516577	0.999949922	7.716800185	7.549989715	7.506003578	7.731098158	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06222	0.7635	0.0069	0.009	MvSl-1064-A2-R4_MC05g06494	0.7635	0.0069	0.009	0	0	0	106611	109486	6.628803146	0.022437638	0.906176566	0.999949922	6.721696381	6.553300807	6.587957787	6.646546793	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06225	0.585	0.0043	0.0073	MvSl-1064-A2-R4_MC05g06497	0.585	0.0043	0.0073	0	0	0	109363	110773	6.809515363	0.009678385	0.959714664	0.999949922	6.889241138	6.735308222	6.65416967	6.941030532	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06228	3.8765	0.0042	0.0011	MvSl-1064-A2-R4_MC05g06500	3.8766	0.0042	0.0011	0	0	-1E-04	110391	110646	6.93655408	0.060693721	0.742512665	0.999949922	6.976834855	6.956137667	6.836317905	6.972292971	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06230	0.4357	0	0	MvSl-1064-A2-R4_MC05g06502	0.417	0	0	0	0	0.0187	111739	112791	3.189269418	-0.109073765	0.721350967	0.999949922	3.121439018	3.148124546	3.327712534	3.152160716	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06235	0.4862	0.0027	0.0055	MvSl-1064-A2-R4_MC05g06507	0.4862	0.0027	0.0055	0	0	0	116241	118105	10.92116701	-0.074718683	0.843593549	0.999949922	11.17303663	10.5204442	10.73060315	11.15446681	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06236	0.0968	0.0011	0.0119	MvSl-1064-A2-R4_MC05g06508	0.0968	0.0011	0.0119	0	0	0	116626	118727	5.881332873	0.064142366	0.7589652	0.999949922	6.001061173	5.81905344	5.721765263	5.965862564	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06239	5.8825	0	0	MvSl-1064-A2-R4_MC05g06511	98.9996	0	0	0	0	-93.1171	120238	126655	6.80660082	0.000355612	0.998986126	0.999949922	6.451814751	7.09139285	7.171352937	6.31645487	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06240	0.4719	0	0	MvSl-1064-A2-R4_MC05g06512	0.5033	0	0	0	0	-0.0314	120558	121649	7.114635909	-0.081692962	0.684438607	0.999949922	6.921098396	7.210923663	7.257065553	7.0449096	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06242	1.9916	0.0058	0.0029	MvSl-1064-A2-R4_MC05g06514	1.9916	0.0058	0.0029	0	0	0	121840	124877	3.803382778	0.121866964	0.734306145	0.999949922	3.772427374	3.946231609	4.192093981	3.079020474	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06243	0.001	0	0.0032	MvSl-1064-A2-R4_MC05g06515	0.001	0	0.0032	0	0	0	122523	124678	4.445398252	-0.063759806	0.820988357	0.999949922	4.233946129	4.573009349	4.725966547	4.175004503	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06248	98.9996	0.0026	0	MvSl-1064-A2-R4_MC05g06521	98.9996	0.0026	0	0	0	0	126867	129126	6.439854874	0.024752501	0.89881862	0.999949922	6.308624059	6.582676758	6.471809218	6.381586418	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06253	0.4601	0.0028	0.006	MvSl-1064-A2-R4_MC05g06526	0.4601	0.0028	0.006	0	0	0	130245	131638	7.244825899	0.033959503	0.862901106	0.999949922	7.160579462	7.356159434	7.245489285	7.20976872	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06255	0.3401	0.0036	0.0106	MvSl-1064-A2-R4_MC05g06528	0.3401	0.0036	0.0106	0	0	0	133114	133557	8.357708448	0.046659064	0.840859965	0.999949922	8.43508872	8.3244594	8.240960488	8.421773354	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06324	0.6355	0.0044	0.0069	MvSl-1064-A2-R4_MC05g06598	0.6355	0.0044	0.0069	0	0	0	192363	192842	6.45483865	0.077586769	0.683016481	0.999949922	6.509083227	6.476750787	6.32075573	6.504514221	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06340	98.9996	0.0014	0	MvSl-1064-A2-R4_MC05g06614	98.9996	0.0014	0	0	0	0	204804	205829	7.973992366	0.014505254	0.946085802	0.999949922	7.974089949	7.988313593	7.899696829	8.030786591	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06355	0.1506	0.0013	0.0086	MvSl-1064-A2-R4_MC05g06629	0.1506	0.0013	0.0086	0	0	0	214944	217375	8.51617331	-0.098359005	0.69447101	0.999949922	8.24590486	8.657240749	8.612128577	8.515275075	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06362	0.3814	0	0	MvSl-1064-A2-R4_MC05g06636	0.2404	0	0	0	0	0.141	222131	222982	5.473283921	0.020536646	0.924929078	0.999949922	5.393097221	5.568520803	5.566998085	5.350684364	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06366	0.6842	0.0302	0.0442	MvSl-1064-A2-R4_MC05g06640	0.6842	0.0302	0.0442	0	0	0	223848	227077	2.342441541	-0.07872476	0.820536997	0.999949922	2.418704948	2.179514254	2.303805867	2.455250276	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06377	0.511	0.006	0.0117	MvSl-1064-A2-R4_MC05g06651	0.511	0.006	0.0117	0	0	0	232477	233017	6.740116105	-0.068604623	0.715501388	0.999949922	6.658303864	6.751171669	6.888380344	6.649707421	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06379	0.5473	0.0046	0.0084	MvSl-1064-A2-R4_MC05g06653	0.5473	0.0046	0.0084	0	0	0	233068	233541	7.907869244	-0.05991935	0.778725506	0.999949922	7.961014399	7.789119331	7.894872183	7.978956908	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06381	0.7623	0.0059	0.0078	MvSl-1064-A2-R4_MC05g06655	0.7622	0.0059	0.0078	0	0	1E-04	233625	234156	6.71416362	-0.038749882	0.894019776	0.999949922	7.058902041	6.206391493	6.312096045	7.059242109	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06384	0.001	0	0.0214	MvSl-1064-A2-R4_MC05g06658	0.001	0	0.0214	0	0	0	234623	236198	7.543713303	-0.087001998	0.706676034	0.999949922	7.285151613	7.686268008	7.776408897	7.367817525	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06389	2.5602	0.0136	0.0053	MvSl-1064-A2-R4_MC05g06663	2.5602	0.0136	0.0053	0	0	0	239034	240989	4.79979031	-0.115739739	0.637217193	0.999949922	4.914554387	4.544162467	4.879737349	4.832917715	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06406	0.5099	0	0	MvSl-1064-A2-R4_MC05g06680	46.685	0	0	0	0	-46.1751	255798	259643	6.548608687	-0.089400313	0.655764249	0.999949922	6.362653403	6.63148852	6.713827693	6.460197409	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06415	0.0742	0.0024	0.0324	MvSl-1064-A2-R4_MC05g06689	0.0742	0.0024	0.0324	0	0	0	260408	262408	6.806760539	-0.036658036	0.886993793	0.999949922	6.375850397	7.108735297	7.072269217	6.526172369	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06417	0.5291	0.0044	0.0083	MvSl-1064-A2-R4_MC05g06691	0.5291	0.0044	0.0083	0	0	0	261658	265028	7.387604366	0.086092049	0.660442592	0.999949922	7.418271616	7.441542858	7.341756906	7.346063089	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06426	0.3154	0.0022	0.0069	MvSl-1064-A2-R4_MC05g06700	0.3154	0.0022	0.0069	0	0	0	267584	270707	4.258193417	0.093907877	0.744264347	0.999949922	4.040333647	4.526573352	4.395243338	3.997841085	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06434	98.9996	0.0087	0.0001	MvSl-1064-A2-R4_MC05g06708	98.9996	0.0087	0.0001	0	0	0	273474	273683	5.287027492	-0.087271289	0.752869511	0.999949922	5.006514299	5.445999954	5.641087983	4.932298737	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06435	0.2741	0.0022	0.0078	MvSl-1064-A2-R4_MC05g06709	0.2741	0.0022	0.0078	0	0	0	273909	274476	5.496108087	-0.057481614	0.857338684	0.999949922	5.170740454	5.712891843	5.964583886	4.887485555	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06440	0.1752	0.0028	0.0157	MvSl-1064-A2-R4_MC05g06714	0.1752	0.0028	0.0157	0	0	0	276987	278142	7.719224649	0.075000488	0.718261697	0.999949922	7.792871502	7.71857845	7.757751864	7.600398249	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06450	0.1439	0.002	0.0142	MvSl-1064-A2-R4_MC05g06724	0.1439	0.002	0.0142	0	0	0	284586	285824	4.439894172	-0.109714377	0.665286721	0.999949922	4.301203313	4.463265721	4.573285785	4.409359493	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06458	0.4375	0.0037	0.0085	MvSl-1064-A2-R4_MC05g06732	0.4375	0.0037	0.0085	0	0	0	291596	300040	7.257788812	0.020759466	0.915763913	0.999949922	7.325245439	7.208627575	7.184591701	7.307560429	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06472	0.7201	0.0128	0.0177	MvSl-1064-A2-R4_MC05g06746	0.7201	0.0128	0.0177	0	0	0	301318	301943	4.260354637	0.032415274	0.901208731	0.999949922	4.226680541	4.324263158	4.140852832	4.340616581	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06475	0.524	0.0045	0.0086	MvSl-1064-A2-R4_MC05g06749	0.524	0.0045	0.0086	0	0	0	305711	308996	5.859160806	-0.004365277	0.982762919	0.999949922	5.908741628	5.803314418	5.888959943	5.833148198	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06476	98.9996	0.0051	0.0001	MvSl-1064-A2-R4_MC05g06750	98.9996	0.0051	0.0001	0	0	0	306198	306356	3.140465591	-0.058906816	0.849482065	0.999949922	3.09774007	3.124934353	3.0507037	3.280041508	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06507	0.2616	0.0026	0.0101	MvSl-1064-A2-R4_MC05g06770	0.2616	0.0026	0.0101	0	0	0	327387	329680	3.250354556	0.160843101	0.695828583	0.999949922	3.625478263	2.951242901	2.437215407	3.651946853	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06509	0.001	0	0.0092	MvSl-1064-A2-R4_MC05g06772	0.001	0	0.0092	0	0	0	329938	332970	7.613230549	-0.077403378	0.726297609	0.999949922	7.636835995	7.508405714	7.407820083	7.859832202	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06510	0.1347	0.0018	0.0131	MvSl-1064-A2-R4_MC05g06773	0.1347	0.0018	0.0131	0	0	0	330257	330859	5.118397222	-0.003191673	0.989853221	0.999949922	5.302703834	4.90340168	4.920820922	5.295252786	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06527	0.8804	0.0068	0.0077	MvSl-1064-A2-R4_MC05g06790	0.8804	0.0068	0.0077	0	0	0	347140	348920	6.298505271	0.005895899	0.976276712	0.999949922	6.40510952	6.189724937	6.162760073	6.417260536	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06528	0.5468	0.0033	0.006	MvSl-1064-A2-R4_MC05g06791	0.5468	0.0033	0.006	0	0	0	347880	349314	7.503949164	-0.031960931	0.873230746	0.999949922	7.412279738	7.559750788	7.544301251	7.494953493	Auto	Auto	NON
