gid	gidmvsd	dnds	dn	ds
MvSl-1064-A1-R4_MC04-2g06107	MvSdioicae-1303-FR02-D-N206-PbcR_C031g11005	0.3198	0.0101	0.0316
MvSl-1064-A1-R4_MC03g04934	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00286	0.001	0	0.0172
MvSl-1064-A1-R4_MC06g07132	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06738	0.3534	0.002	0.0057
MvSl-1064-A1-R4_MC09-2g09445	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08938	0.2559	0.0111	0.0434
MvSl-1064-A1-R4_MC08g08410	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06071	1.2817	0.0213	0.0167
MvSl-1064-A1-R4_MC01-1g02153	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02112	0.4218	0.0704	0.1668
MvSl-1064-A1-R4_MC09-2g09491	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08885	0.3521	0.0099	0.0282
MvSl-1064-A1-R4_MC01-1g01740	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01014	0.5397	0.0056	0.0103
MvSl-1064-A1-R4_MC06g07277	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06908	98.9996	0.016	0.0002
MvSl-1064-A1-R4_A1g00746	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05999	0.2747	0.0213	0.0775
MvSl-1064-A1-R4_A1g00695	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08316	0.3517	0.6838	1.9442
MvSl-1064-A1-R4_MC11g10296	MvSdioicae-1303-FR02-D-N206-PbcR_C050g12472	0.7456	0.018	0.0242
MvSl-1064-A1-R4_MC02g04195	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09529	98.9996	0.0163	0.0002
MvSl-1064-A1-R4_MC01-2g02996	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11471	0.0598	0.0009	0.0145
MvSl-1064-A1-R4_MC07g07991	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09909	98.9996	0.0101	0.0001
MvSl-1064-A1-R4_MC07g08209	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09276	0.1883	0.0019	0.0102
MvSl-1064-A1-R4_MC03g05040	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00231	0.3953	0	0
MvSl-1064-A1-R4_A1g00923	MvSdioicae-1303-FR02-D-N206-PbcR_C045g12207	0.2034	0.0047	0.0229
MvSl-1064-A1-R4_MC04-1g05917	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02648	0.3114	0.0016	0.0051
MvSl-1064-A1-R4_MC02g03966	MvSdioicae-1303-FR02-D-N206-PbcR_C082g12986	0.0654	0.0391	0.5982
MvSl-1064-A1-R4_MC05-2g06344	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05445	0.5539	0.0047	0.0085
MvSl-1064-A1-R4_MC08g08692	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11310	0.001	0	0.0224
MvSl-1064-A1-R4_MC14g11806	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11902	0.6686	0.0535	0.08
MvSl-1064-A1-R4_MC01-2g02955	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07731	0.889	0.0282	0.0317
MvSl-1064-A1-R4_MC12g10962	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05170	1.3778	0.0042	0.003
MvSl-1064-A1-R4_A1g00526	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06577	0.7499	0.0106	0.0142
MvSl-1064-A1-R4_A1g00654	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06265	0.5518	0.3003	0.5443
MvSl-1064-A1-R4_MC12g11105	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05027	98.9996	0.0146	0.0001
MvSl-1064-A1-R4_MC06g07348	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10237	1.3271	0.0325	0.0245
MvSl-1064-A1-R4_MC09-2g09009	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08050	0.001	0	0.0218
MvSl-1064-A1-R4_MC05-3g06692	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02408	98.9996	0.004	0
MvSl-1064-A1-R4_MC11g10353	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04688	1.3585	0.0187	0.0137
MvSl-1064-A1-R4_A1g00977	MvSdioicae-1303-FR02-D-N206-PbcR_C006g03945	2.1807	0.0058	0.0027
MvSl-1064-A1-R4_MC01-1g01964	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01233	0.5253	0.0056	0.0107
MvSl-1064-A1-R4_A1g00471	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11513	1.8052	0.0592	0.0328
MvSl-1064-A1-R4_MC10-2g10031	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07587	0.001	0	0
MvSl-1064-A1-R4_MC02g04181	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04298	0.8293	0.0131	0.0158
MvSl-1064-A1-R4_MC06g07514	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10314	98.9996	0.0086	0.0001
MvSl-1064-A1-R4_MC10-1g09754	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08705	0.366	0.0049	0.0135
MvSl-1064-A1-R4_A1g01268	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10215	0.9072	0.0177	0.0195
MvSl-1064-A1-R4_MC13g11351	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05433	2.2972	0.0111	0.0049
MvSl-1064-A1-R4_MC12g11181	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04951	0.203	0.0014	0.0067
MvSl-1064-A1-R4_MC11g10321	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04723	0.312	0.0121	0.0388
MvSl-1064-A1-R4_MC04-1g05844	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07293	0.3107	0.786	2.5297
MvSl-1064-A1-R4_MC03g04713	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00517	2.3389	0.0065	0.0028
MvSl-1064-A1-R4_MC13g11431	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05525	0.664	0.0092	0.0138
MvSl-1064-A1-R4_MC13g11470	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05569	0.4499	0.0009	0.0019
MvSl-1064-A1-R4_MC09-2g08925	MvSdioicae-1303-FR02-D-N206-PbcR_C002g00977	0.001	0	0
MvSl-1064-A1-R4_MC07g08219	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09266	38.6446	0	0
MvSl-1064-A1-R4_MC04-1g06063	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07771	0.6656	1.1527	1.7318
MvSl-1064-A1-R4_MC10-1g09599	MvSdioicae-1303-FR02-D-N206-PbcR_C052g12575	0.001	0	0.0176
MvSl-1064-A1-R4_MC09-2g09487	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08889	0.001	0	0
MvSl-1064-A1-R4_MC12g11149	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04980	0.001	0	0
MvSl-1064-A1-R4_MC13g11496	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05603	1.345	0.0049	0.0036
MvSl-1064-A1-R4_MC09-2g09436	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08947	98.9996	0.0089	0.0001
MvSl-1064-A1-R4_MC06g07486	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10342	0.001	0	0.0171
MvSl-1064-A1-R4_MC09-2g09524	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08850	0.3534	0.0033	0.0094
MvSl-1064-A1-R4_MC02g03547	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03672	0.3714	0	0
MvSl-1064-A1-R4_MC02g03695	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03521	1.2259	0.0099	0.0081
MvSl-1064-A1-R4_MC09-2g09017	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08058	0.3823	0	0
MvSl-1064-A1-R4_MC01-1g01842	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01108	98.9996	0.0152	0.0002
MvSl-1064-A1-R4_MC01-1g02798	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07780	0.3307	0.0073	0.0222
MvSl-1064-A1-R4_A1g01464	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10164	98.9996	0.0356	0.0004
MvSl-1064-A1-R4_MC13g11359	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05660	3.9318	0.0172	0.0044
MvSl-1064-A1-R4_MC09-2g09506	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08870	0.071	0.0033	0.047
MvSl-1064-A1-R4_MC14g11879	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10527	0.513	0	0
MvSl-1064-A1-R4_MC06g07163	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11353	0.8497	0.0734	0.0863
MvSl-1064-A1-R4_MC01-2g03169	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11823	0.9165	0.0636	0.0694
MvSl-1064-A1-R4_MC02g03772	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03444	2.4585	0.0129	0.0052
MvSl-1064-A1-R4_MC03g04796	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00431	0.2066	0.0025	0.0122
MvSl-1064-A1-R4_MC04-1g06019	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10941	0.4627	0.0031	0.0066
MvSl-1064-A1-R4_MC09-2g09545	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08829	0.6056	0.0031	0.0051
MvSl-1064-A1-R4_MC04-1g05790	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02776	98.9996	0.0086	0.0001
MvSl-1064-A1-R4_MC04-1g05651	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02911	98.9996	0.0031	0
MvSl-1064-A1-R4_MC05-3g06798	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02513	0.001	0	0
MvSl-1064-A1-R4_MC11g10261	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04782	0.001	0	0.0085
MvSl-1064-A1-R4_MC02g04270	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09575	98.9996	0.0014	0
MvSl-1064-A1-R4_MC01-1g02159	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01481	0.1285	0.004	0.0315
MvSl-1064-A1-R4_MC01-1g02152	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01474	0.2475	0.0062	0.025
MvSl-1064-A1-R4_MC08g08591	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05882	0.4623	0	0
MvSl-1064-A1-R4_MC16g12174	MvSdioicae-1303-FR02-D-N206-PbcR_C046g12279	0.6436	0.0073	0.0113
MvSl-1064-A1-R4_MC01-1g02619	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07967	0.3791	0	0
MvSl-1064-A1-R4_MC04-1g05299	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10850	0.001	0	0.0202
MvSl-1064-A1-R4_MC08g08309	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06168	0.3305	0	0
MvSl-1064-A1-R4_MC07g07671	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07263	0.2135	0.0182	0.0852
MvSl-1064-A1-R4_MC14g11762	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11861	1.078	0.0095	0.0088
MvSl-1064-A1-R4_MC03g04391	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00856	0.188	0.0059	0.0313
MvSl-1064-A1-R4_MC03g04876	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00321	0.8323	0.0588	0.0707
MvSl-1064-A1-R4_MC07g07897	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09811	0.3054	0.0068	0.0223
MvSl-1064-A1-R4_A1g01446	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10181	98.9996	0.0397	0.0004
MvSl-1064-A1-R4_MC09-2g09285	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11587	0.29	0.0081	0.028
MvSl-1064-A1-R4_MC13g11634	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05735	0.2638	0.0052	0.0198
MvSl-1064-A1-R4_MC04-1g05313	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10836	0.7474	0.0158	0.0211
MvSl-1064-A1-R4_MC11g10268	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04775	0.4554	0	0
MvSl-1064-A1-R4_MC08g08305	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06173	98.9996	0.0153	0.0002
MvSl-1064-A1-R4_MC02g03766	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03451	0.001	0	0.0107
MvSl-1064-A1-R4_A1g00011	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08556	0.7104	0.0199	0.0279
MvSl-1064-A1-R4_MC09-2g09425	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08958	0.5485	0.057	0.104
MvSl-1064-A1-R4_MC09-2g09109	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08153	98.9996	0.0051	0.0001
MvSl-1064-A1-R4_MC03g04755	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00477	0.3245	0.0285	0.088
MvSl-1064-A1-R4_MC05-1g06237	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01946	0.5792	0.0183	0.0316
MvSl-1064-A1-R4_MC06g07485	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10343	1.1848	0.0053	0.0044
MvSl-1064-A1-R4_MC14g11752	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11850	0.3547	0.004	0.0112
MvSl-1064-A1-R4_MC01-1g02282	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01596	0.4471	0.0078	0.0174
MvSl-1064-A1-R4_MC03g04343	MvSdioicae-1303-FR02-D-N206-PbcR_C058g12705	0.1898	0.0724	0.3816
MvSl-1064-A1-R4_MC08g08769	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10056	0.8606	0.0071	0.0083
MvSl-1064-A1-R4_MC01-1g02098	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01416	0.66	0.0915	0.1386
MvSl-1064-A1-R4_MC08g08876	MvSdioicae-1303-FR02-D-N206-PbcR_C025g09961	0.561	0.0127	0.0227
MvSl-1064-A1-R4_MC07g07569	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07372	98.9996	0.004	0
MvSl-1064-A1-R4_A1g01452	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10175	0.174	0.0254	0.1457
MvSl-1064-A1-R4_MC01-1g02337	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01650	3.3231	0	0
MvSl-1064-A1-R4_MC07g07570	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07371	98.9996	0.0031	0
MvSl-1064-A1-R4_MC01-1g02775	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07806	98.9996	0.0054	0.0001
MvSl-1064-A1-R4_MC06g07057	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09059	0.0932	0.0007	0.0075
MvSl-1064-A1-R4_MC09-2g09306	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11608	98.9996	0.0122	0.0001
MvSl-1064-A1-R4_A1g00906	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05446	0.0497	0.0877	1.7648
MvSl-1064-A1-R4_MC10-2g09894	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07467	0.6931	0.0034	0.0049
MvSl-1064-A1-R4_A1g00784	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04896	0.856	0.0225	0.0263
MvSl-1064-A1-R4_MC15g12074	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11174	0.5432	0.0021	0.0039
MvSl-1064-A1-R4_A1g00300	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10457	0.5917	0.0242	0.0408
MvSl-1064-A1-R4_MC01-1g02465	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01766	98.9996	0.0091	0.0001
MvSl-1064-A1-R4_MC02g03395	MvSdioicae-1303-FR02-D-N206-PbcR_C044g12138	0.0569	0.0922	1.6184
MvSl-1064-A1-R4_MC07g07573	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07368	0.001	0	0.0192
MvSl-1064-A1-R4_MC12g11047	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05088	0.5327	0.0063	0.0118
MvSl-1064-A1-R4_MC07g08168	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09345	1.067	0.0054	0.0051
MvSl-1064-A1-R4_A1g01435	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10196	0.2772	0.0062	0.0223
MvSl-1064-A1-R4_MC01-2g02987	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11481	0.5362	0.0095	0.0177
MvSl-1064-A1-R4_MC12g11148	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04981	1.7603	0.0071	0.004
MvSl-1064-A1-R4_MC04-1g05674	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02887	0.001	0	0.022
MvSl-1064-A1-R4_A1g00724	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00678	0.4388	0.0535	0.1219
MvSl-1064-A1-R4_MC11g10703	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11710	1.4085	0.0253	0.018
MvSl-1064-A1-R4_MC03g04300	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00948	0.3464	0.0115	0.0332
MvSl-1064-A1-R4_MC01-1g02511	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04690	0.7278	0.0053	0.0073
MvSl-1064-A1-R4_A1g01383	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07501	0.9213	0.0491	0.0533
MvSl-1064-A1-R4_MC04-1g05447	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11230	0.7255	0.0512	0.0705
MvSl-1064-A1-R4_MC02g03544	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10641	98.9996	0.0007	0
MvSl-1064-A1-R4_MC06g06865	MvSdioicae-1303-FR02-D-N206-PbcR_C050g12481	5.3853	0.0149	0.0028
MvSl-1064-A1-R4_MC04-1g05317	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10833	3.0747	0.0241	0.0078
MvSl-1064-A1-R4_MC11g10721	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11691	0.3748	0.002	0.0053
MvSl-1064-A1-R4_MC03g05107	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10178	0.0989	0.0306	0.31
MvSl-1064-A1-R4_MC01-1g01961	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01230	98.9996	0.0073	0.0001
MvSl-1064-A1-R4_MC13g11352	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05434	0.4648	0.0033	0.0071
MvSl-1064-A1-R4_MC01-1g01788	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02540	0.4182	0.0111	0.0265
MvSl-1064-A1-R4_MC05-1g06251	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01958	0.4727	0.0073	0.0154
MvSl-1064-A1-R4_MC12g11205	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04926	0.4213	0.0091	0.0217
MvSl-1064-A1-R4_MC01-1g02779	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07802	0.2204	0.0074	0.0335
MvSl-1064-A1-R4_MC13g11461	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05560	0.7611	0.0049	0.0064
MvSl-1064-A1-R4_MC04-1g05363	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10787	0.001	0	0.0184
MvSl-1064-A1-R4_MC12g11260	MvSdioicae-1303-FR02-D-N206-PbcR_C041g11965	0.1444	0.0045	0.031
MvSl-1064-A1-R4_MC10-1g09779	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08729	1.1985	0.0177	0.0148
MvSl-1064-A1-R4_MC08g08638	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05834	98.9996	0.0093	0.0001
MvSl-1064-A1-R4_MC02g04133	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09496	98.9996	0.0114	0.0001
MvSl-1064-A1-R4_MC09-2g08943	MvSdioicae-1303-FR02-D-N206-PbcR_C048g12366	0.001	0	0.0103
MvSl-1064-A1-R4_MC12g11207	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04924	98.9996	0.0034	0
MvSl-1064-A1-R4_MC09-2g09131	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08175	0.4523	0	0
MvSl-1064-A1-R4_MC04-1g05988	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10901	0.4698	0	0
MvSl-1064-A1-R4_MC02g03196	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09620	0.001	0	0.0401
MvSl-1064-A1-R4_MC10-2g09917	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07482	0.001	0	0.0039
MvSl-1064-A1-R4_MC07g08042	MvSdioicae-1303-FR02-D-N206-PbcR_C042g12036	0.1763	0.0053	0.0302
MvSl-1064-A1-R4_MC01-1g01986	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01268	98.9996	0.0054	0.0001
MvSl-1064-A1-R4_MC13g11618	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05720	0.4992	0	0
MvSl-1064-A1-R4_MC08g08752	MvSdioicae-1303-FR02-D-N206-PbcR_C060g12729	0.1493	0.0052	0.0348
MvSl-1064-A1-R4_MC02g04221	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09550	0.8913	0.0022	0.0025
MvSl-1064-A1-R4_MC05-1g06137	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01846	0.9246	0.0082	0.0089
MvSl-1064-A1-R4_MC11g10241	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04803	0.122	0.0044	0.0362
MvSl-1064-A1-R4_MC03g04473	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00762	1.9264	0.0079	0.0041
MvSl-1064-A1-R4_A1g01279	MvSdioicae-1303-FR02-D-N206-PbcR_C029g10593	0.6051	0.0524	0.0866
MvSl-1064-A1-R4_MC05-2g06383	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02100	0.3131	0.018	0.0575
MvSl-1064-A1-R4_MC11g10469	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04574	0.3889	0.0103	0.0265
MvSl-1064-A1-R4_MC04-1g05581	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02985	98.9996	0.0048	0
MvSl-1064-A1-R4_MC07g07986	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09903	0.4818	0.0043	0.009
MvSl-1064-A1-R4_MC02g03286	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09708	98.9996	0.0081	0.0001
MvSl-1064-A1-R4_MC01-1g02169	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01491	0.4682	0.0042	0.009
MvSl-1064-A1-R4_MC07g08101	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09381	0.4779	0	0
MvSl-1064-A1-R4_MC02g04227	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09556	0.4392	0	0
MvSl-1064-A1-R4_MC09-1g08912	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09227	1.1746	0.0583	0.0496
MvSl-1064-A1-R4_MC10-1g09668	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08620	0.6361	0.0069	0.0109
MvSl-1064-A1-R4_MC06g07483	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10358	98.9996	0.0286	0.0003
MvSl-1064-A1-R4_MC02g03644	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03570	0.6368	0.0034	0.0053
MvSl-1064-A1-R4_MC08g08304	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06174	3.0498	0.0236	0.0077
MvSl-1064-A1-R4_MC09-2g09107	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08151	0.27	0.0036	0.0132
MvSl-1064-A1-R4_A1g00578	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07735	0.4221	0.0686	0.1625
MvSl-1064-A1-R4_A1g01305	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06671	98.9996	0.0136	0.0001
MvSl-1064-A1-R4_MC03g04509	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00724	98.9996	0.0051	0.0001
MvSl-1064-A1-R4_MC11g10702	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11711	0.5813	0.0139	0.024
MvSl-1064-A1-R4_A1g00868	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08370	1.459	0.0129	0.0089
MvSl-1064-A1-R4_A1g00633	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06536	1.0377	0.0146	0.0141
MvSl-1064-A1-R4_MC07g07650	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07290	0.4401	0.0055	0.0125
MvSl-1064-A1-R4_MC02g03356	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08325	0.7561	0.0526	0.0696
MvSl-1064-A1-R4_MC12g11127	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05003	0.6143	0.0123	0.02
MvSl-1064-A1-R4_A1g00523	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06579	0.4008	0	0
MvSl-1064-A1-R4_MC09-2g09162	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08207	0.001	0	0.0163
MvSl-1064-A1-R4_MC09-2g09505	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08871	0.001	0	0.0104
MvSl-1064-A1-R4_MC04-1g05297	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10852	0.3939	0	0
MvSl-1064-A1-R4_MC10-1g09587	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09225	0.412	0.0177	0.043
MvSl-1064-A1-R4_A1g00625	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04087	0.001	0	0
MvSl-1064-A1-R4_MC05-3g06666	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06557	0.6283	0.0179	0.0285
MvSl-1064-A1-R4_MC01-1g02267	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01580	0.1384	0.0013	0.0093
MvSl-1064-A1-R4_A1g00125	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08452	1.1919	0.1801	0.1511
MvSl-1064-A1-R4_MC13g11690	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05790	98.9996	0.0223	0.0002
MvSl-1064-A1-R4_MC09-2g09526	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08848	0.4102	0.0473	0.1154
MvSl-1064-A1-R4_MC06g07198	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06829	0.9075	0.014	0.0155
MvSl-1064-A1-R4_MC09-2g09082	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08126	0.6562	0.0053	0.008
MvSl-1064-A1-R4_MC09-2g09572	MvSdioicae-1303-FR02-D-N206-PbcR_C045g12236	0.243	0.019	0.0782
MvSl-1064-A1-R4_MC04-1g05822	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02741	98.9996	0.0076	0.0001
MvSl-1064-A1-R4_MC01-1g02379	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01688	0.001	0	0.0189
MvSl-1064-A1-R4_MC12g11150	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04979	98.9996	0.0338	0.0003
MvSl-1064-A1-R4_MC01-1g01772	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01048	1.116	0.034	0.0305
MvSl-1064-A1-R4_A1g01480	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10150	0.943	0.0469	0.0497
MvSl-1064-A1-R4_MC13g11358	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05440	0.7909	0.0235	0.0297
