Haploid	Gene	Genomicloc	intronnr	intronmean	introntotal	ploidy
A1	MvSl-1064-A1-R4_A1g01187	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01188	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01190	faBlack	4	88.5	354	hemi
A1	MvSl-1064-A1-R4_A1g01191	faBlack	4	96.25	385	hemi
A1	MvSl-1064-A1-R4_A1g01192	faBlack	13	78.9231	1026	hemi
A1	MvSl-1064-A1-R4_A1g01193	faBlack	4	142.5	570	hemi
A1	MvSl-1064-A1-R4_A1g01194	faBlack	3	101.667	305	hemi
A1	MvSl-1064-A1-R4_A1g01195	faBlack	3	76.3333	229	hemi
A1	MvSl-1064-A1-R4_A1g01196	faBlack	5	150.8	754	hemi
A1	MvSl-1064-A1-R4_A1g01197	faBlack	3	107.667	323	hemi
A1	MvSl-1064-A1-R4_A1g01198	faBlack	1	130	130	hemi
A1	MvSl-1064-A1-R4_A1g01199	faBlack	1	125	125	hemi
A1	MvSl-1064-A1-R4_A1g01200	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01201	faBlack	2	46.5	93	hemi
A1	MvSl-1064-A1-R4_A1g01202	faBlack	2	133	266	hemi
A1	MvSl-1064-A1-R4_A1g01203	faBlack	14	82.1429	1150	hemi
A1	MvSl-1064-A1-R4_A1g01204	faBlack	12	80.25	963	hemi
A1	MvSl-1064-A1-R4_A1g01205	faBlack	8	111.875	895	hemi
A1	MvSl-1064-A1-R4_A1g01206	faBlack	1	105	105	hemi
A1	MvSl-1064-A1-R4_A1g01207	faBlack	2	83.5	167	hemi
A1	MvSl-1064-A1-R4_A1g01208	faBlack	1	106	106	hemi
A1	MvSl-1064-A1-R4_A1g01209	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01210	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01211	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01213	faBlack	6	118.833	713	hemi
A1	MvSl-1064-A1-R4_A1g01214	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01215	faBlack	3	75	225	hemi
A1	MvSl-1064-A1-R4_A1g01216	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01217	faBlack	1	45	45	hemi
A1	MvSl-1064-A1-R4_A1g01218	faBlack	3	56.3333	169	hemi
A1	MvSl-1064-A1-R4_A1g01221	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01222	faBlack	1	71	71	hemi
A1	MvSl-1064-A1-R4_A1g01223	faBlack	3	115	345	hemi
A1	MvSl-1064-A1-R4_A1g01224	faBlack	2	77.5	155	hemi
A1	MvSl-1064-A1-R4_A1g01225	faBlack	7	66.1429	463	hemi
A1	MvSl-1064-A1-R4_A1g01226	faBlack	5	63.2	316	hemi
A1	MvSl-1064-A1-R4_A1g01229	faBlack	3	48.6667	146	hemi
A1	MvSl-1064-A1-R4_A1g01230	faBlack	14	70.3571	985	hemi
A1	MvSl-1064-A1-R4_A1g01231	faBlack	8	111.375	891	hemi
A1	MvSl-1064-A1-R4_A1g01232	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01233	faBlack	1	67	67	hemi
A1	MvSl-1064-A1-R4_A1g01234	faBlack	4	71	284	hemi
A1	MvSl-1064-A1-R4_A1g01235	faBlack	5	122.4	612	hemi
A1	MvSl-1064-A1-R4_A1g01236	faBlack	1	87	87	hemi
A1	MvSl-1064-A1-R4_A1g01237	faBlack	2	188	376	hemi
A1	MvSl-1064-A1-R4_A1g01238	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01239	faBlack	6	98	588	hemi
A1	MvSl-1064-A1-R4_A1g01240	faBlack	3	133	399	hemi
A1	MvSl-1064-A1-R4_A1g01241	faBlack	1	51	51	hemi
A1	MvSl-1064-A1-R4_A1g01242	faBlack	6	92.6667	556	hemi
A1	MvSl-1064-A1-R4_A1g01243	faBlack	3	95.3333	286	hemi
A1	MvSl-1064-A1-R4_A1g01244	faBlack	3	108	324	hemi
A1	MvSl-1064-A1-R4_A1g01245	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01246	faBlack	2	107.5	215	hemi
A1	MvSl-1064-A1-R4_A1g01247	faBlack	3	92	276	hemi
A1	MvSl-1064-A1-R4_A1g01248	faBlack	2	46.5	93	hemi
A1	MvSl-1064-A1-R4_A1g01249	faBlack	2	125	250	hemi
A1	MvSl-1064-A1-R4_A1g01250	faBlack	2	200.5	401	hemi
A1	MvSl-1064-A1-R4_A1g01251	faBlack	3	73	219	hemi
A1	MvSl-1064-A1-R4_A1g01254	faBlack	1	284	284	hemi
A1	MvSl-1064-A1-R4_A1g01255	faBlack	5	93.8	469	hemi
A1	MvSl-1064-A1-R4_A1g01256	faBlack	7	160.857	1126	hemi
A1	MvSl-1064-A1-R4_A1g01257	faBlack	3	69.3333	208	hemi
A1	MvSl-1064-A1-R4_A1g01258	faBlack	3	77	231	hemi
A1	MvSl-1064-A1-R4_A1g01259	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01260	faBlack	9	93.6667	843	hemi
A1	MvSl-1064-A1-R4_A1g01262	faBlack	2	164	328	hemi
A1	MvSl-1064-A1-R4_A1g01263	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01264	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01265	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01266	faBlack	2	83.5	167	hemi
A1	MvSl-1064-A1-R4_A1g01268	faBlack	1	49	49	hemi
A1	MvSl-1064-A1-R4_A1g01269	faBlack	1	48	48	hemi
A1	MvSl-1064-A1-R4_A1g01273	faBlack	1	292	292	hemi
A1	MvSl-1064-A1-R4_A1g01274	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01275	faBlack	2	161	322	hemi
A1	MvSl-1064-A1-R4_A1g01276	faBlack	1	46	46	hemi
A1	MvSl-1064-A1-R4_A1g01277	faBlack	1	72	72	hemi
A1	MvSl-1064-A1-R4_A1g01278	faBlack	6	53.6667	322	hemi
A1	MvSl-1064-A1-R4_A1g01279	faBlack	4	75.5	302	hemi
A1	MvSl-1064-A1-R4_A1g01280	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01281	faBlack	1	157	157	hemi
A1	MvSl-1064-A1-R4_A1g01283	faBlack	4	59.5	238	hemi
A1	MvSl-1064-A1-R4_A1g01284	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01285	faBlack	3	82.6667	248	hemi
A1	MvSl-1064-A1-R4_A1g01286	faBlack	1	88	88	hemi
A1	MvSl-1064-A1-R4_A1g01292	faBlack	5	78.8	394	hemi
A1	MvSl-1064-A1-R4_A1g01293	faBlack	1	164	164	hemi
A1	MvSl-1064-A1-R4_A1g01294	faBlack	4	124.25	497	hemi
A1	MvSl-1064-A1-R4_A1g01295	faBlack	2	69	138	hemi
A1	MvSl-1064-A1-R4_A1g01296	faBlack	6	61.1667	367	hemi
A1	MvSl-1064-A1-R4_A1g01297	faBlack	3	78.6667	236	hemi
A1	MvSl-1064-A1-R4_A1g01298	faBlack	1	60	60	hemi
A1	MvSl-1064-A1-R4_A1g01299	faBlack	18	102.333	1842	hemi
A1	MvSl-1064-A1-R4_A1g01300	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01301	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01303	faBlack	5	91	455	hemi
A1	MvSl-1064-A1-R4_A1g01304	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01305	faBlack	3	138.667	416	hemi
A1	MvSl-1064-A1-R4_A1g01306	faBlack	3	103.333	310	hemi
A1	MvSl-1064-A1-R4_A1g01307	faBlack	3	81	243	hemi
A1	MvSl-1064-A1-R4_A1g01308	faBlack	2	62.5	125	hemi
A1	MvSl-1064-A1-R4_A1g01309	faBlack	1	109	109	hemi
A1	MvSl-1064-A1-R4_A1g01310	faBlack	3	135	405	hemi
A1	MvSl-1064-A1-R4_A1g01311	faBlack	4	73.5	294	hemi
A1	MvSl-1064-A1-R4_A1g01312	faBlack	3	106.667	320	hemi
A1	MvSl-1064-A1-R4_A1g01313	faBlack	2	150.5	301	hemi
A1	MvSl-1064-A1-R4_A1g01314	faBlack	4	57.25	229	hemi
A1	MvSl-1064-A1-R4_A1g01315	faBlack	1	64	64	hemi
A1	MvSl-1064-A1-R4_A1g01316	faBlack	6	87	522	hemi
A1	MvSl-1064-A1-R4_A1g01318	faBlack	1	59	59	hemi
A1	MvSl-1064-A1-R4_A1g01319	faBlack	3	84	252	hemi
A1	MvSl-1064-A1-R4_A1g01320	faBlack	13	95	1235	hemi
A1	MvSl-1064-A1-R4_A1g01321	faBlack	8	80.5	644	hemi
A1	MvSl-1064-A1-R4_A1g01322	faBlack	5	59	295	hemi
A1	MvSl-1064-A1-R4_A1g01323	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01324	faBlack	4	91.75	367	hemi
A1	MvSl-1064-A1-R4_A1g01325	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01326	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01327	faBlack	4	96.25	385	hemi
A1	MvSl-1064-A1-R4_A1g01329	faBlack	2	55.5	111	hemi
A1	MvSl-1064-A1-R4_A1g01330	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01332	faBlack	1	56	56	hemi
A1	MvSl-1064-A1-R4_A1g01333	faBlack	1	138	138	hemi
A1	MvSl-1064-A1-R4_A1g01334	faBlack	1	75	75	hemi
A1	MvSl-1064-A1-R4_A1g01335	faBlack	14	106.929	1497	hemi
A1	MvSl-1064-A1-R4_A1g01336	faBlack	7	83.2857	583	hemi
A1	MvSl-1064-A1-R4_A1g01337	faBlack	2	201	402	hemi
A1	MvSl-1064-A1-R4_A1g01338	faBlack	2	176	352	hemi
A1	MvSl-1064-A1-R4_A1g01339	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01340	faBlack	5	66.4	332	hemi
A1	MvSl-1064-A1-R4_A1g01341	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01342	faBlack	5	65.8	329	hemi
A1	MvSl-1064-A1-R4_A1g01343	faBlack	5	110.4	552	hemi
A1	MvSl-1064-A1-R4_A1g01344	faBlack	3	146	438	hemi
A1	MvSl-1064-A1-R4_A1g01345	faBlack	1	51	51	hemi
A1	MvSl-1064-A1-R4_A1g01349	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01352	faBlack	1	117	117	hemi
A1	MvSl-1064-A1-R4_A1g01353	faBlack	2	58	116	hemi
A1	MvSl-1064-A1-R4_A1g01354	faBlack	1	77	77	hemi
A1	MvSl-1064-A1-R4_A1g01355	faBlack	14	68.2857	956	hemi
A1	MvSl-1064-A1-R4_A1g01356	faBlack	1	109	109	hemi
A1	MvSl-1064-A1-R4_A1g01360	faBlack	1	192	192	hemi
A1	MvSl-1064-A1-R4_A1g01361	faBlack	2	157	314	hemi
A1	MvSl-1064-A1-R4_A1g01362	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01363	faBlack	2	88	176	hemi
A1	MvSl-1064-A1-R4_A1g01364	faBlack	2	43.5	87	hemi
A1	MvSl-1064-A1-R4_A1g01365	faBlack	3	73.6667	221	hemi
A1	MvSl-1064-A1-R4_A1g01370	faBlack	1	66	66	hemi
A1	MvSl-1064-A1-R4_A1g01371	faBlack	4	55.75	223	hemi
A1	MvSl-1064-A1-R4_A1g01372	faBlack	7	117.429	822	hemi
A1	MvSl-1064-A1-R4_A1g01373	faBlack	3	51.3333	154	hemi
A1	MvSl-1064-A1-R4_A1g01374	faBlack	1	165	165	hemi
A1	MvSl-1064-A1-R4_A1g01377	faBlack	1	385	385	hemi
A1	MvSl-1064-A1-R4_A1g01379	faBlack	5	85.8	429	hemi
A1	MvSl-1064-A1-R4_A1g01380	faBlack	1	74	74	hemi
A1	MvSl-1064-A1-R4_A1g01381	faBlack	5	76.4	382	hemi
A1	MvSl-1064-A1-R4_A1g01382	faBlack	2	83.5	167	hemi
A1	MvSl-1064-A1-R4_A1g01386	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01387	faBlack	12	74.9167	899	hemi
A1	MvSl-1064-A1-R4_A1g01390	faBlack	3	86.6667	260	hemi
A1	MvSl-1064-A1-R4_A1g01391	faBlack	3	98.6667	296	hemi
A1	MvSl-1064-A1-R4_A1g01394	faBlack	3	63	189	hemi
A1	MvSl-1064-A1-R4_A1g01395	faBlack	1	140	140	hemi
A1	MvSl-1064-A1-R4_A1g01396	faBlack	2	308	616	hemi
A1	MvSl-1064-A1-R4_A1g01397	faBlack	1	82	82	hemi
A1	MvSl-1064-A1-R4_A1g01398	faBlack	1	89	89	hemi
A1	MvSl-1064-A1-R4_A1g01399	faBlack	6	76.8333	461	hemi
A1	MvSl-1064-A1-R4_A1g01400	faBlack	1	40	40	hemi
A1	MvSl-1064-A1-R4_A1g01401	faBlack	3	59	177	hemi
A1	MvSl-1064-A1-R4_A1g01402	faBlack	2	147.5	295	hemi
A1	MvSl-1064-A1-R4_A1g01403	faBlack	1	130	130	hemi
A1	MvSl-1064-A1-R4_A1g01408	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01409	faBlack	10	112.3	1123	hemi
A1	MvSl-1064-A1-R4_A1g01410	faBlack	2	62	124	hemi
A1	MvSl-1064-A1-R4_A1g01411	faBlack	3	86.6667	260	hemi
A1	MvSl-1064-A1-R4_A1g01412	faBlack	4	135.25	541	hemi
A1	MvSl-1064-A1-R4_A1g01414	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01416	faBlack	5	121	605	hemi
A1	MvSl-1064-A1-R4_A1g01417	faBlack	2	59.5	119	hemi
A1	MvSl-1064-A1-R4_A1g01419	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01420	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01421	faBlack	1	68	68	hemi
A1	MvSl-1064-A1-R4_A1g01422	faBlack	2	80	160	hemi
A1	MvSl-1064-A1-R4_A1g01423	faBlack	2	46.5	93	hemi
A1	MvSl-1064-A1-R4_A1g01424	faBlack	2	58.5	117	hemi
A1	MvSl-1064-A1-R4_A1g01425	faBlack	1	43	43	hemi
A1	MvSl-1064-A1-R4_A1g01426	faBlack	2	174.5	349	hemi
A1	MvSl-1064-A1-R4_A1g01427	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01428	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01429	faBlack	3	147.333	442	hemi
A1	MvSl-1064-A1-R4_A1g01430	faBlack	1	68	68	hemi
A1	MvSl-1064-A1-R4_A1g01433	faBlack	1	75	75	hemi
A1	MvSl-1064-A1-R4_A1g01434	faBlack	4	86	344	hemi
A1	MvSl-1064-A1-R4_A1g01435	faBlack	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01436	faBlack	2	83.5	167	hemi
A1	MvSl-1064-A1-R4_A1g01437	faBlack	1	74	74	hemi
A1	MvSl-1064-A1-R4_A1g01438	faBlack	6	73.5	441	hemi
A1	MvSl-1064-A1-R4_A1g01439	faBlack	5	74.6	373	hemi
A1	MvSl-1064-A1-R4_A1g00376	hColor	2	134	268	hemi
A1	MvSl-1064-A1-R4_A1g00377	hColor	4	116	464	hemi
A1	MvSl-1064-A1-R4_A1g00378	hColor	1	59	59	hemi
A1	MvSl-1064-A1-R4_A1g00001	bPAR	1	89	89	hemi
A1	MvSl-1064-A1-R4_A1g00012	bPAR	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01449	bPAR	1	0	0	hemi
A1	MvSl-1064-A1-R4_A1g01514	bPAR	5	226.4	1132	hemi
A1	MvSl-1064-A1-R4_A1g01517	bPAR	6	79.1667	475	hemi
A1	MvSl-1064-A1-R4_C35g01607	aAutosome	2	55.5	111	hemi
A1	MvSl-1064-A1-R4_C35g01608	aAutosome	1	54	54	hemi
A1	MvSl-1064-A1-R4_C35g01610	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C36g01612	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C36g01619	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C36g01624	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C36g01625	aAutosome	1	47	47	hemi
A1	MvSl-1064-A1-R4_C37g01626	aAutosome	11	151.818	1670	hemi
A1	MvSl-1064-A1-R4_C37g01630	aAutosome	4	95	380	hemi
A1	MvSl-1064-A1-R4_C37g01631	aAutosome	3	65	195	hemi
A1	MvSl-1064-A1-R4_C38g01632	aAutosome	1	46	46	hemi
A1	MvSl-1064-A1-R4_C38g01633	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C38g01634	aAutosome	1	45	45	hemi
A1	MvSl-1064-A1-R4_C38g01635	aAutosome	3	120	360	hemi
A1	MvSl-1064-A1-R4_C38g01636	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C38g01637	aAutosome	5	95	475	hemi
A1	MvSl-1064-A1-R4_C38g01638	aAutosome	2	192.5	385	hemi
A1	MvSl-1064-A1-R4_C38g01639	aAutosome	12	78.25	939	hemi
A1	MvSl-1064-A1-R4_C38g01640	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C38g01641	aAutosome	1	54	54	hemi
A1	MvSl-1064-A1-R4_C38g01642	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C39g01643	aAutosome	8	68.75	550	hemi
A1	MvSl-1064-A1-R4_C39g01644	aAutosome	1	53	53	hemi
A1	MvSl-1064-A1-R4_C39g01645	aAutosome	3	178	534	hemi
A1	MvSl-1064-A1-R4_C39g01649	aAutosome	3	113.667	341	hemi
A1	MvSl-1064-A1-R4_MC09-1g08918	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC09-1g08919	aAutosome	5	84.2	421	hemi
A1	MvSl-1064-A1-R4_MC09-2g08920	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC09-2g08921	aAutosome	6	88	528	hemi
A1	MvSl-1064-A1-R4_MC09-2g08972	aAutosome	1	95	95	hemi
A1	MvSl-1064-A1-R4_MC09-2g09100	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC09-2g09130	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC09-2g09243	aAutosome	1	40	40	hemi
A1	MvSl-1064-A1-R4_MC09-2g09259	aAutosome	1	262	262	hemi
A1	MvSl-1064-A1-R4_MC09-2g09265	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC09-2g09544	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC09-2g09581	aAutosome	1	45	45	hemi
A1	MvSl-1064-A1-R4_MC09-2g09583	aAutosome	2	65.5	131	hemi
A1	MvSl-1064-A1-R4_MC04-1g05353	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g05355	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g05387	aAutosome	2	83.5	167	hemi
A1	MvSl-1064-A1-R4_MC04-1g05399	aAutosome	1	45	45	hemi
A1	MvSl-1064-A1-R4_MC04-1g05503	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g05509	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g05510	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g05545	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g05829	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC04-1g06075	aAutosome	7	101.571	711	hemi
A1	MvSl-1064-A1-R4_MC04-1g06076	aAutosome	22	89.9091	1978	hemi
A1	MvSl-1064-A1-R4_MC04-1g06077	aAutosome	10	85.8	858	hemi
A1	MvSl-1064-A1-R4_C40g01650	aAutosome	7	126.143	883	hemi
A1	MvSl-1064-A1-R4_C40g01651	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C40g01655	aAutosome	1	291	291	hemi
A1	MvSl-1064-A1-R4_MC04-2g06078	aAutosome	4	62.5	250	hemi
A1	MvSl-1064-A1-R4_MC04-2g06079	aAutosome	2	87.5	175	hemi
A1	MvSl-1064-A1-R4_MC04-2g06080	aAutosome	6	129	774	hemi
A1	MvSl-1064-A1-R4_MC04-2g06081	aAutosome	4	91.5	366	hemi
A1	MvSl-1064-A1-R4_MC04-2g06084	aAutosome	3	104.333	313	hemi
A1	MvSl-1064-A1-R4_MC04-2g06111	aAutosome	2	67	134	hemi
A1	MvSl-1064-A1-R4_C41g01656	aAutosome	2	79	158	hemi
A1	MvSl-1064-A1-R4_C41g01657	aAutosome	1	63	63	hemi
A1	MvSl-1064-A1-R4_C41g01658	aAutosome	2	66	132	hemi
A1	MvSl-1064-A1-R4_C41g01659	aAutosome	1	41	41	hemi
A1	MvSl-1064-A1-R4_C41g01661	aAutosome	5	158	790	hemi
A1	MvSl-1064-A1-R4_C41g01662	aAutosome	1	289	289	hemi
A1	MvSl-1064-A1-R4_C41g01663	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C41g01664	aAutosome	4	82.5	330	hemi
A1	MvSl-1064-A1-R4_C42g01665	aAutosome	3	99	297	hemi
A1	MvSl-1064-A1-R4_C42g01666	aAutosome	12	98.75	1185	hemi
A1	MvSl-1064-A1-R4_C42g01667	aAutosome	1	111	111	hemi
A1	MvSl-1064-A1-R4_C42g01668	aAutosome	4	90.25	361	hemi
A1	MvSl-1064-A1-R4_C42g01669	aAutosome	4	74	296	hemi
A1	MvSl-1064-A1-R4_C42g01670	aAutosome	4	178.25	713	hemi
A1	MvSl-1064-A1-R4_C43g01671	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C44g01673	aAutosome	3	99.3333	298	hemi
A1	MvSl-1064-A1-R4_C44g01674	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C44g01675	aAutosome	1	139	139	hemi
A1	MvSl-1064-A1-R4_C44g01676	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C44g01677	aAutosome	3	49.6667	149	hemi
A1	MvSl-1064-A1-R4_C44g01678	aAutosome	1	50	50	hemi
A1	MvSl-1064-A1-R4_C44g01679	aAutosome	1	128	128	hemi
A1	MvSl-1064-A1-R4_C44g01681	aAutosome	3	69	207	hemi
A1	MvSl-1064-A1-R4_C44g01682	aAutosome	10	108.8	1088	hemi
A1	MvSl-1064-A1-R4_C44g01683	aAutosome	5	151.6	758	hemi
A1	MvSl-1064-A1-R4_C45g01684	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C46g01686	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C48g01689	aAutosome	1	92	92	hemi
A1	MvSl-1064-A1-R4_C48g01690	aAutosome	3	61	183	hemi
A1	MvSl-1064-A1-R4_C48g01691	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_C48g01692	aAutosome	3	57.6667	173	hemi
A1	MvSl-1064-A1-R4_C48g01693	aAutosome	4	76.25	305	hemi
A1	MvSl-1064-A1-R4_C48g01694	aAutosome	4	130.25	521	hemi
A1	MvSl-1064-A1-R4_C48g01695	aAutosome	1	65	65	hemi
A1	MvSl-1064-A1-R4_C48g01696	aAutosome	1	80	80	hemi
A1	MvSl-1064-A1-R4_MC10-1g09584	aAutosome	2	117.5	235	hemi
A1	MvSl-1064-A1-R4_MC10-1g09585	aAutosome	5	60.4	302	hemi
A1	MvSl-1064-A1-R4_MC10-1g09586	aAutosome	7	59.7143	418	hemi
A1	MvSl-1064-A1-R4_MC10-1g09616	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-1g09624	aAutosome	1	58	58	hemi
A1	MvSl-1064-A1-R4_MC10-1g09773	aAutosome	2	364.5	729	hemi
A1	MvSl-1064-A1-R4_MC10-1g09780	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-1g09807	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-1g09853	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-1g09855	aAutosome	4	219	876	hemi
A1	MvSl-1064-A1-R4_MC10-1g09856	aAutosome	3	78.6667	236	hemi
A1	MvSl-1064-A1-R4_MC10-2g09857	aAutosome	2	338.5	677	hemi
A1	MvSl-1064-A1-R4_MC10-2g09862	aAutosome	1	48	48	hemi
A1	MvSl-1064-A1-R4_MC10-2g09866	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g09900	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g09912	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g09919	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g10120	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g10129	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g10131	aAutosome	1	81	81	hemi
A1	MvSl-1064-A1-R4_MC10-2g10141	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC10-2g10153	aAutosome	1	81	81	hemi
A1	MvSl-1064-A1-R4_MC01-1g01793	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g01920	aAutosome	2	88.5	177	hemi
A1	MvSl-1064-A1-R4_MC01-1g02096	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02172	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02187	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02260	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02340	aAutosome	4	65.75	263	hemi
A1	MvSl-1064-A1-R4_MC01-1g02361	aAutosome	3	90.6667	272	hemi
A1	MvSl-1064-A1-R4_MC01-1g02377	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02391	aAutosome	2	79.5	159	hemi
A1	MvSl-1064-A1-R4_MC01-1g02581	aAutosome	2	126	252	hemi
A1	MvSl-1064-A1-R4_MC01-1g02587	aAutosome	1	47	47	hemi
A1	MvSl-1064-A1-R4_MC01-1g02797	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02887	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02890	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02891	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02894	aAutosome	2	49.5	99	hemi
A1	MvSl-1064-A1-R4_MC01-1g02895	aAutosome	1	131	131	hemi
A1	MvSl-1064-A1-R4_MC01-1g02905	aAutosome	1	45	45	hemi
A1	MvSl-1064-A1-R4_MC01-1g02906	aAutosome	1	46	46	hemi
A1	MvSl-1064-A1-R4_MC01-1g02908	aAutosome	2	196	392	hemi
A1	MvSl-1064-A1-R4_MC01-1g02913	aAutosome	1	45	45	hemi
A1	MvSl-1064-A1-R4_MC01-1g02917	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02918	aAutosome	1	0	0	hemi
A1	MvSl-1064-A1-R4_MC01-1g02919	aAutosome	3	92.3333	277	hemi
A1	MvSl-1064-A1-R4_MC01-1g02922	aAutosome	1	45	45	hemi
