gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	averagewater	averagedi	log2ratio_waterdi	averagerich	log2ratio_richdi	log2ratio_waterrich
MvSl-1064-A1-R4_A1g00851	MvSl-1064-A1-R4_A1	MAT	1831350	1832590	7.199416438	0.799906109	0.66412012	-0.135785989	0.079143995	0.134494679	0.780379626	0.154347209	0.306856791	0.901175489	7.525377981	7.666003995	7.023919608	6.694639259	6.824298121	7.112654029	7.595690988	6.968476075	0.124338024	6.859279434	-0.02278616	0.147124185
MvSl-1064-A1-R4_A1g01312	MvSl-1064-A1-R4_A1	MAT	2907934	2908910	10.59928451	0.71091485	0.53158179	-0.17933306	0.024199805	0.089510735	0.572179601	0.058628394	0.233722475	0.709563093	10.77295922	11.15562953	10.17581493	10.3580364	10.15760593	10.68651956	10.96429437	10.42206275	0.073172122	10.26692567	-0.021636601	0.094808723
MvSl-1064-A1-R4_A1g01040	MvSl-1064-A1-R4_A1	MAT	2240446	2241586	9.047787651	-0.631074195	-0.727780601	-0.096706406	0.099416076	0.055714303	0.79745368	0.18506953	0.170837026	0.918635367	8.778368676	8.341281745	9.534072805	8.76501663	9.127766796	9.429467295	8.55982521	9.278617046	-0.116328454	9.149544718	-0.020209835	-0.096118619
MvSl-1064-A1-R4_A1g00255	MvSl-1064-A1-R4_A1	MAT	585329	585682	10.61583388	-1.148479049	-1.23209898	-0.083619931	0.000831689	0.000335109	0.803264675	0.002983924	0.002282624	0.923066986	9.905695335	9.542513795	10.37624947	11.2391872	10.93842739	10.97545187	9.724104565	10.95693963	-0.172207585	10.80771834	-0.019782915	-0.15242467
MvSl-1064-A1-R4_A1g00730	MvSl-1064-A1-R4_A1	MAT	1546423	1546587	9.357296471	0.42735264	0.314797865	-0.112554775	0.220592882	0.362900301	0.750498706	0.337715488	0.568543805	0.868803921	9.302711429	9.825545691	9.303031085	9.021073807	9.458019671	9.076186123	9.56412856	9.267102897	0.045515132	9.162052446	-0.01644757	0.061962702
MvSl-1064-A1-R4_A1g00707	MvSl-1064-A1-R4_A1	MAT	1509442	1510748	13.52542497	0.526657406	0.335707503	-0.190949903	0.193893646	0.406643537	0.637018235	0.306415563	0.599129977	0.769662135	13.55089983	14.00508322	12.91506603	13.55353108	12.90464414	13.8600425	13.77799152	13.38234332	0.042034833	13.23429856	-0.016049031	0.058083864
MvSl-1064-A1-R4_A1g01145	MvSl-1064-A1-R4_A1	MAT	2531392	2532409	8.282238598	0.55625134	0.466937984	-0.089313356	0.117030447	0.181703879	0.808854444	0.208236612	0.379559213	0.924967369	8.672007144	8.487671956	8.040888507	8.055627335	8.159884366	8.109459387	8.57983955	8.134671876	0.076866514	8.048257921	-0.015407614	0.092274129
MvSl-1064-A1-R4_A1g00177	MvSl-1064-A1-R4_A1	MAT	384291	384480	5.976501999	-0.010791095	-0.082723022	-0.071931927	0.9858683	0.889691737	0.908065386	1	0.996907187	1	5.892484755	6.01230303	5.89753088	6.013178253	5.976323456	6.055469362	5.952393893	6.015896409	-0.015309726	5.955354566	-0.01459232	-0.000717407
MvSl-1064-A1-R4_A1g00676	MvSl-1064-A1-R4_A1	MAT	1456305	1457669	13.01225507	1.623020199	1.492429928	-0.13059027	8.38E-06	3.87E-05	0.714509512	4.92E-05	0.000343385	0.839616913	13.34996181	14.21583782	12.1540982	12.2944784	12.1318152	12.55006925	13.78289981	12.34094222	0.159426904	12.2242883	-0.013702074	0.173128978
MvSl-1064-A1-R4_A1g00140	MvSl-1064-A1-R4_A1	MAT	312988	313287	5.287908727	-0.368997661	-0.414828247	-0.045830586	0.628678288	0.577060044	0.951035277	0.779627428	0.771520187	1	4.817463838	5.373548278	5.694199524	5.004101533	5.601942769	5.192025128	5.095506058	5.396983949	-0.082927962	5.349150529	-0.012843594	-0.070084368
MvSl-1064-A1-R4_A1g01171	MvSl-1064-A1-R4_A1	MAT	2591589	2591786	9.016615057	-0.793077382	-0.855855161	-0.062777779	0.02356795	0.013986949	0.854118767	0.057692377	0.053034792	0.964989953	8.596477144	8.262111108	9.027799878	9.371813649	9.127766796	9.404178879	8.429294126	9.265972837	-0.136530629	9.199806764	-0.010338895	-0.126191734
MvSl-1064-A1-R4_A1g00687	MvSl-1064-A1-R4_A1	MAT	1475482	1475739	3.879280158	-2.463038245	-2.365455321	0.097582924	0.196997098	0.209897922	0.953057039	0.307603443	0.392911021	1	3.654595526	3.654595526	3.654595526	4.254944124	4.306581242	3.654595526	3.654595526	3.980588384	-0.123269952	3.954769825	-0.009387966	-0.113881986
MvSl-1064-A1-R4_A1g00138	MvSl-1064-A1-R4_A1	MAT	309330	310429	6.353049719	0.228097176	0.143456143	-0.084641033	0.727820425	0.823733742	0.89962398	0.872953649	0.967841855	1	5.760292726	6.933992465	6.234288018	6.277719909	5.976323456	6.591881593	6.347142595	6.284102525	0.014400536	6.256003963	-0.006465292	0.020865828
MvSl-1064-A1-R4_A1g00640	MvSl-1064-A1-R4_A1	MAT	1385517	1385865	12.31237857	0.158434021	0.137201467	-0.021232554	0.623687996	0.670745172	0.947647095	0.775485074	0.861339429	1	12.09380298	12.66776199	11.92906036	12.51234741	12.34633863	12.19390903	12.38078249	12.27012383	0.012952689	12.22070388	-0.005822425	0.018775115
MvSl-1064-A1-R4_A1g01268	MvSl-1064-A1-R4_A1	MAT	2811451	2812801	13.24735575	0.462764887	0.426717551	-0.036047336	0.139756916	0.172976106	0.908372735	0.234591966	0.36901764	1	13.55152493	13.50308543	12.97807539	13.14728894	12.99260456	13.20209238	13.52730518	13.09734847	0.046599693	13.06268217	-0.003823614	0.050423307
MvSl-1064-A1-R4_A1g00747	MvSl-1064-A1-R4_A1	MAT	1576656	1577372	11.32572767	0.391182928	0.366676243	-0.024506685	0.143871336	0.169685453	0.927481311	0.240078183	0.365835609	1	11.62062966	11.50705728	11.21625869	11.13463845	11.17229721	11.22692045	11.56384347	11.19960883	0.046172642	11.17544857	-0.003115603	0.049288245
MvSl-1064-A1-R4_A1g00765	MvSl-1064-A1-R4_A1	MAT	1619782	1620310	7.046447687	1.087883351	1.082081553	-0.005801799	0.033190819	0.032179747	0.991784691	0.075495858	0.106440983	1	7.915548076	7.183551647	6.507124444	6.694639259	6.729663132	6.499382507	7.549549862	6.614522819	0.190753545	6.600881852	-0.002978307	0.193731851
MvSl-1064-A1-R4_A1g00717	MvSl-1064-A1-R4_A1	MAT	1524811	1525014	12.5743196	-3.05445541	-3.055104451	-0.000649041	1.22E-17	1.19E-17	0.998414679	6.39E-16	4.66E-16	1	9.686456321	10.31834492	12.78013746	13.31951592	13.01158349	13.13738258	10.00240062	13.07448304	-0.386407609	13.04982669	-0.002723256	-0.383684353
MvSl-1064-A1-R4_A1g00600	MvSl-1064-A1-R4_A1	MAT	1315222	1315416	6.215014322	2.349242576	1.485616474	-0.863626102	0.016700827	0.100656203	0.400809642	0.044280316	0.252986179	0.527676559	7.207733021	6.713659227	5.457434477	4.677613573	3.654595526	6.499382507	6.960696124	5.076989016	0.455258455	5.067524025	-0.002692115	0.457950571
MvSl-1064-A1-R4_A1g01344	MvSl-1064-A1-R4_A1	MAT	2982139	2983602	8.296031685	-0.28651372	-0.29947835	-0.01296463	0.478245305	0.456303664	0.974389445	0.617514542	0.649887036	1	7.642667263	8.464282024	8.203127824	8.531581766	8.595191391	8.170726668	8.053474644	8.382959029	-0.057848215	8.367354795	-0.002687968	-0.055160247
MvSl-1064-A1-R4_A1g00865	MvSl-1064-A1-R4_A1	MAT	1861713	1862835	9.074941224	1.665318005	1.519326706	-0.145991299	4.56E-05	0.000159018	0.728574777	0.000225434	0.001205455	0.846996999	9.996641444	9.788356343	8.348952753	8.190123655	7.692495676	8.869986978	9.892498894	8.281241327	0.25648796	8.269538204	-0.002040271	0.258528232
MvSl-1064-A1-R4_A1g00131	MvSl-1064-A1-R4_A1	MAT	292914	293328	9.936782106	-0.977486918	-0.991651279	-0.014164361	0.003218409	0.002742196	0.96515654	0.010031853	0.013018508	1	8.984998944	9.438329173	10.21439015	10.16736758	10.39966182	9.984447316	9.211664059	10.19205457	-0.145911204	10.19087886	-0.000166432	-0.145744772
MvSl-1064-A1-R4_A1g00105	MvSl-1064-A1-R4_A1	MAT	231277	231462	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00284	MvSl-1064-A1-R4_A1	MAT	657454	657684	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00304	MvSl-1064-A1-R4_A1	MAT	699726	700132	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00502	MvSl-1064-A1-R4_A1	MAT	1106962	1107159	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00556	MvSl-1064-A1-R4_A1	MAT	1234663	1235175	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00585	MvSl-1064-A1-R4_A1	MAT	1290966	1291154	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00597	MvSl-1064-A1-R4_A1	MAT	1309376	1309597	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00849	MvSl-1064-A1-R4_A1	MAT	1817637	1817837	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g00936	MvSl-1064-A1-R4_A1	MAT	2016690	2016863	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01012	MvSl-1064-A1-R4_A1	MAT	2182551	2182804	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01020	MvSl-1064-A1-R4_A1	MAT	2203721	2203939	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01058	MvSl-1064-A1-R4_A1	MAT	2285087	2285644	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01059	MvSl-1064-A1-R4_A1	MAT	2285930	2286521	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01060	MvSl-1064-A1-R4_A1	MAT	2286630	2286974	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01064	MvSl-1064-A1-R4_A1	MAT	2304630	2305166	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01066	MvSl-1064-A1-R4_A1	MAT	2307826	2308137	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01067	MvSl-1064-A1-R4_A1	MAT	2308377	2309237	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01073	MvSl-1064-A1-R4_A1	MAT	2324748	2325676	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01103	MvSl-1064-A1-R4_A1	MAT	2446283	2447342	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01107	MvSl-1064-A1-R4_A1	MAT	2462770	2462934	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01109	MvSl-1064-A1-R4_A1	MAT	2468524	2469262	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01118	MvSl-1064-A1-R4_A1	MAT	2490444	2490638	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01177	MvSl-1064-A1-R4_A1	MAT	2606644	2606831	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01276	MvSl-1064-A1-R4_A1	MAT	2824857	2826000	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01280	MvSl-1064-A1-R4_A1	MAT	2834986	2835285	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01286	MvSl-1064-A1-R4_A1	MAT	2846797	2847040	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01330	MvSl-1064-A1-R4_A1	MAT	2949586	2949744	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01419	MvSl-1064-A1-R4_A1	MAT	3174793	3174969	3.654595526	0	0	0	1	1	1	1	1	1	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	0	3.654595526	0	0
MvSl-1064-A1-R4_A1g01098	MvSl-1064-A1-R4_A1	MAT	2429621	2430005	3.767775837	2.162246033	2.162246033	0	0.285226118	0.270112354	1	0.412833194	0.463945933	1	4.153364272	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.903979899	3.654595526	0.095233881	3.654595526	0	0.095233881
MvSl-1064-A1-R4_A1g01211	MvSl-1064-A1-R4_A1	MAT	2686249	2686470	3.767775837	2.162246033	2.162246033	0	0.285226118	0.270112354	1	0.412833194	0.463945933	1	4.153364272	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.903979899	3.654595526	0.095233881	3.654595526	0	0.095233881
MvSl-1064-A1-R4_A1g01274	MvSl-1064-A1-R4_A1	MAT	2820776	2820979	3.767775837	2.162246033	2.162246033	0	0.285226118	0.270112354	1	0.412833194	0.463945933	1	4.153364272	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.903979899	3.654595526	0.095233881	3.654595526	0	0.095233881
MvSl-1064-A1-R4_A1g01420	MvSl-1064-A1-R4_A1	MAT	3175011	3175295	3.767775837	2.162246033	2.162246033	0	0.285226118	0.270112354	1	0.412833194	0.463945933	1	4.153364272	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	3.903979899	3.654595526	0.095233881	3.654595526	0	0.095233881
MvSl-1064-A1-R4_A1g00337	MvSl-1064-A1-R4_A1	MAT	762397	762732	3.769181771	2.162272444	2.162272444	0	0.285222288	0.270108587	1	0.412833194	0.463945933	1	3.654595526	4.198976763	3.654595526	3.654595526	3.654595526	3.654595526	3.926786144	3.654595526	0.103637286	3.654595526	0	0.103637286
MvSl-1064-A1-R4_A1g01026	MvSl-1064-A1-R4_A1	MAT	2215495	2216171	3.769181771	2.162272444	2.162272444	0	0.285222288	0.270108587	1	0.412833194	0.463945933	1	3.654595526	4.198976763	3.654595526	3.654595526	3.654595526	3.654595526	3.926786144	3.654595526	0.103637286	3.654595526	0	0.103637286
MvSl-1064-A1-R4_A1g01002	MvSl-1064-A1-R4_A1	MAT	2149810	2150010	3.872438737	2.991371251	2.991371251	0	0.130699723	0.118843154	1	0.223460737	0.279622749	1	4.523293559	3.654595526	3.654595526	3.654595526	3.654595526	3.654595526	4.088944542	3.654595526	0.162016752	3.654595526	0	0.162016752
MvSl-1064-A1-R4_A1g00898	MvSl-1064-A1-R4_A1	MAT	1936167	1936358	3.875219232	2.991374597	2.991374597	0	0.130699756	0.118843202	1	0.223460737	0.279622749	1	3.654595526	4.593287381	3.654595526	3.654595526	3.654595526	3.654595526	4.123941453	3.654595526	0.174312107	3.654595526	0	0.174312107
MvSl-1064-A1-R4_A1g01043	MvSl-1064-A1-R4_A1	MAT	2245051	2245491	4.576476815	5.293827712	5.293827712	0	0.000520375	0.000345316	1	0.002038135	0.002296205	1	5.452871206	5.373548278	3.654595526	3.654595526	3.654595526	3.654595526	5.413209742	3.654595526	0.566772544	3.654595526	0	0.566772544
MvSl-1064-A1-R4_A1g01410	MvSl-1064-A1-R4_A1	MAT	3157386	3158319	8.052354617	-0.220605092	-0.187531407	0.033073685	0.600766354	0.654748767	0.937756321	0.752960497	0.85099934	1	7.884130125	7.961600161	8.512673019	7.651562929	8.393894221	7.756710542	7.922865143	8.075302382	-0.027494037	8.082117974	0.001217128	-0.028711165
MvSl-1064-A1-R4_A1g01132	MvSl-1064-A1-R4_A1	MAT	2508711	2508875	7.741855095	-0.438952528	-0.492132661	-0.053180133	0.335512399	0.276140621	0.906121733	0.467925304	0.466856446	1	7.441528588	7.444851685	8.083190588	7.604160329	8.330815957	7.343033751	7.443190137	7.836924854	-0.074366573	7.843675459	0.00124218	-0.075608753
MvSl-1064-A1-R4_A1g00560	MvSl-1064-A1-R4_A1	MAT	1244603	1245911	9.793668348	-0.030324914	0.038291429	0.068616343	0.932398356	0.914572909	0.848728965	1	1	0.961211117	9.766173101	9.825545691	10.13617988	9.440896513	10.01441159	9.454320067	9.795859396	9.734365826	0.009085073	9.788538194	0.008006433	0.00107864
MvSl-1064-A1-R4_A1g00114	MvSl-1064-A1-R4_A1	MAT	258422	259176	11.43968112	0.517125174	0.580246958	0.063121784	0.084205634	0.052672248	0.833871227	0.162600947	0.163946733	0.946665403	11.40790394	12.07457281	11.27674678	11.25077711	11.27639841	11.12225081	11.74123837	11.19932461	0.06817285	11.26376195	0.008277018	0.059895832
MvSl-1064-A1-R4_A1g01072	MvSl-1064-A1-R4_A1	MAT	2323776	2324590	3.881326283	-2.46304335	-2.365455723	0.097587627	0.196996803	0.209898119	0.953055272	0.307603443	0.392911021	1	3.654595526	3.654595526	4.352605324	3.654595526	4.306581242	3.654595526	3.654595526	3.980588384	-0.123269952	4.003600425	0.008316299	-0.131586251
MvSl-1064-A1-R4_A1g01033	MvSl-1064-A1-R4_A1	MAT	2232046	2233807	10.30427759	0.001766469	0.069248232	0.067481763	0.995501374	0.825019362	0.830641902	1	0.967841855	0.945282552	10.39798706	10.25159766	10.4906748	10.14269676	10.47452649	10.00981743	10.32479236	10.24217196	0.011591082	10.31668578	0.010457895	0.001133187
MvSl-1064-A1-R4_A1g00615	MvSl-1064-A1-R4_A1	MAT	1344258	1345488	4.931129889	0.746560397	0.86052318	0.113962783	0.398254507	0.328014215	0.911553921	0.530253876	0.531609246	1	5.061691818	5.373548278	5.457434477	3.654595526	5.370628505	3.654595526	5.217620048	4.512612015	0.209429145	4.556015001	0.013809753	0.195619392
MvSl-1064-A1-R4_A1g01269	MvSl-1064-A1-R4_A1	MAT	2813503	2814534	13.92914628	0.250273336	0.388956123	0.138682787	0.486944609	0.280394056	0.700148114	0.625311383	0.470661451	0.830983872	13.9259317	14.31396691	13.75369245	14.00115898	13.59665061	13.87794933	14.1199493	13.73729997	0.039636435	13.87742571	0.014641496	0.024994938
MvSl-1064-A1-R4_A1g01134	MvSl-1064-A1-R4_A1	MAT	2511781	2512014	8.843742631	-0.162681976	-0.074725979	0.087955997	0.658211823	0.83880975	0.812218315	0.814104097	0.973433537	0.926559728	8.388299223	9.07122989	8.96131165	8.888862404	9.011903424	8.650983857	8.729764556	8.831443641	-0.016706544	8.925087027	0.015216948	-0.031923492
MvSl-1064-A1-R4_A1g01245	MvSl-1064-A1-R4_A1	MAT	2762335	2762856	11.70159481	-0.545262354	-0.430311811	0.114950544	0.084947184	0.173516805	0.715421957	0.162959903	0.36901764	0.839616913	10.93886603	11.68706335	11.82071869	11.98089633	11.58423876	11.9666207	11.31296469	11.77542973	-0.057802657	11.90080751	0.015279758	-0.073082415
MvSl-1064-A1-R4_A1g00445	MvSl-1064-A1-R4_A1	MAT	1004291	1004491	7.797570784	-0.215833047	-0.11988269	0.095950357	0.582022505	0.759338498	0.808372411	0.731418656	0.929398682	0.924967369	7.679736315	7.70643919	7.703932953	8.055627335	7.641422041	7.943839405	7.693087753	7.792630723	-0.018547687	7.879780144	0.016044926	-0.034592612
MvSl-1064-A1-R4_A1g01316	MvSl-1064-A1-R4_A1	MAT	2912763	2915681	12.55153044	0.083672956	0.23893949	0.155266535	0.78510849	0.436463598	0.613638334	0.911113557	0.633141639	0.749116927	12.48790898	12.80559343	12.77207866	12.34040238	12.56423892	12.25353285	12.6467512	12.40888588	0.027393231	12.55624052	0.017030979	0.010362252
MvSl-1064-A1-R4_A1g00550	MvSl-1064-A1-R4_A1	MAT	1224001	1224328	10.19766617	0.658583132	0.770899793	0.112316662	0.028607049	0.010434339	0.713823113	0.067226564	0.04086783	0.839616913	10.52563832	10.71997899	9.999286056	9.947605953	9.714272884	9.992953687	10.62280866	9.853613286	0.108440505	9.973446004	0.017439215	0.09100129
MvSl-1064-A1-R4_A1g01230	MvSl-1064-A1-R4_A1	MAT	2729331	2732646	13.08824722	0.287166574	0.4919168	0.204750226	0.359122793	0.116858626	0.51387885	0.490661956	0.279622749	0.64983998	13.38895745	13.27508468	13.18889012	12.88878192	12.98622235	12.68217791	13.33202107	12.83420013	0.054902117	13.03883602	0.022821701	0.032080416
MvSl-1064-A1-R4_A1g00236	MvSl-1064-A1-R4_A1	MAT	534384	537432	15.61785732	0.956935995	1.214967256	0.25803126	0.026209622	0.004993627	0.545700274	0.062243118	0.021532152	0.682125343	16.07834382	16.38919842	15.12710423	15.42796465	15.06547804	14.9883962	16.23377112	15.02693712	0.111447197	15.27753444	0.023860752	0.087586445
MvSl-1064-A1-R4_A1g00473	MvSl-1064-A1-R4_A1	MAT	1049682	1049876	3.977826717	-0.300807971	-0.203117036	0.097690935	0.853685772	0.899987162	0.95302364	0.965504109	0.996907187	1	3.654595526	4.198976763	4.352605324	3.654595526	3.654595526	4.215987328	3.926786144	3.935291427	-0.003121448	4.003600425	0.024827517	-0.027948965
MvSl-1064-A1-R4_A1g00451	MvSl-1064-A1-R4_A1	MAT	1014368	1014659	5.950553257	-0.791825872	-0.873992296	-0.082166424	0.306738601	0.253427202	0.912089414	0.435550279	0.454621317	1	5.452871206	5.561627799	6.377146352	5.860169451	6.824298121	5.192025128	5.507249503	6.008161624	-0.125591653	6.118657901	0.026291616	-0.151883269
MvSl-1064-A1-R4_A1g01232	MvSl-1064-A1-R4_A1	MAT	2735796	2735951	8.227710091	0.300347476	0.458339524	0.157992048	0.395632719	0.195971176	0.668300433	0.528259596	0.392911021	0.799239704	8.271741552	8.620566823	8.240989021	8.090445049	8.085406733	7.943839405	8.446154188	8.014623069	0.075659913	8.165717035	0.026944904	0.048715009
MvSl-1064-A1-R4_A1g01403	MvSl-1064-A1-R4_A1	MAT	3134871	3136287	8.410888625	0.311781358	0.489940218	0.178158861	0.40853061	0.195354924	0.648323253	0.542399397	0.392911021	0.781312639	8.812148577	8.464282024	8.631463243	8.019948513	8.362699804	7.97851941	8.638215301	8.170609607	0.080289554	8.325705878	0.027128872	0.053160682
MvSl-1064-A1-R4_A1g00760	MvSl-1064-A1-R4_A1	MAT	1612135	1612362	11.03068511	-1.228606669	-0.982785737	0.245820932	7.00E-05	0.00142121	0.416473896	0.000322413	0.007260532	0.546767405	9.966958561	10.42517555	11.66579807	11.15944628	11.21658906	11.16051045	10.19606705	11.18854976	-0.134010282	11.41262217	0.028607256	-0.162617538
MvSl-1064-A1-R4_A1g01391	MvSl-1064-A1-R4_A1	MAT	3108819	3109843	8.574962486	-0.5231845	-0.318954972	0.204229528	0.158988806	0.39172969	0.581417558	0.261275311	0.59542666	0.716488042	8.271741552	8.315371287	9.091358442	8.453491515	8.771810106	8.41817012	8.29355642	8.594990113	-0.051505093	8.772424979	0.029479725	-0.080984818
MvSl-1064-A1-R4_A1g00489	MvSl-1064-A1-R4_A1	MAT	1073222	1075732	13.42776109	0.140081077	0.42292685	0.282845773	0.672863377	0.203269207	0.394791281	0.830041436	0.392911021	0.521734675	13.42760792	13.76238706	13.2950608	13.61610297	13.2614117	13.09849625	13.59499749	13.17995397	0.044730553	13.45558188	0.029859449	0.014871104
MvSl-1064-A1-R4_A1g00296	MvSl-1064-A1-R4_A1	MAT	686455	687762	10.64707325	-0.676424551	-0.429230371	0.24719418	0.038041872	0.187835781	0.446063981	0.083942159	0.388578226	0.582361309	10.13653258	10.36960478	11.20672355	10.58863393	10.9063365	10.4225432	10.25306868	10.66443985	-0.056752426	10.89767874	0.031212676	-0.087965102
MvSl-1064-A1-R4_A1g00545	MvSl-1064-A1-R4_A1	MAT	1215794	1216564	7.958573966	1.678790262	1.886238416	0.207448154	3.21E-05	3.50E-06	0.650782886	0.00016768	4.01E-05	0.782270988	8.939874039	8.682688795	7.531342032	6.865190999	7.150793314	6.911977182	8.811281417	7.031385248	0.325542903	7.198266516	0.033840577	0.291702325
MvSl-1064-A1-R4_A1g01131	MvSl-1064-A1-R4_A1	MAT	2507858	2508665	10.57340436	-0.200298544	0.038760462	0.239059006	0.508897132	0.898494313	0.432898221	0.649950141	0.996907187	0.566746975	10.35279699	10.66461584	10.7022428	10.72783157	10.68462024	10.24163691	10.50870642	10.46312858	0.006270794	10.71503718	0.034322561	-0.028051767
