gida1	Up 	up5k	part8	youngold	haploid	DE
MvSl-1064-A1-R4_MC09-2g09317	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09318	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09319	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09320	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09321	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09323	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09324	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09326	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09327	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09331	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09333	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09334	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09336	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09337	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09338	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09339	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09342	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09343	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09346	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09347	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09348	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09349	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09350	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09354	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09356	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09359	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09361	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09362	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09363	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09365	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09366	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09367	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09368	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09369	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09370	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09373	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09374	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09375	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09377	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09378	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09381	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09383	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09384	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09385	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09387	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09388	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09391	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09395	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09396	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09398	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09400	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09403	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09404	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09406	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09410	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09411	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09413	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09415	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09416	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09418	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09420	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09421	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09422	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09423	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09424	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09427	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09428	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09429	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09430	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09432	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09433	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09434	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09435	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09436	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09440	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09441	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09444	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09445	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09446	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09447	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09449	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09450	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09454	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09455	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09459	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09460	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09461	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09462	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09465	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09469	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09470	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09473	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09474	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09477	k20	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09482	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09483	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09484	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09485	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09486	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09487	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09492	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09493	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09496	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09497	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09500	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09501	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09502	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09503	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09509	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09510	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09511	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09512	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09513	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09515	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09516	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09518	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09520	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09525	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09526	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09528	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09529	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09530	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09532	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09534	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09535	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09537	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09538	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09539	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09540	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09542	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09543	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09546	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09550	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09551	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09552	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09553	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09555	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09557	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09558	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09559	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09563	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC09-2g09564	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09587	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09588	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09591	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09593	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09595	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09596	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09598	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09600	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09602	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09605	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09606	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09608	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09609	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09610	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09611	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09613	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09615	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09627	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09628	k20	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09629	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09632	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09635	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09636	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09638	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09639	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09641	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09643	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09644	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09646	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09647	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09648	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09649	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09650	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09652	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09654	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09655	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09656	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09657	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09658	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09659	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09660	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09661	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09663	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09664	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09665	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09666	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09667	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09668	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09669	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09671	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09673	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09675	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09677	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09683	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09684	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09685	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09689	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09690	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09691	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09692	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09695	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09696	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09700	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09702	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09704	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09705	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09706	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09709	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09710	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09711	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09712	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09719	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09720	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09721	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09723	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09724	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09725	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09737	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09738	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09741	k20	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09742	k20	3	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09743	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09745	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09751	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09755	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09757	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09763	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09764	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09767	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09768	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09769	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09770	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09771	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09777	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09778	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09783	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09788	k20	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09789	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09791	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09792	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09797	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09798	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09799	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09800	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09803	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09806	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09808	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09811	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09812	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-1g09834	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09879	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09881	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09882	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09883	k20	2	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09884	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09887	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09889	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09890	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09891	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09892	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09893	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09894	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09895	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09898	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09901	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09902	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09903	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09905	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09906	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09907	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09910	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09913	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09914	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09917	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09921	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09922	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09925	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09928	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09930	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09931	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09932	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09934	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09937	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09938	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09939	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09940	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09944	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09945	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09946	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09947	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09948	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09949	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09951	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09952	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09953	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09955	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09957	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09958	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09959	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09960	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09961	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09968	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09969	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09972	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09976	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09978	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09979	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09981	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09983	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09984	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09990	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09993	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09995	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09997	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g09999	k20	1	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10000	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10001	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10002	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10004	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10005	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10008	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10009	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10011	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10013	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10014	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10015	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10017	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10018	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10019	k20	0	Auto	Auto	A1	NON
MvSl-1064-A1-R4_MC10-2g10021	k20	0	Auto	Auto	A1	NON
