gid	Down	downak5	part8	youngold	haploid	DE
MvSl-1064-A2-R4_MC10g09908	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09910	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09911	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09913	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09914	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09915	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09916	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09917	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09919	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09921	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09922	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09923	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09924	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09925	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09926	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09927	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09928	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09930	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09931	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09932	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09933	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09934	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09935	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09936	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09938	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09940	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09942	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09944	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09950	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09951	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09952	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09956	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09957	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09958	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09959	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09962	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09963	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09967	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09969	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09971	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09972	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09973	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09976	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09977	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09978	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09979	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09986	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09987	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09988	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09990	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09991	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g09992	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10004	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10005	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10008	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10009	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10010	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10012	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10018	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10022	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10024	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10030	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10031	dk20	13	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10034	dk20	13	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10035	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10036	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10037	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10038	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10044	dk20	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10045	dk20	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10050	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10055	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10056	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10058	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10059	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10064	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10065	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10066	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10067	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10070	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10073	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10075	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10078	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10079	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10101	dk20	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10143	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10145	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10146	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10147	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10148	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10151	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10153	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10154	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10155	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10156	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10157	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10158	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10159	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10162	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10165	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10166	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10167	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10169	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10170	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10171	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10174	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10177	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10178	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10181	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10185	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10186	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10189	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10192	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10194	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10195	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10196	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10198	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10201	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10202	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10203	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10204	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10208	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10209	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10210	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10211	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10212	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10213	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10215	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10216	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10217	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10219	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10221	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10222	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10223	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10224	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10225	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10232	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10233	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10236	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10240	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10242	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10243	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10245	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10247	dk20	5	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10248	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10254	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10257	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10259	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10261	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10263	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10264	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10265	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10266	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10268	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10269	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10272	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10273	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10275	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10277	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10278	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10279	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10281	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10282	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10283	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10285	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10286	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10291	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10293	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10294	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10296	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10297	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10299	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10300	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10302	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10304	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10305	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10306	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10307	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10309	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10310	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10311	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10316	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10317	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10319	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10323	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10324	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10325	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10326	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10327	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10329	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10332	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10333	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10334	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10335	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10336	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10337	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10338	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10344	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10345	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10346	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10348	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10349	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10350	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10351	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10353	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10354	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10355	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10356	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10357	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10358	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10359	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10361	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10363	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10366	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10367	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10369	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10370	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10371	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10376	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10378	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10379	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10383	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC10g10391	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10418	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10422	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10423	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10428	dk20	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10429	dk20	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10430	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10447	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10448	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10451	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10453	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10456	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10466	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10469	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10475	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10476	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10483	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10486	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10487	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10488	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10490	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10494	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10499	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10501	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10504	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10506	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10507	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10508	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10512	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10513	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10515	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10520	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10521	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10522	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10525	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10526	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10527	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10528	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10529	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10530	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10531	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10538	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10539	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10540	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10541	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10543	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10544	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10547	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10548	dk20	4	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10549	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10550	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10552	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10553	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10554	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10555	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10556	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10558	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10559	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10560	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10562	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10563	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10565	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10566	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10569	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10570	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10571	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10572	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10574	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10575	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10581	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10584	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10585	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10588	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10589	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10590	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10593	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10594	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10595	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10597	dk20	3	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10598	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10599	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10602	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10613	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10615	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10616	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10617	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10618	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10623	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10626	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10627	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10628	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10630	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10633	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10635	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10636	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10639	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10640	dk20	2	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10642	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10643	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10650	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10653	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10654	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10656	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10658	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10659	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10660	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10663	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10664	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10665	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10666	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10667	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10668	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10669	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10670	dk20	1	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10672	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10674	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10676	dk20	0	Auto	Auto	A2	NON
MvSl-1064-A2-R4_MC11g10677	dk20	0	Auto	Auto	A2	NON
