gida1	a1up5k	a1upto10k	a1upto15k	a1upto20k	a1down5k	a1downto10k	a1downto15k	a1downto20k	gida2	a2up5k	a2upto10k	a2upto15k	a2upto20k	a2down5k	a2downto10k	a2downto15k	a2downto20k	upk5diff	upk10diff	upk15diff	upk20diff	downk5diff	downk10diff	downk15diff	downk20diff	part8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_MC07g07987	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08252	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1111511	1112498	2.637762522	-0.257330827	0.453695452	0.999948201	2.698981676	2.279102672	2.604220918	2.895618404	NON
MvSl-1064-A1-R4_MC07g07991	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08256	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1122184	1122819	3.417262525	0.025076522	0.932858694	0.999948201	3.379257933	3.478341191	3.491650714	3.312551759	NON
MvSl-1064-A1-R4_MC07g07992	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08257	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1123124	1123801	3.22634257	0.075575039	0.802969772	0.999948201	3.183292379	3.339442528	3.167012106	3.210256195	NON
MvSl-1064-A1-R4_MC07g07993	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08258	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1124271	1124576	8.281655322	0.175213034	0.528840433	0.999948201	8.560310076	8.142851315	7.815437437	8.489448843	NON
MvSl-1064-A1-R4_MC07g07994	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1124680	1126462	5.814151862	0.137668858	0.554711465	0.999948201	5.611481758	6.108420331	5.869966366	5.605826551	NON
MvSl-1064-A1-R4_MC07g07995	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1126832	1128741	6.345889634	0.060605684	0.752811884	0.999948201	6.285746766	6.460639704	6.413279894	6.210294515	NON
MvSl-1064-A1-R4_MC07g07996	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1129171	1131373	7.427281898	0.008408358	0.966744774	0.999948201	7.465288858	7.396875463	7.512554869	7.327676107	NON
MvSl-1064-A1-R4_MC07g08000	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1137967	1140204	6.997088769	-0.066064875	0.720840774	0.999948201	7.011591081	6.914142256	6.994108993	7.064408503	NON
MvSl-1064-A1-R4_MC07g08001	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1141016	1142496	6.4524278	-0.017115625	0.926916695	0.999948201	6.496384264	6.389365914	6.452639498	6.469180359	NON
MvSl-1064-A1-R4_MC07g08002	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1142841	1145018	6.340822626	0.140490972	0.444736726	0.999948201	6.435124473	6.383190717	6.310734059	6.226108528	NON
MvSl-1064-A1-R4_MC07g08006	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1150453	1150659	7.508715547	0.096755044	0.627774985	0.999948201	7.587693436	7.524197024	7.489084957	7.429459382	NON
MvSl-1064-A1-R4_MC07g08007	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1150835	1151207	6.065548352	-0.109399134	0.580965156	0.999948201	6.113600103	5.898079961	6.063291044	6.172706747	NON
MvSl-1064-A1-R4_MC07g08009	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1153944	1160212	4.288978134	0.217053265	0.438231099	0.999948201	4.365143967	4.421300246	4.404359651	3.908147641	NON
MvSl-1064-A1-R4_MC07g08010	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1162597	1166758	6.003685189	-0.051746346	0.790107245	0.999948201	5.946815242	6.007653696	6.047557442	6.010709102	NON
MvSl-1064-A1-R4_MC07g08011	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1168352	1174029	7.024058305	0.02445549	0.895626287	0.999948201	7.005668272	7.066151841	7.062245681	6.959526967	NON
MvSl-1064-A1-R4_MC07g08012	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1174803	1175504	5.723300395	0.06639599	0.805637616	0.999948201	6.11139555	5.284305469	5.549473659	5.81779396	NON
MvSl-1064-A1-R4_MC07g08013	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1176339	1183257	2.926022256	-0.096621794	0.778724474	0.999948201	3.157882092	2.529682942	2.823326182	3.107757625	NON
MvSl-1064-A1-R4_MC07g08018	0	0	0	0	0	1	0	1	MvSl-1064-A2-R4_MC07g08283	0	0	0	0	0	3	0	1	0	0	0	0	0	-2	0	0	Auto	Auto	1198859	1200831	5.936309856	-0.036234135	0.870427947	0.999948201	6.109187623	5.697972369	5.809447363	6.085818227	NON
MvSl-1064-A1-R4_MC07g08019	0	0	0	0	0	1	1	0	MvSl-1064-A2-R4_MC07g08284	0	0	0	0	0	3	1	0	0	0	0	0	0	-2	0	0	Auto	Auto	1201208	1201542	5.578660064	-0.019129277	0.9255232	0.999948201	5.54115736	5.59639373	5.56889229	5.607169047	NON
MvSl-1064-A1-R4_MC07g08024	0	0	0	0	1	1	1	0	MvSl-1064-A2-R4_MC07g08289	0	0	0	0	3	1	2	0	0	0	0	0	-2	0	-1	0	Auto	Auto	1209166	1209714	9.22988872	-0.051117066	0.851537034	0.999948201	9.228816902	9.178960546	9.098320136	9.396703908	NON
MvSl-1064-A1-R4_MC07g08029	1	0	2	0	1	1	0	0	MvSl-1064-A2-R4_MC07g08294	2	0	4	0	2	1	0	0	-1	0	-2	0	-1	0	0	0	Auto	Auto	1213097	1213870	0.775576147	0.219069968	0.616369828	0.999948201	0.921629069	0.835762276	0.712061354	0.630114729	NON
MvSl-1064-A1-R4_MC07g08030	1	0	1	1	1	0	0	0	MvSl-1064-A2-R4_MC07g08295	2	0	1	3	1	0	0	0	-1	0	0	-2	0	0	0	0	Auto	Auto	1214060	1216150	8.768220061	0.160273434	0.521727352	0.999948201	8.904657306	8.785150162	8.655621129	8.715550825	NON
MvSl-1064-A1-R4_MC07g08034	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08299	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1223411	1223683	5.926441198	-0.023921841	0.904633518	0.999948201	5.849647353	5.976349867	5.908583614	5.967460124	NON
MvSl-1064-A1-R4_MC07g08035	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08300	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1223857	1228011	5.817681186	-0.118834247	0.617356182	0.999948201	6.017979628	5.43859911	5.775226152	5.969549266	NON
MvSl-1064-A1-R4_MC07g08036	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08301	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1228233	1229562	4.733172406	0.030211262	0.936657638	0.999948201	5.269855045	3.924662828	4.350878083	5.010847731	NON
MvSl-1064-A1-R4_MC07g08037	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC07g08302	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1229862	1232054	4.463596573	-0.137321408	0.655671908	0.999948201	4.760777316	3.900159438	4.425817913	4.627338844	NON
MvSl-1064-A1-R4_MC07g08038	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC07g08303	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1232142	1232833	2.560326783	0.21786341	0.598401625	0.999948201	3.132016215	1.975656489	2.225075556	2.64681715	NON
MvSl-1064-A1-R4_MC07g08039	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC07g08304	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1233209	1235036	6.500656431	0.114786128	0.53375473	0.999948201	6.557579503	6.556266028	6.435362738	6.449107877	NON
MvSl-1064-A1-R4_MC07g08040	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1236595	1238728	3.790352025	0.024511435	0.932320914	0.999948201	3.80736972	3.797759162	3.624846978	3.916835025	NON
MvSl-1064-A1-R4_MC07g08041	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1239126	1243563	3.465600232	0.006538715	0.982556924	0.999948201	3.512201624	3.424375623	3.351316996	3.565525908	NON
MvSl-1064-A1-R4_MC07g08042	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1243912	1245762	4.679946578	0.122380262	0.611788939	0.999948201	4.658794599	4.816489855	4.663715765	4.570663921	NON
MvSl-1064-A1-R4_MC07g08043	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1247747	1249206	6.564053239	0.018018282	0.929782249	0.999948201	6.410231907	6.719213484	6.690296617	6.405792694	NON
MvSl-1064-A1-R4_MC07g08044	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1249753	1250281	3.937987288	-0.151958868	0.610624614	0.999948201	3.640052069	4.050236672	4.181007953	3.818269293	NON
MvSl-1064-A1-R4_MC07g08047	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1257078	1258189	8.576956053	0.05868084	0.830380047	0.999948201	8.743356134	8.454198651	8.22296948	8.811990614	NON
MvSl-1064-A1-R4_MC07g08052	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1269823	1272251	6.067705984	-0.108797695	0.576716758	0.999948201	6.019156058	6.005358044	6.03165036	6.20498442	NON
MvSl-1064-A1-R4_MC07g08053	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1272613	1275015	7.305416453	0.160410833	0.460603437	0.999948201	7.190887973	7.553167826	7.368019314	7.061962955	NON
MvSl-1064-A1-R4_MC07g08056	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1278018	1279929	5.690738128	-0.002018479	0.992184203	0.999948201	5.631619937	5.745512208	5.715493178	5.66761114	NON
MvSl-1064-A1-R4_MC07g08058	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1281090	1282370	7.794643337	-0.041573741	0.84975571	0.999948201	7.896651704	7.639338274	7.688352103	7.93189983	NON
MvSl-1064-A1-R4_MC07g08060	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1285657	1291930	6.83984111	-0.054165226	0.770352438	0.999948201	6.704486253	6.912918022	6.882693352	6.850392118	NON
MvSl-1064-A1-R4_MC07g08064	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1300787	1302803	5.642533761	-0.033453797	0.885041092	0.999948201	5.396566144	5.823160398	5.794207117	5.510040661	NON
MvSl-1064-A1-R4_MC07g08066	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1305828	1307606	5.156329505	-0.206955817	0.429122742	0.999948201	5.30307436	4.741233608	5.038767557	5.443960665	NON
MvSl-1064-A1-R4_MC07g08067	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC07g08332	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	Auto	Auto	1307941	1311138	3.734256392	0.094829537	0.836329727	0.999948201	4.368840036	2.775805634	3.174275095	4.064875924	NON
MvSl-1064-A1-R4_MC07g08068	0	0	0	0	0	0	1	1	MvSl-1064-A2-R4_MC07g08333	0	0	0	0	0	0	2	1	0	0	0	0	0	0	-1	0	Auto	Auto	1311203	1311672	5.978191817	-0.13665146	0.492964009	0.999948201	5.845674197	5.968121952	5.967253578	6.11819398	NON
MvSl-1064-A1-R4_MC07g08069	0	0	0	0	0	0	1	1	MvSl-1064-A2-R4_MC07g08334	0	0	0	0	0	0	2	1	0	0	0	0	0	0	-1	0	Auto	Auto	1312446	1314003	7.365164182	-0.003114585	0.98883857	0.999948201	7.191409869	7.517366057	7.551423526	7.154853995	NON
MvSl-1064-A1-R4_MC07g08075	0	0	0	0	1	1	1	0	MvSl-1064-A2-R4_MC07g08340	0	0	0	0	2	1	1	0	0	0	0	0	-1	0	0	0	Auto	Auto	1323190	1324404	6.064729485	-0.112982035	0.587014392	0.999948201	5.866739032	6.134914051	6.254451603	5.971635387	NON
MvSl-1064-A1-R4_MC07g08080	1	2	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08345	1	3	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	Auto	Auto	1337562	1339039	5.525314323	0.203790006	0.58107483	0.999948201	6.166585401	4.743990032	5.099161622	5.682970861	NON
MvSl-1064-A1-R4_MC07g08081	1	0	2	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08346	1	0	3	0	0	0	0	0	0	0	-1	0	0	0	0	0	Auto	Auto	1339637	1341557	6.925010011	0.025106545	0.891519783	0.999948201	6.943824663	6.931173342	6.849618471	6.972606146	NON
MvSl-1064-A1-R4_MC07g08082	0	1	2	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08347	0	1	3	0	0	0	0	0	0	0	-1	0	0	0	0	0	Auto	Auto	1345952	1347356	5.72778614	-0.088392047	0.669542753	0.999948201	5.700702378	5.664901171	5.841735712	5.696908378	NON
MvSl-1064-A1-R4_MC07g08083	0	1	0	2	0	0	0	0	MvSl-1064-A2-R4_MC07g08348	0	1	0	3	0	0	0	0	0	0	0	-1	0	0	0	0	Auto	Auto	1347944	1350682	6.952234979	-0.143689569	0.497117301	0.999948201	7.091495186	6.628897913	6.886567643	7.146106558	NON
MvSl-1064-A1-R4_MC07g08084	0	0	1	2	0	0	0	0	MvSl-1064-A2-R4_MC07g08349	0	0	1	3	0	0	0	0	0	0	0	-1	0	0	0	0	Auto	Auto	1351172	1352811	5.190815034	-0.035873247	0.873379536	0.999948201	5.225697651	5.117901488	5.303413602	5.106979715	NON
MvSl-1064-A1-R4_MC07g08086	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC07g08351	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1356317	1358239	5.94148475	0.076864594	0.713553113	0.999948201	5.87455972	6.077065419	6.033648364	5.758616947	NON
MvSl-1064-A1-R4_MC07g08087	0	0	0	1	0	0	0	0	MvSl-1064-A2-R4_MC07g08352	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1358922	1360691	5.263578802	0.153196797	0.496623393	0.999948201	5.239894875	5.430066406	5.24770006	5.120204507	NON
MvSl-1064-A1-R4_MC07g08092	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1368585	1370302	5.494877114	0.023528741	0.914992934	0.999948201	5.401987558	5.603999738	5.621648174	5.329877264	NON
MvSl-1064-A1-R4_MC07g08094	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1371671	1374738	8.191314753	-0.137370923	0.541895044	0.999948201	8.19562184	8.04230629	8.240591034	8.275830233	NON
MvSl-1064-A1-R4_MC07g08095	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1374968	1378036	7.323914371	0.141967073	0.469155789	0.999948201	7.35873323	7.426775656	7.275652337	7.226485654	NON
MvSl-1064-A1-R4_MC07g08096	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1378157	1379003	5.609956097	0.116156021	0.604446374	0.999948201	5.444640696	5.859200885	5.664828742	5.427336727	NON
MvSl-1064-A1-R4_MC07g08098	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1383631	1387316	5.606832614	-0.121808545	0.550121752	0.999948201	5.480954992	5.60551614	5.70550163	5.625833983	NON
MvSl-1064-A1-R4_MC07g08099	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1388227	1391863	9.180044466	-0.155666221	0.587648582	0.999948201	9.22957937	8.957880842	9.007334125	9.467614673	NON
MvSl-1064-A1-R4_MC07g08100	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1392126	1392726	5.328825869	-0.075488713	0.766457341	0.999948201	5.01542638	5.521260342	5.550869406	5.15366469	NON
MvSl-1064-A1-R4_MC07g08105	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1403313	1405057	4.767726774	-0.163399015	0.571122235	0.999948201	4.468662998	4.870462884	5.153458388	4.456135244	NON
MvSl-1064-A1-R4_MC07g08108	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1410040	1412737	7.079725409	-0.08499508	0.676709285	0.999948201	6.918199216	7.145953227	7.284488703	6.937817058	NON
MvSl-1064-A1-R4_MC07g08109	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1413122	1415224	2.762775413	-0.057937469	0.85877529	0.999948201	2.778940932	2.686923783	2.930150986	2.636335194	NON
MvSl-1064-A1-R4_MC07g08110	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1415456	1417131	6.77762884	0.050128171	0.789763047	0.999948201	6.923235174	6.670784258	6.697876014	6.804901743	NON
MvSl-1064-A1-R4_MC07g08111	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1417431	1421256	7.490677542	-0.06221212	0.760317512	0.999948201	7.578944579	7.328737023	7.49199425	7.550235075	NON
MvSl-1064-A1-R4_MC07g08114	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1426255	1428999	5.660665259	0.155126994	0.458843497	0.999948201	5.678536925	5.791535354	5.651879663	5.507167157	NON
MvSl-1064-A1-R4_MC07g08115	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1429990	1433590	8.040643436	0.132130581	0.545934805	0.999948201	8.160334984	8.047893922	7.986873402	7.959228253	NON
MvSl-1064-A1-R4_MC07g08116	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1436133	1439738	6.401200648	-0.034591199	0.853923663	0.999948201	6.340417831	6.425872118	6.486584451	6.346742673	NON
MvSl-1064-A1-R4_MC07g08119	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1443342	1444991	8.715126694	0.026946174	0.934427056	0.999948201	8.203922408	9.11239123	8.961891711	8.383753	NON
MvSl-1064-A1-R4_MC07g08120	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1445885	1448189	5.539148602	0.052440286	0.799721698	0.999948201	5.539518552	5.590279919	5.48668434	5.538465242	NON
MvSl-1064-A1-R4_MC07g08122	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1451253	1451947	5.333470393	0.084085751	0.718743529	0.999948201	5.287536978	5.457195288	5.469074835	5.08787435	NON
MvSl-1064-A1-R4_MC07g08123	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1452871	1453830	5.752796582	0.021361373	0.918367291	0.999948201	5.841690068	5.680812443	5.803604767	5.677869102	NON
MvSl-1064-A1-R4_MC07g08124	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1454748	1456302	5.733037066	-0.091171604	0.673647259	0.999948201	5.844347376	5.509968989	5.757201797	5.797944919	NON
MvSl-1064-A1-R4_MC07g08126	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1457200	1457670	6.616678497	-0.003974157	0.98325895	0.999948201	6.590399778	6.638558552	6.699764657	6.53272841	NON
MvSl-1064-A1-R4_MC07g08129	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1461165	1462061	7.622907073	-0.035597632	0.863733562	0.999948201	7.497299487	7.705175088	7.699092279	7.579596813	NON
MvSl-1064-A1-R4_MC07g08130	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1462686	1464410	2.526706692	-0.094599272	0.789746783	0.999948201	2.310448842	2.628456855	2.27997039	2.81426055	NON
MvSl-1064-A1-R4_MC07g08131	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1464893	1465111	8.321033576	0.005159772	0.982202477	0.999948201	8.235896456	8.406281901	8.356465107	8.279413451	NON
MvSl-1064-A1-R4_MC07g08134	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1467159	1472155	6.72313681	-0.028821416	0.875608359	0.999948201	6.745578465	6.670784258	6.640035469	6.828689632	NON
MvSl-1064-A1-R4_MC07g08136	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1474257	1474550	3.505875231	-0.0240465	0.936077117	0.999948201	3.62776498	3.346714415	3.548650793	3.486029936	NON
MvSl-1064-A1-R4_MC07g08140	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC07g08405	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	Auto	Auto	1480034	1481941	0.521604615	-0.353942511	0.445240789	0.999948201	0.271448488	0.405399752	0.751441924	0.587221014	NON
MvSl-1064-A1-R4_MC07g08141	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_MC07g08406	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Auto	Auto	1482723	1484393	8.475200121	0.020144271	0.939385903	0.999948201	8.523270384	8.44618119	8.734356323	8.133785102	NON
MvSl-1064-A1-R4_MC07g08142	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_MC07g08407	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Auto	Auto	1484639	1486372	4.641405565	0.195082757	0.427024507	0.999948201	4.752312965	4.718990546	4.650756647	4.42297785	NON
MvSl-1064-A1-R4_MC07g08144	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC07g08409	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1488827	1490792	2.24084919	-0.270336783	0.439378645	0.999948201	2.215115973	1.975656489	2.319812815	2.408913568	NON
MvSl-1064-A1-R4_MC07g08145	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC07g08410	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1492015	1493693	2.880702868	-0.203838836	0.539033594	0.999948201	3.00477005	2.503895416	2.947210673	3.005583724	NON
MvSl-1064-A1-R4_MC07g08146	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_MC07g08411	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1494391	1497279	4.69029014	-0.174569769	0.47782533	0.999948201	4.637503523	4.562276862	4.905463218	4.629982903	NON
MvSl-1064-A1-R4_MC07g08147	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_MC07g08412	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1497812	1500728	5.859877437	-0.00353295	0.986865462	0.999948201	5.710930855	5.99150689	5.980779233	5.731789779	NON
MvSl-1064-A1-R4_MC07g08154	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08419	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1516385	1517211	5.304633385	0.117073157	0.596840976	0.999948201	5.259937292	5.457195288	5.252854775	5.237541379	NON
MvSl-1064-A1-R4_MC07g08155	0	1	0	0	0	0	0	0	MvSl-1064-A2-R4_MC07g08420	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	1517586	1520561	5.481013904	0.061965608	0.775529756	0.999948201	5.359893211	5.648812456	5.485225063	5.413591385	NON
