gid	location	chr	start	end	log2FC	intron_nr	mean	sum	group
MvSl-1064-A1-R4_MC09-2g09411	MvSl-1064-A1-R4_MC09-2	Chr09	1300975	1303120	-0.027067244	2	1209550	119.5	NONDE
MvSl-1064-A1-R4_MC09-2g09412	MvSl-1064-A1-R4_MC09-2	Chr09	1303317	1307882	-0.27104828	1	1213056	73	NONDE
MvSl-1064-A1-R4_MC09-2g09413	MvSl-1064-A1-R4_MC09-2	Chr09	1308250	1309431	0.109656095	2	1215252	98.5	NONDE
MvSl-1064-A1-R4_MC09-2g09414	MvSl-1064-A1-R4_MC09-2	Chr09	1309643	1310954	0.408129583	4	1217911	74	NONDE
MvSl-1064-A1-R4_MC09-2g09415	MvSl-1064-A1-R4_MC09-2	Chr09	1311053	1314640	0.040880578	7	1218556	90.7143	NONDE
MvSl-1064-A1-R4_MC09-2g09416	MvSl-1064-A1-R4_MC09-2	Chr09	1315190	1316744	0.106533657	2	1220623	71.5	NONDE
MvSl-1064-A1-R4_MC09-2g09417	MvSl-1064-A1-R4_MC09-2	Chr09	1316807	1317245	-0.17063373	5	1227360	94.6	NONDE
MvSl-1064-A1-R4_MC09-2g09418	MvSl-1064-A1-R4_MC09-2	Chr09	1317443	1317894	-0.112320271	4	1229879	111.75	NONDE
MvSl-1064-A1-R4_MC09-2g09419	MvSl-1064-A1-R4_MC09-2	Chr09	1318235	1319584	0.266477214	5	1230904	98.2	NONDE
MvSl-1064-A1-R4_MC09-2g09420	MvSl-1064-A1-R4_MC09-2	Chr09	1320116	1321777	0.08010975	6	1233067	102.833	NONDE
MvSl-1064-A1-R4_MC09-2g09421	MvSl-1064-A1-R4_MC09-2	Chr09	1322420	1323895	-0.135207667	2	1235415	77	NONDE
MvSl-1064-A1-R4_MC09-2g09422	MvSl-1064-A1-R4_MC09-2	Chr09	1324153	1325168	-0.019138168	4	1239138	81.75	NONDE
MvSl-1064-A1-R4_MC09-2g09423	MvSl-1064-A1-R4_MC09-2	Chr09	1327076	1327558	0.136437573	3	1240510	118	NONDE
MvSl-1064-A1-R4_MC09-2g09424	MvSl-1064-A1-R4_MC09-2	Chr09	1328020	1329545	-0.071763109	3	1245565	265	NONDE
MvSl-1064-A1-R4_MC09-2g09425	MvSl-1064-A1-R4_MC09-2	Chr09	1330218	1331747	-0.859299441	1	1248343	179	NONDE
MvSl-1064-A1-R4_MC09-2g09426	MvSl-1064-A1-R4_MC09-2	Chr09	1332722	1334221	-0.291306658	5	1249329	74.4	NONDE
MvSl-1064-A1-R4_MC09-2g09427	MvSl-1064-A1-R4_MC09-2	Chr09	1335401	1337656	0.055640526	7	1252751	76.7143	NONDE
MvSl-1064-A1-R4_MC09-2g09428	MvSl-1064-A1-R4_MC09-2	Chr09	1339142	1341545	-0.028437903	7	1253849	68.2857	NONDE
MvSl-1064-A1-R4_MC09-2g09429	MvSl-1064-A1-R4_MC09-2	Chr09	1342543	1343852	0.024116167	6	1256335	102.167	NONDE
MvSl-1064-A1-R4_MC09-2g09430	MvSl-1064-A1-R4_MC09-2	Chr09	1344560	1346923	-0.160036748	1	1258489	120	NONDE
MvSl-1064-A1-R4_MC09-2g09431	MvSl-1064-A1-R4_MC09-2	Chr09	1347542	1348918	0.214383832	4	1264673	84.25	NONDE
MvSl-1064-A1-R4_MC09-2g09432	MvSl-1064-A1-R4_MC09-2	Chr09	1349312	1349751	-0.1325483	6	1269072	114.667	NONDE
MvSl-1064-A1-R4_MC09-2g09433	MvSl-1064-A1-R4_MC09-2	Chr09	1350059	1351386	-0.005298602	24	1271293	78.2917	NONDE
MvSl-1064-A1-R4_MC09-2g09434	MvSl-1064-A1-R4_MC09-2	Chr09	1351591	1352923	0.096235991	8	1296999	122.125	NONDE
MvSl-1064-A1-R4_MC09-2g09435	MvSl-1064-A1-R4_MC09-2	Chr09	1353575	1355041	-0.123621719	3	1298300	66.3333	NONDE
MvSl-1064-A1-R4_MC09-2g09438	MvSl-1064-A1-R4_MC09-2	Chr09	1361053	1362801	-0.311453674	1	1299780	140	NONDE
MvSl-1064-A1-R4_MC09-2g09439	MvSl-1064-A1-R4_MC09-2	Chr09	1362938	1363147	0.432911436	6	1301475	70.6667	NONDE
MvSl-1064-A1-R4_MC09-2g09440	MvSl-1064-A1-R4_MC09-2	Chr09	1363236	1364446	-0.09118748	14	1306642	75.6429	NONDE
MvSl-1064-A1-R4_MC09-2g09441	MvSl-1064-A1-R4_MC09-2	Chr09	1364924	1365276	0.102786147	2	1308874	64.5	NONDE
MvSl-1064-A1-R4_MC09-2g09442	MvSl-1064-A1-R4_MC09-2	Chr09	1366297	1367703	0.305741538	2	1309790	87.5	NONDE
MvSl-1064-A1-R4_MC09-2g09443	MvSl-1064-A1-R4_MC09-2	Chr09	1368003	1372006	0.431712433	4	1314015	74.25	NONDE
MvSl-1064-A1-R4_MC09-2g09444	MvSl-1064-A1-R4_MC09-2	Chr09	1372677	1374259	0.044080118	3	1315585	79.3333	NONDE
MvSl-1064-A1-R4_MC09-2g09445	MvSl-1064-A1-R4_MC09-2	Chr09	1375128	1375622	0.196877224	1	1316811	49	NONDE
MvSl-1064-A1-R4_MC09-2g09446	MvSl-1064-A1-R4_MC09-2	Chr09	1376037	1378579	-0.04180386	1	1317835	155	NONDE
MvSl-1064-A1-R4_MC09-2g09447	MvSl-1064-A1-R4_MC09-2	Chr09	1379520	1380922	0.008169336	3	1319408	85	NONDE
MvSl-1064-A1-R4_MC09-2g09448	MvSl-1064-A1-R4_MC09-2	Chr09	1382211	1382509	-0.243501094	4	1320947	83.25	NONDE
MvSl-1064-A1-R4_MC09-2g09449	MvSl-1064-A1-R4_MC09-2	Chr09	1382697	1382927	-0.014494329	6	1322686	86	NONDE
MvSl-1064-A1-R4_MC09-2g09450	MvSl-1064-A1-R4_MC09-2	Chr09	1383438	1384597	0.143576011	4	1324950	113.75	NONDE
MvSl-1064-A1-R4_MC09-2g09455	MvSl-1064-A1-R4_MC09-2	Chr09	1394411	1395903	0.115949488	4	1337103	79.5	NONDE
MvSl-1064-A1-R4_MC09-2g09456	MvSl-1064-A1-R4_MC09-2	Chr09	1396465	1397585	0.262610683	2	1341308	110	NONDE
MvSl-1064-A1-R4_MC09-2g09457	MvSl-1064-A1-R4_MC09-2	Chr09	1398643	1401587	0.312906045	3	1342754	90.6667	NONDE
MvSl-1064-A1-R4_MC09-2g09458	MvSl-1064-A1-R4_MC09-2	Chr09	1402832	1403173	0.562155794	7	1344805	102.857	NONDE
MvSl-1064-A1-R4_MC09-2g09459	MvSl-1064-A1-R4_MC09-2	Chr09	1403571	1403841	0.169211381	4	1348350	77.25	NONDE
MvSl-1064-A1-R4_MC09-2g09460	MvSl-1064-A1-R4_MC09-2	Chr09	1404434	1404938	0.092227086	2	1349498	88	NONDE
MvSl-1064-A1-R4_MC09-2g09461	MvSl-1064-A1-R4_MC09-2	Chr09	1406151	1406396	0.074453075	2	1350276	100	NONDE
MvSl-1064-A1-R4_MC09-2g09462	MvSl-1064-A1-R4_MC09-2	Chr09	1406742	1407402	-0.094503769	1	1351953	91	NONDE
MvSl-1064-A1-R4_MC09-2g09463	MvSl-1064-A1-R4_MC09-2	Chr09	1407541	1407978	0.37552283	4	1354797	91.5	NONDE
MvSl-1064-A1-R4_MC09-2g09464	MvSl-1064-A1-R4_MC09-2	Chr09	1408635	1409290	0.416576798	5	1356741	95.2	NONDE
MvSl-1064-A1-R4_MC09-2g09465	MvSl-1064-A1-R4_MC09-2	Chr09	1409975	1411590	0.153361704	3	1359826	81.6667	NONDE
MvSl-1064-A1-R4_MC09-2g09466	MvSl-1064-A1-R4_MC09-2	Chr09	1411873	1412960	-0.390591109	2	1361388	97.5	NONDE
MvSl-1064-A1-R4_MC09-2g09468	MvSl-1064-A1-R4_MC09-2	Chr09	1414240	1418506	-0.250855922	1	1364157	68	NONDE
MvSl-1064-A1-R4_MC09-2g09469	MvSl-1064-A1-R4_MC09-2	Chr09	1418991	1422293	0.024904406	1	1365144	53	NONDE
MvSl-1064-A1-R4_MC09-2g09470	MvSl-1064-A1-R4_MC09-2	Chr09	1422821	1427591	0.036874583	5	1367435	85.2	NONDE
MvSl-1064-A1-R4_MC09-2g09471	MvSl-1064-A1-R4_MC09-2	Chr09	1428062	1428229	0.396718306	9	1371745	80.8889	NONDE
MvSl-1064-A1-R4_MC09-2g09472	MvSl-1064-A1-R4_MC09-2	Chr09	1429526	1429838	0.423310677	4	1373894	79.25	NONDE
MvSl-1064-A1-R4_MC09-2g09474	MvSl-1064-A1-R4_MC09-2	Chr09	1436867	1440301	-0.104346953	5	1376779	71.8	NONDE
MvSl-1064-A1-R4_MC09-2g09476	MvSl-1064-A1-R4_MC09-2	Chr09	1443935	1444336	0.696183019	1	1382270	53	NONDE
MvSl-1064-A1-R4_MC09-2g09478	MvSl-1064-A1-R4_MC09-2	Chr09	1445153	1445607	-0.435632842	1	1383961	50	NONDE
MvSl-1064-A1-R4_MC09-2g09479	MvSl-1064-A1-R4_MC09-2	Chr09	1445829	1446014	-0.397903666	2	1385975	117	NONDE
MvSl-1064-A1-R4_MC09-2g09480	MvSl-1064-A1-R4_MC09-2	Chr09	1446686	1448337	-1.095509793	2	1387715	73.5	NONDE
MvSl-1064-A1-R4_MC09-2g09481	MvSl-1064-A1-R4_MC09-2	Chr09	1449246	1450874	-0.990953335	5	1389703	99.2	NONDE
MvSl-1064-A1-R4_MC09-2g09482	MvSl-1064-A1-R4_MC09-2	Chr09	1451346	1454025	-0.083377347	3	1392927	74	NONDE
MvSl-1064-A1-R4_MC09-2g09483	MvSl-1064-A1-R4_MC09-2	Chr09	1454574	1455351	0.083230556	2	1395691	88	NONDE
MvSl-1064-A1-R4_MC09-2g09484	MvSl-1064-A1-R4_MC09-2	Chr09	1456742	1458131	0.121300411	6	1396718	100.333	NONDE
MvSl-1064-A1-R4_MC09-2g09485	MvSl-1064-A1-R4_MC09-2	Chr09	1458343	1463719	0.035473579	9	1401307	79.8889	NONDE
MvSl-1064-A1-R4_MC09-2g09487	MvSl-1064-A1-R4_MC09-2	Chr09	1466316	1467160	-0.059359983	1	1403686	151	NONDE
MvSl-1064-A1-R4_MC09-2g09488	MvSl-1064-A1-R4_MC09-2	Chr09	1467217	1467387	0.276394616	1	1404624	208	NONDE
MvSl-1064-A1-R4_MC09-2g09490	MvSl-1064-A1-R4_MC09-2	Chr09	1469895	1471520	-0.269167003	1	1406905	55	NONDE
MvSl-1064-A1-R4_MC09-2g09492	MvSl-1064-A1-R4_MC09-2	Chr09	1477179	1478381	0.023856641	3	1408832	102.667	NONDE
MvSl-1064-A1-R4_MC09-2g09493	MvSl-1064-A1-R4_MC09-2	Chr09	1482459	1484673	0.061685882	4	1411078	69.5	NONDE
MvSl-1064-A1-R4_MC09-2g09494	MvSl-1064-A1-R4_MC09-2	Chr09	1484974	1485594	-0.239852517	3	1412107	73.6667	NONDE
MvSl-1064-A1-R4_MC09-2g09495	MvSl-1064-A1-R4_MC09-2	Chr09	1486130	1486630	0.369368147	1	1413728	220	NONDE
MvSl-1064-A1-R4_MC09-2g09496	MvSl-1064-A1-R4_MC09-2	Chr09	1487505	1489480	0.115208423	8	1414484	87.5	NONDE
MvSl-1064-A1-R4_MC09-2g09497	MvSl-1064-A1-R4_MC09-2	Chr09	1490481	1492277	0.075547072	10	1419137	77.1	NONDE
MvSl-1064-A1-R4_MC09-2g09498	MvSl-1064-A1-R4_MC09-2	Chr09	1493778	1494342	0.356110338	14	1423630	72.0714	NONDE
MvSl-1064-A1-R4_MC09-2g09500	MvSl-1064-A1-R4_MC09-2	Chr09	1496959	1499874	-0.206696924	1	1429633	88	NONDE
MvSl-1064-A1-R4_MC09-2g09501	MvSl-1064-A1-R4_MC09-2	Chr09	1500331	1502617	-0.152105114	3	1432128	73	NONDE
MvSl-1064-A1-R4_MC09-2g09502	MvSl-1064-A1-R4_MC09-2	Chr09	1502732	1505737	0.009953344	8	1437623	76.125	NONDE
MvSl-1064-A1-R4_MC09-2g09503	MvSl-1064-A1-R4_MC09-2	Chr09	1506939	1509535	-0.133864671	1	1442470	79	NONDE
MvSl-1064-A1-R4_MC09-2g09508	MvSl-1064-A1-R4_MC09-2	Chr09	1518121	1518436	0.274646927	6	1447810	139.833	NONDE
MvSl-1064-A1-R4_MC09-2g09509	MvSl-1064-A1-R4_MC09-2	Chr09	1519992	1520207	0.005001137	3	1449877	89	NONDE
MvSl-1064-A1-R4_MC09-2g09510	MvSl-1064-A1-R4_MC09-2	Chr09	1521092	1521380	0.088810583	9	1453455	106.444	NONDE
MvSl-1064-A1-R4_MC09-2g09511	MvSl-1064-A1-R4_MC09-2	Chr09	1521424	1522922	0.182866032	2	1455008	188	NONDE
MvSl-1064-A1-R4_MC09-2g09512	MvSl-1064-A1-R4_MC09-2	Chr09	1524061	1526313	-0.181593121	2	1457147	78.5	NONDE
MvSl-1064-A1-R4_MC09-2g09513	MvSl-1064-A1-R4_MC09-2	Chr09	1526689	1528820	0.143668341	9	1463488	84.4444	NONDE
MvSl-1064-A1-R4_MC09-2g09514	MvSl-1064-A1-R4_MC09-2	Chr09	1528977	1531681	0.579208562	5	1465358	65.6	NONDE
MvSl-1064-A1-R4_MC09-2g09515	MvSl-1064-A1-R4_MC09-2	Chr09	1531745	1532649	-0.017860907	1	1466732	278	NONDE
MvSl-1064-A1-R4_MC09-2g09517	MvSl-1064-A1-R4_MC09-2	Chr09	1537390	1537566	0.381597706	2	1468757	100	NONDE
MvSl-1064-A1-R4_MC09-2g09518	MvSl-1064-A1-R4_MC09-2	Chr09	1537695	1537994	-0.123016	7	1471157	77.1429	NONDE
MvSl-1064-A1-R4_MC09-2g09519	MvSl-1064-A1-R4_MC09-2	Chr09	1538086	1538349	-0.189495947	7	1475443	114.714	NONDE
MvSl-1064-A1-R4_MC09-2g09520	MvSl-1064-A1-R4_MC09-2	Chr09	1538586	1538918	0.173703193	2	1477584	79.5	NONDE
MvSl-1064-A1-R4_MC09-2g09521	MvSl-1064-A1-R4_MC09-2	Chr09	1539259	1540929	0.485188044	6	1484479	78.6667	NONDE
MvSl-1064-A1-R4_MC09-2g09522	MvSl-1064-A1-R4_MC09-2	Chr09	1541498	1543490	0.433385206	3	1485123	101	NONDE
MvSl-1064-A1-R4_MC09-2g09523	MvSl-1064-A1-R4_MC09-2	Chr09	1543700	1545536	-0.645681142	1	1486452	207	NONDE
MvSl-1064-A1-R4_MC09-2g09524	MvSl-1064-A1-R4_MC09-2	Chr09	1545906	1547530	-0.615955214	7	1487620	99.7143	NONDE
MvSl-1064-A1-R4_MC09-2g09525	MvSl-1064-A1-R4_MC09-2	Chr09	1547805	1548453	0.066649009	2	1491971	76.5	NONDE
MvSl-1064-A1-R4_MC09-2g09526	MvSl-1064-A1-R4_MC09-2	Chr09	1548939	1549757	0.364031983	3	1493947	111.333	NONDE
MvSl-1064-A1-R4_MC09-2g09529	MvSl-1064-A1-R4_MC09-2	Chr09	1557770	1558532	0.127715575	5	1500874	71	NONDE
MvSl-1064-A1-R4_MC09-2g09530	MvSl-1064-A1-R4_MC09-2	Chr09	1559137	1559711	-0.048881219	4	1505589	93.75	NONDE
MvSl-1064-A1-R4_MC09-2g09531	MvSl-1064-A1-R4_MC09-2	Chr09	1559951	1561906	-0.843415026	4	1509330	68	NONDE
MvSl-1064-A1-R4_MC09-2g09532	MvSl-1064-A1-R4_MC09-2	Chr09	1562268	1563799	0.048728473	3	1510561	75.3333	NONDE
MvSl-1064-A1-R4_MC09-2g09533	MvSl-1064-A1-R4_MC09-2	Chr09	1564375	1565653	-0.277547562	2	1514846	74.5	NONDE
MvSl-1064-A1-R4_MC09-2g09534	MvSl-1064-A1-R4_MC09-2	Chr09	1566117	1567122	0.084982806	5	1515735	72.6	NONDE
MvSl-1064-A1-R4_MC09-2g09535	MvSl-1064-A1-R4_MC09-2	Chr09	1567848	1569339	0.16686232	1	1516728	109	NONDE
MvSl-1064-A1-R4_MC09-2g09538	MvSl-1064-A1-R4_MC09-2	Chr09	1572307	1574928	-0.243272803	1	1521278	70	NONDE
MvSl-1064-A1-R4_MC09-2g09539	MvSl-1064-A1-R4_MC09-2	Chr09	1575056	1575259	0.0447127	2	1521753	116.5	NONDE
MvSl-1064-A1-R4_MC09-2g09540	MvSl-1064-A1-R4_MC09-2	Chr09	1575430	1580413	-0.003605327	4	1524557	109.5	NONDE
MvSl-1064-A1-R4_MC09-2g09542	MvSl-1064-A1-R4_MC09-2	Chr09	1582209	1582532	-0.048699851	8	1530010	74.5	NONDE
MvSl-1064-A1-R4_MC09-2g09543	MvSl-1064-A1-R4_MC09-2	Chr09	1584817	1586654	-0.139976068	2	1531884	62.5	NONDE
MvSl-1064-A1-R4_MC09-2g09550	MvSl-1064-A1-R4_MC10-2	Chr10	3842	11814	0.146685222	3	1540469	78	NONDE
MvSl-1064-A1-R4_MC09-2g09551	MvSl-1064-A1-R4_MC10-1	Chr10	10236	12680	0.102831862	6	1541611	87.1667	NONDE
MvSl-1064-A1-R4_MC09-2g09552	MvSl-1064-A1-R4_MC10-2	Chr10	11976	14195	0.023689958	6	1545262	117.667	NONDE
MvSl-1064-A1-R4_MC09-2g09553	MvSl-1064-A1-R4_MC10-1	Chr10	13356	13632	0.06392717	5	1547460	143.2	NONDE
MvSl-1064-A1-R4_MC09-2g09554	MvSl-1064-A1-R4_MC10-2	Chr10	14340	15239	-0.28152164	2	1548071	101	NONDE
MvSl-1064-A1-R4_MC09-2g09555	MvSl-1064-A1-R4_MC10-1	Chr10	15091	15531	-0.071224299	2	1549105	58.5	NONDE
MvSl-1064-A1-R4_MC09-2g09556	MvSl-1064-A1-R4_MC10-2	Chr10	15479	15835	0.348275788	4	1550379	83.5	NONDE
MvSl-1064-A1-R4_MC09-2g09557	MvSl-1064-A1-R4_MC10-1	Chr10	15619	17320	0.045673801	1	1556637	101	NONDE
MvSl-1064-A1-R4_MC09-2g09558	MvSl-1064-A1-R4_MC10-2	Chr10	16331	20938	-0.016036465	4	1557873	75.25	NONDE
MvSl-1064-A1-R4_MC09-2g09559	MvSl-1064-A1-R4_MC10-1	Chr10	17817	20261	-0.104531821	1	1559508	53	NONDE
MvSl-1064-A1-R4_MC09-2g09560	MvSl-1064-A1-R4_MC10-1	Chr10	20953	21114	0.197242856	5	1560106	157.8	NONDE
MvSl-1064-A1-R4_MC09-2g09561	MvSl-1064-A1-R4_MC10-1	Chr10	21394	22037	-0.345886198	1	1562622	146	NONDE
MvSl-1064-A1-R4_MC09-2g09562	MvSl-1064-A1-R4_MC10-2	Chr10	21528	25349	0.294302608	4	1565523	116.5	NONDE
MvSl-1064-A1-R4_MC09-2g09563	MvSl-1064-A1-R4_MC10-1	Chr10	22313	23691	0.009205362	4	1566869	90.25	NONDE
MvSl-1064-A1-R4_MC09-2g09564	MvSl-1064-A1-R4_MC10-1	Chr10	23980	25279	-0.012377451	5	1568038	98	NONDE
MvSl-1064-A1-R4_MC09-2g09565	MvSl-1064-A1-R4_MC10-1	Chr10	25700	26572	-0.364391793	2	1570420	165	NONDE
MvSl-1064-A1-R4_MC09-2g09567	MvSl-1064-A1-R4_MC10-1	Chr10	27384	29657	0.037120351	3	1572552	102	NONDE
MvSl-1064-A1-R4_MC09-2g09569	MvSl-1064-A1-R4_MC10-1	Chr10	31112	33748	-0.210351504	5	1575526	140.6	NONDE
MvSl-1064-A1-R4_MC09-2g09580	MvSl-1064-A1-R4_MC01-2	Chr01	23393	25963	0.876887985	1	1598531	268	NONDE
MvSl-1064-A1-R4_MC10-1g09587	MvSl-1064-A1-R4_MC10-1	Chr10	38456	41230	0.032159475	3	10815	89	NONDE
MvSl-1064-A1-R4_MC10-1g09588	MvSl-1064-A1-R4_MC10-2	Chr10	39005	40377	-0.081878816	1	13366	139	NONDE
MvSl-1064-A1-R4_MC10-1g09590	MvSl-1064-A1-R4_MC10-2	Chr10	41140	46835	-0.251084717	5	16974	75.8	NONDE
MvSl-1064-A1-R4_MC10-1g09591	MvSl-1064-A1-R4_MC10-1	Chr10	41989	43848	0.051954939	3	18396	85	NONDE
MvSl-1064-A1-R4_MC10-1g09593	MvSl-1064-A1-R4_MC10-1	Chr10	47012	49540	-0.117922945	1	21936	92	NONDE
MvSl-1064-A1-R4_MC10-1g09595	MvSl-1064-A1-R4_MC10-1	Chr10	50263	50412	-0.01492336	3	25170	101.333	NONDE
MvSl-1064-A1-R4_MC10-1g09596	MvSl-1064-A1-R4_MC10-1	Chr10	51683	53102	-0.103844479	2	26172	181.5	NONDE
MvSl-1064-A1-R4_MC10-1g09597	MvSl-1064-A1-R4_MC10-1	Chr10	54389	56098	-0.195267001	4	27861	69	NONDE
MvSl-1064-A1-R4_MC10-1g09598	MvSl-1064-A1-R4_MC10-2	Chr10	55296	56265	-0.192396457	4	32910	99.75	NONDE
MvSl-1064-A1-R4_MC10-1g09600	MvSl-1064-A1-R4_MC10-2	Chr10	56311	59432	-0.092229498	5	37864	113.8	NONDE
MvSl-1064-A1-R4_MC10-1g09601	MvSl-1064-A1-R4_MC10-1	Chr10	57521	59809	0.162553494	3	41081	84	NONDE
MvSl-1064-A1-R4_MC10-1g09602	MvSl-1064-A1-R4_MC10-2	Chr10	59635	60627	-0.066687318	2	43458	216	NONDE
MvSl-1064-A1-R4_MC10-1g09603	MvSl-1064-A1-R4_MC10-1	Chr10	60819	64311	0.150259262	6	44526	138.333	NONDE
MvSl-1064-A1-R4_MC10-1g09604	MvSl-1064-A1-R4_MC10-2	Chr10	60998	62594	0.286227939	2	48549	78	NONDE
MvSl-1064-A1-R4_MC10-1g09606	MvSl-1064-A1-R4_MC10-2	Chr10	63903	65522	0.056917732	5	52869	108.8	NONDE
MvSl-1064-A1-R4_MC10-1g09607	MvSl-1064-A1-R4_MC10-1	Chr10	64354	65041	-0.310341441	1	54807	54	NONDE
MvSl-1064-A1-R4_MC10-1g09608	MvSl-1064-A1-R4_MC10-1	Chr10	65171	67767	0.13097534	2	57029	93	NONDE
MvSl-1064-A1-R4_MC10-1g09609	MvSl-1064-A1-R4_MC10-2	Chr10	65875	66199	0.147932323	5	59592	108	NONDE
MvSl-1064-A1-R4_MC10-1g09610	MvSl-1064-A1-R4_MC10-2	Chr10	67646	71742	0.095090787	4	61100	75.25	NONDE
MvSl-1064-A1-R4_MC10-1g09611	MvSl-1064-A1-R4_MC10-1	Chr10	71272	72254	0.084019484	1	64369	46	NONDE
MvSl-1064-A1-R4_MC10-1g09612	MvSl-1064-A1-R4_MC10-2	Chr10	72644	74436	-0.182261844	4	66005	76.25	NONDE
MvSl-1064-A1-R4_MC10-1g09613	MvSl-1064-A1-R4_MC10-1	Chr10	73949	74254	0.07379563	1	71454	164	NONDE
MvSl-1064-A1-R4_MC10-1g09615	MvSl-1064-A1-R4_MC10-2	Chr10	74826	77658	-0.17320843	5	74866	63.8	NONDE
MvSl-1064-A1-R4_MC10-1g09617	MvSl-1064-A1-R4_MC10-2	Chr10	77730	79718	0.29616499	3	79683	59	NONDE
MvSl-1064-A1-R4_MC10-1g09618	MvSl-1064-A1-R4_MC10-1	Chr10	79622	84292	-0.374352561	1	88111	44	NONDE
MvSl-1064-A1-R4_MC10-1g09619	MvSl-1064-A1-R4_MC10-2	Chr10	80282	80845	0.533419439	4	94584	65	NONDE
MvSl-1064-A1-R4_MC10-1g09621	MvSl-1064-A1-R4_MC10-2	Chr10	82632	84206	-0.303121189	3	104574	144.667	NONDE
MvSl-1064-A1-R4_MC10-1g09625	MvSl-1064-A1-R4_MC10-2	Chr10	85538	85857	0.558213595	1	110186	142	NONDE
MvSl-1064-A1-R4_MC10-1g09627	MvSl-1064-A1-R4_MC10-1	Chr10	85809	92125	-0.010871746	2	115483	81	NONDE
MvSl-1064-A1-R4_MC10-1g09628	MvSl-1064-A1-R4_MC10-2	Chr10	85905	87119	0.14291793	4	119895	101.5	NONDE
MvSl-1064-A1-R4_MC10-1g09629	MvSl-1064-A1-R4_MC10-2	Chr10	87478	91151	-0.132673019	2	122031	82.5	NONDE
MvSl-1064-A1-R4_MC10-1g09630	MvSl-1064-A1-R4_MC10-2	Chr10	91464	94765	0.241729665	1	124294	65	NONDE
MvSl-1064-A1-R4_MC10-1g09632	MvSl-1064-A1-R4_MC10-2	Chr10	95454	96168	0.13239155	1	125250	71	NONDE
MvSl-1064-A1-R4_MC10-1g09633	MvSl-1064-A1-R4_MC10-2	Chr10	96371	100455	0.516318526	7	128861	131.714	NONDE
MvSl-1064-A1-R4_MC10-1g09635	MvSl-1064-A1-R4_MC10-2	Chr10	100763	113566	-0.004587282	7	131910	118	NONDE
MvSl-1064-A1-R4_MC10-1g09636	MvSl-1064-A1-R4_MC10-1	Chr10	102251	104994	0.13661094	1	134762	270	NONDE
MvSl-1064-A1-R4_MC10-1g09637	MvSl-1064-A1-R4_MC10-1	Chr10	107063	107425	-0.732093987	1	136845	67	NONDE
MvSl-1064-A1-R4_MC10-1g09638	MvSl-1064-A1-R4_MC10-1	Chr10	109632	111006	0.089026515	1	138705	121	NONDE
MvSl-1064-A1-R4_MC10-1g09639	MvSl-1064-A1-R4_MC10-1	Chr10	113600	118084	-0.007834163	9	139421	77.7778	NONDE
MvSl-1064-A1-R4_MC10-1g09640	MvSl-1064-A1-R4_MC10-2	Chr10	115446	117304	0.612202045	5	141905	76.4	NONDE
MvSl-1064-A1-R4_MC10-1g09641	MvSl-1064-A1-R4_MC10-2	Chr10	117397	118642	-0.042167503	6	145852	74.1667	NONDE
MvSl-1064-A1-R4_MC10-1g09642	MvSl-1064-A1-R4_MC10-1	Chr10	118423	120517	0.371464407	2	148776	77	NONDE
MvSl-1064-A1-R4_MC10-1g09644	MvSl-1064-A1-R4_MC10-1	Chr10	121139	122641	-0.021223466	5	153761	178	NONDE
MvSl-1064-A1-R4_MC10-1g09645	MvSl-1064-A1-R4_MC10-2	Chr10	121728	121988	0.278616998	3	157546	89	NONDE
MvSl-1064-A1-R4_MC10-1g09646	MvSl-1064-A1-R4_MC10-1	Chr10	123137	124683	0.010734716	4	160464	108.5	NONDE
MvSl-1064-A1-R4_MC10-1g09647	MvSl-1064-A1-R4_MC10-1	Chr10	124756	125079	0.065921776	4	163237	132.5	NONDE
MvSl-1064-A1-R4_MC10-1g09648	MvSl-1064-A1-R4_MC10-1	Chr10	125173	125885	0.13125202	7	168455	120.286	NONDE
MvSl-1064-A1-R4_MC10-1g09649	MvSl-1064-A1-R4_MC10-1	Chr10	125954	129548	-0.014914997	3	169914	80.6667	NONDE
MvSl-1064-A1-R4_MC10-1g09650	MvSl-1064-A1-R4_MC10-2	Chr10	128640	130073	0.168392163	1	172142	62	NONDE
MvSl-1064-A1-R4_MC10-1g09652	MvSl-1064-A1-R4_MC10-1	Chr10	130148	130330	0.112136911	2	173629	97	NONDE
MvSl-1064-A1-R4_MC10-1g09654	MvSl-1064-A1-R4_MC10-2	Chr10	133876	136335	-0.264973963	1	175495	119	NONDE
MvSl-1064-A1-R4_MC10-1g09655	MvSl-1064-A1-R4_MC10-1	Chr10	134413	135564	-0.114241495	3	177043	234	NONDE
MvSl-1064-A1-R4_MC10-1g09656	MvSl-1064-A1-R4_MC10-2	Chr10	136566	137976	-0.168419933	5	180567	106.2	NONDE
MvSl-1064-A1-R4_MC10-1g09657	MvSl-1064-A1-R4_MC10-1	Chr10	136672	137128	0.144662044	7	184803	136.286	NONDE
MvSl-1064-A1-R4_MC10-1g09658	MvSl-1064-A1-R4_MC10-1	Chr10	137577	138855	0.010422896	7	189726	110	NONDE
MvSl-1064-A1-R4_MC10-1g09659	MvSl-1064-A1-R4_MC10-2	Chr10	138864	139823	-0.040982004	3	191687	132.333	NONDE
