gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC12g11008	Auto	-0.37695825	0.37695825	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.37695825	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11009	Auto	-0.082966675	0.082966675	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.082966675	0.987318841	NON	NON	1.012820513
MvSl-1064-A1-R4_MC12g11010	Auto	-0.292856416	0.292856416	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.292856416	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11013	Auto	-0.661772896	0.661772896	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.661772896	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11014	Auto	-0.055751237	0.055751237	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.055751237	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11015	Auto	-0.076154343	0.076154343	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.076154343	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11016	Auto	-0.60587336	0.60587336	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.60587336	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11018	Auto	0.837673826	0.837673826	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.837673826	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11019	Auto	-0.113105556	0.113105556	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.113105556	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11021	Auto	0.270311615	0.270311615	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.270311615	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11022	Auto	0.373827218	0.373827218	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.373827218	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11023	Auto	0.218330098	0.218330098	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.218330098	1.060773481	NON	NON	1.060689655
MvSl-1064-A1-R4_MC12g11024	Auto	0.058905206	0.058905206	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.058905206	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11025	Auto	0.058913433	0.058913433	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.058913433	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11026	Auto	0.279916631	0.279916631	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.279916631	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11027	Auto	-0.1959089	0.1959089	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.1959089	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11028	Auto	-0.607327362	0.607327362	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.607327362	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11029	Auto	0.085189881	0.085189881	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.085189881	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11030	Auto	-0.119062295	0.119062295	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.119062295	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11031	Auto	-0.032347862	0.032347862	NON	NON	0	0	0	0	0	0	0	0	1	Auto	-0.032347862	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11032	Auto	0.038211318	0.038211318	NON	NON	0	0	0	0	0	0	0	0	1	Auto	0.038211318	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11033	Auto	-0.020836541	0.020836541	NON	NON	0	0	0	0	0	0	0	0	1	Auto	-0.020836541	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11034	Auto	-0.155031984	0.155031984	NON	NON	0	0	0	0	0	0	0	1	0	Auto	-0.155031984	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11035	Auto	-0.00489779	0.00489779	NON	NON	0	0	0	0	0	0	0	1	0	Auto	-0.00489779	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11036	Auto	0.387960558	0.387960558	NON	NON	0	0	0	0	0	0	0	1	0	Auto	0.387960558	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11037	Auto	-0.142548087	0.142548087	NON	NON	0	0	0	0	0	0	1	0	0	Auto	-0.142548087	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11039	Auto	-0.242243197	0.242243197	NON	NON	0	0	0	0	0	1	0	0	0	Auto	-0.242243197	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11043	Auto	0.165163981	0.165163981	NON	NON	0	1	0	0	0	0	0	0	0	Auto	0.165163981	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11048	Auto	-0.406927517	0.406927517	NON	NON	0	0	0	0	1	0	0	0	0	Auto	-0.406927517	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11049	Auto	-0.221623616	0.221623616	NON	NON	0	0	0	0	1	0	0	0	0	Auto	-0.221623616	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11050	Auto	-0.131350068	0.131350068	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.131350068	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11052	Auto	0.044647282	0.044647282	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.044647282	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11053	Auto	0.186136009	0.186136009	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.186136009	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11054	Auto	-0.212699615	0.212699615	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.212699615	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11055	Auto	-0.280635423	0.280635423	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.280635423	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11056	Auto	-0.04315621	0.04315621	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.04315621	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11057	Auto	-0.123434229	0.123434229	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.123434229	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11058	Auto	0.085709726	0.085709726	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.085709726	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11059	Auto	-0.081326788	0.081326788	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.081326788	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11061	Auto	0.040579442	0.040579442	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.040579442	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11062	Auto	-0.044634304	0.044634304	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.044634304	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11065	Auto	0.047322673	0.047322673	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.047322673	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11066	Auto	0.202111261	0.202111261	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.202111261	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11068	Auto	-0.034814283	0.034814283	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.034814283	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11071	Auto	-0.057078311	0.057078311	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.057078311	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11072	Auto	0.176623241	0.176623241	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.176623241	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11073	Auto	-0.180330167	0.180330167	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.180330167	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11074	Auto	-0.04289961	0.04289961	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.04289961	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11075	Auto	-0.198783768	0.198783768	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.198783768	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11076	Auto	-0.25897426	0.25897426	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.25897426	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11077	Auto	-0.180511429	0.180511429	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.180511429	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11078	Auto	-0.161082943	0.161082943	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.161082943	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11079	Auto	-0.033254248	0.033254248	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.033254248	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11080	Auto	-0.156541785	0.156541785	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.156541785	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11081	Auto	-0.60758465	0.60758465	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.60758465	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11082	Auto	0.113757341	0.113757341	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.113757341	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11083	Auto	0.022807204	0.022807204	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.022807204	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11084	Auto	-0.224291914	0.224291914	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.224291914	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11085	Auto	-0.140722833	0.140722833	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.140722833	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11088	Auto	-0.518008475	0.518008475	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.518008475	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11089	Auto	-0.513197938	0.513197938	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.513197938	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11090	Auto	-0.108997533	0.108997533	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.108997533	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11091	Auto	-0.185270035	0.185270035	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.185270035	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11092	Auto	0.087527424	0.087527424	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.087527424	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11093	Auto	0.118051307	0.118051307	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.118051307	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11096	Auto	-0.002686085	0.002686085	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.002686085	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11097	Auto	0.013943356	0.013943356	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.013943356	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11099	Auto	0.067046833	0.067046833	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.067046833	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11100	Auto	0.05581604	0.05581604	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.05581604	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11102	Auto	-0.581408469	0.581408469	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.581408469	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11103	Auto	-0.029316168	0.029316168	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.029316168	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11104	Auto	0.119637847	0.119637847	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.119637847	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11106	Auto	-0.004664583	0.004664583	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.004664583	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11107	Auto	-0.08248328	0.08248328	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.08248328	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11108	Auto	-0.193535423	0.193535423	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.193535423	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11109	Auto	-0.206587766	0.206587766	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.206587766	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11110	Auto	0.134406577	0.134406577	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.134406577	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11111	Auto	-0.436962968	0.436962968	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.436962968	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11113	Auto	-0.082598947	0.082598947	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.082598947	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11114	Auto	-0.128984091	0.128984091	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.128984091	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11116	Auto	0.289781873	0.289781873	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.289781873	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11117	Auto	-0.307185355	0.307185355	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.307185355	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11118	Auto	-0.123556861	0.123556861	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.123556861	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11119	Auto	0.178480834	0.178480834	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.178480834	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11120	Auto	-0.217638517	0.217638517	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.217638517	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11121	Auto	-0.120551908	0.120551908	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.120551908	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11122	Auto	-0.477078119	0.477078119	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.477078119	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11123	Auto	-0.068710967	0.068710967	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.068710967	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11124	Auto	-0.206329128	0.206329128	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.206329128	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11125	Auto	0.006252349	0.006252349	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.006252349	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11128	Auto	-0.301361611	0.301361611	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.301361611	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11129	Auto	0.029589602	0.029589602	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.029589602	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11130	Auto	-0.089751307	0.089751307	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.089751307	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11131	Auto	0.071470372	0.071470372	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.071470372	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11143	Auto	-0.014617588	0.014617588	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.014617588	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11144	Auto	-0.037467329	0.037467329	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.037467329	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11145	Auto	-0.076206306	0.076206306	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.076206306	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11151	Auto	0.008509427	0.008509427	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.008509427	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11153	Auto	-0.127228815	0.127228815	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.127228815	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11154	Auto	-0.080250329	0.080250329	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.080250329	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11155	Auto	0.079097991	0.079097991	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.079097991	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11161	Auto	0.104710018	0.104710018	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.104710018	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11162	Auto	0.268283029	0.268283029	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.268283029	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11163	Auto	-0.043362973	0.043362973	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.043362973	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11164	Auto	0.024953908	0.024953908	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.024953908	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11165	Auto	-0.247800856	0.247800856	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.247800856	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11166	Auto	-0.063726919	0.063726919	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.063726919	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11167	Auto	0.073041679	0.073041679	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.073041679	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11168	Auto	-0.215826056	0.215826056	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.215826056	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11169	Auto	-0.256233436	0.256233436	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.256233436	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11177	Auto	0.029806132	0.029806132	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.029806132	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11178	Auto	-0.215484179	0.215484179	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.215484179	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11179	Auto	-0.074830744	0.074830744	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.074830744	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11182	Auto	0.122644312	0.122644312	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.122644312	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11183	Auto	0.54769587	0.54769587	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.54769587	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11184	Auto	0.018213668	0.018213668	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.018213668	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11185	Auto	-0.063860914	0.063860914	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.063860914	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11186	Auto	-0.247745337	0.247745337	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.247745337	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11187	Auto	0.105737599	0.105737599	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.105737599	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11188	Auto	-0.245161608	0.245161608	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.245161608	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11189	Auto	0.055830589	0.055830589	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.055830589	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11191	Auto	-0.013960191	0.013960191	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.013960191	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11192	Auto	0.080062134	0.080062134	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.080062134	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11195	Auto	-0.143266456	0.143266456	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.143266456	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11197	Auto	0.225875649	0.225875649	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.225875649	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11198	Auto	-0.362466149	0.362466149	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.362466149	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11199	Auto	-0.321006856	0.321006856	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.321006856	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11200	Auto	-0.118778464	0.118778464	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.118778464	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11201	Auto	-0.148135344	0.148135344	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.148135344	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11202	Auto	0.094862141	0.094862141	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.094862141	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11203	Auto	0.150179462	0.150179462	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.150179462	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11204	Auto	-0.004824359	0.004824359	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.004824359	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11206	Auto	0.004438775	0.004438775	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.004438775	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11211	Auto	-0.168975061	0.168975061	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.168975061	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11212	Auto	-0.161111784	0.161111784	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.161111784	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11213	Auto	0.179642346	0.179642346	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.179642346	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11214	Auto	0.185205769	0.185205769	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.185205769	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11215	Auto	0.493619443	0.493619443	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.493619443	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11216	Auto	0.468802976	0.468802976	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.468802976	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11217	Auto	-0.032461367	0.032461367	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.032461367	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11220	Auto	-0.012403161	0.012403161	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.012403161	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11221	Auto	0.019081382	0.019081382	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.019081382	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11223	Auto	0.020555423	0.020555423	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.020555423	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11224	Auto	0.129261051	0.129261051	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.129261051	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11228	Auto	-0.343583797	0.343583797	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.343583797	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11229	Auto	-0.098674005	0.098674005	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.098674005	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11230	Auto	0.080700161	0.080700161	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.080700161	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11231	Auto	-0.443884507	0.443884507	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.443884507	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11232	Auto	-0.220924987	0.220924987	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.220924987	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11235	Auto	0.092943919	0.092943919	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.092943919	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11236	Auto	-0.048135753	0.048135753	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.048135753	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11240	Auto	0.60434592	0.60434592	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.60434592	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11241	Auto	0.591470922	0.591470922	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.591470922	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11244	Auto	-0.04454349	0.04454349	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.04454349	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11245	Auto	0.339761636	0.339761636	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.339761636	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11246	Auto	0.037267015	0.037267015	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.037267015	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11247	Auto	-0.230150512	0.230150512	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.230150512	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11248	Auto	-0.110333852	0.110333852	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.110333852	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11249	Auto	-0.118093545	0.118093545	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.118093545	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11255	Auto	-0.178516426	0.178516426	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.178516426	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11256	Auto	-0.30603688	0.30603688	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.30603688	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11257	Auto	-0.031727263	0.031727263	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.031727263	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11258	Auto	-0.028308943	0.028308943	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.028308943	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11259	Auto	-0.081484891	0.081484891	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.081484891	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11261	Auto	0.095464016	0.095464016	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.095464016	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11262	Auto	0.173403333	0.173403333	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.173403333	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11263	Auto	-0.317808372	0.317808372	NON	NON	0	0	0	0	0	0	0	0	0	Auto	-0.317808372	1	NON	NON	1
MvSl-1064-A1-R4_MC12g11264	Auto	0.07645799	0.07645799	NON	NON	0	0	0	0	0	0	0	0	0	Auto	0.07645799	1	NON	NON	1
