gida1	logFC.A1.A2	abs	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC11g10676	-0.141677851	0.141677851	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10677	0.199252303	0.199252303	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10678	-0.051268246	0.051268246	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10679	-0.343335808	0.343335808	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10680	-0.367966009	0.367966009	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10689	0.288316684	0.288316684	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10690	-0.204184968	0.204184968	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10692	0.151101148	0.151101148	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10693	-0.283301298	0.283301298	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10695	-0.096734175	0.096734175	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10696	-0.394002168	0.394002168	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10697	0.032202065	0.032202065	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10698	0.336951304	0.336951304	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10704	-0.020209091	0.020209091	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10705	0.012219603	0.012219603	Auto	0.06	0.05	NON
MvSl-1064-A1-R4_MC11g10706	-0.124685935	0.124685935	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10707	0.041520575	0.041520575	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10708	-0.1464419	0.1464419	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10709	0.234462968	0.234462968	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10710	-0.095219997	0.095219997	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10712	-0.194142924	0.194142924	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10713	-0.286930285	0.286930285	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10716	-0.367724658	0.367724658	Auto	-1.41	-1.72	NON
MvSl-1064-A1-R4_MC11g10719	-0.108789454	0.108789454	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10720	0.078147417	0.078147417	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10723	-0.072433275	0.072433275	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10724	-0.105966096	0.105966096	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10750	-0.179477455	0.179477455	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10751	-0.187199407	0.187199407	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10752	-0.099055111	0.099055111	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10753	-0.096860269	0.096860269	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10755	-0.053163763	0.053163763	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10767	-0.001441944	0.001441944	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10768	0.167140318	0.167140318	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10769	0.073378589	0.073378589	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10770	0.186739487	0.186739487	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10771	-0.531746218	0.531746218	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10773	-0.094703132	0.094703132	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10774	-0.051907492	0.051907492	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10775	0.132538747	0.132538747	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10781	0.065701789	0.065701789	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10782	-0.08762838	0.08762838	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10783	-0.243294877	0.243294877	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10784	0.04112518	0.04112518	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10785	0.117573282	0.117573282	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10790	-0.061618102	0.061618102	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10791	0.370009988	0.370009988	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10793	0.003773845	0.003773845	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10794	0.207159515	0.207159515	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10795	0.042971782	0.042971782	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10796	0.010856938	0.010856938	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10797	0.113029223	0.113029223	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10798	-0.484955464	0.484955464	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10805	0.124722327	0.124722327	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10806	-0.094308684	0.094308684	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10811	0.3076481	0.3076481	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10812	0.803813992	0.803813992	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10813	-0.012189537	0.012189537	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10814	0.137599116	0.137599116	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10815	-0.13363165	0.13363165	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10816	-0.212031077	0.212031077	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10817	0.047111214	0.047111214	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10818	-0.341627308	0.341627308	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10819	-0.179001308	0.179001308	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10821	0.04417294	0.04417294	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10823	-0.239698523	0.239698523	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10824	-0.119036199	0.119036199	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10825	-0.113730177	0.113730177	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10826	0.284198354	0.284198354	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10827	-0.244240109	0.244240109	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10830	0.025425066	0.025425066	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10831	0.102976368	0.102976368	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10832	-0.000515927	0.000515927	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10833	-0.099346902	0.099346902	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10834	-0.210162135	0.210162135	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10835	-0.093790046	0.093790046	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10836	0.038628205	0.038628205	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10837	0.32185624	0.32185624	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10838	0.071847828	0.071847828	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10839	0.070802128	0.070802128	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10840	0.3055879	0.3055879	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10841	-0.409428216	0.409428216	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10844	-0.200011602	0.200011602	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10845	0.063285713	0.063285713	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10846	-0.094928872	0.094928872	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10847	0.223735805	0.223735805	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10848	-0.446510874	0.446510874	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10851	0.222091043	0.222091043	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10853	-0.079454905	0.079454905	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10854	-0.170485855	0.170485855	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10855	-0.192469699	0.192469699	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10856	-0.019860397	0.019860397	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10858	0.030442656	0.030442656	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10859	0.204930841	0.204930841	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10860	0.465754501	0.465754501	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10867	-0.072420329	0.072420329	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10868	-0.147596719	0.147596719	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10869	-0.103011532	0.103011532	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10870	0.289917914	0.289917914	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10878	-0.048904448	0.048904448	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10879	0.47931637	0.47931637	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10880	-0.045785835	0.045785835	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10881	-0.27977013	0.27977013	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10882	0.162280888	0.162280888	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10885	0.343710854	0.343710854	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10886	0.427034236	0.427034236	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10887	0.073098476	0.073098476	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10888	0.078631317	0.078631317	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10889	0.123227352	0.123227352	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10890	-0.072848044	0.072848044	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10897	-0.008307279	0.008307279	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10898	0.065023855	0.065023855	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10901	-0.303752595	0.303752595	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10902	-0.191647611	0.191647611	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10903	-0.208099056	0.208099056	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10905	0.444871817	0.444871817	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10906	-0.138669427	0.138669427	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10907	-0.123148249	0.123148249	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10908	0.012962944	0.012962944	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10909	-0.014381446	0.014381446	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10910	-0.248165967	0.248165967	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10911	0.089211139	0.089211139	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10913	-0.126954561	0.126954561	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10915	0.211502232	0.211502232	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10916	0.136724804	0.136724804	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10918	0.25366356	0.25366356	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10919	0.074661838	0.074661838	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10920	0.655109454	0.655109454	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10923	0.205278487	0.205278487	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10924	0.700616974	0.700616974	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10925	0.143200663	0.143200663	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10926	-0.259834583	0.259834583	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10927	0.011231398	0.011231398	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10930	0.301875717	0.301875717	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10931	-0.255986956	0.255986956	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10932	-0.221079542	0.221079542	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10933	0.036595963	0.036595963	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10934	0.31000197	0.31000197	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10935	-0.126824037	0.126824037	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10936	-0.148709154	0.148709154	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10937	0.129214769	0.129214769	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10938	-0.18151026	0.18151026	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10939	0.023569321	0.023569321	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10940	0.094387864	0.094387864	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10941	0.036884422	0.036884422	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10942	0.27365771	0.27365771	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10943	0.03408868	0.03408868	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10945	-0.817008258	0.817008258	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10946	0.269366079	0.269366079	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10947	-0.131377966	0.131377966	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10948	0.266791213	0.266791213	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10949	0.053490043	0.053490043	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10950	-0.215374615	0.215374615	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10951	0.257861161	0.257861161	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10952	-0.189523931	0.189523931	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10953	-0.013325864	0.013325864	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10956	-0.082962754	0.082962754	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10957	0.093587118	0.093587118	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10958	-0.317556172	0.317556172	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10959	-0.038261609	0.038261609	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10960	-0.075143517	0.075143517	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10962	-0.134109489	0.134109489	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10964	0.425417528	0.425417528	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10965	0.045323272	0.045323272	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10968	-0.169705883	0.169705883	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10969	0.066787233	0.066787233	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10970	-0.216006448	0.216006448	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10971	-0.008241583	0.008241583	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10972	-0.071632867	0.071632867	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10973	-0.000540072	0.000540072	Auto	-0.01	-0.81	NON
MvSl-1064-A1-R4_MC12g10974	0.751066543	0.751066543	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10976	0.019945705	0.019945705	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10977	-0.354090334	0.354090334	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10978	0.000641973	0.000641973	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10979	0.059735224	0.059735224	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10981	0.074149583	0.074149583	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10982	-0.01859948	0.01859948	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10983	0.069598413	0.069598413	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10984	0.281112472	0.281112472	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10986	0.424384694	0.424384694	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10991	0.83858007	0.83858007	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10992	0.092337396	0.092337396	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10993	-0.030866692	0.030866692	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10994	-0.547669939	0.547669939	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10995	-0.207687841	0.207687841	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10996	-0.014508935	0.014508935	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10997	0.127589775	0.127589775	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10998	-0.091434728	0.091434728	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10999	-0.142612304	0.142612304	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11001	0.087481218	0.087481218	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11002	-0.047064183	0.047064183	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11003	0.242321576	0.242321576	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11004	-0.556798822	0.556798822	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11006	-0.247893173	0.247893173	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11007	-0.237022757	0.237022757	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11008	-0.37695825	0.37695825	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11009	-0.082966675	0.082966675	Auto	-0.09	0.27	NON
MvSl-1064-A1-R4_MC12g11010	-0.292856416	0.292856416	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11013	-0.661772896	0.661772896	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11014	-0.055751237	0.055751237	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11015	-0.076154343	0.076154343	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11016	-0.60587336	0.60587336	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11018	0.837673826	0.837673826	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11019	-0.113105556	0.113105556	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11021	0.270311615	0.270311615	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11022	0.373827218	0.373827218	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11023	0.218330098	0.218330098	Auto	0.4	0.38	NON
MvSl-1064-A1-R4_MC12g11024	0.058905206	0.058905206	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11025	0.058913433	0.058913433	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11026	0.279916631	0.279916631	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11027	-0.1959089	0.1959089	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11028	-0.607327362	0.607327362	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11029	0.085189881	0.085189881	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11030	-0.119062295	0.119062295	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11031	-0.032347862	0.032347862	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11032	0.038211318	0.038211318	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11033	-0.020836541	0.020836541	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11034	-0.155031984	0.155031984	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11035	-0.00489779	0.00489779	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11036	0.387960558	0.387960558	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11037	-0.142548087	0.142548087	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11039	-0.242243197	0.242243197	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11043	0.165163981	0.165163981	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11048	-0.406927517	0.406927517	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11049	-0.221623616	0.221623616	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11050	-0.131350068	0.131350068	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11052	0.044647282	0.044647282	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11053	0.186136009	0.186136009	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11054	-0.212699615	0.212699615	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11055	-0.280635423	0.280635423	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11056	-0.04315621	0.04315621	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11057	-0.123434229	0.123434229	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11058	0.085709726	0.085709726	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11059	-0.081326788	0.081326788	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11061	0.040579442	0.040579442	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11062	-0.044634304	0.044634304	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11065	0.047322673	0.047322673	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11066	0.202111261	0.202111261	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11068	-0.034814283	0.034814283	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11071	-0.057078311	0.057078311	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11072	0.176623241	0.176623241	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11073	-0.180330167	0.180330167	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11074	-0.04289961	0.04289961	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11075	-0.198783768	0.198783768	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11076	-0.25897426	0.25897426	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11077	-0.180511429	0.180511429	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11078	-0.161082943	0.161082943	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11079	-0.033254248	0.033254248	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11080	-0.156541785	0.156541785	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11081	-0.60758465	0.60758465	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11082	0.113757341	0.113757341	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11083	0.022807204	0.022807204	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11084	-0.224291914	0.224291914	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11085	-0.140722833	0.140722833	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11088	-0.518008475	0.518008475	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11089	-0.513197938	0.513197938	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11090	-0.108997533	0.108997533	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11091	-0.185270035	0.185270035	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11092	0.087527424	0.087527424	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11093	0.118051307	0.118051307	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11096	-0.002686085	0.002686085	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11097	0.013943356	0.013943356	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11099	0.067046833	0.067046833	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11100	0.05581604	0.05581604	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11102	-0.581408469	0.581408469	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11103	-0.029316168	0.029316168	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11104	0.119637847	0.119637847	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11106	-0.004664583	0.004664583	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11107	-0.08248328	0.08248328	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11108	-0.193535423	0.193535423	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11109	-0.206587766	0.206587766	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11110	0.134406577	0.134406577	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11111	-0.436962968	0.436962968	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11113	-0.082598947	0.082598947	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11114	-0.128984091	0.128984091	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11116	0.289781873	0.289781873	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11117	-0.307185355	0.307185355	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11118	-0.123556861	0.123556861	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11119	0.178480834	0.178480834	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11120	-0.217638517	0.217638517	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11121	-0.120551908	0.120551908	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11122	-0.477078119	0.477078119	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11123	-0.068710967	0.068710967	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11124	-0.206329128	0.206329128	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11125	0.006252349	0.006252349	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11128	-0.301361611	0.301361611	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11129	0.029589602	0.029589602	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11130	-0.089751307	0.089751307	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11131	0.071470372	0.071470372	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11143	-0.014617588	0.014617588	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11144	-0.037467329	0.037467329	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11145	-0.076206306	0.076206306	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11151	0.008509427	0.008509427	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11153	-0.127228815	0.127228815	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11154	-0.080250329	0.080250329	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11155	0.079097991	0.079097991	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11161	0.104710018	0.104710018	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11162	0.268283029	0.268283029	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11163	-0.043362973	0.043362973	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11164	0.024953908	0.024953908	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11165	-0.247800856	0.247800856	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11166	-0.063726919	0.063726919	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11167	0.073041679	0.073041679	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11168	-0.215826056	0.215826056	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11169	-0.256233436	0.256233436	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11177	0.029806132	0.029806132	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11178	-0.215484179	0.215484179	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11179	-0.074830744	0.074830744	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11182	0.122644312	0.122644312	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11183	0.54769587	0.54769587	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11184	0.018213668	0.018213668	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11185	-0.063860914	0.063860914	Auto	0	0	NON
