gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_nr_byprota1	intron_nr_byprota1_transf	intron_mean_a1	intron_total_a1	intron_total_byprota1	intron_total_byprota1_trans	intron_nr_a2	intron_nr_byprota2	intron_nr_byprota2_trans	intron_mean_a2	intron_total_a2	intron_total_byprota2	intron_total_byprota2_trans	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_MC12g10964	588	1767	MvSl-1064-A2-R4_MC12g11227	588	1767	Auto	Auto	1	0.00170068	0.041239305	195	195	0.331632653	0.575875553	1	0.00170068	0.041239305	195	195	0.331632653	0.575875553	0	0	0	551633	552784	7.57308466	0.42541753	0.42541753	0.03333773	0.28443539	7.77617178	7.76369476	7.33559841	7.35383564	NON	NON
MvSl-1064-A1-R4_MC12g10965	585	1758	MvSl-1064-A2-R4_MC12g11228	585	1758	Auto	Auto	4	0.006837607	0.082689823	110.75	443	0.757264957	0.87020972	4	0.006837607	0.082689823	110.75	443	0.757264957	0.87020972	0	0	0	552901	554685	7.41245661	0.04532327	0.04532327	0.82246215	0.99994992	7.3072764	7.55216456	7.39375329	7.38546198	NON	NON
MvSl-1064-A1-R4_MC12g10966	189	570	MvSl-1064-A2-R4_MC12g11229	189	570	Auto	Auto	2	0.010582011	0.1028689	75.5	151	0.798941799	0.893835443	2	0.010582011	0.1028689	75.5	151	0.798941799	0.893835443	0	0	0	555127	556274	3.629361555	2.12623426	2.12623426	1.59E-10	8.66E-09	4.536810227	4.064711888	1.993076691	2.411232829	Up	DE
MvSl-1064-A1-R4_MC12g10968	383	1152	MvSl-1064-A2-R4_MC12g11231	383	1152	Auto	Auto	1	0.002610966	0.051097613	0	0	0	0	1	0.002610966	0.051097613	0	0	0	0	0	0	0	556570	558515	4.01911814	-0.1697059	0.16970588	0.53513156	0.98991415	3.92386559	3.94181481	3.98007906	4.21395953	NON	NON
MvSl-1064-A1-R4_MC12g10969	481	1446	MvSl-1064-A2-R4_MC12g11232	481	1446	Auto	Auto	3	0.006237006	0.078974719	113	339	0.704781705	0.839512778	3	0.006237006	0.078974719	113	339	0.704781705	0.839512778	0	0	0	559742	560716	5.60416411	0.06678723	0.06678723	0.75067087	0.99994992	5.51888069	5.74620191	5.5024924	5.63529758	NON	NON
MvSl-1064-A1-R4_MC12g10970	319	960	MvSl-1064-A2-R4_MC12g11233	319	960	Auto	Auto	2	0.006269592	0.079180758	94	188	0.589341693	0.767685934	2	0.006269592	0.079180758	94	188	0.589341693	0.767685934	0	0	0	561088	563492	4.2587302	-0.2160064	0.21600645	0.40122271	0.94984014	4.16719975	4.12828782	4.37321118	4.35230362	NON	NON
MvSl-1064-A1-R4_MC12g10971	477	1434	MvSl-1064-A2-R4_MC12g11234	477	1434	Auto	Auto	5	0.01048218	0.102382519	102.4	512	1.073375262	1.036038253	5	0.01048218	0.102382519	102.4	512	1.073375262	1.036038253	0	0	0	564119	564938	6.9028172	-0.0082416	0.00824158	0.96553755	0.99994992	7.01371076	6.77371288	6.85366064	6.95834051	NON	NON
MvSl-1064-A1-R4_MC12g10972	218	657	MvSl-1064-A2-R4_MC12g11235	218	657	Auto	Auto	2	0.009174312	0.095782629	159	318	1.458715596	1.20777299	2	0.009174312	0.095782629	159	318	1.458715596	1.20777299	0	0	0	565656	566464	6.7232608	-0.0716329	0.07163287	0.69828134	0.99994992	6.61235061	6.7580967	6.69766613	6.81718932	NON	NON
MvSl-1064-A1-R4_MC12g10973	617	1854	MvSl-1064-A2-R4_MC12g11236	591	1776	Auto	Auto	5	0.008103728	0.090020707	105	630	1.021069692	1.010479932	6	0.010152284	0.100758544	110.2	551	0.932318105	0.965566209	-1	-5.2	79	567021	569276	4.53200862	-0.0005401	0.00054007	0.99825956	0.99994992	4.56300833	4.49978094	4.43478198	4.62382675	NON	NON
MvSl-1064-A1-R4_MC12g10974	165	498	MvSl-1064-A2-R4_MC12g11237	165	498	Auto	Auto	3	0.018181818	0.134839972	107.333	322	1.951515152	1.39696641	3	0.018181818	0.134839972	107.333	322	1.951515152	1.39696641	0	0	0	570878	572939	0.926501	0.75106654	0.75106654	0.12983331	0.64158022	1.53069589	0.84564376	-0.1551545	0.97705356	NON	NON
MvSl-1064-A1-R4_MC12g10976	590	1773	MvSl-1064-A2-R4_MC12g11239	590	1773	Auto	Auto	5	0.008474576	0.092057462	96.6	483	0.818644068	0.904789516	5	0.008474576	0.092057462	96.6	483	0.818644068	0.904789516	0	0	0	579325	581646	6.11332693	0.01994571	0.01994571	0.9171968	0.99994992	6.11267342	6.13370522	6.05501271	6.15010948	NON	NON
MvSl-1064-A1-R4_MC12g10977	440	1323	MvSl-1064-A2-R4_MC12g11240	440	1323	Auto	Auto	8	0.018181818	0.134839972	92.375	739	1.679545455	1.295972783	8	0.018181818	0.134839972	92.375	739	1.679545455	1.295972783	0	0	0	581837	584741	7.33632392	-0.3540903	0.35409033	0.35544514	0.92113794	6.61930292	7.5350399	8.03331571	6.65364849	NON	NON
MvSl-1064-A1-R4_MC12g10978	1276	3831	MvSl-1064-A2-R4_MC12g11241	1276	3831	Auto	Auto	15	0.011755486	0.108422719	74.8	1122	0.879310345	0.937715492	15	0.011755486	0.108422719	74.8	1122	0.879310345	0.937715492	0	0	0	585618	588654	7.0880427	0.00064197	0.00064197	0.99727151	0.99994992	7.1066839	7.06979701	7.02123396	7.1513174	NON	NON
MvSl-1064-A1-R4_MC12g10979	599	1800	MvSl-1064-A2-R4_MC12g11242	599	1800	Auto	Auto	5	0.008347245	0.091363261	104.4	522	0.871452421	0.93351616	5	0.008347245	0.091363261	104.4	522	0.871452421	0.93351616	0	0	0	588738	590620	6.79645351	0.05973522	0.05973522	0.76407932	0.99994992	6.60676453	7.01618853	6.78994903	6.74218357	NON	NON
MvSl-1064-A1-R4_MC12g10981	897	2694	MvSl-1064-A2-R4_MC12g11244	897	2694	Auto	Auto	5	0.005574136	0.074660137	68.6	343	0.38238573	0.618373455	5	0.005574136	0.074660137	68.6	343	0.38238573	0.618373455	0	0	0	591407	593108	6.95115327	0.07414958	0.07414958	0.69391769	0.99994992	6.87071609	7.09587229	6.86948636	6.9564274	NON	NON
MvSl-1064-A1-R4_MC12g10982	518	1557	MvSl-1064-A2-R4_MC12g11245	518	1557	Auto	Auto	4	0.007722008	0.087874955	81.5	326	0.629343629	0.793311811	4	0.007722008	0.087874955	81.5	326	0.629343629	0.793311811	0	0	0	594899	595056	3.73132651	-0.0185995	0.01859948	0.9489425	0.99994992	3.75232903	3.69123485	3.91039309	3.54737417	NON	NON
MvSl-1064-A1-R4_MC12g10983	110	333	MvSl-1064-A2-R4_MC12g11246	110	333	Auto	Auto	1	0.009090909	0.095346259	90	90	0.818181818	0.904534034	1	0.009090909	0.095346259	90	90	0.818181818	0.904534034	0	0	0	595158	595331	3.58104685	0.06959841	0.06959841	0.81344929	0.99994992	3.49246042	3.72761095	3.63598811	3.4492101	NON	NON
MvSl-1064-A1-R4_MC12g10984	392	1179	MvSl-1064-A2-R4_MC12g11247	392	1179	Auto	Auto	6	0.015306122	0.123717915	87.1667	523	1.334183673	1.155068688	6	0.015306122	0.123717915	87.1667	523	1.334183673	1.155068688	0	0	0	602160	602441	6.63448979	0.28111247	0.28111247	0.16986153	0.71527994	6.84247471	6.68928096	6.28678317	6.66306337	NON	NON
MvSl-1064-A1-R4_MC12g10985	37	114	MvSl-1064-A2-R4_MC12g11248	37	114	Auto	Auto	1	0.027027027	0.164398987	44	44	1.189189189	1.090499514	1	0.027027027	0.164398987	44	44	1.189189189	1.090499514	0	0	0	602942	605344	2.50330597	0.59331589	0.59331589	0.16502586	0.70582747	3.08172169	2.34920862	1.57093066	2.60604736	NON	NON
MvSl-1064-A1-R4_MC12g10986	57	174	MvSl-1064-A2-R4_MC12g11249	57	174	Auto	Auto	1	0.01754386	0.132453236	0	0	0	0	1	0.01754386	0.132453236	0	0	0	0	0	0	0	606770	607644	2.28363437	0.42438469	0.42438469	0.25913669	0.84190738	2.70674582	2.1944432	1.80837795	2.27049897	NON	NON
MvSl-1064-A1-R4_MC12g10988	93	282	MvSl-1064-A2-R4_MC12g11251	93	282	Auto	Auto	1	0.010752688	0.103695169	0	0	0	0	1	0.010752688	0.103695169	0	0	0	0	0	0	0	608128	610402	5.82639433	-0.0524114	0.0524114	0.79474726	0.99994992	5.8294227	5.77006654	5.8522647	5.85247953	NON	NON
MvSl-1064-A1-R4_MC12g10989	760	2283	MvSl-1064-A2-R4_MC12g11252	760	2283	Auto	Auto	2	0.002631579	0.051298918	60	120	0.157894737	0.397359707	2	0.002631579	0.051298918	60	120	0.157894737	0.397359707	0	0	0	610583	611894	3.738704173	-0.932000816	0.932000816	0.00126676	0.021487163	3.345920955	3.053039625	4.096716189	4.166203106	Down	DE
MvSl-1064-A1-R4_MC12g10991	171	516	MvSl-1064-A2-R4_MC12g11254	171	516	Auto	Auto	3	0.01754386	0.132453236	119.667	359	2.099415205	1.448935887	3	0.01754386	0.132453236	119.667	359	2.099415205	1.448935887	0	0	0	612164	613997	3.55293219	0.83858007	0.83858007	0.00460504	0.06309056	3.98972709	3.81714358	3.03207548	3.11605404	NON	NON
MvSl-1064-A1-R4_MC12g10992	513	1542	MvSl-1064-A2-R4_MC12g11255	513	1542	Auto	Auto	5	0.009746589	0.098724813	146.6	733	1.428849903	1.195345098	5	0.009746589	0.098724813	146.6	733	1.428849903	1.195345098	0	0	0	614691	616049	7.38668409	0.0923374	0.0923374	0.64441491	0.99994992	7.37661712	7.48544939	7.41322868	7.26233491	NON	NON
MvSl-1064-A1-R4_MC12g10993	243	732	MvSl-1064-A2-R4_MC12g11256	243	732	Auto	Auto	3	0.012345679	0.111111111	193.333	580	2.386831276	1.544937305	3	0.012345679	0.111111111	193.333	580	2.386831276	1.544937305	0	0	0	616374	617964	5.25138007	-0.0308667	0.03086669	0.88804911	0.99994992	5.16694953	5.30179689	5.30328273	5.22917945	NON	NON
MvSl-1064-A1-R4_MC12g10994	399	1200	MvSl-1064-A2-R4_MC12g11257	399	1200	Auto	Auto	6	0.015037594	0.122627868	105.667	634	1.588972431	1.260544498	6	0.015037594	0.122627868	105.667	634	1.588972431	1.260544498	0	0	0	618260	618980	0.03445588	-0.5476699	0.54766994	0.27912815	0.86963067	-0.4836403	-0.0057371	0.40408779	0.12370694	NON	NON
MvSl-1064-A1-R4_MC12g10995	419	1260	MvSl-1064-A2-R4_MC12g11258	419	1260	Auto	Auto	1	0.002386635	0.048853197	99	99	0.23627685	0.486083172	1	0.002386635	0.048853197	99	99	0.23627685	0.486083172	0	0	0	619716	625148	6.72220115	-0.2076878	0.20768784	0.27207355	0.85923781	6.47576196	6.74167455	6.85167016	6.79237985	NON	NON
MvSl-1064-A1-R4_MC12g10996	315	948	MvSl-1064-A2-R4_MC12g11259	315	948	Auto	Auto	7	0.022222222	0.149071198	92.1429	643	2.041269841	1.42873015	7	0.022222222	0.149071198	91.8571	645	2.047619048	1.4309504	0	0.2858	-2	625634	626210	6.71726312	-0.0145089	0.01450894	0.93679806	0.99994992	6.63448111	6.78176698	6.72619334	6.72280658	NON	NON
MvSl-1064-A1-R4_MC12g10997	143	432	MvSl-1064-A2-R4_MC12g11260	143	432	Auto	Auto	2	0.013986014	0.118262479	144.5	289	2.020979021	1.421611417	2	0.013986014	0.118262479	144.5	289	2.020979021	1.421611417	0	0	0	626476	626685	5.61071969	0.12758978	0.12758978	0.54476045	0.99046301	5.57431228	5.76507511	5.63801153	5.44648184	NON	NON
MvSl-1064-A1-R4_MC12g10998	1689	5070	MvSl-1064-A2-R4_MC12g11261	1689	5070	Auto	Auto	4	0.002368265	0.048664826	90.75	363	0.214920071	0.463594727	4	0.002368265	0.048664826	90.75	363	0.214920071	0.463594727	0	0	0	627055	628719	6.43009418	-0.0914347	0.09143473	0.65085337	0.99994992	6.30517909	6.4583149	6.64347108	6.28427822	NON	NON
MvSl-1064-A1-R4_MC12g10999	167	504	MvSl-1064-A2-R4_MC12g11262	167	504	Auto	Auto	1	0.005988024	0.077382323	73	73	0.437125749	0.66115486	1	0.005988024	0.077382323	73	73	0.437125749	0.66115486	0	0	0	628973	632341	4.69947211	-0.1426123	0.1426123	0.5608653	0.99255356	4.56012081	4.69087086	4.89011844	4.63662706	NON	NON
MvSl-1064-A1-R4_MC12g11000	69	210	MvSl-1064-A2-R4_MC12g11263	69	210	Auto	Auto	1	0.014492754	0.120385853	0	0	0	0	1	0.014492754	0.120385853	0	0	0	0	0	0	0	632850	636199	3.61524455	-0.187316	0.18731601	0.53050241	0.98928282	3.35927119	3.66467866	3.83179425	3.56756766	NON	NON
MvSl-1064-A1-R4_MC12g11001	381	1146	MvSl-1064-A2-R4_MC12g11264	381	1146	Auto	Auto	2	0.005249344	0.072452356	259.5	519	1.362204724	1.167135264	2	0.005249344	0.072452356	259.5	519	1.362204724	1.167135264	0	0	0	636786	639915	7.12608323	0.08748122	0.08748122	0.65584993	0.99994992	7.01423833	7.30892478	7.08869974	7.07460998	NON	NON
MvSl-1064-A1-R4_MC12g11002	950	2853	MvSl-1064-A2-R4_MC12g11265	950	2853	Auto	Auto	7	0.007368421	0.085839508	73.7143	516	0.543157895	0.736992466	7	0.007368421	0.085839508	73.7143	516	0.543157895	0.736992466	0	0	0	640724	641019	6.73981347	-0.0470642	0.04706418	0.80857452	0.99994992	6.6262219	6.80079339	6.90639098	6.60400135	NON	NON
MvSl-1064-A1-R4_MC12g11003	842	2529	MvSl-1064-A2-R4_MC12g11266	842	2529	Auto	Auto	6	0.007125891	0.084414991	136.833	821	0.975059382	0.987450952	6	0.007125891	0.084414991	136.833	821	0.975059382	0.987450952	0	0	0	642413	645170	10.1004592	0.24232158	0.24232158	0.43007118	0.96568912	10.2155808	10.2174494	10.0192942	9.92767934	NON	NON
MvSl-1064-A1-R4_MC12g11004	932	2799	MvSl-1064-A2-R4_MC12g11267	932	2799	Auto	Auto	3	0.003218884	0.056735211	110.333	331	0.355150215	0.595944808	3	0.003218884	0.056735211	110.333	331	0.355150215	0.595944808	0	0	0	645445	647078	4.8751821	-0.5567988	0.55679882	0.02088179	0.20401925	4.49810835	4.64269969	5.26191346	4.97827809	NON	NON
MvSl-1064-A1-R4_MC12g11005	53	162	MvSl-1064-A2-R4_MC12g11268	53	162	Auto	Auto	1	0.018867925	0.137360564	134	134	2.528301887	1.590063485	1	0.018867925	0.137360564	134	134	2.528301887	1.590063485	0	0	0	647337	652899	3.347832429	1.009915293	1.009915293	0.002980866	0.043785945	3.963742167	3.518108122	2.422986917	3.031350278	Up	DE
MvSl-1064-A1-R4_MC12g11006	741	2226	MvSl-1064-A2-R4_MC12g11269	741	2226	Auto	Auto	6	0.008097166	0.089984254	88.6667	532	0.717948718	0.847318546	6	0.008097166	0.089984254	88.6667	532	0.717948718	0.847318546	0	0	0	653657	655841	9.840487	-0.2478932	0.24789317	0.54413562	0.99034285	9.93698111	9.44355398	9.14210681	10.4775592	NON	NON
MvSl-1064-A1-R4_MC12g11007	524	1575	MvSl-1064-A2-R4_MC12g11270	524	1575	Auto	Auto	1	0.001908397	0.043685203	59	59	0.11259542	0.33555241	1	0.001908397	0.043685203	59	59	0.11259542	0.33555241	0	0	0	656307	659732	4.76993434	-0.2370228	0.23702276	0.33560944	0.91193849	4.57163636	4.71953609	5.03748636	4.71113185	NON	NON
MvSl-1064-A1-R4_MC12g11008	1595	4788	MvSl-1064-A2-R4_MC12g11271	1595	4788	Auto	Auto	11	0.006896552	0.08304548	70.4545	775	0.485893417	0.697060555	11	0.006896552	0.08304548	70.4545	775	0.485893417	0.697060555	0	0	0	660192	661506	7.69350444	-0.3769583	0.37695825	0.06421731	0.43296037	7.50716104	7.478605	7.87181401	7.86765755	NON	NON
MvSl-1064-A1-R4_MC12g11009	552	1659	MvSl-1064-A2-R4_MC12g11272	545	1638	Auto	Auto	7	0.012681159	0.112610654	75.1429	546	0.989130435	0.994550368	7	0.012844037	0.113331534	78	526	0.965137615	0.982414177	0	-2.8571	20	666047	667790	6.38354281	-0.0829667	0.08296668	0.66412735	0.99994992	6.25159769	6.42626478	6.48471051	6.36148664	NON	NON
MvSl-1064-A1-R4_MC12g11010	945	2838	MvSl-1064-A2-R4_MC12g11273	945	2838	Auto	Auto	6	0.006349206	0.079681907	98	588	0.622222222	0.788810638	6	0.006349206	0.079681907	98	588	0.622222222	0.788810638	0	0	0	669192	670490	6.47050241	-0.2928564	0.29285642	0.19451997	0.75767495	6.22814065	6.40074575	6.8766822	6.28122454	NON	NON
MvSl-1064-A1-R4_MC12g11013	447	1344	MvSl-1064-A2-R4_MC12g11276	447	1344	Auto	Auto	3	0.006711409	0.081923192	133.333	400	0.894854586	0.94596754	3	0.006711409	0.081923192	133.333	400	0.894854586	0.94596754	0	0	0	672066	674465	3.83828594	-0.6617729	0.6617729	0.02407473	0.22617014	3.44316049	3.50619177	3.90528431	4.3288341	NON	NON
MvSl-1064-A1-R4_MC12g11014	328	987	MvSl-1064-A2-R4_MC12g11277	328	987	Auto	Auto	4	0.012195122	0.110431526	78	312	0.951219512	0.97530483	4	0.012195122	0.110431526	78	312	0.951219512	0.97530483	0	0	0	675446	678232	5.34639057	-0.0557512	0.05575124	0.80250644	0.99994992	5.20995507	5.41924292	5.46479046	5.27697346	NON	NON
MvSl-1064-A1-R4_MC12g11015	232	699	MvSl-1064-A2-R4_MC12g11278	232	699	Auto	Auto	1	0.004310345	0.065653216	94	94	0.405172414	0.63653155	1	0.004310345	0.065653216	94	94	0.405172414	0.63653155	0	0	0	679374	680009	5.32562403	-0.0761543	0.07615434	0.74143659	0.99994992	5.09495857	5.45687492	5.42250527	5.30129479	NON	NON
MvSl-1064-A1-R4_MC12g11016	732	2199	MvSl-1064-A2-R4_MC12g11279	732	2199	Auto	Auto	2	0.00273224	0.052270837	100.5	201	0.274590164	0.524013515	2	0.00273224	0.052270837	100.5	201	0.274590164	0.524013515	0	0	0	680714	682803	2.89323723	-0.6058734	0.60587336	0.10234351	0.57212582	2.57563243	2.55985443	2.65981891	3.5405797	NON	NON
MvSl-1064-A1-R4_MC12g11017	761	2286	MvSl-1064-A2-R4_MC12g11280	761	2286	Auto	Auto	6	0.007884363	0.088793934	83.5	501	0.658344284	0.811384178	6	0.007884363	0.088793934	83.5	501	0.658344284	0.811384178	0	0	0	683302	684940	4.99997159	-0.0103519	0.01035188	0.96537914	0.99994992	5.03174674	4.95691211	4.83207524	5.15993419	NON	NON
MvSl-1064-A1-R4_MC12g11018	126	381	MvSl-1064-A2-R4_MC12g11281	126	381	Auto	Auto	2	0.015873016	0.125988158	127.5	255	2.023809524	1.422606595	2	0.015873016	0.125988158	127.5	255	2.023809524	1.422606595	0	0	0	685981	687466	0.59675452	0.83767383	0.83767383	0.09214791	0.53237629	1.3009367	0.40693855	-0.0721973	0.32691288	NON	NON
MvSl-1064-A1-R4_MC12g11019	478	1437	MvSl-1064-A2-R4_MC12g11282	478	1437	Auto	Auto	7	0.014644351	0.121013848	93.2857	653	1.366108787	1.168806565	7	0.014644351	0.121013848	93.2857	653	1.366108787	1.168806565	0	0	0	687876	689640	6.52552961	-0.1131056	0.11310556	0.58470669	0.9930078	6.5770774	6.34997998	6.38455671	6.75397979	NON	NON
MvSl-1064-A1-R4_MC12g11020	486	1461	MvSl-1064-A2-R4_MC12g11283	486	1461	Auto	Auto	3	0.00617284	0.07856742	59.3333	178	0.366255144	0.605190172	3	0.00617284	0.07856742	59.3333	178	0.366255144	0.605190172	0	0	0	689900	692574	6.675660318	0.753556187	0.753556187	0.000148115	0.003205669	7.039337205	6.965958867	6.395528555	6.088555329	Up	DE
MvSl-1064-A1-R4_MC12g11021	409	1230	MvSl-1064-A2-R4_MC12g11284	409	1230	Auto	Auto	2	0.004889976	0.06992836	128	256	0.62591687	0.791149082	2	0.004889976	0.06992836	128	256	0.62591687	0.791149082	0	0	0	692807	694101	6.49167864	0.27031162	0.27031162	0.15032509	0.67354779	6.60326221	6.63696329	6.37072352	6.32932437	NON	NON
MvSl-1064-A1-R4_MC12g11022	426	1281	MvSl-1064-A2-R4_MC12g11285	426	1281	Auto	Auto	5	0.011737089	0.108337848	96.8	484	1.136150235	1.065903483	5	0.011737089	0.108337848	96.8	484	1.136150235	1.065903483	0	0	0	694688	696720	5.66845046	0.37382722	0.37382722	0.07344353	0.46939994	5.72371827	5.95237611	5.5556305	5.37762141	NON	NON
MvSl-1064-A1-R4_MC12g11023	768	2307	MvSl-1064-A2-R4_MC12g11286	724	2175	Auto	Auto	5	0.006510417	0.080687153	71.1429	368	0.479166667	0.692218655	7	0.009668508	0.098328573	73.6	498	0.687845304	0.829364398	-2	-2.4571	-130	697220	699272	6.10207362	0.2183301	0.2183301	0.25723034	0.8402989	6.24711624	6.16530593	5.98651911	5.99100089	NON	NON
MvSl-1064-A1-R4_MC12g11024	244	735	MvSl-1064-A2-R4_MC12g11287	244	735	Auto	Auto	4	0.016393443	0.12803688	140	560	2.295081967	1.514952794	4	0.016393443	0.12803688	140	560	2.295081967	1.514952794	0	0	0	699760	702457	5.9271153	0.05890521	0.05890521	0.76435632	0.99994992	5.93349733	5.97848622	5.9082408	5.88636835	NON	NON
MvSl-1064-A1-R4_MC12g11025	610	1833	MvSl-1064-A2-R4_MC12g11288	610	1833	Auto	Auto	3	0.004918033	0.070128687	66.6667	200	0.327868852	0.572598334	3	0.004918033	0.070128687	66.6667	200	0.327868852	0.572598334	0	0	0	702765	707228	7.39092178	0.05891343	0.05891343	0.80050301	0.99994992	7.5283686	7.30291021	7.04523654	7.62027076	NON	NON
MvSl-1064-A1-R4_MC12g11026	604	1815	MvSl-1064-A2-R4_MC12g11289	604	1815	Auto	Auto	3	0.004966887	0.070476148	79.3333	238	0.394039735	0.627725844	3	0.004966887	0.070476148	79.3333	238	0.394039735	0.627725844	0	0	0	708002	710595	5.64181165	0.27991663	0.27991663	0.2098826	0.77978545	5.97093965	5.54687214	5.39361051	5.58994819	NON	NON
MvSl-1064-A1-R4_MC12g11027	776	2331	MvSl-1064-A2-R4_MC12g11290	776	2331	Auto	Auto	5	0.006443299	0.080270162	73.4	366	0.471649485	0.686767417	5	0.006443299	0.080270162	73.2	367	0.472938144	0.687704983	0	0.2	-1	711216	713261	5.7548338	-0.1959089	0.1959089	0.52278438	0.98557738	5.4394012	5.8405663	6.29070649	5.21003778	NON	NON
MvSl-1064-A1-R4_MC12g11028	1192	3579	MvSl-1064-A2-R4_MC12g11291	1192	3579	Auto	Auto	11	0.009228188	0.096063458	80.4545	885	0.742449664	0.861655189	11	0.009228188	0.096063458	80.4545	885	0.742449664	0.861655189	0	0	0	713602	717815	4.73047536	-0.6073274	0.60732736	0.03393069	0.28834342	4.38843586	4.40669924	5.33971657	4.56142442	NON	NON
MvSl-1064-A1-R4_MC12g11029	652	1959	MvSl-1064-A2-R4_MC12g11292	652	1959	Auto	Auto	6	0.009202454	0.095929422	105.833	635	0.97392638	0.986877085	6	0.009202454	0.095929422	105.833	635	0.97392638	0.986877085	0	0	0	717932	718708	6.1505623	0.08518988	0.08518988	0.74894815	0.99994992	6.49856425	5.80331442	5.77594956	6.37682609	NON	NON
MvSl-1064-A1-R4_MC12g11030	582	1749	MvSl-1064-A2-R4_MC12g11293	582	1749	Auto	Auto	4	0.006872852	0.082902667	74.25	297	0.510309278	0.714359348	4	0.006872852	0.082902667	74.25	297	0.510309278	0.714359348	0	0	0	718926	720371	4.04328036	-0.1190623	0.1190623	0.66845962	0.99994992	3.96810562	3.99820466	4.27364792	3.90566866	NON	NON
MvSl-1064-A1-R4_MC12g11031	1330	3993	MvSl-1064-A2-R4_MC12g11294	1330	3993	Auto	Auto	3	0.002255639	0.047493569	73.6667	221	0.166165414	0.407633921	3	0.002255639	0.047493569	73.6667	221	0.166165414	0.407633921	0	0	0	720473	722368	7.27710854	-0.0323479	0.03234786	0.87044208	0.99994992	7.35512179	7.16002124	7.27153056	7.31454726	NON	NON
MvSl-1064-A1-R4_MC12g11032	167	504	MvSl-1064-A2-R4_MC12g11295	167	504	Auto	Auto	3	0.017964072	0.134030115	91	273	1.634730539	1.278565813	3	0.017964072	0.134030115	91	273	1.634730539	1.278565813	0	0	0	722587	723099	6.14142054	0.03821132	0.03821132	0.84171383	0.99994992	6.14290066	6.1775671	6.09257921	6.15122497	NON	NON
MvSl-1064-A1-R4_MC12g11033	481	1446	MvSl-1064-A2-R4_MC12g11296	481	1446	Auto	Auto	1	0.002079002	0.045596075	0	0	0	0	1	0.002079002	0.045596075	0	0	0	0	0	0	0	724286	726068	3.33052079	-0.0208365	0.02083654	0.9460873	0.99994992	3.46802103	3.15577251	3.24115428	3.43462509	NON	NON
MvSl-1064-A1-R4_MC12g11034	631	1896	MvSl-1064-A2-R4_MC12g11297	631	1896	Auto	Auto	1	0.001584786	0.039809371	0	0	0	0	1	0.001584786	0.039809371	0	0	0	0	0	0	0	727253	730000	6.36763	-0.155032	0.15503198	0.4174676	0.95977796	6.27819791	6.29822656	6.5459007	6.33227802	NON	NON
MvSl-1064-A1-R4_MC12g11035	170	513	MvSl-1064-A2-R4_MC12g11298	170	513	Auto	Auto	1	0.005882353	0.076696499	0	0	0	0	1	0.005882353	0.076696499	0	0	0	0	0	0	0	730537	732265	4.81034775	-0.0048978	0.00489779	0.98551324	0.99994992	4.66597611	4.93707756	5.08118017	4.4820851	NON	NON
MvSl-1064-A1-R4_MC12g11036	493	1482	MvSl-1064-A2-R4_MC12g11299	493	1482	Auto	Auto	4	0.00811359	0.09007547	75.25	301	0.610547667	0.781375497	4	0.00811359	0.09007547	75.25	301	0.610547667	0.781375497	0	0	0	732581	736158	1.48258709	0.38796056	0.38796056	0.32427399	0.90329694	1.7694081	1.5264795	1.18902587	1.36327874	NON	NON
MvSl-1064-A1-R4_MC12g11037	871	2616	MvSl-1064-A2-R4_MC12g11300	871	2616	Auto	Auto	1	0.001148106	0.033883707	132	132	0.151549943	0.389294159	1	0.001148106	0.033883707	132	132	0.151549943	0.389294159	0	0	0	736503	737784	8.01564914	-0.1425481	0.14254809	0.51340917	0.9829017	7.99562258	7.88770935	8.0105998	8.15609437	NON	NON
MvSl-1064-A1-R4_MC12g11038	466	1401	MvSl-1064-A2-R4_MC12g11301	466	1401	Auto	Auto	3	0.006437768	0.080235704	109.333	328	0.703862661	0.838965232	3	0.006437768	0.080235704	109.333	328	0.703862661	0.838965232	0	0	0	742400	743576	5.80134406	-0.5120467	0.51204667	0.06913559	0.45221127	5.23007841	5.76757298	6.37996037	5.58004219	NON	NON
MvSl-1064-A1-R4_MC12g11039	1064	3195	MvSl-1064-A2-R4_MC12g11302	1064	3195	Auto	Auto	5	0.004699248	0.068551062	76.6	383	0.359962406	0.599968671	5	0.004699248	0.068551062	76.6	383	0.359962406	0.599968671	0	0	0	744272	746373	7.80429644	-0.2422432	0.2422432	0.25246102	0.83267332	7.58805789	7.76306901	7.9689711	7.87003077	NON	NON
MvSl-1064-A1-R4_MC12g11040	345	1038	MvSl-1064-A2-R4_MC12g11303	345	1038	Auto	Auto	2	0.005797101	0.076138699	122	244	0.707246377	0.840979415	2	0.005797101	0.076138699	122	244	0.707246377	0.840979415	0	0	0	746940	748306	0.21192745	0.07944316	0.07944316	0.87448537	0.99994992	0.60277561	-0.2265571	0.08064689	0.26230634	NON	NON
