gene	haploid	chr	intronnr	intronmean	introntotal	DE_status	Expression
MvSl-1064-A2-R4_MC09g09291	A2	aAutosome	5	107.4	537	NON	3.63508
MvSl-1064-A2-R4_MC09g09292	A2	aAutosome	1	0	0	NON	1.34496
MvSl-1064-A2-R4_MC09g09293	A2	aAutosome	4	87.25	349	NON	3.95147
MvSl-1064-A2-R4_MC09g09294	A2	aAutosome	2	82.5	165	NON	2.08739
MvSl-1064-A2-R4_MC09g09296	A2	aAutosome	1	100	100	NON	7.82713
MvSl-1064-A2-R4_MC09g09297	A2	aAutosome	1	0	0	NON	0.52808
MvSl-1064-A2-R4_MC09g09298	A2	aAutosome	5	97.4	487	NON	4.36914
MvSl-1064-A2-R4_MC09g09299	A2	aAutosome	3	71.3333	214	NON	6.24785
MvSl-1064-A2-R4_MC09g09300	A2	aAutosome	8	96.5	772	NON	6.68258
MvSl-1064-A2-R4_MC09g09301	A2	aAutosome	4	83.75	335	NON	2.7809
MvSl-1064-A2-R4_MC09g09303	A2	aAutosome	4	96.5	386	NON	6.61382
MvSl-1064-A2-R4_MC09g09304	A2	aAutosome	4	70.75	283	NON	5.33904
MvSl-1064-A2-R4_MC09g09305	A2	aAutosome	9	99.1111	892	NON	8.14419
MvSl-1064-A2-R4_MC09g09306	A2	aAutosome	4	186.5	746	NON	3.92137
MvSl-1064-A2-R4_MC09g09307	A2	aAutosome	1	0	0	NON	4.58413
MvSl-1064-A2-R4_MC09g09308	A2	aAutosome	5	104	520	NON	6.71122
MvSl-1064-A2-R4_MC09g09309	A2	aAutosome	6	140.5	843	NON	8.13017
MvSl-1064-A2-R4_MC09g09310	A2	aAutosome	5	80	400	NON	7.89549
MvSl-1064-A2-R4_MC09g09311	A2	aAutosome	6	100.5	603	NON	6.75755
MvSl-1064-A2-R4_MC09g09312	A2	aAutosome	4	123.75	495	NON	5.8968
MvSl-1064-A2-R4_MC09g09313	A2	aAutosome	2	111	222	NON	5.18369
MvSl-1064-A2-R4_MC09g09314	A2	aAutosome	6	111.5	669	NON	9.04517
MvSl-1064-A2-R4_MC09g09315	A2	aAutosome	5	89.8	449	NON	9.07747
MvSl-1064-A2-R4_MC09g09317	A2	aAutosome	1	76	76	NON	5.61102
MvSl-1064-A2-R4_MC09g09318	A2	aAutosome	7	68.8571	482	NON	6.83772
MvSl-1064-A2-R4_MC09g09319	A2	aAutosome	5	100.8	504	NON	5.66351
MvSl-1064-A2-R4_MC09g09320	A2	aAutosome	1	144	144	NON	5.08935
MvSl-1064-A2-R4_MC09g09321	A2	aAutosome	3	69.6667	209	NON	4.5617
MvSl-1064-A2-R4_MC09g09322	A2	aAutosome	12	100.583	1207	NON	7.08874
MvSl-1064-A2-R4_MC09g09323	A2	aAutosome	5	81.6	408	NON	2.88814
MvSl-1064-A2-R4_MC09g09324	A2	aAutosome	3	113	339	NON	6.91135
MvSl-1064-A2-R4_MC09g09325	A2	aAutosome	3	102	306	NON	4.74061
MvSl-1064-A2-R4_MC09g09326	A2	aAutosome	9	75.1111	676	NON	3.91124
MvSl-1064-A2-R4_MC09g09327	A2	aAutosome	1	85	85	NON	0.445359
MvSl-1064-A2-R4_MC09g09328	A2	aAutosome	7	97.4286	682	NON	3.81639
MvSl-1064-A2-R4_MC09g09329	A2	aAutosome	1	64	64	NON	7.06298
MvSl-1064-A2-R4_MC09g09330	A2	aAutosome	1	0	0	NON	4.10712
MvSl-1064-A2-R4_MC09g09331	A2	aAutosome	3	91.3333	274	NON	4.99324
MvSl-1064-A2-R4_MC09g09332	A2	aAutosome	3	71.6667	215	NON	5.07109
MvSl-1064-A2-R4_MC09g09333	A2	aAutosome	1	355	355	NON	8.86393
MvSl-1064-A2-R4_MC09g09335	A2	aAutosome	12	94.1667	1130	NON	7.14886
MvSl-1064-A2-R4_MC09g09336	A2	aAutosome	4	79.75	319	NON	5.53794
MvSl-1064-A2-R4_MC09g09337	A2	aAutosome	4	121.25	485	NON	6.83341
MvSl-1064-A2-R4_MC09g09338	A2	aAutosome	6	92.1667	553	NON	3.20823
MvSl-1064-A2-R4_MC09g09339	A2	aAutosome	8	84.25	674	NON	5.68106
MvSl-1064-A2-R4_MC09g09340	A2	aAutosome	9	82.3333	741	NON	6.53077
MvSl-1064-A2-R4_MC09g09341	A2	aAutosome	1	58	58	NON	0.449155
MvSl-1064-A2-R4_MC09g09342	A2	aAutosome	5	87.2	436	DE	5.26203
MvSl-1064-A2-R4_MC09g09343	A2	aAutosome	4	111.5	446	NON	6.5413
MvSl-1064-A2-R4_MC09g09344	A2	aAutosome	2	74.5	149	NON	6.41011
MvSl-1064-A2-R4_MC09g09345	A2	aAutosome	9	79.5556	716	NON	6.55411
MvSl-1064-A2-R4_MC09g09346	A2	aAutosome	1	44	44	NON	3.88464
MvSl-1064-A2-R4_MC09g09347	A2	aAutosome	5	105.8	529	NON	7.05328
MvSl-1064-A2-R4_MC09g09348	A2	aAutosome	8	85.625	685	NON	5.34487
MvSl-1064-A2-R4_MC09g09349	A2	aAutosome	3	94.3333	283	NON	5.96245
MvSl-1064-A2-R4_MC09g09350	A2	aAutosome	3	82.3333	247	NON	3.36834
MvSl-1064-A2-R4_MC09g09351	A2	aAutosome	6	68.5	411	NON	6.84818
MvSl-1064-A2-R4_MC09g09352	A2	aAutosome	1	0	0	NON	4.43473
MvSl-1064-A2-R4_MC09g09353	A2	aAutosome	1	0	0	NON	1.62217
MvSl-1064-A2-R4_MC09g09354	A2	aAutosome	10	93.9	939	NON	6.98251
MvSl-1064-A2-R4_MC09g09355	A2	aAutosome	5	139.6	698	NON	7.78615
MvSl-1064-A2-R4_MC09g09356	A2	aAutosome	2	90	180	NON	7.79368
MvSl-1064-A2-R4_MC09g09357	A2	aAutosome	5	76.6	383	NON	7.72552
MvSl-1064-A2-R4_MC09g09359	A2	aAutosome	13	118.692	1543	NON	5.58853
MvSl-1064-A2-R4_MC09g09360	A2	aAutosome	4	99.25	397	NON	4.75835
MvSl-1064-A2-R4_MC09g09361	A2	aAutosome	1	0	0	NON	0.01589
MvSl-1064-A2-R4_MC09g09362	A2	aAutosome	2	94	188	NON	4.94955
MvSl-1064-A2-R4_MC09g09363	A2	aAutosome	6	87.6667	526	NON	8.69452
MvSl-1064-A2-R4_MC09g09364	A2	aAutosome	9	91.1111	820	NON	6.21449
MvSl-1064-A2-R4_MC09g09365	A2	aAutosome	1	73	73	NON	6.26792
MvSl-1064-A2-R4_MC09g09366	A2	aAutosome	8	72.625	581	NON	6.86233
MvSl-1064-A2-R4_MC09g09367	A2	aAutosome	4	81.5	326	NON	4.68458
MvSl-1064-A2-R4_MC09g09368	A2	aAutosome	3	83.6667	251	NON	6.37648
MvSl-1064-A2-R4_MC09g09369	A2	aAutosome	3	75	225	NON	7.20282
MvSl-1064-A2-R4_MC09g09370	A2	aAutosome	8	94.75	758	NON	7.75343
MvSl-1064-A2-R4_MC09g09371	A2	aAutosome	7	70.2857	492	NON	5.89297
MvSl-1064-A2-R4_MC09g09372	A2	aAutosome	4	72.5	290	NON	5.65056
MvSl-1064-A2-R4_MC09g09373	A2	aAutosome	1	46	46	NON	3.61117
MvSl-1064-A2-R4_MC09g09377	A2	aAutosome	9	75.5556	680	NON	6.96104
MvSl-1064-A2-R4_MC09g09378	A2	aAutosome	3	119.333	358	NON	6.28447
MvSl-1064-A2-R4_MC09g09379	A2	aAutosome	4	156	624	NON	6.34754
MvSl-1064-A2-R4_MC09g09380	A2	aAutosome	9	72.7778	655	NON	4.62209
MvSl-1064-A2-R4_MC09g09381	A2	aAutosome	7	100.429	703	NON	5.63477
MvSl-1064-A2-R4_MC09g09382	A2	aAutosome	6	85.6667	514	NON	6.02263
MvSl-1064-A2-R4_MC09g09383	A2	aAutosome	1	0	0	NON	5.71695
MvSl-1064-A2-R4_MC09g09384	A2	aAutosome	1	116	116	NON	4.18275
MvSl-1064-A2-R4_MC09g09385	A2	aAutosome	1	147	147	NON	2.41085
MvSl-1064-A2-R4_MC09g09386	A2	aAutosome	3	141	423	NON	7.82524
MvSl-1064-A2-R4_MC09g09387	A2	aAutosome	4	73.75	295	NON	5.97654
MvSl-1064-A2-R4_MC09g09388	A2	aAutosome	3	103.667	311	NON	4.40817
MvSl-1064-A2-R4_MC09g09389	A2	aAutosome	4	92.5	370	NON	5.95596
MvSl-1064-A2-R4_MC09g09390	A2	aAutosome	8	122.625	981	NON	6.63746
MvSl-1064-A2-R4_MC09g09391	A2	aAutosome	2	141.5	283	NON	4.89539
MvSl-1064-A2-R4_MC09g09392	A2	aAutosome	1	0	0	NON	4.79062
MvSl-1064-A2-R4_MC09g09393	A2	aAutosome	1	77	77	NON	7.77712
MvSl-1064-A2-R4_MC09g09394	A2	aAutosome	3	68.3333	205	NON	6.28022
MvSl-1064-A2-R4_MC09g09395	A2	aAutosome	1	162	162	NON	4.59311
MvSl-1064-A2-R4_MC09g09396	A2	aAutosome	3	93.6667	281	NON	5.79727
MvSl-1064-A2-R4_MC09g09397	A2	aAutosome	4	119.25	477	NON	6.61825
MvSl-1064-A2-R4_MC09g09398	A2	aAutosome	4	74.75	299	NON	7.39605
MvSl-1064-A2-R4_MC09g09399	A2	aAutosome	6	67.5	405	NON	7.7174
MvSl-1064-A2-R4_MC09g09400	A2	aAutosome	5	94.6	473	NON	4.99653
MvSl-1064-A2-R4_MC09g09401	A2	aAutosome	4	132.75	531	NON	8.20336
MvSl-1064-A2-R4_MC09g09403	A2	aAutosome	1	0	0	NON	6.80269
MvSl-1064-A2-R4_MC09g09404	A2	aAutosome	1	0	0	NON	2.85018
MvSl-1064-A2-R4_MC09g09407	A2	aAutosome	1	0	0	NON	2.22865
MvSl-1064-A2-R4_MC09g09408	A2	aAutosome	1	67	67	NON	4.70767
MvSl-1064-A2-R4_MC09g09409	A2	aAutosome	10	82.8	828	NON	6.14396
MvSl-1064-A2-R4_MC09g09410	A2	aAutosome	5	71.6	358	NON	5.8413
MvSl-1064-A2-R4_MC09g09411	A2	aAutosome	4	97	388	NON	6.29504
MvSl-1064-A2-R4_MC09g09412	A2	aAutosome	10	92.5	925	NON	8.58759
MvSl-1064-A2-R4_MC09g09413	A2	aAutosome	7	85.1429	596	NON	5.66303
MvSl-1064-A2-R4_MC09g09414	A2	aAutosome	3	93	279	NON	5.95219
MvSl-1064-A2-R4_MC09g09415	A2	aAutosome	7	78.2857	548	NON	7.11321
MvSl-1064-A2-R4_MC09g09416	A2	aAutosome	1	73	73	NON	7.84843
MvSl-1064-A2-R4_MC09g09417	A2	aAutosome	7	109.571	767	NON	7.4174
MvSl-1064-A2-R4_MC09g09418	A2	aAutosome	1	49	49	NON	4.27522
MvSl-1064-A2-R4_MC09g09419	A2	aAutosome	2	138.5	277	NON	1.92609
MvSl-1064-A2-R4_MC09g09420	A2	aAutosome	3	93.3333	280	NON	2.66155
MvSl-1064-A2-R4_MC09g09421	A2	aAutosome	3	107.667	323	NON	5.28553
MvSl-1064-A2-R4_MC09g09422	A2	aAutosome	6	122	732	NON	10.4786
MvSl-1064-A2-R4_MC09g09423	A2	aAutosome	1	60	60	NON	2.47394
MvSl-1064-A2-R4_MC09g09424	A2	aAutosome	9	84.6667	762	NON	8.20937
MvSl-1064-A2-R4_MC09g09425	A2	aAutosome	4	73.25	293	NON	7.81679
MvSl-1064-A2-R4_MC09g09426	A2	aAutosome	1	102	102	NON	7.77938
MvSl-1064-A2-R4_MC09g09427	A2	aAutosome	4	71	284	NON	3.89217
MvSl-1064-A2-R4_MC09g09428	A2	aAutosome	6	78.6667	472	NON	4.55348
MvSl-1064-A2-R4_MC09g09429	A2	aAutosome	3	90.6667	272	NON	6.26147
MvSl-1064-A2-R4_MC09g09430	A2	aAutosome	5	72.8	364	NON	7.20669
MvSl-1064-A2-R4_MC09g09431	A2	aAutosome	5	123.8	619	NON	8.60407
MvSl-1064-A2-R4_MC09g09432	A2	aAutosome	12	117.5	1410	NON	2.0412
MvSl-1064-A2-R4_MC09g09433	A2	aAutosome	6	70.5	423	NON	4.54984
MvSl-1064-A2-R4_MC09g09434	A2	aAutosome	5	93	465	NON	9.05913
MvSl-1064-A2-R4_MC09g09435	A2	aAutosome	1	76	76	NON	5.66228
MvSl-1064-A2-R4_MC09g09436	A2	aAutosome	4	77.25	309	NON	6.33077
MvSl-1064-A2-R4_MC09g09437	A2	aAutosome	2	154.5	309	NON	5.81821
MvSl-1064-A2-R4_MC09g09438	A2	aAutosome	2	58.5	117	NON	6.61858
MvSl-1064-A2-R4_MC09g09439	A2	aAutosome	5	71.4	357	NON	6.09054
MvSl-1064-A2-R4_MC09g09440	A2	aAutosome	2	100.5	201	NON	5.05561
MvSl-1064-A2-R4_MC09g09441	A2	aAutosome	3	86.6667	260	NON	2.20008
MvSl-1064-A2-R4_MC09g09442	A2	aAutosome	3	87.3333	262	NON	6.59691
MvSl-1064-A2-R4_MC09g09443	A2	aAutosome	1	79	79	NON	7.77039
MvSl-1064-A2-R4_MC09g09444	A2	aAutosome	4	150	600	NON	7.2428
MvSl-1064-A2-R4_MC09g09445	A2	aAutosome	6	71.6667	430	NON	6.18493
MvSl-1064-A2-R4_MC09g09446	A2	aAutosome	2	75	150	NON	5.198
MvSl-1064-A2-R4_MC09g09447	A2	aAutosome	4	71.75	287	NON	6.31779
MvSl-1064-A2-R4_MC09g09448	A2	aAutosome	4	82.75	331	NON	7.7763
MvSl-1064-A2-R4_MC09g09449	A2	aAutosome	7	95.4286	668	NON	4.71189
MvSl-1064-A2-R4_MC09g09450	A2	aAutosome	2	93	186	NON	4.39316
MvSl-1064-A2-R4_MC09g09451	A2	aAutosome	1	0	0	NON	8.68789
MvSl-1064-A2-R4_MC09g09453	A2	aAutosome	7	82.8571	580	NON	4.07807
MvSl-1064-A2-R4_MC09g09454	A2	aAutosome	4	98	392	NON	6.52809
MvSl-1064-A2-R4_MC09g09455	A2	aAutosome	8	86.5	692	NON	5.14292
MvSl-1064-A2-R4_MC09g09458	A2	aAutosome	5	95.4	477	NON	5.67555
MvSl-1064-A2-R4_MC09g09459	A2	aAutosome	3	84.3333	253	NON	6.28667
MvSl-1064-A2-R4_MC09g09460	A2	aAutosome	1	0	0	NON	3.30634
MvSl-1064-A2-R4_MC09g09461	A2	aAutosome	3	133	399	NON	3.38114
MvSl-1064-A2-R4_MC09g09462	A2	aAutosome	4	101.5	406	NON	6.02489
MvSl-1064-A2-R4_MC09g09463	A2	aAutosome	7	127.714	894	NON	7.83576
MvSl-1064-A2-R4_MC09g09464	A2	aAutosome	4	83	332	NON	6.50663
MvSl-1064-A2-R4_MC09g09465	A2	aAutosome	8	79.25	634	NON	4.90095
MvSl-1064-A2-R4_MC09g09466	A2	aAutosome	3	93	279	NON	7.06149
MvSl-1064-A2-R4_MC09g09467	A2	aAutosome	3	78.3333	235	NON	5.60499
MvSl-1064-A2-R4_MC09g09468	A2	aAutosome	3	80.3333	241	NON	7.08167
MvSl-1064-A2-R4_MC09g09469	A2	aAutosome	2	90.5	181	NON	4.69524
MvSl-1064-A2-R4_MC09g09470	A2	aAutosome	5	81.8	409	NON	5.59332
MvSl-1064-A2-R4_MC09g09471	A2	aAutosome	1	77	77	NON	6.64266
MvSl-1064-A2-R4_MC09g09472	A2	aAutosome	11	104.727	1152	NON	7.17201
MvSl-1064-A2-R4_MC09g09474	A2	aAutosome	3	79	237	NON	4.31366
MvSl-1064-A2-R4_MC09g09475	A2	aAutosome	2	72	144	NON	6.48213
MvSl-1064-A2-R4_MC09g09476	A2	aAutosome	6	131.333	788	NON	6.57488
MvSl-1064-A2-R4_MC09g09477	A2	aAutosome	2	58	116	NON	4.81575
MvSl-1064-A2-R4_MC09g09478	A2	aAutosome	5	77.4	387	NON	8.37299
MvSl-1064-A2-R4_MC09g09479	A2	aAutosome	3	81	243	NON	5.81788
MvSl-1064-A2-R4_MC09g09480	A2	aAutosome	1	70	70	NON	7.36268
MvSl-1064-A2-R4_MC09g09482	A2	aAutosome	2	73.5	147	NON	4.32275
MvSl-1064-A2-R4_MC09g09483	A2	aAutosome	1	43	43	NON	3.21354
MvSl-1064-A2-R4_MC09g09484	A2	aAutosome	4	77.5	310	NON	5.11542
MvSl-1064-A2-R4_MC09g09485	A2	aAutosome	7	68.1429	477	NON	8.05952
MvSl-1064-A2-R4_MC09g09486	A2	aAutosome	1	168	168	NON	6.43975
MvSl-1064-A2-R4_MC09g09487	A2	aAutosome	5	94	470	NON	4.64874
MvSl-1064-A2-R4_MC09g09488	A2	aAutosome	8	75.75	606	NON	6.0634
MvSl-1064-A2-R4_MC09g09489	A2	aAutosome	1	0	0	NON	6.57446
MvSl-1064-A2-R4_MC09g09490	A2	aAutosome	6	165	990	DE	6.14613
MvSl-1064-A2-R4_MC09g09491	A2	aAutosome	3	105.667	317	NON	7.41357
MvSl-1064-A2-R4_MC09g09492	A2	aAutosome	3	87.3333	262	NON	4.65705
MvSl-1064-A2-R4_MC09g09493	A2	aAutosome	4	92	368	NON	4.64994
MvSl-1064-A2-R4_MC09g09494	A2	aAutosome	3	55	165	NON	5.91832
MvSl-1064-A2-R4_MC09g09495	A2	aAutosome	4	77	308	NON	6.33756
MvSl-1064-A2-R4_MC09g09497	A2	aAutosome	7	67.4286	472	NON	7.37455
MvSl-1064-A2-R4_MC09g09498	A2	aAutosome	2	70.5	141	NON	5.70877
MvSl-1064-A2-R4_MC09g09499	A2	aAutosome	2	106	212	NON	6.21861
MvSl-1064-A2-R4_MC09g09500	A2	aAutosome	4	72.75	291	NON	6.14047
MvSl-1064-A2-R4_MC09g09501	A2	aAutosome	1	46	46	NON	4.85571
MvSl-1064-A2-R4_MC09g09502	A2	aAutosome	2	76	152	NON	5.14704
MvSl-1064-A2-R4_MC09g09503	A2	aAutosome	3	73	219	NON	5.48035
MvSl-1064-A2-R4_MC09g09504	A2	aAutosome	4	75.5	302	NON	5.99173
MvSl-1064-A2-R4_MC09g09505	A2	aAutosome	10	71.4	714	NON	7.47162
MvSl-1064-A2-R4_MC09g09506	A2	aAutosome	9	113.444	1021	NON	3.14068
MvSl-1064-A2-R4_MC09g09507	A2	aAutosome	2	135.5	271	DE	3.35553
MvSl-1064-A2-R4_MC09g09508	A2	aAutosome	9	69.6667	627	NON	7.67283
MvSl-1064-A2-R4_MC09g09509	A2	aAutosome	1	71	71	NON	4.12858
MvSl-1064-A2-R4_MC09g09510	A2	aAutosome	5	83.8	419	NON	6.72208
MvSl-1064-A2-R4_MC09g09511	A2	aAutosome	2	73.5	147	NON	6.17103
MvSl-1064-A2-R4_MC09g09512	A2	aAutosome	4	75.25	301	NON	5.75762
MvSl-1064-A2-R4_MC09g09513	A2	aAutosome	1	0	0	NON	4.08014
MvSl-1064-A2-R4_MC09g09514	A2	aAutosome	4	82.25	329	NON	4.70139
MvSl-1064-A2-R4_MC09g09515	A2	aAutosome	1	0	0	NON	4.62038
MvSl-1064-A2-R4_MC09g09517	A2	aAutosome	5	96.8	484	NON	6.34254
MvSl-1064-A2-R4_MC09g09518	A2	aAutosome	1	0	0	NON	2.64171
MvSl-1064-A2-R4_MC09g09519	A2	aAutosome	1	94	94	NON	4.52415
MvSl-1064-A2-R4_MC09g09520	A2	aAutosome	5	79.4	397	NON	6.86039
MvSl-1064-A2-R4_MC09g09521	A2	aAutosome	4	70	280	NON	3.74544
MvSl-1064-A2-R4_MC09g09522	A2	aAutosome	1	183	183	NON	0.618138
MvSl-1064-A2-R4_MC09g09523	A2	aAutosome	2	61	122	NON	5.22228
MvSl-1064-A2-R4_MC09g09524	A2	aAutosome	1	0	0	NON	4.4187
MvSl-1064-A2-R4_MC09g09525	A2	aAutosome	2	80	160	NON	5.87297
MvSl-1064-A2-R4_MC09g09526	A2	aAutosome	1	78	78	NON	4.00768
MvSl-1064-A2-R4_MC09g09527	A2	aAutosome	4	59	236	NON	6.21907
MvSl-1064-A2-R4_MC09g09528	A2	aAutosome	1	167	167	NON	7.33432
MvSl-1064-A2-R4_MC09g09529	A2	aAutosome	5	71.6	358	NON	5.87969
MvSl-1064-A2-R4_MC09g09530	A2	aAutosome	5	95.4	477	NON	5.05659
MvSl-1064-A2-R4_MC09g09531	A2	aAutosome	6	80.1667	481	NON	6.90719
MvSl-1064-A2-R4_MC09g09532	A2	aAutosome	9	86.1111	775	NON	5.94153
MvSl-1064-A2-R4_MC09g09535	A2	aAutosome	1	116	116	NON	5.19225
MvSl-1064-A2-R4_MC09g09537	A2	aAutosome	2	68	136	NON	4.80216
MvSl-1064-A2-R4_MC09g09542	A2	aAutosome	3	91	273	NON	6.3794
MvSl-1064-A2-R4_MC09g09543	A2	aAutosome	1	0	0	NON	1.2699
MvSl-1064-A2-R4_MC09g09544	A2	aAutosome	4	107.25	429	NON	7.50945
MvSl-1064-A2-R4_MC09g09545	A2	aAutosome	13	87.6923	1140	NON	6.26958
MvSl-1064-A2-R4_MC09g09546	A2	aAutosome	8	67.75	542	NON	7.29541
MvSl-1064-A2-R4_MC09g09547	A2	aAutosome	3	70	210	NON	5.53387
MvSl-1064-A2-R4_MC09g09548	A2	aAutosome	9	73	657	NON	7.36954
MvSl-1064-A2-R4_MC09g09549	A2	aAutosome	8	100.625	805	NON	5.63127
MvSl-1064-A2-R4_MC09g09550	A2	aAutosome	4	91.75	367	NON	4.93012
MvSl-1064-A2-R4_MC09g09551	A2	aAutosome	4	91.5	366	NON	6.13829
MvSl-1064-A2-R4_MC09g09552	A2	aAutosome	1	63	63	NON	5.0584
MvSl-1064-A2-R4_MC09g09553	A2	aAutosome	3	79	237	NON	6.52819
MvSl-1064-A2-R4_MC09g09554	A2	aAutosome	1	67	67	NON	5.90539
MvSl-1064-A2-R4_MC09g09557	A2	aAutosome	9	101.889	917	NON	7.03083
MvSl-1064-A2-R4_MC09g09558	A2	aAutosome	6	73.6667	442	NON	6.01069
MvSl-1064-A2-R4_MC09g09559	A2	aAutosome	1	101	101	NON	3.13659
MvSl-1064-A2-R4_MC09g09560	A2	aAutosome	3	67.3333	202	NON	8.70345
MvSl-1064-A2-R4_MC09g09561	A2	aAutosome	3	105.667	317	NON	8.89908
MvSl-1064-A2-R4_MC09g09562	A2	aAutosome	6	101.5	609	NON	6.437
MvSl-1064-A2-R4_MC09g09563	A2	aAutosome	1	152	152	NON	6.20482
MvSl-1064-A2-R4_MC09g09564	A2	aAutosome	10	73.3	733	NON	8.05781
MvSl-1064-A2-R4_MC09g09565	A2	aAutosome	2	82.5	165	NON	4.89091
MvSl-1064-A2-R4_MC09g09566	A2	aAutosome	5	83	415	NON	3.57777
MvSl-1064-A2-R4_MC09g09567	A2	aAutosome	10	75.4	754	NON	5.94439
MvSl-1064-A2-R4_MC09g09568	A2	aAutosome	10	100.6	1006	NON	6.5201
MvSl-1064-A2-R4_MC09g09570	A2	aAutosome	2	121	242	NON	6.01015
MvSl-1064-A2-R4_MC09g09571	A2	aAutosome	4	97.25	389	NON	4.99518
MvSl-1064-A2-R4_MC09g09572	A2	aAutosome	4	73.25	293	NON	7.95608
MvSl-1064-A2-R4_MC09g09573	A2	aAutosome	8	72.125	577	NON	2.76178
MvSl-1064-A2-R4_MC09g09574	A2	aAutosome	2	94.5	189	NON	5.16068
MvSl-1064-A2-R4_MC09g09575	A2	aAutosome	4	78	312	NON	5.82375
MvSl-1064-A2-R4_MC09g09576	A2	aAutosome	3	100.667	302	NON	5.73405
MvSl-1064-A2-R4_MC09g09577	A2	aAutosome	7	77.2857	541	NON	8.49751
MvSl-1064-A2-R4_MC09g09578	A2	aAutosome	1	0	0	NON	8.66702
MvSl-1064-A2-R4_MC09g09579	A2	aAutosome	8	99	792	NON	5.80033
MvSl-1064-A2-R4_MC09g09581	A2	aAutosome	12	85.8333	1030	NON	7.61695
MvSl-1064-A2-R4_MC09g09582	A2	aAutosome	2	213	426	NON	6.78215
MvSl-1064-A2-R4_MC09g09583	A2	aAutosome	6	86.3333	518	NON	9.19374
MvSl-1064-A2-R4_MC09g09584	A2	aAutosome	1	71	71	NON	5.18746
MvSl-1064-A2-R4_MC09g09585	A2	aAutosome	7	86.8571	608	NON	6.80986
MvSl-1064-A2-R4_MC09g09587	A2	aAutosome	7	75.7143	530	NON	6.68529
MvSl-1064-A2-R4_MC09g09588	A2	aAutosome	6	119.667	718	NON	6.83292
MvSl-1064-A2-R4_MC09g09589	A2	aAutosome	3	121.667	365	NON	6.89715
MvSl-1064-A2-R4_MC09g09590	A2	aAutosome	5	88	440	NON	5.41794
MvSl-1064-A2-R4_MC09g09591	A2	aAutosome	7	99.4286	696	NON	5.89621
MvSl-1064-A2-R4_MC09g09592	A2	aAutosome	2	84.5	169	NON	7.27516
MvSl-1064-A2-R4_MC09g09593	A2	aAutosome	9	63.5556	572	NON	6.76095
MvSl-1064-A2-R4_MC09g09594	A2	aAutosome	3	74	222	NON	4.1905
MvSl-1064-A2-R4_MC09g09595	A2	aAutosome	4	115	460	NON	6.73236
MvSl-1064-A2-R4_MC09g09597	A2	aAutosome	4	82.5	330	NON	6.62802
MvSl-1064-A2-R4_MC09g09598	A2	aAutosome	2	185.5	371	NON	7.48693
MvSl-1064-A2-R4_MC09g09600	A2	aAutosome	3	132.333	397	NON	5.51726
MvSl-1064-A2-R4_MC09g09601	A2	aAutosome	2	83	166	NON	5.59876
MvSl-1064-A2-R4_MC09g09602	A2	aAutosome	1	75	75	NON	0.456054
MvSl-1064-A2-R4_MC09g09604	A2	aAutosome	1	85	85	NON	3.17985
MvSl-1064-A2-R4_MC09g09605	A2	aAutosome	1	0	0	NON	2.76476
MvSl-1064-A2-R4_MC09g09607	A2	aAutosome	1	68	68	NON	6.70802
MvSl-1064-A2-R4_MC09g09608	A2	aAutosome	2	75.5	151	NON	6.90956
MvSl-1064-A2-R4_MC09g09609	A2	aAutosome	10	66.9	669	NON	7.21534
MvSl-1064-A2-R4_MC09g09610	A2	aAutosome	2	256.5	513	NON	8.24298
MvSl-1064-A2-R4_MC09g09611	A2	aAutosome	3	81.6667	245	NON	6.98431
MvSl-1064-A2-R4_MC09g09612	A2	aAutosome	2	76.5	153	NON	3.01933
MvSl-1064-A2-R4_MC09g09613	A2	aAutosome	6	71.3333	428	NON	5.64148
MvSl-1064-A2-R4_MC09g09614	A2	aAutosome	5	80.8	404	DE	7.0786
MvSl-1064-A2-R4_MC09g09615	A2	aAutosome	3	107.667	323	NON	5.62386
MvSl-1064-A2-R4_MC09g09616	A2	aAutosome	3	71.3333	214	NON	7.96206
MvSl-1064-A2-R4_MC09g09617	A2	aAutosome	1	49	49	NON	3.69311
MvSl-1064-A2-R4_MC09g09618	A2	aAutosome	5	284.8	1424	NON	6.60344
MvSl-1064-A2-R4_MC09g09619	A2	aAutosome	1	116	116	NON	0.428828
MvSl-1064-A2-R4_MC09g09620	A2	aAutosome	6	89.8333	539	NON	4.8653
MvSl-1064-A2-R4_MC09g09621	A2	aAutosome	8	77	616	NON	5.58304
MvSl-1064-A2-R4_MC09g09622	A2	aAutosome	6	89.1667	535	NON	6.77845
MvSl-1064-A2-R4_MC09g09623	A2	aAutosome	5	91.6	458	NON	6.70397
MvSl-1064-A2-R4_MC09g09624	A2	aAutosome	9	74.6667	672	NON	6.44629
MvSl-1064-A2-R4_MC09g09625	A2	aAutosome	1	98	98	NON	5.3146
MvSl-1064-A2-R4_MC09g09626	A2	aAutosome	3	72	216	NON	5.59295
MvSl-1064-A2-R4_MC09g09627	A2	aAutosome	4	93.75	375	NON	6.16821
MvSl-1064-A2-R4_MC09g09628	A2	aAutosome	3	86.6667	260	NON	5.21211
MvSl-1064-A2-R4_MC09g09629	A2	aAutosome	1	61	61	NON	6.26424
MvSl-1064-A2-R4_MC09g09630	A2	aAutosome	1	44	44	NON	8.36521
MvSl-1064-A2-R4_MC09g09631	A2	aAutosome	4	87.25	349	NON	3.81749
