gene	chr	start	end	geneID	intronnr	intronmean	introntotal
MvSl-1064-A1-R4_A1	Black	2686249	2686470	MvSl-1064-A1-R4_A1g01211	1	0	0
MvSl-1064-A1-R4_A1	Black	2694625	2700335	MvSl-1064-A1-R4_A1g01213	6	118.833	713
MvSl-1064-A1-R4_A1	Black	2700378	2700722	MvSl-1064-A1-R4_A1g01214	1	0	0
MvSl-1064-A1-R4_A1	Black	2700966	2702675	MvSl-1064-A1-R4_A1g01215	3	75	225
MvSl-1064-A1-R4_A1	Black	2702809	2703120	MvSl-1064-A1-R4_A1g01216	1	0	0
MvSl-1064-A1-R4_A1	Black	2703214	2703624	MvSl-1064-A1-R4_A1g01217	1	45	45
MvSl-1064-A1-R4_A1	Black	2703817	2704714	MvSl-1064-A1-R4_A1g01218	3	56.3333	169
MvSl-1064-A1-R4_A1	Black	2711352	2711600	MvSl-1064-A1-R4_A1g01221	1	0	0
MvSl-1064-A1-R4_A1	Black	2712520	2712779	MvSl-1064-A1-R4_A1g01222	1	71	71
MvSl-1064-A1-R4_A1	Black	2712840	2714339	MvSl-1064-A1-R4_A1g01223	3	115	345
MvSl-1064-A1-R4_A1	Black	2716542	2717950	MvSl-1064-A1-R4_A1g01224	2	77.5	155
MvSl-1064-A1-R4_A1	Black	2718014	2720723	MvSl-1064-A1-R4_A1g01225	7	66.1429	463
MvSl-1064-A1-R4_A1	Black	2721311	2722988	MvSl-1064-A1-R4_A1g01226	5	63.2	316
MvSl-1064-A1-R4_A1	Black	2726134	2727488	MvSl-1064-A1-R4_A1g01229	3	48.6667	146
MvSl-1064-A1-R4_A1	Black	2729331	2732646	MvSl-1064-A1-R4_A1g01230	14	70.3571	985
MvSl-1064-A1-R4_A1	Black	2733622	2735613	MvSl-1064-A1-R4_A1g01231	8	111.375	891
MvSl-1064-A1-R4_A1	Black	2735796	2735951	MvSl-1064-A1-R4_A1g01232	1	0	0
MvSl-1064-A1-R4_A1	Black	2736134	2736497	MvSl-1064-A1-R4_A1g01233	1	67	67
MvSl-1064-A1-R4_A1	Black	2738181	2740408	MvSl-1064-A1-R4_A1g01234	4	71	284
MvSl-1064-A1-R4_A1	Black	2741236	2742846	MvSl-1064-A1-R4_A1g01235	5	122.4	612
MvSl-1064-A1-R4_A1	Black	2743073	2745487	MvSl-1064-A1-R4_A1g01236	1	87	87
MvSl-1064-A1-R4_A1	Black	2745599	2747996	MvSl-1064-A1-R4_A1g01237	2	188	376
MvSl-1064-A1-R4_A1	Black	2748046	2748321	MvSl-1064-A1-R4_A1g01238	1	0	0
MvSl-1064-A1-R4_A1	Black	2748553	2751021	MvSl-1064-A1-R4_A1g01239	6	98	588
MvSl-1064-A1-R4_A1	Black	2751079	2752602	MvSl-1064-A1-R4_A1g01240	3	133	399
MvSl-1064-A1-R4_A1	Black	2752706	2753794	MvSl-1064-A1-R4_A1g01241	1	51	51
MvSl-1064-A1-R4_A1	Black	2753876	2758163	MvSl-1064-A1-R4_A1g01242	6	92.6667	556
MvSl-1064-A1-R4_A1	Black	2758445	2759609	MvSl-1064-A1-R4_A1g01243	3	95.3333	286
MvSl-1064-A1-R4_A1	Black	2759876	2762149	MvSl-1064-A1-R4_A1g01244	3	108	324
MvSl-1064-A1-R4_A1	Black	2762335	2762856	MvSl-1064-A1-R4_A1g01245	1	0	0
MvSl-1064-A1-R4_A1	Black	2763043	2764376	MvSl-1064-A1-R4_A1g01246	2	107.5	215
MvSl-1064-A1-R4_A1	Black	2764522	2768163	MvSl-1064-A1-R4_A1g01247	3	92	276
MvSl-1064-A1-R4_A1	Black	2768811	2769341	MvSl-1064-A1-R4_A1g01248	2	46.5	93
MvSl-1064-A1-R4_A1	Black	2769725	2770523	MvSl-1064-A1-R4_A1g01249	2	125	250
MvSl-1064-A1-R4_A1	Black	2772222	2773201	MvSl-1064-A1-R4_A1g01250	2	200.5	401
MvSl-1064-A1-R4_A1	Black	2773942	2774448	MvSl-1064-A1-R4_A1g01251	3	73	219
MvSl-1064-A1-R4_A1	Black	2777826	2778361	MvSl-1064-A1-R4_A1g01254	1	284	284
MvSl-1064-A1-R4_A1	Black	2778871	2780197	MvSl-1064-A1-R4_A1g01255	5	93.8	469
MvSl-1064-A1-R4_A1	Black	2780608	2782495	MvSl-1064-A1-R4_A1g01256	7	160.857	1126
MvSl-1064-A1-R4_A1	Black	2783037	2784165	MvSl-1064-A1-R4_A1g01257	3	69.3333	208
MvSl-1064-A1-R4_A1	Black	2784221	2788036	MvSl-1064-A1-R4_A1g01258	3	77	231
MvSl-1064-A1-R4_A1	Black	2788579	2788821	MvSl-1064-A1-R4_A1g01259	1	0	0
MvSl-1064-A1-R4_A1	Black	2789004	2791037	MvSl-1064-A1-R4_A1g01260	9	93.6667	843
MvSl-1064-A1-R4_A1	Black	2800596	2801481	MvSl-1064-A1-R4_A1g01262	2	164	328
MvSl-1064-A1-R4_A1	Black	2802481	2802996	MvSl-1064-A1-R4_A1g01263	1	0	0
MvSl-1064-A1-R4_A1	Black	2803071	2803229	MvSl-1064-A1-R4_A1g01264	1	0	0
MvSl-1064-A1-R4_A1	Black	2803618	2805417	MvSl-1064-A1-R4_A1g01265	1	0	0
MvSl-1064-A1-R4_A1	Black	2805693	2806912	MvSl-1064-A1-R4_A1g01266	2	83.5	167
MvSl-1064-A1-R4_A1	Black	2811451	2812801	MvSl-1064-A1-R4_A1g01268	1	49	49
MvSl-1064-A1-R4_A1	Black	2813503	2814534	MvSl-1064-A1-R4_A1g01269	1	48	48
MvSl-1064-A1-R4_A1	Black	2819344	2820733	MvSl-1064-A1-R4_A1g01273	1	292	292
MvSl-1064-A1-R4_A1	Black	2820776	2820979	MvSl-1064-A1-R4_A1g01274	1	0	0
MvSl-1064-A1-R4_A1	Black	2822710	2824798	MvSl-1064-A1-R4_A1g01275	2	161	322
MvSl-1064-A1-R4_A1	Black	2824857	2826000	MvSl-1064-A1-R4_A1g01276	1	46	46
MvSl-1064-A1-R4_A1	Black	2826384	2828486	MvSl-1064-A1-R4_A1g01277	1	72	72
MvSl-1064-A1-R4_A1	Black	2828723	2832848	MvSl-1064-A1-R4_A1g01278	6	53.6667	322
MvSl-1064-A1-R4_A1	Black	2832947	2834877	MvSl-1064-A1-R4_A1g01279	4	75.5	302
MvSl-1064-A1-R4_A1	Black	2834986	2835285	MvSl-1064-A1-R4_A1g01280	1	0	0
MvSl-1064-A1-R4_A1	Black	2835397	2835733	MvSl-1064-A1-R4_A1g01281	1	157	157
MvSl-1064-A1-R4_A1	Black	2837125	2842123	MvSl-1064-A1-R4_A1g01283	4	59.5	238
MvSl-1064-A1-R4_A1	Black	2842509	2842715	MvSl-1064-A1-R4_A1g01284	1	0	0
MvSl-1064-A1-R4_A1	Black	2842897	2844563	MvSl-1064-A1-R4_A1g01285	3	82.6667	248
MvSl-1064-A1-R4_A1	Black	2846797	2847040	MvSl-1064-A1-R4_A1g01286	1	88	88
MvSl-1064-A1-R4_A1	Black	2858192	2861543	MvSl-1064-A1-R4_A1g01292	5	78.8	394
MvSl-1064-A1-R4_A1	Black	2862161	2862498	MvSl-1064-A1-R4_A1g01293	1	164	164
MvSl-1064-A1-R4_A1	Black	2863391	2864667	MvSl-1064-A1-R4_A1g01294	4	124.25	497
MvSl-1064-A1-R4_A1	Black	2865653	2866162	MvSl-1064-A1-R4_A1g01295	2	69	138
MvSl-1064-A1-R4_A1	Black	2866629	2868477	MvSl-1064-A1-R4_A1g01296	6	61.1667	367
MvSl-1064-A1-R4_A1	Black	2868911	2870673	MvSl-1064-A1-R4_A1g01297	3	78.6667	236
MvSl-1064-A1-R4_A1	Black	2870728	2871366	MvSl-1064-A1-R4_A1g01298	1	60	60
MvSl-1064-A1-R4_A1	Black	2871494	2881732	MvSl-1064-A1-R4_A1g01299	18	102.333	1842
MvSl-1064-A1-R4_A1	Black	2881852	2882406	MvSl-1064-A1-R4_A1g01300	1	0	0
MvSl-1064-A1-R4_A1	Black	2882708	2882899	MvSl-1064-A1-R4_A1g01301	1	0	0
MvSl-1064-A1-R4_A1	Black	2885951	2889786	MvSl-1064-A1-R4_A1g01303	5	91	455
MvSl-1064-A1-R4_A1	Black	2890415	2890576	MvSl-1064-A1-R4_A1g01304	1	0	0
MvSl-1064-A1-R4_A1	Black	2891625	2892286	MvSl-1064-A1-R4_A1g01305	3	138.667	416
MvSl-1064-A1-R4_A1	Black	2894931	2896335	MvSl-1064-A1-R4_A1g01306	3	103.333	310
MvSl-1064-A1-R4_A1	Black	2896667	2897461	MvSl-1064-A1-R4_A1g01307	3	81	243
MvSl-1064-A1-R4_A1	Black	2898422	2899008	MvSl-1064-A1-R4_A1g01308	2	62.5	125
MvSl-1064-A1-R4_A1	Black	2899114	2900842	MvSl-1064-A1-R4_A1g01309	1	109	109
MvSl-1064-A1-R4_A1	Black	2900921	2903599	MvSl-1064-A1-R4_A1g01310	3	135	405
MvSl-1064-A1-R4_A1	Black	2903910	2907632	MvSl-1064-A1-R4_A1g01311	4	73.5	294
MvSl-1064-A1-R4_A1	Black	2907934	2908910	MvSl-1064-A1-R4_A1g01312	3	106.667	320
MvSl-1064-A1-R4_A1	Black	2909113	2909914	MvSl-1064-A1-R4_A1g01313	2	150.5	301
MvSl-1064-A1-R4_A1	Black	2910263	2911559	MvSl-1064-A1-R4_A1g01314	4	57.25	229
MvSl-1064-A1-R4_A1	Black	2911702	2912107	MvSl-1064-A1-R4_A1g01315	1	64	64
MvSl-1064-A1-R4_A1	Black	2912763	2915681	MvSl-1064-A1-R4_A1g01316	6	87	522
MvSl-1064-A1-R4_A1	Black	2918580	2919346	MvSl-1064-A1-R4_A1g01318	1	59	59
MvSl-1064-A1-R4_A1	Black	2919665	2924047	MvSl-1064-A1-R4_A1g01319	3	84	252
MvSl-1064-A1-R4_A1	Black	2924210	2928843	MvSl-1064-A1-R4_A1g01320	13	95	1235
MvSl-1064-A1-R4_A1	Black	2930346	2932906	MvSl-1064-A1-R4_A1g01321	8	80.5	644
MvSl-1064-A1-R4_A1	Black	2933165	2936222	MvSl-1064-A1-R4_A1g01322	5	59	295
MvSl-1064-A1-R4_A1	Black	2936331	2936675	MvSl-1064-A1-R4_A1g01323	1	0	0
MvSl-1064-A1-R4_A1	Black	2936718	2940615	MvSl-1064-A1-R4_A1g01324	4	91.75	367
MvSl-1064-A1-R4_A1	Black	2940895	2941386	MvSl-1064-A1-R4_A1g01325	1	0	0
MvSl-1064-A1-R4_A1	Black	2941819	2941971	MvSl-1064-A1-R4_A1g01326	1	0	0
MvSl-1064-A1-R4_A1	Black	2942081	2946866	MvSl-1064-A1-R4_A1g01327	4	96.25	385
MvSl-1064-A1-R4_A1	Black	2947632	2948402	MvSl-1064-A1-R4_A1g01329	2	55.5	111
MvSl-1064-A1-R4_A1	Black	2949586	2949744	MvSl-1064-A1-R4_A1g01330	1	0	0
MvSl-1064-A1-R4_A1	Black	2952160	2954825	MvSl-1064-A1-R4_A1g01332	1	56	56
MvSl-1064-A1-R4_A1	Black	2955021	2955491	MvSl-1064-A1-R4_A1g01333	1	138	138
MvSl-1064-A1-R4_A1	Black	2955573	2956394	MvSl-1064-A1-R4_A1g01334	1	75	75
MvSl-1064-A1-R4_A1	Black	2957157	2964227	MvSl-1064-A1-R4_A1g01335	14	106.929	1497
MvSl-1064-A1-R4_A1	Black	2964675	2969469	MvSl-1064-A1-R4_A1g01336	7	83.2857	583
MvSl-1064-A1-R4_A1	Black	2969672	2970325	MvSl-1064-A1-R4_A1g01337	2	201	402
MvSl-1064-A1-R4_A1	Black	2970367	2971159	MvSl-1064-A1-R4_A1g01338	2	176	352
MvSl-1064-A1-R4_A1	Black	2971357	2971509	MvSl-1064-A1-R4_A1g01339	1	0	0
MvSl-1064-A1-R4_A1	Black	2972496	2976661	MvSl-1064-A1-R4_A1g01340	5	66.4	332
MvSl-1064-A1-R4_A1	Black	2976707	2977297	MvSl-1064-A1-R4_A1g01341	1	0	0
MvSl-1064-A1-R4_A1	Black	2977819	2979035	MvSl-1064-A1-R4_A1g01342	5	65.8	329
MvSl-1064-A1-R4_A1	Black	2979583	2982096	MvSl-1064-A1-R4_A1g01343	5	110.4	552
MvSl-1064-A1-R4_A1	Black	2982139	2983602	MvSl-1064-A1-R4_A1g01344	3	146	438
MvSl-1064-A1-R4_A1	Black	2983942	2984265	MvSl-1064-A1-R4_A1g01345	1	51	51
MvSl-1064-A1-R4_A1	Black	2997331	2997495	MvSl-1064-A1-R4_A1g01349	1	0	0
MvSl-1064-A1-R4_A1	Black	3002566	3003090	MvSl-1064-A1-R4_A1g01352	1	117	117
MvSl-1064-A1-R4_A1	Black	3003286	3005801	MvSl-1064-A1-R4_A1g01353	2	58	116
MvSl-1064-A1-R4_A1	Black	3006054	3009838	MvSl-1064-A1-R4_A1g01354	1	77	77
MvSl-1064-A1-R4_A1	Black	3010036	3014204	MvSl-1064-A1-R4_A1g01355	14	68.2857	956
MvSl-1064-A1-R4_A1	Black	3014481	3014754	MvSl-1064-A1-R4_A1g01356	1	109	109
MvSl-1064-A1-R4_A1	Black	3021786	3022133	MvSl-1064-A1-R4_A1g01360	1	192	192
MvSl-1064-A1-R4_A1	Black	3023246	3024786	MvSl-1064-A1-R4_A1g01361	2	157	314
MvSl-1064-A1-R4_A1	Black	3024933	3025169	MvSl-1064-A1-R4_A1g01362	1	0	0
MvSl-1064-A1-R4_A1	Black	3025827	3026707	MvSl-1064-A1-R4_A1g01363	2	88	176
MvSl-1064-A1-R4_A1	Black	3026921	3031312	MvSl-1064-A1-R4_A1g01364	2	43.5	87
MvSl-1064-A1-R4_A1	Black	3031516	3032927	MvSl-1064-A1-R4_A1g01365	3	73.6667	221
MvSl-1064-A1-R4_A1	Black	3048163	3050355	MvSl-1064-A1-R4_A1g01370	1	66	66
MvSl-1064-A1-R4_A1	Black	3050902	3054160	MvSl-1064-A1-R4_A1g01371	4	55.75	223
MvSl-1064-A1-R4_A1	Black	3055957	3057588	MvSl-1064-A1-R4_A1g01372	7	117.429	822
MvSl-1064-A1-R4_A1	Black	3058207	3062521	MvSl-1064-A1-R4_A1g01373	3	51.3333	154
MvSl-1064-A1-R4_A1	Black	3063323	3068110	MvSl-1064-A1-R4_A1g01374	1	165	165
MvSl-1064-A1-R4_A1	Black	3073883	3074882	MvSl-1064-A1-R4_A1g01377	1	385	385
MvSl-1064-A1-R4_A1	Black	3075772	3080838	MvSl-1064-A1-R4_A1g01379	5	85.8	429
MvSl-1064-A1-R4_A1	Black	3081736	3081980	MvSl-1064-A1-R4_A1g01380	1	74	74
MvSl-1064-A1-R4_A1	Black	3082554	3085545	MvSl-1064-A1-R4_A1g01381	5	76.4	382
MvSl-1064-A1-R4_A1	Black	3085594	3087917	MvSl-1064-A1-R4_A1g01382	2	83.5	167
MvSl-1064-A1-R4_A1	Black	3098047	3098226	MvSl-1064-A1-R4_A1g01386	1	0	0
MvSl-1064-A1-R4_A1	Black	3098348	3104148	MvSl-1064-A1-R4_A1g01387	12	74.9167	899
MvSl-1064-A1-R4_A1	Black	3108018	3108763	MvSl-1064-A1-R4_A1g01390	3	86.6667	260
MvSl-1064-A1-R4_A1	Black	3108819	3109843	MvSl-1064-A1-R4_A1g01391	3	98.6667	296
MvSl-1064-A1-R4_A1	Black	3116893	3120615	MvSl-1064-A1-R4_A1g01394	3	63	189
MvSl-1064-A1-R4_A1	Black	3121131	3121426	MvSl-1064-A1-R4_A1g01395	1	140	140
MvSl-1064-A1-R4_A1	Black	3122190	3124581	MvSl-1064-A1-R4_A1g01396	2	308	616
MvSl-1064-A1-R4_A1	Black	3124727	3124955	MvSl-1064-A1-R4_A1g01397	1	82	82
MvSl-1064-A1-R4_A1	Black	3125001	3125581	MvSl-1064-A1-R4_A1g01398	1	89	89
MvSl-1064-A1-R4_A1	Black	3125647	3130622	MvSl-1064-A1-R4_A1g01399	6	76.8333	461
MvSl-1064-A1-R4_A1	Black	3130971	3131616	MvSl-1064-A1-R4_A1g01400	1	40	40
MvSl-1064-A1-R4_A1	Black	3132127	3133455	MvSl-1064-A1-R4_A1g01401	3	59	177
MvSl-1064-A1-R4_A1	Black	3133594	3134296	MvSl-1064-A1-R4_A1g01402	2	147.5	295
MvSl-1064-A1-R4_A1	Black	3134871	3136287	MvSl-1064-A1-R4_A1g01403	1	130	130
MvSl-1064-A1-R4_A1	Black	3147657	3147986	MvSl-1064-A1-R4_A1g01408	1	0	0
MvSl-1064-A1-R4_A1	Black	3148139	3152642	MvSl-1064-A1-R4_A1g01409	10	112.3	1123
MvSl-1064-A1-R4_A1	Black	3157386	3158319	MvSl-1064-A1-R4_A1g01410	2	62	124
MvSl-1064-A1-R4_A1	Black	3158375	3159120	MvSl-1064-A1-R4_A1g01411	3	86.6667	260
MvSl-1064-A1-R4_A1	Black	3159237	3160680	MvSl-1064-A1-R4_A1g01412	4	135.25	541
MvSl-1064-A1-R4_A1	Black	3163920	3164102	MvSl-1064-A1-R4_A1g01414	1	0	0
MvSl-1064-A1-R4_A1	Black	3167654	3169920	MvSl-1064-A1-R4_A1g01416	5	121	605
MvSl-1064-A1-R4_A1	Black	3170422	3170891	MvSl-1064-A1-R4_A1g01417	2	59.5	119
MvSl-1064-A1-R4_A1	Black	3174793	3174969	MvSl-1064-A1-R4_A1g01419	1	0	0
MvSl-1064-A1-R4_A1	Black	3175011	3175295	MvSl-1064-A1-R4_A1g01420	1	0	0
MvSl-1064-A1-R4_A1	Black	3175341	3176407	MvSl-1064-A1-R4_A1g01421	1	68	68
MvSl-1064-A1-R4_A1	Black	3176794	3178240	MvSl-1064-A1-R4_A1g01422	2	80	160
MvSl-1064-A1-R4_A1	Black	3178351	3179220	MvSl-1064-A1-R4_A1g01423	2	46.5	93
MvSl-1064-A1-R4_A1	Black	3179574	3181559	MvSl-1064-A1-R4_A1g01424	2	58.5	117
MvSl-1064-A1-R4_A1	Black	3181703	3182009	MvSl-1064-A1-R4_A1g01425	1	43	43
MvSl-1064-A1-R4_A1	Black	3183702	3184629	MvSl-1064-A1-R4_A1g01426	2	174.5	349
MvSl-1064-A1-R4_A1	Black	3184962	3185129	MvSl-1064-A1-R4_A1g01427	1	0	0
MvSl-1064-A1-R4_A1	Black	3185299	3185481	MvSl-1064-A1-R4_A1g01428	1	0	0
MvSl-1064-A1-R4_A1	Black	3185524	3186787	MvSl-1064-A1-R4_A1g01429	3	147.333	442
MvSl-1064-A1-R4_A1	Black	3186854	3188061	MvSl-1064-A1-R4_A1g01430	1	68	68
MvSl-1064-A1-R4_A1	Black	3196842	3197441	MvSl-1064-A1-R4_A1g01433	1	75	75
MvSl-1064-A1-R4_A1	Black	3198097	3198935	MvSl-1064-A1-R4_A1g01434	4	86	344
MvSl-1064-A1-R4_A1	Black	3199055	3199315	MvSl-1064-A1-R4_A1g01435	1	0	0
MvSl-1064-A1-R4_A1	Black	3200725	3201551	MvSl-1064-A1-R4_A1g01436	2	83.5	167
MvSl-1064-A1-R4_A1	Black	3202882	3203087	MvSl-1064-A1-R4_A1g01437	1	74	74
MvSl-1064-A1-R4_A1	Black	3203747	3206806	MvSl-1064-A1-R4_A1g01438	6	73.5	441
MvSl-1064-A1-R4_A1	Black	3207105	3213594	MvSl-1064-A1-R4_A1g01439	5	74.6	373
MvSl-1064-A1-R4_A1	Color	858598	859894	MvSl-1064-A1-R4_A1g00376	2	134	268
MvSl-1064-A1-R4_A1	Color	859983	861103	MvSl-1064-A1-R4_A1g00377	4	116	464
MvSl-1064-A1-R4_A1	Color	861557	861834	MvSl-1064-A1-R4_A1g00378	1	59	59
MvSl-1064-A1-R4_A1	PAR	1	453	MvSl-1064-A1-R4_A1g00001	1	89	89
MvSl-1064-A1-R4_A1	PAR	26008	26178	MvSl-1064-A1-R4_A1g00012	1	0	0
MvSl-1064-A1-R4_A1	PAR	3237796	3238095	MvSl-1064-A1-R4_A1g01449	1	0	0
MvSl-1064-A1-R4_A1	PAR	3401793	3406803	MvSl-1064-A1-R4_A1g01514	5	226.4	1132
MvSl-1064-A1-R4_A1	PAR	3410563	3412169	MvSl-1064-A1-R4_A1g01517	6	79.1667	475
MvSl-1064-A1-R4_C35	auto	719	1480	MvSl-1064-A1-R4_C35g01607	2	55.5	111
MvSl-1064-A1-R4_C35	auto	2488	2961	MvSl-1064-A1-R4_C35g01608	1	54	54
MvSl-1064-A1-R4_C35	auto	10560	10760	MvSl-1064-A1-R4_C35g01610	1	0	0
MvSl-1064-A1-R4_C36	auto	368	544	MvSl-1064-A1-R4_C36g01612	1	0	0
MvSl-1064-A1-R4_C36	auto	18704	18871	MvSl-1064-A1-R4_C36g01619	1	0	0
MvSl-1064-A1-R4_C36	auto	23727	23894	MvSl-1064-A1-R4_C36g01624	1	0	0
MvSl-1064-A1-R4_C36	auto	24175	24901	MvSl-1064-A1-R4_C36g01625	1	47	47
MvSl-1064-A1-R4_C37	auto	1	6258	MvSl-1064-A1-R4_C37g01626	11	151.818	1670
MvSl-1064-A1-R4_C37	auto	20892	22741	MvSl-1064-A1-R4_C37g01630	4	95	380
MvSl-1064-A1-R4_C37	auto	23063	24403	MvSl-1064-A1-R4_C37g01631	3	65	195
MvSl-1064-A1-R4_C38	auto	1	419	MvSl-1064-A1-R4_C38g01632	1	46	46
MvSl-1064-A1-R4_C38	auto	468	623	MvSl-1064-A1-R4_C38g01633	1	0	0
MvSl-1064-A1-R4_C38	auto	843	995	MvSl-1064-A1-R4_C38g01634	1	45	45
MvSl-1064-A1-R4_C38	auto	1170	5438	MvSl-1064-A1-R4_C38g01635	3	120	360
MvSl-1064-A1-R4_C38	auto	5767	6054	MvSl-1064-A1-R4_C38g01636	1	0	0
MvSl-1064-A1-R4_C38	auto	6162	11202	MvSl-1064-A1-R4_C38g01637	5	95	475
MvSl-1064-A1-R4_C38	auto	11475	16275	MvSl-1064-A1-R4_C38g01638	2	192.5	385
MvSl-1064-A1-R4_C38	auto	16383	21041	MvSl-1064-A1-R4_C38g01639	12	78.25	939
MvSl-1064-A1-R4_C38	auto	21261	21410	MvSl-1064-A1-R4_C38g01640	1	0	0
MvSl-1064-A1-R4_C38	auto	21570	21926	MvSl-1064-A1-R4_C38g01641	1	54	54
MvSl-1064-A1-R4_C38	auto	21975	22315	MvSl-1064-A1-R4_C38g01642	1	0	0
MvSl-1064-A1-R4_C39	auto	1	3541	MvSl-1064-A1-R4_C39g01643	8	68.75	550
MvSl-1064-A1-R4_C39	auto	3814	4370	MvSl-1064-A1-R4_C39g01644	1	53	53
MvSl-1064-A1-R4_C39	auto	4470	8000	MvSl-1064-A1-R4_C39g01645	3	178	534
MvSl-1064-A1-R4_C39	auto	18361	20930	MvSl-1064-A1-R4_C39g01649	3	113.667	341
MvSl-1064-A1-R4_MC09-1	auto	26334	26699	MvSl-1064-A1-R4_MC09-1g08918	1	0	0
MvSl-1064-A1-R4_MC09-1	auto	26815	28738	MvSl-1064-A1-R4_MC09-1g08919	5	84.2	421
MvSl-1064-A1-R4_MC09-2	auto	478	651	MvSl-1064-A1-R4_MC09-2g08920	1	0	0
MvSl-1064-A1-R4_MC09-2	auto	1439	4051	MvSl-1064-A1-R4_MC09-2g08921	6	88	528
MvSl-1064-A1-R4_MC09-2	auto	119630	120954	MvSl-1064-A1-R4_MC09-2g08972	1	95	95
MvSl-1064-A1-R4_MC09-2	auto	403564	403725	MvSl-1064-A1-R4_MC09-2g09100	1	0	0
MvSl-1064-A1-R4_MC09-2	auto	479813	480133	MvSl-1064-A1-R4_MC09-2g09130	1	0	0
MvSl-1064-A1-R4_MC09-2	auto	783203	783389	MvSl-1064-A1-R4_MC09-2g09243	1	40	40
MvSl-1064-A1-R4_MC09-2	auto	816685	817630	MvSl-1064-A1-R4_MC09-2g09259	1	262	262
MvSl-1064-A1-R4_MC09-2	auto	832307	832543	MvSl-1064-A1-R4_MC09-2g09265	1	0	0
MvSl-1064-A1-R4_MC09-2	auto	1532749	1533153	MvSl-1064-A1-R4_MC09-2g09544	1	0	0
MvSl-1064-A1-R4_MC09-2	auto	1600407	1600559	MvSl-1064-A1-R4_MC09-2g09581	1	45	45
MvSl-1064-A1-R4_MC09-2	auto	1605890	1608885	MvSl-1064-A1-R4_MC09-2g09583	2	65.5	131
MvSl-1064-A1-R4_MC04-1	auto	178425	178616	MvSl-1064-A1-R4_MC04-1g05353	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	179893	180177	MvSl-1064-A1-R4_MC04-1g05355	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	249458	250947	MvSl-1064-A1-R4_MC04-1g05387	2	83.5	167
MvSl-1064-A1-R4_MC04-1	auto	288361	288513	MvSl-1064-A1-R4_MC04-1g05399	1	45	45
MvSl-1064-A1-R4_MC04-1	auto	546720	546938	MvSl-1064-A1-R4_MC04-1g05503	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	559124	559483	MvSl-1064-A1-R4_MC04-1g05509	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	559655	560128	MvSl-1064-A1-R4_MC04-1g05510	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	634219	634521	MvSl-1064-A1-R4_MC04-1g05545	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	1352702	1353004	MvSl-1064-A1-R4_MC04-1g05829	1	0	0
MvSl-1064-A1-R4_MC04-1	auto	1938271	1943856	MvSl-1064-A1-R4_MC04-1g06075	7	101.571	711
MvSl-1064-A1-R4_MC04-1	auto	1944366	1948563	MvSl-1064-A1-R4_MC04-1g06076	22	89.9091	1978
MvSl-1064-A1-R4_MC04-1	auto	1949249	1953228	MvSl-1064-A1-R4_MC04-1g06077	10	85.8	858
MvSl-1064-A1-R4_C40	auto	1	3286	MvSl-1064-A1-R4_C40g01650	7	126.143	883
MvSl-1064-A1-R4_C40	auto	3528	4493	MvSl-1064-A1-R4_C40g01651	1	0	0
MvSl-1064-A1-R4_C40	auto	16837	20160	MvSl-1064-A1-R4_C40g01655	1	291	291
MvSl-1064-A1-R4_MC04-2	auto	1	1097	MvSl-1064-A1-R4_MC04-2g06078	4	62.5	250
MvSl-1064-A1-R4_MC04-2	auto	1670	2087	MvSl-1064-A1-R4_MC04-2g06079	2	87.5	175
MvSl-1064-A1-R4_MC04-2	auto	2498	4150	MvSl-1064-A1-R4_MC04-2g06080	6	129	774
MvSl-1064-A1-R4_MC04-2	auto	6229	7377	MvSl-1064-A1-R4_MC04-2g06081	4	91.5	366
MvSl-1064-A1-R4_MC04-2	auto	8726	10979	MvSl-1064-A1-R4_MC04-2g06084	3	104.333	313
MvSl-1064-A1-R4_MC04-2	auto	67841	68480	MvSl-1064-A1-R4_MC04-2g06111	2	67	134
MvSl-1064-A1-R4_C41	auto	1	1416	MvSl-1064-A1-R4_C41g01656	2	79	158
MvSl-1064-A1-R4_C41	auto	1614	2207	MvSl-1064-A1-R4_C41g01657	1	63	63
MvSl-1064-A1-R4_C41	auto	2258	3265	MvSl-1064-A1-R4_C41g01658	2	66	132
MvSl-1064-A1-R4_C41	auto	3365	5028	MvSl-1064-A1-R4_C41g01659	1	41	41
MvSl-1064-A1-R4_C41	auto	10398	13845	MvSl-1064-A1-R4_C41g01661	5	158	790
MvSl-1064-A1-R4_C41	auto	13901	17048	MvSl-1064-A1-R4_C41g01662	1	289	289
MvSl-1064-A1-R4_C41	auto	17201	17371	MvSl-1064-A1-R4_C41g01663	1	0	0
MvSl-1064-A1-R4_C41	auto	17946	19972	MvSl-1064-A1-R4_C41g01664	4	82.5	330
MvSl-1064-A1-R4_C42	auto	1	1407	MvSl-1064-A1-R4_C42g01665	3	99	297
MvSl-1064-A1-R4_C42	auto	1507	7386	MvSl-1064-A1-R4_C42g01666	12	98.75	1185
MvSl-1064-A1-R4_C42	auto	7981	10842	MvSl-1064-A1-R4_C42g01667	1	111	111
