gid	dn	ds	dnds	part8	youngold	logCPM	logFC.A1.A2	abs	DE	DE2
MvSl-1064-A1-R4_MC10-1g09639	0	0	0	Auto	Auto	5.731659723	0.011730934	0.011730934	NON	NON
MvSl-1064-A1-R4_MC10-1g09640	0	0	0	Auto	Auto	7.918010086	-0.610575949	0.610575949	NON	NON
MvSl-1064-A1-R4_MC10-1g09641	0	0	0	Auto	Auto	5.801514887	0.044665903	0.044665903	NON	NON
MvSl-1064-A1-R4_MC10-1g09642	0	0	0	Auto	Auto	4.655323856	-0.36924601	0.36924601	NON	NON
MvSl-1064-A1-R4_MC10-1g09643	0	0	0	Auto	Auto	5.352519514	0.032383578	0.032383578	NON	NON
MvSl-1064-A1-R4_MC10-1g09644	0	0	0	Auto	Auto	5.872641564	0.014708785	0.014708785	NON	NON
MvSl-1064-A1-R4_MC10-1g09645	0	0	0	Auto	Auto	6.809465443	-0.261854453	0.261854453	NON	NON
MvSl-1064-A1-R4_MC10-1g09646	0	0	0	Auto	Auto	6.64637385	-0.010143877	0.010143877	NON	NON
MvSl-1064-A1-R4_MC10-1g09647	0	0	0	Auto	Auto	9.748165537	-0.063027619	0.063027619	NON	NON
MvSl-1064-A1-R4_MC10-1g09648	0	0	0	Auto	Auto	6.842228485	-0.124771221	0.124771221	NON	NON
MvSl-1064-A1-R4_MC10-1g09649	0	0	0	Auto	Auto	6.104922618	0.01776651	0.01776651	NON	NON
MvSl-1064-A1-R4_MC10-1g09655	0	0	0	Auto	Auto	7.968820182	0.118212061	0.118212061	NON	NON
MvSl-1064-A1-R4_MC10-1g09656	0	0	0	Auto	Auto	5.521979984	0.171090681	0.171090681	NON	NON
MvSl-1064-A1-R4_MC10-1g09658	0	0	0	Auto	Auto	8.11423278	-0.002601864	0.002601864	NON	NON
MvSl-1064-A1-R4_MC10-1g09661	0	0	0	Auto	Auto	7.551075452	0.040594288	0.040594288	NON	NON
MvSl-1064-A1-R4_MC10-1g09662	0	0	0	Auto	Auto	5.91881661	-0.319353484	0.319353484	NON	NON
MvSl-1064-A1-R4_MC10-1g09663	0	0	0	Auto	Auto	6.778453954	0.100206428	0.100206428	NON	NON
MvSl-1064-A1-R4_MC10-1g09665	0.0997	0.0341	2.923745092	Auto	Auto	7.9073958	0.041972836	0.041972836	NON	NON
MvSl-1064-A1-R4_MC10-1g09666	0	0	0	Auto	Auto	4.680952306	0.213312821	0.213312821	NON	NON
MvSl-1064-A1-R4_MC10-1g09667	0	0	0	Auto	Auto	7.482634385	0.080121453	0.080121453	NON	NON
MvSl-1064-A1-R4_MC10-1g09669	0	0	0	Auto	Auto	5.184473499	0.060235979	0.060235979	NON	NON
MvSl-1064-A1-R4_MC10-1g09670	0	0	0	Auto	Auto	7.3923445	-0.246847864	0.246847864	NON	NON
MvSl-1064-A1-R4_MC10-1g09671	0	0	0	Auto	Auto	8.848714992	0.188186097	0.188186097	NON	NON
MvSl-1064-A1-R4_MC10-1g09675	0	0	0	Auto	Auto	3.508988144	0.047510416	0.047510416	NON	NON
MvSl-1064-A1-R4_MC10-1g09677	0	0	0	Auto	Auto	6.909687795	-0.104648846	0.104648846	NON	NON
MvSl-1064-A1-R4_MC10-1g09683	0	0	0	Auto	Auto	7.832552302	0.034259829	0.034259829	NON	NON
MvSl-1064-A1-R4_MC10-1g09684	0	0	0	Auto	Auto	5.821756633	-0.060034593	0.060034593	NON	NON
MvSl-1064-A1-R4_MC10-1g09685	0	0	0	Auto	Auto	4.782956862	0.113058217	0.113058217	NON	NON
MvSl-1064-A1-R4_MC10-1g09687	0	0	0	Auto	Auto	7.083623487	-0.597946206	0.597946206	NON	NON
MvSl-1064-A1-R4_MC10-1g09689	0	0	0	Auto	Auto	6.502146434	-0.138666834	0.138666834	NON	NON
MvSl-1064-A1-R4_MC10-1g09690	0	0	0	Auto	Auto	6.452174184	-0.087821845	0.087821845	NON	NON
MvSl-1064-A1-R4_MC10-1g09691	0	0	0	Auto	Auto	4.376413562	0.10603107	0.10603107	NON	NON
MvSl-1064-A1-R4_MC10-1g09692	0	0	0	Auto	Auto	8.303934849	-0.00446511	0.00446511	NON	NON
MvSl-1064-A1-R4_MC10-1g09693	0	0	0	Auto	Auto	10.11634775	0.259671122	0.259671122	NON	NON
MvSl-1064-A1-R4_MC10-1g09694	0	0	0	Auto	Auto	6.374172608	0.229578044	0.229578044	NON	NON
MvSl-1064-A1-R4_MC10-1g09695	0	0	0	Auto	Auto	7.844882092	0.019456434	0.019456434	NON	NON
MvSl-1064-A1-R4_MC10-1g09697	0	0	0	Auto	Auto	5.547279662	0.485824142	0.485824142	NON	NON
MvSl-1064-A1-R4_MC10-1g09698	0	0	0	Auto	Auto	9.098317462	0.468738903	0.468738903	NON	NON
MvSl-1064-A1-R4_MC10-1g09699	0	0	0	Auto	Auto	7.445069971	0.187981329	0.187981329	NON	NON
MvSl-1064-A1-R4_MC10-1g09700	0	0	0	Auto	Auto	4.313750419	0.04695172	0.04695172	NON	NON
MvSl-1064-A1-R4_MC10-1g09701	0	0	0	Auto	Auto	6.832456291	0.413168014	0.413168014	NON	NON
MvSl-1064-A1-R4_MC10-1g09702	0	0	0	Auto	Auto	7.142083471	0.119091171	0.119091171	NON	NON
MvSl-1064-A1-R4_MC10-1g09703	0	0	0	Auto	Auto	6.613063302	0.160020345	0.160020345	NON	NON
MvSl-1064-A1-R4_MC10-1g09704	0	0	0	Auto	Auto	5.86651949	-0.043481521	0.043481521	NON	NON
MvSl-1064-A1-R4_MC10-1g09705	0	0	0	Auto	Auto	6.092721888	-0.121098522	0.121098522	NON	NON
MvSl-1064-A1-R4_MC10-1g09706	0	0	0	Auto	Auto	8.295109182	0.107927183	0.107927183	NON	NON
MvSl-1064-A1-R4_MC10-1g09709	0	0	0	Auto	Auto	7.2934915	0.123416096	0.123416096	NON	NON
MvSl-1064-A1-R4_MC10-1g09710	0	0	0	Auto	Auto	7.273004422	-0.012954912	0.012954912	NON	NON
MvSl-1064-A1-R4_MC10-1g09711	0	0	0	Auto	Auto	7.650601087	-0.062680504	0.062680504	NON	NON
MvSl-1064-A1-R4_MC10-1g09712	0	0	0	Auto	Auto	4.454278332	-0.002807303	0.002807303	NON	NON
MvSl-1064-A1-R4_MC10-1g09714	0	0	0	Auto	Auto	7.288163009	-0.1964247	0.1964247	NON	NON
MvSl-1064-A1-R4_MC10-1g09716	0	0	0	Auto	Auto	6.119081334	0.511310439	0.511310439	NON	NON
MvSl-1064-A1-R4_MC10-1g09717	0	0	0	Auto	Auto	2.95617183	-0.312792839	0.312792839	NON	NON
MvSl-1064-A1-R4_MC10-1g09719	0	0	0	Auto	Auto	5.765279801	0.053848242	0.053848242	NON	NON
MvSl-1064-A1-R4_MC10-1g09720	0	0	0	Auto	Auto	5.38468339	0.061945591	0.061945591	NON	NON
MvSl-1064-A1-R4_MC10-1g09721	0	0	0	Auto	Auto	6.801656376	-0.022546307	0.022546307	NON	NON
MvSl-1064-A1-R4_MC10-1g09722	0	0	0	Auto	Auto	7.820871767	-0.189770835	0.189770835	NON	NON
MvSl-1064-A1-R4_MC10-1g09723	0	0	0	Auto	Auto	6.961690877	0.100953515	0.100953515	NON	NON
MvSl-1064-A1-R4_MC10-1g09724	0	0	0	Auto	Auto	1.936735554	0.205796552	0.205796552	NON	NON
MvSl-1064-A1-R4_MC10-1g09725	0	0	0	Auto	Auto	5.839968366	0.085535761	0.085535761	NON	NON
MvSl-1064-A1-R4_MC10-1g09736	0	0	0	Auto	Auto	0.334562845	-1.577093422	1.577093422	NON	NON
MvSl-1064-A1-R4_MC10-1g09737	0	0	0	Auto	Auto	4.815614601	-0.076334255	0.076334255	NON	NON
MvSl-1064-A1-R4_MC10-1g09738	0	0	0	Auto	Auto	7.98323521	0.012423023	0.012423023	NON	NON
MvSl-1064-A1-R4_MC10-1g09739	0	0	0	Auto	Auto	8.811582303	-0.250954509	0.250954509	NON	NON
MvSl-1064-A1-R4_MC10-1g09741	0	0	0	Auto	Auto	5.717146198	-0.049686758	0.049686758	NON	NON
MvSl-1064-A1-R4_MC10-1g09742	0	0	0	Auto	Auto	6.153211281	-0.029710327	0.029710327	NON	NON
MvSl-1064-A1-R4_MC10-1g09743	0	0	0	Auto	Auto	7.360672621	0.022072865	0.022072865	NON	NON
MvSl-1064-A1-R4_MC10-1g09745	0	0	0	Auto	Auto	6.683975985	0.12472144	0.12472144	NON	NON
MvSl-1064-A1-R4_MC10-1g09746	0	0	0	Auto	Auto	7.047022941	-0.202485477	0.202485477	NON	NON
MvSl-1064-A1-R4_MC10-1g09747	0	0	0	Auto	Auto	5.517064458	-0.171214012	0.171214012	NON	NON
MvSl-1064-A1-R4_MC10-1g09748	0	0	0	Auto	Auto	6.63560206	0.289589688	0.289589688	NON	NON
MvSl-1064-A1-R4_MC10-1g09749	0	0	0	Auto	Auto	5.533827599	0.169940687	0.169940687	NON	NON
MvSl-1064-A1-R4_MC10-1g09750	0	0	0	Auto	Auto	5.564073863	0.301496439	0.301496439	NON	NON
MvSl-1064-A1-R4_MC10-1g09751	0	0	0	Auto	Auto	6.465911144	0.058131346	0.058131346	NON	NON
MvSl-1064-A1-R4_MC10-1g09753	0	0	0	Auto	Auto	7.124985679	-0.170325253	0.170325253	NON	NON
MvSl-1064-A1-R4_MC10-1g09755	0	0	0	Auto	Auto	8.626893316	-0.125543832	0.125543832	NON	NON
MvSl-1064-A1-R4_MC10-1g09757	0	0	0	Auto	Auto	7.07423426	0.114371872	0.114371872	NON	NON
MvSl-1064-A1-R4_MC10-1g09758	0	0	0	Auto	Auto	6.755539467	-0.284123556	0.284123556	NON	NON
MvSl-1064-A1-R4_MC10-1g09759	0	0	0	Auto	Auto	5.781298645	-0.246233688	0.246233688	NON	NON
MvSl-1064-A1-R4_MC10-1g09760	0	0	0	Auto	Auto	6.062266995	-0.356299172	0.356299172	NON	NON
MvSl-1064-A1-R4_MC10-1g09761	0	0	0	Auto	Auto	7.717036761	-0.653424486	0.653424486	NON	NON
MvSl-1064-A1-R4_MC10-1g09762	0	0	0	Auto	Auto	6.053391263	-0.162971311	0.162971311	NON	NON
MvSl-1064-A1-R4_MC10-1g09763	0	0	0	Auto	Auto	5.298708281	-0.092359275	0.092359275	NON	NON
MvSl-1064-A1-R4_MC10-1g09766	0	0	0	Auto	Auto	7.848307628	-0.290442436	0.290442436	NON	NON
MvSl-1064-A1-R4_MC10-1g09767	0	0	0	Auto	Auto	4.653796146	0.044615883	0.044615883	NON	NON
MvSl-1064-A1-R4_MC10-1g09768	0	0	0	Auto	Auto	7.561021409	-0.182876034	0.182876034	NON	NON
MvSl-1064-A1-R4_MC10-1g09769	0	0	0	Auto	Auto	8.482662494	-0.074805042	0.074805042	NON	NON
MvSl-1064-A1-R4_MC10-1g09770	0	0	0	Auto	Auto	7.191313819	-0.134722498	0.134722498	NON	NON
MvSl-1064-A1-R4_MC10-1g09777	0	0	0	Auto	Auto	7.149620138	0.060523188	0.060523188	NON	NON
MvSl-1064-A1-R4_MC10-1g09782	0	0	0	Auto	Auto	10.60557344	0.298915022	0.298915022	NON	NON
MvSl-1064-A1-R4_MC10-1g09783	0	0	0	Auto	Auto	7.42777135	-0.051950433	0.051950433	NON	NON
MvSl-1064-A1-R4_MC10-1g09788	0	0	0	Auto	Auto	7.043794123	-0.042909948	0.042909948	NON	NON
MvSl-1064-A1-R4_MC10-1g09791	0	0	0	Auto	Auto	7.165707534	-0.042686137	0.042686137	NON	NON
MvSl-1064-A1-R4_MC10-1g09792	0	0	0	Auto	Auto	8.070099961	0.14214283	0.14214283	NON	NON
MvSl-1064-A1-R4_MC10-1g09795	0	0	0	Auto	Auto	5.958215766	-0.234675024	0.234675024	NON	NON
MvSl-1064-A1-R4_MC10-1g09797	0	0	0	Auto	Auto	7.0660091	0.077016744	0.077016744	NON	NON
MvSl-1064-A1-R4_MC10-1g09798	0	0	0	Auto	Auto	7.025648677	-0.003200425	0.003200425	NON	NON
MvSl-1064-A1-R4_MC10-1g09808	0	0	0	Auto	Auto	6.081839	0.06045096	0.06045096	NON	NON
MvSl-1064-A1-R4_MC10-1g09811	0	0	0	Auto	Auto	7.785233435	-0.060541857	0.060541857	NON	NON
MvSl-1064-A1-R4_MC10-1g09812	0	0	0	Auto	Auto	7.113986857	-0.133169506	0.133169506	NON	NON
MvSl-1064-A1-R4_MC10-1g09818	0	0	0	Auto	Auto	6.616082853	-0.084994783	0.084994783	NON	NON
MvSl-1064-A1-R4_MC10-2g09876	0	0	0	Auto	Auto	2.397533736	0.363730257	0.363730257	NON	NON
MvSl-1064-A1-R4_MC10-2g09881	0	0	0	Auto	Auto	7.984310628	-0.036355633	0.036355633	NON	NON
MvSl-1064-A1-R4_MC10-2g09882	0	0	0	Auto	Auto	6.587975095	-0.061470622	0.061470622	NON	NON
MvSl-1064-A1-R4_MC10-2g09883	0	0	0	Auto	Auto	6.997540036	0.003336173	0.003336173	NON	NON
MvSl-1064-A1-R4_MC10-2g09884	0	0	0	Auto	Auto	5.595129337	-0.077293842	0.077293842	NON	NON
MvSl-1064-A1-R4_MC10-2g09887	0	0	0	Auto	Auto	6.280788838	-0.048136206	0.048136206	NON	NON
MvSl-1064-A1-R4_MC10-2g09891	0	0	0	Auto	Auto	8.250212416	-0.02189481	0.02189481	NON	NON
MvSl-1064-A1-R4_MC10-2g09892	0	0	0	Auto	Auto	8.473377856	0.029352433	0.029352433	NON	NON
MvSl-1064-A1-R4_MC10-2g09893	0	0	0	Auto	Auto	7.018345082	0.060005586	0.060005586	NON	NON
MvSl-1064-A1-R4_MC10-2g09894	0	0	0	Auto	Auto	6.858488553	0.076434268	0.076434268	NON	NON
MvSl-1064-A1-R4_MC10-2g09895	0	0	0	Auto	Auto	9.990791201	-0.044809351	0.044809351	NON	NON
MvSl-1064-A1-R4_MC10-2g09896	0	0	0	Auto	Auto	5.078684044	-0.214999044	0.214999044	NON	NON
MvSl-1064-A1-R4_MC10-2g09898	0	0	0	Auto	Auto	6.677064228	-0.004421636	0.004421636	NON	NON
MvSl-1064-A1-R4_MC10-2g09903	0	0	0	Auto	Auto	6.989428413	-0.044538486	0.044538486	NON	NON
MvSl-1064-A1-R4_MC10-2g09904	0	0	0	Auto	Auto	6.105172345	0.292006234	0.292006234	NON	NON
MvSl-1064-A1-R4_MC10-2g09905	0	0	0	Auto	Auto	8.149031334	-0.095524624	0.095524624	NON	NON
MvSl-1064-A1-R4_MC10-2g09906	0	0	0	Auto	Auto	7.009589319	-0.114642351	0.114642351	NON	NON
MvSl-1064-A1-R4_MC10-2g09907	0	0	0	Auto	Auto	6.949597116	-0.061877028	0.061877028	NON	NON
MvSl-1064-A1-R4_MC10-2g09914	0	0	0	Auto	Auto	7.444836556	-0.048893763	0.048893763	NON	NON
MvSl-1064-A1-R4_MC10-2g09915	0	0	0	Auto	Auto	9.885171402	-0.67359697	0.67359697	NON	NON
MvSl-1064-A1-R4_MC10-2g09916	0	0	0	Auto	Auto	6.200728651	-0.264967238	0.264967238	NON	NON
MvSl-1064-A1-R4_MC10-2g09925	0	0	0	Auto	Auto	8.541867667	0.131144319	0.131144319	NON	NON
MvSl-1064-A1-R4_MC10-2g09927	0	0	0	Auto	Auto	3.474496965	0.308488383	0.308488383	NON	NON
MvSl-1064-A1-R4_MC10-2g09928	0	0	0	Auto	Auto	7.331728536	0.163617401	0.163617401	NON	NON
MvSl-1064-A1-R4_MC10-2g09929	0	0	0	Auto	Auto	7.664740164	-0.336762542	0.336762542	NON	NON
MvSl-1064-A1-R4_MC10-2g09930	0	0	0	Auto	Auto	5.923008548	-0.080497335	0.080497335	NON	NON
MvSl-1064-A1-R4_MC10-2g09931	0	0	0	Auto	Auto	7.355019165	0.051128073	0.051128073	NON	NON
MvSl-1064-A1-R4_MC10-2g09934	0	0	0	Auto	Auto	5.453494832	-0.012638656	0.012638656	NON	NON
MvSl-1064-A1-R4_MC10-2g09935	0	0	0	Auto	Auto	7.988166097	-0.247950067	0.247950067	NON	NON
MvSl-1064-A1-R4_MC10-2g09936	0	0	0	Auto	Auto	4.833738143	-0.268084208	0.268084208	NON	NON
MvSl-1064-A1-R4_MC10-2g09937	0	0	0	Auto	Auto	7.115322107	-0.120203069	0.120203069	NON	NON
MvSl-1064-A1-R4_MC10-2g09949	0	0	0	Auto	Auto	7.326532094	0.377241654	0.377241654	NON	NON
MvSl-1064-A1-R4_MC10-2g09950	0	0	0	Auto	Auto	4.633628736	-0.651317093	0.651317093	NON	NON
MvSl-1064-A1-R4_MC10-2g09951	0	0	0	Auto	Auto	6.050822214	-0.023845989	0.023845989	NON	NON
MvSl-1064-A1-R4_MC10-2g09952	0	0	0	Auto	Auto	4.864279985	-0.0500222	0.0500222	NON	NON
MvSl-1064-A1-R4_MC10-2g09953	0	0	0	Auto	Auto	7.076272514	0.000138843	0.000138843	NON	NON
MvSl-1064-A1-R4_MC10-2g09954	0	0	0	Auto	Auto	8.253259798	-0.606199389	0.606199389	NON	NON
MvSl-1064-A1-R4_MC10-2g09955	0	0	0	Auto	Auto	8.304774171	0.130745917	0.130745917	NON	NON
MvSl-1064-A1-R4_MC10-2g09956	0	0	0	Auto	Auto	7.90603219	-0.312594716	0.312594716	NON	NON
MvSl-1064-A1-R4_MC10-2g09957	0	0	0	Auto	Auto	6.641388652	0.034491577	0.034491577	NON	NON
MvSl-1064-A1-R4_MC10-2g09958	0	0	0	Auto	Auto	12.59468224	-0.203269992	0.203269992	NON	NON
MvSl-1064-A1-R4_MC10-2g09959	0	0	0	Auto	Auto	5.040829316	-0.070605524	0.070605524	NON	NON
MvSl-1064-A1-R4_MC10-2g09960	0	0	0	Auto	Auto	5.726224186	-0.136145764	0.136145764	NON	NON
MvSl-1064-A1-R4_MC10-2g09961	0	0	0	Auto	Auto	4.430573412	0.231575661	0.231575661	NON	NON
MvSl-1064-A1-R4_MC10-2g09964	0	0	0	Auto	Auto	0.930214123	1.091458381	1.091458381	NON	NON
MvSl-1064-A1-R4_MC10-2g09966	0.0106	0.0061	1.737676432	Auto	Auto	6.32819239	0.101362124	0.101362124	NON	NON
MvSl-1064-A1-R4_MC10-2g09968	0	0	0	Auto	Auto	6.456396981	0.062434264	0.062434264	NON	NON
MvSl-1064-A1-R4_MC10-2g09969	0	0	0	Auto	Auto	6.216992672	-0.037566168	0.037566168	NON	NON
MvSl-1064-A1-R4_MC10-2g09976	0	0	0	Auto	Auto	6.339807278	0.106428399	0.106428399	NON	NON
MvSl-1064-A1-R4_MC10-2g09977	0	0	0	Auto	Auto	6.835319126	-0.200040786	0.200040786	NON	NON
MvSl-1064-A1-R4_MC10-2g09978	0	0	0	Auto	Auto	7.435054513	-0.134080566	0.134080566	NON	NON
MvSl-1064-A1-R4_MC10-2g09981	0	0	0	Auto	Auto	6.207582384	0.061558138	0.061558138	NON	NON
MvSl-1064-A1-R4_MC10-2g09983	0	0	0	Auto	Auto	5.741167888	0.034613665	0.034613665	NON	NON
MvSl-1064-A1-R4_MC10-2g09984	0	0	0	Auto	Auto	5.634755362	0.073919502	0.073919502	NON	NON
MvSl-1064-A1-R4_MC10-2g09985	0	0	0	Auto	Auto	5.054713011	-0.213826236	0.213826236	NON	NON
MvSl-1064-A1-R4_MC10-2g09986	0	0	0	Auto	Auto	6.357037486	-0.282464717	0.282464717	NON	NON
MvSl-1064-A1-R4_MC10-2g09987	0	0	0	Auto	Auto	10.26993498	0.478913696	0.478913696	NON	NON
MvSl-1064-A1-R4_MC10-2g09988	0	0	0	Auto	Auto	5.171248304	0.415887702	0.415887702	NON	NON
MvSl-1064-A1-R4_MC10-2g09989	0	0	0	Auto	Auto	5.158182455	0.573721899	0.573721899	NON	NON
MvSl-1064-A1-R4_MC10-2g09990	0	0	0	Auto	Auto	7.290517956	-0.128208082	0.128208082	NON	NON
MvSl-1064-A1-R4_MC10-2g09993	0	0	0	Auto	Auto	5.947126321	-0.132576166	0.132576166	NON	NON
MvSl-1064-A1-R4_MC10-2g09995	0	0	0	Auto	Auto	4.049072565	-0.034356514	0.034356514	NON	NON
MvSl-1064-A1-R4_MC10-2g09996	0	0	0	Auto	Auto	0.742776165	-0.844541941	0.844541941	NON	NON
MvSl-1064-A1-R4_MC10-2g09997	0	0	0	Auto	Auto	6.37322825	0.027513059	0.027513059	NON	NON
MvSl-1064-A1-R4_MC10-2g09998	0	0	0	Auto	Auto	8.02010053	-0.58105289	0.58105289	NON	NON
MvSl-1064-A1-R4_MC10-2g09999	0	0	0	Auto	Auto	4.503485711	-0.085340315	0.085340315	NON	NON
MvSl-1064-A1-R4_MC10-2g10000	0	0	0	Auto	Auto	5.036591399	-0.217078278	0.217078278	NON	NON
MvSl-1064-A1-R4_MC10-2g10003	0	0	0	Auto	Auto	8.297576251	0.393165322	0.393165322	NON	NON
MvSl-1064-A1-R4_MC10-2g10004	0	0	0	Auto	Auto	6.142979577	-0.009518399	0.009518399	NON	NON
MvSl-1064-A1-R4_MC10-2g10005	0	0	0	Auto	Auto	7.840849456	0.074891387	0.074891387	NON	NON
MvSl-1064-A1-R4_MC10-2g10006	0	0	0	Auto	Auto	6.61730933	-0.427929763	0.427929763	NON	NON
MvSl-1064-A1-R4_MC10-2g10007	0	0	0	Auto	Auto	7.981071904	-0.229112263	0.229112263	NON	NON
MvSl-1064-A1-R4_MC10-2g10008	0	0	0	Auto	Auto	7.402229618	-0.05221143	0.05221143	NON	NON
MvSl-1064-A1-R4_MC10-2g10009	0	0	0	Auto	Auto	7.302801292	-0.140083323	0.140083323	NON	NON
MvSl-1064-A1-R4_MC10-2g10011	0	0	0	Auto	Auto	9.340484622	-0.120456317	0.120456317	NON	NON
MvSl-1064-A1-R4_MC10-2g10012	0	0	0	Auto	Auto	8.176928265	-0.256534534	0.256534534	NON	NON
MvSl-1064-A1-R4_MC10-2g10013	0	0	0	Auto	Auto	5.528372344	0.091062874	0.091062874	NON	NON
MvSl-1064-A1-R4_MC10-2g10014	0	0	0	Auto	Auto	4.446002209	-0.253784111	0.253784111	NON	NON
MvSl-1064-A1-R4_MC10-2g10015	0	0	0	Auto	Auto	7.360254919	0.036254659	0.036254659	NON	NON
MvSl-1064-A1-R4_MC10-2g10016	0	0	0	Auto	Auto	5.910981804	0.482615851	0.482615851	NON	NON
MvSl-1064-A1-R4_MC10-2g10017	0	0	0	Auto	Auto	3.601339249	-0.01733096	0.01733096	NON	NON
MvSl-1064-A1-R4_MC10-2g10018	0	0	0	Auto	Auto	5.214106151	0.11075936	0.11075936	NON	NON
MvSl-1064-A1-R4_MC10-2g10019	0	0	0	Auto	Auto	6.4643069	0.070597272	0.070597272	NON	NON
MvSl-1064-A1-R4_MC10-2g10021	0	0	0	Auto	Auto	5.934274829	0.068409037	0.068409037	NON	NON
MvSl-1064-A1-R4_MC10-2g10022	0	0	0	Auto	Auto	5.978280042	0.137610458	0.137610458	NON	NON
MvSl-1064-A1-R4_MC10-2g10025	0	0	0	Auto	Auto	6.254751497	0.502466711	0.502466711	NON	NON
MvSl-1064-A1-R4_MC10-2g10027	0	0	0	Auto	Auto	5.711194857	0.090892669	0.090892669	NON	NON
MvSl-1064-A1-R4_MC10-2g10028	0	0	0	Auto	Auto	4.178691797	0.734093386	0.734093386	NON	NON
MvSl-1064-A1-R4_MC10-2g10029	0	0	0	Auto	Auto	6.867863682	-0.042161889	0.042161889	NON	NON
MvSl-1064-A1-R4_MC10-2g10030	0.0011	0	11000	Auto	Auto	7.076373763	0.16415087	0.16415087	NON	NON
MvSl-1064-A1-R4_MC10-2g10031	0	0	0	Auto	Auto	4.198234579	0.603930529	0.603930529	NON	NON
MvSl-1064-A1-R4_MC10-2g10032	0	0	0	Auto	Auto	3.85378625	-0.073138452	0.073138452	NON	NON
MvSl-1064-A1-R4_MC10-2g10033	0	0	0	Auto	Auto	6.071669748	-0.08263565	0.08263565	NON	NON
MvSl-1064-A1-R4_MC10-2g10034	0	0	0	Auto	Auto	3.693948602	-0.258244892	0.258244892	NON	NON
MvSl-1064-A1-R4_MC10-2g10035	0	0	0	Auto	Auto	6.653993828	-0.025479934	0.025479934	NON	NON
MvSl-1064-A1-R4_MC10-2g10036	0	0	0	Auto	Auto	5.236931236	0.15376072	0.15376072	NON	NON
MvSl-1064-A1-R4_MC10-2g10039	0	0	0	Auto	Auto	6.37608871	0.30763013	0.30763013	NON	NON
MvSl-1064-A1-R4_MC10-2g10040	0	0	0	Auto	Auto	5.548170346	-0.109802021	0.109802021	NON	NON
MvSl-1064-A1-R4_MC10-2g10041	0	0	0	Auto	Auto	6.964488548	-0.003541334	0.003541334	NON	NON
MvSl-1064-A1-R4_MC10-2g10042	0	0	0	Auto	Auto	4.026931811	0.073482269	0.073482269	NON	NON
MvSl-1064-A1-R4_MC10-2g10043	0	0	0	Auto	Auto	3.793236178	-0.040811816	0.040811816	NON	NON
MvSl-1064-A1-R4_MC10-2g10044	0	0	0	Auto	Auto	5.442862197	-0.478004034	0.478004034	NON	NON
MvSl-1064-A1-R4_MC10-2g10045	0	0	0	Auto	Auto	10.29184022	0.183069135	0.183069135	NON	NON
MvSl-1064-A1-R4_MC10-2g10048	0	0	0	Auto	Auto	5.619675682	0.255520076	0.255520076	NON	NON
MvSl-1064-A1-R4_MC10-2g10051	0	0	0	Auto	Auto	0.007558158	0.288875706	0.288875706	NON	NON
MvSl-1064-A1-R4_MC10-2g10052	0	0	0	Auto	Auto	7.712291946	-0.091194336	0.091194336	NON	NON
MvSl-1064-A1-R4_MC10-2g10053	0	0	0	Auto	Auto	8.066108826	-0.111478585	0.111478585	NON	NON
MvSl-1064-A1-R4_MC10-2g10059	0	0	0	Auto	Auto	4.998997085	-0.004983562	0.004983562	NON	NON
MvSl-1064-A1-R4_MC10-2g10060	0	0	0	Auto	Auto	6.226606174	0.004712157	0.004712157	NON	NON
MvSl-1064-A1-R4_MC10-2g10061	0	0	0	Auto	Auto	8.817629857	0.116513302	0.116513302	NON	NON
MvSl-1064-A1-R4_MC10-2g10062	0	0	0	Auto	Auto	1.713802196	0.006723691	0.006723691	NON	NON
MvSl-1064-A1-R4_MC10-2g10063	0	0	0	Auto	Auto	4.407583596	0.135243761	0.135243761	NON	NON
MvSl-1064-A1-R4_MC10-2g10064	0	0	0	Auto	Auto	6.650528788	0.272046319	0.272046319	NON	NON
MvSl-1064-A1-R4_MC10-2g10065	0	0	0	Auto	Auto	5.526893436	0.083164338	0.083164338	NON	NON
MvSl-1064-A1-R4_MC10-2g10066	0	0	0	Auto	Auto	0.643709244	0.695405649	0.695405649	NON	NON
MvSl-1064-A1-R4_MC10-2g10069	0	0	0	Auto	Auto	8.936883784	-0.16600242	0.16600242	NON	NON
MvSl-1064-A1-R4_MC10-2g10070	0	0	0	Auto	Auto	6.971427421	-0.10548484	0.10548484	NON	NON
MvSl-1064-A1-R4_MC10-2g10071	0	0	0	Auto	Auto	5.678750273	-0.130945556	0.130945556	NON	NON
MvSl-1064-A1-R4_MC10-2g10072	0	0	0	Auto	Auto	5.498997824	0.016959032	0.016959032	NON	NON
MvSl-1064-A1-R4_MC10-2g10073	0	0	0	Auto	Auto	5.402408618	0.035066819	0.035066819	NON	NON
MvSl-1064-A1-R4_MC10-2g10076	0	0	0	Auto	Auto	8.452873507	0.00400801	0.00400801	NON	NON
MvSl-1064-A1-R4_MC10-2g10080	0	0	0	Auto	Auto	6.500784075	0.04310225	0.04310225	NON	NON
MvSl-1064-A1-R4_MC10-2g10082	0	0	0	Auto	Auto	8.861530449	-0.148725732	0.148725732	NON	NON
MvSl-1064-A1-R4_MC10-2g10083	0	0	0	Auto	Auto	5.915418943	-0.203977069	0.203977069	NON	NON
MvSl-1064-A1-R4_MC10-2g10084	0	0	0	Auto	Auto	8.858060878	-0.207297155	0.207297155	NON	NON
