genea2	dna2	dna2se	dsa2	dsa2se	dndsa2	chr	chrom	DE	genea1	dna1	dna1se	dsa1	dsa1se	dndsa1
MvSl-1064-A2-R4_MC10g10302	0.00001	0	0.01246	0.00075	0.000802504	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10038	0.00001	0.00007	0.01246	0.00906	0.000802562
MvSl-1064-A2-R4_MC10g10306	0.00279	0.00279	0.00714	0.00715	0.390702	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10042	0.00279	0.00279	0.00714	0.00713	0.390751
MvSl-1064-A2-R4_MC10g10307	0.00582	0.00194	0.0068	0.00303	0.855757	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10043	0.00582	0.00194	0.0068	0.00303	0.85587
MvSl-1064-A2-R4_MC10g10308	0.01059	0.00532	0.00011	0.00035	95.4054	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10044	0.01059	0.00532	0.00011	0.00039	96.1853
MvSl-1064-A2-R4_MC10g10324	0.00726	0.00517	0.01135	0.01146	0.639591	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10060	0.00726	0.00511	0.01135	0.01119	0.639642
MvSl-1064-A2-R4_MC10g10326	0.00818	0.00409	0.00458	0.00453	1.78564	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10062	0.00818	0.0041	0.00458	0.00458	1.78599
MvSl-1064-A2-R4_MC10g10328	0.00574	0.00258	0.0106	0.00534	0.541458	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10064	0.00574	0.00258	0.0106	0.00535	0.541504
MvSl-1064-A2-R4_MC10g10329	0.00001	0	0.01157	0.00089	0.00086423	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10065	0.00001	0	0.01157	0.00065	0.000864297
MvSl-1064-A2-R4_MC10g10330	0.00516	0.00366	0.00779	0.00783	0.662303	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10066	0.00516	0.00367	0.00779	0.00788	0.662379
MvSl-1064-A2-R4_MC10g10333	0.00403	0.00285	0.01448	0.01029	0.278296	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10069	0.00403	0.00287	0.01448	0.01036	0.278313
MvSl-1064-A2-R4_MC10g10336	0.00505	0.00358	0.00005	0.0002	99.0196	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10072	0.00505	0.00358	0.00005	0.00017	100.798
MvSl-1064-A2-R4_MC10g10337	0.00354	0.00357	0.01003	0.0102	0.352906	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10073	0.00354	0.00357	0.01003	0.0102	0.352938
MvSl-1064-A2-R4_MC10g10340	0.00554	0.00136	0.00395	0.00097	1.40218	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10076	0.00556	0.00185	0.00394	0.00131	1.41113
MvSl-1064-A2-R4_MC10g10346	0.00093	0.00094	0.00924	0.00538	0.100638	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10082	0.00093	0.00094	0.00924	0.00539	0.100648
MvSl-1064-A2-R4_MC10g10347	0.00186	0.00186	0.01864	0.01082	0.0997801	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10083	0.00186	0.00186	0.01864	0.01082	0.0997849
MvSl-1064-A2-R4_MC10g10349	0.00001	0	0.01264	0.00045	0.000791077	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10085	0.00001	0	0.01264	0.00045	0.000791133
MvSl-1064-A2-R4_MC10g10351	0.00591	0.00198	0.01152	0.00438	0.512976	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10087	0.00591	0.00198	0.01152	0.00438	0.513016
MvSl-1064-A2-R4_MC10g10352	0.0036	0.00363	0.0114	0.01158	0.315762	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10088	0.0036	0.00363	0.0114	0.01157	0.315787
MvSl-1064-A2-R4_MC10g10353	0.00556	0.00392	0.01213	0.0119	0.45833	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10089	0.00556	0.00391	0.01213	0.01183	0.458364
MvSl-1064-A2-R4_MC10g10354	0.00521	0.00301	0.00005	0.00016	102.157	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10090	0.00521	0.00301	0.00005	0.00014	103.992
MvSl-1064-A2-R4_MC10g10356	0.00001	0	0.00728	0.00071	0.00137344	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10092	0.00001	0	0.00728	0	0.00137361
MvSl-1064-A2-R4_MC10g10357	0.00001	0	0.01119	0.00223	0.000893575	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10093	0.00001	0	0.01119	0.00222	0.000893647
MvSl-1064-A2-R4_MC10g10360	0.00003	0	0.02794	0.00178	0.00107369	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10096	0.00003	0	0.02794	0.00172	0.00107373
MvSl-1064-A2-R4_MC10g10361	0.00647	0.00458	0.00673	0.00672	0.961224	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10097	0.00647	0.00457	0.00673	0.0067	0.961353
MvSl-1064-A2-R4_MC10g10365	0.00621	0.00358	0.00006	0	101.803	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10101	0.00621	0.00359	0.00006	0.0004	103.328
MvSl-1064-A2-R4_MC10g10368	0.0016	0.00091	0.00118	0.00113	1.35478	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10104	0.0016	0.0009	0.00118	0.00111	1.35582
MvSl-1064-A2-R4_MC10g10369	0.00001	0	0.01066	0.00137	0.000937998	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10105	0.00001	0	0.01066	0.00133	0.000938078
MvSl-1064-A2-R4_MC10g10374	0.00302	0.00303	0.01295	0.01313	0.233187	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10110	0.00302	0.00299	0.01295	0.01296	0.233203
MvSl-1064-A2-R4_MC10g10377	0.00356	0.00358	0.03483	0.02034	0.102208	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10113	0.00356	0.00358	0.03483	0.02035	0.10221
MvSl-1064-A2-R4_MC10g10378	0.00784	0.00204	0.00739	0.00243	1.06075	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10114	0.00784	0.00202	0.00739	0.00237	1.06088
MvSl-1064-A2-R4_MC10g10379	0.00688	0.00282	0.01441	0.00592	0.477413	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10115	0.00688	0.00282	0.01441	0.00592	0.477443
MvSl-1064-A2-R4_MC10g10381	0.00609	0.00248	0.00495	0.00346	1.23005	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10117	0.00609	0.00248	0.00495	0.00345	1.23028
MvSl-1064-A2-R4_MC10g10390	0.00559	0.00212	0.01204	0.00493	0.464247	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC10-2g10126	0.00559	0.00212	0.01204	0.00496	0.464282
MvSl-1064-A2-R4_MC11g10451	0.00751	0.00378	0.00995	0.0071	0.754698	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10192	0.00751	0.00377	0.00995	0.00707	0.754766
MvSl-1064-A2-R4_MC11g10467	0.00245	0.00141	0.0017	0.00166	1.44033	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10208	0.00245	0.00123	0.0017	0.00085	1.44109
MvSl-1064-A2-R4_MC11g10468	0.0077	0.00387	0.01081	0.00772	0.712238	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10209	0.0077	0.00387	0.01081	0.0077	0.712297
MvSl-1064-A2-R4_MC11g10469	0.00432	0.00216	0.00884	0.0051	0.488633	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10210	0.00432	0.00217	0.00884	0.00513	0.488682
MvSl-1064-A2-R4_MC11g10482	0.01576	0.00542	0.00831	0.00502	1.89628	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10221	0.01576	0.00541	0.00831	0.00491	1.89649
MvSl-1064-A2-R4_MC11g10483	0.01896	0.0086	0.00019	0.00067	99.267	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10222	0.01896	0.00861	0.00019	0.00096	99.737
MvSl-1064-A2-R4_MC11g10486	0.01265	0.00567	0.00013	0.00008	96.5649	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10225	0.01265	0.00567	0.00013	0.00007	97.2329
MvSl-1064-A2-R4_MC11g10490	0.00967	0.00558	0.00717	0.00711	1.34849	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10229	0.00967	0.00559	0.00717	0.00714	1.34866
MvSl-1064-A2-R4_MC11g10491	0.00002	0	0.01791	0.00169	0.00111663	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10230	0.00002	0	0.01791	0.00147	0.00111669
MvSl-1064-A2-R4_MC11g10500	0.00252	0.0018	0.00964	0.0069	0.261384	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10239	0.00252	0.00179	0.00964	0.00685	0.261408
MvSl-1064-A2-R4_MC11g10501	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10240	0	0.00004	0.00001	0.02234	0
MvSl-1064-A2-R4_MC11g10508	0.00379	0.0038	0.00004	0	92.439	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10247	0.00379	0.00381	0.00004	0.00045	94.5137
MvSl-1064-A2-R4_MC11g10512	0.00245	0.00098	0.01214	0.0041	0.201796	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10251	0.00245	0.00093	0.01214	0.00403	0.201811
MvSl-1064-A2-R4_MC11g10513	0.00589	0.00422	0.02233	0.01608	0.263759	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10252	0.00589	0.00421	0.02233	0.01605	0.26377
MvSl-1064-A2-R4_MC11g10518	0.00456	0.0045	0.03203	0.01872	0.142362	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10257	0.00456	0.00451	0.03203	0.01873	0.142366
MvSl-1064-A2-R4_MC11g10521	0.00466	0.00466	0.01099	0.01103	0.423983	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10260	0.00466	0.00466	0.01099	0.01101	0.424018
MvSl-1064-A2-R4_MC11g10524	0.00697	0.00496	0.01244	0.01261	0.560244	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10263	0.00697	0.00496	0.01244	0.0126	0.560285
MvSl-1064-A2-R4_MC11g10531	0.0059	0.00264	0.00784	0.00452	0.752455	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10270	0.0059	0.00264	0.00784	0.00452	0.752541
MvSl-1064-A2-R4_MC11g10541	0.00069	0.00069	0.01687	0.00851	0.0408986	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10280	0.00069	0.00062	0.01687	0.00364	0.0409008
MvSl-1064-A2-R4_MC11g10551	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10290	0	0	0	0	0
MvSl-1064-A2-R4_MC11g10554	0.00962	0.00483	0.01411	0.01002	0.681738	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10293	0.00962	0.00483	0.01411	0.01002	0.681781
MvSl-1064-A2-R4_MC11g10556	0.00199	0.00184	0.00651	0.00604	0.305637	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10295	0.00199	0.00195	0.00651	0.00638	0.305679
MvSl-1064-A2-R4_MC11g10565	0.00295	0.00133	0.00832	0.00342	0.354525	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10304	0.00295	0.00132	0.00832	0.00341	0.354563
MvSl-1064-A2-R4_MC11g10566	0.0071	0.00412	0.02335	0.01178	0.304056	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10305	0.0071	0.00412	0.02335	0.01179	0.304067
MvSl-1064-A2-R4_MC11g10568	0.00173	0.00173	0.00674	0.00478	0.256638	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10307	0.00173	0.00103	0.00674	0.00386	0.256673
MvSl-1064-A2-R4_MC11g10569	0	0	0.00432	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10308	0	0	0.00432	0	0
MvSl-1064-A2-R4_MC11g10572	0.00305	0.00215	0.0038	0.00377	0.80242	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10311	0.00305	0.00215	0.0038	0.00379	0.80261
MvSl-1064-A2-R4_MC11g10584	0.00001	0	0.00652	0	0.00153351	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10323	0.00001	0	0.00652	0.00031	0.00153372
MvSl-1064-A2-R4_MC11g10585	0.0035	0.00352	0.02728	0.01592	0.128294	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10324	0.0035	0.00352	0.02728	0.01592	0.128299
MvSl-1064-A2-R4_MC11g10586	0.00381	0.00118	0.00417	0.00143	0.91345	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10325	0.00381	0.00116	0.00417	0.00133	0.913647
MvSl-1064-A2-R4_MC11g10588	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10327	0	0	0	0	0
MvSl-1064-A2-R4_MC11g10589	0.00001	0	0.0103	0.00107	0.00097078	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10328	0.00001	0	0.0103	0	0.000970864
MvSl-1064-A2-R4_MC11g10591	0.00001	0	0.00701	0	0.00142633	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10330	0.00001	0	0.00701	0.00058	0.00142651
MvSl-1064-A2-R4_MC11g10593	0.00655	0.00293	0.00806	0.00465	0.812554	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10332	0.00655	0.00294	0.00806	0.00467	0.812645
MvSl-1064-A2-R4_MC11g10595	0.0104	0.00279	0.01397	0.00467	0.744399	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10334	0.0104	0.00279	0.01397	0.00468	0.744447
MvSl-1064-A2-R4_MC11g10596	0.01473	0.00665	0.01824	0.01065	0.807522	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC11g10335	0.01473	0.00664	0.01824	0.01064	0.807561
MvSl-1064-A2-R4_MC11g10597	0.00231	0.00163	0.00288	0.00285	0.801805	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10336	0.00231	0.00162	0.00288	0.00285	0.802055
MvSl-1064-A2-R4_MC11g10605	0.00131	0.00131	0.00524	0.00372	0.249952	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10344	0.00131	0.0013	0.00524	0.0037	0.249995
MvSl-1064-A2-R4_MC11g10606	0.02827	0.01153	0.04578	0.02273	0.617505	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10345	0.02827	0.01152	0.04578	0.02271	0.617517
MvSl-1064-A2-R4_MC11g10609	0.00335	0.0033	0.00999	0.0097	0.335302	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10348	0.00335	0.00331	0.00999	0.00976	0.335332
MvSl-1064-A2-R4_MC11g10613	0.00764	0.00442	0.00008	0.00018	94.321	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10352	0.00764	0.00442	0.00008	0.00025	95.3808
MvSl-1064-A2-R4_MC11g10615	0.00342	0.00343	0.00758	0.00763	0.451128	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10354	0.00342	0.00338	0.00758	0.00752	0.451181
MvSl-1064-A2-R4_MC11g10617	0.00444	0.00317	0.04852	0.02019	0.0915068	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10356	0.00444	0.00318	0.04852	0.02019	0.0915085
MvSl-1064-A2-R4_MC11g10622	0.00962	0.00686	0.01001	0.01009	0.960943	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10360	0.00962	0.00685	0.01001	0.01008	0.961029
MvSl-1064-A2-R4_MC11g10625	0.00613	0.00252	0.0021	0.00215	2.91766	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10363	0.00613	0.00251	0.0021	0.00209	2.91891
MvSl-1064-A2-R4_MC11g10629	0.0007	0.0007	0.00745	0.00374	0.0939471	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10367	0.0007	0.0007	0.00745	0.00374	0.0939585
MvSl-1064-A2-R4_MC11g10631	0.00323	0.00229	0.00003	0.00018	104.194	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC11g10369	0.00323	0.00229	0.00003	0.00011	107.309
MvSl-1064-A2-R4_MC11g10635	0.00537	0.00204	0.00914	0.00411	0.587463	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10373	0.00537	0.00204	0.00914	0.00412	0.587521
MvSl-1064-A2-R4_MC11g10636	0.00002	0	0.02207	0.00172	0.000906166	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10374	0.00002	0	0.02207	0.00175	0.000906203
MvSl-1064-A2-R4_MC11g10637	0.00174	0.00174	0.00737	0.00524	0.23606	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10375	0.00174	0.00174	0.00737	0.00523	0.236089
MvSl-1064-A2-R4_MC11g10643	0.00001	0	0.01014	0	0.000986096	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10381	0.00001	0	0.01016	0	0.000984242
MvSl-1064-A2-R4_MC11g10645	0.00258	0.00258	0.00003	0.0002	83.2258	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10383	0.00258	0.00258	0.00003	0.00009	85.7143
MvSl-1064-A2-R4_MC11g10649	0.00122	0.00122	0.02655	0.01097	0.0459493	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10387	0.00122	0.00122	0.02655	0.01097	0.0459509
MvSl-1064-A2-R4_MC11g10650	0.00822	0.00414	0.00008	0.00054	101.481	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10388	0.00822	0.00414	0.00008	0.00042	102.622
MvSl-1064-A2-R4_MC11g10654	0.00001	0	0.00661	0.00032	0.00151263	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10392	0.00001	0	0.00661	0.00071	0.00151284
MvSl-1064-A2-R4_MC11g10657	0.00139	0.00139	0.00001	0	126.364	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10395	0.00139	0.00139	0.00001	0.00005	137.624
MvSl-1064-A2-R4_MC11g10658	0	0.0001	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10396	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC11g10663	0.01233	0.00466	0.00649	0.00448	1.89955	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10401	0.01233	0.00466	0.00649	0.00447	1.89982
MvSl-1064-A2-R4_MC11g10668	0.0051	0.0023	0.01113	0.00566	0.45818	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10406	0.0051	0.00229	0.01113	0.00563	0.458217
MvSl-1064-A2-R4_MC11g10671	0.00709	0.00504	0.00007	0	99.8592	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10409	0.00709	0.00504	0.00007	0	101.141
MvSl-1064-A2-R4_MC11g10672	0.00584	0.0026	0.0028	0.00271	2.08497	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10410	0.00584	0.0026	0.0028	0.00272	2.08564
MvSl-1064-A2-R4_MC11g10673	0.00306	0.00177	0.00335	0.00194	0.91316	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10411	0.00306	0.00215	0.00335	0.0033	0.913406
MvSl-1064-A2-R4_MC11g10675	0.00431	0.00431	0.00004	0.0003	105.122	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10413	0.00431	0.00431	0.00004	0.00026	107.481
MvSl-1064-A2-R4_MC11g10678	0.013	0.0076	0.00013	0.00148	99.2366	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10416	0.013	0.00759	0.00013	0.00111	99.9231
MvSl-1064-A2-R4_MC11g10683	0.00513	0.00257	0.01269	0.00637	0.404223	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10421	0.00513	0.00256	0.01269	0.00636	0.404252
MvSl-1064-A2-R4_MC11g10686	0.00766	0.00446	0.00535	0.00541	1.43151	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10424	0.00766	0.00441	0.00535	0.00524	1.43175
MvSl-1064-A2-R4_MC11g10688	0.00445	0.00258	0.01854	0.00936	0.240009	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10426	0.00445	0.00258	0.01854	0.00935	0.24002
MvSl-1064-A2-R4_MC11g10690	0.00242	0.00243	0.01273	0.00903	0.190087	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10428	0.00242	0.00243	0.01273	0.00904	0.190101
MvSl-1064-A2-R4_MC11g10692	0.01335	0.00673	0.00725	0.00728	1.84113	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10430	0.01335	0.00679	0.00725	0.00755	1.84135
MvSl-1064-A2-R4_MC11g10695	0.00378	0.00378	0.00715	0.00716	0.528597	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10433	0.00378	0.00379	0.00715	0.00718	0.528664
MvSl-1064-A2-R4_MC11g10699	0.00466	0.00465	0.00976	0.00978	0.47741	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10437	0.00466	0.0047	0.00976	0.00987	0.477454
MvSl-1064-A2-R4_MC11g10705	0.00342	0.00198	0.00975	0.00564	0.350733	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10443	0.00342	0.00198	0.00975	0.00566	0.350766
MvSl-1064-A2-R4_MC11g10709	0.00369	0.00213	0.00518	0.00367	0.712218	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10447	0.00369	0.00213	0.00518	0.00367	0.712341
MvSl-1064-A2-R4_MC11g10714	0.00478	0.00338	0.00529	0.00526	0.903421	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10452	0.00478	0.0034	0.00529	0.00533	0.903575
MvSl-1064-A2-R4_MC11g10715	0.0052	0.00301	0.00005	0.00015	101.961	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10453	0.0052	0.00302	0.00005	0.00093	103.792
MvSl-1064-A2-R4_MC11g10716	0	0.02873	0.00001	0.0566	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10454	0	0.02914	0	0.01614	0
MvSl-1064-A2-R4_MC11g10717	0.00587	0.00241	0.0103	0.00522	0.569848	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10455	0.00587	0.0024	0.0103	0.00518	0.569897
MvSl-1064-A2-R4_MC11g10719	0.00353	0.00353	0.00004	0.0003	86.0976	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10457	0.00353	0.00353	0.00004	0.00015	88.0299
MvSl-1064-A2-R4_MC11g10720	0.00001	0	0.00962	0.00088	0.00103939	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10458	0.00001	0	0.00962	0.00125	0.00103949
MvSl-1064-A2-R4_MC11g10721	0.0049	0.00201	0.00378	0.00268	1.29595	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10459	0.0049	0.00199	0.00378	0.00262	1.29626
MvSl-1064-A2-R4_MC11g10725	0.00414	0.00295	0.01461	0.00852	0.283348	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10463	0.00414	0.00295	0.01461	0.00852	0.283366
MvSl-1064-A2-R4_MC11g10734	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10472	0	0.00007	0.00001	0	0
MvSl-1064-A2-R4_MC11g10736	0.00533	0.00169	0.01363	0.00414	0.39102	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10474	0.00533	0.00169	0.01363	0.00413	0.391046
MvSl-1064-A2-R4_MC11g10739	0.00983	0.00569	0.0001	0	97.3267	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10477	0.00233	0.00234	0.00566	0.00568	0.411654
MvSl-1064-A2-R4_MC11g10740	0.00339	0.00151	0.00332	0.00233	1.02078	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10478	0.00339	0.00152	0.00332	0.00235	1.02105
MvSl-1064-A2-R4_MC11g10746	0.00272	0.00271	0.00918	0.00915	0.296264	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10484	0.00272	0.00271	0.00918	0.00914	0.296293
MvSl-1064-A2-R4_MC11g10747	0.00405	0.00174	0.01239	0.00533	0.32685	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10485	0.00405	0.0018	0.01239	0.00552	0.326874
MvSl-1064-A2-R4_MC11g10752	0.00708	0.00265	0.00221	0.002	3.20217	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10490	0.00708	0.00267	0.00221	0.00214	3.20347
MvSl-1064-A2-R4_MC11g10753	0.00254	0.00179	0.00674	0.00477	0.376799	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10491	0.00254	0.0018	0.00674	0.00479	0.376849
MvSl-1064-A2-R4_MC11g10759	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10497	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC11g10760	0.00853	0.00381	0.00344	0.00334	2.47893	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10498	0.00853	0.0038	0.00344	0.00332	2.47958
MvSl-1064-A2-R4_MC11g10763	0.00562	0.00325	0.00006	0.00019	92.1311	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10501	0.00562	0.00326	0.00006	0.00035	93.5108
MvSl-1064-A2-R4_MC11g10768	0.00692	0.00341	0.01192	0.00814	0.580488	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10506	0.00692	0.00345	0.01192	0.00829	0.580532
MvSl-1064-A2-R4_MC11g10769	0.00363	0.00211	0.0054	0.00553	0.672098	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10507	0.00363	0.0021	0.0054	0.00547	0.67221
MvSl-1064-A2-R4_MC11g10770	0.00124	0.00124	0.00001	0.00005	112.727	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC11g10508	0.00124	0.00124	0.00001	0.00002	122.772
MvSl-1064-A2-R4_MC11g10771	0.00001	0	0.01225	0.00119	0.00081626	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10509	0.00001	0	0.01225	0.00135	0.00081632
MvSl-1064-A2-R4_MC11g10773	0.00258	0.00129	0.0123	0.00504	0.209739	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10511	0.00258	0.00129	0.0123	0.00505	0.209754
MvSl-1064-A2-R4_MC11g10779	0.00595	0.00299	0.02685	0.01026	0.221593	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC11g10517	0.00595	0.003	0.02685	0.01026	0.221601
MvSl-1064-A2-R4_MC11g10783	0	0	0.00392	0.00031	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC11g10521	0	0.00002	0.00392	0.00387	0
