gida1	comp	youngold	DE	a1intronnr	a1intronmean	a1introntotal
MvSl-1064-A2-R4_MC10g10038	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10044	Auto	Auto	NON	5	90.2	451
MvSl-1064-A2-R4_MC10g10045	Auto	Auto	NON	4	64	256
MvSl-1064-A2-R4_MC10g10050	Auto	Auto	NON	1	87	87
MvSl-1064-A2-R4_MC10g10055	Auto	Auto	NON	3	131.667	395
MvSl-1064-A2-R4_MC10g10056	Auto	Auto	NON	2	220.5	441
MvSl-1064-A2-R4_MC10g10058	Auto	Auto	NON	3	79.3333	238
MvSl-1064-A2-R4_MC10g10059	Auto	Auto	NON	12	97.5	1170
MvSl-1064-A2-R4_MC10g10064	Auto	Auto	NON	6	78.5	471
MvSl-1064-A2-R4_MC10g10065	Auto	Auto	NON	3	88.6667	266
MvSl-1064-A2-R4_MC10g10066	Auto	Auto	NON	3	119	357
MvSl-1064-A2-R4_MC10g10067	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10070	Auto	Auto	NON	2	217	434
MvSl-1064-A2-R4_MC10g10073	Auto	Auto	NON	8	81.75	654
MvSl-1064-A2-R4_MC10g10075	Auto	Auto	NON	2	93	186
MvSl-1064-A2-R4_MC10g10078	Auto	Auto	NON	5	116.8	584
MvSl-1064-A2-R4_MC10g10079	Auto	Auto	NON	4	80	320
MvSl-1064-A2-R4_MC10g10101	Auto	Auto	NON	4	132.75	531
MvSl-1064-A2-R4_MC10g10143	Auto	Auto	NON	5	120.6	603
MvSl-1064-A2-R4_MC10g10145	Auto	Auto	NON	10	94.7	947
MvSl-1064-A2-R4_MC10g10146	Auto	Auto	NON	4	135.5	542
MvSl-1064-A2-R4_MC10g10147	Auto	Auto	NON	10	102.1	1021
MvSl-1064-A2-R4_MC10g10148	Auto	Auto	NON	1	42	42
MvSl-1064-A2-R4_MC10g10151	Auto	Auto	NON	4	99	396
MvSl-1064-A2-R4_MC10g10153	Auto	Auto	NON	1	56	56
MvSl-1064-A2-R4_MC10g10154	Auto	Auto	NON	4	82.5	330
MvSl-1064-A2-R4_MC10g10155	Auto	Auto	NON	3	69.6667	209
MvSl-1064-A2-R4_MC10g10156	Auto	Auto	NON	2	92.5	185
MvSl-1064-A2-R4_MC10g10157	Auto	Auto	NON	2	68	136
MvSl-1064-A2-R4_MC10g10158	Auto	Auto	NON	2	67	134
MvSl-1064-A2-R4_MC10g10159	Auto	Auto	NON	15	89.6	1344
MvSl-1064-A2-R4_MC10g10162	Auto	Auto	NON	4	330.5	1322
MvSl-1064-A2-R4_MC10g10165	Auto	Auto	NON	1	66	66
MvSl-1064-A2-R4_MC10g10166	Auto	Auto	NON	2	75	150
MvSl-1064-A2-R4_MC10g10167	Auto	Auto	NON	5	99	495
MvSl-1064-A2-R4_MC10g10169	Auto	Auto	NON	4	165	660
MvSl-1064-A2-R4_MC10g10170	Auto	Auto	NON	2	70	140
MvSl-1064-A2-R4_MC10g10171	Auto	Auto	NON	10	94.2	942
MvSl-1064-A2-R4_MC10g10174	Auto	Auto	NON	2	66	132
MvSl-1064-A2-R4_MC10g10177	Auto	Auto	NON	1	66	66
MvSl-1064-A2-R4_MC10g10178	Auto	Auto	NON	6	68.8333	413
MvSl-1064-A2-R4_MC10g10181	Auto	Auto	NON	4	136.5	546
MvSl-1064-A2-R4_MC10g10185	Auto	Auto	NON	1	155	155
MvSl-1064-A2-R4_MC10g10186	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10189	Auto	Auto	NON	11	76.6364	843
MvSl-1064-A2-R4_MC10g10192	Auto	Auto	NON	2	297.5	595
MvSl-1064-A2-R4_MC10g10194	Auto	Auto	NON	6	100.167	601
MvSl-1064-A2-R4_MC10g10195	Auto	Auto	NON	3	75.3333	226
MvSl-1064-A2-R4_MC10g10196	Auto	Auto	NON	1	43	43
MvSl-1064-A2-R4_MC10g10198	Auto	Auto	NON	6	94.3333	566
MvSl-1064-A2-R4_MC10g10201	Auto	Auto	NON	8	70.125	561
MvSl-1064-A2-R4_MC10g10202	Auto	Auto	NON	7	77.1429	540
MvSl-1064-A2-R4_MC10g10203	Auto	Auto	NON	1	52	52
MvSl-1064-A2-R4_MC10g10204	Auto	Auto	NON	1	78	78
MvSl-1064-A2-R4_MC10g10208	Auto	Auto	NON	1	199	199
MvSl-1064-A2-R4_MC10g10209	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10210	Auto	Auto	NON	2	81	162
MvSl-1064-A2-R4_MC10g10211	Auto	Auto	NON	3	77.6667	233
MvSl-1064-A2-R4_MC10g10212	Auto	Auto	NON	1	112	112
MvSl-1064-A2-R4_MC10g10213	Auto	Auto	NON	1	95	95
MvSl-1064-A2-R4_MC10g10215	Auto	Auto	NON	2	81	162
MvSl-1064-A2-R4_MC10g10216	Auto	Auto	NON	1	68	68
MvSl-1064-A2-R4_MC10g10217	Auto	Auto	NON	12	71.75	861
MvSl-1064-A2-R4_MC10g10219	Auto	Auto	NON	4	90.25	361
MvSl-1064-A2-R4_MC10g10221	Auto	Auto	NON	4	94	376
MvSl-1064-A2-R4_MC10g10222	Auto	Auto	NON	4	151.75	607
MvSl-1064-A2-R4_MC10g10223	Auto	Auto	NON	4	89	356
MvSl-1064-A2-R4_MC10g10224	Auto	Auto	NON	4	73.75	295
MvSl-1064-A2-R4_MC10g10225	Auto	Auto	NON	6	138.5	831
MvSl-1064-A2-R4_MC10g10232	Auto	Auto	NON	7	74	518
MvSl-1064-A2-R4_MC10g10233	Auto	Auto	NON	6	72.3333	434
MvSl-1064-A2-R4_MC10g10236	Auto	Auto	NON	4	67.25	269
MvSl-1064-A2-R4_MC10g10240	Auto	Auto	NON	2	70.5	141
MvSl-1064-A2-R4_MC10g10242	Auto	Auto	NON	12	134.667	1616
MvSl-1064-A2-R4_MC10g10243	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10245	Auto	Auto	NON	15	73.4667	1102
MvSl-1064-A2-R4_MC10g10247	Auto	Auto	NON	7	79.8571	559
MvSl-1064-A2-R4_MC10g10248	Auto	Auto	NON	2	68.5	137
MvSl-1064-A2-R4_MC10g10254	Auto	Auto	NON	3	85.6667	257
MvSl-1064-A2-R4_MC10g10257	Auto	Auto	NON	5	109.6	548
MvSl-1064-A2-R4_MC10g10259	Auto	Auto	NON	3	69	207
MvSl-1064-A2-R4_MC10g10261	Auto	Auto	NON	2	68.5	137
MvSl-1064-A2-R4_MC10g10263	Auto	Auto	NON	4	90	360
MvSl-1064-A2-R4_MC10g10264	Auto	Auto	NON	6	118.5	711
MvSl-1064-A2-R4_MC10g10265	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC10g10266	Auto	Auto	NON	5	90.4	452
MvSl-1064-A2-R4_MC10g10268	Auto	Auto	NON	1	80	80
MvSl-1064-A2-R4_MC10g10269	Auto	Auto	NON	2	97.5	195
MvSl-1064-A2-R4_MC10g10272	Auto	Auto	NON	7	91.1429	638
MvSl-1064-A2-R4_MC10g10273	Auto	Auto	NON	3	116.667	350
MvSl-1064-A2-R4_MC10g10275	Auto	Auto	NON	2	229.5	459
MvSl-1064-A2-R4_MC10g10277	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10278	Auto	Auto	NON	2	62	124
MvSl-1064-A2-R4_MC10g10279	Auto	Auto	NON	8	74.875	599
MvSl-1064-A2-R4_MC10g10281	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10282	Auto	Auto	NON	2	77	154
MvSl-1064-A2-R4_MC10g10283	Auto	Auto	NON	2	81	162
MvSl-1064-A2-R4_MC10g10285	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10286	Auto	Auto	NON	4	217.5	870
MvSl-1064-A2-R4_MC10g10291	Auto	Auto	NON	3	74.6667	224
MvSl-1064-A2-R4_MC10g10293	Auto	Auto	NON	6	67	402
MvSl-1064-A2-R4_MC10g10294	Auto	Auto	NON	1	415	415
MvSl-1064-A2-R4_MC10g10296	Auto	Auto	NON	7	70.4286	493
MvSl-1064-A2-R4_MC10g10297	Auto	Auto	NON	6	76	456
MvSl-1064-A2-R4_MC10g10299	Auto	Auto	NON	6	109	654
MvSl-1064-A2-R4_MC10g10300	Auto	Auto	NON	6	111.833	671
MvSl-1064-A2-R4_MC10g10302	Auto	Auto	NON	6	78.5	471
MvSl-1064-A2-R4_MC10g10304	Auto	Auto	NON	2	113.5	227
MvSl-1064-A2-R4_MC10g10305	Auto	Auto	NON	9	90.1111	811
MvSl-1064-A2-R4_MC10g10306	Auto	Auto	NON	5	71.4	357
MvSl-1064-A2-R4_MC10g10307	Auto	Auto	NON	6	63.6667	382
MvSl-1064-A2-R4_MC10g10309	Auto	Auto	NON	7	71.2857	499
MvSl-1064-A2-R4_MC10g10310	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10311	Auto	Auto	NON	1	77	77
MvSl-1064-A2-R4_MC10g10316	Auto	Auto	NON	2	174.5	349
MvSl-1064-A2-R4_MC10g10317	Auto	Auto	NON	6	77.1667	463
MvSl-1064-A2-R4_MC10g10319	Auto	Auto	NON	1	74	74
MvSl-1064-A2-R4_MC10g10323	Auto	Auto	NON	3	66.6667	200
MvSl-1064-A2-R4_MC10g10324	Auto	Auto	NON	4	87.75	351
MvSl-1064-A2-R4_MC10g10325	Auto	Auto	NON	3	77	231
MvSl-1064-A2-R4_MC10g10326	Auto	Auto	NON	3	95.3333	286
MvSl-1064-A2-R4_MC10g10327	Auto	Auto	NON	5	64.6	323
MvSl-1064-A2-R4_MC10g10329	Auto	Auto	NON	3	118	354
MvSl-1064-A2-R4_MC10g10332	Auto	Auto	NON	3	101	303
MvSl-1064-A2-R4_MC10g10333	Auto	Auto	NON	5	117.2	586
MvSl-1064-A2-R4_MC10g10334	Auto	Auto	NON	3	130.333	391
MvSl-1064-A2-R4_MC10g10335	Auto	Auto	NON	2	87	174
MvSl-1064-A2-R4_MC10g10336	Auto	Auto	NON	3	101	303
MvSl-1064-A2-R4_MC10g10337	Auto	Auto	NON	3	60.6667	182
MvSl-1064-A2-R4_MC10g10338	Auto	Auto	NON	5	125	625
MvSl-1064-A2-R4_MC10g10344	Auto	Auto	NON	1	354	354
MvSl-1064-A2-R4_MC10g10345	Auto	Auto	NON	4	73.25	293
MvSl-1064-A2-R4_MC10g10346	Auto	Auto	NON	6	97.8333	587
MvSl-1064-A2-R4_MC10g10348	Auto	Auto	NON	5	111.8	559
MvSl-1064-A2-R4_MC10g10349	Auto	Auto	NON	5	77.4	387
MvSl-1064-A2-R4_MC10g10350	Auto	Auto	NON	4	98.25	393
MvSl-1064-A2-R4_MC10g10351	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10353	Auto	Auto	NON	6	114.667	688
MvSl-1064-A2-R4_MC10g10354	Auto	Auto	NON	1	83	83
MvSl-1064-A2-R4_MC10g10355	Auto	Auto	NON	3	125	375
MvSl-1064-A2-R4_MC10g10356	Auto	Auto	NON	1	68	68
MvSl-1064-A2-R4_MC10g10357	Auto	Auto	NON	7	77.4286	542
MvSl-1064-A2-R4_MC10g10358	Auto	Auto	NON	1	55	55
MvSl-1064-A2-R4_MC10g10359	Auto	Auto	NON	4	158.5	634
MvSl-1064-A2-R4_MC10g10361	Auto	Auto	NON	2	78.5	157
MvSl-1064-A2-R4_MC10g10363	Auto	Auto	NON	3	68	204
MvSl-1064-A2-R4_MC10g10366	Auto	Auto	NON	5	89.4	447
MvSl-1064-A2-R4_MC10g10367	Auto	Auto	NON	9	71.3333	642
MvSl-1064-A2-R4_MC10g10369	Auto	Auto	NON	6	116.167	697
MvSl-1064-A2-R4_MC10g10370	Auto	Auto	NON	1	69	69
MvSl-1064-A2-R4_MC10g10371	Auto	Auto	NON	6	78.1667	469
MvSl-1064-A2-R4_MC10g10376	Auto	Auto	NON	2	106	212
MvSl-1064-A2-R4_MC10g10378	Auto	Auto	NON	1	64	64
MvSl-1064-A2-R4_MC10g10379	Auto	Auto	NON	1	87	87
MvSl-1064-A2-R4_MC10g10383	Auto	Auto	NON	9	95.6667	861
MvSl-1064-A2-R4_MC10g10391	Auto	Auto	NON	2	206	412
MvSl-1064-A2-R4_MC11g10418	Auto	Auto	NON	1	80	80
MvSl-1064-A2-R4_MC11g10422	Auto	Auto	NON	3	91	273
MvSl-1064-A2-R4_MC11g10423	Auto	Auto	NON	2	73.5	147
MvSl-1064-A2-R4_MC11g10428	Auto	Auto	NON	4	121.5	486
MvSl-1064-A2-R4_MC11g10429	Auto	Auto	NON	8	82.75	662
MvSl-1064-A2-R4_MC11g10430	Auto	Auto	NON	2	69	138
MvSl-1064-A2-R4_MC11g10447	Auto	Auto	NON	3	90.6667	272
MvSl-1064-A2-R4_MC11g10448	Auto	Auto	NON	1	132	132
MvSl-1064-A2-R4_MC11g10451	Auto	Auto	NON	10	78	780
MvSl-1064-A2-R4_MC11g10453	Auto	Auto	NON	1	44	44
MvSl-1064-A2-R4_MC11g10456	Auto	Auto	NON	1	117	117
MvSl-1064-A2-R4_MC11g10466	Auto	Auto	NON	5	95	475
MvSl-1064-A2-R4_MC11g10469	Auto	Auto	NON	3	63	189
MvSl-1064-A2-R4_MC11g10475	Auto	Auto	NON	12	71.3333	856
MvSl-1064-A2-R4_MC11g10476	Auto	Auto	NON	2	309	618
MvSl-1064-A2-R4_MC11g10483	Auto	Auto	NON	8	89	712
MvSl-1064-A2-R4_MC11g10486	Auto	Auto	NON	8	89.375	715
MvSl-1064-A2-R4_MC11g10487	Auto	Auto	NON	4	81.25	325
MvSl-1064-A2-R4_MC11g10488	Auto	Auto	NON	2	87	174
MvSl-1064-A2-R4_MC11g10490	Auto	Auto	NON	5	84.8	424
MvSl-1064-A2-R4_MC11g10494	Auto	Auto	NON	2	74.5	149
MvSl-1064-A2-R4_MC11g10499	Auto	Auto	NON	4	116.25	465
MvSl-1064-A2-R4_MC11g10501	Auto	Auto	NON	3	65.6667	197
MvSl-1064-A2-R4_MC11g10504	Auto	Auto	NON	3	97.6667	293
MvSl-1064-A2-R4_MC11g10506	Auto	Auto	NON	4	82	328
MvSl-1064-A2-R4_MC11g10507	Auto	Auto	NON	10	129.2	1292
MvSl-1064-A2-R4_MC11g10508	Auto	Auto	NON	7	89.7143	628
MvSl-1064-A2-R4_MC11g10512	Auto	Auto	NON	1	64	64
MvSl-1064-A2-R4_MC11g10513	Auto	Auto	NON	5	93.6	468
MvSl-1064-A2-R4_MC11g10515	Auto	Auto	NON	5	82	410
MvSl-1064-A2-R4_MC11g10520	Auto	Auto	NON	2	68	136
MvSl-1064-A2-R4_MC11g10521	Auto	Auto	NON	1	99	99
MvSl-1064-A2-R4_MC11g10522	Auto	Auto	NON	3	61.6667	185
MvSl-1064-A2-R4_MC11g10525	Auto	Auto	NON	5	68	340
MvSl-1064-A2-R4_MC11g10526	Auto	Auto	NON	5	87.6	438
MvSl-1064-A2-R4_MC11g10527	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10528	Auto	Auto	NON	5	136.8	684
MvSl-1064-A2-R4_MC11g10529	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10530	Auto	Auto	NON	6	106	636
MvSl-1064-A2-R4_MC11g10531	Auto	Auto	NON	2	93.5	187
MvSl-1064-A2-R4_MC11g10538	Auto	Auto	NON	10	85.9	859
MvSl-1064-A2-R4_MC11g10539	Auto	Auto	NON	7	95.8571	671
MvSl-1064-A2-R4_MC11g10540	Auto	Auto	NON	3	137.333	412
MvSl-1064-A2-R4_MC11g10541	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10543	Auto	Auto	NON	6	109.333	656
MvSl-1064-A2-R4_MC11g10544	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10547	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10548	Auto	Auto	NON	10	115.5	1155
MvSl-1064-A2-R4_MC11g10549	Auto	Auto	NON	4	95	380
MvSl-1064-A2-R4_MC11g10550	Auto	Auto	NON	8	70	560
MvSl-1064-A2-R4_MC11g10552	Auto	Auto	NON	3	207.667	623
MvSl-1064-A2-R4_MC11g10553	Auto	Auto	NON	5	81.6	408
MvSl-1064-A2-R4_MC11g10554	Auto	Auto	NON	4	77	308
MvSl-1064-A2-R4_MC11g10555	Auto	Auto	NON	3	72	216
MvSl-1064-A2-R4_MC11g10556	Auto	Auto	NON	4	79.25	317
MvSl-1064-A2-R4_MC11g10558	Auto	Auto	NON	8	114.75	918
MvSl-1064-A2-R4_MC11g10559	Auto	Auto	NON	1	95	95
MvSl-1064-A2-R4_MC11g10560	Auto	Auto	NON	2	80.5	161
MvSl-1064-A2-R4_MC11g10562	Auto	Auto	NON	4	64.5	258
MvSl-1064-A2-R4_MC11g10563	Auto	Auto	NON	1	50	50
MvSl-1064-A2-R4_MC11g10565	Auto	Auto	NON	6	75.6667	454
MvSl-1064-A2-R4_MC11g10566	Auto	Auto	NON	4	72.75	291
MvSl-1064-A2-R4_MC11g10569	Auto	Auto	NON	3	196.667	590
MvSl-1064-A2-R4_MC11g10570	Auto	Auto	NON	4	113	452
MvSl-1064-A2-R4_MC11g10571	Auto	Auto	NON	5	111.2	556
MvSl-1064-A2-R4_MC11g10572	Auto	Auto	NON	3	168	504
MvSl-1064-A2-R4_MC11g10574	Auto	Auto	NON	5	88.6	443
MvSl-1064-A2-R4_MC11g10575	Auto	Auto	NON	4	56.75	227
MvSl-1064-A2-R4_MC11g10581	Auto	Auto	NON	3	73.3333	220
MvSl-1064-A2-R4_MC11g10584	Auto	Auto	NON	3	74.6667	224
MvSl-1064-A2-R4_MC11g10585	Auto	Auto	NON	3	92.3333	277
MvSl-1064-A2-R4_MC11g10588	Auto	Auto	NON	3	90	270
MvSl-1064-A2-R4_MC11g10589	Auto	Auto	NON	12	79.5833	955
MvSl-1064-A2-R4_MC11g10590	Auto	Auto	NON	2	83	166
MvSl-1064-A2-R4_MC11g10593	Auto	Auto	NON	1	181	181
MvSl-1064-A2-R4_MC11g10594	Auto	Auto	NON	5	85.6	428
MvSl-1064-A2-R4_MC11g10595	Auto	Auto	NON	2	144	288
MvSl-1064-A2-R4_MC11g10597	Auto	Auto	NON	1	67	67
MvSl-1064-A2-R4_MC11g10598	Auto	Auto	NON	5	76.4	382
MvSl-1064-A2-R4_MC11g10599	Auto	Auto	NON	1	78	78
MvSl-1064-A2-R4_MC11g10602	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC11g10613	Auto	Auto	NON	1	158	158
MvSl-1064-A2-R4_MC11g10615	Auto	Auto	NON	4	88.5	354
MvSl-1064-A2-R4_MC11g10616	Auto	Auto	NON	5	123.8	619
MvSl-1064-A2-R4_MC11g10617	Auto	Auto	NON	6	77.3333	464
MvSl-1064-A2-R4_MC11g10618	Auto	Auto	NON	3	65.3333	196
MvSl-1064-A2-R4_MC11g10623	Auto	Auto	NON	8	139	1112
MvSl-1064-A2-R4_MC11g10626	Auto	Auto	NON	9	122.556	1103
MvSl-1064-A2-R4_MC11g10627	Auto	Auto	NON	9	92.3333	831
MvSl-1064-A2-R4_MC11g10628	Auto	Auto	NON	9	88.7778	799
MvSl-1064-A2-R4_MC11g10630	Auto	Auto	NON	5	78.4	392
MvSl-1064-A2-R4_MC11g10633	Auto	Auto	NON	7	112.857	790
MvSl-1064-A2-R4_MC11g10635	Auto	Auto	NON	1	102	102
MvSl-1064-A2-R4_MC11g10636	Auto	Auto	NON	2	219.5	439
MvSl-1064-A2-R4_MC11g10639	Auto	Auto	NON	4	91.75	367
MvSl-1064-A2-R4_MC11g10640	Auto	Auto	NON	4	105.25	421
MvSl-1064-A2-R4_MC11g10642	Auto	Auto	NON	10	107.7	1077
MvSl-1064-A2-R4_MC11g10643	Auto	Auto	NON	2	78.5	157
MvSl-1064-A2-R4_MC11g10650	Auto	Auto	NON	4	126.5	506
MvSl-1064-A2-R4_MC11g10653	Auto	Auto	NON	16	76.5625	1225
MvSl-1064-A2-R4_MC11g10654	Auto	Auto	NON	3	166.667	500
MvSl-1064-A2-R4_MC11g10656	Auto	Auto	NON	4	150.75	603
MvSl-1064-A2-R4_MC11g10658	Auto	Auto	NON	2	214	428
MvSl-1064-A2-R4_MC11g10659	Auto	Auto	NON	10	64.6	646
MvSl-1064-A2-R4_MC11g10660	Auto	Auto	NON	4	73.75	295
MvSl-1064-A2-R4_MC11g10663	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10664	Auto	Auto	NON	1	40	40
MvSl-1064-A2-R4_MC11g10665	Auto	Auto	NON	4	80.25	321
MvSl-1064-A2-R4_MC11g10666	Auto	Auto	NON	2	77.5	155
MvSl-1064-A2-R4_MC11g10667	Auto	Auto	NON	7	109.429	766
MvSl-1064-A2-R4_MC11g10668	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10669	Auto	Auto	NON	2	93	186
MvSl-1064-A2-R4_MC11g10670	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10672	Auto	Auto	NON	2	60.5	121
MvSl-1064-A2-R4_MC11g10674	Auto	Auto	NON	4	76.5	306
MvSl-1064-A2-R4_MC11g10676	Auto	Auto	NON	9	94.7778	853
MvSl-1064-A2-R4_MC11g10677	Auto	Auto	NON	2	146.5	293
MvSl-1064-A2-R4_MC11g10678	Auto	Auto	NON	4	103.75	415
MvSl-1064-A2-R4_MC11g10679	Auto	Auto	NON	6	83.1667	499
MvSl-1064-A2-R4_MC11g10680	Auto	Auto	NON	10	71.1	711
MvSl-1064-A2-R4_MC11g10681	Auto	Auto	NON	5	195	975
MvSl-1064-A2-R4_MC11g10682	Auto	Auto	NON	8	92.25	738
MvSl-1064-A2-R4_MC11g10683	Auto	Auto	NON	5	106.2	531
MvSl-1064-A2-R4_MC11g10686	Auto	Auto	NON	9	77.8889	701
MvSl-1064-A2-R4_MC11g10687	Auto	Auto	NON	4	64.25	257
MvSl-1064-A2-R4_MC11g10688	Auto	Auto	NON	6	92	552
MvSl-1064-A2-R4_MC11g10691	Auto	Auto	NON	8	81	648
MvSl-1064-A2-R4_MC11g10694	Auto	Auto	NON	3	116.333	349
MvSl-1064-A2-R4_MC11g10695	Auto	Auto	NON	4	73	292
MvSl-1064-A2-R4_MC11g10698	Auto	Auto	NON	6	84.6667	508
MvSl-1064-A2-R4_MC11g10700	Auto	Auto	NON	1	83	83
MvSl-1064-A2-R4_MC11g10704	Auto	Auto	NON	6	77.5	465
MvSl-1064-A2-R4_MC11g10705	Auto	Auto	NON	2	76.5	153
MvSl-1064-A2-R4_MC11g10707	Auto	Auto	NON	6	115.333	692
MvSl-1064-A2-R4_MC11g10708	Auto	Auto	NON	7	72.4286	507
MvSl-1064-A2-R4_MC11g10709	Auto	Auto	NON	5	68.2	341
MvSl-1064-A2-R4_MC11g10710	Auto	Auto	NON	7	91	637
MvSl-1064-A2-R4_MC11g10711	Auto	Auto	NON	3	116.333	349
MvSl-1064-A2-R4_MC11g10713	Auto	Auto	NON	2	86.5	173
MvSl-1064-A2-R4_MC11g10715	Auto	Auto	NON	3	72.6667	218
MvSl-1064-A2-R4_MC11g10717	Auto	Auto	NON	7	98.7143	691
MvSl-1064-A2-R4_MC11g10719	Auto	Auto	NON	5	103.4	517
MvSl-1064-A2-R4_MC11g10721	Auto	Auto	NON	4	105.75	423
MvSl-1064-A2-R4_MC11g10722	Auto	Auto	NON	1	100	100
MvSl-1064-A2-R4_MC11g10723	Auto	Auto	NON	5	82.6	413
MvSl-1064-A2-R4_MC11g10725	Auto	Auto	NON	1	70	70
MvSl-1064-A2-R4_MC11g10726	Auto	Auto	NON	1	151	151
MvSl-1064-A2-R4_MC11g10728	Auto	Auto	NON	3	73.3333	220
MvSl-1064-A2-R4_MC11g10730	Auto	Auto	NON	1	213	213
MvSl-1064-A2-R4_MC11g10731	Auto	Auto	NON	1	47	47
MvSl-1064-A2-R4_MC11g10732	Auto	Auto	NON	5	113.4	567
MvSl-1064-A2-R4_MC11g10733	Auto	Auto	NON	5	107.2	536
MvSl-1064-A2-R4_MC11g10736	Auto	Auto	NON	3	185	555
MvSl-1064-A2-R4_MC11g10737	Auto	Auto	NON	3	90	270
MvSl-1064-A2-R4_MC11g10739	Auto	Auto	NON	10	86	860
MvSl-1064-A2-R4_MC11g10742	Auto	Auto	NON	1	61	61
MvSl-1064-A2-R4_MC11g10744	Auto	Auto	NON	5	149.4	747
MvSl-1064-A2-R4_MC11g10748	Auto	Auto	NON	2	162.5	325
MvSl-1064-A2-R4_MC11g10750	Auto	Auto	NON	11	125.545	1381
MvSl-1064-A2-R4_MC11g10751	Auto	Auto	NON	4	87.75	351
MvSl-1064-A2-R4_MC11g10753	Auto	Auto	NON	6	75.1667	451
MvSl-1064-A2-R4_MC11g10754	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10755	Auto	Auto	NON	1	75	75
MvSl-1064-A2-R4_MC11g10759	Auto	Auto	NON	7	137.286	961
MvSl-1064-A2-R4_MC11g10762	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10763	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10764	Auto	Auto	NON	1	79	79
MvSl-1064-A2-R4_MC11g10766	Auto	Auto	NON	1	46	46
MvSl-1064-A2-R4_MC11g10768	Auto	Auto	NON	1	65	65
MvSl-1064-A2-R4_MC11g10769	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10772	Auto	Auto	NON	7	107.286	751
MvSl-1064-A2-R4_MC11g10773	Auto	Auto	NON	8	70	560
MvSl-1064-A2-R4_MC11g10774	Auto	Auto	NON	7	67.2857	471
MvSl-1064-A2-R4_MC11g10775	Auto	Auto	NON	1	537	537
MvSl-1064-A2-R4_MC11g10778	Auto	Auto	NON	4	106.25	425
MvSl-1064-A2-R4_MC11g10780	Auto	Auto	NON	3	85	255
MvSl-1064-A2-R4_MC11g10782	Auto	Auto	NON	2	87	174
MvSl-1064-A2-R4_MC11g10785	Auto	Auto	NON	2	83.5	167
MvSl-1064-A2-R4_MC11g10788	Auto	Auto	NON	5	128.2	641
MvSl-1064-A2-R4_MC11g10791	Auto	Auto	NON	4	66.25	265
MvSl-1064-A2-R4_MC11g10792	Auto	Auto	NON	6	84	504
MvSl-1064-A2-R4_MC11g10794	Auto	Auto	NON	10	98.2	982
MvSl-1064-A2-R4_MC11g10797	Auto	Auto	NON	3	95.3333	286
MvSl-1064-A2-R4_MC11g10799	Auto	Auto	NON	5	89.8	449
MvSl-1064-A2-R4_MC11g10800	Auto	Auto	NON	4	74	296
MvSl-1064-A2-R4_MC11g10802	Auto	Auto	NON	6	103.5	621
MvSl-1064-A2-R4_MC11g10803	Auto	Auto	NON	5	80.6	403
MvSl-1064-A2-R4_MC11g10804	Auto	Auto	NON	6	104.667	628
MvSl-1064-A2-R4_MC11g10807	Auto	Auto	NON	1	61	61
MvSl-1064-A2-R4_MC11g10808	Auto	Auto	NON	1	95	95
MvSl-1064-A2-R4_MC11g10809	Auto	Auto	NON	12	79.0833	949
MvSl-1064-A2-R4_MC11g10811	Auto	Auto	NON	1	84	84
MvSl-1064-A2-R4_MC11g10813	Auto	Auto	NON	3	224.667	674
MvSl-1064-A2-R4_MC11g10814	Auto	Auto	NON	3	149.667	449
MvSl-1064-A2-R4_MC11g10815	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10822	Auto	Auto	NON	7	93.1429	652
MvSl-1064-A2-R4_MC11g10823	Auto	Auto	NON	1	76	76
MvSl-1064-A2-R4_MC11g10824	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10825	Auto	Auto	NON	6	72.6667	436
