gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	meanwater	meanrich	meandi	log2(waterdi)	log2(richdi)
MvSl-1064-A2-R4_A2g01207	MvSl-1064-A1-R4_A2	MAT	2600376	2600580	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01216	MvSl-1064-A1-R4_A2	MAT	2620121	2620665	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01330	MvSl-1064-A1-R4_A2	MAT	2897051	2898313	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01336	MvSl-1064-A1-R4_A2	MAT	2918579	2919682	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01339	MvSl-1064-A1-R4_A2	MAT	2926824	2927673	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01342	MvSl-1064-A1-R4_A2	MAT	2931117	2937380	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01344	MvSl-1064-A1-R4_A2	MAT	2943751	2944086	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01345	MvSl-1064-A1-R4_A2	MAT	2944304	2944483	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01348	MvSl-1064-A1-R4_A2	MAT	2948661	2949538	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01353	MvSl-1064-A1-R4_A2	MAT	2977098	2977519	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01367	MvSl-1064-A1-R4_A2	MAT	3021016	3021948	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01372	MvSl-1064-A1-R4_A2	MAT	3038786	3038938	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01373	MvSl-1064-A1-R4_A2	MAT	3038981	3039325	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01399	MvSl-1064-A1-R4_A2	MAT	3092685	3092916	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01488	MvSl-1064-A1-R4_A2	MAT	3289771	3289962	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01630	MvSl-1064-A1-R4_A2	MAT	3584118	3584621	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01671	MvSl-1064-A1-R4_A2	MAT	3685592	3686085	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g01744	MvSl-1064-A1-R4_A2	MAT	3837722	3837994	3.113756926	0	0	0	1	1	1	1	1	1	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	3.113756926	0	0
MvSl-1064-A2-R4_A2g00820	MvSl-1064-A1-R4_A2	MAT	1733798	1734013	3.232958918	2.745326329	2.745326329	0	0.156391297	0.208805219	1	0.246507014	0.315649995	1	3.113756926	3.87969288	3.113756926	3.113756926	3.113756926	3.113756926	3.496724903	3.113756926	3.113756926	0.167347974	0
MvSl-1064-A2-R4_A2g00827	MvSl-1064-A1-R4_A2	MAT	1752153	1752490	3.232958918	2.745326329	2.745326329	0	0.156391297	0.208805219	1	0.246507014	0.315649995	1	3.113756926	3.87969288	3.113756926	3.113756926	3.113756926	3.113756926	3.496724903	3.113756926	3.113756926	0.167347974	0
MvSl-1064-A2-R4_A2g00620	MvSl-1064-A1-R4_A2	MAT	1318107	1318262	3.446736466	4.173893533	4.173893533	0	0.020908624	0.039716468	1	0.047411223	0.077778082	1	3.113756926	4.746685133	3.113756926	3.113756926	3.113756926	3.113756926	3.93022103	3.113756926	3.113756926	0.335954124	0
MvSl-1064-A2-R4_A2g00634	MvSl-1064-A1-R4_A2	MAT	1348074	1348327	3.446736466	4.173893533	4.173893533	0	0.020908624	0.039716468	1	0.047411223	0.077778082	1	3.113756926	4.746685133	3.113756926	3.113756926	3.113756926	3.113756926	3.93022103	3.113756926	3.113756926	0.335954124	0
MvSl-1064-A2-R4_A2g01037	MvSl-1064-A1-R4_A2	MAT	2271999	2272163	3.543448509	4.567065005	4.567065005	0	0.009284618	0.020282328	1	0.024243169	0.042860721	1	3.113756926	5.040474215	3.113756926	3.113756926	3.113756926	3.113756926	4.077115571	3.113756926	3.113756926	0.388892527	0
MvSl-1064-A2-R4_A2g00302	MvSl-1064-A1-R4_A2	MAT	663291	663440	6.877250097	4.090656708	3.949805733	-0.140850974	2.91E-16	6.55E-14	0.840991086	5.19E-15	9.15E-13	0.935037401	8.481046408	8.339671419	4.659555351	4.898104883	5.422161035	4.12537752	8.410358914	4.778830117	4.773769277	0.817038528	0.001528641
MvSl-1064-A2-R4_A2g00334	MvSl-1064-A1-R4_A2	MAT	739452	740103	8.895899232	0.00931863	0.013187794	0.003869164	0.977756436	0.968983729	0.990619075	1	1	1	8.738243858	9.050174928	8.783664052	8.99572967	9.080908993	8.675570145	8.894209393	8.889696861	8.878239569	0.002592731	0.001860585
MvSl-1064-A2-R4_A2g01560	MvSl-1064-A1-R4_A2	MAT	3417557	3418627	11.12702593	0.477567266	0.486570796	0.00900353	0.054298239	0.051398445	0.971032495	0.106738364	0.097336982	1	11.28403208	11.56428968	10.94846357	10.96204026	11.09609328	10.78064663	11.42416088	10.95525192	10.93836995	0.062690439	0.002224897
MvSl-1064-A2-R4_A2g00548	MvSl-1064-A1-R4_A2	MAT	1154625	1154831	11.25733709	-0.353971235	-0.343112176	0.01085906	0.178412269	0.193954748	0.966729624	0.275340726	0.299327178	1	10.80060712	11.20165985	11.25546343	11.47232394	11.14985228	11.53771675	11.00113349	11.36389369	11.34378452	-0.044249855	0.002555207
MvSl-1064-A2-R4_A2g01298	MvSl-1064-A1-R4_A2	MAT	2827124	2828287	8.819451041	-0.568027212	-0.541901701	0.026125511	0.066034534	0.084685387	0.929154975	0.123695124	0.147415304	1	8.506417357	8.339671419	8.967299022	8.99572967	8.915487631	8.994490276	8.423044388	8.981514346	8.954988954	-0.088349884	0.004267061
MvSl-1064-A2-R4_A2g01300	MvSl-1064-A1-R4_A2	MAT	2830881	2832280	7.074057943	-0.429453207	-0.369044595	0.060408612	0.333219079	0.420957678	0.884256146	0.456960912	0.556611558	0.972681761	7.081517977	6.450918058	6.845569988	7.475316134	7.323809543	6.94261899	6.766218017	7.160443061	7.133214266	-0.076202646	0.005496549
MvSl-1064-A2-R4_A2g00761	MvSl-1064-A1-R4_A2	MAT	1611085	1612825	11.12922913	1.668838783	1.71617456	0.047335778	5.04E-11	2.26E-11	0.851636537	5.79E-10	2.31E-10	0.94281818	12.08292865	11.9652284	10.40723843	10.31664882	10.50753487	10.09672273	12.02407852	10.36194362	10.3021288	0.222983853	0.008352157
MvSl-1064-A2-R4_A2g01185	MvSl-1064-A1-R4_A2	MAT	2549999	2550414	9.626323333	-1.73764691	-1.675891039	0.061755871	3.02E-08	1.15E-07	0.828532025	2.14E-07	7.13E-07	0.92516427	8.531349837	8.040698477	10.05282119	9.979130855	9.95318216	9.95688099	8.286024157	10.01597602	9.955031575	-0.264745866	0.008805217
MvSl-1064-A2-R4_A2g01065	MvSl-1064-A1-R4_A2	MAT	2316448	2317266	10.95478102	0.865033018	0.94175639	0.076723371	0.000475243	0.000165446	0.757103604	0.001740238	0.000610969	0.871765174	11.38323384	11.59572047	10.45242359	10.79043719	10.56918357	10.54191124	11.48947716	10.62143039	10.5555474	0.12231175	0.008976669
MvSl-1064-A2-R4_A2g00838	MvSl-1064-A1-R4_A2	MAT	1771787	1772240	13.2056521	2.410524082	2.490651196	0.080127114	4.91E-17	6.57E-18	0.770935365	9.07E-16	1.62E-16	0.87325514	14.38385058	14.30078299	12.03942722	11.82226433	11.941911	11.76255597	14.34231679	11.93084578	11.85223348	0.275119137	0.009537367
MvSl-1064-A2-R4_A2g01542	MvSl-1064-A1-R4_A2	MAT	3387924	3388514	8.796858266	-0.4769829	-0.384573212	0.092409688	0.220089233	0.328617812	0.807268889	0.323261228	0.449458754	0.907300034	8.034662231	8.837178673	9.276517675	8.560223724	9.067825685	8.644195117	8.435920452	8.9183707	8.856010401	-0.070111425	0.010123251
MvSl-1064-A2-R4_A2g00346	MvSl-1064-A1-R4_A2	MAT	764732	765421	9.592897222	-3.429511558	-3.347968238	0.08154332	2.13E-21	2.98E-20	0.774827541	5.80E-20	8.56E-19	0.87464157	6.605930166	6.952606232	10.10599703	10.13852009	9.931677955	10.14235109	6.779268199	10.12225856	10.03701452	-0.566128756	0.012201023
MvSl-1064-A2-R4_A2g01222	MvSl-1064-A1-R4_A2	MAT	2628664	2629670	10.89190775	-0.148080539	-0.074258317	0.073822221	0.559707277	0.771460132	0.769425527	0.685707731	0.902364001	0.87325514	10.80060712	10.8310315	10.95813631	10.96858446	11.11847246	10.62059274	10.81581931	10.96336039	10.8695326	-0.007146949	0.012400163
MvSl-1064-A2-R4_A2g00787	MvSl-1064-A1-R4_A2	MAT	1655253	1656169	11.4520425	1.285875253	1.405358357	0.119483105	9.59E-07	1.12E-07	0.647577994	5.51E-06	7.04E-07	0.803183389	12.11626963	12.2839028	11.17687294	10.60965592	10.72314873	10.87488996	12.20008622	10.89326443	10.79901934	0.175991036	0.01253605
MvSl-1064-A2-R4_A2g01195	MvSl-1064-A1-R4_A2	MAT	2579714	2580451	5.789307522	-1.150480819	-1.095325944	0.055154875	0.091646739	0.121471442	0.92368114	0.161161103	0.202583018	1	4.790459237	5.284439669	6.165945514	5.833536137	6.174138618	5.718035406	5.037449453	5.999740825	5.946087012	-0.239247118	0.012959606
MvSl-1064-A2-R4_A2g01661	MvSl-1064-A1-R4_A2	MAT	3659646	3660680	8.577902523	0.716635728	0.83935356	0.122717832	0.035691585	0.016506285	0.722919041	0.074706679	0.036313828	0.853308548	9.010651053	9.098849303	7.953870003	8.660634614	8.306745456	8.158566327	9.054750178	8.307252309	8.232655891	0.137316912	0.013013447
MvSl-1064-A2-R4_A2g00424	MvSl-1064-A1-R4_A2	MAT	939408	940261	11.05106926	1.438005862	1.521921899	0.083916038	1.52E-08	3.14E-09	0.741002569	1.16E-07	2.42E-08	0.862834072	11.85749934	11.86560327	10.32365525	10.52635013	10.12091517	10.53764881	11.86155131	10.42500269	10.32928199	0.199552731	0.013307783
MvSl-1064-A2-R4_A2g00725	MvSl-1064-A1-R4_A2	MAT	1541417	1542866	12.59238469	-0.459419413	-0.340298553	0.11912086	0.071945443	0.183120929	0.638864422	0.132842122	0.285161205	0.799740693	12.37917854	12.2429815	12.78565536	12.75706246	12.68262155	12.6216961	12.31108002	12.77135891	12.65215883	-0.03942624	0.013528469
MvSl-1064-A2-R4_A2g00588	MvSl-1064-A1-R4_A2	MAT	1252367	1253424	6.957936008	1.080305066	1.285912611	0.205607546	0.022453437	0.009627874	0.67983309	0.050036323	0.023579545	0.821880759	7.588667601	7.705651925	5.870559945	7.115288722	6.26864742	6.594247765	7.647159763	6.492924334	6.431447593	0.249780518	0.0137249
MvSl-1064-A2-R4_A2g01451	MvSl-1064-A1-R4_A2	MAT	3211460	3211741	13.45809819	-0.605259309	-0.530087433	0.075171876	0.06470266	0.105614989	0.817601655	0.122532144	0.179614964	0.914935185	13.05594157	13.05489685	13.75525416	13.55850182	13.08938252	13.9530762	13.05541921	13.65687799	13.52122936	-0.050577545	0.014401387
MvSl-1064-A2-R4_A2g01163	MvSl-1064-A1-R4_A2	MAT	2509665	2510369	11.37225703	-0.742161417	-0.583773131	0.158388286	0.006891691	0.034006492	0.558022353	0.018952151	0.067881685	0.731310003	10.99685902	10.78715166	11.9306362	11.26465952	11.42331456	11.52915434	10.89200534	11.59764786	11.47623445	-0.075379752	0.015182893
MvSl-1064-A2-R4_A2g01696	MvSl-1064-A1-R4_A2	MAT	3740764	3742167	11.82249196	0.555892227	0.66955988	0.113667654	0.030054674	0.009376914	0.657151565	0.064474135	0.023195524	0.807000853	12.22724517	12.17461447	11.78742293	11.4906274	11.74638725	11.28402918	12.20092982	11.63902516	11.51520822	0.0834506	0.015429731
MvSl-1064-A2-R4_A2g01420	MvSl-1064-A1-R4_A2	MAT	3144331	3144775	12.22363589	2.083692374	2.210833288	0.127140915	8.97E-15	3.58E-16	0.627739265	1.45E-13	6.86E-15	0.794159438	13.43856988	13.0894315	11.31877454	11.05926188	11.14363068	10.98855489	13.26400069	11.18901821	11.06609278	0.261370062	0.015937526
MvSl-1064-A2-R4_A2g01254	MvSl-1064-A1-R4_A2	MAT	2704470	2705473	9.216139903	0.484251101	0.595055466	0.110804365	0.142439738	0.076214607	0.738023827	0.23173156	0.135872247	0.86130546	9.224493305	9.823460824	9.164004059	8.987160711	8.915487631	9.019159043	9.523977065	9.075582385	8.967323337	0.086886728	0.017312806
MvSl-1064-A2-R4_A2g01496	MvSl-1064-A1-R4_A2	MAT	3298098	3298294	6.350354492	-1.650428307	-1.691390201	-0.040961894	0.009925633	0.00956236	0.937266779	0.02565776	0.02354162	1	5.334583991	5.040474215	6.668354853	6.543842749	5.964237274	7.089619285	5.187529103	6.606098801	6.526928279	-0.331356661	0.01739436
MvSl-1064-A2-R4_A2g00830	MvSl-1064-A1-R4_A2	MAT	1754739	1754921	8.567305428	-1.856936923	-1.735146989	0.121789935	2.96E-07	2.40E-06	0.697756619	1.80E-06	1.21E-05	0.835046694	7.271074551	7.087361717	8.878401338	9.070642662	8.62523638	9.055388883	7.179218134	8.974522	8.840312631	-0.300270657	0.02173771
MvSl-1064-A2-R4_A2g01087	MvSl-1064-A1-R4_A2	MAT	2356982	2358396	12.73275322	-1.101767606	-0.884502127	0.217265479	6.30E-05	0.001286126	0.422304669	0.000278425	0.00384351	0.599902879	12.1728242	11.79842518	13.1748969	13.01643135	12.92135502	12.83905038	11.98562469	13.09566412	12.8802027	-0.103850194	0.023933928
MvSl-1064-A2-R4_A2g01714	MvSl-1064-A1-R4_A2	MAT	3770641	3771216	9.710436369	-1.614253542	-1.440439942	0.1738136	2.26E-07	4.56E-06	0.546364427	1.41E-06	2.16E-05	0.722430714	8.626982128	8.443830464	9.964400113	10.27853171	9.795452586	10.10250582	8.535406296	10.12146591	9.948979205	-0.221088679	0.02479784
MvSl-1064-A2-R4_A2g00662	MvSl-1064-A1-R4_A2	MAT	1412057	1412248	8.231118247	-2.982334275	-2.816961017	0.165373258	6.92E-13	2.92E-11	0.59575334	9.94E-12	2.80E-10	0.764279099	5.545092968	6.235634554	8.739475487	8.744375468	8.694970079	8.45825915	5.890363761	8.741925477	8.576614614	-0.542051565	0.027542784
MvSl-1064-A2-R4_A2g00710	MvSl-1064-A1-R4_A2	MAT	1506214	1506393	7.209665316	0.718766429	0.861194799	0.14242837	0.051609724	0.027069753	0.710041145	0.102230756	0.055535962	0.840739996	7.76719531	7.619308584	7.04027399	6.983634964	6.977134191	6.77892319	7.693251947	7.011954477	6.87802869	0.161598422	0.027821496
MvSl-1064-A2-R4_A2g00331	MvSl-1064-A1-R4_A2	MAT	735912	736700	11.00555974	-1.380900573	-1.138153216	0.242747357	1.41E-05	0.000342916	0.429308102	6.81E-05	0.001129221	0.605535964	10.22169649	9.861572208	10.99148915	11.7594945	10.88481163	11.43145287	10.04163435	11.37549182	11.15813225	-0.152101459	0.027833366
MvSl-1064-A2-R4_A2g01178	MvSl-1064-A1-R4_A2	MAT	2538206	2538679	12.26749155	1.703812399	1.943799096	0.239986698	3.05E-10	1.27E-12	0.367567865	2.81E-09	1.45E-11	0.542950247	13.30126121	13.10738529	11.71937862	11.25755144	11.3167491	11.21630515	13.20432325	11.48846503	11.26652713	0.228967484	0.028143175
MvSl-1064-A2-R4_A2g00852	MvSl-1064-A1-R4_A2	MAT	1794013	1794201	7.822945141	-1.107479901	-1.000552154	0.106927747	0.005977303	0.015258659	0.769256377	0.016704138	0.034003131	0.87325514	6.863233303	7.210598562	8.083255839	8.133055164	8.372065842	7.528128762	7.036915933	8.108155501	7.950097302	-0.17602924	0.02840124
MvSl-1064-A2-R4_A2g01351	MvSl-1064-A1-R4_A2	MAT	2964970	2966008	4.361157419	-5.028976453	-4.728142982	0.300833471	0.009768732	0.020311173	0.765166672	0.025379066	0.042860721	0.87325514	3.113756926	3.113756926	3.935762933	5.164464933	4.20429071	4.714192844	3.113756926	4.550113933	4.459241777	-0.518142098	0.029104247
MvSl-1064-A2-R4_A2g01176	MvSl-1064-A1-R4_A2	MAT	2535423	2536801	13.8200073	2.162768115	2.434720603	0.271952489	3.53E-11	1.69E-13	0.387091772	4.24E-10	2.25E-12	0.566930442	15.04052997	14.77178122	12.92903575	12.54793032	12.65554864	12.27897167	14.90615559	12.73848304	12.46726016	0.257763775	0.031049035
MvSl-1064-A2-R4_A2g00564	MvSl-1064-A1-R4_A2	MAT	1180202	1180762	12.01051817	1.16345328	1.429844663	0.266391382	1.45E-06	4.92E-09	0.268501569	8.13E-06	3.68E-08	0.452167137	12.7667608	12.70400644	11.68338512	11.45689164	11.33324443	11.28402918	12.73538362	11.57013838	11.30863681	0.171417387	0.032981089
MvSl-1064-A2-R4_A2g01224	MvSl-1064-A1-R4_A2	MAT	2631665	2632900	10.35646662	0.774679076	1.030395274	0.255716198	0.010350433	0.000784056	0.39999116	0.026490959	0.002412838	0.575102587	10.86086089	10.92401256	9.736080087	10.42530624	10.08889248	9.612380649	10.89243673	10.08069316	9.850636567	0.14503787	0.033305982
MvSl-1064-A2-R4_A2g01405	MvSl-1064-A1-R4_A2	MAT	3110671	3111496	10.35928233	0.671226983	0.912107829	0.240880845	0.010437558	0.000624023	0.36158402	0.026582351	0.001979265	0.537180857	10.62642357	11.01981313	10.1232955	10.21390066	9.909848362	9.950482315	10.82311835	10.16859808	9.930165339	0.124226583	0.034231148
MvSl-1064-A2-R4_A2g00243	MvSl-1064-A1-R4_A2	MAT	529899	530311	7.042537963	1.447643822	1.678921277	0.231277456	0.001024615	0.000320751	0.62979762	0.003439778	0.00106986	0.794159438	7.848804724	7.972678507	6.965515199	5.978920526	6.594765584	6.040730786	7.910741615	6.472217863	6.317748185	0.324402516	0.034849737
MvSl-1064-A2-R4_A2g00667	MvSl-1064-A1-R4_A2	MAT	1421125	1422227	13.46195061	-2.014068039	-1.690319846	0.323748193	8.44E-11	3.82E-08	0.27681363	8.73E-10	2.63E-07	0.460169281	12.18072544	11.79350489	13.91866851	14.09931154	13.46176126	13.88382603	11.98711517	14.00899003	13.67279365	-0.189823547	0.035044902
MvSl-1064-A2-R4_A2g01748	MvSl-1064-A1-R4_A2	MAT	3847031	3847750	4.850872371	4.293632598	4.665752807	0.372120209	2.15E-05	4.25E-05	0.809607215	0.000100896	0.000177311	0.907954295	6.696893012	5.837049558	3.113756926	3.877988403	3.113756926	3.70647688	6.266971285	3.495872665	3.410116903	0.877947185	0.035831439
MvSl-1064-A2-R4_A2g00816	MvSl-1064-A1-R4_A2	MAT	1727524	1728459	13.80353737	1.02708025	1.409292067	0.382211817	0.002454058	3.85E-05	0.256087152	0.00741958	0.000163244	0.436953985	14.45031582	14.52512908	13.8140285	12.99468734	13.19769758	12.95146222	14.48772245	13.40435792	13.0745799	0.148066222	0.035937523
MvSl-1064-A2-R4_A2g00974	MvSl-1064-A1-R4_A2	MAT	2099759	2099974	8.124082541	0.182395374	0.416051877	0.233656503	0.5964596	0.243518845	0.497147941	0.713818549	0.355647579	0.672955773	8.167829705	8.443830464	8.385229616	7.841349168	7.95539997	7.863958902	8.305830085	8.113289392	7.909679436	0.070505132	0.036667722
MvSl-1064-A2-R4_A2g01518	MvSl-1064-A1-R4_A2	MAT	3339968	3340680	9.055026621	0.014302924	0.249636114	0.23533319	0.963565822	0.435368208	0.449260712	1	0.571282649	0.619380768	9.113297506	9.161294726	9.005116423	9.231650752	8.793631117	8.981995888	9.137296116	9.118383587	8.887813502	0.039938766	0.036949557
MvSl-1064-A2-R4_A2g00846	MvSl-1064-A1-R4_A2	MAT	1787872	1788304	8.895803628	-0.244925964	-0.016542312	0.228383652	0.45451859	0.960555703	0.477797057	0.58021262	1	0.651770656	8.880867359	8.717595463	8.986331632	9.094773479	9.000567944	8.612122562	8.799231411	9.040552556	8.806345253	-0.001165892	0.037867546
MvSl-1064-A2-R4_A2g00178	MvSl-1064-A1-R4_A2	MAT	406590	407326	11.63979447	-0.479121407	-0.173494968	0.305626439	0.073068447	0.517682032	0.24973493	0.134326822	0.662479234	0.427910625	11.38323384	11.43123586	12.08428362	11.65517641	11.80077644	11.32170169	11.40723485	11.86973001	11.56123906	-0.019346906	0.037991095
MvSl-1064-A2-R4_A2g00917	MvSl-1064-A1-R4_A2	MAT	1953385	1955382	13.77587859	-0.296433353	-0.054161433	0.242271921	0.457580752	0.8919976	0.543474073	0.582682879	1	0.720451528	13.63035331	13.67525435	14.15490038	13.70938877	12.88917675	14.22568295	13.65280383	13.93214457	13.55742985	0.010113558	0.039333643
MvSl-1064-A2-R4_A2g00541	MvSl-1064-A1-R4_A2	MAT	1143987	1144148	8.911087411	-0.765126096	-0.559905073	0.205221023	0.090053559	0.218562269	0.64061495	0.159776087	0.324703141	0.799994998	8.841535957	7.864229158	9.484921049	8.804138021	9.406035788	8.384228341	8.352882558	9.144529535	8.895132064	-0.090741871	0.039892923
MvSl-1064-A2-R4_A2g00708	MvSl-1064-A1-R4_A2	MAT	1505153	1505711	6.428884155	-0.70491282	-0.497942009	0.206970811	0.176087524	0.362578357	0.661943491	0.272566617	0.490714687	0.807133926	6.170897301	5.837049558	6.411009668	6.838749523	6.665951642	6.221663967	6.00397343	6.624879595	6.443807804	-0.101995872	0.03998077
MvSl-1064-A2-R4_A2g01105	MvSl-1064-A1-R4_A2	MAT	2401565	2401876	6.96667636	-0.472962475	-0.23908068	0.233881795	0.281320607	0.603329868	0.57061207	0.392028986	0.753433675	0.744965758	6.939723795	6.450918058	6.886669765	7.373789329	7.032057431	6.835577464	6.695320926	7.130229547	6.933817447	-0.050496644	0.040298669
MvSl-1064-A2-R4_A2g00538	MvSl-1064-A1-R4_A2	MAT	1137626	1138144	11.58131532	2.172060831	2.568615735	0.396554905	1.01E-05	2.93E-07	0.405028169	5.07E-05	1.72E-06	0.580054192	11.69045675	13.2835277	11.03326864	9.755198844	10.42785466	9.773299071	12.48699223	10.39423374	10.10057686	0.305988322	0.041345717
MvSl-1064-A2-R4_A2g00973	MvSl-1064-A1-R4_A2	MAT	2097700	2099698	11.71924273	-0.047545194	0.276349087	0.323894281	0.845707184	0.261348749	0.184742748	0.941087886	0.375325843	0.35772285	11.81244005	11.76362547	11.82623241	11.84496816	11.70895418	11.28657152	11.78803276	11.83560028	11.49776285	0.035969796	0.0417797
MvSl-1064-A2-R4_A2g00316	MvSl-1064-A1-R4_A2	MAT	687938	689220	12.33623364	-0.290193775	0.084429202	0.374622977	0.255018764	0.741284404	0.141081854	0.361218359	0.877422185	0.300161804	12.33029058	12.18216364	12.65793783	12.42879861	12.06882	12.27129072	12.25622711	12.54336822	12.17005536	0.010179206	0.043589071
MvSl-1064-A2-R4_A2g01482	MvSl-1064-A1-R4_A2	MAT	3282483	3283010	9.475708745	-1.575495201	-1.278890497	0.296604704	8.83E-07	7.81E-05	0.317477915	5.13E-06	0.000313148	0.4964789	8.260212418	8.493219306	9.964400113	9.903733942	9.811239688	9.449499335	8.376715862	9.934067028	9.630369512	-0.201206416	0.044793327
MvSl-1064-A2-R4_A2g01446	MvSl-1064-A1-R4_A2	MAT	3205571	3205876	11.42511375	1.440319898	1.780860698	0.3405408	9.66E-09	3.41E-12	0.174980552	7.56E-08	3.75E-11	0.345910504	12.44790203	12.09886276	10.96534855	10.71978477	10.48310425	10.53337375	12.2733824	10.84256666	10.508239	0.224011975	0.045185394
MvSl-1064-A2-R4_A2g00459	MvSl-1064-A1-R4_A2	MAT	1017711	1017965	7.010030262	-0.049867422	0.185815044	0.235682466	0.908447063	0.682689897	0.578614136	0.997170131	0.826582382	0.748977165	6.508843797	7.429378681	6.965515199	7.206699621	6.733789756	6.993301687	6.969111239	7.08610741	6.863545722	0.022020615	0.046039266
MvSl-1064-A2-R4_A2g01746	MvSl-1064-A1-R4_A2	MAT	3842260	3843102	9.726844317	-0.052514063	0.266802707	0.319316769	0.870644925	0.414916446	0.320817244	0.963861727	0.550030263	0.4964789	9.476360989	10.04664251	10.02547974	9.634186216	9.688397351	9.346048273	9.761501748	9.829832979	9.517222812	0.036562468	0.046626257
MvSl-1064-A2-R4_A2g00607	MvSl-1064-A1-R4_A2	MAT	1285920	1286808	10.91092582	0.852238009	1.188718199	0.33648019	0.000701858	3.45E-06	0.184144378	0.002468441	1.71E-05	0.35772285	11.30947931	11.67544347	10.6323497	10.67780208	10.46325743	10.16463528	11.49246139	10.65507589	10.31394635	0.156091372	0.046944422
MvSl-1064-A2-R4_A2g01199	MvSl-1064-A1-R4_A2	MAT	2590122	2591006	11.55821163	-0.531347347	-0.146952512	0.384394835	0.038528317	0.568712048	0.131571151	0.078731777	0.718885401	0.283426188	11.48883625	11.11359974	11.98605693	11.68462391	11.58815983	11.31922056	11.30121799	11.83534042	11.4536902	-0.019334219	0.047288717
MvSl-1064-A2-R4_A2g00729	MvSl-1064-A1-R4_A2	MAT	1548865	1549318	13.61531668	-0.864195031	-0.398562113	0.465632919	0.002302789	0.157991361	0.098172719	0.007044625	0.252884005	0.222610947	13.18920505	13.11134485	13.99024268	14.03814719	13.46176126	13.63124494	13.15027495	14.01419493	13.5465031	-0.042827517	0.048968387
