gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	intron_nr_a2	intron_mean_a2	intron_total_a2	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE								
MvSl-1064-A1-R4_MC03g04931	Auto	Auto	9	69.8889	629	9	69.8889	629	0	0	0	1651607	1652476	5.507511944	1.218626164	1.218626164	1.47E-07	5.37E-06	6.126402909	5.838191758	4.5861128	4.940064447	Up								
MvSl-1064-A1-R4_MC10-1g09796	Auto	Auto	6	99.5	597	6	99.5	597	0	0	0	271160	272967	4.777729318	1.222016796	1.222016796	3.38E-07	1.18E-05	5.211796107	5.305239508	4.03256459	4.051400437	Up								
MvSl-1064-A1-R4_MC04-1g05411	Auto	Auto	2	57	114	4	57.5	230	2	0.5	116	247860	248072	6.572931382	1.224964151	1.224964151	3.56E-09	1.55E-07	7.220785424	6.874484857	5.720311513	5.940278434	Up								
MvSl-1064-A1-R4_MC01-2g03005	Auto	Auto	6	72.3333	434	6	68.8333	413	0	-3.5	-21	2638903	2639454	7.128783173	1.229831096	1.229831096	1.99E-06	6.09E-05	7.915141254	7.237294604	6.104887103	6.622618761	Up								
MvSl-1064-A1-R4_MC13g11333	Auto	Auto	3	86.6667	260	3	86.6667	260	0	0	0	109343	111790	3.937244398	1.236517272	1.236517272	2.35E-05	0.000608092	4.600029419	4.215032875	3.289010405	3.08836837	Up								
MvSl-1064-A1-R4_MC04-1g06041	Auto	Auto	2	214	428	2	214	428	0	0	0	1787514	1789936	5.240516625	1.24047057	1.24047057	3.19E-07	1.12E-05	5.652304861	5.800877717	4.241577415	4.705067986	Up								
MvSl-1064-A1-R4_MC04-1g05382	Auto	Auto	2	136	272	2	136	272	0	0	0	187190	187345	2.144746286	1.250773282	1.250773282	0.000732288	0.013550494	2.642678073	2.594032769	1.596513013	1.165494325	Up								
MvSl-1064-A1-R4_MC02g03359	Auto	Auto	8	118.375	947	8	118.375	947	0	0	0	500634	501370	7.215314702	1.252069275	1.252069275	1.35E-08	5.51E-07	7.853975667	7.547448248	6.252997086	6.63702315	Up								
MvSl-1064-A1-R4_MC10-2g09889	Auto	Auto	1	56	56	1	56	56	0	0	0	379721	383212	4.392533856	1.255242646	1.255242646	2.79E-06	8.37E-05	4.923569404	4.840730364	3.445012421	3.801530625	Up								
MvSl-1064-A1-R4_MC06g07191	Auto	Auto	29	99.931	2898	29	99.931	2898	0	0	0	889505	890482	5.289381216	1.258732923	1.258732923	4.15E-05	0.001024635	6.19594927	5.201908905	4.406134514	4.63980947	Up								
MvSl-1064-A1-R4_MC02g03922	Auto	Auto	5	85.2	426	5	85.2	426	0	0	0	1768204	1771270	4.405326855	1.258934942	1.258934942	7.78E-05	0.001806611	5.037986494	4.740031501	3.131676377	4.022433	Up								
MvSl-1064-A1-R4_MC08g08310	Auto	Auto	2	64	128	2	64	128	0	0	0	147431	148150	1.360457684	1.261635656	1.261635656	0.002469617	0.037578335	1.974173002	1.661539042	0.460903914	0.760247891	Up								
MvSl-1064-A1-R4_MC04-1g05546	Auto	Auto	3	168.333	505	3	168.333	505	0	0	0	586431	586712	1.823617776	1.26427804	1.26427804	0.001300414	0.021884336	2.48109779	2.086543214	0.971645157	1.165494325	Up								
MvSl-1064-A1-R4_MC11g10351	Auto	Auto	1	276	276	1	276	276	0	0	0	430649	432589	6.307143474	1.266743838	1.266743838	0.00347149	0.049878603	6.147717253	7.253869052	6.132475137	4.513652557	Up								
MvSl-1064-A1-R4_MC01-1g02511	Auto	Auto	1	258	258	1	258	258	0	0	0	1440178	1441399	2.29057499	1.269494285	1.269494285	0.001285721	0.021731449	3.081721694	2.37564728	1.348089211	1.692371284	Up								
MvSl-1064-A1-R4_MC01-2g02987	Auto	Auto	4	91.75	367	4	72.25	289	0	-19.5	-78	2588368	2590196	6.565279869	1.270185749	1.270185749	7.13E-09	3.02E-07	7.298207247	6.783619254	5.856241271	5.730912628	Up								
MvSl-1064-A1-R4_MC09-2g09380	Auto	Auto	1	252	252	1	252	252	0	0	0	1148789	1149493	4.991632797	1.275877969	1.275877969	1.93E-05	0.000507423	5.848482107	5.010618907	4.051186538	4.367740499	Up								
MvSl-1064-A1-R4_MC13g11416	Auto	Auto	1	0	0	1	0	0	0	0	0	297846	298166	1.771433664	1.277265877	1.277265877	0.001543454	0.025181279	2.418704948	2.054172047	1.222272509	0.760247891	Up								
MvSl-1064-A1-R4_MC02g04109	Auto	Auto	1	0	0	1	0	0	0	0	0	2235170	2236092	3.945563791	1.278810482	1.278810482	3.85E-05	0.000962841	4.676680001	4.159055131	2.945137299	3.367103949	Up								
MvSl-1064-A1-R4_MC09-2g09490	Auto	Auto	1	55	55	1	55	55	0	0	0	1414240	1418506	3.380464365	1.281188675	1.281188675	4.90E-05	0.001193049	3.787319491	3.955024849	2.787476114	2.396256758	Up								
MvSl-1064-A1-R4_MC12g11242	Auto	Auto	5	103	515	5	103	515	0	0	0	1236394	1237400	4.962730019	1.282149404	1.282149404	4.52E-07	1.53E-05	5.58713465	5.325724476	3.965427107	4.375397439	Up								
MvSl-1064-A1-R4_MC14g11964	Auto	Auto	5	73.2	366	5	73.2	366	0	0	0	538082	541861	3.187825519	1.283737944	1.283737944	8.97E-05	0.002062524	3.854852985	3.482059644	2.256446123	2.5530178	Up								
MvSl-1064-A1-R4_MC11g10592	Auto	Auto	5	103.6	518	5	103.6	518	0	0	0	1063136	1065406	7.906378509	1.285857282	1.285857282	0.002907212	0.042851304	7.857801954	8.808483607	7.720061721	6.09320606	Up								
MvSl-1064-A1-R4_MC05-3g06566	Auto	Auto	14	71.7857	1005	14	71.7857	1005	0	0	0	372360	377356	6.81078045	1.286824258	1.286824258	1.48E-06	4.60E-05	7.526890474	7.064728046	5.550731116	6.38727815	Up								
MvSl-1064-A1-R4_MC12g11142	Auto	Auto	13	79.8462	1038	13	79.8462	1038	0	0	0	998442	999413	5.608338596	1.294840708	1.294840708	8.80E-08	3.26E-06	6.354343556	5.822661267	4.67584701	4.952915121	Up								
MvSl-1064-A1-R4_MC02g04206	Auto	Auto	2	108.5	217	2	108.5	217	0	0	0	2471733	2472188	1.433676124	1.296123341	1.296123341	0.001462276	0.024133196	2.008470668	1.804622046	0.668129848	0.663497503	Up								
MvSl-1064-A1-R4_A1g00106	Black	OldStrata	3	81	243	3	90.3333	271	0	9.3333	28	192447	192848	2.222659039	1.297354832	1.297354832	0.002461132	0.037571822	3.144754949	2.086543214	1.51836347	1.363278739	Up								
MvSl-1064-A1-R4_MC01-1g02327	Auto	Auto	1	95	95	1	95	95	0	0	0	1003116	1003975	5.069752489	1.302089393	1.302089393	8.42E-07	2.73E-05	5.356951224	5.765075106	4.500623122	4.012646479	Up								
MvSl-1064-A1-R4_MC04-1g05801	Auto	Auto	5	88	440	5	88	440	0	0	0	1233222	1233788	4.081874662	1.30398895	1.30398895	0.000118485	0.002637832	4.507132148	4.658936116	3.708169298	2.694402553	Up								
MvSl-1064-A1-R4_MC06g07471	Auto	Auto	10	98.1	981	10	98.1	981	0	0	0	1566396	1569472	3.038088409	1.30414905	1.30414905	0.00016971	0.003609079	3.797162848	3.215539058	2.139491191	2.350372556	Up								
MvSl-1064-A1-R4_MC01-1g02422	Auto	Auto	1	43	43	1	43	43	0	0	0	1205423	1215381	2.357142209	1.306802239	1.306802239	0.001077461	0.018761564	3.190285926	2.401610136	1.37790071	1.740598858	Up								
MvSl-1064-A1-R4_MC01-1g02352	Auto	Auto	11	67.6364	744	11	67.6364	744	0	0	0	1050803	1050955	2.774253713	1.313881112	1.313881112	0.001196837	0.020504532	3.695569789	2.670767618	1.808377949	2.132723103	Up								
MvSl-1064-A1-R4_MC13g11418	Auto	Auto	1	53	53	1	53	53	0	0	0	299918	302275	3.243343311	1.324401231	1.324401231	2.61E-05	0.000664809	3.87358153	3.610053206	2.4652582	2.411232829	Up								
MvSl-1064-A1-R4_MC02g03772	Auto	Auto	2	126	252	2	126	252	0	0	0	1436112	1442398	2.779796718	1.342986243	1.342986243	0.000139778	0.003040611	3.443160492	3.10926451	2.173885434	1.716686586	Up								
MvSl-1064-A1-R4_MC01-2g03070	Auto	Auto	3	76	228	3	76	228	0	0	0	2811814	2812791	4.877546555	1.345462198	1.345462198	2.19E-08	8.80E-07	5.44097168	5.347593129	4.149520409	3.952490848	Up								
MvSl-1064-A1-R4_MC09-2g08965	Auto	Auto	5	147	735	5	147	735	0	0	0	124311	124799	4.702233171	1.345593134	1.345593134	1.90E-06	5.85E-05	5.517392805	4.843100729	3.874245806	3.884360843	Up								
MvSl-1064-A1-R4_MC12g10779	Auto	Auto	1	95	95	1	95	95	0	0	0	82041	82394	5.649779363	1.346904255	1.346904255	1.70E-05	0.000452051	6.603262211	5.545417281	4.570061132	5.042207911	Up								
MvSl-1064-A1-R4_MC03g05222	Auto	Auto	2	132.5	265	2	132.5	265	0	0	0	2356833	2357805	4.510500557	1.350894625	1.350894625	8.35E-08	3.13E-06	4.959076487	5.094587083	3.67253008	3.695417116	Up								
MvSl-1064-A1-R4_MC02g03606	Auto	Auto	4	105.5	422	4	105.5	422	0	0	0	1060724	1063651	8.120431057	1.354539397	1.354539397	1.69E-09	7.67E-08	8.629773038	8.657745797	7.229738049	7.347523635	Up								
MvSl-1064-A1-R4_MC14g11747	Auto	Auto	3	102.333	307	3	102.333	307	0	0	0	35118	38034	1.923186572	1.355370256	1.355370256	0.00034009	0.006836635	2.505318499	2.335805348	1.120141884	1.093044126	Up								
MvSl-1064-A1-R4_MC06g07033	Auto	Auto	16	79.75	1276	16	79.75	1276	0	0	0	1	3803	5.313732564	1.357013949	1.357013949	4.43E-06	0.00012666	6.058458009	5.571382902	4.013699128	4.835695686	Up								
MvSl-1064-A1-R4_MC05-2g06418	Auto	Auto	4	66.75	267	4	66.75	267	0	0	0	262569	262910	2.225551998	1.360669113	1.360669113	0.000231895	0.004748972	2.883464683	2.559854427	1.286551977	1.509620584	Up								
MvSl-1064-A1-R4_MC01-1g02440	Auto	Auto	4	50.25	201	4	50.25	201	0	0	0	1271215	1271952	2.230307934	1.361133819	1.361133819	0.000772005	0.014193273	2.807581682	2.660052231	0.849294503	1.810045809	Up								
MvSl-1064-A1-R4_MC07g07835	Auto	Auto	1	225	225	1	225	225	0	0	0	696657	699613	1.205646841	1.362783364	1.362783364	0.001577586	0.02564027	1.866098393	1.50268715	0.283267542	0.504998774	Up								
MvSl-1064-A1-R4_MC06g07078	Auto	Auto	8	181.375	1451	8	181.375	1451	0	0	0	593151	594060	1.526893421	1.364209618	1.364209618	0.001358062	0.022720301	1.847271814	2.179514254	1.010226695	0.326912883	Up								
MvSl-1064-A1-R4_A1g00118	Black	OldStrata	2	66.5	133	2	56	112	0	-10.5	-21	3139638	3144611	5.107026535	1.366976139	1.366976139	3.32E-09	1.45E-07	5.649590813	5.612257647	4.312758806	4.222475197	Up								
MvSl-1064-A1-R4_MC07g08076	Auto	Auto	4	115	460	4	115	460	0	0	0	1305828	1307606	5.957799741	1.375843913	1.375843913	2.21E-06	6.72E-05	6.882322089	5.936924088	4.90299064	5.295252786	Up								
MvSl-1064-A1-R4_MC07g07851	Auto	Auto	1	297	297	1	297	297	0	0	0	743304	745005	1.904813697	1.378408857	1.378408857	0.000917835	0.016415427	2.717152529	2.021057832	0.849294503	1.267773256	Up								
MvSl-1064-A1-R4_MC10-1g09833	Auto	Auto	8	166.75	1334	8	166.75	1334	0	0	0	316220	317941	5.54775169	1.387141088	1.387141088	2.77E-10	1.45E-08	6.149639397	6.003072653	4.821266377	4.554695952	Up								
MvSl-1064-A1-R4_MC14g11969	Auto	Auto	9	73.1111	658	9	73.1111	658	0	0	0	550878	551151	7.952584437	1.39565136	1.39565136	1.82E-10	9.66E-09	8.510879639	8.463443939	7.005803253	7.173995361	Up								
MvSl-1064-A1-R4_MC09-2g09466	Auto	Auto	2	97.5	195	2	97.5	195	0	0	0	1376037	1378579	4.224494913	1.396756011	1.396756011	4.59E-06	0.000130418	5.017081499	4.432114097	3.140399094	3.560867851	Up								
MvSl-1064-A1-R4_MC07g07754	Auto	Auto	7	61.2857	429	7	61.2857	429	0	0	0	498542	499897	5.24315409	1.400437442	1.400437442	4.07E-10	2.05E-08	5.814961063	5.7373092	4.354590487	4.405625172	Up								
MvSl-1064-A1-R4_MC11g10384	Auto	Auto	3	62.3333	187	3	62.3333	187	0	0	0	540353	542555	6.806193704	1.400624731	1.400624731	6.45E-13	4.59E-11	7.425825777	7.252532249	6.061916139	5.812144521	Up								
MvSl-1064-A1-R4_A1g00230	Purple	OldStrata	4	119	476	4	110.25	441	0	-8.75	-35	919803	924298	5.230187082	1.402672746	1.402672746	2.99E-09	1.32E-07	5.838983877	5.685414554	4.170964231	4.537736211	Up								
MvSl-1064-A1-R4_MC15g12018	Auto	Auto	12	123.333	1480	12	123.333	1480	0	0	0	13959	14910	7.526825934	1.414007835	1.414007835	5.40E-12	3.42E-10	8.128013542	8.002167481	6.618715069	6.687104526	Up								
MvSl-1064-A1-R4_MC04-1g06004	Auto	Auto	1	0	0	1	0	0	0	0	0	1684277	1685047	2.53896622	1.420965945	1.420965945	6.77E-05	0.001589222	3.241650607	2.860556376	1.621649621	1.716686586	Up								
MvSl-1064-A1-R4_MC02g03584	Auto	Auto	3	126.333	379	4	113.25	453	1	-13.083	74	986958	989474	2.920795607	1.425187622	1.425187622	2.41E-05	0.000619738	3.263116288	3.61560977	1.954027479	2.132723103	Up								
MvSl-1064-A1-R4_A1g00481	Black	OldStrata	2	49.5	99	2	65.5	131	0	16	32	641110	646152	3.113213048	1.429781111	1.429781111	1.96E-05	0.000511192	3.700822991	3.587610434	1.954027479	2.46962929	Up								
MvSl-1064-A1-R4_MC03g05187	Auto	Auto	2	137.5	275	2	137.5	275	0	0	0	2259638	2261730	5.307145387	1.436737543	1.436737543	2.16E-09	9.66E-08	5.939064869	5.756298328	4.217047843	4.594603927	Up								
MvSl-1064-A1-R4_MC03g05233	Auto	Auto	11	112.636	1239	11	112.636	1239	0	0	0	2381786	2383232	4.640688944	1.441384271	1.441384271	2.09E-08	8.49E-07	5.213634798	5.153071798	3.56000446	3.916205701	Up								
MvSl-1064-A1-R4_A1g01290	Black	OldStrata	9	92.8889	836	9	80	720	0	-12.8889	-116	1185421	1186806	5.58068721	1.448121849	1.448121849	1.49E-11	9.04E-10	6.188489281	6.064290424	4.765972884	4.594603927	Up								
MvSl-1064-A1-R4_MC11g10248	Auto	Auto	6	73.8333	443	6	73.8333	443	0	0	0	203470	205831	5.368312864	1.456453453	1.456453453	2.99E-10	1.56E-08	5.842553046	5.98815696	4.617690091	4.29289804	Up								
MvSl-1064-A1-R4_MC05-2g06338	Auto	Auto	2	99	198	2	99	198	0	0	0	201219	202635	1.006955456	1.456580705	1.456580705	0.001286246	0.021731449	1.482707068	1.549885827	-0.243174442	0.448044861	Up								
MvSl-1064-A1-R4_MC02g03297	Auto	Auto	16	106.75	1708	16	106.75	1708	0	0	0	314523	318088	7.583946633	1.458376395	1.458376395	1.84E-09	8.30E-08	8.367328313	7.859301726	6.480422885	6.851907312	Up								
MvSl-1064-A1-R4_MC07g08249	Auto	Auto	1	93	93	1	93	93	0	0	0	372	3020	0.980460751	1.469973676	1.469973676	0.002363099	0.036269537	1.749267358	1.181588326	-0.437173354	0.504998774	Up								
MvSl-1064-A1-R4_MC16g12187	Auto	Auto	2	59	118	2	59	118	0	0	0	35570	37944	4.675533717	1.473637401	1.473637401	2.95E-07	1.04E-05	5.333468572	5.112382777	3.365403496	4.070393899	Up								
MvSl-1064-A1-R4_MC11g10508	Auto	Auto	5	67.8	339	5	67.8	339	0	0	0	843012	847906	2.236112288	1.475281117	1.475281117	0.00152181	0.024875634	3.175268029	2.209219238	0.715598022	1.764121245	Up								
MvSl-1064-A1-R4_MC03g05094	Auto	Auto	1	74	74	1	74	74	0	0	0	2040299	2044931	2.771869372	1.476143872	1.476143872	1.88E-05	0.000496078	3.24884138	3.374741129	2.04973754	1.642475597	Up								
MvSl-1064-A1-R4_MC01-1g02398	Auto	Auto	2	114	228	2	114	228	0	0	0	1148765	1149067	2.976696741	1.47762747	1.47762747	5.30E-06	0.000148119	3.461845944	3.576256754	2.04973754	2.077464816	Up								
MvSl-1064-A1-R4_MC14g11979	Auto	Auto	2	48.5	97	2	48.5	97	0	0	0	571151	572631	4.141245508	1.487069027	1.487069027	7.03E-08	2.67E-06	4.731608403	4.656242702	3.07820266	3.343875908	Up								
MvSl-1064-A1-R4_A1g00246	Black	OldStrata	2	173	346	2	170	340	0	-3	-6	616404	620052	6.804052816	1.489921975	1.489921975	1.13E-15	1.03E-13	7.381123455	7.345749247	5.832215722	5.916858268	Up								
MvSl-1064-A1-R4_MC03g04792	Auto	Auto	2	85	170	2	85	170	0	0	0	1309316	1310027	6.638601378	1.501846069	1.501846069	7.55E-14	5.92E-12	7.326520418	7.063712113	5.753382655	5.646415643	Up								
MvSl-1064-A1-R4_MC09-2g09478	Auto	Auto	1	50	50	1	50	50	0	0	0	1396465	1397585	3.569253748	1.508203407	1.508203407	4.59E-06	0.000130418	4.311542	3.910512694	2.334536787	2.878091043	Up								
MvSl-1064-A1-R4_MC11g10255	Auto	Auto	4	119.25	477	4	119.25	477	0	0	0	219624	221850	6.348177595	1.514154433	1.514154433	1.53E-09	7.03E-08	6.496300172	7.236843992	5.514284753	5.279015973	Up								
MvSl-1064-A1-R4_MC05-2g06312	Auto	Auto	5	72.8	364	6	68.3333	410	1	-4.4667	46	184405	184596	2.736081462	1.524409022	1.524409022	2.54E-05	0.000648047	3.392116093	3.178476098	1.435736964	2.077464816	Up								
MvSl-1064-A1-R4_MC05-1g06264	Auto	Auto	2	51.5	103	2	51.5	103	0	0	0	142427	143277	0.52813479	1.525133551	1.525133551	0.001822178	0.029117385	1.215430196	0.845643759	-0.661372867	-0.112887976	Up								
MvSl-1064-A1-R4_MC15g12135	Auto	Auto	1	0	0	1	0	0	0	0	0	307421	310256	4.535082749	1.527747495	1.527747495	1.40E-06	4.39E-05	5.445672895	4.64541848	3.788055577	3.336049371	Up								
MvSl-1064-A1-R4_MC05-2g06305	Auto	Auto	9	75.3333	678	9	75.3333	678	0	0	0	178795	180229	1.916586136	1.529982122	1.529982122	0.000880521	0.01588096	2.910922433	1.804622046	0.715598022	1.2003992	Up								
MvSl-1064-A1-R4_MC07g07963	Auto	Auto	2	87	174	2	87	174	0	0	0	1030751	1031712	0.37134161	1.543742683	1.543742683	0.00184865	0.029354744	0.849768123	0.919382715	-0.661372867	-0.396043736	Up								
MvSl-1064-A1-R4_MC11g10204	Auto	Auto	2	64.5	129	2	64.5	129	0	0	0	98495	99967	0.370961422	1.547066366	1.547066366	0.003092389	0.045114057	1.215430196	0.457320064	-0.336915477	-0.74869004	Up								
MvSl-1064-A1-R4_MC11g10629	Auto	Auto	1	0	0	1	0	0	0	0	0	1139725	1141353	1.480112874	1.553788472	1.553788472	0.000617703	0.011761122	1.749267358	2.252660481	0.932003429	-0.029636685	Up								
MvSl-1064-A1-R4_MC03g05014	Auto	Auto	4	59.75	239	4	59.75	239	0	0	0	1837082	1839243	5.730652795	1.556657673	1.556657673	1.65E-13	1.25E-11	6.361824569	6.248129121	4.723066048	4.781977217	Up								
MvSl-1064-A1-R4_MC11g10654	Auto	Auto	2	186	372	2	186	372	0	0	0	1214897	1216735	1.444035644	1.567776314	1.567776314	0.00135666	0.022720301	2.379931553	1.45389196	-0.072197335	0.894198711	Up								
MvSl-1064-A1-R4_MC01-1g01722	Auto	Auto	2	138.5	277	2	138.5	277	0	0	0	38506	38703	1.262542711	1.577594889	1.577594889	0.000191006	0.004012616	1.866098393	1.74502952	0.344942075	0.262306339	Up								
MvSl-1064-A1-R4_MC12g11112	Auto	Auto	7	90.1429	631	7	90.1429	631	0	0	0	919694	921438	10.15924918	1.578143114	1.578143114	0.000232199	0.004748972	10.15347735	11.15939502	9.57682815	8.584624025	Up								
MvSl-1064-A1-R4_MC03g05037	Auto	Auto	3	85.3333	256	3	85.3333	256	0	0	0	1878565	1881205	0.397471909	1.584511224	1.584511224	0.002528383	0.038121949	0.461368868	1.268807313	-0.336915477	-0.74869004	Up								
MvSl-1064-A1-R4_MC11g10554	Auto	Auto	2	43	86	2	43	86	0	0	0	976602	978972	6.83127355	1.586851029	1.586851029	6.07E-09	2.59E-07	7.694260841	7.069797007	5.40993496	6.155678301	Up								
MvSl-1064-A1-R4_MC01-1g02419	Auto	Auto	1	74	74	1	74	74	0	0	0	1199211	1200619	0.855704401	1.58694583	1.58694583	0.000780451	0.014317751	1.622134869	1.120367994	0.08064689	-0.295355899	Up								
MvSl-1064-A1-R4_MC03g05016	Auto	Auto	3	112	336	3	112	336	0	0	0	1841396	1841971	1.788009434	1.58973385	1.58973385	7.50E-05	0.001751383	2.48109779	2.194443197	0.619046564	0.977053557	Up								
MvSl-1064-A1-R4_MC15g12050	Auto	Auto	4	108	432	4	108	432	0	0	0	92522	96549	3.937412235	1.608824084	1.608824084	2.91E-06	8.64E-05	4.757047504	4.236829651	2.451304939	3.280041508	Up								
MvSl-1064-A1-R4_MC03g04565	Auto	Auto	11	88	968	11	88	968	0	0	0	746224	747360	4.970718586	1.623364984	1.623364984	4.15E-08	1.61E-06	5.819797733	5.245567524	3.585779566	4.230940892	Up								
MvSl-1064-A1-R4_MC02g03274	Auto	Auto	4	126.25	505	4	126.25	505	0	0	0	268343	269781	2.961982537	1.646340887	1.646340887	1.16E-06	3.67E-05	3.706057135	3.368172614	2.031096758	1.810045809	Up								
MvSl-1064-A1-R4_MC01-2g02970	Auto	Auto	1	222	222	1	222	222	0	0	0	2553249	2553440	5.447410202	1.648002224	1.648002224	9.61E-14	7.40E-12	5.978529197	6.108310825	4.462871657	4.336699768	Up								
MvSl-1064-A1-R4_MC08g08368	Auto	Auto	2	83.5	167	2	83.5	167	0	0	0	319491	320700	6.24033299	1.652782076	1.652782076	3.36E-11	1.95E-09	7.130724206	6.475987311	5.004422425	5.354563443	Up								
MvSl-1064-A1-R4_MC03g05149	Auto	Auto	3	82.3333	247	3	82.3333	247	0	0	0	2176003	2177343	2.852269812	1.65530861	1.65530861	6.07E-06	0.0001685	3.726805854	3.077404797	1.763912422	1.854553469	Up								
MvSl-1064-A1-R4_MC11g10177	Auto	Auto	4	127	508	4	127	508	0	0	0	56006	58599	1.886331883	1.656768508	1.656768508	0.00012693	0.002808678	2.340087249	2.57133741	0.218838248	1.300315986	Up								
MvSl-1064-A1-R4_MC02g03495	Auto	Auto	1	73	73	1	73	73	0	0	0	787700	788051	4.307325271	1.675742645	1.675742645	8.26E-10	3.99E-08	4.943649554	4.87124544	3.07820266	3.389963926	Up								
MvSl-1064-A1-R4_MC01-1g02843	Auto	Auto	4	82.5	330	4	82.5	330	0	0	0	2250647	2251923	3.389900229	1.678077454	1.678077454	8.43E-07	2.73E-05	4.273265692	3.626659103	2.349660208	2.302980956	Up								
MvSl-1064-A1-R4_MC01-1g02022	Auto	Auto	2	93.5	187	2	93.5	187	0	0	0	406833	408842	3.375173819	1.684384058	1.684384058	4.05E-07	1.39E-05	4.019462882	3.924011133	2.585112866	1.960162301	Up								
MvSl-1064-A1-R4_MC03g04822	Auto	Auto	1	0	0	1	0	0	0	0	0	1380725	1381468	3.724393754	1.693889296	1.693889296	2.14E-08	8.62E-07	4.167199747	4.469416135	2.546257243	2.742563392	Up								
MvSl-1064-A1-R4_MC01-1g01777	Auto	Auto	2	78	156	2	78	156	0	0	0	97489	102257	0.893480165	1.696559261	1.696559261	0.000204772	0.004269755	1.407591257	1.50268715	-0.243174442	-0.029636685	Up								
MvSl-1064-A1-R4_MC02g03808	Auto	Auto	2	56	112	2	56	112	0	0	0	1519005	1519896	5.853075367	1.722787903	1.722787903	8.65E-14	6.72E-12	6.664366659	6.242753073	4.636309948	4.854993136	Up								
MvSl-1064-A1-R4_MC04-1g05376	Auto	Auto	7	70.4286	493	7	70.4286	493	0	0	0	172091	172368	8.957465633	1.730684959	1.730684959	4.84E-11	2.78E-09	9.608781245	9.544955541	7.803778133	7.888877329	Up								
MvSl-1064-A1-R4_MC06g06907	Auto	Auto	3	113.333	340	3	113.333	340	0	0	0	138764	138937	4.985523568	1.740398534	1.740398534	3.64E-12	2.39E-10	5.761916273	5.425583488	3.793595981	3.94221645	Up								
MvSl-1064-A1-R4_MC07g08153	Auto	Auto	1	41	41	1	41	41	0	0	0	1484639	1486372	4.692941115	1.763257008	1.763257008	1.66E-11	1.00E-09	5.338532846	5.291419463	3.335329913	3.755329799	Up								
MvSl-1064-A1-R4_MC01-1g02736	Auto	Auto	1	182	182	1	182	182	0	0	0	1975065	1975229	4.435738294	1.788231827	1.788231827	1.80E-10	9.66E-09	5.084948595	5.039843768	2.994081538	3.526894011	Up								
MvSl-1064-A1-R4_MC09-2g08943	Auto	Auto	3	73.6667	221	3	73.6667	221	0	0	0	65141	68255	2.17228297	1.793207713	1.793207713	3.37E-06	9.87E-05	2.787970465	2.773759275	0.715598022	1.300315986	Up								
MvSl-1064-A1-R4_MC04-1g05907	Auto	Auto	1	55	55	1	55	55	0	0	0	1483230	1484965	0.843904036	1.820048438	1.820048438	0.000116158	0.002599575	1.328348589	1.526479497	-0.544922319	-0.029636685	Up								
MvSl-1064-A1-R4_MC02g03394	Auto	Auto	5	131.8	659	5	131.8	659	0	0	0	592447	594811	4.007145182	1.829171379	1.829171379	5.12E-10	2.52E-08	4.796839465	4.466344206	2.935145994	2.706594324	Up								
MvSl-1064-A1-R4_MC01-1g01975	Auto	Auto	9	71	639	9	71	639	0	0	0	350124	350737	8.750352246	1.831454124	1.831454124	5.51E-13	3.96E-11	9.41153946	9.373746113	7.565101503	7.55855206	Up								
MvSl-1064-A1-R4_A1g00929	Black	OldStrata	2	69	138	2	69	138	0	0	0	3137879	3139458	1.317853258	1.834083721	1.834083721	0.000130504	0.002875464	2.312899599	1.377457876	-0.072197335	0.388749813	Up								
MvSl-1064-A1-R4_MC11g10627	Auto	Auto	3	86.6667	260	3	86.6667	260	0	0	0	1137072	1137356	2.718644335	1.837999833	1.837999833	1.82E-07	6.60E-06	3.492460422	3.178476098	1.621649621	1.452852467	Up								
MvSl-1064-A1-R4_MC03g04585	Auto	Auto	7	71.1429	498	7	71.1429	498	0	0	0	797211	798213	7.350184365	1.842880175	1.842880175	9.19E-20	1.05E-17	8.022094152	7.966464942	6.167035059	6.138906934	Up								
MvSl-1064-A1-R4_MC14g11984	Auto	Auto	8	130.75	1046	9	122.222	1100	1	-8.528	54	578466	581232	2.776045338	1.858524207	1.858524207	1.00E-07	3.69E-06	3.55180676	3.244518787	1.544886476	1.616865351	Up								
MvSl-1064-A1-R4_A1g00745	Black	OldStrata	3	74.3333	223	4	72.5	290	1	-1.8333	67	1111101	1112366	5.847982363	1.868153555	1.868153555	2.87E-17	2.95E-15	6.606064743	6.377222655	4.504006589	4.749937641	Up								
MvSl-1064-A1-R4_MC03g05099	Auto	Auto	1	0	0	1	0	0	0	0	0	2060022	2061623	4.355148408	1.871965153	1.871965153	1.82E-11	1.09E-09	4.884860353	5.106475235	3.312356044	2.94136146	Up								
MvSl-1064-A1-R4_MC04-1g05863	Auto	Auto	3	83	249	3	83	249	0	0	0	1367721	1368435	0.354451979	1.886897546	1.886897546	0.000225784	0.004651157	0.849768123	1.023372495	-0.92694101	-0.621320598	Up								
MvSl-1064-A1-R4_MC10-2g09908	Auto	Auto	2	71	142	2	71	142	0	0	0	411857	413747	3.560830862	1.888184347	1.888184347	7.98E-10	3.88E-08	4.226680541	4.181707526	2.223986578	2.440726506	Up								
