gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	DE	DE2
MvSl-1064-A2-R4_MC04-1g06199	Auto	Auto	7	115.429	808	NON	NON
MvSl-1064-A2-R4_MC04-1g06200	Auto	Auto	6	87.3333	524	NON	NON
MvSl-1064-A2-R4_MC04-1g06201	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-1g06202	Auto	Auto	2	102.5	205	NON	NON
MvSl-1064-A2-R4_MC04-1g06203	Auto	Auto	2	80	160	NON	NON
MvSl-1064-A2-R4_MC04-1g06204	Auto	Auto	3	95	285	NON	NON
MvSl-1064-A2-R4_MC04-1g06205	Auto	Auto	5	83.6	418	NON	NON
MvSl-1064-A2-R4_MC04-1g06206	Auto	Auto	6	80.1667	481	NON	NON
MvSl-1064-A2-R4_MC04-1g06207	Auto	Auto	4	81.75	327	NON	NON
MvSl-1064-A2-R4_MC04-1g06208	Auto	Auto	4	79.25	317	NON	NON
MvSl-1064-A2-R4_MC04-1g06209	Auto	Auto	3	117.333	352	NON	NON
MvSl-1064-A2-R4_MC04-1g06210	Auto	Auto	3	84	252	NON	NON
MvSl-1064-A2-R4_MC04-1g06211	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC04-1g06212	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC04-1g06213	Auto	Auto	5	72.4	362	NON	NON
MvSl-1064-A2-R4_MC04-1g06214	Auto	Auto	8	100.5	804	NON	NON
MvSl-1064-A2-R4_MC04-1g06215	Auto	Auto	3	93.3333	280	NON	NON
MvSl-1064-A2-R4_MC04-1g06216	Auto	Auto	6	123.833	743	NON	NON
MvSl-1064-A2-R4_MC04-1g06217	Auto	Auto	2	113	226	NON	NON
MvSl-1064-A2-R4_MC04-1g06219	Auto	Auto	4	75.5	302	NON	NON
MvSl-1064-A2-R4_MC04-1g06220	Auto	Auto	3	113	339	NON	NON
MvSl-1064-A2-R4_MC04-1g06224	Auto	Auto	9	111.222	1001	NON	NON
MvSl-1064-A2-R4_MC04-1g06225	Auto	Auto	3	78.6667	236	NON	NON
MvSl-1064-A2-R4_MC04-1g06226	Auto	Auto	2	83	166	NON	NON
MvSl-1064-A2-R4_MC04-1g06227	Auto	Auto	5	77.4	387	NON	NON
MvSl-1064-A2-R4_MC04-1g06230	Auto	Auto	10	87.6	876	NON	NON
MvSl-1064-A2-R4_MC04-1g06231	Auto	Auto	5	76.4	382	NON	NON
MvSl-1064-A2-R4_MC04-1g06232	Auto	Auto	3	108	324	NON	NON
MvSl-1064-A2-R4_MC04-1g06233	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-1g06234	Auto	Auto	4	94.25	377	NON	NON
MvSl-1064-A2-R4_MC04-1g06235	Auto	Auto	2	127	254	NON	NON
MvSl-1064-A2-R4_MC04-1g06236	Auto	Auto	3	129.333	388	NON	NON
MvSl-1064-A2-R4_MC04-1g06237	Auto	Auto	9	109.889	989	NON	NON
MvSl-1064-A2-R4_MC04-1g06240	Auto	Auto	2	62.5	125	NON	NON
MvSl-1064-A2-R4_MC04-1g06241	Auto	Auto	5	97.2	486	NON	NON
MvSl-1064-A2-R4_MC04-1g06242	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-1g06243	Auto	Auto	3	87.3333	262	NON	NON
MvSl-1064-A2-R4_MC04-1g06244	Auto	Auto	4	99	396	NON	NON
MvSl-1064-A2-R4_MC04-1g06245	Auto	Auto	4	77.25	309	NON	NON
MvSl-1064-A2-R4_MC04-1g06246	Auto	Auto	4	71.75	287	NON	NON
MvSl-1064-A2-R4_MC04-1g06247	Auto	Auto	1	135	135	NON	NON
MvSl-1064-A2-R4_MC04-1g06248	Auto	Auto	4	84.75	339	NON	NON
MvSl-1064-A2-R4_MC04-1g06249	Auto	Auto	4	73.75	295	NON	NON
MvSl-1064-A2-R4_MC04-1g06250	Auto	Auto	2	93	186	NON	NON
MvSl-1064-A2-R4_MC04-1g06251	Auto	Auto	2	66.5	133	NON	NON
MvSl-1064-A2-R4_MC04-1g06252	Auto	Auto	2	72	144	NON	NON
MvSl-1064-A2-R4_MC04-1g06253	Auto	Auto	1	62	62	NON	NON
MvSl-1064-A2-R4_MC04-2g06262	Auto	Auto	1	41	41	NON	NON
MvSl-1064-A2-R4_MC04-2g06268	Auto	Auto	2	46.5	93	NON	NON
MvSl-1064-A2-R4_MC04-2g06269	Auto	Auto	1	40	40	NON	NON
MvSl-1064-A2-R4_MC04-2g06270	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-2g06271	Auto	Auto	1	136	136	NON	NON
MvSl-1064-A2-R4_MC04-2g06272	Auto	Auto	12	70.6667	848	NON	NON
MvSl-1064-A2-R4_MC04-2g06273	Auto	Auto	3	91.3333	274	NON	NON
MvSl-1064-A2-R4_MC04-2g06274	Auto	Auto	5	91.4	457	NON	NON
MvSl-1064-A2-R4_MC04-2g06275	Auto	Auto	2	156	312	NON	NON
MvSl-1064-A2-R4_MC04-2g06276	Auto	Auto	1	345	345	NON	NON
MvSl-1064-A2-R4_MC04-2g06277	Auto	Auto	3	207	621	NON	NON
MvSl-1064-A2-R4_MC04-2g06278	Auto	Auto	6	83	498	NON	NON
MvSl-1064-A2-R4_MC04-2g06279	Auto	Auto	5	99.6	498	NON	NON
MvSl-1064-A2-R4_MC04-2g06280	Auto	Auto	3	64	192	NON	NON
MvSl-1064-A2-R4_MC04-2g06281	Auto	Auto	5	82.2	411	NON	NON
MvSl-1064-A2-R4_MC04-2g06282	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-2g06283	Auto	Auto	3	75.3333	226	NON	NON
MvSl-1064-A2-R4_MC04-2g06284	Auto	Auto	4	96.5	386	NON	NON
MvSl-1064-A2-R4_MC04-2g06285	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-2g06287	Auto	Auto	7	136.857	958	NON	NON
MvSl-1064-A2-R4_MC04-2g06288	Auto	Auto	10	82	820	NON	NON
MvSl-1064-A2-R4_MC04-2g06290	Auto	Auto	6	71.3333	428	NON	NON
MvSl-1064-A2-R4_MC04-2g06291	Auto	Auto	4	96.25	385	NON	NON
MvSl-1064-A2-R4_MC04-2g06292	Auto	Auto	6	97.1667	583	NON	NON
MvSl-1064-A2-R4_MC04-2g06293	Auto	Auto	9	75.4444	679	NON	NON
MvSl-1064-A2-R4_MC04-2g06294	Auto	Auto	6	97.3333	584	NON	NON
MvSl-1064-A2-R4_MC04-2g06295	Auto	Auto	1	70	70	NON	NON
MvSl-1064-A2-R4_MC04-2g06296	Auto	Auto	6	146.833	881	NON	NON
MvSl-1064-A2-R4_MC04-2g06297	Auto	Auto	5	66	330	NON	NON
MvSl-1064-A2-R4_MC04-2g06299	Auto	Auto	1	84	84	NON	NON
MvSl-1064-A2-R4_MC04-2g06300	Auto	Auto	5	73	365	NON	NON
MvSl-1064-A2-R4_MC04-2g06301	Auto	Auto	2	110.5	221	NON	NON
MvSl-1064-A2-R4_MC04-2g06302	Auto	Auto	3	100	300	NON	NON
MvSl-1064-A2-R4_MC04-2g06313	Auto	Auto	3	113.333	340	NON	NON
MvSl-1064-A2-R4_MC04-2g06314	Auto	Auto	11	77.4545	852	NON	NON
MvSl-1064-A2-R4_MC04-2g06315	Auto	Auto	8	86.25	690	NON	NON
MvSl-1064-A2-R4_MC04-2g06316	Auto	Auto	3	82.3333	247	NON	NON
MvSl-1064-A2-R4_MC04-2g06317	Auto	Auto	3	201	603	NON	NON
MvSl-1064-A2-R4_MC04-2g06318	Auto	Auto	3	106.667	320	NON	NON
MvSl-1064-A2-R4_MC04-2g06319	Auto	Auto	3	84	252	NON	NON
MvSl-1064-A2-R4_MC04-2g06320	Auto	Auto	3	92.6667	278	NON	NON
MvSl-1064-A2-R4_MC04-2g06321	Auto	Auto	10	77	770	NON	NON
MvSl-1064-A2-R4_MC04-2g06322	Auto	Auto	1	104	104	NON	NON
MvSl-1064-A2-R4_MC04-2g06325	Auto	Auto	9	77.2222	695	NON	NON
MvSl-1064-A2-R4_MC04-2g06326	Auto	Auto	4	73.5	294	NON	NON
MvSl-1064-A2-R4_MC04-2g06327	Auto	Auto	6	92.3333	554	NON	NON
MvSl-1064-A2-R4_MC04-2g06330	Auto	Auto	1	103	103	NON	NON
MvSl-1064-A2-R4_MC04-2g06332	Auto	Auto	3	93	279	NON	NON
MvSl-1064-A2-R4_MC04-2g06334	Auto	Auto	2	72.5	145	NON	NON
MvSl-1064-A2-R4_MC04-2g06335	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC04-2g06336	Auto	Auto	2	65.5	131	NON	NON
MvSl-1064-A2-R4_MC04-2g06337	Auto	Auto	9	76.5556	689	NON	NON
MvSl-1064-A2-R4_MC04-2g06338	Auto	Auto	5	83.4	417	NON	NON
MvSl-1064-A2-R4_MC04-2g06339	Auto	Auto	3	93.6667	281	NON	NON
MvSl-1064-A2-R4_MC04-2g06340	Auto	Auto	5	94.4	472	NON	NON
MvSl-1064-A2-R4_MC04-2g06341	Auto	Auto	1	197	197	NON	NON
MvSl-1064-A2-R4_MC04-2g06342	Auto	Auto	2	73.5	147	NON	NON
MvSl-1064-A2-R4_MC04-2g06343	Auto	Auto	2	129	258	NON	NON
MvSl-1064-A2-R4_MC04-2g06344	Auto	Auto	3	82.6667	248	NON	NON
MvSl-1064-A2-R4_MC04-2g06346	Auto	Auto	1	104	104	NON	NON
MvSl-1064-A2-R4_MC04-2g06347	Auto	Auto	5	77.8	389	NON	NON
MvSl-1064-A2-R4_MC04-2g06348	Auto	Auto	2	128	256	NON	NON
MvSl-1064-A2-R4_MC04-2g06349	Auto	Auto	6	65.8333	395	NON	NON
MvSl-1064-A2-R4_MC04-2g06351	Auto	Auto	5	88.4	442	NON	NON
MvSl-1064-A2-R4_MC04-2g06352	Auto	Auto	4	87.25	349	NON	NON
MvSl-1064-A2-R4_MC04-2g06362	Auto	Auto	2	61.5	123	NON	NON
MvSl-1064-A2-R4_MC04-2g06363	Auto	Auto	6	65.5	393	NON	NON
MvSl-1064-A2-R4_MC04-2g06364	Auto	Auto	3	82.6667	248	NON	NON
MvSl-1064-A2-R4_MC04-2g06365	Auto	Auto	4	120.75	483	NON	NON
MvSl-1064-A2-R4_MC04-2g06366	Auto	Auto	3	66.6667	200	NON	NON
MvSl-1064-A2-R4_MC04-2g06367	Auto	Auto	5	98	490	NON	NON
MvSl-1064-A2-R4_MC04-2g06368	Auto	Auto	1	335	335	NON	NON
MvSl-1064-A2-R4_MC04-2g06369	Auto	Auto	3	76.3333	229	NON	NON
MvSl-1064-A2-R4_MC04-2g06370	Auto	Auto	5	90.8	454	NON	NON
MvSl-1064-A2-R4_MC04-2g06371	Auto	Auto	3	105.667	317	NON	NON
MvSl-1064-A2-R4_MC04-2g06372	Auto	Auto	5	106	530	NON	NON
MvSl-1064-A2-R4_MC04-2g06373	Auto	Auto	8	87.375	699	NON	NON
MvSl-1064-A2-R4_MC04-2g06374	Auto	Auto	2	58.5	117	NON	NON
MvSl-1064-A2-R4_MC04-2g06376	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A2-R4_MC04-2g06377	Auto	Auto	2	115.5	231	NON	NON
MvSl-1064-A2-R4_MC04-2g06379	Auto	Auto	5	79	395	NON	NON
MvSl-1064-A2-R4_MC04-2g06380	Auto	Auto	1	45	45	NON	NON
MvSl-1064-A2-R4_MC07g08521	Auto	Auto	4	80.75	323	NON	NON
MvSl-1064-A2-R4_MC05g06388	Auto	Auto	3	89	267	NON	NON
MvSl-1064-A2-R4_MC05g06389	Auto	Auto	6	80.6667	484	NON	NON
MvSl-1064-A2-R4_MC05g06390	Auto	Auto	5	107.8	539	NON	NON
MvSl-1064-A2-R4_MC05g06391	Auto	Auto	3	109.667	329	NON	NON
MvSl-1064-A2-R4_MC05g06392	Auto	Auto	8	77.75	622	NON	NON
MvSl-1064-A2-R4_MC05g06393	Auto	Auto	2	123	246	NON	NON
MvSl-1064-A2-R4_MC05g06394	Auto	Auto	3	69.6667	209	NON	NON
MvSl-1064-A2-R4_MC05g06396	Auto	Auto	5	78.6	393	NON	NON
MvSl-1064-A2-R4_MC05g06398	Auto	Auto	2	114.5	229	NON	NON
MvSl-1064-A2-R4_MC05g06399	Auto	Auto	3	57	171	NON	NON
MvSl-1064-A2-R4_MC05g06400	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06401	Auto	Auto	4	79.75	319	NON	NON
MvSl-1064-A2-R4_MC05g06403	Auto	Auto	5	135	675	NON	NON
MvSl-1064-A2-R4_MC05g06405	Auto	Auto	4	71.75	287	NON	NON
MvSl-1064-A2-R4_MC05g06406	Auto	Auto	4	73	292	NON	NON
MvSl-1064-A2-R4_MC05g06407	Auto	Auto	4	96.75	387	NON	NON
MvSl-1064-A2-R4_MC05g06408	Auto	Auto	1	90	90	NON	NON
MvSl-1064-A2-R4_MC05g06409	Auto	Auto	4	95.75	383	NON	NON
MvSl-1064-A2-R4_MC05g06411	Auto	Auto	5	109.8	549	NON	NON
MvSl-1064-A2-R4_MC05g06413	Auto	Auto	4	75.25	301	NON	NON
MvSl-1064-A2-R4_MC05g06414	Auto	Auto	1	88	88	NON	NON
MvSl-1064-A2-R4_MC05g06419	Auto	Auto	4	70.5	282	NON	NON
MvSl-1064-A2-R4_MC05g06420	Auto	Auto	7	108.286	758	NON	NON
MvSl-1064-A2-R4_MC05g06422	Auto	Auto	5	115.4	577	NON	NON
MvSl-1064-A2-R4_MC05g06423	Auto	Auto	3	137.667	413	NON	NON
MvSl-1064-A2-R4_MC05g06424	Auto	Auto	6	82.5	495	NON	NON
MvSl-1064-A2-R4_MC05g06425	Auto	Auto	1	102	102	NON	NON
MvSl-1064-A2-R4_MC05g06426	Auto	Auto	3	86.6667	260	NON	NON
MvSl-1064-A2-R4_MC05g06427	Auto	Auto	3	115	345	NON	NON
MvSl-1064-A2-R4_MC05g06428	Auto	Auto	2	110.5	221	NON	NON
MvSl-1064-A2-R4_MC05g06429	Auto	Auto	3	86.3333	259	NON	NON
MvSl-1064-A2-R4_MC05g06430	Auto	Auto	5	74.4	372	NON	NON
MvSl-1064-A2-R4_MC05g06431	Auto	Auto	3	69	207	NON	NON
MvSl-1064-A2-R4_MC05g06432	Auto	Auto	4	91	364	NON	NON
MvSl-1064-A2-R4_MC05g06433	Auto	Auto	2	73.5	147	NON	NON
MvSl-1064-A2-R4_MC05g06434	Auto	Auto	2	65	130	NON	NON
MvSl-1064-A2-R4_MC05g06435	Auto	Auto	2	54.5	109	NON	NON
MvSl-1064-A2-R4_MC05g06437	Auto	Auto	1	106	106	NON	NON
MvSl-1064-A2-R4_MC05g06440	Auto	Auto	3	73.6667	221	NON	NON
MvSl-1064-A2-R4_MC05g06442	Auto	Auto	5	112.2	561	NON	NON
MvSl-1064-A2-R4_MC05g06443	Auto	Auto	3	78.6667	236	NON	NON
MvSl-1064-A2-R4_MC05g06444	Auto	Auto	6	91	546	NON	NON
MvSl-1064-A2-R4_MC05g06446	Auto	Auto	1	248	248	NON	NON
MvSl-1064-A2-R4_MC05g06447	Auto	Auto	6	59.3333	356	NON	NON
MvSl-1064-A2-R4_MC05g06448	Auto	Auto	3	134	402	NON	NON
MvSl-1064-A2-R4_MC05g06449	Auto	Auto	5	98.6	493	NON	NON
MvSl-1064-A2-R4_MC05g06450	Auto	Auto	8	105.5	844	NON	NON
MvSl-1064-A2-R4_MC05g06451	Auto	Auto	3	108.333	325	NON	NON
MvSl-1064-A2-R4_MC05g06452	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC05g06453	Auto	Auto	1	71	71	NON	NON
MvSl-1064-A2-R4_MC05g06455	Auto	Auto	2	155	310	NON	NON
MvSl-1064-A2-R4_MC05g06456	Auto	Auto	2	60	120	NON	NON
MvSl-1064-A2-R4_MC05g06457	Auto	Auto	3	91.3333	274	NON	NON
MvSl-1064-A2-R4_MC05g06458	Auto	Auto	4	88	352	NON	NON
MvSl-1064-A2-R4_MC05g06459	Auto	Auto	2	97.5	195	NON	NON
MvSl-1064-A2-R4_MC05g06460	Auto	Auto	6	109.833	659	NON	NON
MvSl-1064-A2-R4_MC05g06461	Auto	Auto	7	67	469	NON	NON
MvSl-1064-A2-R4_MC05g06462	Auto	Auto	2	137.5	275	NON	NON
MvSl-1064-A2-R4_MC05g06463	Auto	Auto	3	99.3333	298	NON	NON
MvSl-1064-A2-R4_MC05g06464	Auto	Auto	5	87.4	437	NON	NON
MvSl-1064-A2-R4_MC05g06465	Auto	Auto	4	154.25	617	NON	NON
MvSl-1064-A2-R4_MC05g06466	Auto	Auto	7	96.5714	676	NON	NON
MvSl-1064-A2-R4_MC05g06467	Auto	Auto	4	75.75	303	NON	NON
MvSl-1064-A2-R4_MC05g06468	Auto	Auto	7	127.714	894	NON	NON
MvSl-1064-A2-R4_MC05g06469	Auto	Auto	3	129	387	NON	NON
MvSl-1064-A2-R4_MC05g06470	Auto	Auto	5	56	280	NON	NON
MvSl-1064-A2-R4_MC05g06474	Auto	Auto	7	75.4286	528	NON	NON
MvSl-1064-A2-R4_MC05g06475	Auto	Auto	6	97.5	585	NON	NON
MvSl-1064-A2-R4_MC05g06476	Auto	Auto	6	74.3333	446	NON	NON
MvSl-1064-A2-R4_MC05g06477	Auto	Auto	4	67.75	271	NON	NON
MvSl-1064-A2-R4_MC05g06478	Auto	Auto	7	78.5714	550	NON	NON
MvSl-1064-A2-R4_MC05g06479	Auto	Auto	11	82.2727	905	NON	NON
MvSl-1064-A2-R4_MC05g06483	Auto	Auto	3	223	669	NON	NON
MvSl-1064-A2-R4_MC05g06485	Auto	Auto	8	95.5	764	NON	NON
MvSl-1064-A2-R4_MC05g06488	Auto	Auto	2	80	160	NON	NON
MvSl-1064-A2-R4_MC05g06489	Auto	Auto	11	86.0909	947	NON	NON
MvSl-1064-A2-R4_MC05g06490	Auto	Auto	6	85	510	NON	NON
MvSl-1064-A2-R4_MC05g06491	Auto	Auto	4	212.25	849	NON	NON
MvSl-1064-A2-R4_MC05g06492	Auto	Auto	1	87	87	NON	NON
MvSl-1064-A2-R4_MC05g06494	Auto	Auto	3	100.333	301	NON	NON
MvSl-1064-A2-R4_MC05g06495	Auto	Auto	6	84.6667	508	NON	NON
MvSl-1064-A2-R4_MC05g06496	Auto	Auto	3	91.6667	275	NON	NON
MvSl-1064-A2-R4_MC05g06497	Auto	Auto	2	71	142	NON	NON
MvSl-1064-A2-R4_MC05g06499	Auto	Auto	5	105.2	526	NON	NON
MvSl-1064-A2-R4_MC05g06500	Auto	Auto	2	78.5	157	NON	NON
MvSl-1064-A2-R4_MC05g06501	Auto	Auto	3	91.3333	274	NON	NON
MvSl-1064-A2-R4_MC05g06502	Auto	Auto	2	54	108	NON	NON
MvSl-1064-A2-R4_MC05g06503	Auto	Auto	1	125	125	NON	NON
MvSl-1064-A2-R4_MC05g06504	Auto	Auto	1	41	41	NON	NON
MvSl-1064-A2-R4_MC05g06505	Auto	Auto	11	85.9091	945	NON	NON
MvSl-1064-A2-R4_MC05g06507	Auto	Auto	11	80.0909	881	NON	NON
MvSl-1064-A2-R4_MC05g06508	Auto	Auto	4	125.5	502	NON	NON
MvSl-1064-A2-R4_MC05g06509	Auto	Auto	2	106	212	NON	NON
MvSl-1064-A2-R4_MC05g06510	Auto	Auto	5	89.2	446	NON	NON
MvSl-1064-A2-R4_MC05g06511	Auto	Auto	3	92.6667	278	NON	NON
MvSl-1064-A2-R4_MC05g06512	Auto	Auto	4	119.5	478	NON	NON
MvSl-1064-A2-R4_MC05g06513	Auto	Auto	5	73.8	369	NON	NON
MvSl-1064-A2-R4_MC05g06514	Auto	Auto	4	90.5	362	NON	NON
MvSl-1064-A2-R4_MC05g06515	Auto	Auto	3	79	237	NON	NON
MvSl-1064-A2-R4_MC05g06519	Auto	Auto	2	164.5	329	NON	NON
MvSl-1064-A2-R4_MC05g06520	Auto	Auto	7	89.8571	629	NON	NON
MvSl-1064-A2-R4_MC05g06521	Auto	Auto	3	69.6667	209	NON	NON
MvSl-1064-A2-R4_MC05g06522	Auto	Auto	4	79	316	NON	NON
MvSl-1064-A2-R4_MC05g06523	Auto	Auto	4	75.25	301	NON	NON
MvSl-1064-A2-R4_MC05g06524	Auto	Auto	9	121.222	1091	NON	NON
MvSl-1064-A2-R4_MC05g06525	Auto	Auto	5	92.4	462	NON	NON
MvSl-1064-A2-R4_MC05g06526	Auto	Auto	4	89.25	357	NON	NON
MvSl-1064-A2-R4_MC05g06528	Auto	Auto	8	103.875	831	NON	NON
MvSl-1064-A2-R4_MC05g06530	Auto	Auto	2	104.5	209	NON	NON
MvSl-1064-A2-R4_MC05g06533	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC05g06539	Auto	Auto	1	255	255	NON	NON
MvSl-1064-A2-R4_MC05g06540	Auto	Auto	1	114	114	NON	NON
MvSl-1064-A2-R4_MC05g06552	Auto	Auto	1	58	58	NON	NON
MvSl-1064-A2-R4_MC05g06570	Auto	Auto	3	303.667	911	NON	NON
MvSl-1064-A2-R4_MC05g06576	Auto	Auto	3	130	390	NON	NON
MvSl-1064-A2-R4_MC05g06583	Auto	Auto	3	60.3333	181	NON	NON
MvSl-1064-A2-R4_MC05g06585	Auto	Auto	9	98	882	NON	NON
MvSl-1064-A2-R4_MC05g06588	Auto	Auto	8	89.5	716	NON	NON
MvSl-1064-A2-R4_MC05g06590	Auto	Auto	1	69	69	NON	NON
MvSl-1064-A2-R4_MC05g06591	Auto	Auto	10	79.1	791	NON	NON
MvSl-1064-A2-R4_MC05g06593	Auto	Auto	2	90.5	181	NON	NON
MvSl-1064-A2-R4_MC05g06594	Auto	Auto	7	87.7143	614	NON	NON
MvSl-1064-A2-R4_MC05g06595	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06596	Auto	Auto	4	91.25	365	NON	NON
MvSl-1064-A2-R4_MC05g06597	Auto	Auto	2	82	164	NON	NON
MvSl-1064-A2-R4_MC05g06598	Auto	Auto	7	98.2857	688	NON	NON
MvSl-1064-A2-R4_MC05g06599	Auto	Auto	5	94.4	472	NON	NON
MvSl-1064-A2-R4_MC05g06600	Auto	Auto	2	89	178	NON	NON
MvSl-1064-A2-R4_MC05g06601	Auto	Auto	8	66.875	535	NON	NON
MvSl-1064-A2-R4_MC05g06607	Auto	Auto	4	84	336	NON	NON
MvSl-1064-A2-R4_MC05g06608	Auto	Auto	3	62	186	NON	NON
MvSl-1064-A2-R4_MC05g06610	Auto	Auto	2	112	224	NON	NON
MvSl-1064-A2-R4_MC05g06613	Auto	Auto	4	120.75	483	NON	NON
MvSl-1064-A2-R4_MC05g06614	Auto	Auto	10	97.1	971	NON	NON
MvSl-1064-A2-R4_MC05g06615	Auto	Auto	1	68	68	NON	NON
MvSl-1064-A2-R4_MC05g06617	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A2-R4_MC05g06618	Auto	Auto	2	56.5	113	NON	NON
MvSl-1064-A2-R4_MC05g06621	Auto	Auto	2	90	180	NON	NON
MvSl-1064-A2-R4_MC05g06623	Auto	Auto	5	80.6	403	NON	NON
MvSl-1064-A2-R4_MC05g06624	Auto	Auto	3	123	369	NON	NON
MvSl-1064-A2-R4_MC05g06626	Auto	Auto	2	65.5	131	NON	NON
MvSl-1064-A2-R4_MC05g06627	Auto	Auto	6	88.8333	533	NON	NON
MvSl-1064-A2-R4_MC05g06628	Auto	Auto	16	84.0625	1345	NON	NON
MvSl-1064-A2-R4_MC05g06629	Auto	Auto	3	198	594	NON	NON
MvSl-1064-A2-R4_MC05g06630	Auto	Auto	4	151	604	NON	NON
MvSl-1064-A2-R4_MC05g06631	Auto	Auto	6	69.8333	419	NON	NON
MvSl-1064-A2-R4_MC05g06632	Auto	Auto	7	84.8571	594	NON	NON
MvSl-1064-A2-R4_MC05g06633	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06634	Auto	Auto	2	73	146	NON	NON
MvSl-1064-A2-R4_MC05g06635	Auto	Auto	2	302.5	605	NON	NON
MvSl-1064-A2-R4_MC05g06636	Auto	Auto	7	86.4286	605	NON	NON
MvSl-1064-A2-R4_MC05g06637	Auto	Auto	5	88	440	NON	NON
MvSl-1064-A2-R4_MC05g06638	Auto	Auto	7	73.4286	514	NON	NON
MvSl-1064-A2-R4_MC05g06640	Auto	Auto	5	138.8	694	NON	NON
MvSl-1064-A2-R4_MC05g06648	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06650	Auto	Auto	1	84	84	NON	NON
MvSl-1064-A2-R4_MC05g06651	Auto	Auto	4	120.5	482	NON	NON
MvSl-1064-A2-R4_MC05g06652	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06653	Auto	Auto	3	71.3333	214	NON	NON
MvSl-1064-A2-R4_MC05g06655	Auto	Auto	7	95.7143	670	NON	NON
MvSl-1064-A2-R4_MC05g06656	Auto	Auto	4	92.25	369	NON	NON
MvSl-1064-A2-R4_MC05g06657	Auto	Auto	3	108	324	NON	NON
MvSl-1064-A2-R4_MC05g06658	Auto	Auto	2	151.5	303	NON	NON
MvSl-1064-A2-R4_MC05g06659	Auto	Auto	6	87.8333	527	NON	NON
MvSl-1064-A2-R4_MC05g06660	Auto	Auto	2	94.5	189	NON	NON
MvSl-1064-A2-R4_MC05g06661	Auto	Auto	6	92	552	NON	NON
MvSl-1064-A2-R4_MC05g06662	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06663	Auto	Auto	1	135	135	NON	NON
MvSl-1064-A2-R4_MC05g06664	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06665	Auto	Auto	4	205.75	823	NON	NON
MvSl-1064-A2-R4_MC05g06666	Auto	Auto	2	192	384	NON	NON
MvSl-1064-A2-R4_MC05g06669	Auto	Auto	2	77.5	155	NON	NON
MvSl-1064-A2-R4_MC05g06671	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06673	Auto	Auto	4	125.25	501	NON	NON
MvSl-1064-A2-R4_MC05g06674	Auto	Auto	8	93.25	746	NON	NON
MvSl-1064-A2-R4_MC05g06675	Auto	Auto	10	90.2	902	NON	NON
MvSl-1064-A2-R4_MC05g06676	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC05g06677	Auto	Auto	6	106.167	637	NON	NON
MvSl-1064-A2-R4_MC05g06678	Auto	Auto	4	101	404	NON	NON
MvSl-1064-A2-R4_MC05g06679	Auto	Auto	4	99.75	399	NON	NON
MvSl-1064-A2-R4_MC05g06680	Auto	Auto	6	97.8333	587	NON	NON
MvSl-1064-A2-R4_MC05g06682	Auto	Auto	10	91.7	917	NON	NON
MvSl-1064-A2-R4_MC05g06683	Auto	Auto	3	68	204	NON	NON
MvSl-1064-A2-R4_MC05g06688	Auto	Auto	2	74	148	NON	NON
MvSl-1064-A2-R4_MC05g06689	Auto	Auto	7	82.5714	578	NON	NON
MvSl-1064-A2-R4_MC05g06690	Auto	Auto	11	83	913	NON	NON
MvSl-1064-A2-R4_MC05g06691	Auto	Auto	2	80.5	161	NON	NON
MvSl-1064-A2-R4_MC05g06693	Auto	Auto	6	64	384	NON	NON
MvSl-1064-A2-R4_MC05g06696	Auto	Auto	1	49	49	NON	NON
MvSl-1064-A2-R4_MC05g06699	Auto	Auto	2	138.5	277	NON	NON
MvSl-1064-A2-R4_MC05g06700	Auto	Auto	1	104	104	NON	NON
MvSl-1064-A2-R4_MC05g06701	Auto	Auto	2	124	248	NON	NON
