gida1	prot	cds	part8	youngold	intron_nr	intron_mean	intron_total	DE	DE2	haploid
MvSl-1064-A2-R4_MC11g10893	65	198	Auto	Auto	1	0	0	Up	DE	A2
MvSl-1064-A2-R4_MC11g10894	94	285	Auto	Auto	1	0	0	Up	DE	A2
MvSl-1064-A2-R4_MC11g10897	349	1050	Auto	Auto	7	91	637	NON	NON	A2
MvSl-1064-A2-R4_MC11g10898	133	402	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC11g10899	199	600	Auto	Auto	3	87.3333	262	NON	NON	A2
MvSl-1064-A2-R4_MC11g10900	499	1500	Auto	Auto	5	102.6	513	NON	NON	A2
MvSl-1064-A2-R4_MC11g10901	88	267	Auto	Auto	2	228.5	457	NON	NON	A2
MvSl-1064-A2-R4_MC11g10902	611	1836	Auto	Auto	9	105.444	949	NON	NON	A2
MvSl-1064-A2-R4_MC11g10903	802	2409	Auto	Auto	7	75.7143	530	NON	NON	A2
MvSl-1064-A2-R4_MC11g10904	408	1227	Auto	Auto	5	80	400	NON	NON	A2
MvSl-1064-A2-R4_MC11g10905	854	2565	Auto	Auto	9	102.889	926	NON	NON	A2
MvSl-1064-A2-R4_MC11g10906	3482	10449	Auto	Auto	4	109.75	439	NON	NON	A2
MvSl-1064-A2-R4_MC11g10909	1667	5004	Auto	Auto	2	47	94	NON	NON	A2
MvSl-1064-A2-R4_MC11g10911	1032	3099	Auto	Auto	2	77	154	Up	DE	A2
MvSl-1064-A2-R4_MC11g10912	1106	3321	Auto	Auto	9	104.333	939	NON	NON	A2
MvSl-1064-A2-R4_MC11g10913	1583	4752	Auto	Auto	4	71.25	285	NON	NON	A2
MvSl-1064-A2-R4_MC11g10918	78	237	Auto	Auto	2	186	372	Up	DE	A2
MvSl-1064-A2-R4_MC11g10919	50	153	Auto	Auto	1	114	114	NON	NON	A2
MvSl-1064-A2-R4_MC11g10920	1741	5226	Auto	Auto	7	109	763	Up	DE	A2
MvSl-1064-A2-R4_MC11g10921	539	1620	Auto	Auto	3	73	219	NON	NON	A2
MvSl-1064-A2-R4_MC11g10923	109	330	Auto	Auto	1	43	43	NON	NON	A2
MvSl-1064-A2-R4_MC11g10924	264	795	Auto	Auto	1	104	104	NON	NON	A2
MvSl-1064-A2-R4_MC11g10925	171	516	Auto	Auto	4	56	224	NON	NON	A2
MvSl-1064-A2-R4_MC11g10926	2285	6858	Auto	Auto	9	113.111	1018	NON	NON	A2
MvSl-1064-A2-R4_MC11g10927	861	2586	Auto	Auto	3	147	441	NON	NON	A2
MvSl-1064-A2-R4_MC11g10928	203	612	Auto	Auto	2	77	154	NON	NON	A2
MvSl-1064-A2-R4_MC11g10929	786	2361	Auto	Auto	5	67.2	336	NON	NON	A2
MvSl-1064-A2-R4_MC11g10932	493	1482	Auto	Auto	4	97	388	NON	NON	A2
MvSl-1064-A2-R4_MC11g10933	515	1548	Auto	Auto	4	85	340	NON	NON	A2
MvSl-1064-A2-R4_MC11g10934	596	1791	Auto	Auto	4	86.25	345	NON	NON	A2
MvSl-1064-A2-R4_MC11g10935	70	213	Auto	Auto	1	284	284	NON	NON	A2
MvSl-1064-A2-R4_MC11g10936	499	1500	Auto	Auto	2	98	196	NON	NON	A2
MvSl-1064-A2-R4_MC11g10938	418	1257	Auto	Auto	3	63.3333	190	NON	NON	A2
MvSl-1064-A2-R4_MC11g10939	984	2955	Auto	Auto	12	81.5	978	NON	NON	A2
MvSl-1064-A2-R4_MC11g10940	321	966	Auto	Auto	5	120.8	604	NON	NON	A2
MvSl-1064-A2-R4_MC11g10941	82	249	Auto	Auto	3	82.3333	247	NON	NON	A2
MvSl-1064-A2-R4_MC11g10942	232	699	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC11g10943	207	624	Auto	Auto	3	76.3333	229	NON	NON	A2
MvSl-1064-A2-R4_MC11g10944	416	1251	Auto	Auto	4	101	404	NON	NON	A2
MvSl-1064-A2-R4_MC11g10945	133	402	Auto	Auto	3	85	255	NON	NON	A2
MvSl-1064-A2-R4_MC11g10946	511	1536	Auto	Auto	4	109.75	439	NON	NON	A2
MvSl-1064-A2-R4_MC11g10947	273	822	Auto	Auto	4	70.5	282	NON	NON	A2
MvSl-1064-A2-R4_MC11g10948	136	411	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC11g10950	226	681	Auto	Auto	2	352	704	Up	DE	A2
MvSl-1064-A2-R4_MC11g10952	85	258	Auto	Auto	1	140	140	Down	DE	A2
MvSl-1064-A2-R4_MC11g10953	162	489	Auto	Auto	7	128.714	901	NON	NON	A2
MvSl-1064-A2-R4_MC11g10954	237	714	Auto	Auto	3	87.3333	262	NON	NON	A2
MvSl-1064-A2-R4_MC11g10955	73	222	Auto	Auto	1	53	53	NON	NON	A2
MvSl-1064-A2-R4_MC11g10956	207	624	Auto	Auto	6	98.1667	589	NON	NON	A2
MvSl-1064-A2-R4_MC11g10957	338	1017	Auto	Auto	2	83.5	167	NON	NON	A2
MvSl-1064-A2-R4_MC11g10959	785	2358	Auto	Auto	6	78.6667	472	NON	NON	A2
MvSl-1064-A2-R4_MC11g10960	423	1272	Auto	Auto	1	89	89	NON	NON	A2
MvSl-1064-A2-R4_MC11g10961	399	1200	Auto	Auto	5	91.8	459	NON	NON	A2
MvSl-1064-A2-R4_MC11g10962	131	396	Auto	Auto	3	102	306	NON	NON	A2
MvSl-1064-A2-R4_MC11g10963	134	405	Auto	Auto	1	74	74	NON	NON	A2
MvSl-1064-A2-R4_MC11g10967	201	606	Auto	Auto	3	86.6667	260	NON	NON	A2
MvSl-1064-A2-R4_MC11g10968	664	1995	Auto	Auto	6	79.8333	479	NON	NON	A2
MvSl-1064-A2-R4_MC11g10969	641	1926	Auto	Auto	9	92.2222	830	NON	NON	A2
MvSl-1064-A2-R4_MC11g10970	649	1950	Auto	Auto	2	66.5	133	NON	NON	A2
MvSl-1064-A2-R4_MC11g10971	630	1893	Auto	Auto	3	180.667	542	NON	NON	A2
MvSl-1064-A2-R4_MC11g10972	325	978	Auto	Auto	4	88	352	NON	NON	A2
MvSl-1064-A2-R4_MC11g10973	426	1281	Auto	Auto	2	69	138	NON	NON	A2
MvSl-1064-A2-R4_MC11g10974	1218	3657	Auto	Auto	8	152.875	1223	NON	NON	A2
MvSl-1064-A2-R4_MC11g10975	71	216	Auto	Auto	1	76	76	NON	NON	A2
MvSl-1064-A2-R4_MC11g10976	752	2259	Auto	Auto	1	60	60	NON	NON	A2
MvSl-1064-A2-R4_MC11g10977	1035	3108	Auto	Auto	5	72.6	363	NON	NON	A2
MvSl-1064-A2-R4_MC11g10981	552	1659	Auto	Auto	5	91.2	456	NON	NON	A2
MvSl-1064-A2-R4_MC11g10982	93	282	Auto	Auto	1	89	89	NON	NON	A2
MvSl-1064-A2-R4_MC11g10984	343	1032	Auto	Auto	6	90.6667	544	NON	NON	A2
MvSl-1064-A2-R4_MC11g10985	571	1716	Auto	Auto	7	106.857	748	NON	NON	A2
MvSl-1064-A2-R4_MC11g10986	232	699	Auto	Auto	3	79.3333	238	Up	DE	A2
MvSl-1064-A2-R4_MC11g10987	151	456	Auto	Auto	5	100.2	501	Down	DE	A2
MvSl-1064-A2-R4_MC11g10988	1287	3864	Auto	Auto	7	83.2857	583	NON	NON	A2
MvSl-1064-A2-R4_MC11g10989	661	1986	Auto	Auto	2	82	164	NON	NON	A2
MvSl-1064-A2-R4_MC11g10990	91	276	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC11g10991	658	1977	Auto	Auto	3	64.3333	193	NON	NON	A2
MvSl-1064-A2-R4_MC11g10992	972	2919	Auto	Auto	3	131.333	394	NON	NON	A2
MvSl-1064-A2-R4_MC11g10995	948	2847	Auto	Auto	4	147.25	589	Down	DE	A2
MvSl-1064-A2-R4_MC11g10997	838	2517	Auto	Auto	2	171	342	NON	NON	A2
MvSl-1064-A2-R4_MC11g11000	1226	3681	Auto	Auto	1	54	54	Up	DE	A2
MvSl-1064-A2-R4_MC11g11003	1467	4404	Auto	Auto	1	291	291	NON	NON	A2
MvSl-1064-A2-R4_MC12g11012	362	1089	Auto	Auto	3	126	378	NON	NON	A2
MvSl-1064-A2-R4_MC12g11013	389	1170	Auto	Auto	3	126.667	380	NON	NON	A2
MvSl-1064-A2-R4_MC12g11014	382	1149	Auto	Auto	2	93	186	NON	NON	A2
MvSl-1064-A2-R4_MC12g11015	945	2838	Auto	Auto	4	158.5	634	NON	NON	A2
MvSl-1064-A2-R4_MC12g11016	289	870	Auto	Auto	4	98.5	394	NON	NON	A2
MvSl-1064-A2-R4_MC12g11017	112	339	Auto	Auto	1	108	108	NON	NON	A2
MvSl-1064-A2-R4_MC12g11018	722	2169	Auto	Auto	2	79.5	159	NON	NON	A2
MvSl-1064-A2-R4_MC12g11019	772	2319	Auto	Auto	4	168.5	674	NON	NON	A2
MvSl-1064-A2-R4_MC12g11020	62	189	Auto	Auto	1	144	144	NON	NON	A2
MvSl-1064-A2-R4_MC12g11021	65	198	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11022	552	1659	Auto	Auto	8	83.75	670	NON	NON	A2
MvSl-1064-A2-R4_MC12g11024	499	1500	Auto	Auto	4	82.75	331	Down	DE	A2
MvSl-1064-A2-R4_MC12g11025	81	246	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11026	806	2421	Auto	Auto	2	94	188	NON	NON	A2
MvSl-1064-A2-R4_MC12g11028	614	1845	Auto	Auto	5	80.6	403	NON	NON	A2
MvSl-1064-A2-R4_MC12g11029	221	666	Auto	Auto	3	72	216	NON	NON	A2
MvSl-1064-A2-R4_MC12g11030	414	1245	Auto	Auto	4	92.75	371	NON	NON	A2
MvSl-1064-A2-R4_MC12g11031	951	2856	Auto	Auto	3	93	279	NON	NON	A2
MvSl-1064-A2-R4_MC12g11032	279	840	Auto	Auto	1	77	77	NON	NON	A2
MvSl-1064-A2-R4_MC12g11033	347	1044	Auto	Auto	4	88	352	NON	NON	A2
MvSl-1064-A2-R4_MC12g11034	397	1194	Auto	Auto	5	94.2	471	NON	NON	A2
MvSl-1064-A2-R4_MC12g11035	43	132	Auto	Auto	3	93	279	NON	NON	A2
MvSl-1064-A2-R4_MC12g11036	150	453	Auto	Auto	2	85.5	171	NON	NON	A2
MvSl-1064-A2-R4_MC12g11037	482	1449	Auto	Auto	4	122	488	NON	NON	A2
MvSl-1064-A2-R4_MC12g11038	611	1836	Auto	Auto	3	79	237	NON	NON	A2
MvSl-1064-A2-R4_MC12g11039	1581	4746	Auto	Auto	6	107.833	647	Down	DE	A2
MvSl-1064-A2-R4_MC12g11040	451	1356	Auto	Auto	3	67.6667	203	NON	NON	A2
MvSl-1064-A2-R4_MC12g11042	76	231	Auto	Auto	1	95	95	Up	DE	A2
MvSl-1064-A2-R4_MC12g11043	1339	4020	Auto	Auto	8	92.375	739	NON	NON	A2
MvSl-1064-A2-R4_MC12g11044	193	582	Auto	Auto	4	75.5	302	NON	NON	A2
MvSl-1064-A2-R4_MC12g11045	51	156	Auto	Auto	2	99	198	NON	NON	A2
MvSl-1064-A2-R4_MC12g11046	823	2472	Auto	Auto	11	87.4545	962	NON	NON	A2
MvSl-1064-A2-R4_MC12g11047	1222	3669	Auto	Auto	15	76.9333	1154	NON	NON	A2
MvSl-1064-A2-R4_MC12g11048	689	2070	Auto	Auto	6	76	455	NON	NON	A2
MvSl-1064-A2-R4_MC12g11053	1089	3270	Auto	Auto	2	102	204	NON	NON	A2
MvSl-1064-A2-R4_MC12g11054	736	2211	Auto	Auto	5	100.2	501	NON	NON	A2
MvSl-1064-A2-R4_MC12g11055	287	864	Auto	Auto	2	174	348	Up	DE	A2
MvSl-1064-A2-R4_MC12g11056	417	1254	Auto	Auto	5	95.6	478	NON	NON	A2
MvSl-1064-A2-R4_MC12g11057	2534	7605	Auto	Auto	8	70.75	566	NON	NON	A2
MvSl-1064-A2-R4_MC12g11058	393	1182	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11059	317	954	Auto	Auto	4	128.25	513	NON	NON	A2
MvSl-1064-A2-R4_MC12g11060	952	2859	Auto	Auto	4	92	368	NON	NON	A2
MvSl-1064-A2-R4_MC12g11061	1669	5010	Auto	Auto	4	94.75	379	NON	NON	A2
MvSl-1064-A2-R4_MC12g11062	394	1185	Auto	Auto	7	90.8571	636	NON	NON	A2
MvSl-1064-A2-R4_MC12g11063	80	243	Auto	Auto	1	247	247	NON	NON	A2
MvSl-1064-A2-R4_MC12g11065	85	258	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11067	265	798	Auto	Auto	1	133	133	NON	NON	A2
MvSl-1064-A2-R4_MC12g11068	1796	5391	Auto	Auto	9	72.4444	652	NON	NON	A2
MvSl-1064-A2-R4_MC12g11069	1151	3456	Auto	Auto	11	86.5455	952	NON	NON	A2
MvSl-1064-A2-R4_MC12g11070	514	1545	Auto	Auto	4	79.75	319	Up	DE	A2
MvSl-1064-A2-R4_MC12g11071	69	210	Auto	Auto	1	138	138	NON	NON	A2
MvSl-1064-A2-R4_MC12g11072	62	189	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11073	89	270	Auto	Auto	1	55	55	Down	DE	A2
MvSl-1064-A2-R4_MC12g11074	866	2601	Auto	Auto	1	81	81	NON	NON	A2
MvSl-1064-A2-R4_MC12g11075	343	1032	Auto	Auto	2	169	338	NON	NON	A2
MvSl-1064-A2-R4_MC12g11076	490	1473	Auto	Auto	3	88.3333	265	NON	NON	A2
MvSl-1064-A2-R4_MC12g11077	495	1488	Auto	Auto	4	87.75	351	NON	NON	A2
MvSl-1064-A2-R4_MC12g11078	435	1308	Auto	Auto	1	68	68	NON	NON	A2
MvSl-1064-A2-R4_MC12g11079	533	1602	Auto	Auto	2	82	164	NON	NON	A2
MvSl-1064-A2-R4_MC12g11080	696	2091	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11081	107	324	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11082	121	366	Auto	Auto	2	127	254	NON	NON	A2
MvSl-1064-A2-R4_MC12g11084	625	1878	Auto	Auto	2	129	258	NON	NON	A2
MvSl-1064-A2-R4_MC12g11085	52	159	Auto	Auto	1	118	118	NON	NON	A2
MvSl-1064-A2-R4_MC12g11086	772	2319	Auto	Auto	3	162.667	488	NON	NON	A2
MvSl-1064-A2-R4_MC12g11087	518	1557	Auto	Auto	4	89.75	359	NON	NON	A2
MvSl-1064-A2-R4_MC12g11088	586	1761	Auto	Auto	5	75.2	376	NON	NON	A2
MvSl-1064-A2-R4_MC12g11089	204	615	Auto	Auto	3	86.6667	260	NON	NON	A2
MvSl-1064-A2-R4_MC12g11090	826	2481	Auto	Auto	4	106	424	NON	NON	A2
MvSl-1064-A2-R4_MC12g11091	249	750	Auto	Auto	4	87	348	NON	NON	A2
MvSl-1064-A2-R4_MC12g11093	100	303	Auto	Auto	4	84.5	338	NON	NON	A2
MvSl-1064-A2-R4_MC12g11094	88	267	Auto	Auto	3	117.667	353	NON	NON	A2
MvSl-1064-A2-R4_MC12g11095	202	609	Auto	Auto	6	95.1667	571	NON	NON	A2
MvSl-1064-A2-R4_MC12g11096	970	2913	Auto	Auto	6	75.3333	452	NON	NON	A2
MvSl-1064-A2-R4_MC12g11097	138	417	Auto	Auto	1	99	99	NON	NON	A2
MvSl-1064-A2-R4_MC12g11098	506	1521	Auto	Auto	5	88.6	443	NON	NON	A2
MvSl-1064-A2-R4_MC12g11099	450	1353	Auto	Auto	6	83.5	501	NON	NON	A2
MvSl-1064-A2-R4_MC12g11100	533	1602	Auto	Auto	3	61.6667	185	NON	NON	A2
MvSl-1064-A2-R4_MC12g11101	811	2436	Auto	Auto	2	129.5	259	NON	NON	A2
MvSl-1064-A2-R4_MC12g11102	1678	5037	Auto	Auto	5	75.4	377	NON	NON	A2
MvSl-1064-A2-R4_MC12g11103	1809	5430	Auto	Auto	5	76.2	381	NON	NON	A2
MvSl-1064-A2-R4_MC12g11104	1430	4293	Auto	Auto	4	75.5	302	NON	NON	A2
MvSl-1064-A2-R4_MC12g11107	1831	5496	Auto	Auto	10	67.7	677	NON	NON	A2
MvSl-1064-A2-R4_MC12g11108	571	1716	Auto	Auto	4	187.5	750	NON	NON	A2
MvSl-1064-A2-R4_MC12g11109	892	2679	Auto	Auto	1	66	66	NON	NON	A2
MvSl-1064-A2-R4_MC12g11110	275	828	Auto	Auto	8	74.875	599	NON	NON	A2
MvSl-1064-A2-R4_MC12g11111	1584	4755	Auto	Auto	6	70.6667	424	NON	NON	A2
MvSl-1064-A2-R4_MC12g11112	100	303	Auto	Auto	2	98	196	NON	NON	A2
MvSl-1064-A2-R4_MC12g11113	559	1680	Auto	Auto	3	75	225	NON	NON	A2
MvSl-1064-A2-R4_MC12g11114	707	2124	Auto	Auto	3	65.3333	196	NON	NON	A2
MvSl-1064-A2-R4_MC12g11115	407	1224	Auto	Auto	6	96.5	579	NON	NON	A2
MvSl-1064-A2-R4_MC12g11116	288	867	Auto	Auto	7	82.4286	577	NON	NON	A2
MvSl-1064-A2-R4_MC12g11117	308	927	Auto	Auto	4	83.5	334	NON	NON	A2
MvSl-1064-A2-R4_MC12g11118	512	1539	Auto	Auto	4	91	364	NON	NON	A2
MvSl-1064-A2-R4_MC12g11119	841	2526	Auto	Auto	2	92.5	185	NON	NON	A2
MvSl-1064-A2-R4_MC12g11120	77	234	Auto	Auto	1	139	139	NON	NON	A2
MvSl-1064-A2-R4_MC12g11121	695	2088	Auto	Auto	2	58	116	NON	NON	A2
MvSl-1064-A2-R4_MC12g11122	404	1215	Auto	Auto	3	80.3333	241	NON	NON	A2
MvSl-1064-A2-R4_MC12g11123	668	2007	Auto	Auto	7	69.5714	487	NON	NON	A2
MvSl-1064-A2-R4_MC12g11125	168	507	Auto	Auto	1	58	58	NON	NON	A2
MvSl-1064-A2-R4_MC12g11129	662	1989	Auto	Auto	6	92.5	555	NON	NON	A2
MvSl-1064-A2-R4_MC12g11130	529	1590	Auto	Auto	7	80.4286	563	NON	NON	A2
MvSl-1064-A2-R4_MC12g11131	290	873	Auto	Auto	2	78.5	157	NON	NON	A2
MvSl-1064-A2-R4_MC12g11132	88	267	Auto	Auto	2	211	422	NON	NON	A2
MvSl-1064-A2-R4_MC12g11133	354	1065	Auto	Auto	6	88.5	531	NON	NON	A2
MvSl-1064-A2-R4_MC12g11137	381	1146	Auto	Auto	5	56.2	281	NON	NON	A2
MvSl-1064-A2-R4_MC12g11141	1010	3033	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11142	526	1581	Auto	Auto	2	70	140	NON	NON	A2
MvSl-1064-A2-R4_MC12g11143	749	2250	Auto	Auto	14	73.3571	1027	NON	NON	A2
MvSl-1064-A2-R4_MC12g11144	1267	3804	Auto	Auto	16	72.625	1162	NON	NON	A2
MvSl-1064-A2-R4_MC12g11145	864	2595	Auto	Auto	10	93.3	933	NON	NON	A2
MvSl-1064-A2-R4_MC12g11146	385	1158	Auto	Auto	3	66.6667	200	NON	NON	A2
MvSl-1064-A2-R4_MC12g11147	121	366	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11148	456	1371	Auto	Auto	3	82.3333	247	NON	NON	A2
MvSl-1064-A2-R4_MC12g11149	192	579	Auto	Auto	4	78.25	313	NON	NON	A2
MvSl-1064-A2-R4_MC12g11150	558	1677	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11151	225	678	Auto	Auto	4	92.5	370	NON	NON	A2
MvSl-1064-A2-R4_MC12g11152	965	2898	Auto	Auto	7	86.4286	605	NON	NON	A2
MvSl-1064-A2-R4_MC12g11153	1120	3363	Auto	Auto	5	145	725	NON	NON	A2
MvSl-1064-A2-R4_MC12g11155	497	1494	Auto	Auto	3	67	201	NON	NON	A2
MvSl-1064-A2-R4_MC12g11156	91	276	Auto	Auto	2	92.5	185	NON	NON	A2
MvSl-1064-A2-R4_MC12g11157	394	1185	Auto	Auto	5	83.2	416	NON	NON	A2
MvSl-1064-A2-R4_MC12g11159	1065	3198	Auto	Auto	11	83	913	Up	DE	A2
MvSl-1064-A2-R4_MC12g11160	537	1614	Auto	Auto	5	112.2	561	NON	NON	A2
MvSl-1064-A2-R4_MC12g11161	513	1542	Auto	Auto	6	83.5	501	NON	NON	A2
MvSl-1064-A2-R4_MC12g11164	895	2688	Auto	Auto	2	76	152	NON	NON	A2
MvSl-1064-A2-R4_MC12g11165	379	1140	Auto	Auto	6	78.1667	469	NON	NON	A2
MvSl-1064-A2-R4_MC12g11166	486	1461	Auto	Auto	5	113	565	NON	NON	A2
MvSl-1064-A2-R4_MC12g11167	84	255	Auto	Auto	1	119	119	NON	NON	A2
MvSl-1064-A2-R4_MC12g11168	392	1179	Auto	Auto	7	128.286	898	NON	NON	A2
MvSl-1064-A2-R4_MC12g11169	506	1521	Auto	Auto	1	87	87	NON	NON	A2
MvSl-1064-A2-R4_MC12g11170	192	579	Auto	Auto	1	86	86	NON	NON	A2
MvSl-1064-A2-R4_MC12g11171	644	1935	Auto	Auto	3	70.3333	211	NON	NON	A2
MvSl-1064-A2-R4_MC12g11172	603	1812	Auto	Auto	4	99.25	397	NON	NON	A2
MvSl-1064-A2-R4_MC12g11173	548	1647	Auto	Auto	7	86.4286	605	NON	NON	A2
MvSl-1064-A2-R4_MC12g11174	340	1023	Auto	Auto	3	483.333	1450	NON	NON	A2
MvSl-1064-A2-R4_MC12g11175	115	348	Auto	Auto	1	0	0	Up	DE	A2
MvSl-1064-A2-R4_MC12g11176	328	987	Auto	Auto	5	78.8	394	NON	NON	A2
MvSl-1064-A2-R4_MC12g11177	261	786	Auto	Auto	1	147	147	NON	NON	A2
MvSl-1064-A2-R4_MC12g11178	658	1977	Auto	Auto	4	72	288	NON	NON	A2
MvSl-1064-A2-R4_MC12g11179	185	558	Auto	Auto	4	146.75	587	NON	NON	A2
MvSl-1064-A2-R4_MC12g11180	143	432	Auto	Auto	4	93.25	373	NON	NON	A2
MvSl-1064-A2-R4_MC12g11181	658	1977	Auto	Auto	2	60.5	121	NON	NON	A2
MvSl-1064-A2-R4_MC12g11182	1540	4623	Auto	Auto	3	76.6667	230	NON	NON	A2
MvSl-1064-A2-R4_MC12g11183	713	2142	Auto	Auto	6	98.1667	589	NON	NON	A2
MvSl-1064-A2-R4_MC12g11184	1324	3975	Auto	Auto	1	111	111	NON	NON	A2
MvSl-1064-A2-R4_MC12g11185	319	960	Auto	Auto	5	80.8	404	NON	NON	A2
MvSl-1064-A2-R4_MC12g11186	493	1482	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11187	320	963	Auto	Auto	6	81	486	NON	NON	A2
MvSl-1064-A2-R4_MC12g11188	294	885	Auto	Auto	1	97	97	NON	NON	A2
MvSl-1064-A2-R4_MC12g11189	103	312	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11190	842	2529	Auto	Auto	7	84.2857	590	NON	NON	A2
MvSl-1064-A2-R4_MC12g11191	103	312	Auto	Auto	1	52	52	NON	NON	A2
MvSl-1064-A2-R4_MC12g11192	103	312	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11193	1802	5409	Auto	Auto	6	66.8333	401	NON	NON	A2
MvSl-1064-A2-R4_MC12g11194	833	2502	Auto	Auto	2	66.5	133	NON	NON	A2
MvSl-1064-A2-R4_MC12g11195	735	2208	Auto	Auto	2	122	244	NON	NON	A2
MvSl-1064-A2-R4_MC12g11196	905	2718	Auto	Auto	6	83	498	NON	NON	A2
MvSl-1064-A2-R4_MC12g11197	303	912	Auto	Auto	3	75.6667	227	NON	NON	A2
MvSl-1064-A2-R4_MC12g11198	547	1644	Auto	Auto	4	79	316	NON	NON	A2
MvSl-1064-A2-R4_MC12g11199	204	615	Auto	Auto	1	90	90	NON	NON	A2
MvSl-1064-A2-R4_MC12g11200	1397	4194	Auto	Auto	3	76.6667	230	NON	NON	A2
MvSl-1064-A2-R4_MC12g11201	675	2028	Auto	Auto	2	78	156	NON	NON	A2
MvSl-1064-A2-R4_MC12g11202	1054	3165	Auto	Auto	5	72.8	364	NON	NON	A2
MvSl-1064-A2-R4_MC12g11203	467	1404	Auto	Auto	4	102	408	NON	NON	A2
MvSl-1064-A2-R4_MC12g11204	227	684	Auto	Auto	4	94.5	378	NON	NON	A2
MvSl-1064-A2-R4_MC12g11205	338	1017	Auto	Auto	6	106.667	640	NON	NON	A2
MvSl-1064-A2-R4_MC12g11206	510	1533	Auto	Auto	7	119.286	835	NON	NON	A2
MvSl-1064-A2-R4_MC12g11207	1395	4188	Auto	Auto	4	85.5	342	Down	DE	A2
MvSl-1064-A2-R4_MC12g11208	497	1494	Auto	Auto	1	74	74	NON	NON	A2
MvSl-1064-A2-R4_MC12g11209	702	2109	Auto	Auto	6	71.8333	431	NON	NON	A2
MvSl-1064-A2-R4_MC12g11210	337	1014	Auto	Auto	2	98	196	NON	NON	A2
MvSl-1064-A2-R4_MC12g11211	168	507	Auto	Auto	3	90	270	NON	NON	A2
MvSl-1064-A2-R4_MC12g11212	124	375	Auto	Auto	2	62.5	125	NON	NON	A2
MvSl-1064-A2-R4_MC12g11213	247	744	Auto	Auto	5	130.8	654	NON	NON	A2
MvSl-1064-A2-R4_MC12g11214	759	2280	Auto	Auto	7	72.5714	508	NON	NON	A2
MvSl-1064-A2-R4_MC12g11215	300	903	Auto	Auto	4	110.25	441	NON	NON	A2
MvSl-1064-A2-R4_MC12g11216	638	1917	Auto	Auto	3	125	375	NON	NON	A2
MvSl-1064-A2-R4_MC12g11219	409	1230	Auto	Auto	6	70	420	NON	NON	A2
MvSl-1064-A2-R4_MC12g11220	1305	3918	Auto	Auto	2	75.5	151	NON	NON	A2
MvSl-1064-A2-R4_MC12g11221	404	1215	Auto	Auto	8	106.25	850	NON	NON	A2
MvSl-1064-A2-R4_MC12g11222	402	1209	Auto	Auto	3	74.6667	224	NON	NON	A2
MvSl-1064-A2-R4_MC12g11223	491	1476	Auto	Auto	5	106.2	531	NON	NON	A2
MvSl-1064-A2-R4_MC12g11225	794	2385	Auto	Auto	4	112.5	450	NON	NON	A2
MvSl-1064-A2-R4_MC12g11227	588	1767	Auto	Auto	1	195	195	NON	NON	A2
MvSl-1064-A2-R4_MC12g11228	585	1758	Auto	Auto	4	110.75	443	NON	NON	A2
MvSl-1064-A2-R4_MC12g11229	189	570	Auto	Auto	2	75.5	151	Up	DE	A2
MvSl-1064-A2-R4_MC12g11231	383	1152	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC12g11232	481	1446	Auto	Auto	3	113	339	NON	NON	A2
MvSl-1064-A2-R4_MC12g11233	319	960	Auto	Auto	2	94	188	NON	NON	A2
MvSl-1064-A2-R4_MC12g11234	477	1434	Auto	Auto	5	102.4	512	NON	NON	A2
MvSl-1064-A2-R4_MC12g11235	218	657	Auto	Auto	2	159	318	NON	NON	A2
MvSl-1064-A2-R4_MC12g11236	591	1776	Auto	Auto	6	110.2	551	NON	NON	A2
MvSl-1064-A2-R4_MC12g11237	165	498	Auto	Auto	3	107.333	322	NON	NON	A2
MvSl-1064-A2-R4_MC12g11239	590	1773	Auto	Auto	5	96.6	483	NON	NON	A2
MvSl-1064-A2-R4_MC12g11240	440	1323	Auto	Auto	8	92.375	739	NON	NON	A2
MvSl-1064-A2-R4_MC12g11241	1276	3831	Auto	Auto	15	74.8	1122	NON	NON	A2
