gid	TEaverage	averageGC3	averageGC0	intronmeannr	intronmeanlength	intronmeantotal	Part8	youngold	logFC.A1.A2	abs	a1prot	a2prot	meanprot	ratioprot	DE	DE2	a1cds	a2cds	ratiocds	meancds
MvSl-1064-A1-R4_MC12g10971	0.235294118	67.75	67.75	5	102.4	512	Auto	Auto	-0.008241583	0.008241583	477	477	477	1	NON	NON	1434	1434	1	1434
MvSl-1064-A1-R4_MC12g10972	0.235294118	61.035	61.035	2	159	318	Auto	Auto	-0.071632867	0.071632867	218	218	218	1	NON	NON	657	657	1	657
MvSl-1064-A1-R4_MC12g10973	0.235294118	60.57	60.98	5.5	107.6	590.5	Auto	Auto	-0.000540072	0.000540072	617	591	604	1.043993232	NON	NON	1854	1776	1.043918919	1815
MvSl-1064-A1-R4_MC12g10974	0.235294118	58.735	58.735	3	107.333	322	Auto	Auto	0.751066543	0.751066543	165	165	165	1	NON	NON	498	498	1	498
MvSl-1064-A1-R4_MC12g10976	0.235294118	57.955	57.955	5	96.6	483	Auto	Auto	0.019945705	0.019945705	590	590	590	1	NON	NON	1773	1773	1	1773
MvSl-1064-A1-R4_MC12g10977	0	60.96	60.96	8	92.375	739	Auto	Auto	-0.354090334	0.354090334	440	440	440	1	NON	NON	1323	1323	1	1323
MvSl-1064-A1-R4_MC12g10978	0	62.02	62.02	15	74.8	1122	Auto	Auto	0.000641973	0.000641973	1276	1276	1276	1	NON	NON	3831	3831	1	3831
MvSl-1064-A1-R4_MC12g10979	0.117647059	62.475	62.475	5	104.4	522	Auto	Auto	0.059735224	0.059735224	599	599	599	1	NON	NON	1800	1800	1	1800
MvSl-1064-A1-R4_MC12g10981	0.117647059	59.41	59.41	5	68.6	343	Auto	Auto	0.074149583	0.074149583	897	897	897	1	NON	NON	2694	2694	1	2694
MvSl-1064-A1-R4_MC12g10982	0.117647059	57.58	57.58	4	81.5	326	Auto	Auto	-0.01859948	0.01859948	518	518	518	1	NON	NON	1557	1557	1	1557
MvSl-1064-A1-R4_MC12g10983	0.117647059	61.715	61.715	1	90	90	Auto	Auto	0.069598413	0.069598413	110	110	110	1	NON	NON	333	333	1	333
MvSl-1064-A1-R4_MC12g10984	0.117647059	62.425	62.425	6	87.1667	523	Auto	Auto	0.281112472	0.281112472	392	392	392	1	NON	NON	1179	1179	1	1179
MvSl-1064-A1-R4_MC12g10985	0.117647059	54.385	54.385	1	44	44	Auto	Auto	0.593315893	0.593315893	37	37	37	1	NON	NON	114	114	1	114
MvSl-1064-A1-R4_MC12g10986	0.117647059	55.46	55.46	1	0	0	Auto	Auto	0.424384694	0.424384694	57	57	57	1	NON	NON	174	174	1	174
MvSl-1064-A1-R4_MC12g10988	0.117647059	46.1	46.1	1	0	0	Auto	Auto	-0.052411397	0.052411397	93	93	93	1	NON	NON	282	282	1	282
MvSl-1064-A1-R4_MC12g10989	0.117647059	54.29	54.29	2	60	120	Auto	Auto	-0.932000816	0.932000816	760	760	760	1	Down	DE	2283	2283	1	2283
MvSl-1064-A1-R4_MC12g10991	0.117647059	58.82	58.82	3	119.667	359	Auto	Auto	0.83858007	0.83858007	171	171	171	1	NON	NON	516	516	1	516
MvSl-1064-A1-R4_MC12g10992	0.117647059	66.375	66.375	5	146.6	733	Auto	Auto	0.092337396	0.092337396	513	513	513	1	NON	NON	1542	1542	1	1542
MvSl-1064-A1-R4_MC12g10993	0.117647059	55.125	55.125	3	193.333	580	Auto	Auto	-0.030866692	0.030866692	243	243	243	1	NON	NON	732	732	1	732
MvSl-1064-A1-R4_MC12g10994	0.117647059	61.665	61.665	6	105.667	634	Auto	Auto	-0.547669939	0.547669939	399	399	399	1	NON	NON	1200	1200	1	1200
MvSl-1064-A1-R4_MC12g10995	0.117647059	66.67	66.67	1	99	99	Auto	Auto	-0.207687841	0.207687841	419	419	419	1	NON	NON	1260	1260	1	1260
MvSl-1064-A1-R4_MC12g10996	0.117647059	60.235	60.235	7	92	644	Auto	Auto	-0.014508935	0.014508935	315	315	315	1	NON	NON	948	948	1	948
MvSl-1064-A1-R4_MC12g10997	0.117647059	57.175	57.175	2	144.5	289	Auto	Auto	0.127589775	0.127589775	143	143	143	1	NON	NON	432	432	1	432
MvSl-1064-A1-R4_MC12g10998	0.117647059	65.345	65.345	4	90.75	363	Auto	Auto	-0.091434728	0.091434728	1689	1689	1689	1	NON	NON	5070	5070	1	5070
MvSl-1064-A1-R4_MC12g10999	0	56.745	56.745	1	73	73	Auto	Auto	-0.142612304	0.142612304	167	167	167	1	NON	NON	504	504	1	504
MvSl-1064-A1-R4_MC12g11000	0	50.95	50.95	1	0	0	Auto	Auto	-0.187316012	0.187316012	69	69	69	1	NON	NON	210	210	1	210
MvSl-1064-A1-R4_MC12g11001	0	63.13	63.13	2	259.5	519	Auto	Auto	0.087481218	0.087481218	381	381	381	1	NON	NON	1146	1146	1	1146
MvSl-1064-A1-R4_MC12g11002	0	62.635	62.635	7	73.7143	516	Auto	Auto	-0.047064183	0.047064183	950	950	950	1	NON	NON	2853	2853	1	2853
MvSl-1064-A1-R4_MC12g11003	0	69.375	69.375	6	136.833	821	Auto	Auto	0.242321576	0.242321576	842	842	842	1	NON	NON	2529	2529	1	2529
MvSl-1064-A1-R4_MC12g11004	0	60.72	60.72	3	110.333	331	Auto	Auto	-0.556798822	0.556798822	932	932	932	1	NON	NON	2799	2799	1	2799
MvSl-1064-A1-R4_MC12g11005	0	59.565	59.565	1	134	134	Auto	Auto	1.009915293	1.009915293	53	53	53	1	Up	DE	162	162	1	162
MvSl-1064-A1-R4_MC12g11006	0.235294118	64.87	64.87	6	88.6667	532	Auto	Auto	-0.247893173	0.247893173	741	741	741	1	NON	NON	2226	2226	1	2226
MvSl-1064-A1-R4_MC12g11007	0.235294118	60.57	60.57	1	59	59	Auto	Auto	-0.237022757	0.237022757	524	524	524	1	NON	NON	1575	1575	1	1575
MvSl-1064-A1-R4_MC12g11008	0.235294118	59.67	59.67	11	70.4545	775	Auto	Auto	-0.37695825	0.37695825	1595	1595	1595	1	NON	NON	4788	4788	1	4788
MvSl-1064-A1-R4_MC12g11009	0.235294118	59.675	59.585	7	76.57145	536	Auto	Auto	-0.082966675	0.082966675	545	552	548.5	0.987318841	NON	NON	1659	1638	1.012820513	1648.5
MvSl-1064-A1-R4_MC12g11010	0.235294118	63.23	63.23	6	98	588	Auto	Auto	-0.292856416	0.292856416	945	945	945	1	NON	NON	2838	2838	1	2838
MvSl-1064-A1-R4_MC12g11013	0.235294118	65.77	65.77	3	133.333	400	Auto	Auto	-0.661772896	0.661772896	447	447	447	1	NON	NON	1344	1344	1	1344
MvSl-1064-A1-R4_MC12g11014	0.235294118	60.49	60.49	4	78	312	Auto	Auto	-0.055751237	0.055751237	328	328	328	1	NON	NON	987	987	1	987
MvSl-1064-A1-R4_MC12g11015	0.235294118	57.725	57.725	1	94	94	Auto	Auto	-0.076154343	0.076154343	232	232	232	1	NON	NON	699	699	1	699
MvSl-1064-A1-R4_MC12g11016	0.235294118	63.275	63.275	2	100.5	201	Auto	Auto	-0.60587336	0.60587336	732	732	732	1	NON	NON	2199	2199	1	2199
MvSl-1064-A1-R4_MC12g11017	0.235294118	57.305	57.305	6	83.5	501	Auto	Auto	-0.010351875	0.010351875	761	761	761	1	NON	NON	2286	2286	1	2286
MvSl-1064-A1-R4_MC12g11018	0.235294118	58.005	58.005	2	127.5	255	Auto	Auto	0.837673826	0.837673826	126	126	126	1	NON	NON	381	381	1	381
MvSl-1064-A1-R4_MC12g11019	0.235294118	58.315	58.315	7	93.2857	653	Auto	Auto	-0.113105556	0.113105556	478	478	478	1	NON	NON	1437	1437	1	1437
MvSl-1064-A1-R4_MC12g11020	0.235294118	64.375	64.375	3	59.3333	178	Auto	Auto	0.753556187	0.753556187	486	486	486	1	Up	DE	1461	1461	1	1461
MvSl-1064-A1-R4_MC12g11021	0	58.415	58.415	2	128	256	Auto	Auto	0.270311615	0.270311615	409	409	409	1	NON	NON	1230	1230	1	1230
MvSl-1064-A1-R4_MC12g11022	0	56.595	56.595	5	96.8	484	Auto	Auto	0.373827218	0.373827218	426	426	426	1	NON	NON	1281	1281	1	1281
MvSl-1064-A1-R4_MC12g11023	0	59.06	58.67	6	72.37145	433	Auto	Auto	0.218330098	0.218330098	768	724	746	1.060773481	NON	NON	2307	2175	1.060689655	2241
MvSl-1064-A1-R4_MC12g11024	0	55.51	55.51	4	140	560	Auto	Auto	0.058905206	0.058905206	244	244	244	1	NON	NON	735	735	1	735
MvSl-1064-A1-R4_MC12g11025	0	58.24	58.24	3	66.6667	200	Auto	Auto	0.058913433	0.058913433	610	610	610	1	NON	NON	1833	1833	1	1833
MvSl-1064-A1-R4_MC12g11026	0	59.035	59.035	3	79.3333	238	Auto	Auto	0.279916631	0.279916631	604	604	604	1	NON	NON	1815	1815	1	1815
MvSl-1064-A1-R4_MC12g11027	0	61.285	61.285	5	73.3	366.5	Auto	Auto	-0.1959089	0.1959089	776	776	776	1	NON	NON	2331	2331	1	2331
MvSl-1064-A1-R4_MC12g11028	0	57.375	57.375	11	80.4545	885	Auto	Auto	-0.607327362	0.607327362	1192	1192	1192	1	NON	NON	3579	3579	1	3579
MvSl-1064-A1-R4_MC12g11029	0	64.805	64.805	6	105.833	635	Auto	Auto	0.085189881	0.085189881	652	652	652	1	NON	NON	1959	1959	1	1959
MvSl-1064-A1-R4_MC12g11030	0	58.69	58.69	4	74.25	297	Auto	Auto	-0.119062295	0.119062295	582	582	582	1	NON	NON	1749	1749	1	1749
MvSl-1064-A1-R4_MC12g11031	0.294117647	57.815	57.815	3	73.6667	221	Auto	Auto	-0.032347862	0.032347862	1330	1330	1330	1	NON	NON	3993	3993	1	3993
MvSl-1064-A1-R4_MC12g11032	0.294117647	65.475	65.475	3	91	273	Auto	Auto	0.038211318	0.038211318	167	167	167	1	NON	NON	504	504	1	504
MvSl-1064-A1-R4_MC12g11033	0.294117647	56.085	56.085	1	0	0	Auto	Auto	-0.020836541	0.020836541	481	481	481	1	NON	NON	1446	1446	1	1446
MvSl-1064-A1-R4_MC12g11034	0.294117647	57.7	57.7	1	0	0	Auto	Auto	-0.155031984	0.155031984	631	631	631	1	NON	NON	1896	1896	1	1896
MvSl-1064-A1-R4_MC12g11035	0.294117647	57.6	57.6	1	0	0	Auto	Auto	-0.00489779	0.00489779	170	170	170	1	NON	NON	513	513	1	513
MvSl-1064-A1-R4_MC12g11036	0.529411765	62.145	62.145	4	75.25	301	Auto	Auto	0.387960558	0.387960558	493	493	493	1	NON	NON	1482	1482	1	1482
MvSl-1064-A1-R4_MC12g11037	0.529411765	68.195	68.195	1	132	132	Auto	Auto	-0.142548087	0.142548087	871	871	871	1	NON	NON	2616	2616	1	2616
MvSl-1064-A1-R4_MC12g11038	0.647058824	58.28	58.28	3	109.333	328	Auto	Auto	-0.512046666	0.512046666	466	466	466	1	NON	NON	1401	1401	1	1401
MvSl-1064-A1-R4_MC12g11039	0.647058824	63.145	63.145	5	76.6	383	Auto	Auto	-0.242243197	0.242243197	1064	1064	1064	1	NON	NON	3195	3195	1	3195
MvSl-1064-A1-R4_MC12g11040	0.470588235	70.135	70.135	2	122	244	Auto	Auto	0.079443158	0.079443158	345	345	345	1	NON	NON	1038	1038	1	1038
MvSl-1064-A1-R4_MC12g11043	0.647058824	62.725	62.725	2	119.25	238.5	Auto	Auto	0.165163981	0.165163981	312	312	312	1	NON	NON	939	939	1	939
MvSl-1064-A1-R4_MC12g11044	0.529411765	59.775	59.775	6	86.8333	521	Auto	Auto	0.048028356	0.048028356	526	526	526	1	NON	NON	1581	1581	1	1581
MvSl-1064-A1-R4_MC12g11045	0.529411765	60.8	60.8	3	148.667	446	Auto	Auto	0.081393019	0.081393019	306	306	306	1	NON	NON	921	921	1	921
MvSl-1064-A1-R4_MC12g11047	0.470588235	63.81	63.81	2	94.5	189	Auto	Auto	-0.126418174	0.126418174	302	302	302	1	NON	NON	909	909	1	909
MvSl-1064-A1-R4_MC12g11048	0.647058824	61.825	61.825	5	103.6	518	Auto	Auto	-0.406927517	0.406927517	326	326	326	1	NON	NON	981	981	1	981
MvSl-1064-A1-R4_MC12g11049	0.647058824	61.875	61.875	6	96	576	Auto	Auto	-0.221623616	0.221623616	771	771	771	1	NON	NON	2316	2316	1	2316
MvSl-1064-A1-R4_MC12g11050	0.352941176	64.945	64.945	9	123.667	1113	Auto	Auto	-0.131350068	0.131350068	879	879	879	1	NON	NON	2640	2640	1	2640
MvSl-1064-A1-R4_MC12g11052	0.352941176	58.265	58.265	2	75	150	Auto	Auto	0.044647282	0.044647282	521	521	521	1	NON	NON	1566	1566	1	1566
MvSl-1064-A1-R4_MC12g11053	0.352941176	65.275	65.275	8	118	944	Auto	Auto	0.186136009	0.186136009	887	887	887	1	NON	NON	2664	2664	1	2664
MvSl-1064-A1-R4_MC12g11054	0.117647059	57.055	57.055	2	87.5	175	Auto	Auto	-0.212699615	0.212699615	441	441	441	1	NON	NON	1326	1326	1	1326
MvSl-1064-A1-R4_MC12g11055	0	64.325	64.325	2	141.5	283	Auto	Auto	-0.280635423	0.280635423	63	63	63	1	NON	NON	192	192	1	192
MvSl-1064-A1-R4_MC12g11056	0	58.65	58.65	7	79.1429	554	Auto	Auto	-0.04315621	0.04315621	340	340	340	1	NON	NON	1023	1023	1	1023
MvSl-1064-A1-R4_MC12g11057	0	55.86	55.86	3	92.16665	276.5	Auto	Auto	-0.123434229	0.123434229	272	272	272	1	NON	NON	819	819	1	819
MvSl-1064-A1-R4_MC12g11058	0	60.505	60.505	1	94	94	Auto	Auto	0.085709726	0.085709726	391	391	391	1	NON	NON	1176	1176	1	1176
MvSl-1064-A1-R4_MC12g11059	0	55.78	55.78	3	77	231	Auto	Auto	-0.081326788	0.081326788	1193	1193	1193	1	NON	NON	3582	3582	1	3582
MvSl-1064-A1-R4_MC12g11061	0	65.315	65.315	5	99.8	499	Auto	Auto	0.040579442	0.040579442	629	629	629	1	NON	NON	1890	1890	1	1890
MvSl-1064-A1-R4_MC12g11062	0	66.015	66.015	2	165.5	331	Auto	Auto	-0.044634304	0.044634304	152	152	152	1	NON	NON	459	459	1	459
MvSl-1064-A1-R4_MC12g11065	0	59.125	59.125	4	172	688	Auto	Auto	0.047322673	0.047322673	611	611	611	1	NON	NON	1836	1836	1	1836
MvSl-1064-A1-R4_MC12g11066	0	59.35	59.35	5	75.8	379	Auto	Auto	0.202111261	0.202111261	901	901	901	1	NON	NON	2706	2706	1	2706
MvSl-1064-A1-R4_MC12g11068	0	67.145	67.145	1	0	0	Auto	Auto	-0.034814283	0.034814283	796	796	796	1	NON	NON	2391	2391	1	2391
MvSl-1064-A1-R4_MC12g11069	0	61.285	61.285	7	73.4286	514	Auto	Auto	0.006705998	0.006705998	612	612	612	1	NON	NON	1839	1839	1	1839
MvSl-1064-A1-R4_MC12g11070	0	64.24	64.24	1	0	0	Auto	Auto	-0.173208936	0.173208936	205	205	205	1	NON	NON	618	618	1	618
MvSl-1064-A1-R4_MC12g11071	0	66.18	66.18	2	60.5	121	Auto	Auto	-0.057078311	0.057078311	714	714	714	1	NON	NON	2145	2145	1	2145
MvSl-1064-A1-R4_MC12g11072	0	61.255	61.255	4	76.25	305	Auto	Auto	0.176623241	0.176623241	156	156	156	1	NON	NON	471	471	1	471
MvSl-1064-A1-R4_MC12g11073	0	59.625	59.625	5	72.2	361	Auto	Auto	-0.180330167	0.180330167	650	650	650	1	NON	NON	1953	1953	1	1953
MvSl-1064-A1-R4_MC12g11074	0	60.715	60.715	7	115	805	Auto	Auto	-0.04289961	0.04289961	548	548	548	1	NON	NON	1647	1647	1	1647
MvSl-1064-A1-R4_MC12g11075	0	60.075	60.075	5	102.4	512	Auto	Auto	-0.198783768	0.198783768	770	770	770	1	NON	NON	2313	2313	1	2313
MvSl-1064-A1-R4_MC12g11076	0	60.93	60.93	2	73	146	Auto	Auto	-0.25897426	0.25897426	958	958	958	1	NON	NON	2877	2877	1	2877
MvSl-1064-A1-R4_MC12g11077	0	61.89	61.89	1	114	114	Auto	Auto	-0.180511429	0.180511429	170	170	170	1	NON	NON	513	513	1	513
MvSl-1064-A1-R4_MC12g11078	0	61.965	61.965	1	0	0	Auto	Auto	-0.161082943	0.161082943	155	155	155	1	NON	NON	468	468	1	468
MvSl-1064-A1-R4_MC12g11079	0	62.585	62.585	2	128.5	257	Auto	Auto	-0.033254248	0.033254248	970	970	970	1	NON	NON	2913	2913	1	2913
MvSl-1064-A1-R4_MC12g11080	0	65.255	65.255	4	143.5	574	Auto	Auto	-0.156541785	0.156541785	400	400	400	1	NON	NON	1203	1203	1	1203
MvSl-1064-A1-R4_MC12g11081	0	60.045	60.045	7	135.714	950	Auto	Auto	-0.60758465	0.60758465	525	525	525	1	NON	NON	1578	1578	1	1578
MvSl-1064-A1-R4_MC12g11082	0	59.855	59.855	4	74.75	299	Auto	Auto	0.113757341	0.113757341	503	503	503	1	NON	NON	1512	1512	1	1512
MvSl-1064-A1-R4_MC12g11083	0	60.925	60.925	5	74.2	371	Auto	Auto	0.022807204	0.022807204	1433	1433	1433	1	NON	NON	4302	4302	1	4302
MvSl-1064-A1-R4_MC12g11084	0	57.26	57.26	4	69.75	279	Auto	Auto	-0.224291914	0.224291914	341	341	341	1	NON	NON	1026	1026	1	1026
MvSl-1064-A1-R4_MC12g11085	0	60.2	60.2	8	81.5	652	Auto	Auto	-0.140722833	0.140722833	1530	1530	1530	1	NON	NON	4593	4593	1	4593
MvSl-1064-A1-R4_MC12g11087	0	58.71	58.71	8	122.875	983	Auto	Auto	0.468870039	0.468870039	177	177	177	1	NON	NON	534	534	1	534
MvSl-1064-A1-R4_MC12g11088	0	64.235	64.235	18	109.222	1966	Auto	Auto	-0.518008475	0.518008475	3408	3408	3408	1	NON	NON	10227	10227	1	10227
MvSl-1064-A1-R4_MC12g11089	0	63.5	63.5	3	69.6667	209	Auto	Auto	-0.513197938	0.513197938	452	452	452	1	NON	NON	1359	1359	1	1359
MvSl-1064-A1-R4_MC12g11090	0	60.215	60.215	2	75	150	Auto	Auto	-0.108997533	0.108997533	658	658	658	1	NON	NON	1977	1977	1	1977
MvSl-1064-A1-R4_MC12g11091	0	58.67	58.67	6	91.5	549	Auto	Auto	-0.185270035	0.185270035	247	247	247	1	NON	NON	744	744	1	744
MvSl-1064-A1-R4_MC12g11092	0	61.295	61.295	1	135	135	Auto	Auto	0.087527424	0.087527424	759	759	759	1	NON	NON	2280	2280	1	2280
MvSl-1064-A1-R4_MC12g11093	0	63.065	63.065	4	75.5	302	Auto	Auto	0.118051307	0.118051307	555	555	555	1	NON	NON	1668	1668	1	1668
MvSl-1064-A1-R4_MC12g11096	0	62.135	62.135	2	75.5	151	Auto	Auto	-0.002686085	0.002686085	124	124	124	1	NON	NON	375	375	1	375
MvSl-1064-A1-R4_MC12g11097	0	60.56	60.56	3	69.3333	208	Auto	Auto	0.013943356	0.013943356	291	291	291	1	NON	NON	876	876	1	876
MvSl-1064-A1-R4_MC12g11098	0	57.72	57.72	2	79	158	Auto	Auto	-0.004731148	0.004731148	94	94	94	1	NON	NON	285	285	1	285
MvSl-1064-A1-R4_MC12g11099	0	57.91	57.91	2	57	114	Auto	Auto	0.067046833	0.067046833	216	216	216	1	NON	NON	651	651	1	651
MvSl-1064-A1-R4_MC12g11100	0	62.855	62.855	3	220.333	661	Auto	Auto	0.05581604	0.05581604	847	847	847	1	NON	NON	2544	2544	1	2544
MvSl-1064-A1-R4_MC12g11101	0	58.19	58.19	1	0	0	Auto	Auto	-0.207743096	0.207743096	117	117	117	1	NON	NON	354	354	1	354
MvSl-1064-A1-R4_MC12g11102	0	73.41	73.41	1	71	71	Auto	Auto	-0.581408469	0.581408469	41	41	41	1	NON	NON	126	126	1	126
MvSl-1064-A1-R4_MC12g11103	0	70.275	70.275	1	0	0	Auto	Auto	-0.029316168	0.029316168	96	96	96	1	NON	NON	291	291	1	291
MvSl-1064-A1-R4_MC12g11104	0	62.79	62.79	1	0	0	Auto	Auto	0.119637847	0.119637847	644	644	644	1	NON	NON	1935	1935	1	1935
MvSl-1064-A1-R4_MC12g11105	0	53.645	53.645	1	0	0	Auto	Auto	0.083132918	0.083132918	63	63	63	1	NON	NON	192	192	1	192
MvSl-1064-A1-R4_MC12g11106	0	63.29	63.29	4	99	396	Auto	Auto	-0.004664583	0.004664583	335	335	335	1	NON	NON	1008	1008	1	1008
MvSl-1064-A1-R4_MC12g11107	0	66.4	66.4	1	81	81	Auto	Auto	-0.08248328	0.08248328	563	563	563	1	NON	NON	1692	1692	1	1692
MvSl-1064-A1-R4_MC12g11108	0	70.75	70.75	5	96.2	481	Auto	Auto	-0.193535423	0.193535423	452	452	452	1	NON	NON	1359	1359	1	1359
MvSl-1064-A1-R4_MC12g11109	0	65.33	65.33	4	106.25	425	Auto	Auto	-0.206587766	0.206587766	186	186	186	1	NON	NON	561	561	1	561
MvSl-1064-A1-R4_MC12g11110	0	61.08	61.08	5	88.6	443	Auto	Auto	0.134406577	0.134406577	572	572	572	1	NON	NON	1719	1719	1	1719
MvSl-1064-A1-R4_MC12g11111	0	62.27	62.27	6	73.8333	443	Auto	Auto	-0.436962968	0.436962968	905	905	905	1	NON	NON	2718	2718	1	2718
MvSl-1064-A1-R4_MC12g11112	0	63.12	63.12	7	90.1429	631	Auto	Auto	1.578143114	1.578143114	615	615	615	1	Up	DE	1848	1848	1	1848
MvSl-1064-A1-R4_MC12g11113	0	60.75	60.75	1	76	76	Auto	Auto	-0.082598947	0.082598947	278	278	278	1	NON	NON	837	837	1	837
MvSl-1064-A1-R4_MC12g11114	0	59.375	59.375	6	75.6667	454	Auto	Auto	-0.128984091	0.128984091	614	614	614	1	NON	NON	1845	1845	1	1845
MvSl-1064-A1-R4_MC12g11115	0	52.73	52.73	6	101.833	611	Auto	Auto	0.245870371	0.245870371	377	377	377	1	NON	NON	1134	1134	1	1134
MvSl-1064-A1-R4_MC12g11116	0	61.11	61.11	5	186.2	931	Auto	Auto	0.289781873	0.289781873	443	443	443	1	NON	NON	1332	1332	1	1332
MvSl-1064-A1-R4_MC12g11117	0	64.225	64.225	5	92.6	463	Auto	Auto	-0.307185355	0.307185355	456	456	456	1	NON	NON	1371	1371	1	1371
MvSl-1064-A1-R4_MC12g11118	0	62.465	62.465	1	91	91	Auto	Auto	-0.123556861	0.123556861	1236	1236	1236	1	NON	NON	3711	3711	1	3711
MvSl-1064-A1-R4_MC12g11119	0	62.71	62.71	3	76.6667	230	Auto	Auto	0.178480834	0.178480834	1947	1947	1947	1	NON	NON	5844	5844	1	5844
MvSl-1064-A1-R4_MC12g11120	0	61.46	61.46	8	109.375	875	Auto	Auto	-0.217638517	0.217638517	236	236	236	1	NON	NON	711	711	1	711
MvSl-1064-A1-R4_MC12g11121	0	67.365	67.365	4	144.75	579	Auto	Auto	-0.120551908	0.120551908	166	166	166	1	NON	NON	501	501	1	501
MvSl-1064-A1-R4_MC12g11122	0	66.49	66.49	5	97	485	Auto	Auto	-0.477078119	0.477078119	566	566	566	1	NON	NON	1701	1701	1	1701
MvSl-1064-A1-R4_MC12g11123	0	61.52	61.52	7	81.8571	573	Auto	Auto	-0.068710967	0.068710967	828	828	828	1	NON	NON	2487	2487	1	2487
MvSl-1064-A1-R4_MC12g11124	0	61.79	61.79	1	139	139	Auto	Auto	-0.206329128	0.206329128	269	269	269	1	NON	NON	810	810	1	810
MvSl-1064-A1-R4_MC12g11125	0	60.08	60.08	5	85.8	429	Auto	Auto	0.006252349	0.006252349	1426	1426	1426	1	NON	NON	4281	4281	1	4281
MvSl-1064-A1-R4_MC12g11126	0	60.53	60.53	1	69	69	Auto	Auto	-0.010749582	0.010749582	515	515	515	1	NON	NON	1548	1548	1	1548
MvSl-1064-A1-R4_MC12g11127	0	56.415	56.415	2	249.5	499	Auto	Auto	0.292344515	0.292344515	173	173	173	1	NON	NON	522	522	1	522
MvSl-1064-A1-R4_MC12g11128	0.705882353	62.375	62.375	2	262.5	525	Auto	Auto	-0.301361611	0.301361611	430	430	430	1	NON	NON	1293	1293	1	1293
MvSl-1064-A1-R4_MC12g11129	0.705882353	61.455	61.455	6	110.167	661	Auto	Auto	0.029589602	0.029589602	277	277	277	1	NON	NON	834	834	1	834
MvSl-1064-A1-R4_MC12g11130	0.705882353	67.225	67.225	3	77.6667	233	Auto	Auto	-0.089751307	0.089751307	447	447	447	1	NON	NON	1344	1344	1	1344
MvSl-1064-A1-R4_MC12g11131	0.705882353	62.385	62.385	3	96.6667	290	Auto	Auto	0.071470372	0.071470372	326	326	326	1	NON	NON	981	981	1	981
MvSl-1064-A1-R4_MC12g11132	0.705882353	57.075	57.075	7	89.1429	624	Auto	Auto	0.021866418	0.021866418	670	670	670	1	NON	NON	2013	2013	1	2013
MvSl-1064-A1-R4_MC12g11134	0.705882353	70.045	70.045	2	167.5	335	Auto	Auto	-0.424916174	0.424916174	349	349	349	1	NON	NON	1050	1050	1	1050
MvSl-1064-A1-R4_MC12g11135	0.705882353	69.935	69.935	2	184.5	369	Auto	Auto	-0.369990179	0.369990179	152	152	152	1	NON	NON	459	459	1	459
MvSl-1064-A1-R4_MC12g11136	0.705882353	56.745	56.745	1	0	0	Auto	Auto	-0.083088344	0.083088344	88	88	88	1	NON	NON	267	267	1	267
MvSl-1064-A1-R4_MC12g11139	0.705882353	48.785	48.785	1	210	210	Auto	Auto	4.251451781	4.251451781	54	54	54	1	Up	DE	165	165	1	165
MvSl-1064-A1-R4_MC12g11141	0.352941176	56.255	56.255	2	276	552	Auto	Auto	0.408380686	0.408380686	364	364	364	1	NON	NON	1095	1095	1	1095
MvSl-1064-A1-R4_MC12g11142	0.588235294	54.415	54.415	13	79.8462	1038	Auto	Auto	1.294840708	1.294840708	1687	1687	1687	1	Up	DE	5064	5064	1	5064
MvSl-1064-A1-R4_MC12g11143	0.705882353	65.59	65.59	11	175.727	1933	Auto	Auto	-0.014617588	0.014617588	387	387	387	1	NON	NON	1164	1164	1	1164
MvSl-1064-A1-R4_MC12g11144	0.705882353	64.01	64.01	6	89.5	537	Auto	Auto	-0.037467329	0.037467329	809	809	809	1	NON	NON	2430	2430	1	2430
MvSl-1064-A1-R4_MC12g11145	0.705882353	66.745	66.745	4	84.75	339	Auto	Auto	-0.076206306	0.076206306	210	210	210	1	NON	NON	633	633	1	633
MvSl-1064-A1-R4_MC12g11146	0.705882353	55.5	55.5	3	118.333	355	Auto	Auto	0.486352349	0.486352349	205	205	205	1	NON	NON	618	618	1	618
MvSl-1064-A1-R4_MC12g11148	0.705882353	57.86	57.86	3	50.3333	151	Auto	Auto	0.334175751	0.334175751	334	334	334	1	NON	NON	1005	1005	1	1005
MvSl-1064-A1-R4_MC12g11150	0.705882353	57.2	57.2	1	0	0	Auto	Auto	0.513668472	0.513668472	80	80	80	1	NON	NON	243	243	1	243
MvSl-1064-A1-R4_MC12g11151	0.235294118	58.845	58.845	6	78.1667	469	Auto	Auto	0.008509427	0.008509427	276	276	276	1	NON	NON	831	831	1	831
MvSl-1064-A1-R4_MC12g11152	0.235294118	60.33	60.33	2	139.5	279	Auto	Auto	-0.231872007	0.231872007	233	233	233	1	NON	NON	702	702	1	702
MvSl-1064-A1-R4_MC12g11153	0.235294118	65.485	65.485	3	90.6667	272	Auto	Auto	-0.127228815	0.127228815	197	197	197	1	NON	NON	594	594	1	594
MvSl-1064-A1-R4_MC12g11154	0.235294118	63.365	63.365	8	93.125	745	Auto	Auto	-0.080250329	0.080250329	1040	1040	1040	1	NON	NON	3123	3123	1	3123
MvSl-1064-A1-R4_MC12g11155	0	63.25	63.25	3	74.6667	224	Auto	Auto	0.079097991	0.079097991	1828	1828	1828	1	NON	NON	5487	5487	1	5487
