gida1	a1GC0	a1GC3	gida2	a2GC0	a2GC3	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC08g08533	56.31	64.39	MvSl-1064-A2-R4_MC08-1g08798	56.31	64.39	717507	718087	4.434164898	-0.098581064	0.098581064	0.717611161	0.999949922	4.273265692	4.487711601	4.705539517	4.218223648	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08536	58.28	70.86	MvSl-1064-A2-R4_MC08-1g08801	58.28	70.86	721913	723507	5.502183732	0.033741851	0.033741851	0.872612101	0.999949922	5.487308363	5.549777468	5.515961534	5.453733092	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08537	57.93	67.24	MvSl-1064-A2-R4_MC08-1g08802	57.93	67.24	724090	726107	5.052118076	0.044408317	0.044408317	0.857061457	0.999949922	5.274795538	4.840730364	4.908107533	5.142090814	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08538	63	75.59	MvSl-1064-A2-R4_MC08-1g08803	63	75.59	726375	728708	8.199734204	0.022999403	0.022999403	0.920533331	0.999949922	8.171704857	8.249600693	8.047877054	8.316081272	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08539	58.19	74.56	MvSl-1064-A2-R4_MC08-1g08804	58.19	74.56	729327	730531	5.238215374	-0.033481771	0.033481771	0.878721107	0.999949922	5.178292545	5.263375759	5.204841872	5.303303176	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08540	58.64	69.34	MvSl-1064-A2-R4_MC08-1g08805	58.64	69.34	732193	734238	5.209148167	-0.016837072	0.016837072	0.948893678	0.999949922	5.437829003	4.916966505	4.950883604	5.442842504	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08541	60.38	75.49	MvSl-1064-A2-R4_MC08-1g08806	60.38	75.49	735188	735962	6.578532126	-0.045533363	0.045533363	0.822436989	0.999949922	6.41712783	6.682016748	6.7420402	6.444814155	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08550	58.79	66.14	MvSl-1064-A2-R4_MC08-1g08815	58.79	66.14	750345	751249	8.734788223	-0.007759095	0.007759095	0.974908717	0.999949922	8.701464014	8.759757709	8.662390404	8.811114591	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08551	57.84	68.77	MvSl-1064-A2-R4_MC08-1g08816	57.84	68.77	751461	754677	5.660351677	-0.027246547	0.027246547	0.894211388	0.999949922	5.630448156	5.662781247	5.565379617	5.774997687	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08552	60.7	68.01	MvSl-1064-A2-R4_MC08-1g08817	60.7	68.01	755186	755957	5.865663111	-0.079901904	0.079901904	0.695855425	0.999949922	5.734003695	5.911173754	5.962125924	5.845605178	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08554	57.11	65.87	MvSl-1064-A2-R4_MC08-1g08819	57.11	65.87	760875	761934	6.093461585	-0.053792238	0.053792238	0.785676032	0.999949922	6.025341867	6.106338769	6.217370553	6.015708683	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08557	58.08	65.56	MvSl-1064-A2-R4_MC08-1g08822	58.08	65.56	765096	769628	6.666140597	0.022508897	0.022508897	0.907200451	0.999949922	6.735839732	6.616324886	6.545079771	6.756913832	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08562	57.48	68.59	MvSl-1064-A2-R4_MC08-1g08827	57.48	68.59	778024	779452	3.828494566	-0.125539172	0.125539172	0.68969878	0.999949922	3.679694429	3.845794212	4.196283047	3.499126886	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08564	57.74	72.45	MvSl-1064-A2-R4_MC08-1g08829	57.74	72.45	780719	781558	7.889255286	-0.087494213	0.087494213	0.717872989	0.999949922	7.962928647	7.716317495	7.643511104	8.172942877	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08571	59.13	64.9	MvSl-1064-A2-R4_MC08-1g08836	59.13	64.9	795849	796265	0.907485044	0.029892278	0.029892278	0.946348464	0.999949922	0.55716287	1.211251072	0.891241592	0.894198711	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08572	54.2	61.07	MvSl-1064-A2-R4_MC08-1g08837	54.2	61.07	799641	799956	4.997683998	0.079903006	0.079903006	0.726892986	0.999949922	5.023384866	5.050139388	4.940932153	4.973241038	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08574	54.88	59.48	MvSl-1064-A2-R4_MC08-1g08839	54.88	59.48	803676	805121	4.989115954	0.101886693	0.101886693	0.659132004	0.999949922	4.982990362	5.092596165	4.982759773	4.890160511	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08575	58.69	73.22	MvSl-1064-A2-R4_MC08-1g08840	58.69	73.22	805375	807010	8.443693945	-0.075587113	0.075587113	0.744604481	0.999949922	8.386607928	8.424007255	8.514228247	8.446972571	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08579	55.25	60.59	MvSl-1064-A2-R4_MC08-1g08844	55.25	60.59	817320	817544	4.204973251	0.035878236	0.035878236	0.891371218	0.999949922	4.163399497	4.279459464	4.257701781	4.112236419	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08583	54.28	67.04	MvSl-1064-A2-R4_MC08-1g08848	54.28	67.04	828204	831405	5.453938411	-0.027254474	0.027254474	0.898218862	0.999949922	5.401187437	5.478381984	5.397254165	5.534603684	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08586	60.63	78.65	MvSl-1064-A2-R4_MC08-1g08851	60.63	78.65	835163	839090	5.516264951	0.05913324	0.05913324	0.781653082	0.999949922	5.545403407	5.545417281	5.603730362	5.35843212	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08587	58.34	72.34	MvSl-1064-A2-R4_MC08-1g08852	58.34	72.34	839368	840645	6.172503015	-0.002127757	0.002127757	0.991414247	0.999949922	6.278197914	6.056140379	6.092579211	6.250326877	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08588	59.32	72.04	MvSl-1064-A2-R4_MC08-1g08853	59.32	72.04	840978	841917	6.4282228	0.041511447	0.041511447	0.82559978	0.999949922	6.402693797	6.493445862	6.455300198	6.357626154	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08591	56.75	59.52	MvSl-1064-A2-R4_MC08-1g08856	56.75	59.52	845557	848554	7.16688973	-0.079544896	0.079544896	0.7455392	0.999949922	6.980619143	7.259203913	7.520693409	6.803064761	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08592	60	65.16	MvSl-1064-A2-R4_MC08-1g08857	60	65.16	848902	850211	4.432694774	-0.111465269	0.111465269	0.65658494	0.999949922	4.348828986	4.403490674	4.530792407	4.442540409	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08596	53.3	63.86	MvSl-1064-A2-R4_MC08-1g08861	53.3	63.86	860288	860853	3.288748156	0.0570793	0.0570793	0.85858882	0.999949922	3.205149101	3.419901951	2.984424626	3.49210079	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08598	55.59	68.08	MvSl-1064-A2-R4_MC08-1g08863	55.59	68.08	861941	863366	2.542624944	0.00384469	0.00384469	0.991644601	0.999949922	2.664351658	2.414418429	2.156790806	2.845383926	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08599	57.4	74.87	MvSl-1064-A2-R4_MC08-1g08864	57.4	74.87	864636	865851	8.140332358	0.06119498	0.06119498	0.825672199	0.999949922	7.81393253	8.456300568	8.350265412	7.820055855	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08605	56.76	63.66	MvSl-1064-A2-R4_MC08-1g08870	56.76	63.66	879058	881447	4.263895993	0.083277061	0.083277061	0.778912135	0.999949922	4.525012155	4.044255812	3.930649193	4.464244499	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08611	55.33	62.89	MvSl-1064-A2-R4_MC08-1g08876	55.33	62.89	894497	897486	6.202417752	-0.000766981	0.000766981	0.996791635	0.999949922	6.151558982	6.250809651	6.234784775	6.170057431	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08612	57.45	68.62	MvSl-1064-A2-R4_MC08-1g08877	57.45	68.62	897869	901042	5.547102901	0.043131769	0.043131769	0.837186386	0.999949922	5.475096703	5.656056251	5.565379617	5.484150658	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08614	53.69	62.5	MvSl-1064-A2-R4_MC08-1g08879	53.69	62.5	908314	910338	7.136980672	0.03884718	0.03884718	0.838063745	0.999949922	7.149576081	7.162870411	7.038835918	7.191992918	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08616	54.33	69.67	MvSl-1064-A2-R4_MC08-1g08881	54.33	69.67	913265	914777	7.522532177	0.02015997	0.02015997	0.919501585	0.999949922	7.486397763	7.577298387	7.496268173	7.528391578	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08617	54.11	67.72	MvSl-1064-A2-R4_MC08-1g08882	54.11	67.72	915051	916806	6.70386296	-0.014426562	0.014426562	0.937911561	0.999949922	6.650859014	6.741039178	6.787174473	6.630638948	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08618	60.83	66.44	MvSl-1064-A2-R4_MC08-1g08883	60.83	66.44	917157	918174	6.287326684	-0.078642581	0.078642581	0.673079463	0.999949922	6.214432203	6.279971381	6.314988386	6.337187374	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08619	54.77	60.4	MvSl-1064-A2-R4_MC08-1g08884	54.77	60.4	918572	921705	7.047216791	-0.038770705	0.038770705	0.847227843	0.999949922	7.151975269	6.891761894	6.914041528	7.204405205	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08620	54.09	60.35	MvSl-1064-A2-R4_MC08-1g08885	54.09	60.35	922349	925469	4.372492784	0.038270259	0.038270259	0.88205001	0.999949922	4.513116806	4.258302009	4.369506219	4.336699768	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08622	55.5	67.24	MvSl-1064-A2-R4_MC08-1g08887	55.5	67.24	932437	934671	5.429538433	-0.008697611	0.008697611	0.968158649	0.999949922	5.29577721	5.543960952	5.463053101	5.404064707	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08627	61.21	71.08	MvSl-1064-A2-R4_MC08-1g08892	61.21	71.08	944259	945868	8.255949468	-0.045413004	0.045413004	0.848634074	0.999949922	8.278111037	8.186598257	8.084215328	8.449695137	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08633	57.47	67.49	MvSl-1064-A2-R4_MC08-1g08898	57.47	67.49	964338	965910	6.120757769	-0.043981362	0.043981362	0.824516998	0.999949922	6.140969513	6.055118379	6.257013233	6.018156348	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08634	57.43	63.54	MvSl-1064-A2-R4_MC08-1g08899	57.43	63.54	966971	970019	7.447167687	-0.085308838	0.085308838	0.696421482	0.999949922	7.565557916	7.2218943	7.329890212	7.632703254	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08641	59.87	69.03	MvSl-1064-A2-R4_MC08-1g08906	59.87	69.03	998909	999280	6.270816562	-0.091645194	0.091645194	0.642976481	0.999949922	6.090831017	6.3466426	6.420809615	6.202703065	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08649	49.02	57.65	MvSl-1064-A2-R4_MC08-1g08914	49.02	57.65	1008974	1009472	5.353375358	0.103404082	0.103404082	0.647271328	0.999949922	5.450358841	5.355916665	5.456082667	5.126294747	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08655	56.81	70.94	MvSl-1064-A2-R4_MC08-1g08920	56.81	70.94	1019182	1020881	8.326611833	-0.079804678	0.079804678	0.728825138	0.999949922	8.192365005	8.374272542	8.399465598	8.331662527	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08659	59.15	62.59	MvSl-1064-A2-R4_MC08-1g08924	59.15	62.59	1028030	1028565	7.054489924	-0.056557084	0.056557084	0.760358628	0.999949922	7.034664305	7.017238471	7.056225709	7.108313446	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08660	59.83	74.44	MvSl-1064-A2-R4_MC08-1g08925	59.83	74.44	1030324	1031542	8.106297115	0.058023105	0.058023105	0.800267787	0.999949922	8.006004347	8.253392777	8.191980053	7.952006658	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08661	56.66	64.14	MvSl-1064-A2-R4_MC08-1g08926	56.66	64.14	1032056	1032851	6.686613346	-0.077240375	0.077240375	0.674923267	0.999949922	6.577077404	6.714745114	6.712365919	6.736992233	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08662	58.27	66.84	MvSl-1064-A2-R4_MC08-1g08927	58.27	66.84	1034025	1035211	3.72935943	0.068446404	0.068446404	0.824480339	0.999949922	3.641958108	3.873886934	3.955575812	3.374764259	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08664	55.33	61.86	MvSl-1064-A2-R4_MC08-1g08929	55.33	61.86	1038575	1039113	5.6407069	-0.020811581	0.020811581	0.922275261	0.999949922	5.627692638	5.632953901	5.814611681	5.466335735	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08668	58.18	57.27	MvSl-1064-A2-R4_MC08-1g08933	58.18	57.27	1046537	1049351	5.823351582	-0.020202109	0.020202109	0.921540734	0.999949922	5.723718265	5.897554096	5.872038864	5.793690659	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08669	56.16	63.38	MvSl-1064-A2-R4_MC08-1g08934	56.16	63.38	1049752	1052546	7.680711863	-0.023947664	0.023947664	0.906525092	0.999949922	7.68567557	7.651527853	7.743151709	7.640270548	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08675	59.69	72.65	MvSl-1064-A2-R4_MC08-1g08940	59.69	72.65	1065061	1067065	5.248142783	-0.101383585	0.101383585	0.704287097	0.999949922	5.318168207	5.064430926	4.892702087	5.614419648	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08676	57.81	66.59	MvSl-1064-A2-R4_MC08-1g08941	57.81	66.59	1067389	1069948	7.182248728	-0.081560189	0.081560189	0.670539808	0.999949922	7.179518134	7.101328332	7.212779455	7.232080244	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08677	58.42	70.33	MvSl-1064-A2-R4_MC08-1g08942	58.42	70.33	1070157	1071086	5.735590806	-0.083524396	0.083524396	0.690913461	0.999949922	5.605456948	5.776281641	5.872038864	5.674617612	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08681	55.27	61.66	MvSl-1064-A2-R4_MC08-1g08946	55.27	61.66	1077434	1079687	5.38245907	-0.108230485	0.108230485	0.659466634	0.999949922	5.106879569	5.518975753	5.628742614	5.212177218	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08683	56.38	67.19	MvSl-1064-A2-R4_MC08-1g08948	56.38	67.19	1082620	1085563	4.72042728	-0.015680543	0.015680543	0.947378234	0.999949922	4.697852434	4.727256027	4.777202419	4.677460698	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08684	56.08	53.97	MvSl-1064-A2-R4_MC08-1g08949	56.08	53.97	1086239	1089338	4.244672735	-0.023413817	0.023413817	0.941388588	0.999949922	3.747260393	4.595678627	4.416944086	4.075103449	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08685	53.99	60.64	MvSl-1064-A2-R4_MC08-1g08950	54.48	60.67	1089818	1092008	6.626957729	0.011836223	0.011836223	0.952547863	0.999949922	6.549680879	6.711505487	6.761960408	6.464690854	Auto	Auto	-0.49	-0.03	NON
MvSl-1064-A1-R4_MC08g08686	54.56	55.76	MvSl-1064-A2-R4_MC08-1g08951	54.56	55.76	1093456	1093608	4.599356633	-0.054091584	0.054091584	0.839688066	0.999949922	4.533869742	4.609668146	4.866655046	4.336699768	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08691	57.61	57.57	MvSl-1064-A2-R4_MC08-1g08956	57.61	57.57	1101425	1102195	6.886501926	0.053043409	0.053043409	0.772226792	0.999949922	6.928953994	6.896334373	6.888380344	6.830480763	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08693	60.58	71.15	MvSl-1064-A2-R4_MC08-1g08958	60.58	71.15	1104753	1104944	6.188421831	-0.024104962	0.024104962	0.914050356	0.999949922	6.114642797	6.235553704	6.45617382	5.889045377	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08695	49.4	64.29	MvSl-1064-A2-R4_MC08-1g08960	49.4	64.29	1106662	1107572	2.479153107	0.000121472	0.000121472	0.999722791	0.999949922	2.587025316	2.362488512	2.647633465	2.286831375	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08697	61.65	61.92	MvSl-1064-A2-R4_MC08-1g08962	61.65	61.92	1109602	1110603	4.589359951	-0.047891623	0.047891623	0.855119916	0.999949922	4.746925628	4.357804928	4.480153969	4.735135605	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08701	52.93	56.8	MvSl-1064-A2-R4_MC08-1g08966	52.93	56.8	1118752	1118933	0.413467341	0.219451882	0.219451882	0.65191809	0.999949922	0.064895529	0.845643759	0.404087788	0.194670402	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08706	55.39	57.89	MvSl-1064-A2-R4_MC08-1g08971	55.39	57.89	1126887	1127738	6.273222582	0.029131834	0.029131834	0.885417129	0.999949922	6.194087886	6.375586146	6.42349221	6.072158685	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08709	51.52	56.32	MvSl-1064-A2-R4_MC08-1g08974	51.52	56.32	1133561	1134836	4.666849522	-0.090519332	0.090519332	0.749179833	0.999949922	4.362152461	4.840730364	4.965683246	4.40188116	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08710	56.79	72.93	MvSl-1064-A2-R4_MC08-1g08975	56.79	72.93	1135359	1135775	5.498655349	-0.059561085	0.059561085	0.812211507	0.999949922	5.71854792	5.166383724	5.326400385	5.705319825	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08711	56.68	62.35	MvSl-1064-A2-R4_MC08-1g08976	56.68	62.35	1136021	1140598	5.249584339	-0.089947561	0.089947561	0.680410715	0.999949922	5.25171567	5.154981038	5.261913461	5.325212883	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08712	55.16	65.14	MvSl-1064-A2-R4_MC08-1g08977	55.16	65.14	1140857	1146111	6.475359824	-0.021620622	0.021620622	0.913112218	0.999949922	6.324025439	6.592572124	6.571926748	6.394832364	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08715	51.77	62.27	MvSl-1064-A2-R4_MC08-1g08980	51.77	62.27	1152610	1153696	4.639292593	0.063547552	0.063547552	0.809614357	0.999949922	4.636124231	4.703971154	4.848138206	4.316954594	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08716	54.9	63.73	MvSl-1064-A2-R4_MC08-1g08981	54.9	63.73	1153755	1154478	3.752823839	0.117505466	0.117505466	0.67541793	0.999949922	3.731946741	3.883130913	3.696387111	3.689286698	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08718	57.78	62.75	MvSl-1064-A2-R4_MC08-1g08983	57.78	62.72	1157191	1158732	7.802206118	0.017540934	0.017540934	0.934078569	0.999949922	7.877072698	7.741630617	7.709109747	7.873076335	Auto	Auto	0	0.03	NON
MvSl-1064-A1-R4_MC08g08721	54.69	67.61	MvSl-1064-A2-R4_MC08-1g08986	54.69	67.61	1162143	1164641	5.33764151	-0.090879025	0.090879025	0.679858365	0.999949922	5.197001606	5.380602962	5.418924913	5.344846119	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08723	55.72	59.62	MvSl-1064-A2-R4_MC08-1g08988	55.72	59.62	1168885	1170372	7.693504149	-0.059814152	0.059814152	0.794282362	0.999949922	7.425032462	7.867766492	7.852700366	7.580662223	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08724	56.09	78.97	MvSl-1064-A2-R4_MC08-1g08989	56.09	78.97	1170641	1171835	7.995561659	-0.027896745	0.027896745	0.897377338	0.999949922	8.01894309	7.943175887	7.941160115	8.074658716	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08725	56.4	67.68	MvSl-1064-A2-R4_MC08-1g08990	56.4	67.68	1172141	1173386	5.197445757	-0.043044786	0.043044786	0.854667959	0.999949922	5.014974242	5.320630438	5.354786072	5.068424969	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08727	52.9	62.33	MvSl-1064-A2-R4_MC08-1g08992	52.9	62.33	1176039	1177362	7.527106298	-0.002936911	0.002936911	0.988291018	0.999949922	7.53021412	7.52104426	7.470990126	7.583970367	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08728	57.96	52.75	MvSl-1064-A2-R4_MC08-1g08993	57.96	52.75	1177619	1177825	7.501333117	0.057992861	0.057992861	0.773032637	0.999949922	7.61578512	7.438802799	7.476167428	7.467902176	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08730	53.78	55.91	MvSl-1064-A2-R4_MC08-1g08995	53.78	55.91	1181573	1182528	6.007827836	-0.029915848	0.029915848	0.881016785	0.999949922	5.875446266	6.101396804	6.058468551	5.986008145	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08732	53.84	55.86	MvSl-1064-A2-R4_MC08-1g08997	53.84	55.86	1184561	1186574	5.365428929	-0.057713386	0.057713386	0.79050503	0.999949922	5.394718897	5.275712009	5.459572094	5.325212883	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08734	51.21	57.97	MvSl-1064-A2-R4_MC08-1g08999	51.21	57.97	1190373	1192331	2.361671161	0.047356725	0.047356725	0.903090721	0.999949922	2.090808694	2.627420108	2.647633465	1.939649959	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08735	55.59	58.07	MvSl-1064-A2-R4_MC08-1g09000	55.59	58.07	1192985	1197295	4.738408526	0.069379953	0.069379953	0.769410784	0.999949922	4.777080671	4.767745563	4.737510578	4.66813961	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08739	56.31	62.93	MvSl-1064-A2-R4_MC08-1g09004	56.31	62.93	1241371	1242310	4.635146434	-0.07164928	0.07164928	0.769832137	0.999949922	4.542673277	4.653544251	4.765972884	4.568121645	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08741	61.68	68.25	MvSl-1064-A2-R4_MC08-1g09006	61.68	68.25	1244154	1246306	6.138204821	0.029646958	0.029646958	0.881230379	0.999949922	6.27291696	6.022026129	6.163830008	6.081551002	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08758	47.35	54.55	MvSl-1064-A2-R4_MC08-2g09039	47.35	54.55	1250863	1251273	1.028761525	0.028613555	0.028613555	0.945479827	0.999949922	1.027525212	1.056434228	0.891241592	1.129723972	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08767	50.85	51.16	MvSl-1064-A2-R4_MC08-2g09048	50.85	51.16	1260819	1262294	5.654709565	-0.023038418	0.023038418	0.911337721	0.999949922	5.555587537	5.725794582	5.757640926	5.568398558	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08769	56.97	65.09	MvSl-1064-A2-R4_MC08-2g09050	56.97	65.09	1264224	1265004	3.091412805	0.147996567	0.147996567	0.639480695	0.999949922	3.241650607	3.077404797	3.140399094	2.878091043	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08771	51.85	53.7	MvSl-1064-A2-R4_MC08-2g09052	51.85	53.7	1267740	1269950	3.2768573	-0.140205397	0.140205397	0.655930902	0.999949922	3.007353068	3.381279873	3.472905518	3.204680919	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08772	56.38	64.81	MvSl-1064-A2-R4_MC08-2g09053	56.38	64.81	1273081	1274063	4.412475708	-0.091573371	0.091573371	0.723364304	0.999949922	4.226680541	4.493758893	4.500623122	4.413084172	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08773	52.83	63.94	MvSl-1064-A2-R4_MC08-2g09054	52.83	63.94	1274320	1277179	4.772295629	0.035127428	0.035127428	0.882605781	0.999949922	4.700477274	4.873566235	4.793884515	4.714154252	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08779	55.99	68.26	MvSl-1064-A2-R4_MC08-2g09060	55.99	68.26	1288295	1290617	7.360921648	-0.054994002	0.054994002	0.779336526	0.999949922	7.31329098	7.35283634	7.410076131	7.365897026	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08780	56.24	58.13	MvSl-1064-A2-R4_MC08-2g09061	56.24	58.13	1291212	1291791	3.391175765	-0.028272604	0.028272604	0.930421437	0.999949922	3.636485717	3.061207156	3.281143813	3.520002171	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08782	54.63	64.35	MvSl-1064-A2-R4_MC08-2g09063	54.63	64.35	1293640	1295959	5.501051431	0.048285538	0.048285538	0.825093849	0.999949922	5.532202995	5.517492473	5.318735586	5.619264519	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08785	55.33	66.67	MvSl-1064-A2-R4_MC08-2g09066	55.33	66.67	1300220	1300609	5.457831209	-0.023978694	0.023978694	0.909533418	0.999949922	5.450358841	5.441314041	5.424292117	5.513940125	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08790	53.05	72.96	MvSl-1064-A2-R4_MC08-2g09071	53.05	72.96	1311557	1313297	8.4919288	0.001075753	0.001075753	0.996368067	0.999949922	8.450373867	8.533364211	8.412577202	8.566133898	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08791	64.87	66.15	MvSl-1064-A2-R4_MC08-2g09072	64.87	66.15	1314189	1318487	4.05834826	-0.007282441	0.007282441	0.978551263	0.999949922	4.132631654	3.97245216	3.970327643	4.148437572	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08794	58.33	62.16	MvSl-1064-A2-R4_MC08-2g09075	58.33	62.16	1322459	1322752	4.669692505	-0.082260668	0.082260668	0.744073613	0.999949922	4.525012155	4.7246873	4.86402429	4.537736211	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08795	63.32	83.15	MvSl-1064-A2-R4_MC08-2g09076	63.32	83.15	1322813	1323494	10.26758875	0.024376774	0.024376774	0.938321577	0.999949922	10.19234195	10.3621131	10.26940299	10.24115539	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08797	56.08	63.44	MvSl-1064-A2-R4_MC08-2g09078	56.08	63.44	1333119	1334224	7.601812255	0.043469851	0.043469851	0.830066707	0.999949922	7.660283188	7.585461985	7.503470234	7.652532603	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08798	53.74	60.72	MvSl-1064-A2-R4_MC08-2g09079	53.74	60.72	1336032	1337802	4.545884732	-0.096389872	0.096389872	0.71468265	0.999949922	4.394932573	4.592864371	4.80215378	4.348418447	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08801	51.83	42.07	MvSl-1064-A2-R4_MC08-2g09082	51.83	42.07	1357503	1363596	1.080484925	0.056586192	0.056586192	0.893572572	0.999949922	0.887114917	1.296746649	0.971645157	1.129723972	Auto	Auto	0	0	NON
