gid	ratioprot	intronnrdiff	intronmeandiff	introntotaldiff	diffGC3	totalTE	dn	ds	Part8	youngold	logFC.A1.A2	abs	DE	DE2
MvSl-1064-A1-R4_MC12g11059	1	0	0	0	0	0	0	0	Auto	Auto	-0.081326788	0.081326788	NON	NON
MvSl-1064-A1-R4_MC12g11061	1	0	0	0	0	0	0	0	Auto	Auto	0.040579442	0.040579442	NON	NON
MvSl-1064-A1-R4_MC12g11062	1	0	0	0	0	0	0	0	Auto	Auto	-0.044634304	0.044634304	NON	NON
MvSl-1064-A1-R4_MC12g11065	1	0	0	0	0	0	0	0	Auto	Auto	0.047322673	0.047322673	NON	NON
MvSl-1064-A1-R4_MC12g11066	1	0	0	0	0	0	0	0	Auto	Auto	0.202111261	0.202111261	NON	NON
MvSl-1064-A1-R4_MC12g11068	1	0	0	0	0	0	0	0	Auto	Auto	-0.034814283	0.034814283	NON	NON
MvSl-1064-A1-R4_MC12g11069	1	0	0	0	0	0	NA	NA	Auto	Auto	0.006705998	0.006705998	NON	NON
MvSl-1064-A1-R4_MC12g11070	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.173208936	0.173208936	NON	NON
MvSl-1064-A1-R4_MC12g11071	1	0	0	0	0	0	0	0	Auto	Auto	-0.057078311	0.057078311	NON	NON
MvSl-1064-A1-R4_MC12g11072	1	0	0	0	0	0	0	0	Auto	Auto	0.176623241	0.176623241	NON	NON
MvSl-1064-A1-R4_MC12g11073	1	0	0	0	0	0	0	0	Auto	Auto	-0.180330167	0.180330167	NON	NON
MvSl-1064-A1-R4_MC12g11074	1	0	0	0	0	0	0	0	Auto	Auto	-0.04289961	0.04289961	NON	NON
MvSl-1064-A1-R4_MC12g11075	1	0	0	0	0	0	0	0	Auto	Auto	-0.198783768	0.198783768	NON	NON
MvSl-1064-A1-R4_MC12g11076	1	0	0	0	0	0	0	0	Auto	Auto	-0.25897426	0.25897426	NON	NON
MvSl-1064-A1-R4_MC12g11077	1	0	0	0	0	0	0	0	Auto	Auto	-0.180511429	0.180511429	NON	NON
MvSl-1064-A1-R4_MC12g11078	1	0	0	0	0	0	0	0	Auto	Auto	-0.161082943	0.161082943	NON	NON
MvSl-1064-A1-R4_MC12g11079	1	0	0	0	0	0	0	0	Auto	Auto	-0.033254248	0.033254248	NON	NON
MvSl-1064-A1-R4_MC12g11080	1	0	0	0	0	0	0	0	Auto	Auto	-0.156541785	0.156541785	NON	NON
MvSl-1064-A1-R4_MC12g11081	1	0	0	0	0	0	0	0	Auto	Auto	-0.60758465	0.60758465	NON	NON
MvSl-1064-A1-R4_MC12g11082	1	0	0	0	0	0	0	0	Auto	Auto	0.113757341	0.113757341	NON	NON
MvSl-1064-A1-R4_MC12g11083	1	0	0	0	0	0	0	0	Auto	Auto	0.022807204	0.022807204	NON	NON
MvSl-1064-A1-R4_MC12g11084	1	0	0	0	0	0	0	0	Auto	Auto	-0.224291914	0.224291914	NON	NON
MvSl-1064-A1-R4_MC12g11085	1	0	0	0	0	0	0	0	Auto	Auto	-0.140722833	0.140722833	NON	NON
MvSl-1064-A1-R4_MC12g11087	1	0	0	0	0	0	NA	NA	Auto	Auto	0.468870039	0.468870039	NON	NON
MvSl-1064-A1-R4_MC12g11088	1	0	0	0	0	0	0	0	Auto	Auto	-0.518008475	0.518008475	NON	NON
MvSl-1064-A1-R4_MC12g11089	1	0	0	0	0	0	0	0	Auto	Auto	-0.513197938	0.513197938	NON	NON
MvSl-1064-A1-R4_MC12g11090	1	0	0	0	0	0	0	0	Auto	Auto	-0.108997533	0.108997533	NON	NON
MvSl-1064-A1-R4_MC12g11091	1	0	0	0	0	0	0	0	Auto	Auto	-0.185270035	0.185270035	NON	NON
MvSl-1064-A1-R4_MC12g11092	1	0	0	0	0	0	0	0	Auto	Auto	0.087527424	0.087527424	NON	NON
MvSl-1064-A1-R4_MC12g11093	1	0	0	0	0	0	0	0	Auto	Auto	0.118051307	0.118051307	NON	NON
MvSl-1064-A1-R4_MC12g11096	1	0	0	0	0	0	0	0	Auto	Auto	-0.002686085	0.002686085	NON	NON
MvSl-1064-A1-R4_MC12g11097	1	0	0	0	0	0	0	0	Auto	Auto	0.013943356	0.013943356	NON	NON
MvSl-1064-A1-R4_MC12g11098	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.004731148	0.004731148	NON	NON
MvSl-1064-A1-R4_MC12g11099	1	0	0	0	0	0	0	0	Auto	Auto	0.067046833	0.067046833	NON	NON
MvSl-1064-A1-R4_MC12g11100	1	0	0	0	0	0	0	0	Auto	Auto	0.05581604	0.05581604	NON	NON
MvSl-1064-A1-R4_MC12g11101	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.207743096	0.207743096	NON	NON
MvSl-1064-A1-R4_MC12g11102	1	0	0	0	0	0	0	0	Auto	Auto	-0.581408469	0.581408469	NON	NON
MvSl-1064-A1-R4_MC12g11103	1	0	0	0	0	0	0	0	Auto	Auto	-0.029316168	0.029316168	NON	NON
MvSl-1064-A1-R4_MC12g11104	1	0	0	0	0	0	0	0	Auto	Auto	0.119637847	0.119637847	NON	NON
MvSl-1064-A1-R4_MC12g11105	1	0	0	0	0	0	NA	NA	Auto	Auto	0.083132918	0.083132918	NON	NON
MvSl-1064-A1-R4_MC12g11106	1	0	0	0	0	0	0	0	Auto	Auto	-0.004664583	0.004664583	NON	NON
MvSl-1064-A1-R4_MC12g11107	1	0	0	0	0	0	0	0	Auto	Auto	-0.08248328	0.08248328	NON	NON
MvSl-1064-A1-R4_MC12g11108	1	0	0	0	0	0	0	0	Auto	Auto	-0.193535423	0.193535423	NON	NON
MvSl-1064-A1-R4_MC12g11109	1	0	0	0	0	0	0	0	Auto	Auto	-0.206587766	0.206587766	NON	NON
MvSl-1064-A1-R4_MC12g11110	1	0	0	0	0	0	0	0	Auto	Auto	0.134406577	0.134406577	NON	NON
MvSl-1064-A1-R4_MC12g11111	1	0	0	0	0	0	0	0	Auto	Auto	-0.436962968	0.436962968	NON	NON
MvSl-1064-A1-R4_MC12g11112	1	0	0	0	0	0	0	0	Auto	Auto	1.578143114	1.578143114	Up	DE
MvSl-1064-A1-R4_MC12g11113	1	0	0	0	0	0	0	0	Auto	Auto	-0.082598947	0.082598947	NON	NON
MvSl-1064-A1-R4_MC12g11114	1	0	0	0	0	0	0	0	Auto	Auto	-0.128984091	0.128984091	NON	NON
MvSl-1064-A1-R4_MC12g11115	1	0	0	0	0	0	NA	NA	Auto	Auto	0.245870371	0.245870371	NON	NON
MvSl-1064-A1-R4_MC12g11116	1	0	0	0	0	0	0	0	Auto	Auto	0.289781873	0.289781873	NON	NON
MvSl-1064-A1-R4_MC12g11117	1	0	0	0	0	0	0	0	Auto	Auto	-0.307185355	0.307185355	NON	NON
MvSl-1064-A1-R4_MC12g11118	1	0	0	0	0	0	0	0	Auto	Auto	-0.123556861	0.123556861	NON	NON
MvSl-1064-A1-R4_MC12g11119	1	0	0	0	0	0	0	0	Auto	Auto	0.178480834	0.178480834	NON	NON
MvSl-1064-A1-R4_MC12g11120	1	0	0	0	0	0	0	0	Auto	Auto	-0.217638517	0.217638517	NON	NON
MvSl-1064-A1-R4_MC12g11121	1	0	0	0	0	0	0	0	Auto	Auto	-0.120551908	0.120551908	NON	NON
MvSl-1064-A1-R4_MC12g11122	1	0	0	0	0	0	0	0	Auto	Auto	-0.477078119	0.477078119	NON	NON
MvSl-1064-A1-R4_MC12g11123	1	0	0	0	0	0	0	0	Auto	Auto	-0.068710967	0.068710967	NON	NON
MvSl-1064-A1-R4_MC12g11124	1	0	0	0	0	0	0	0	Auto	Auto	-0.206329128	0.206329128	NON	NON
MvSl-1064-A1-R4_MC12g11125	1	0	0	0	0	0	0	0	Auto	Auto	0.006252349	0.006252349	NON	NON
MvSl-1064-A1-R4_MC12g11126	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.010749582	0.010749582	NON	NON
MvSl-1064-A1-R4_MC12g11127	1	0	0	0	0	0	NA	NA	Auto	Auto	0.292344515	0.292344515	NON	NON
MvSl-1064-A1-R4_MC12g11128	1	0	0	0	0	6	0	0	Auto	Auto	-0.301361611	0.301361611	NON	NON
MvSl-1064-A1-R4_MC12g11129	1	0	0	0	0	6	0	0	Auto	Auto	0.029589602	0.029589602	NON	NON
MvSl-1064-A1-R4_MC12g11130	1	0	0	0	0	6	0	0	Auto	Auto	-0.089751307	0.089751307	NON	NON
MvSl-1064-A1-R4_MC12g11131	1	0	0	0	0	6	0	0	Auto	Auto	0.071470372	0.071470372	NON	NON
MvSl-1064-A1-R4_MC12g11132	1	0	0	0	0	6	NA	NA	Auto	Auto	0.021866418	0.021866418	NON	NON
MvSl-1064-A1-R4_MC12g11134	1	0	0	0	0	6	NA	NA	Auto	Auto	-0.424916174	0.424916174	NON	NON
MvSl-1064-A1-R4_MC12g11135	1	0	0	0	0	6	NA	NA	Auto	Auto	-0.369990179	0.369990179	NON	NON
MvSl-1064-A1-R4_MC12g11136	1	0	0	0	0	6	NA	NA	Auto	Auto	-0.083088344	0.083088344	NON	NON
MvSl-1064-A1-R4_MC12g11139	1	0	0	0	0	6	NA	NA	Auto	Auto	4.251451781	4.251451781	Up	DE
MvSl-1064-A1-R4_MC12g11141	1	0	0	0	0	6	NA	NA	Auto	Auto	0.408380686	0.408380686	NON	NON
MvSl-1064-A1-R4_MC12g11142	1	0	0	0	0	6	NA	NA	Auto	Auto	1.294840708	1.294840708	Up	DE
MvSl-1064-A1-R4_MC12g11143	1	0	0	0	0	6	0	0	Auto	Auto	-0.014617588	0.014617588	NON	NON
MvSl-1064-A1-R4_MC12g11144	1	0	0	0	0	6	0	0	Auto	Auto	-0.037467329	0.037467329	NON	NON
MvSl-1064-A1-R4_MC12g11145	1	0	0	0	0	6	0	0	Auto	Auto	-0.076206306	0.076206306	NON	NON
MvSl-1064-A1-R4_MC12g11146	1	0	0	0	0	6	NA	NA	Auto	Auto	0.486352349	0.486352349	NON	NON
MvSl-1064-A1-R4_MC12g11148	1	0	0	0	0	6	NA	NA	Auto	Auto	0.334175751	0.334175751	NON	NON
MvSl-1064-A1-R4_MC12g11150	1	0	0	0	0	6	NA	NA	Auto	Auto	0.513668472	0.513668472	NON	NON
MvSl-1064-A1-R4_MC12g11151	1	0	0	0	0	2	0	0	Auto	Auto	0.008509427	0.008509427	NON	NON
MvSl-1064-A1-R4_MC12g11152	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.231872007	0.231872007	NON	NON
MvSl-1064-A1-R4_MC12g11153	1	0	0	0	0	2	0	0	Auto	Auto	-0.127228815	0.127228815	NON	NON
MvSl-1064-A1-R4_MC12g11154	1	0	0	0	0	2	0	0	Auto	Auto	-0.080250329	0.080250329	NON	NON
MvSl-1064-A1-R4_MC12g11155	1	0	0	0	0	0	0	0	Auto	Auto	0.079097991	0.079097991	NON	NON
MvSl-1064-A1-R4_MC12g11156	1	0	0	0	0	0	NA	NA	Auto	Auto	0.004422604	0.004422604	NON	NON
MvSl-1064-A1-R4_MC12g11158	1	0	0	0	0	0	NA	NA	Auto	Auto	0.293394719	0.293394719	NON	NON
MvSl-1064-A1-R4_MC12g11159	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.317283579	0.317283579	NON	NON
MvSl-1064-A1-R4_MC12g11160	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.406387202	0.406387202	NON	NON
MvSl-1064-A1-R4_MC12g11161	1	0	0	0	0	0	0	0	Auto	Auto	0.104710018	0.104710018	NON	NON
MvSl-1064-A1-R4_MC12g11162	1	0	0	0	0	0	0	0	Auto	Auto	0.268283029	0.268283029	NON	NON
MvSl-1064-A1-R4_MC12g11163	1	0	0	0	0	1	0	0	Auto	Auto	-0.043362973	0.043362973	NON	NON
MvSl-1064-A1-R4_MC12g11164	1	0	0	0	0	1	0	0	Auto	Auto	0.024953908	0.024953908	NON	NON
MvSl-1064-A1-R4_MC12g11165	1	0	0	0	0	1	0	0	Auto	Auto	-0.247800856	0.247800856	NON	NON
MvSl-1064-A1-R4_MC12g11166	1	0	0	0	0	1	0	0	Auto	Auto	-0.063726919	0.063726919	NON	NON
MvSl-1064-A1-R4_MC12g11167	1	0	0	0	0	1	0	0	Auto	Auto	0.073041679	0.073041679	NON	NON
MvSl-1064-A1-R4_MC12g11168	1	0	0	0	0	1	0	0	Auto	Auto	-0.215826056	0.215826056	NON	NON
MvSl-1064-A1-R4_MC12g11169	1	0	0	0	0	1	0	0	Auto	Auto	-0.256233436	0.256233436	NON	NON
MvSl-1064-A1-R4_MC12g11170	1	0	0	0	0	1	NA	NA	Auto	Auto	-0.086090847	0.086090847	NON	NON
MvSl-1064-A1-R4_MC12g11173	1	0	0	0	0	1	NA	NA	Auto	Auto	-0.024287592	0.024287592	NON	NON
MvSl-1064-A1-R4_MC12g11174	1	0	0	0	0	1	NA	NA	Auto	Auto	0.170960302	0.170960302	NON	NON
MvSl-1064-A1-R4_MC12g11175	1	0	0	0	0	1	NA	NA	Auto	Auto	0.039354599	0.039354599	NON	NON
MvSl-1064-A1-R4_MC12g11176	1	0	0	0	0	1	NA	NA	Auto	Auto	0.091240943	0.091240943	NON	NON
MvSl-1064-A1-R4_MC12g11177	1	0	0	0	0	1	0	0	Auto	Auto	0.029806132	0.029806132	NON	NON
MvSl-1064-A1-R4_MC12g11178	1	0	0	0	0	1	0	0	Auto	Auto	-0.215484179	0.215484179	NON	NON
MvSl-1064-A1-R4_MC12g11179	1	0	0.1111	1	0	1	0	0	Auto	Auto	-0.074830744	0.074830744	NON	NON
MvSl-1064-A1-R4_MC12g11181	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.597082605	0.597082605	NON	NON
MvSl-1064-A1-R4_MC12g11182	1	0	0	0	0	0	0	0	Auto	Auto	0.122644312	0.122644312	NON	NON
MvSl-1064-A1-R4_MC12g11183	1	0	0	0	0	0	0	0	Auto	Auto	0.54769587	0.54769587	NON	NON
MvSl-1064-A1-R4_MC12g11184	1	0	0	0	0	0	0	0	Auto	Auto	0.018213668	0.018213668	NON	NON
MvSl-1064-A1-R4_MC12g11185	1	0	0	0	0	0	0	0	Auto	Auto	-0.063860914	0.063860914	NON	NON
MvSl-1064-A1-R4_MC12g11186	1	0	0	0	0	0	0	0	Auto	Auto	-0.247745337	0.247745337	NON	NON
MvSl-1064-A1-R4_MC12g11187	1	0	0	0	0	0	0	0	Auto	Auto	0.105737599	0.105737599	NON	NON
MvSl-1064-A1-R4_MC12g11188	1	0	0	0	0	0	0	0	Auto	Auto	-0.245161608	0.245161608	NON	NON
MvSl-1064-A1-R4_MC12g11189	1	0	0	0	0	0	0	0	Auto	Auto	0.055830589	0.055830589	NON	NON
MvSl-1064-A1-R4_MC12g11190	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.028667616	0.028667616	NON	NON
MvSl-1064-A1-R4_MC12g11191	1	0	0.4286	3	0	0	0	0	Auto	Auto	-0.013960191	0.013960191	NON	NON
MvSl-1064-A1-R4_MC12g11192	1	0	0	0	0	0	0	0	Auto	Auto	0.080062134	0.080062134	NON	NON
MvSl-1064-A1-R4_MC12g11194	1	0	0	0	0	0	NA	NA	Auto	Auto	0.316624084	0.316624084	NON	NON
MvSl-1064-A1-R4_MC12g11195	1	0	0	0	0	0	0	0	Auto	Auto	-0.143266456	0.143266456	NON	NON
MvSl-1064-A1-R4_MC12g11196	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.142574817	0.142574817	NON	NON
MvSl-1064-A1-R4_MC12g11197	1	0	0	0	0	0	0	0	Auto	Auto	0.225875649	0.225875649	NON	NON
MvSl-1064-A1-R4_MC12g11198	1	0	0	0	0	0	0	0	Auto	Auto	-0.362466149	0.362466149	NON	NON
MvSl-1064-A1-R4_MC12g11199	1	0	0	0	0	0	0	0	Auto	Auto	-0.321006856	0.321006856	NON	NON
MvSl-1064-A1-R4_MC12g11200	1	0	0	0	0	0	0	0	Auto	Auto	-0.118778464	0.118778464	NON	NON
MvSl-1064-A1-R4_MC12g11201	1	0	0	0	0	0	0	0	Auto	Auto	-0.148135344	0.148135344	NON	NON
MvSl-1064-A1-R4_MC12g11202	1	0	0	0	0	0	0	0	Auto	Auto	0.094862141	0.094862141	NON	NON
MvSl-1064-A1-R4_MC12g11203	1	0	0	0	0	0	0	0	Auto	Auto	0.150179462	0.150179462	NON	NON
MvSl-1064-A1-R4_MC12g11204	1	0	0	0	0	0	0	0	Auto	Auto	-0.004824359	0.004824359	NON	NON
MvSl-1064-A1-R4_MC12g11205	1	0	0	0	0	0	NA	NA	Auto	Auto	-1.294487564	1.294487564	Down	DE
MvSl-1064-A1-R4_MC12g11206	1	0	0	0	0	0	0	0	Auto	Auto	0.004438775	0.004438775	NON	NON
MvSl-1064-A1-R4_MC12g11207	1	0	0	0	0	0	NA	NA	Auto	Auto	0.012781034	0.012781034	NON	NON
MvSl-1064-A1-R4_MC12g11208	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.126420575	0.126420575	NON	NON
MvSl-1064-A1-R4_MC12g11209	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.091120332	0.091120332	NON	NON
MvSl-1064-A1-R4_MC12g11210	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.172999796	0.172999796	NON	NON
MvSl-1064-A1-R4_MC12g11211	1	0	0	0	0	0	0	0	Auto	Auto	-0.168975061	0.168975061	NON	NON
MvSl-1064-A1-R4_MC12g11212	1	0	0	0	0	0	0	0	Auto	Auto	-0.161111784	0.161111784	NON	NON
MvSl-1064-A1-R4_MC12g11213	1	0	0	0	0	0	0	0	Auto	Auto	0.179642346	0.179642346	NON	NON
MvSl-1064-A1-R4_MC12g11214	1	0	0	0	0	0	0	0	Auto	Auto	0.185205769	0.185205769	NON	NON
MvSl-1064-A1-R4_MC12g11215	1	0	0	0	0	0	0	0	Auto	Auto	0.493619443	0.493619443	NON	NON
MvSl-1064-A1-R4_MC12g11216	1	0	0	0	0	0	0	0	Auto	Auto	0.468802976	0.468802976	NON	NON
MvSl-1064-A1-R4_MC12g11217	1	0	0	0	0	0	0	0	Auto	Auto	-0.032461367	0.032461367	NON	NON
MvSl-1064-A1-R4_MC12g11218	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.179128637	0.179128637	NON	NON
MvSl-1064-A1-R4_MC12g11219	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.068136981	0.068136981	NON	NON
MvSl-1064-A1-R4_MC12g11220	1	0	0	0	0	0	0	0	Auto	Auto	-0.012403161	0.012403161	NON	NON
MvSl-1064-A1-R4_MC12g11221	1	0	0	0	0	0	0	0	Auto	Auto	0.019081382	0.019081382	NON	NON
MvSl-1064-A1-R4_MC12g11222	1	0	0	0	0	0	NA	NA	Auto	Auto	0.644973155	0.644973155	NON	NON
MvSl-1064-A1-R4_MC12g11223	1	0	0	0	0	0	0	0	Auto	Auto	0.020555423	0.020555423	NON	NON
MvSl-1064-A1-R4_MC12g11224	1	0	0	0	0	0	0	0	Auto	Auto	0.129261051	0.129261051	NON	NON
MvSl-1064-A1-R4_MC12g11227	1	0	0	0	0	0	NA	NA	Auto	Auto	0.91629215	0.91629215	NON	NON
MvSl-1064-A1-R4_MC12g11228	1	0	0	0	0	0	0	0	Auto	Auto	-0.343583797	0.343583797	NON	NON
MvSl-1064-A1-R4_MC12g11229	1	0	0	0	0	0	0	0	Auto	Auto	-0.098674005	0.098674005	NON	NON
MvSl-1064-A1-R4_MC12g11230	1	0	0	0	0	0	0	0	Auto	Auto	0.080700161	0.080700161	NON	NON
MvSl-1064-A1-R4_MC12g11231	1	0	0	0	0	0	0	0	Auto	Auto	-0.443884507	0.443884507	NON	NON
MvSl-1064-A1-R4_MC12g11232	1	0	0	0	0	0	0	0	Auto	Auto	-0.220924987	0.220924987	NON	NON
MvSl-1064-A1-R4_MC12g11233	1	0	0	0	0	0	NA	NA	Auto	Auto	-0.874554805	0.874554805	Down	DE
MvSl-1064-A1-R4_MC12g11235	1	0	0	0	0	0	0	0	Auto	Auto	0.092943919	0.092943919	NON	NON
MvSl-1064-A1-R4_MC12g11236	1	0	0	0	0	2	0	0	Auto	Auto	-0.048135753	0.048135753	NON	NON
MvSl-1064-A1-R4_MC12g11238	1	0	0	0	0	2	NA	NA	Auto	Auto	-0.030498615	0.030498615	NON	NON
MvSl-1064-A1-R4_MC12g11240	1	0	0	0	0	2	0	0	Auto	Auto	0.60434592	0.60434592	NON	NON
MvSl-1064-A1-R4_MC12g11241	1	0	0	0	0	2	0	0	Auto	Auto	0.591470922	0.591470922	NON	NON
MvSl-1064-A1-R4_MC12g11242	1	0	0	0	0	2	NA	NA	Auto	Auto	1.282149404	1.282149404	Up	DE
MvSl-1064-A1-R4_MC12g11244	1	0	0	0	0	2	0	0	Auto	Auto	-0.04454349	0.04454349	NON	NON
MvSl-1064-A1-R4_MC12g11245	1	0	0	0	0	2	0	0	Auto	Auto	0.339761636	0.339761636	NON	NON
MvSl-1064-A1-R4_MC12g11246	1	0	0	0	0	2	0	0	Auto	Auto	0.037267015	0.037267015	NON	NON
MvSl-1064-A1-R4_MC12g11247	1	0	0	0	0	2	0	0	Auto	Auto	-0.230150512	0.230150512	NON	NON
MvSl-1064-A1-R4_MC12g11248	1	0	0	0	0	2	0	0	Auto	Auto	-0.110333852	0.110333852	NON	NON
MvSl-1064-A1-R4_MC12g11249	1	0	0	0	0	2	0	0	Auto	Auto	-0.118093545	0.118093545	NON	NON
MvSl-1064-A1-R4_MC12g11253	1	0	0	0	0	0	NA	NA	Auto	Auto	0.203728146	0.203728146	NON	NON
MvSl-1064-A1-R4_MC12g11254	1	0	0	0	0	0	NA	NA	Auto	Auto	0.630558532	0.630558532	NON	NON
MvSl-1064-A1-R4_MC12g11255	1	0	0	0	0	0	0	0	Auto	Auto	-0.178516426	0.178516426	NON	NON
MvSl-1064-A1-R4_MC12g11256	1	0	0	0	0	0	0	0	Auto	Auto	-0.30603688	0.30603688	NON	NON
MvSl-1064-A1-R4_MC12g11257	1	0	0	0	0	0	0	0	Auto	Auto	-0.031727263	0.031727263	NON	NON
MvSl-1064-A1-R4_MC12g11258	1	0	0	0	0	0	0	0	Auto	Auto	-0.028308943	0.028308943	NON	NON
MvSl-1064-A1-R4_MC12g11259	1	0	0	0	0	0	0	0	Auto	Auto	-0.081484891	0.081484891	NON	NON
MvSl-1064-A1-R4_MC12g11260	1	0	0	0	0	0	NA	NA	Auto	Auto	0.089284133	0.089284133	NON	NON
MvSl-1064-A1-R4_MC12g11261	1	0	0	0	0	0	0	0	Auto	Auto	0.095464016	0.095464016	NON	NON
MvSl-1064-A1-R4_MC12g11262	1	0	0	0	0	0	0	0	Auto	Auto	0.173403333	0.173403333	NON	NON
MvSl-1064-A1-R4_MC12g11263	1	0	0	0	0	0	0	0	Auto	Auto	-0.317808372	0.317808372	NON	NON
MvSl-1064-A1-R4_MC12g11264	1	0	0	0	0	2	0	0	Auto	Auto	0.07645799	0.07645799	NON	NON
MvSl-1064-A1-R4_MC12g11265	1	0	0	0	0	2	0	0	Auto	Auto	-0.194444042	0.194444042	NON	NON
MvSl-1064-A1-R4_MC12g11266	1	0	0	0	0	2	0	0	Auto	Auto	-0.306230606	0.306230606	NON	NON
MvSl-1064-A1-R4_MC12g11267	0.999375	0	0	0	0.02	2	0	0	Auto	Auto	-0.098697625	0.098697625	NON	NON
MvSl-1064-A1-R4_MC12g11268	1	0	0	0	0	4	0	0	Auto	Auto	0.221127116	0.221127116	NON	NON
MvSl-1064-A1-R4_MC12g11269	1	0	0	0	0	5	NA	NA	Auto	Auto	0.427439364	0.427439364	NON	NON
MvSl-1064-A1-R4_MC12g11271	1	0	0	0	0	7	0	0	Auto	Auto	0.350495503	0.350495503	NON	NON
MvSl-1064-A1-R4_MC12g11272	1	0	0	0	0	7	NA	NA	Auto	Auto	0.329180431	0.329180431	NON	NON
MvSl-1064-A1-R4_MC12g11273	1	0	0	0	0	10	NA	NA	Auto	Auto	-1.606021691	1.606021691	Down	DE
MvSl-1064-A1-R4_MC12g11274	1	0	0	0	0	11	NA	NA	Auto	Auto	0.520915095	0.520915095	NON	NON
MvSl-1064-A1-R4_MC12g11277	1	0	0	0	0	14	NA	NA	Auto	Auto	0.189826156	0.189826156	NON	NON
MvSl-1064-A1-R4_MC12g11286	1	0	0	0	0	12.5	NA	NA	Auto	Auto	-0.122543777	0.122543777	NON	NON
MvSl-1064-A1-R4_MC13g11290	0.987394958	0	0	0	0.24	5	NA	NA	Auto	Auto	0.261411552	0.261411552	NON	NON
MvSl-1064-A1-R4_MC13g11291	1	0	0	0	0	5	NA	NA	Auto	Auto	0.246186133	0.246186133	NON	NON
MvSl-1064-A1-R4_MC13g11292	1	0	0	0	0	5	NA	NA	Auto	Auto	0.170606448	0.170606448	NON	NON
MvSl-1064-A1-R4_MC13g11293	1	0	0	0	0	5	0	0	Auto	Auto	-0.179033944	0.179033944	NON	NON
MvSl-1064-A1-R4_MC13g11294	1	0	0	0	0	5	NA	NA	Auto	Auto	-0.088462699	0.088462699	NON	NON
MvSl-1064-A1-R4_MC13g11295	1	0	0	0	0	5	0	0	Auto	Auto	-0.07222243	0.07222243	NON	NON
MvSl-1064-A1-R4_MC13g11296	1	0	0	0	0	5	0	0	Auto	Auto	0.132969345	0.132969345	NON	NON
MvSl-1064-A1-R4_MC13g11297	1	0	0	0	0	9	0	0	Auto	Auto	-0.12450573	0.12450573	NON	NON
MvSl-1064-A1-R4_MC13g11298	1	0	0	0	0	9	0	0	Auto	Auto	0.112988348	0.112988348	NON	NON
MvSl-1064-A1-R4_MC13g11299	1	0	0	0	0	10	0	0	Auto	Auto	0.693321483	0.693321483	NON	NON
MvSl-1064-A1-R4_MC13g11300	1	0	0	0	0	11	NA	NA	Auto	Auto	-0.316007562	0.316007562	NON	NON
MvSl-1064-A1-R4_MC13g11302	1	0	0	0	0	8	NA	NA	Auto	Auto	0.117229142	0.117229142	NON	NON
MvSl-1064-A1-R4_MC13g11303	1	0	0	0	0	8	NA	NA	Auto	Auto	0.416312327	0.416312327	NON	NON
MvSl-1064-A1-R4_MC13g11304	1	0	0	0	0	10	NA	NA	Auto	Auto	-0.017936603	0.017936603	NON	NON
MvSl-1064-A1-R4_MC13g11306	1	0	0	0	0	11	NA	NA	Auto	Auto	0.45935407	0.45935407	NON	NON
MvSl-1064-A1-R4_MC13g11307	1	0	0	0	0	11	NA	NA	Auto	Auto	1.00224516	1.00224516	Up	DE
MvSl-1064-A1-R4_MC13g11310	1	0	0	0	0	16	NA	NA	Auto	Auto	-0.054222152	0.054222152	NON	NON
MvSl-1064-A1-R4_MC13g11311	1	0	0	0	0	16	NA	NA	Auto	Auto	0.137276704	0.137276704	NON	NON
MvSl-1064-A1-R4_MC13g11312	1	0	0	0	0	17	NA	NA	Auto	Auto	0.362367115	0.362367115	NON	NON
MvSl-1064-A1-R4_MC13g11313	1	0	0	0	0	13	NA	NA	Auto	Auto	0.476350722	0.476350722	NON	NON
MvSl-1064-A1-R4_MC13g11317	1	0	0	0	0	12	NA	NA	Auto	Auto	-0.794123162	0.794123162	NON	NON
MvSl-1064-A1-R4_MC13g11318	1	0	0	0	0	10	NA	NA	Auto	Auto	0.148037289	0.148037289	NON	NON
MvSl-1064-A1-R4_MC13g11319	1	0	0	0	0	11	NA	NA	Auto	Auto	-0.093464014	0.093464014	NON	NON
MvSl-1064-A1-R4_MC13g11320	1	0	0	0	0	9	NA	NA	Auto	Auto	-0.051250519	0.051250519	NON	NON
MvSl-1064-A1-R4_MC13g11321	1	0	0	0	0	11	NA	NA	Auto	Auto	0.371413337	0.371413337	NON	NON
MvSl-1064-A1-R4_MC13g11324	1	0	0	0	0	10	NA	NA	Auto	Auto	-0.378793391	0.378793391	NON	NON
