gida1	youngold	logFC.A1.A2	abs	DE	DE2	genediff	upk5diff	upk10diff	upk15diff	upk20diff	down5kdiff	down10kdiff	down15kdiff	down20kdiff	ratioprot	ratiocds	intron_nr_diff	intron_mean_diff	intron_total_diff	GC0diff	GC3diff	dn	ds	dnds
MvSl-1064-A1-R4_MC10-1g09843	Auto	-4.963022564	4.963022564	Down	DE	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09889	Auto	1.255242646	1.255242646	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09908	Auto	1.888184347	1.888184347	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09910	Auto	2.747021883	2.747021883	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09942	Auto	0.918180283	0.918180283	Up	DE	0	0	0	0	0	0	0	0	0	1.030487805	1.030425963	0	-11	-44	-0.4	-1.49	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09962	Auto	1.078304162	1.078304162	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09967	Auto	0.656538065	0.656538065	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g09980	Auto	1.101777122	1.101777122	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g09992	Auto	0.65989928	0.65989928	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g10026	Auto	-0.600349985	0.600349985	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10037	Auto	0.775713973	0.775713973	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g10050	Auto	0.856270191	0.856270191	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10078	Auto	-1.900034164	1.900034164	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g10098	Auto	-1.143945715	1.143945715	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10100	Auto	0.999784759	0.999784759	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC10-2g10108	Auto	0.914203981	0.914203981	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10116	Auto	0.89561803	0.89561803	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC10-2g10125	Auto	1.127381508	1.127381508	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10177	Auto	1.656768508	1.656768508	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10186	Auto	3.292341455	3.292341455	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10204	Auto	1.547066366	1.547066366	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10213	Auto	0.753413712	0.753413712	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10214	Auto	-0.947429324	0.947429324	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10232	Auto	0.717466385	0.717466385	Up	DE	0	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10236	Auto	-1.307956371	1.307956371	Down	DE	1	0	0	0	0	0	0	0	0	1.112676056	1.112280702	1	-64	55	-0.03	-0.28	NA	NA	NA
MvSl-1064-A1-R4_MC11g10239	Auto	0.849148153	0.849148153	Up	DE	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10248	Auto	1.456453453	1.456453453	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10255	Auto	1.514154433	1.514154433	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10303	Auto	-1.538649848	1.538649848	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10335	Auto	0.685980401	0.685980401	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10344	Auto	-0.669008997	0.669008997	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10351	Auto	1.266743838	1.266743838	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10369	Auto	1.000204055	1.000204055	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10384	Auto	1.400624731	1.400624731	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10390	Auto	1.20786005	1.20786005	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10508	Auto	1.475281117	1.475281117	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10517	Auto	0.6934159	0.6934159	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10554	Auto	1.586851029	1.586851029	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10558	Auto	0.950311916	0.950311916	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10573	Auto	2.371397114	2.371397114	Up	DE	0	0	0	0	0	0	0	0	0	1.498637602	1.498185118	-1	-1.0889	-89	0.84	-0.26	NA	NA	NA
MvSl-1064-A1-R4_MC11g10576	Auto	7.060461854	7.060461854	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10585	Auto	-0.880292822	0.880292822	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10592	Auto	1.285857282	1.285857282	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10594	Auto	-1.179155962	1.179155962	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC11g10617	Auto	2.919051001	2.919051001	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10624	Auto	1.142115258	1.142115258	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10626	Auto	1.123876553	1.123876553	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10627	Auto	1.837999833	1.837999833	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10628	Auto	1.960889372	1.960889372	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10629	Auto	1.553788472	1.553788472	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10630	Auto	1.991407592	1.991407592	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10647	Auto	2.921963186	2.921963186	Up	DE	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10654	Auto	1.567776314	1.567776314	Up	DE	0	0	0	0	0	0	0	-2	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10656	Auto	0.836865651	0.836865651	Up	DE	0	0	0	0	0	-1	-1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10686	Auto	3.561324445	3.561324445	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10688	Auto	-1.582352777	1.582352777	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10721	Auto	0.913470449	0.913470449	Up	DE	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10722	Auto	-1.116450817	1.116450817	Down	DE	0	0	0	0	0	0	0	0	-1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10730	Auto	-1.806977046	1.806977046	Down	DE	0	-1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC11g10735	Auto	2.004357253	2.004357253	Up	DE	-1	-1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10761	Auto	-0.721254003	0.721254003	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10776	Auto	-0.812700819	0.812700819	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10779	Auto	1.346904255	1.346904255	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10792	Auto	0.987346729	0.987346729	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g10807	Auto	4.741697158	4.741697158	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10810	Auto	-3.479844036	3.479844036	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10896	Auto	1.206044552	1.206044552	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10912	Auto	0.948054165	0.948054165	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10944	Auto	-0.549908584	0.549908584	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g10966	Auto	2.12623426	2.12623426	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g10989	Auto	-0.932000816	0.932000816	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11005	Auto	1.009915293	1.009915293	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11020	Auto	0.753556187	0.753556187	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11112	Auto	1.578143114	1.578143114	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC12g11139	Auto	4.251451781	4.251451781	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11142	Auto	1.294840708	1.294840708	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11205	Auto	-1.294487564	1.294487564	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11233	Auto	-0.874554805	0.874554805	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11242	Auto	1.282149404	1.282149404	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC12g11273	Auto	-1.606021691	1.606021691	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11307	Auto	1.00224516	1.00224516	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11325	Auto	1.128857814	1.128857814	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11330	Auto	-0.637160617	0.637160617	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11333	Auto	1.236517272	1.236517272	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11416	Auto	1.277265877	1.277265877	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11418	Auto	1.324401231	1.324401231	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11443	Auto	0.688327726	0.688327726	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11462	Auto	0.807174573	0.807174573	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11558	Auto	3.920682846	3.920682846	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11584	Auto	0.897924097	0.897924097	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11612	Auto	4.338193165	4.338193165	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC13g11616	Auto	0.561011114	0.561011114	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11645	Auto	-0.981775324	0.981775324	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11692	Auto	0.76049825	0.76049825	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC13g11715	Auto	2.720484396	2.720484396	Up	DE	0	0	0	0	0	0	0	0	0	0.934579439	0.934883721	1	-32.667	41	0.18	-0.14	NA	NA	NA
MvSl-1064-A1-R4_MC14g11747	Auto	1.355370256	1.355370256	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11748	Auto	-0.6216778	0.6216778	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC14g11772	Auto	1.078405774	1.078405774	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11775	Auto	0.871340089	0.871340089	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC14g11805	Auto	0.621999685	0.621999685	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11878	Auto	3.084526249	3.084526249	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11898	Auto	-4.083415488	4.083415488	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11916	Auto	0.959937246	0.959937246	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC14g11962	Auto	2.963976662	2.963976662	Up	DE	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11964	Auto	1.283737944	1.283737944	Up	DE	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11965	Auto	2.034267952	2.034267952	Up	DE	-1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11969	Auto	1.39565136	1.39565136	Up	DE	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11979	Auto	1.487069027	1.487069027	Up	DE	0	0	0	0	0	0	-5	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11980	Auto	-1.769421928	1.769421928	Down	DE	0	0	0	0	0	0	5	0	1	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC14g11984	Auto	1.858524207	1.858524207	Up	DE	0	0	0	0	0	-5	0	-1	1	1.041666667	1.041584158	-1	8.528	-54	-0.26	-0.44	NA	NA	NA
MvSl-1064-A1-R4_MC14g11989	Auto	2.306650565	2.306650565	Up	DE	0	0	-5	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12018	Auto	1.414007835	1.414007835	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12029	Auto	-0.754645564	0.754645564	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12050	Auto	1.608824084	1.608824084	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC15g12082	Auto	-1.788336519	1.788336519	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
MvSl-1064-A1-R4_MC15g12121	Auto	1.909067798	1.909067798	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC15g12135	Auto	1.527747495	1.527747495	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC15g12144	Auto	7.970795062	7.970795062	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC15g12147	Auto	1.020123424	1.020123424	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC15g12148	Auto	3.539818991	3.539818991	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC16g12187	Auto	1.473637401	1.473637401	Up	DE	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC16g12190	Auto	0.759085015	0.759085015	Up	DE	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC16g12194	Auto	2.218431815	2.218431815	Up	DE	3	-1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC18g12256	Auto	-1.312042703	1.312042703	Down	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
MvSl-1064-A1-R4_MC18g12262	Auto	3.600671827	3.600671827	Up	DE	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	NA	NA	NA
