gid	youngold	logFC.A1.A2	ratioprot	DE	DE2	ratiocds
MvSl-1064-A1-R4_MC09-2g09149	Auto	0.025466345	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09150	Auto	-0.087836639	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09151	Auto	-0.00822517	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09152	Auto	-0.141237069	1.018656716	NON	NON	1.01863354
MvSl-1064-A1-R4_MC09-2g09153	Auto	0.041951657	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09154	Auto	-0.05991574	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09156	Auto	-0.071235959	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09158	Auto	-0.067116703	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09159	Auto	0.621731129	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09160	Auto	-0.078432193	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09161	Auto	-0.349527098	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09162	Auto	-0.058036737	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09163	Auto	-0.049662143	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09164	Auto	-0.368766663	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09165	Auto	-0.044745754	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09166	Auto	0.584003427	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09167	Auto	-0.273053594	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09168	Auto	0.010983568	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09169	Auto	0.031684586	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09170	Auto	0.018863844	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09171	Auto	0.327642693	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09172	Auto	-0.137456173	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09173	Auto	0.253447535	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09174	Auto	0.160970918	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09176	Auto	-0.066655416	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09179	Auto	-0.229348771	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09180	Auto	0.163897137	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09183	Auto	-0.065758274	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09184	Auto	-0.110677732	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09186	Auto	-0.174744388	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09187	Auto	0.21674448	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09188	Auto	0.075586343	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09189	Auto	-0.072046966	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09191	Auto	0.176128125	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09192	Auto	0.152908225	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09193	Auto	-0.035457766	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09195	Auto	0.131058733	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09196	Auto	-0.082660438	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09197	Auto	0.126143469	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09199	Auto	-0.261845073	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09200	Auto	-0.34558079	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09202	Auto	-0.289036887	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09203	Auto	0.001260676	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09204	Auto	-0.02029932	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09205	Auto	-0.230602101	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09207	Auto	-0.188297151	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09208	Auto	-0.213852888	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09209	Auto	0.092410431	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09210	Auto	-0.02787895	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09211	Auto	-0.385165327	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09212	Auto	-0.187769284	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09213	Auto	-0.350334071	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09214	Auto	-0.391989631	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09217	Auto	-0.510779893	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09218	Auto	-0.26552578	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09219	Auto	0.066023805	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09220	Auto	-0.126242537	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09222	Auto	-0.030230532	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09223	Auto	-0.069131786	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09224	Auto	-0.071109416	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09225	Auto	0.047739342	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09226	Auto	-0.077242767	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09227	Auto	-0.226796818	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09228	Auto	-0.119735376	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09229	Auto	-0.013125469	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09230	Auto	0.32719694	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09231	Auto	-0.287809888	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09233	Auto	0.022296635	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09234	Auto	0.112334257	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09235	Auto	0.078392442	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09236	Auto	-0.123773895	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09237	Auto	0.232638326	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09238	Auto	0.48340521	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09239	Auto	0.087721796	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09248	Auto	0.256761065	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09249	Auto	-0.368339482	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09251	Auto	-0.277516356	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09252	Auto	0.508128843	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09253	Auto	-0.070001673	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09254	Auto	-0.038815571	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09255	Auto	0.016519155	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09256	Auto	0.195553968	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09257	Auto	0.020556359	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09258	Auto	0.149326163	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09263	Auto	-0.014582568	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09270	Auto	0.006316193	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09271	Auto	0.199148475	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09272	Auto	0.210423935	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09273	Auto	-0.171325541	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09274	Auto	0.135762797	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09275	Auto	0.352208694	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09276	Auto	0.151242996	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09277	Auto	-0.033110682	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09278	Auto	-0.146574364	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09279	Auto	-0.095524127	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09283	Auto	0.308981801	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09284	Auto	0.090482837	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09286	Auto	-0.189774515	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09287	Auto	-0.041801498	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09288	Auto	-0.19154456	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09289	Auto	0.354913946	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09290	Auto	0.354434503	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09291	Auto	0.085279914	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09292	Auto	0.276217142	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09293	Auto	0.045652898	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09294	Auto	0.131373784	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09297	Auto	0.093969834	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09298	Auto	0.147428228	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09299	Auto	0.040612541	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09300	Auto	-0.051092646	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09301	Auto	-0.088697101	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09302	Auto	-0.572798718	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09303	Auto	-0.162521076	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09304	Auto	0.010528516	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09305	Auto	-0.54908348	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09307	Auto	-0.121636888	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09308	Auto	0.130836424	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09309	Auto	-0.250864814	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09310	Auto	-0.169097134	1.035897436	NON	NON	1.035714286
MvSl-1064-A1-R4_MC09-2g09311	Auto	-0.074392614	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09313	Auto	0.079992954	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09314	Auto	0.028412869	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09315	Auto	-0.100961033	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09316	Auto	-0.209641892	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09317	Auto	0.121920124	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09318	Auto	0.061704399	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09321	Auto	0.034256286	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09323	Auto	-0.083152961	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09324	Auto	0.13088865	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09326	Auto	-0.062356652	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09327	Auto	0.009379864	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09328	Auto	1.506051267	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09333	Auto	-0.079819465	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09334	Auto	-0.052871888	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09335	Auto	-0.26145301	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09336	Auto	-0.171453804	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09337	Auto	0.04323631	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09338	Auto	-0.052008538	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09339	Auto	0.004886295	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09341	Auto	-0.293545025	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09342	Auto	-0.041565328	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09344	Auto	0.294923954	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09346	Auto	-0.042331293	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09347	Auto	-0.021271013	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09348	Auto	-0.006256259	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09349	Auto	0.024870534	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09350	Auto	-0.020999266	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09352	Auto	-0.172646956	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09353	Auto	0.436590864	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09354	Auto	0.009487673	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09355	Auto	-0.199623327	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09356	Auto	0.035017436	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09357	Auto	-0.412607818	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09358	Auto	-0.35222373	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09359	Auto	0.015741215	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09361	Auto	0.359143749	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09363	Auto	-0.048819428	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09364	Auto	-0.258225309	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09365	Auto	0.15583302	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09366	Auto	-0.069913865	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09367	Auto	0.114134362	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09368	Auto	-0.075319898	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09370	Auto	-0.016555899	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09371	Auto	0.273511673	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09374	Auto	-0.025876812	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09375	Auto	-0.022016823	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09376	Auto	0.349265265	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09377	Auto	0.045955594	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09378	Auto	0.12076496	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09381	Auto	-0.080380566	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09382	Auto	0.331008241	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09383	Auto	-0.097212843	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09384	Auto	-0.082215249	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09385	Auto	-0.050571422	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09386	Auto	0.277913848	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09387	Auto	-0.051180712	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09388	Auto	-0.124966026	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09389	Auto	-0.450493226	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09390	Auto	-0.401188912	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09391	Auto	-0.168486105	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09392	Auto	0.002330609	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09393	Auto	0.712297253	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09394	Auto	0.562062928	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09395	Auto	0.150901517	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09396	Auto	0.049878715	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09397	Auto	-0.161499531	0.991293532	NON	NON	0.991304348
MvSl-1064-A1-R4_MC09-2g09398	Auto	-0.056750738	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09399	Auto	0.24021825	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09400	Auto	-0.240486445	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09402	Auto	0.223440702	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09403	Auto	-0.009946485	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09404	Auto	-0.080772658	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09405	Auto	0.665177468	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09406	Auto	0.37137681	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09407	Auto	0.581257537	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09408	Auto	0.297107071	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09409	Auto	0.247016746	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09410	Auto	0.124429874	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09411	Auto	0.028957997	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09412	Auto	0.272920142	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09413	Auto	-0.107788645	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09414	Auto	-0.405596704	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09415	Auto	-0.036177925	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09416	Auto	-0.10067533	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09417	Auto	0.174173834	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09418	Auto	0.118774109	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09419	Auto	-0.261736702	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09420	Auto	-0.072218588	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09421	Auto	0.136360036	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09422	Auto	0.036036495	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09423	Auto	-0.133654445	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09424	Auto	0.075944523	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09426	Auto	0.292131963	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09427	Auto	-0.051772717	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09428	Auto	0.027917479	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09429	Auto	-0.026200102	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09430	Auto	0.167380766	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09431	Auto	-0.212427898	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09432	Auto	0.137886649	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09433	Auto	0.008013678	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09434	Auto	-0.088200632	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09435	Auto	0.124452639	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09439	Auto	-0.430313416	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09440	Auto	0.094757402	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09442	Auto	-0.304987375	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09443	Auto	-0.429789819	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09444	Auto	-0.052573199	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09446	Auto	0.044450006	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09447	Auto	-0.009244987	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09448	Auto	0.245392903	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09449	Auto	0.022352198	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09450	Auto	-0.147805738	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09454	Auto	-0.108983903	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09455	Auto	-0.112921595	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09456	Auto	-0.261292914	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09457	Auto	-0.315077552	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09459	Auto	-0.168694973	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09460	Auto	-0.097962946	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09461	Auto	-0.076101077	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09462	Auto	0.095205808	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09463	Auto	-0.376823571	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09465	Auto	-0.150223798	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09470	Auto	-0.016606591	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09471	Auto	-0.396294195	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09472	Auto	-0.419739533	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09473	Auto	0.090805423	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09474	Auto	0.106720004	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09483	Auto	-0.081961727	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09484	Auto	-0.120247416	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09492	Auto	-0.010471489	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09493	Auto	-0.059014577	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09494	Auto	0.245471635	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09496	Auto	-0.111648544	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09497	Auto	-0.072966249	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09498	Auto	-0.353244272	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09501	Auto	0.154937518	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09502	Auto	-0.007985567	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09503	Auto	0.137379167	1.001538462	NON	NON	1.001536098
MvSl-1064-A1-R4_MC09-2g09508	Auto	-0.324453191	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09509	Auto	-0.00265005	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09510	Auto	-0.086958826	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09511	Auto	-0.156606273	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09512	Auto	0.182913029	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09513	Auto	-0.142418012	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09514	Auto	-0.574931789	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09515	Auto	0.023248277	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09517	Auto	-0.383982096	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09518	Auto	0.123597789	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09519	Auto	0.192861768	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09521	Auto	-0.482657834	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09522	Auto	-0.426734405	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09525	Auto	-0.062375505	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09528	Auto	0.077687549	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09529	Auto	-0.126992769	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09530	Auto	0.051230358	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09533	Auto	0.277625165	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09534	Auto	-0.090138131	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09550	Auto	-0.142450453	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09551	Auto	-0.101534446	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09552	Auto	-0.02182882	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09553	Auto	-0.058368443	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09554	Auto	0.280451073	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09555	Auto	0.086701754	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09556	Auto	-0.348260649	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09557	Auto	-0.043272996	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09558	Auto	0.020017981	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09559	Auto	0.101480128	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09560	Auto	-0.196615004	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09561	Auto	0.348033529	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09562	Auto	-0.284910039	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09563	Auto	-0.07374129	1	NON	NON	1
MvSl-1064-A1-R4_MC09-2g09564	Auto	0.015432251	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09601	Auto	-0.161036903	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09602	Auto	0.070377673	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09603	Auto	-0.148906328	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09604	Auto	-0.284828354	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09606	Auto	-0.055940862	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09607	Auto	0.312422165	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09608	Auto	-0.131257123	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09609	Auto	-0.144744048	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09621	Auto	0.305068216	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09627	Auto	0.012952089	1.000694927	NON	NON	0.999306037
MvSl-1064-A1-R4_MC10-1g09628	Auto	-0.139455436	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09629	Auto	0.133673414	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09630	Auto	-0.235990116	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09632	Auto	-0.130828873	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09633	Auto	-0.513836167	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09634	Auto	0.291088202	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09635	Auto	0.000621501	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09636	Auto	-0.138271176	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09639	Auto	0.011730934	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09640	Auto	-0.610575949	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09641	Auto	0.044665903	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09642	Auto	-0.36924601	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09643	Auto	0.032383578	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09644	Auto	0.014708785	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09645	Auto	-0.261854453	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09646	Auto	-0.010143877	1	NON	NON	1
MvSl-1064-A1-R4_MC10-1g09647	Auto	-0.063027619	1	NON	NON	1
